Running Forward KL,Reward Loss,Real Sto Return,Real Det Return,Itration,Running Reverse KL,Running Env Steps,Running Update Time
156.5187,-64759.125,1977.01,2294.97,393,15.3463,1965000,393
156.5165,-64768.3515625,1993.52,2309.42,394,15.2811,1970000,394
156.6712,-65007.96875,2020.01,2325.06,395,15.4069,1975000,395
156.653,-65243.96875,2010.95,2320.48,396,15.4977,1980000,396
156.6406,-65187.96484375,1998.53,2300.18,397,15.3728,1985000,397
156.5711,-65325.328125,1954.93,2254.98,398,15.221,1990000,398
156.4434,-65685.578125,1965.74,2284.6,399,15.1059,1995000,399
156.4944,-65603.7890625,1965.07,2300.26,400,14.9955,2000000,400
156.5207,-65640.2734375,2006.02,2330.23,401,15.1238,2005000,401
156.5349,-66067.90625,2013.46,2328.11,402,15.3144,2010000,402
156.6161,-65878.4296875,2014.58,2328.06,403,15.2992,2015000,403
156.5642,-66178.4140625,1996.26,2320.27,404,15.2725,2020000,404
156.3765,-66469.03125,2009.98,2342.71,405,15.3802,2025000,405
156.5095,-66274.1484375,1997.94,2305.38,406,15.3046,2030000,406
156.636,-66668.5234375,2000.09,2307.72,407,15.3067,2035000,407
156.4993,-66541.734375,2008.8,2314.84,408,15.2896,2040000,408
156.5494,-66519.53125,2019.25,2320.41,409,15.416,2045000,409
156.5014,-66741.7734375,1998.14,2313.0,410,15.3908,2050000,410
156.6747,-66929.9765625,1995.56,2304.48,411,15.5084,2055000,411
156.5546,-67161.328125,1996.78,2315.8,412,15.545,2060000,412
156.6347,-67311.484375,2005.61,2296.27,413,15.463,2065000,413
156.5989,-67114.4296875,1986.23,2296.42,414,15.2521,2070000,414
156.7883,-67660.46875,2008.56,2330.19,415,15.4708,2075000,415
156.5691,-67630.59375,2010.45,2330.8,416,15.4187,2080000,416
156.5351,-67806.453125,2002.74,2323.9,417,15.4371,2085000,417
156.6884,-67742.578125,1988.91,2291.2,418,15.4845,2090000,418
156.4954,-68043.5546875,1994.26,2319.65,419,15.4738,2095000,419
156.6402,-68092.3515625,1978.42,2284.59,420,15.2265,2100000,420
156.672,-68395.125,2009.69,2313.42,421,15.5929,2105000,421
156.6029,-68369.8984375,1997.19,2308.3,422,15.3169,2110000,422
156.4108,-68378.9140625,1988.2,2291.23,423,15.3074,2115000,423
156.6316,-69089.2265625,1972.58,2286.99,424,15.2306,2120000,424
156.506,-68693.2734375,1981.63,2312.83,425,15.1662,2125000,425
156.4455,-68887.7890625,1973.04,2294.89,426,15.2674,2130000,426
156.7454,-68974.125,1952.6,2279.71,427,15.0815,2135000,427
156.5054,-69597.6796875,1954.19,2292.81,428,15.2187,2140000,428
156.5246,-69483.6796875,1933.61,2279.93,429,14.9818,2145000,429
156.5584,-69668.171875,1889.45,2244.08,430,15.0201,2150000,430
156.4946,-69441.265625,1917.78,2281.59,431,14.9409,2155000,431
156.6878,-69856.9453125,1883.4,2248.44,432,14.9037,2160000,432
156.508,-69975.4453125,1895.41,2264.36,433,14.8462,2165000,433
156.4706,-69835.1953125,1889.71,2244.89,434,14.8512,2170000,434
156.4097,-70027.75,1897.98,2265.05,435,14.849,2175000,435
156.5141,-69967.1328125,1881.28,2270.23,436,14.7378,2180000,436
156.6176,-70450.359375,1885.45,2278.91,437,15.0447,2185000,437
156.4983,-69978.2265625,1892.95,2275.54,438,14.755,2190000,438
156.5244,-70431.3359375,1915.42,2289.52,439,14.8736,2195000,439
156.612,-70685.5234375,1902.98,2288.41,440,14.9285,2200000,440
156.5143,-70707.71875,1895.25,2286.45,441,14.7933,2205000,441
156.417,-70814.6796875,1893.46,2276.73,442,14.9436,2210000,442
156.4514,-70710.25,1898.94,2284.25,443,14.8971,2215000,443
156.5515,-70961.015625,1886.12,2271.78,444,14.9197,2220000,444
156.5131,-71037.03125,1926.55,2284.74,445,14.9645,2225000,445
156.4682,-71081.40625,1896.59,2271.72,446,15.0022,2230000,446
156.4867,-71058.109375,1892.85,2275.99,447,14.977,2235000,447
156.5233,-71405.5546875,1921.68,2293.33,448,14.899,2240000,448
156.4644,-71415.2265625,1917.87,2291.07,449,14.8432,2245000,449
156.5333,-71477.84375,1884.54,2278.8,450,15.0659,2250000,450
156.5552,-71700.6328125,1907.04,2286.6,451,14.7141,2255000,451
156.6111,-71979.3046875,1947.12,2297.92,452,14.8848,2260000,452
156.471,-71779.734375,1933.8,2315.81,453,15.0946,2265000,453
156.4396,-72065.53125,1934.47,2295.76,454,14.9743,2270000,454
156.55,-72319.0859375,1922.65,2293.32,455,15.1131,2275000,455
156.5352,-72263.5078125,1925.94,2300.09,456,14.8288,2280000,456
156.6008,-72273.15625,1932.37,2290.91,457,15.1543,2285000,457
156.5242,-72621.640625,1920.81,2285.0,458,14.974,2290000,458
156.4548,-72729.6953125,1949.03,2318.53,459,14.9657,2295000,459
156.4651,-72571.5859375,1916.2,2281.02,460,14.8259,2300000,460
156.565,-72742.828125,1937.55,2293.05,461,15.0987,2305000,461
156.5983,-72747.2890625,1936.41,2320.72,462,15.0123,2310000,462
156.6204,-72951.6484375,1925.64,2323.32,463,15.0658,2315000,463
156.6917,-73009.0078125,1938.65,2301.61,464,14.9847,2320000,464
156.5135,-73321.1875,1938.81,2309.77,465,15.0281,2325000,465
156.5051,-73406.3125,1957.6,2321.0,466,14.947,2330000,466
156.5764,-73152.203125,1941.24,2302.55,467,14.8935,2335000,467
156.5664,-73434.0859375,1934.06,2313.73,468,14.9811,2340000,468
156.6514,-73631.4609375,1951.24,2309.9,469,15.0537,2345000,469
156.477,-73758.8203125,1937.95,2333.76,470,15.1928,2350000,470
156.6025,-74193.828125,1941.04,2317.24,471,15.0109,2355000,471
156.7973,-73640.0390625,1925.5,2305.31,472,14.9482,2360000,472
156.5198,-73725.625,1949.74,2309.48,473,15.064,2365000,473
156.6726,-73955.7421875,1945.34,2305.97,474,15.0864,2370000,474
156.6175,-74206.015625,1957.96,2316.11,475,15.1303,2375000,475
156.6021,-74222.9765625,1951.94,2303.89,476,15.1527,2380000,476
156.5673,-71506.4296875,1562.11,1582.46,477,13.8887,2385000,477
156.6455,-72546.921875,1594.44,2214.71,478,14.8347,2390000,478
156.7506,-74160.4140625,1912.2,2239.3,479,15.3178,2395000,479
156.8932,-72502.140625,1894.06,2165.09,480,16.0135,2400000,480
156.482,-74410.390625,1953.65,2313.51,481,15.272,2405000,481
156.6614,-74655.40625,1940.89,2279.25,482,15.1803,2410000,482
156.5918,-74775.40625,1964.81,2293.54,483,15.1545,2415000,483
156.5381,-74873.1953125,1946.16,2304.47,484,15.3543,2420000,484
156.6412,-75137.2578125,1958.5,2291.43,485,15.423,2425000,485
156.4929,-74932.265625,1911.82,2249.98,486,15.2963,2430000,486
156.6569,-75229.2109375,1962.0,2284.58,487,15.3055,2435000,487
156.8371,-75397.5703125,1934.3,2296.02,488,15.3133,2440000,488
156.5319,-75432.015625,1962.81,2293.3,489,15.2458,2445000,489
156.532,-75144.296875,1917.49,2232.43,490,15.0934,2450000,490
156.7027,-75609.6328125,1952.54,2262.34,491,15.4302,2455000,491
156.5449,-75150.890625,1959.61,2255.11,492,15.1765,2460000,492
156.7029,-75519.765625,1966.78,2283.87,493,15.374,2465000,493
156.6496,-76037.1015625,1976.57,2301.15,494,15.4585,2470000,494
156.4489,-75977.28125,1984.25,2313.68,495,15.4019,2475000,495
156.544,-76200.546875,1978.9,2293.96,496,15.4018,2480000,496
156.5482,-76092.296875,1975.86,2293.04,497,15.1934,2485000,497
156.7207,-76273.609375,1991.71,2301.22,498,15.4321,2490000,498
156.4741,-75963.171875,1916.44,2273.16,499,15.1008,2495000,499
156.5938,-76392.3203125,1980.51,2282.83,500,15.3715,2500000,500
156.4493,-76447.5078125,1980.04,2303.18,501,15.2241,2505000,501
156.5099,-76232.546875,1935.83,2288.0,502,15.1297,2510000,502
156.5117,-76683.9765625,1987.73,2323.87,503,15.3433,2515000,503
156.4808,-76726.421875,1954.27,2294.22,504,15.1806,2520000,504
156.7102,-76926.34375,1977.35,2292.2,505,15.2736,2525000,505
156.5207,-77046.9296875,2007.71,2332.9,506,15.3503,2530000,506
156.5091,-76761.15625,1982.19,2303.44,507,15.3237,2535000,507
156.4994,-77104.703125,1981.05,2322.41,508,15.3461,2540000,508
156.5181,-77336.421875,1996.33,2323.48,509,15.2569,2545000,509
156.6472,-76837.515625,1951.26,2258.98,510,15.2154,2550000,510
156.5038,-77074.7734375,1957.81,2260.88,511,15.2272,2555000,511
156.5377,-77245.3046875,1960.49,2259.13,512,15.2934,2560000,512
156.4287,-77198.3828125,1963.61,2296.46,513,15.3267,2565000,513
156.4993,-77346.421875,1982.59,2314.84,514,15.3909,2570000,514
156.7155,-77779.84375,1973.36,2299.93,515,15.4664,2575000,515
156.5352,-77729.8515625,1987.04,2299.1,516,15.3719,2580000,516
156.5359,-77388.1015625,1950.92,2260.74,517,15.3482,2585000,517
156.6102,-77632.4921875,1961.72,2305.53,518,15.2238,2590000,518
156.6382,-77409.5625,1954.23,2291.11,519,15.2459,2595000,519
156.5758,-78052.0234375,1976.56,2301.23,520,15.4748,2600000,520
156.6415,-77699.65625,1941.76,2256.16,521,15.33,2605000,521
156.6264,-77870.15625,1956.91,2272.62,522,15.3764,2610000,522
156.5602,-77549.40625,1965.51,2273.33,523,15.1607,2615000,523
156.4951,-78064.421875,1951.16,2272.18,524,15.1697,2620000,524
156.553,-78027.875,1969.63,2148.22,525,15.28,2625000,525
156.5319,-78221.890625,1951.0,2270.15,526,15.3924,2630000,526
156.5856,-77780.46875,1922.48,1359.45,527,15.1474,2635000,527
156.6464,-78066.6484375,1953.55,455.25,528,15.3249,2640000,528
156.5562,-78409.140625,1958.48,2038.54,529,15.4583,2645000,529
156.718,-78161.8203125,1954.45,2224.88,530,15.2644,2650000,530
156.5722,-78696.1015625,1960.98,2298.06,531,15.2135,2655000,531
156.5419,-78687.609375,1939.74,2227.91,532,15.082,2660000,532
156.5715,-78668.3828125,1917.29,1821.17,533,15.1646,2665000,533
156.6958,-78843.0625,1926.51,1641.04,534,15.3346,2670000,534
156.6883,-79170.0625,1994.3,2316.76,535,15.469,2675000,535
156.5179,-78955.4296875,1960.11,2289.11,536,15.1772,2680000,536
156.4929,-78788.171875,1954.53,2249.71,537,15.2517,2685000,537
156.6491,-79786.15625,1986.57,2296.17,538,15.3847,2690000,538
156.5698,-79201.484375,1954.89,2279.82,539,15.1357,2695000,539
156.4855,-79232.28125,1959.01,2294.52,540,15.3056,2700000,540
156.6339,-79556.3046875,1975.74,2275.59,541,15.1807,2705000,541
156.664,-79494.0546875,1982.05,2308.64,542,15.3138,2710000,542
156.7107,-79529.5078125,1983.35,2327.84,543,15.2429,2715000,543
156.6886,-80038.046875,1990.54,2336.51,544,15.2776,2720000,544
156.6554,-79821.765625,1961.02,2307.89,545,15.3843,2725000,545
156.563,-80016.3984375,1967.69,2299.52,546,15.4253,2730000,546
156.5579,-80099.34375,1985.25,2301.84,547,15.1916,2735000,547
156.6461,-80274.53125,1969.56,2314.19,548,15.2619,2740000,548
156.5998,-80370.1015625,1969.24,2291.32,549,15.3664,2745000,549
156.7081,-80168.3671875,1949.82,2294.6,550,15.1066,2750000,550
156.4822,-80365.6875,1928.28,2251.42,551,15.1873,2755000,551
156.5186,-80508.4453125,1964.48,2295.72,552,15.2853,2760000,552
156.5936,-80339.9609375,1940.77,2241.22,553,15.1165,2765000,553
156.6829,-80310.9921875,1970.26,2299.08,554,15.3204,2770000,554
156.5856,-80581.1875,1978.38,2315.74,555,15.3195,2775000,555
156.4966,-80361.015625,1950.7,2260.31,556,15.1794,2780000,556
156.4908,-80536.875,1970.04,2279.42,557,15.112,2785000,557
156.5409,-80741.46875,1972.77,2306.18,558,15.297,2790000,558
156.6018,-80788.15625,1982.99,2295.81,559,15.2572,2795000,559
156.5109,-81116.8046875,1977.89,2313.02,560,15.2253,2800000,560
156.54,-81180.3515625,1968.13,2303.38,561,15.2897,2805000,561
156.4615,-81209.875,1967.84,2293.06,562,15.24,2810000,562
156.7116,-81541.0859375,1955.47,2273.84,563,15.3189,2815000,563
156.8508,-81262.2890625,1960.1,2293.02,564,15.3332,2820000,564
156.7278,-81466.09375,1934.8,2231.97,565,15.3114,2825000,565
156.7061,-81344.6875,1967.41,2195.71,566,15.2909,2830000,566
156.506,-81180.1171875,1938.1,1899.3,567,15.1076,2835000,567
156.4759,-81622.15625,1987.19,2301.46,568,15.1814,2840000,568
156.6387,-81809.5703125,1965.73,2290.41,569,15.1688,2845000,569
156.5159,-81804.25,1968.02,2254.07,570,15.1882,2850000,570
156.6389,-81827.453125,1966.72,2277.19,571,15.1111,2855000,571
156.5937,-81950.6015625,1983.95,2323.49,572,15.2153,2860000,572
156.6402,-81560.09375,1956.33,2276.71,573,15.3275,2865000,573
156.6207,-81882.1953125,1976.67,2302.23,574,15.3467,2870000,574
156.5635,-82175.7890625,1979.03,2313.79,575,15.1986,2875000,575
156.5044,-82185.34375,1953.79,2290.34,576,15.1171,2880000,576
156.517,-82434.0,1961.18,2302.96,577,15.0574,2885000,577
156.5186,-82491.484375,1974.52,2313.33,578,15.2395,2890000,578
156.6391,-82431.2421875,1948.79,1745.47,579,15.2538,2895000,579
156.6841,-82467.9375,1949.17,2268.28,580,15.2009,2900000,580
156.5744,-82530.703125,1950.78,2308.24,581,15.1692,2905000,581
156.456,-82535.296875,1957.06,2290.35,582,15.0654,2910000,582
156.5206,-82920.1015625,1966.13,2290.55,583,15.1953,2915000,583
156.5639,-82555.4921875,1925.1,2248.27,584,15.1378,2920000,584
156.452,-82516.796875,1969.75,2296.31,585,15.2063,2925000,585
156.5821,-82929.8828125,1960.43,2285.02,586,15.0837,2930000,586
156.5596,-82930.4453125,1963.89,2305.06,587,15.0777,2935000,587
156.4626,-82709.15625,1944.59,2268.33,588,15.0627,2940000,588
156.5803,-82671.09375,1944.74,2272.25,589,15.0044,2945000,589
156.5593,-82826.0703125,1940.84,2265.52,590,14.9983,2950000,590
156.4568,-82969.7265625,1949.76,2266.61,591,15.1372,2955000,591
156.5835,-83258.1484375,1952.43,2280.19,592,15.243,2960000,592
156.6085,-83256.765625,1965.93,2298.72,593,15.2109,2965000,593
156.4841,-83469.828125,1964.21,2291.6,594,15.2804,2970000,594
156.6084,-83033.40625,1946.57,2263.57,595,15.1427,2975000,595
156.5093,-83682.8515625,1946.73,2281.79,596,15.0929,2980000,596
156.3763,-83466.09375,1941.47,2292.21,597,15.0102,2985000,597
156.7326,-83617.9296875,1943.43,2290.92,598,15.0886,2990000,598
156.5178,-83603.140625,1950.44,2289.48,599,15.0632,2995000,599
