Running Env Steps,Itration,Running Update Time,Running Forward KL,Reward Loss,Real Det Return,Real Sto Return,Running Reverse KL
2020000,404,404,74.0286,-18933.220703125,711.81,78.59,29.4765
2025000,405,405,115.3635,-16450.775390625,-966.02,-1263.55,243.9916
2030000,406,406,75.5439,-19250.205078125,575.67,198.52,44.3124
2035000,407,407,74.7354,-19179.896484375,456.29,56.03,52.8623
2040000,408,408,75.0274,-19078.53125,785.44,87.85,28.9131
2045000,409,409,74.9107,-19052.318359375,546.86,73.76,29.695
2050000,410,410,74.3698,-19047.4921875,517.26,224.05,41.3394
2055000,411,411,72.4671,-19003.818359375,926.58,111.24,30.2851
2060000,412,412,73.1176,-19026.7265625,799.38,183.3,29.2508
2065000,413,413,71.5266,-18870.197265625,933.9,287.86,37.0406
2070000,414,414,71.3995,-18648.931640625,1034.5,398.47,32.2175
2075000,415,415,70.9328,-18413.7109375,710.62,422.56,33.8728
2080000,416,416,73.1611,-17884.5859375,659.3,453.1,39.0564
2085000,417,417,124.2082,-19030.63671875,-2249.75,-2539.01,338.6809
2090000,418,418,97.1986,-19254.4140625,-1070.66,-1058.04,333.946
2095000,419,419,87.8575,-19327.10546875,-478.26,-501.27,86.0703
2100000,420,420,88.4463,-19151.755859375,-389.37,-143.75,159.645
2105000,421,421,85.0476,-19255.9609375,-30.87,-34.3,72.5439
2110000,422,422,82.6185,-19271.03125,-10.03,-39.63,54.3424
2115000,423,423,77.3427,-18921.685546875,54.3,2.63,42.6612
2120000,424,424,73.685,-18413.013671875,313.5,57.35,40.6439
2125000,425,425,73.3463,-17959.625,515.34,138.83,40.526
2130000,426,426,74.4166,-18595.5546875,611.55,194.25,38.7636
2135000,427,427,76.0061,-19078.853515625,212.9,-32.7,46.3636
2140000,428,428,79.9083,-19206.826171875,-1602.18,-879.06,90.9313
2145000,429,429,75.9602,-19188.859375,-168.94,-1.04,30.686
2150000,430,430,74.962,-18913.078125,115.2,22.13,33.9454
2155000,431,431,75.042,-19103.06640625,490.26,127.59,32.1933
2160000,432,432,73.779,-18759.46484375,661.27,145.64,34.6176
2165000,433,433,72.716,-19187.33203125,549.0,54.91,27.7127
2170000,434,434,77.2126,-18714.8046875,-543.82,-386.22,46.8265
2175000,435,435,80.6922,-19398.99609375,-585.91,-565.53,107.2612
2180000,436,436,74.8617,-19246.9453125,660.1,48.78,29.0707
2185000,437,437,74.4148,-19224.21875,635.31,87.8,29.776
2190000,438,438,73.8797,-19218.146484375,607.81,108.73,29.6782
2195000,439,439,75.0422,-19240.8828125,517.7,113.39,28.401
2200000,440,440,71.8233,-19068.732421875,867.15,136.43,29.6279
2205000,441,441,71.3685,-19047.9140625,801.44,153.66,28.3646
2210000,442,442,69.4513,-18960.056640625,970.43,162.51,27.9202
2215000,443,443,71.8209,-16407.83203125,43.35,-31.71,37.6377
2220000,444,444,74.8896,-19285.03125,640.39,59.88,30.275
2225000,445,445,74.235,-19297.22265625,538.78,119.85,29.7283
2230000,446,446,73.1878,-19280.623046875,760.92,142.95,29.299
2235000,447,447,68.9784,-18647.017578125,781.16,317.54,29.3246
2240000,448,448,67.7965,-18359.68359375,985.97,226.93,28.318
2245000,449,449,70.9566,-18735.455078125,632.27,90.08,28.0229
2250000,450,450,72.1843,-18600.658203125,114.28,7.19,28.4589
2255000,451,451,75.6009,-19296.50390625,621.91,85.27,29.8025
2260000,452,452,71.9105,-19089.271484375,590.26,71.44,28.6911
2265000,453,453,75.4656,-19373.84765625,482.93,104.1,30.3716
2270000,454,454,75.4953,-19320.3125,533.33,90.15,29.7423
2275000,455,455,73.0283,-19316.54296875,901.0,201.74,28.9559
2280000,456,456,71.5811,-19169.97265625,871.76,172.93,27.8841
2285000,457,457,71.4047,-19137.8046875,468.02,59.11,27.4784
2290000,458,458,75.2371,-19240.064453125,27.27,-80.19,35.9804
2295000,459,459,82.8665,-19156.365234375,-240.54,-235.23,58.4205
2300000,460,460,87.7158,-19260.158203125,-492.42,-141.64,93.3781
2305000,461,461,91.5786,-19171.615234375,-1158.57,-261.42,110.8742
2310000,462,462,85.3626,-18592.232421875,-320.64,-341.24,107.2272
2315000,463,463,98.1498,-19463.3984375,-117.04,-252.06,145.355
2320000,464,464,108.5983,-18338.35546875,-1823.86,-2106.38,250.7873
2325000,465,465,104.8063,-19428.509765625,-1570.02,-1289.17,217.6017
2330000,466,466,110.3,-19415.833984375,-1307.81,-1293.68,308.8092
2335000,467,467,129.7004,-19495.525390625,-1977.67,-1797.07,233.0764
2340000,468,468,93.7106,-19359.603515625,-1024.67,-651.5,114.7167
2345000,469,469,100.5545,-19461.865234375,-822.05,-671.0,91.9448
2350000,470,470,105.2668,-19350.41796875,-1709.37,-1560.34,278.6182
2355000,471,471,103.4216,-19365.416015625,-1061.35,-963.26,127.6335
2360000,472,472,105.8152,-19453.876953125,-317.02,-517.72,98.949
2365000,473,473,114.9485,-19485.0234375,-1448.45,-1172.57,236.2574
2370000,474,474,87.3432,-19500.9921875,-587.34,-493.43,84.4939
2375000,475,475,104.2638,-19542.744140625,-663.39,-576.5,109.6928
2380000,476,476,101.8343,-19542.15234375,-567.11,-356.09,98.9034
2385000,477,477,91.7331,-19499.08984375,-9.92,-149.78,74.6708
2390000,478,478,99.3961,-19357.083984375,-275.46,-408.53,96.1554
2395000,479,479,98.7906,-19520.123046875,-1807.44,-1864.21,137.6989
2400000,480,480,78.7912,-19457.916015625,237.34,-43.64,59.2319
2405000,481,481,73.9682,-19364.234375,21.47,-12.56,40.935
2410000,482,482,74.7949,-19439.357421875,57.74,-87.67,30.0969
2415000,483,483,76.6864,-19476.40625,258.87,-21.58,33.3783
2420000,484,484,75.5301,-19445.083984375,32.04,-2.87,33.748
2425000,485,485,75.108,-19456.42578125,193.2,1.65,36.3844
2430000,486,486,76.0158,-19376.23828125,430.46,31.74,30.8772
2435000,487,487,76.8485,-19446.09375,262.43,-4.7,34.1356
2440000,488,488,76.0205,-19437.19140625,360.09,38.98,31.7666
2445000,489,489,73.0822,-19392.6328125,836.23,154.52,32.7393
2450000,490,490,76.5592,-19433.44921875,374.7,-15.49,38.1304
2455000,491,491,76.6369,-19450.71875,-238.92,-117.53,55.228
2460000,492,492,97.8461,-19164.189453125,-228.79,-212.67,84.9274
2465000,493,493,82.1477,-19305.62890625,-164.18,5.45,64.0343
2470000,494,494,81.7328,-19348.33984375,323.98,72.26,61.2544
2475000,495,495,75.6366,-19362.728515625,530.84,99.52,41.2772
2480000,496,496,77.5639,-19463.55078125,234.51,-49.29,41.5161
2485000,497,497,77.3634,-19389.03125,427.15,182.8,49.7374
2490000,498,498,83.2683,-19469.7265625,361.41,54.0,65.8224
2495000,499,499,79.1876,-19364.11328125,297.69,110.7,61.9728
2500000,500,500,76.0528,-19306.818359375,182.22,55.92,38.0882
2505000,501,501,73.6717,-19234.333984375,436.68,59.3,30.8861
2510000,502,502,77.23,-19354.580078125,65.52,-20.9,78.7634
2515000,503,503,77.0622,-19470.447265625,376.84,-34.88,29.3961
2520000,504,504,75.6842,-19421.42578125,363.38,16.64,29.775
2525000,505,505,75.678,-19417.37890625,324.19,10.54,29.5177
2530000,506,506,76.208,-19446.693359375,231.71,25.57,30.1448
2535000,507,507,74.7002,-19451.677734375,596.26,13.89,29.112
2540000,508,508,73.9605,-19329.701171875,309.69,100.69,36.439
2545000,509,509,72.5798,-19368.876953125,480.38,85.99,31.8665
2550000,510,510,70.7107,-18930.8515625,626.7,83.34,31.2095
2555000,511,511,75.5972,-18833.876953125,-210.52,-75.63,70.3509
2560000,512,512,76.8439,-19505.828125,158.41,-119.24,36.8571
2565000,513,513,76.1676,-19430.16796875,412.27,13.04,29.7612
2570000,514,514,74.0336,-19384.662109375,401.72,87.36,29.8473
2575000,515,515,74.7548,-19462.642578125,504.04,38.35,29.0303
2580000,516,516,73.7303,-19375.775390625,788.21,125.72,30.1971
2585000,517,517,75.4085,-19266.11328125,-28.47,-36.76,31.5386
2590000,518,518,76.5807,-19453.87890625,206.4,-22.17,29.3042
2595000,519,519,75.3926,-19449.330078125,431.73,18.08,63.7245
2600000,520,520,74.618,-19495.84765625,563.95,86.85,29.5008
2605000,521,521,77.0753,-19363.91015625,-200.93,-145.31,50.4823
2610000,522,522,75.225,-19441.494140625,474.52,20.53,29.8834
2615000,523,523,74.7177,-19113.173828125,-21.55,-11.61,28.1798
2620000,524,524,74.7769,-19482.07421875,576.49,38.46,28.0724
2625000,525,525,73.8126,-18304.279296875,-955.13,-168.32,45.0177
2630000,526,526,75.3193,-19448.890625,435.35,13.36,29.2535
2635000,527,527,74.0414,-19424.638671875,490.1,52.31,28.1403
2640000,528,528,73.2598,-19438.609375,584.28,48.94,27.9355
2645000,529,529,72.8355,-19424.556640625,814.67,47.55,28.0677
2650000,530,530,73.0103,-19452.173828125,754.86,71.2,28.454
2655000,531,531,71.2489,-19440.62890625,818.98,271.47,29.5797
2660000,532,532,70.619,-19315.8046875,930.82,293.31,29.9172
2665000,533,533,72.4523,-19339.732421875,757.81,171.66,32.4704
2670000,534,534,71.9175,-19386.583984375,868.65,238.12,30.2934
2675000,535,535,75.0274,-19272.69140625,118.24,54.43,29.1867
2680000,536,536,73.9389,-19516.052734375,802.4,130.92,30.103
2685000,537,537,71.9693,-19365.52734375,570.7,251.04,31.2983
2690000,538,538,77.5694,-19067.7734375,144.28,-403.34,100.3653
2695000,539,539,120.32,-19551.4375,-1524.76,-1663.49,435.7257
2700000,540,540,128.5398,-19641.78125,-1838.39,-1780.62,265.1368
2705000,541,541,113.0697,-18947.978515625,-1557.01,-1600.64,320.6461
2710000,542,542,101.0228,-18666.392578125,-1565.5,-1151.4,171.8101
2715000,543,543,100.7102,-19505.68359375,-77.31,-473.89,486.3363
2720000,544,544,98.2741,-19543.5703125,-353.47,-155.22,277.6428
2725000,545,545,99.3671,-19586.654296875,-638.98,-887.77,393.3866
2730000,546,546,118.0365,-19641.43359375,-1755.78,-1810.93,245.5997
2735000,547,547,93.9838,-19607.900390625,-855.89,-756.75,107.8018
2740000,548,548,87.2453,-19512.732421875,-656.5,-590.57,90.7787
2745000,549,549,92.5555,-19554.783203125,-558.48,-559.4,113.3312
2750000,550,550,96.6981,-19519.04296875,-909.53,-846.2,206.7373
2755000,551,551,92.1286,-19497.302734375,-377.77,-261.7,97.2149
2760000,552,552,81.617,-19266.5,-218.06,-269.18,72.1947
2765000,553,553,78.7527,-19204.45703125,-116.67,-153.96,66.511
2770000,554,554,78.5632,-19356.185546875,-122.8,-140.98,57.6373
2775000,555,555,79.1003,-19363.19921875,1.82,-77.89,63.6358
2780000,556,556,71.3782,-18897.693359375,96.79,-11.13,38.6229
2785000,557,557,74.4421,-19287.91015625,202.23,-11.62,62.3965
2790000,558,558,73.8489,-19174.66015625,162.56,-1.39,70.2807
2795000,559,559,76.6232,-19348.619140625,-638.14,-489.5,60.6331
2800000,560,560,72.2678,-19212.509765625,105.64,0.12,36.6131
2805000,561,561,82.8886,-19537.853515625,-1528.77,-1276.67,100.3399
2810000,562,562,74.2198,-19419.419921875,111.86,-14.43,31.8362
2815000,563,563,73.2541,-19360.96875,179.23,3.2,29.4138
2820000,564,564,72.1016,-19240.11328125,92.62,1.9,29.4527
2825000,565,565,72.975,-19369.748046875,460.11,9.79,30.9802
2830000,566,566,73.5025,-19376.552734375,559.62,17.94,30.6692
2835000,567,567,73.0233,-19348.580078125,631.52,26.02,29.5041
2840000,568,568,72.2615,-19257.66796875,560.65,29.21,32.4094
2845000,569,569,71.8701,-19234.240234375,595.15,53.5,31.5851
2850000,570,570,74.0778,-19334.62890625,52.83,-39.16,29.0193
2855000,571,571,81.2862,-19523.92578125,-1832.67,-1570.07,85.8741
2860000,572,572,79.2209,-19381.0625,-1618.78,-1576.81,87.0258
2865000,573,573,77.5708,-19280.033203125,-855.61,-761.17,53.6251
2870000,574,574,85.3924,-19476.53515625,-167.46,-142.87,86.3257
2875000,575,575,85.292,-19583.220703125,-194.61,-114.68,58.8866
2880000,576,576,74.8693,-19322.59375,-133.4,-17.81,43.5583
2885000,577,577,72.9753,-19384.734375,47.44,-3.79,36.1064
2890000,578,578,72.023,-19313.412109375,135.45,-11.37,33.1907
2895000,579,579,72.7432,-19399.31640625,233.08,-6.52,32.1135
2900000,580,580,72.5515,-19384.171875,384.7,0.03,31.2853
2905000,581,581,74.1434,-19421.73046875,416.28,2.27,30.8116
2910000,582,582,70.908,-19267.40625,538.37,4.36,31.0469
2915000,583,583,71.3241,-19246.837890625,491.24,12.6,30.325
2920000,584,584,71.7532,-19244.55078125,722.31,27.56,30.7411
2925000,585,585,70.2431,-19217.1484375,857.39,18.48,31.9849
2930000,586,586,71.122,-19133.109375,758.45,30.67,30.9039
2935000,587,587,72.6343,-19350.544921875,694.65,104.4,30.4503
2940000,588,588,72.3562,-19129.3671875,554.37,73.74,37.7361
2945000,589,589,70.7965,-19151.53125,383.66,83.21,28.1329
2950000,590,590,74.0733,-19482.216796875,353.13,16.0,29.823
2955000,591,591,74.0622,-19122.337890625,399.43,32.92,34.2771
2960000,592,592,75.0339,-19452.029296875,119.33,-257.79,35.877
2965000,593,593,73.1871,-19526.326171875,166.03,3.07,30.3614
2970000,594,594,73.5544,-19454.28125,125.67,12.77,29.0081
2975000,595,595,73.2109,-19475.982421875,396.62,16.01,29.125
2980000,596,596,71.8965,-19487.701171875,626.45,144.34,29.4559
2985000,597,597,71.1573,-19282.2265625,89.25,84.83,29.0726
2990000,598,598,73.4284,-19538.86328125,382.43,8.48,29.6864
2995000,599,599,72.012,-19286.82421875,682.89,-62.63,39.1327
