Real Det Return,Running Update Time,Running Env Steps,Itration,Running Reverse KL,Running Forward KL,Reward Loss,Real Sto Return
6161.82,392,1960000,392,54.9339,67.3106,-52959.0078125,5264.34
6334.41,393,1965000,393,55.4518,67.2961,-52341.52734375,5650.51
6130.81,394,1970000,394,57.1958,67.523,-53344.453125,5760.31
6333.29,395,1975000,395,50.0548,64.2072,-49219.55078125,5686.8
6140.24,396,1980000,396,51.7248,66.0047,-51446.234375,5274.51
5858.48,397,1985000,397,55.1121,68.3549,-53798.1953125,5055.02
5442.51,398,1990000,398,46.7967,65.1617,-47899.91015625,5466.85
6260.7,399,1995000,399,52.4558,66.5732,-52965.68359375,5696.3
6362.3,400,2000000,400,54.9492,65.738,-52011.59375,5486.11
5460.04,401,2005000,401,48.5724,64.971,-50241.21484375,5696.91
6260.65,402,2010000,402,58.354,68.1636,-55365.94921875,5622.16
6308.34,403,2015000,403,56.7346,68.3677,-55584.09375,5568.11
5733.15,404,2020000,404,57.0573,68.477,-55563.8359375,5428.31
6328.62,405,2025000,405,57.3801,69.0144,-56253.22265625,5212.04
6308.45,406,2030000,406,57.7283,68.7809,-56176.6171875,5386.53
6239.65,407,2035000,407,49.0871,64.6831,-50901.2109375,5380.65
6234.48,408,2040000,408,50.2523,64.7739,-52143.30078125,5469.08
6136.04,409,2045000,409,58.6799,69.7981,-56828.19140625,5241.89
6280.04,410,2050000,410,58.1329,69.5312,-57610.1796875,5565.45
6297.02,411,2055000,411,57.4597,67.8059,-57223.484375,5826.68
5790.67,412,2060000,412,57.2853,69.1819,-57083.4609375,5285.14
6267.17,413,2065000,413,57.3992,69.667,-58182.328125,5796.27
6285.38,414,2070000,414,55.0727,67.7982,-55972.21875,5249.22
6301.53,415,2075000,415,58.3625,68.3209,-58069.41015625,5303.71
203.47,416,2080000,416,29.4484,70.0621,-14880.8193359375,-41.98
4696.97,417,2085000,417,42.0529,66.6478,-46678.7734375,3507.57
5371.66,418,2090000,418,53.1974,68.498,-56766.3046875,5041.35
5815.56,419,2095000,419,59.4584,69.4753,-58608.15234375,4879.94
6098.49,420,2100000,420,59.3968,69.0392,-58211.35546875,5507.36
5820.07,421,2105000,421,62.0963,70.2002,-58882.93359375,5465.59
5548.24,422,2110000,422,60.5433,70.2452,-59209.48046875,5164.3
6049.48,423,2115000,423,61.3482,70.657,-59226.7109375,5371.91
5985.23,424,2120000,424,60.1368,70.6394,-60161.34765625,5535.36
6150.9,425,2125000,425,54.0378,67.5164,-56019.74609375,5659.7
6100.16,426,2130000,426,61.9121,70.0273,-60434.97265625,5707.9
5574.99,427,2135000,427,58.9862,69.7757,-59766.17578125,5190.2
6224.28,428,2140000,428,55.6204,67.5824,-58381.296875,4855.87
6229.55,429,2145000,429,60.3532,69.9883,-60421.12890625,5674.91
5928.72,430,2150000,430,60.5671,70.1052,-60468.9609375,5588.54
5413.29,431,2155000,431,54.3022,66.7697,-56965.203125,4553.39
5927.88,432,2160000,432,59.9517,70.4285,-61415.078125,5557.53
5899.31,433,2165000,433,55.0696,66.8406,-56468.0859375,4919.27
6065.43,434,2170000,434,63.9601,71.4644,-62226.92578125,4626.43
5650.74,435,2175000,435,59.0926,70.4663,-61404.46875,5639.12
6179.66,436,2180000,436,57.4346,68.2463,-59008.21484375,4762.0
5840.45,437,2185000,437,60.3022,70.6555,-61888.99609375,5712.06
5436.51,438,2190000,438,57.8682,69.4044,-61327.203125,5233.55
5787.29,439,2195000,439,52.6093,66.6778,-56680.87890625,5002.52
5802.68,440,2200000,440,59.3531,70.4895,-62288.66796875,5520.41
6280.53,441,2205000,441,53.7579,66.5772,-57599.40625,5610.45
6304.79,442,2210000,442,56.051,68.8038,-60464.984375,5096.49
6343.03,443,2215000,443,59.2477,70.6192,-62337.875,5442.54
6276.06,444,2220000,444,58.0305,70.1355,-62189.40625,5191.49
6006.42,445,2225000,445,51.939,65.7902,-57387.5,4893.15
6255.66,446,2230000,446,61.7797,70.5096,-63640.06640625,5742.97
6363.82,447,2235000,447,57.3444,67.1692,-60132.83984375,5865.42
5879.9,448,2240000,448,58.4062,69.568,-62545.82421875,5129.5
5984.56,449,2245000,449,57.0871,68.0094,-60326.25390625,5437.61
6373.6,450,2250000,450,58.4589,68.617,-62511.47265625,5359.22
6312.22,451,2255000,451,56.6949,67.9013,-60253.80859375,5269.69
5433.62,452,2260000,452,52.8548,67.3978,-59943.76171875,5208.51
6362.27,453,2265000,453,58.6463,69.0962,-62934.4453125,5399.73
6298.41,454,2270000,454,61.4268,70.7693,-64432.6328125,5760.63
6253.01,455,2275000,455,48.1767,65.6327,-54335.12109375,5119.18
6107.9,456,2280000,456,60.7642,70.6421,-64118.10546875,5862.53
5906.64,457,2285000,457,56.826,67.3038,-60428.890625,5366.42
5848.24,458,2290000,458,53.2163,67.0567,-60024.0859375,5577.8
6313.67,459,2295000,459,59.5191,70.4652,-63933.73828125,5368.97
6059.0,460,2300000,460,59.1037,69.3651,-63707.53125,5153.34
6298.78,461,2305000,461,62.0669,69.6215,-64131.48828125,5723.53
6235.49,462,2310000,462,60.7286,70.4928,-64131.69140625,5688.71
6238.41,463,2315000,463,62.186,70.0912,-64364.99609375,5759.14
6244.94,464,2320000,464,61.3767,70.5334,-64562.04296875,4994.73
6005.07,465,2325000,465,57.8007,68.6651,-63831.55859375,5751.63
6361.75,466,2330000,466,56.8424,68.2246,-62383.1328125,5671.17
6330.4,467,2335000,467,56.6837,67.6199,-62478.21875,5503.37
5763.57,468,2340000,468,61.8922,71.3607,-64872.06640625,5158.01
5679.91,469,2345000,469,53.4315,66.6923,-59707.86328125,5439.78
5952.71,470,2350000,470,57.488,67.4758,-62114.5234375,5558.84
6064.04,471,2355000,471,60.0225,69.6802,-64921.9453125,5787.22
5979.13,472,2360000,472,52.5773,66.7978,-59350.0703125,5139.46
5990.63,473,2365000,473,60.014,70.254,-64918.5703125,5140.19
6318.2,474,2370000,474,50.2508,65.9381,-55831.73828125,5640.01
5767.24,475,2375000,475,64.3062,71.3789,-65786.0078125,5211.68
5938.77,476,2380000,476,60.6597,69.6438,-65377.20703125,5499.0
5659.21,477,2385000,477,57.0845,68.5028,-63656.1953125,4977.65
6058.31,478,2390000,478,62.2156,71.6044,-65473.421875,5532.0
5832.68,479,2395000,479,56.222,68.9078,-63778.23046875,5019.53
6320.46,480,2400000,480,63.4425,70.812,-65681.734375,5210.43
6189.04,481,2405000,481,61.786,70.1737,-65173.6484375,5882.98
6303.36,482,2410000,482,51.455,65.6121,-58007.93359375,5721.18
6290.99,483,2415000,483,59.6571,69.3868,-63854.546875,5372.55
5628.39,484,2420000,484,57.6722,67.7949,-62908.18359375,5363.52
6101.98,485,2425000,485,54.223,67.5648,-58357.7265625,5594.78
6225.34,486,2430000,486,64.8256,72.1428,-66883.5546875,5403.48
5769.42,487,2435000,487,62.1004,71.229,-66080.8671875,5578.09
6239.68,488,2440000,488,61.542,71.3528,-66336.8046875,4929.79
6174.27,489,2445000,489,59.5663,69.401,-65651.765625,5745.13
5929.77,490,2450000,490,62.4933,70.0973,-66194.1875,5552.35
6257.75,491,2455000,491,61.8808,71.4802,-66542.984375,5606.55
6256.46,492,2460000,492,54.7147,67.5514,-62327.9375,5778.06
6105.44,493,2465000,493,53.804,65.5753,-61400.76953125,5430.7
6207.95,494,2470000,494,60.646,71.2827,-67044.2734375,5347.6
6269.26,495,2475000,495,58.5196,69.8545,-66200.8125,5707.39
6244.13,496,2480000,496,55.8224,67.5487,-62488.80859375,4918.74
5901.8,497,2485000,497,63.5037,71.2641,-67693.390625,4707.9
5929.15,498,2490000,498,61.0101,70.4707,-66969.515625,5412.59
5917.87,499,2495000,499,64.0416,71.906,-67246.3203125,5669.58
6369.31,500,2500000,500,59.2167,69.5947,-66283.78125,5737.5
6075.58,501,2505000,501,62.2854,70.8215,-67170.4296875,5186.43
6101.63,502,2510000,502,62.3697,70.6285,-66869.375,5398.73
6143.05,503,2515000,503,62.0004,70.7505,-67147.8125,5074.49
6091.38,504,2520000,504,62.7045,71.7716,-67677.9375,5193.1
5884.03,505,2525000,505,64.1237,71.7482,-68413.5625,5645.04
5818.64,506,2530000,506,62.7303,70.2689,-67370.625,5411.41
5729.03,507,2535000,507,58.9154,68.8689,-66967.46875,5416.62
5945.86,508,2540000,508,53.7861,66.61,-60430.69921875,4988.07
5930.91,509,2545000,509,67.5932,72.1433,-68587.390625,5571.18
6196.03,510,2550000,510,62.4205,71.2476,-68402.9765625,5896.5
5896.14,511,2555000,511,61.7376,69.9711,-66945.7578125,5182.33
6192.72,512,2560000,512,64.3133,70.6183,-67926.25,5675.48
5936.26,513,2565000,513,60.58,69.9069,-67610.4140625,5631.13
6087.72,514,2570000,514,63.7017,69.8562,-67573.0078125,5484.98
6003.59,515,2575000,515,59.7219,69.1946,-67080.2109375,5348.73
6236.27,516,2580000,516,62.6616,69.4408,-67782.5078125,5327.59
5913.72,517,2585000,517,64.5473,70.5318,-68401.1484375,5379.15
6103.11,518,2590000,518,63.3063,70.8097,-68387.2421875,5542.46
6271.0,519,2595000,519,62.8286,70.3774,-68005.3515625,5574.38
5971.78,520,2600000,520,63.1834,70.0891,-68638.1171875,5342.19
6218.09,521,2605000,521,63.7235,70.3766,-69084.5390625,5797.96
6277.92,522,2610000,522,63.3073,70.2365,-67688.9609375,4651.67
6082.63,523,2615000,523,65.9369,71.86,-69121.1484375,5587.95
6235.64,524,2620000,524,65.2927,71.2679,-69544.84375,5428.83
6143.76,525,2625000,525,56.087,68.8844,-63164.76171875,5610.14
5747.62,526,2630000,526,63.9978,70.3877,-69002.2734375,5309.97
6336.77,527,2635000,527,63.3518,70.9795,-68752.15625,5923.36
6132.55,528,2640000,528,64.2231,71.1027,-69199.328125,5332.41
6359.51,529,2645000,529,61.2008,70.0083,-68585.5390625,5495.35
6202.65,530,2650000,530,65.4989,71.7877,-69468.453125,5352.41
5955.5,531,2655000,531,56.9964,68.4461,-64401.859375,5623.78
6231.58,532,2660000,532,57.1862,68.0875,-63639.3203125,5588.25
6344.54,533,2665000,533,65.6301,71.8955,-69759.75,5381.87
6274.68,534,2670000,534,56.0129,67.8403,-64089.10546875,5365.81
6229.75,535,2675000,535,53.8169,65.2951,-62006.71875,5896.52
5900.03,536,2680000,536,65.2465,71.3447,-69734.1796875,4973.02
6231.5,537,2685000,537,60.2785,69.7467,-66550.40625,5325.07
6272.82,538,2690000,538,65.0484,70.5384,-68752.5078125,5540.97
6150.03,539,2695000,539,67.3317,71.9271,-69930.328125,5579.31
5691.87,540,2700000,540,68.3599,70.376,-69371.75,5400.15
6305.17,541,2705000,541,55.7812,67.1882,-60247.60546875,5884.86
6111.98,542,2710000,542,64.1163,69.8628,-69486.75,5676.75
5760.32,543,2715000,543,61.2246,70.0071,-69140.0546875,5410.07
6118.04,544,2720000,544,67.7485,72.0602,-69865.484375,5472.63
6260.49,545,2725000,545,66.409,71.5724,-69541.078125,5720.38
5945.87,546,2730000,546,65.7571,71.0112,-69624.125,5568.59
5977.89,547,2735000,547,54.5576,67.3931,-59967.58984375,5222.26
6283.68,548,2740000,548,65.6458,70.1711,-69640.5703125,5756.42
5757.37,549,2745000,549,59.4238,68.4036,-63939.1640625,5358.51
5881.61,550,2750000,550,63.8244,69.6914,-69864.046875,5874.99
6356.44,551,2755000,551,65.0134,69.8609,-69590.7578125,5615.6
6301.51,552,2760000,552,63.6908,69.7092,-69498.875,5514.44
5944.34,553,2765000,553,62.1477,69.0307,-69264.828125,5229.56
6326.07,554,2770000,554,62.5417,69.5962,-69834.84375,5127.23
6098.57,555,2775000,555,64.4774,68.6781,-70041.3125,5566.77
6277.48,556,2780000,556,61.9806,69.4327,-69713.1796875,5543.91
6190.41,557,2785000,557,62.2649,69.861,-69896.8125,5368.98
6305.67,558,2790000,558,65.7285,70.4264,-70064.9609375,5271.47
6243.62,559,2795000,559,65.1936,69.3926,-70378.609375,5692.9
5982.47,560,2800000,560,59.8796,68.6204,-65719.65625,5791.26
6065.17,561,2805000,561,59.3259,68.4256,-67430.109375,5607.45
6240.46,562,2810000,562,63.1534,68.9686,-67952.859375,5752.63
6329.63,563,2815000,563,60.8755,68.3738,-69064.1875,5891.41
6161.28,564,2820000,564,61.9925,69.7672,-68842.4140625,5564.8
6236.69,565,2825000,565,52.7713,66.9363,-59411.59375,5324.77
5514.71,566,2830000,566,64.4298,70.8281,-70599.234375,4751.53
6306.31,567,2835000,567,64.2443,71.5021,-70562.5703125,5599.35
6074.85,568,2840000,568,63.3475,70.0353,-70637.84375,5586.55
6069.81,569,2845000,569,59.0917,68.0004,-64588.56640625,5504.39
6060.27,570,2850000,570,65.143,70.008,-70171.6640625,5797.27
6014.6,571,2855000,571,54.3173,67.442,-63334.14453125,5893.17
6009.05,572,2860000,572,63.7255,70.4291,-70182.875,5559.44
6306.06,573,2865000,573,63.8774,69.4019,-70584.09375,5733.92
6237.34,574,2870000,574,62.1266,70.4676,-70773.8125,5686.98
6275.16,575,2875000,575,61.6326,69.942,-70264.8984375,5752.94
5807.02,576,2880000,576,60.0626,68.3468,-69520.828125,5918.45
6106.73,577,2885000,577,53.3647,65.1911,-63499.23046875,5214.06
6370.7,578,2890000,578,61.1341,68.9528,-70211.65625,5137.75
5712.71,579,2895000,579,61.4165,69.1998,-70946.9921875,4951.01
5994.29,580,2900000,580,51.2994,65.6471,-60524.7421875,5373.79
6065.63,581,2905000,581,59.2619,68.3545,-67999.84375,5615.02
5866.27,582,2910000,582,60.2266,68.6835,-69036.9140625,5256.51
5963.95,583,2915000,583,57.8858,69.0021,-66461.1796875,4430.61
6093.67,584,2920000,584,59.6798,67.6177,-67120.0703125,5589.16
6196.94,585,2925000,585,64.9555,70.7789,-71199.328125,4978.15
6211.18,586,2930000,586,62.1234,69.6251,-70630.9921875,5656.34
5952.93,587,2935000,587,58.1745,67.7967,-67776.3359375,5097.66
5870.94,588,2940000,588,58.0955,68.6311,-67401.65625,5603.77
6337.0,589,2945000,589,62.7288,70.5529,-71796.359375,5862.14
6179.76,590,2950000,590,57.8256,68.1415,-66735.515625,5331.84
6295.2,591,2955000,591,61.6323,68.9907,-70690.765625,4909.44
6239.8,592,2960000,592,59.3856,68.5491,-70910.6875,5415.17
6313.47,593,2965000,593,62.2527,70.2332,-71435.7578125,5620.65
6053.14,594,2970000,594,60.8139,69.77,-70800.34375,5065.11
6244.81,595,2975000,595,60.2032,68.3079,-70218.3828125,5473.23
6058.7,596,2980000,596,58.3353,67.1025,-65383.34765625,5574.27
6056.53,597,2985000,597,55.0728,65.9836,-63944.3359375,5694.48
5985.38,598,2990000,598,62.453,70.3535,-71230.609375,5309.59
6224.53,599,2995000,599,64.4093,69.0302,-71814.6171875,4982.4
