Real Sto Return,Reward Loss,Running Reverse KL,Running Env Steps,Running Forward KL,Running Update Time,Itration,Real Det Return
63.97,-19678.1875,1336.0496,1995000,703.5267,399,399,64.83
60.11,-19692.802734375,1800.4562,2000000,686.8383,400,400,59.53
61.53,-19508.576171875,1196.7683,2005000,680.6675,401,401,60.64
62.15,-19306.232421875,1611.4846,2010000,682.341,402,402,61.64
59.95,-18929.234375,1339.2453,2015000,653.9441,403,403,61.47
59.45,-18946.541015625,1349.0001,2020000,679.2332,404,404,59.7
61.19,-18947.0703125,1670.3471,2025000,652.4983,405,405,60.8
68.76,-17628.5078125,943.9363,2030000,639.422,406,406,68.38
60.94,-17992.515625,1313.5231,2035000,624.2116,407,407,61.3
75.88,-19267.69921875,1449.1373,2040000,687.2738,408,408,76.74
65.18,-19370.041015625,1685.1702,2045000,648.8111,409,409,64.95
65.61,-19746.607421875,1952.6812,2050000,717.247,410,410,65.61
65.82,-19654.365234375,3062.754,2055000,706.2685,411,411,65.65
64.33,-18435.72265625,1482.8311,2060000,622.0692,412,412,64.65
64.05,-19005.755859375,2443.5556,2065000,639.0865,413,413,63.25
66.14,-19503.400390625,2204.6164,2070000,656.2136,414,414,66.38
63.93,-19050.64453125,1593.4313,2075000,625.8802,415,415,64.93
63.04,-19720.224609375,2364.3107,2080000,704.803,416,416,62.48
60.59,-18960.984375,928.0069,2085000,642.7382,417,417,59.86
67.12,-18751.77734375,1514.3443,2090000,632.2242,418,418,66.86
68.58,-19487.98046875,2313.6021,2095000,659.0118,419,419,68.72
87.6,-19320.01171875,2397.7411,2100000,634.3312,420,420,89.62
67.9,-18370.18359375,2101.6355,2105000,674.8648,421,421,66.3
66.32,-18989.591796875,1866.6486,2110000,652.233,422,422,63.08
66.98,-18827.880859375,892.8444,2115000,642.305,423,423,65.55
61.39,-18882.96875,1860.8323,2120000,652.7038,424,424,60.85
72.4,-18821.7578125,1157.6419,2125000,625.9544,425,425,62.53
82.11,-18754.859375,1025.4892,2130000,618.0832,426,426,75.09
73.25,-18650.7109375,976.2723,2135000,618.0531,427,427,73.1
73.62,-18328.158203125,649.2323,2140000,603.1407,428,428,73.37
67.36,-18846.83203125,1357.0668,2145000,647.0732,429,429,67.36
68.8,-18979.763671875,1510.7533,2150000,691.7116,430,430,69.42
80.69,-19257.66796875,2193.3981,2155000,643.3843,431,431,87.87
65.02,-18995.30859375,2040.0531,2160000,673.4008,432,432,65.5
69.71,-18660.25390625,1682.0544,2165000,622.6204,433,433,74.08
65.49,-19011.220703125,1802.0993,2170000,643.3946,434,434,63.77
62.62,-18953.697265625,1734.801,2175000,671.1393,435,435,61.6
57.14,-18906.314453125,2367.2689,2180000,654.8193,436,436,55.43
56.37,-19201.67578125,1629.4298,2185000,678.8032,437,437,56.54
55.72,-17846.357421875,2047.2528,2190000,636.6115,438,438,55.16
56.15,-19042.322265625,749.6049,2195000,665.437,439,439,59.79
57.75,-17050.333984375,1263.8791,2200000,611.2091,440,440,55.86
55.07,-19209.453125,1433.7583,2205000,672.3139,441,441,55.62
56.91,-18947.39453125,502.9831,2210000,663.2486,442,442,55.68
57.78,-19535.841796875,813.0365,2215000,652.4012,443,443,57.01
57.64,-19449.23828125,2017.7858,2220000,682.2863,444,444,57.17
56.27,-18980.693359375,1788.9487,2225000,661.2019,445,445,56.0
62.98,-18165.03125,1205.2427,2230000,640.9366,446,446,57.12
55.37,-17980.76171875,717.6533,2235000,626.7738,447,447,55.59
56.18,-18795.28125,775.4035,2240000,646.0239,448,448,55.95
66.66,-18149.6484375,956.0187,2245000,621.2397,449,449,61.51
59.46,-19108.220703125,2249.398,2250000,664.7318,450,450,60.53
55.45,-19070.267578125,637.1808,2255000,645.292,451,451,54.74
65.29,-19382.431640625,1920.5032,2260000,668.3005,452,452,63.03
56.64,-18717.23046875,2458.5556,2265000,642.3731,453,453,56.01
57.93,-15773.0908203125,812.0044,2270000,595.1755,454,454,57.58
54.84,-18235.23046875,1607.0098,2275000,629.5724,455,455,54.89
59.01,-19635.0859375,3371.1478,2280000,695.4287,456,456,54.87
60.66,-19187.107421875,979.3301,2285000,643.3306,457,457,72.14
60.24,-19017.515625,1765.7027,2290000,649.8925,458,458,56.11
59.43,-18548.455078125,891.5287,2295000,644.1159,459,459,58.63
60.81,-18916.724609375,1387.9183,2300000,628.3084,460,460,60.01
58.31,-18850.04296875,749.6419,2305000,635.8992,461,461,59.39
63.7,-18805.60546875,606.1533,2310000,647.7626,462,462,63.82
60.91,-18412.12890625,1022.1571,2315000,627.9997,463,463,62.77
60.02,-15319.013671875,884.207,2320000,631.3933,464,464,58.54
53.04,-18225.515625,972.0046,2325000,631.7938,465,465,51.16
57.71,-19302.748046875,2643.5038,2330000,646.3489,466,466,57.59
59.18,-18930.62890625,1336.5614,2335000,640.5737,467,467,57.7
58.03,-18574.03125,1152.6127,2340000,614.3686,468,468,57.79
53.53,-18254.748046875,1496.1095,2345000,631.2093,469,469,53.07
56.52,-18070.5625,1258.0436,2350000,624.9759,470,470,55.99
56.73,-18792.755859375,2349.0512,2355000,642.8264,471,471,57.22
56.69,-17668.724609375,845.0496,2360000,614.5288,472,472,56.5
56.79,-19047.099609375,1498.9143,2365000,630.4573,473,473,56.81
55.98,-18853.88671875,1663.7136,2370000,657.5987,474,474,55.48
54.4,-18980.82421875,1828.679,2375000,641.8848,475,475,54.4
54.29,-18034.82421875,995.7497,2380000,632.9578,476,476,54.37
54.85,-17973.62890625,950.5013,2385000,627.579,477,477,54.95
55.82,-18560.32421875,1591.1676,2390000,633.5057,478,478,56.29
56.72,-18167.607421875,1257.0598,2395000,620.9069,479,479,56.83
55.16,-17395.98046875,1322.6104,2400000,639.0183,480,480,56.55
56.89,-16917.830078125,762.5951,2405000,629.1145,481,481,56.65
56.47,-18236.771484375,1398.7617,2410000,641.1974,482,482,56.46
56.95,-15200.05078125,1028.2967,2415000,634.4138,483,483,56.77
55.2,-17348.1484375,1236.3698,2420000,638.0962,484,484,55.19
54.37,-18959.15625,1549.1386,2425000,637.4988,485,485,54.41
50.32,-19896.80078125,3859.3951,2430000,737.6067,486,486,50.23
50.76,-19713.326171875,3317.9832,2435000,702.7446,487,487,49.91
50.65,-17471.544921875,1338.5445,2440000,642.6706,488,488,50.05
50.57,-17770.861328125,1650.8439,2445000,643.0494,489,489,49.67
58.1,-19026.451171875,1508.95,2450000,645.6936,490,490,58.52
52.39,-16932.6015625,1567.0135,2455000,648.2544,491,491,51.88
58.98,-19144.58984375,2847.6218,2460000,667.5211,492,492,56.92
58.61,-18833.5703125,2265.8712,2465000,646.1996,493,493,58.63
59.56,-19049.11328125,2184.5719,2470000,653.8226,494,494,59.49
59.75,-17845.91796875,2452.8408,2475000,657.0725,495,495,59.36
59.16,-19586.19140625,2710.2323,2480000,676.7182,496,496,59.12
61.38,-19688.96484375,3419.9843,2485000,709.0972,497,497,61.62
63.41,-19811.201171875,2366.4629,2490000,731.0522,498,498,63.41
63.63,-19796.486328125,3291.219,2495000,722.4634,499,499,63.58
62.76,-19614.623046875,2217.4354,2500000,644.9076,500,500,63.58
61.15,-19668.072265625,2091.4675,2505000,685.9652,501,501,61.45
55.04,-19404.90234375,1836.5173,2510000,645.5246,502,502,54.39
54.18,-19218.681640625,2292.1082,2515000,643.7431,503,503,54.41
55.91,-19497.4609375,2602.0955,2520000,659.6768,504,504,56.55
56.82,-19882.7734375,3203.2042,2525000,726.1728,505,505,56.56
55.26,-19875.564453125,2575.6682,2530000,692.1453,506,506,54.91
53.83,-19874.52734375,3343.5586,2535000,720.6213,507,507,53.82
53.94,-19695.45703125,2578.2894,2540000,665.4229,508,508,53.99
54.16,-19902.2109375,2950.4703,2545000,733.6572,509,509,54.14
53.91,-19636.19140625,2548.1359,2550000,705.5907,510,510,53.61
54.27,-19904.529296875,2577.896,2555000,745.2136,511,511,54.04
53.52,-19836.3984375,3165.7363,2560000,721.9487,512,512,53.55
54.33,-19922.599609375,3885.9416,2565000,741.9526,513,513,53.8
58.59,-19452.974609375,1305.7746,2570000,690.4665,514,514,58.79
57.68,-19890.205078125,2242.55,2575000,719.9754,515,515,57.67
58.64,-19925.93359375,2994.3057,2580000,750.8329,516,516,58.65
57.67,-19783.384765625,2167.2983,2585000,683.1671,517,517,57.91
58.37,-19920.384765625,1856.7091,2590000,740.8512,518,518,57.9
57.65,-19896.541015625,1198.9469,2595000,737.5885,519,519,57.4
57.95,-19893.185546875,1329.5808,2600000,728.7049,520,520,57.71
57.78,-19894.125,1504.1916,2605000,734.4283,521,521,57.53
57.51,-19887.87890625,1106.7763,2610000,740.9824,522,522,57.02
57.06,-19912.7265625,1604.3308,2615000,727.3449,523,523,56.89
55.31,-19894.06640625,1162.8148,2620000,724.9163,524,524,54.93
56.07,-19938.287109375,2246.2029,2625000,744.9487,525,525,56.09
56.02,-19895.400390625,2203.08,2630000,736.2101,526,526,56.14
55.9,-19904.013671875,1601.3158,2635000,713.703,527,527,55.88
59.02,-19774.2578125,1784.8237,2640000,700.0124,528,528,59.71
57.45,-19917.431640625,1618.8424,2645000,735.6759,529,529,57.63
56.77,-19914.72265625,1866.1537,2650000,738.1344,530,530,56.31
54.58,-19829.3203125,2099.5452,2655000,702.9345,531,531,54.29
57.02,-19939.62890625,1829.7227,2660000,747.3963,532,532,57.25
58.26,-19692.974609375,2662.922,2665000,680.1568,533,533,57.66
55.11,-19915.951171875,2203.8159,2670000,726.2392,534,534,53.3
57.02,-19848.11328125,1302.607,2675000,708.3552,535,535,57.26
56.64,-19908.1328125,1508.2834,2680000,711.423,536,536,56.86
56.49,-19708.052734375,1570.825,2685000,680.8414,537,537,56.39
55.73,-19889.21875,2028.5629,2690000,694.5447,538,538,55.71
55.57,-19915.08984375,1478.5344,2695000,708.0696,539,539,55.6
55.74,-19817.951171875,1380.3548,2700000,696.9401,540,540,56.01
59.97,-18949.732421875,1346.4163,2705000,645.6896,541,541,59.92
59.95,-19657.162109375,1527.6156,2710000,663.8061,542,542,59.91
60.0,-19712.42578125,1105.4356,2715000,683.0634,543,543,59.96
60.44,-19303.5546875,1198.0605,2720000,649.8146,544,544,59.85
58.96,-16993.33984375,1164.2936,2725000,664.6824,545,545,59.62
59.69,-18933.177734375,1027.5314,2730000,663.6849,546,546,59.33
58.04,-17815.5078125,841.7285,2735000,650.3557,547,547,58.81
58.82,-19219.966796875,1014.7078,2740000,661.0454,548,548,59.4
59.8,-17783.87890625,1155.8276,2745000,645.0827,549,549,60.62
58.45,-19806.171875,1586.0365,2750000,709.4022,550,550,59.03
60.63,-19693.931640625,1516.9126,2755000,674.9674,551,551,59.75
60.84,-18708.056640625,1519.6738,2760000,648.8497,552,552,60.21
59.74,-19241.85546875,1238.2102,2765000,654.3223,553,553,60.59
59.2,-19502.724609375,1208.5157,2770000,672.7576,554,554,59.06
59.25,-18870.2734375,670.3499,2775000,645.877,555,555,59.76
59.48,-19531.08203125,889.8594,2780000,656.2259,556,556,58.94
59.49,-19336.021484375,981.183,2785000,671.6675,557,557,59.62
56.62,-19726.318359375,1073.6223,2790000,680.9032,558,558,57.33
59.75,-18929.62890625,729.7923,2795000,652.6321,559,559,60.1
60.23,-19462.24609375,823.7582,2800000,657.596,560,560,58.78
57.18,-19444.45703125,1139.4989,2805000,654.756,561,561,57.46
56.92,-19752.921875,1316.4082,2810000,698.6289,562,562,55.04
59.42,-19651.443359375,1740.2312,2815000,682.7202,563,563,60.49
57.11,-19305.287109375,918.4964,2820000,654.2699,564,564,57.26
55.54,-19372.978515625,786.7705,2825000,658.1931,565,565,57.07
57.85,-18670.578125,811.8222,2830000,646.5037,566,566,57.38
58.49,-19014.208984375,927.6363,2835000,666.9216,567,567,60.19
56.99,-19136.345703125,819.7108,2840000,671.0461,568,568,55.1
57.24,-19057.896484375,1139.759,2845000,670.1688,569,569,57.49
57.35,-19644.81640625,2223.5914,2850000,689.8166,570,570,58.12
53.22,-19502.630859375,1475.2168,2855000,670.4001,571,571,53.61
55.89,-19627.96484375,1736.7343,2860000,674.6411,572,572,55.27
54.22,-19438.263671875,1447.6241,2865000,667.0429,573,573,53.65
53.75,-19430.30859375,1296.5505,2870000,666.213,574,574,53.68
53.53,-18499.744140625,744.3724,2875000,644.1587,575,575,53.53
53.73,-18475.486328125,1021.172,2880000,656.1303,576,576,53.21
52.82,-19332.98046875,939.811,2885000,660.6747,577,577,52.21
54.31,-18883.22265625,945.7098,2890000,656.1657,578,578,54.04
51.77,-19567.005859375,1315.1476,2895000,680.7794,579,579,50.81
47.05,-18456.28125,988.9108,2900000,656.882,580,580,46.78
48.49,-19688.439453125,1144.9015,2905000,703.7222,581,581,47.59
55.59,-19925.33203125,1735.4677,2910000,721.7751,582,582,55.39
57.32,-19550.400390625,1478.138,2915000,684.3411,583,583,56.67
58.75,-19612.076171875,1398.5369,2920000,707.9952,584,584,58.59
54.99,-19904.130859375,1951.0283,2925000,723.8491,585,585,52.23
52.06,-19285.26171875,2025.4829,2930000,676.9634,586,586,52.1
58.85,-19763.84765625,2588.3608,2935000,690.0924,587,587,58.91
58.42,-19912.62890625,2584.5951,2940000,734.9588,588,588,58.42
55.38,-19785.7265625,1846.8893,2945000,707.3867,589,589,55.82
58.58,-19910.529296875,1671.0721,2950000,750.9592,590,590,58.52
56.1,-19927.8984375,2278.0333,2955000,746.5183,591,591,56.62
55.04,-18904.333984375,1623.1803,2960000,667.5376,592,592,55.06
54.38,-19736.7265625,2006.1772,2965000,692.3211,593,593,53.78
54.05,-19776.615234375,2487.9607,2970000,712.7865,594,594,54.17
54.44,-19928.994140625,2504.3184,2975000,742.6801,595,595,55.01
53.59,-19777.888671875,2274.4242,2980000,696.4227,596,596,54.11
52.69,-19931.041015625,2291.9889,2985000,742.1374,597,597,52.45
52.08,-19937.83984375,2716.0536,2990000,789.3677,598,598,52.11
52.56,-19811.962890625,2043.9077,2995000,725.2451,599,599,52.77
