Running Forward KL,Running Reverse KL,Real Sto Return,Real Det Return,Itration,Running Env Steps,Running Update Time,Reward Loss
546.8019,1527.0291,287.39,282.41,394,1970000,394,-19102.6484375
519.9856,2252.3241,333.41,328.75,395,1975000,395,-19672.306640625
528.1475,1038.4287,349.63,327.81,396,1980000,396,-19117.423828125
531.0171,1203.7864,320.8,312.43,397,1985000,397,-19714.408203125
542.4172,1148.9308,291.43,302.98,398,1990000,398,-19729.82421875
509.5794,675.2717,341.54,325.72,399,1995000,399,-19345.193359375
521.4522,1118.355,314.15,316.61,400,2000000,400,-19635.0390625
510.2263,1019.3584,365.57,352.63,401,2005000,401,-19588.935546875
506.1271,1751.5111,343.28,355.71,402,2010000,402,-19212.798828125
519.559,1856.7494,380.23,372.3,403,2015000,403,-19040.71875
512.0423,1499.9391,348.73,412.59,404,2020000,404,-12150.107421875
524.3301,1713.0401,336.01,361.0,405,2025000,405,-16195.1162109375
526.2176,1575.6505,364.42,373.76,406,2030000,406,-18297.541015625
507.4855,1948.7862,349.3,355.13,407,2035000,407,-18752.7421875
509.8298,1043.5938,370.18,366.16,408,2040000,408,-18151.658203125
534.1302,2676.1807,327.42,336.6,409,2045000,409,-19484.125
535.4358,1681.0707,315.03,316.63,410,2050000,410,-18862.548828125
524.3523,988.3836,312.06,285.65,411,2055000,411,-19064.353515625
525.6737,867.5057,287.87,294.59,412,2060000,412,-18748.5703125
527.0862,726.6128,269.43,275.67,413,2065000,413,-17299.0078125
524.284,737.3135,263.62,261.2,414,2070000,414,-18684.025390625
516.3101,762.8675,295.99,297.39,415,2075000,415,-18649.021484375
531.6027,589.9156,269.03,256.03,416,2080000,416,-18173.904296875
524.681,1026.534,273.95,279.39,417,2085000,417,-19376.97265625
594.842,543.4103,254.36,258.45,418,2090000,418,-18768.890625
551.4165,831.5205,249.47,250.54,419,2095000,419,-19738.669921875
543.9626,833.1296,256.24,248.1,420,2100000,420,-19630.34375
549.8225,513.3548,275.93,267.23,421,2105000,421,-18631.861328125
546.3075,525.5791,264.89,249.75,422,2110000,422,-18697.8046875
554.3267,507.9672,291.03,290.15,423,2115000,423,-18910.796875
538.2479,525.6513,271.45,262.49,424,2120000,424,-18946.97265625
553.8866,493.1382,304.03,304.61,425,2125000,425,-18192.15234375
553.4222,549.9853,321.94,320.05,426,2130000,426,-18839.38671875
548.7534,710.3295,264.96,255.16,427,2135000,427,-19363.890625
561.3485,615.8667,266.69,276.8,428,2140000,428,-19546.859375
569.7598,524.6456,244.56,252.09,429,2145000,429,-18845.03515625
573.581,492.121,312.06,296.88,430,2150000,430,-18988.052734375
559.5973,520.4397,300.91,303.16,431,2155000,431,-19144.150390625
546.2389,460.8168,285.23,287.99,432,2160000,432,-17931.7578125
557.0032,533.7568,324.42,324.21,433,2165000,433,-19465.63671875
581.7311,548.8979,299.75,284.95,434,2170000,434,-19526.638671875
579.1036,505.2268,265.4,274.23,435,2175000,435,-18788.642578125
525.5222,499.3997,297.42,294.85,436,2180000,436,-19048.82421875
544.8499,517.4265,288.08,280.12,437,2185000,437,-19278.880859375
575.2164,447.0523,214.94,199.35,438,2190000,438,-17661.705078125
547.7428,546.9394,268.04,274.13,439,2195000,439,-18942.1953125
557.9563,503.7259,268.76,270.23,440,2200000,440,-18385.4375
564.7361,481.2752,232.97,228.19,441,2205000,441,-18371.44921875
602.9763,964.3072,194.19,191.12,442,2210000,442,-19348.361328125
571.1749,572.6091,283.82,283.39,443,2215000,443,-19098.634765625
550.1347,588.1654,208.4,201.53,444,2220000,444,-19306.1796875
559.0565,453.364,199.75,176.0,445,2225000,445,-17696.96875
560.2417,553.9556,244.88,227.0,446,2230000,446,-18883.845703125
559.6814,652.5656,253.2,260.33,447,2235000,447,-19394.861328125
551.6074,888.59,257.09,252.29,448,2240000,448,-19345.43359375
573.9969,3001.2366,216.46,223.63,449,2245000,449,-19767.458984375
579.7298,3182.3502,208.74,212.25,450,2250000,450,-19760.37890625
568.4634,2726.9053,250.75,250.46,451,2255000,451,-19769.318359375
561.6964,1145.7449,255.12,252.64,452,2260000,452,-19060.626953125
571.399,992.8377,243.34,239.62,453,2265000,453,-19700.75
583.9184,662.9712,235.16,233.27,454,2270000,454,-19559.04296875
583.38,836.0846,207.28,206.42,455,2275000,455,-19639.51953125
574.7559,2845.1184,207.35,207.22,456,2280000,456,-19806.73828125
605.0535,3535.0063,196.42,197.77,457,2285000,457,-19783.177734375
589.1387,1302.1593,235.49,235.97,458,2290000,458,-19567.0859375
561.8498,3269.2545,237.45,240.13,459,2295000,459,-19776.970703125
605.0318,1947.112,207.22,206.62,460,2300000,460,-19732.5703125
606.1923,1809.6599,199.63,201.11,461,2305000,461,-19543.33203125
576.7756,3909.8359,215.87,235.5,462,2310000,462,-19802.529296875
591.549,2793.3538,172.45,173.04,463,2315000,463,-19694.767578125
582.8397,868.4592,177.13,177.55,464,2320000,464,-19592.505859375
579.2999,3076.5837,201.78,197.53,465,2325000,465,-19750.52734375
598.2944,1901.9078,188.16,188.93,466,2330000,466,-19736.076171875
609.2161,2509.121,222.8,228.75,467,2335000,467,-19804.486328125
591.0631,1369.8996,212.08,212.85,468,2340000,468,-19601.92578125
585.7978,2265.8685,213.37,210.73,469,2345000,469,-19366.298828125
568.7191,695.8971,218.52,219.65,470,2350000,470,-19635.810546875
583.8778,634.4957,243.91,243.13,471,2355000,471,-19599.11328125
634.4459,2808.8855,207.6,207.51,472,2360000,472,-19813.517578125
576.5519,3146.8047,216.05,218.93,473,2365000,473,-19791.51953125
594.9544,2834.0701,206.31,203.98,474,2370000,474,-19812.220703125
573.3288,468.7589,216.85,217.4,475,2375000,475,-18564.951171875
595.4968,1237.5854,237.07,235.69,476,2380000,476,-19811.759765625
591.664,2950.716,210.36,210.07,477,2385000,477,-19832.1171875
588.2662,2734.1412,207.2,207.15,478,2390000,478,-19833.99609375
615.5584,1375.2971,223.33,223.13,479,2395000,479,-19782.986328125
625.4199,2490.0029,240.42,240.76,480,2400000,480,-19818.5390625
592.1384,2800.5229,244.82,244.74,481,2405000,481,-19786.0
573.8399,3366.9674,263.73,262.81,482,2410000,482,-19753.234375
610.6505,2106.1486,188.48,188.5,483,2415000,483,-19720.490234375
565.9625,666.4085,197.6,197.29,484,2420000,484,-19431.369140625
542.212,565.4872,263.38,259.25,485,2425000,485,-19222.98046875
571.4068,579.0995,267.91,266.21,486,2430000,486,-19007.236328125
586.0056,622.7275,197.95,197.11,487,2435000,487,-19413.259765625
582.8384,885.9173,208.3,210.4,488,2440000,488,-19578.140625
573.3386,675.0629,247.03,246.98,489,2445000,489,-19537.11328125
572.7957,839.8516,213.31,213.43,490,2450000,490,-19525.181640625
591.409,1181.6647,195.73,192.82,491,2455000,491,-19657.177734375
570.745,593.8474,261.57,269.95,492,2460000,492,-19186.787109375
586.1073,2620.7329,208.81,209.12,493,2465000,493,-19482.23828125
577.9307,3062.6265,208.83,209.0,494,2470000,494,-19336.390625
606.5505,3844.0735,191.07,193.08,495,2475000,495,-19761.326171875
587.4492,1583.0272,209.76,209.83,496,2480000,496,-19339.845703125
597.1734,4198.6165,183.0,184.18,497,2485000,497,-19813.232421875
592.4263,3114.8913,188.19,188.4,498,2490000,498,-19699.52734375
596.3315,3288.0816,193.14,195.53,499,2495000,499,-19767.970703125
597.9509,471.9504,217.82,219.4,500,2500000,500,-19141.08984375
573.9817,492.5849,215.1,214.79,501,2505000,501,-18949.556640625
567.082,547.6537,298.64,296.83,502,2510000,502,-19223.712890625
575.4268,2192.6214,227.63,222.58,503,2515000,503,-19591.251953125
573.2429,2248.4431,202.07,201.0,504,2520000,504,-19571.322265625
571.0636,1260.1907,202.86,202.87,505,2525000,505,-19269.5234375
584.1987,870.5653,203.17,203.12,506,2530000,506,-19158.767578125
585.8509,450.0664,201.14,202.53,507,2535000,507,-18435.3515625
569.8196,567.1219,208.31,208.51,508,2540000,508,-19244.61328125
572.8599,735.6688,194.22,194.73,509,2545000,509,-18741.08984375
586.6729,1120.1607,183.23,182.77,510,2550000,510,-19225.30078125
575.6324,1302.2274,184.14,184.46,511,2555000,511,-19405.62890625
572.8929,487.9247,197.06,197.6,512,2560000,512,-19113.525390625
578.2014,1493.6715,208.76,208.79,513,2565000,513,-19287.19921875
583.1723,537.064,188.27,189.09,514,2570000,514,-19211.333984375
570.9604,563.4826,216.86,220.44,515,2575000,515,-19432.146484375
571.7227,555.6096,244.84,246.07,516,2580000,516,-19234.0234375
566.9637,542.9866,185.28,185.25,517,2585000,517,-19123.05078125
573.4331,533.494,243.3,243.85,518,2590000,518,-19082.791015625
576.806,592.3646,247.47,248.19,519,2595000,519,-19329.01953125
580.6402,616.1549,284.2,288.54,520,2600000,520,-19416.03125
581.2467,1688.6378,240.44,242.94,521,2605000,521,-19606.001953125
564.6127,738.8285,162.67,155.01,522,2610000,522,-19457.498046875
567.8898,474.9712,241.58,241.59,523,2615000,523,-18472.216796875
563.5171,464.1438,229.69,231.08,524,2620000,524,-19016.373046875
576.9248,800.2778,148.14,149.0,525,2625000,525,-19399.357421875
577.1468,537.8833,135.75,135.76,526,2630000,526,-18832.5234375
547.8904,831.5469,131.71,131.63,527,2635000,527,-17350.541015625
554.4185,526.767,143.34,143.87,528,2640000,528,-17555.125
560.9324,621.438,156.05,157.14,529,2645000,529,-16924.255859375
546.7155,568.9473,164.3,163.52,530,2650000,530,-16830.208984375
545.9232,398.542,151.13,151.04,531,2655000,531,-17264.291015625
561.0943,471.2442,167.18,168.01,532,2660000,532,-18161.701171875
549.2848,581.2461,168.35,168.65,533,2665000,533,-18348.623046875
569.1316,495.3117,177.18,176.89,534,2670000,534,-17476.70703125
551.9711,819.4706,188.51,187.94,535,2675000,535,-15704.4033203125
560.5101,587.4279,193.32,192.68,536,2680000,536,-18370.1171875
570.0335,443.8026,178.52,177.96,537,2685000,537,-17663.939453125
554.5542,469.8132,182.09,181.8,538,2690000,538,-17667.783203125
584.1777,1211.4535,193.34,197.56,539,2695000,539,-18882.84765625
576.3971,445.3872,185.84,203.17,540,2700000,540,-17367.150390625
570.6686,859.2813,206.28,206.53,541,2705000,541,-17827.6484375
548.2995,689.1376,176.85,162.18,542,2710000,542,-17074.220703125
553.015,929.1707,147.01,151.74,543,2715000,543,-18045.818359375
551.5686,447.0229,210.74,209.42,544,2720000,544,-17935.169921875
581.5245,471.0039,226.84,222.88,545,2725000,545,-18415.48828125
564.0034,398.1976,223.73,221.96,546,2730000,546,-17848.833984375
585.8739,512.2464,251.49,251.46,547,2735000,547,-19103.259765625
562.1367,747.4533,207.57,206.31,548,2740000,548,-19146.1328125
568.3354,850.8747,204.5,203.91,549,2745000,549,-18821.76953125
568.0705,594.8797,221.07,216.07,550,2750000,550,-18680.228515625
562.8323,749.035,197.21,193.85,551,2755000,551,-19279.873046875
573.7085,599.8814,223.44,222.62,552,2760000,552,-19119.212890625
559.0434,490.7948,234.79,233.51,553,2765000,553,-18663.041015625
596.8594,721.3133,208.65,210.24,554,2770000,554,-19471.359375
569.9253,591.6804,218.65,217.89,555,2775000,555,-18482.044921875
575.3296,1103.4306,251.68,252.27,556,2780000,556,-18066.990234375
583.9535,734.7785,256.26,255.42,557,2785000,557,-19753.482421875
589.7563,737.7827,241.44,247.19,558,2790000,558,-19661.484375
572.7645,714.7661,260.89,262.53,559,2795000,559,-19418.95703125
601.0829,744.4334,261.46,261.71,560,2800000,560,-19556.005859375
558.934,797.6405,250.58,250.34,561,2805000,561,-19198.951171875
593.1389,1221.0061,237.14,240.98,562,2810000,562,-19486.6796875
582.417,839.5844,254.56,253.62,563,2815000,563,-19728.99609375
596.4344,746.842,258.45,253.8,564,2820000,564,-19433.2890625
586.7176,790.828,246.45,245.62,565,2825000,565,-19616.279296875
593.7825,2281.0586,242.98,266.42,566,2830000,566,-19759.380859375
572.7744,1302.0475,244.84,246.88,567,2835000,567,-19383.763671875
558.8807,1278.9739,247.53,243.2,568,2840000,568,-19410.505859375
570.5155,1089.1223,277.75,278.94,569,2845000,569,-19362.400390625
586.089,755.7986,286.41,292.67,570,2850000,570,-19790.69140625
571.5117,1162.1345,207.35,206.08,571,2855000,571,-19557.740234375
608.1317,802.8105,275.22,275.78,572,2860000,572,-19769.248046875
578.1455,788.5667,285.95,285.54,573,2865000,573,-19749.669921875
583.639,785.8256,286.72,282.53,574,2870000,574,-19792.267578125
607.4469,751.4837,296.45,274.25,575,2875000,575,-19798.18359375
573.9413,741.4169,276.74,284.04,576,2880000,576,-19676.224609375
577.317,643.4083,248.15,247.88,577,2885000,577,-19476.19921875
591.6142,754.5154,306.61,309.02,578,2890000,578,-19813.919921875
585.4255,708.1396,236.17,234.16,579,2895000,579,-19654.62109375
570.2074,645.7831,245.27,245.16,580,2900000,580,-19195.56640625
585.6083,2649.7552,244.26,242.82,581,2905000,581,-19813.7265625
610.7489,764.5723,264.0,263.21,582,2910000,582,-19686.912109375
607.1043,948.3151,312.79,314.37,583,2915000,583,-19732.037109375
565.7409,782.2405,340.59,340.8,584,2920000,584,-19663.458984375
582.723,826.6524,332.57,334.9,585,2925000,585,-19849.08984375
608.6563,783.1761,319.64,330.53,586,2930000,586,-19831.482421875
618.6604,1064.329,296.34,299.39,587,2935000,587,-19738.177734375
567.8398,1542.5311,216.91,215.54,588,2940000,588,-19846.599609375
590.1302,2305.3107,240.16,239.6,589,2945000,589,-19834.822265625
603.1888,761.5755,193.9,196.11,590,2950000,590,-19778.513671875
588.7205,786.1934,182.57,172.79,591,2955000,591,-19768.623046875
572.7074,779.9956,175.63,173.64,592,2960000,592,-19767.755859375
579.9234,572.048,233.1,233.09,593,2965000,593,-19102.126953125
594.426,719.233,183.79,184.7,594,2970000,594,-19791.388671875
604.0379,799.5957,222.08,228.89,595,2975000,595,-19857.72265625
571.3469,877.6233,253.59,255.36,596,2980000,596,-19784.408203125
593.5772,845.9414,214.15,218.61,597,2985000,597,-19847.94140625
573.8203,638.2447,212.38,222.77,598,2990000,598,-18990.951171875
589.1085,919.733,217.7,220.19,599,2995000,599,-19423.255859375
