Running Forward KL,Running Reverse KL,Reward Loss,Running Update Time,Real Det Return,Real Sto Return,Itration,Running Env Steps
39.3983,13.4063,-3271.712158203125,384,4671.21,4475.02,384,1920000
39.6689,13.4839,-3198.313232421875,385,4614.36,4507.94,385,1925000
39.5429,14.3262,-3153.163330078125,386,4620.85,4522.32,386,1930000
40.0993,13.6132,-3271.046875,387,4636.85,4521.8,387,1935000
39.8775,13.9831,-3392.914306640625,388,4568.35,4458.08,388,1940000
39.5923,13.7266,-3111.02880859375,389,4653.92,4549.13,389,1945000
40.227,13.6017,-3425.501708984375,390,4632.06,4518.41,390,1950000
40.0839,13.9999,-3220.84619140625,391,4595.69,4508.78,391,1955000
39.6295,14.182,-3332.833251953125,392,4585.75,4534.24,392,1960000
40.3114,14.9362,-3359.767578125,393,4674.26,3953.51,393,1965000
39.9339,17.4583,-3454.896240234375,394,4577.98,4099.96,394,1970000
43.5651,41.3364,-4382.29443359375,395,4624.67,1662.19,395,1975000
46.5603,17.9067,-3064.8486328125,396,711.66,671.78,396,1980000
43.7003,25.9076,-3905.857666015625,397,2139.05,2440.8,397,1985000
40.8123,14.6781,-3581.815673828125,398,4575.9,4147.07,398,1990000
40.3173,13.6477,-3471.795654296875,399,4522.01,4094.77,399,1995000
40.4187,14.4774,-3432.677001953125,400,4577.24,4457.14,400,2000000
40.5351,14.1144,-3442.2958984375,401,4637.91,4514.0,401,2005000
39.9522,14.7701,-3338.986083984375,402,4613.98,4478.52,402,2010000
40.7243,15.7064,-3522.9921875,403,4591.72,4509.65,403,2015000
40.0305,15.1161,-3480.57568359375,404,4674.09,4578.27,404,2020000
40.0118,15.2112,-3579.519287109375,405,4640.07,4533.48,405,2025000
39.8688,14.9432,-3368.749267578125,406,4695.91,4143.53,406,2030000
40.0542,15.6779,-3644.628662109375,407,4629.54,4564.97,407,2035000
40.6171,16.4966,-3801.096435546875,408,4618.0,4546.22,408,2040000
40.2367,16.0945,-3639.548583984375,409,4641.92,4576.42,409,2045000
40.068,14.8742,-3466.30322265625,410,4633.56,4582.8,410,2050000
39.8789,15.233,-3486.444091796875,411,4620.82,4565.17,411,2055000
40.1073,14.8259,-3543.772216796875,412,4637.09,4540.59,412,2060000
40.5776,15.9915,-3775.681396484375,413,4576.75,4520.31,413,2065000
39.9423,14.8861,-3586.421875,414,4582.5,4531.26,414,2070000
39.737,14.9642,-3731.6533203125,415,4579.54,4521.31,415,2075000
39.8676,15.635,-3850.85546875,416,4555.88,4486.59,416,2080000
39.4565,14.4,-3690.88720703125,417,4582.72,4518.51,417,2085000
39.5271,14.2425,-3529.55810546875,418,4633.97,4519.43,418,2090000
39.8389,14.9303,-3726.205810546875,419,4604.79,4531.97,419,2095000
39.6852,15.2223,-3842.7890625,420,4526.76,4469.76,420,2100000
39.8802,14.545,-3733.156005859375,421,4585.14,4494.09,421,2105000
40.1682,15.382,-3658.679443359375,422,4625.31,4509.72,422,2110000
40.0226,14.2099,-3787.427490234375,423,4643.56,4435.52,423,2115000
39.7544,14.7309,-3638.877685546875,424,4635.69,4533.25,424,2120000
39.5542,14.5251,-3877.468505859375,425,4705.15,4561.63,425,2125000
39.9235,14.6372,-3699.63037109375,426,4595.94,4515.52,426,2130000
39.7757,14.4884,-3849.38623046875,427,4631.46,4533.44,427,2135000
39.5986,14.7228,-3881.96142578125,428,4610.63,4504.87,428,2140000
40.0554,13.8228,-3766.19287109375,429,4607.56,4490.95,429,2145000
39.8631,14.3931,-3694.9912109375,430,4555.14,4473.64,430,2150000
39.3739,14.6722,-3766.15478515625,431,4600.69,4489.96,431,2155000
39.9457,13.7572,-3852.715087890625,432,4575.76,4513.31,432,2160000
39.6502,13.8846,-3512.962158203125,433,4652.22,4557.35,433,2165000
39.3904,13.1216,-3526.053466796875,434,4632.1,4575.56,434,2170000
39.8146,14.106,-3546.85400390625,435,4627.19,4523.77,435,2175000
39.4867,13.8318,-3606.708251953125,436,4599.83,4365.43,436,2180000
39.9105,13.7533,-3992.848388671875,437,4573.48,4389.06,437,2185000
39.8192,13.662,-3568.82763671875,438,4656.51,4535.58,438,2190000
39.5535,13.7983,-3657.58056640625,439,4626.85,4534.15,439,2195000
39.6408,13.0189,-3735.267578125,440,4623.86,4322.65,440,2200000
39.8337,14.0071,-3790.012939453125,441,4592.74,4496.39,441,2205000
39.7883,13.753,-4135.76318359375,442,4583.66,4412.97,442,2210000
39.706,14.4458,-4038.648681640625,443,4599.98,4517.35,443,2215000
40.4541,14.0655,-3973.6572265625,444,4581.07,4343.08,444,2220000
40.3629,13.9209,-4226.291015625,445,4612.34,4504.54,445,2225000
40.3373,13.8737,-4261.802734375,446,4594.67,4275.12,446,2230000
39.7264,14.4918,-4045.56982421875,447,4622.45,4529.13,447,2235000
39.761,13.9989,-3996.095703125,448,4597.91,4497.09,448,2240000
40.0502,13.9049,-4336.77294921875,449,4596.05,4505.41,449,2245000
39.7698,14.3732,-4029.063232421875,450,4564.82,4486.38,450,2250000
39.824,14.406,-3996.66552734375,451,4619.34,4553.48,451,2255000
40.1175,13.4623,-3810.67919921875,452,4610.86,4523.59,452,2260000
39.7269,13.4313,-3733.231201171875,453,4676.54,4579.85,453,2265000
39.9459,13.4459,-3858.84716796875,454,4629.31,4533.02,454,2270000
39.6412,13.7153,-3831.918212890625,455,4663.7,4573.45,455,2275000
39.7999,13.4761,-3946.6513671875,456,4598.55,4537.43,456,2280000
39.5039,13.8099,-3835.0234375,457,4650.48,4549.41,457,2285000
39.7418,13.3598,-4070.32861328125,458,4607.05,4534.96,458,2290000
39.8694,13.1563,-3991.2314453125,459,4658.56,4524.05,459,2295000
40.3009,12.8863,-3909.939208984375,460,4671.8,4587.73,460,2300000
39.7567,13.0631,-3916.695556640625,461,4634.73,4565.63,461,2305000
39.7426,13.6662,-3598.554443359375,462,4658.29,4603.46,462,2310000
39.8178,13.6052,-3988.626708984375,463,4582.74,4529.96,463,2315000
39.7172,13.9022,-4001.22265625,464,4614.65,4525.52,464,2320000
39.4083,13.8746,-3927.1728515625,465,4633.26,4580.4,465,2325000
39.9579,13.7967,-4012.945068359375,466,4583.18,4481.14,466,2330000
39.4524,14.1105,-3948.004150390625,467,4646.01,4567.29,467,2335000
39.7818,13.7997,-3948.694091796875,468,4644.94,4547.45,468,2340000
39.7772,13.689,-4089.560546875,469,4614.15,4553.35,469,2345000
40.0405,13.731,-3905.12744140625,470,4697.9,4599.03,470,2350000
39.5644,13.6589,-4176.814453125,471,4657.0,4566.72,471,2355000
39.5681,13.5455,-4077.55419921875,472,4612.78,4527.69,472,2360000
39.5207,13.6258,-3953.611328125,473,4700.0,4632.18,473,2365000
39.6392,13.8428,-3953.606201171875,474,4664.68,4591.68,474,2370000
39.7244,13.9681,-4333.82275390625,475,4673.84,4533.47,475,2375000
40.0537,14.3712,-4392.4072265625,476,4656.38,4523.45,476,2380000
39.5821,14.0162,-4073.697021484375,477,4659.21,4592.6,477,2385000
38.8366,13.6584,-3855.7314453125,478,4773.48,4626.51,478,2390000
39.6453,14.4558,-4049.49658203125,479,4683.78,4612.58,479,2395000
39.49,14.4818,-4179.78564453125,480,4675.4,4607.83,480,2400000
39.5138,14.9466,-3986.9072265625,481,4681.43,4624.67,481,2405000
39.4867,14.2286,-3793.084716796875,482,4762.43,4542.54,482,2410000
39.296,13.912,-4061.296875,483,4745.71,4648.06,483,2415000
40.0578,14.4243,-3942.713623046875,484,4709.89,4628.25,484,2420000
39.9322,14.1218,-3983.80810546875,485,4780.74,4658.26,485,2425000
39.9547,13.9796,-4250.72119140625,486,4767.94,4429.86,486,2430000
39.5975,14.722,-3894.283203125,487,4718.42,4626.52,487,2435000
39.5676,15.0413,-4005.279541015625,488,4710.06,4640.46,488,2440000
39.5056,14.6676,-3626.64208984375,489,4866.23,4707.82,489,2445000
39.4466,15.1914,-4109.19775390625,490,4778.73,4678.88,490,2450000
39.6146,14.0172,-4142.38916015625,491,4777.78,4656.81,491,2455000
39.7763,15.1483,-4196.75927734375,492,4777.8,4672.95,492,2460000
39.5845,14.6095,-3949.734619140625,493,4773.1,4542.12,493,2465000
39.7997,13.741,-4417.5927734375,494,4756.9,4529.63,494,2470000
39.5815,14.4618,-3842.1689453125,495,4779.9,4668.29,495,2475000
39.7121,15.0511,-3890.46728515625,496,4851.21,4738.28,496,2480000
39.7307,13.7678,-3979.61669921875,497,4781.77,4649.42,497,2485000
40.0227,14.509,-3921.8349609375,498,4762.09,4648.59,498,2490000
39.4604,14.8662,-4275.572265625,499,4776.44,4655.17,499,2495000
39.3741,15.2122,-4302.578125,500,4749.18,4695.41,500,2500000
39.9142,14.5378,-4248.625,501,4731.85,4653.02,501,2505000
40.212,14.0293,-4461.6552734375,502,4759.51,4499.39,502,2510000
39.4777,14.6327,-4215.0908203125,503,4782.8,4667.36,503,2515000
39.4893,14.2122,-4072.59326171875,504,4782.13,4670.49,504,2520000
39.658,19.9912,-4436.677734375,505,4852.18,3727.57,505,2525000
39.7866,15.0598,-4184.4931640625,506,4800.21,4674.8,506,2530000
39.1975,17.4448,-4189.705078125,507,4776.34,4708.86,507,2535000
39.3393,13.626,-4079.32763671875,508,4876.42,4744.55,508,2540000
39.2041,14.5006,-4435.736328125,509,4858.84,4669.02,509,2545000
39.0915,13.6329,-4009.955322265625,510,4858.9,4744.52,510,2550000
39.8639,15.3144,-4591.296875,511,4789.05,4696.92,511,2555000
39.3562,14.1932,-4169.048828125,512,4794.96,4712.13,512,2560000
39.7366,13.997,-4158.91162109375,513,4846.87,4724.65,513,2565000
39.775,14.2886,-4306.369140625,514,4830.71,4716.03,514,2570000
39.8457,14.9106,-4375.16552734375,515,4835.17,4714.38,515,2575000
39.7953,14.0927,-4323.17431640625,516,4804.23,4642.73,516,2580000
39.7448,13.2708,-4098.57666015625,517,4823.49,4628.97,517,2585000
39.4602,14.1327,-4245.63427734375,518,4755.1,4508.44,518,2590000
39.6611,14.9295,-4557.080078125,519,4823.61,4468.63,519,2595000
39.6673,13.8417,-4176.62451171875,520,4803.87,4664.21,520,2600000
39.1064,13.8967,-4367.7275390625,521,4796.9,4692.01,521,2605000
39.7305,14.2649,-4288.3076171875,522,4768.18,4632.03,522,2610000
39.7319,13.652,-4371.59814453125,523,4814.72,4701.54,523,2615000
39.8146,15.3707,-4119.5546875,524,4704.82,4497.15,524,2620000
39.7252,13.9197,-4120.6904296875,525,4849.43,4722.37,525,2625000
39.2845,19.3355,-4509.49462890625,526,4667.65,4186.44,526,2630000
39.6456,13.1951,-4781.732421875,527,4844.35,3616.76,527,2635000
39.8094,13.9966,-4436.63720703125,528,1688.36,2738.74,528,2640000
39.9839,13.7918,-4676.02001953125,529,4760.73,4277.29,529,2645000
39.6905,14.1993,-4511.49169921875,530,4758.6,4608.23,530,2650000
39.6287,13.9772,-4617.04296875,531,4802.97,4430.79,531,2655000
39.6431,14.3512,-4832.0517578125,532,4713.63,4540.61,532,2660000
39.8566,13.8223,-4490.09814453125,533,4821.58,4554.44,533,2665000
39.8243,13.2716,-4878.6181640625,534,4731.27,4435.9,534,2670000
39.7929,13.5135,-4632.896484375,535,4797.09,4659.08,535,2675000
40.1592,14.4229,-5076.3544921875,536,4687.11,4490.61,536,2680000
39.5607,13.685,-4734.7861328125,537,4733.5,4608.19,537,2685000
39.6172,12.2275,-4827.62451171875,538,4774.67,4303.58,538,2690000
40.2232,13.0716,-4835.197265625,539,4800.24,4648.33,539,2695000
39.6646,13.6882,-4606.333984375,540,4791.47,4629.88,540,2700000
39.895,14.1805,-4486.55615234375,541,4822.95,4683.32,541,2705000
40.0824,14.3751,-4792.28369140625,542,4779.95,4410.04,542,2710000
39.8278,14.604,-4636.68017578125,543,4751.81,4614.44,543,2715000
39.4688,13.9045,-4881.66455078125,544,4813.38,4627.58,544,2720000
39.7687,14.251,-4936.28466796875,545,4783.41,4616.37,545,2725000
40.0334,13.3265,-5001.03369140625,546,4775.39,4485.05,546,2730000
39.8767,14.1569,-4569.421875,547,4742.73,4590.65,547,2735000
39.9592,13.9984,-5048.58740234375,548,4687.54,4581.78,548,2740000
39.5524,13.1708,-4972.15576171875,549,4719.92,4580.66,549,2745000
39.9586,12.5204,-4982.66064453125,550,4749.15,4042.77,550,2750000
39.7448,12.9432,-5157.875,551,4786.33,4519.12,551,2755000
39.6208,13.4909,-5169.3125,552,4792.74,4605.16,552,2760000
40.1026,12.5042,-4727.052734375,553,4470.68,3512.39,553,2765000
40.5266,12.6354,-4942.03662109375,554,4787.78,4139.4,554,2770000
40.1919,11.9246,-4935.798828125,555,4733.37,3677.46,555,2775000
40.3563,13.795,-4881.72509765625,556,4759.74,4383.28,556,2780000
40.6204,12.903,-5104.29443359375,557,4790.13,4063.28,557,2785000
40.4995,13.0363,-5149.6884765625,558,4722.53,4520.81,558,2790000
40.7813,14.3605,-5248.3759765625,559,4713.12,4566.23,559,2795000
40.983,14.3039,-5279.0556640625,560,4728.6,4362.29,560,2800000
40.7287,15.4268,-5182.34716796875,561,4572.67,4243.54,561,2805000
40.9534,15.0386,-5244.8740234375,562,4685.22,4535.01,562,2810000
41.2373,17.0692,-5495.03125,563,4673.47,4572.44,563,2815000
41.0669,16.6938,-5405.29833984375,564,4679.56,4448.11,564,2820000
41.1246,14.6114,-5426.9951171875,565,4258.4,4391.91,565,2825000
40.5902,13.7157,-5267.0576171875,566,4442.38,4067.53,566,2830000
40.4479,15.6035,-5563.96484375,567,4487.14,4319.51,567,2835000
41.4705,13.9573,-5639.3125,568,4369.0,4301.26,568,2840000
40.6157,14.9413,-5613.892578125,569,4247.68,3711.66,569,2845000
40.9883,12.9706,-5419.11474609375,570,4494.04,4175.02,570,2850000
40.4584,15.1896,-5592.71826171875,571,4710.09,4507.61,571,2855000
40.5059,15.0144,-5509.64599609375,572,4510.84,4077.03,572,2860000
40.2493,13.3572,-5822.03759765625,573,4480.65,3882.84,573,2865000
40.4232,15.5443,-5814.20166015625,574,4701.54,4594.28,574,2870000
40.4401,14.5848,-5818.59326171875,575,4703.13,4480.56,575,2875000
39.8473,15.264,-5781.43994140625,576,4697.24,4247.47,576,2880000
39.6146,13.5291,-5467.7099609375,577,4748.15,4543.35,577,2885000
40.1413,14.5635,-5799.90087890625,578,4777.56,4587.37,578,2890000
39.481,14.9851,-5415.9560546875,579,4802.29,4628.38,579,2895000
39.4668,15.3207,-5655.19873046875,580,4748.98,4627.66,580,2900000
40.1522,14.8397,-5622.00537109375,581,4759.92,4599.33,581,2905000
39.9868,14.3092,-5492.8125,582,4764.19,4626.85,582,2910000
39.7214,15.2741,-5525.39892578125,583,4682.99,4550.87,583,2915000
39.887,14.7837,-5540.62158203125,584,4777.66,4605.23,584,2920000
40.0665,15.569,-5574.8720703125,585,4806.42,4673.96,585,2925000
39.7448,14.6971,-5768.375,586,4734.1,4603.49,586,2930000
39.8479,15.0891,-5007.4208984375,587,4868.17,4726.08,587,2935000
40.1037,15.9129,-5533.119140625,588,4830.0,4564.41,588,2940000
40.4337,15.3961,-5122.80224609375,589,4788.96,4645.48,589,2945000
40.2219,15.3768,-5638.28466796875,590,4741.08,4635.28,590,2950000
40.3058,15.9583,-5611.64501953125,591,4804.88,4669.43,591,2955000
40.2334,15.4144,-5645.18017578125,592,4805.12,4655.73,592,2960000
40.0838,17.5048,-5337.0517578125,593,4806.03,4667.78,593,2965000
40.087,15.1765,-5562.05078125,594,4787.81,4659.48,594,2970000
39.9776,15.3145,-5426.50341796875,595,4845.64,4739.2,595,2975000
40.0356,14.4251,-5610.15283203125,596,4768.57,4663.65,596,2980000
39.8547,16.4791,-5717.0224609375,597,4771.04,4379.88,597,2985000
39.7762,14.3365,-5654.6689453125,598,4771.29,4643.62,598,2990000
39.9165,15.2458,-5900.6923828125,599,4777.89,4648.44,599,2995000
40.3076,14.8983,-5608.56982421875,600,4765.66,4627.04,600,3000000
40.0561,14.7931,-5837.2314453125,601,4765.23,4626.79,601,3005000
40.3059,15.4843,-5595.2080078125,602,4832.92,4700.81,602,3010000
39.9564,15.8207,-5709.58251953125,603,4775.87,4643.23,603,3015000
39.8075,15.032,-5594.919921875,604,4787.87,4652.96,604,3020000
39.7152,14.079,-5505.787109375,605,4790.91,4163.83,605,3025000
39.4075,14.0452,-5749.05615234375,606,4801.98,4302.19,606,3030000
39.5825,15.1787,-5585.8154296875,607,4768.82,4665.04,607,3035000
39.706,15.3578,-5450.4794921875,608,4776.86,4669.63,608,3040000
39.836,15.2277,-5581.021484375,609,4823.54,4705.29,609,3045000
39.7968,15.8424,-5736.71240234375,610,4776.18,4662.72,610,3050000
39.9259,15.4816,-5958.91357421875,611,4753.41,4613.83,611,3055000
39.8079,15.2572,-5465.58935546875,612,4783.68,4677.63,612,3060000
39.8687,14.7685,-5649.66259765625,613,4784.53,4461.69,613,3065000
39.5052,14.2602,-5767.07958984375,614,4748.58,4637.51,614,3070000
39.4437,14.4709,-5741.95751953125,615,4788.65,4654.4,615,3075000
40.1523,14.9723,-5793.53271484375,616,4791.18,4661.96,616,3080000
39.839,13.8889,-5407.48779296875,617,4740.35,4640.42,617,3085000
39.3173,13.8168,-5425.95068359375,618,4725.66,4619.74,618,3090000
39.6494,14.8463,-5705.29248046875,619,4771.72,4643.05,619,3095000
39.6415,13.7311,-5504.49072265625,620,4784.12,4627.31,620,3100000
39.6419,13.7699,-5478.98681640625,621,4777.1,4638.94,621,3105000
39.7359,14.8241,-5737.234375,622,4839.19,4681.73,622,3110000
39.4842,13.8565,-5476.77197265625,623,4778.0,4648.24,623,3115000
39.9271,13.6463,-5791.70849609375,624,4817.55,4666.15,624,3120000
39.4111,14.8991,-5993.9990234375,625,4791.03,4661.27,625,3125000
39.5737,15.0315,-6080.5498046875,626,4818.69,4468.69,626,3130000
39.6911,14.2829,-5476.310546875,627,4766.18,4541.85,627,3135000
39.5321,14.327,-5771.72021484375,628,4773.33,4677.4,628,3140000
39.7043,14.5644,-5609.52099609375,629,4777.61,4630.53,629,3145000
39.4779,13.7583,-5570.19921875,630,4770.19,4634.94,630,3150000
39.8643,15.1712,-6005.40771484375,631,4771.23,4681.2,631,3155000
40.1108,15.5178,-6042.45703125,632,4837.9,4676.13,632,3160000
39.5231,15.3017,-5754.99560546875,633,4783.79,4673.16,633,3165000
39.8577,15.02,-5915.8154296875,634,4749.67,4510.56,634,3170000
39.8033,13.8171,-6109.60546875,635,4795.93,3951.43,635,3175000
39.6111,14.6859,-6163.05859375,636,4816.64,4387.87,636,3180000
40.0916,22.3044,-6219.09423828125,637,4815.63,4241.52,637,3185000
39.8571,14.3108,-6058.46337890625,638,4785.46,4642.2,638,3190000
40.3968,13.3813,-5759.64404296875,639,4742.22,4320.31,639,3195000
39.6466,12.9903,-5914.99072265625,640,4719.43,4416.64,640,3200000
39.7798,13.0885,-6152.39990234375,641,4781.37,4057.35,641,3205000
39.9067,13.9063,-6134.029296875,642,4718.49,4635.99,642,3210000
39.2726,14.109,-5851.43115234375,643,4804.96,4512.5,643,3215000
39.4765,14.5906,-5803.82666015625,644,4823.02,4589.03,644,3220000
39.9694,14.1966,-6023.6484375,645,4728.38,4644.31,645,3225000
39.7017,14.4636,-6161.3408203125,646,4801.89,4627.21,646,3230000
39.6778,14.6861,-6172.51416015625,647,4776.85,4653.66,647,3235000
39.6284,14.7835,-6022.62451171875,648,4782.63,4160.8,648,3240000
40.2351,15.3095,-6262.48779296875,649,4782.54,4322.96,649,3245000
39.6996,14.6108,-6036.08203125,650,4805.0,4692.39,650,3250000
39.6568,15.2191,-6143.572265625,651,4786.34,4666.78,651,3255000
39.4696,15.0273,-6156.46728515625,652,4764.02,4650.07,652,3260000
40.2131,15.4757,-6169.34375,653,4800.14,4492.78,653,3265000
39.7338,14.5231,-6338.88671875,654,4757.52,4629.91,654,3270000
40.2229,15.6252,-5996.4404296875,655,4825.75,4724.37,655,3275000
39.5558,15.1261,-6013.7041015625,656,4806.58,4690.41,656,3280000
39.7735,15.4602,-6391.5390625,657,4802.32,4659.63,657,3285000
39.3484,14.9301,-6056.6533203125,658,4809.64,4712.25,658,3290000
39.6421,14.9389,-6105.5244140625,659,4820.45,4703.36,659,3295000
39.3836,15.009,-6119.52978515625,660,4867.82,4724.66,660,3300000
39.8852,15.2738,-6228.5712890625,661,4791.99,4695.71,661,3305000
40.2083,14.7677,-6326.83740234375,662,4819.25,4675.0,662,3310000
39.4282,13.9702,-5986.92822265625,663,4781.49,4678.75,663,3315000
39.9955,13.8073,-6392.76611328125,664,4839.5,4694.19,664,3320000
39.4847,14.4558,-6397.73193359375,665,4813.25,4680.85,665,3325000
39.2147,14.2794,-6314.6328125,666,4857.8,4634.5,666,3330000
39.8691,15.1354,-6200.35302734375,667,4733.63,4657.8,667,3335000
39.5243,14.3531,-5922.837890625,668,4797.58,4667.58,668,3340000
39.3641,14.0402,-5845.00732421875,669,4848.56,4722.98,669,3345000
39.2991,14.1484,-6184.130859375,670,4783.76,4521.0,670,3350000
39.7183,15.8513,-5939.56103515625,671,4878.91,4690.22,671,3355000
39.4388,14.7719,-6094.58935546875,672,4855.72,4695.15,672,3360000
39.5675,15.4079,-6156.5859375,673,4852.42,4724.21,673,3365000
39.1769,13.9002,-6026.51953125,674,4820.75,4688.64,674,3370000
39.5589,14.473,-6182.130859375,675,4875.28,4567.21,675,3375000
40.0396,16.7716,-6467.92529296875,676,4854.71,4723.52,676,3380000
39.6276,15.5008,-6224.68359375,677,4855.09,4745.87,677,3385000
40.2005,15.1296,-6808.666015625,678,4807.64,4227.09,678,3390000
39.8643,16.0985,-6362.1552734375,679,4805.37,4713.57,679,3395000
39.5091,15.3868,-6349.0546875,680,4797.32,4531.32,680,3400000
39.5961,16.7485,-6255.39404296875,681,4803.04,4727.82,681,3405000
40.0404,16.4248,-6375.2802734375,682,4837.68,4738.52,682,3410000
39.9163,16.5513,-6426.05859375,683,4758.6,4668.93,683,3415000
40.5226,15.9643,-6737.6728515625,684,4805.27,4719.34,684,3420000
39.649,16.609,-5800.8681640625,685,4882.05,4759.52,685,3425000
40.1206,16.9105,-6529.9462890625,686,4864.81,4787.55,686,3430000
40.235,14.2266,-6811.9638671875,687,4796.24,3969.05,687,3435000
54.9857,55.0507,-8140.017578125,688,15.92,9.31,688,3440000
55.0351,33.7664,-8940.451171875,689,-18.66,-8.64,689,3445000
49.9625,62.2709,-8430.1396484375,690,412.09,427.78,690,3450000
48.2842,22.0688,-8941.4580078125,691,1851.15,1918.46,691,3455000
47.1883,21.3167,-7642.2705078125,692,714.15,989.81,692,3460000
45.3858,36.5861,-7738.11474609375,693,1781.14,1093.9,693,3465000
44.9288,33.6268,-8152.36572265625,694,1213.76,1316.1,694,3470000
40.7425,20.4074,-6845.85546875,695,3915.96,4275.72,695,3475000
47.0185,38.3287,-8502.3681640625,696,1427.72,1314.92,696,3480000
41.9166,20.9905,-7444.44970703125,697,4536.88,3555.52,697,3485000
41.5907,19.772,-7086.123046875,698,4710.66,4326.38,698,3490000
42.6347,20.0809,-7335.86572265625,699,4504.27,4536.07,699,3495000
42.1204,18.7826,-6604.5341796875,700,4466.69,4511.66,700,3500000
40.5839,16.9801,-6698.78369140625,701,4745.96,4645.7,701,3505000
40.4575,17.9125,-6338.37646484375,702,4808.04,4749.53,702,3510000
39.7464,17.0735,-6363.63916015625,703,4780.35,4720.63,703,3515000
40.0701,18.0125,-6689.0078125,704,4795.71,4741.49,704,3520000
40.0823,17.8371,-6523.1318359375,705,4819.62,4573.33,705,3525000
39.9946,16.7704,-6702.1640625,706,4845.3,4748.92,706,3530000
40.6451,18.0626,-6944.515625,707,4814.28,4724.62,707,3535000
39.8724,16.6641,-6399.75537109375,708,4811.71,4677.66,708,3540000
39.9637,16.5257,-6206.4765625,709,4739.31,4716.59,709,3545000
39.918,16.3572,-6359.20068359375,710,4789.42,4704.24,710,3550000
39.6715,16.0169,-6194.43359375,711,4782.48,4716.12,711,3555000
39.7935,16.3594,-6075.5087890625,712,4809.15,4750.73,712,3560000
40.1064,16.0031,-6333.5029296875,713,4765.29,4682.51,713,3565000
39.6825,15.3733,-6417.56396484375,714,4771.92,4683.07,714,3570000
39.1062,16.1206,-6124.49755859375,715,4816.57,4740.06,715,3575000
39.624,15.7978,-6382.45068359375,716,4777.03,4694.62,716,3580000
40.0472,17.2619,-6774.4521484375,717,4698.89,4605.84,717,3585000
39.3108,16.842,-6673.576171875,718,4751.8,4689.78,718,3590000
39.628,16.683,-6697.55078125,719,4752.58,4667.1,719,3595000
40.281,17.9447,-6898.12548828125,720,4758.96,4142.53,720,3600000
39.6617,16.4689,-6702.07177734375,721,4786.67,4684.05,721,3605000
39.9124,16.295,-6733.00048828125,722,4825.11,4709.35,722,3610000
39.6594,16.0385,-6591.04150390625,723,4555.52,4579.69,723,3615000
39.6385,15.8084,-6708.76904296875,724,4003.84,4675.77,724,3620000
39.7109,15.7079,-6544.91796875,725,4594.54,4702.55,725,3625000
40.0486,17.7464,-7058.91064453125,726,4312.51,4448.47,726,3630000
39.4215,16.0503,-6677.6328125,727,4754.39,4570.79,727,3635000
39.5629,16.7698,-6529.9501953125,728,4843.73,4750.5,728,3640000
39.9315,16.2472,-6547.26025390625,729,4808.1,4737.0,729,3645000
39.8542,17.0728,-6535.26708984375,730,4122.5,4680.28,730,3650000
39.7171,15.6209,-6597.79931640625,731,4825.76,4577.29,731,3655000
40.457,18.5915,-7020.41015625,732,4860.22,4611.37,732,3660000
39.6513,15.785,-6446.6259765625,733,4833.55,4737.44,733,3665000
39.4676,15.6427,-6674.55615234375,734,4873.18,4578.2,734,3670000
39.1362,15.8565,-6329.5087890625,735,4886.5,4806.75,735,3675000
39.3995,16.9586,-6669.06396484375,736,4756.65,4472.13,736,3680000
39.4643,15.4387,-6657.7099609375,737,4852.92,4536.5,737,3685000
39.9702,22.967,-7226.2646484375,738,3216.55,3376.79,738,3690000
39.716,15.9679,-6824.45703125,739,4827.95,4692.9,739,3695000
39.8663,15.37,-6483.76318359375,740,4869.38,4780.92,740,3700000
39.3612,16.3259,-6832.734375,741,4547.27,4245.13,741,3705000
39.5471,17.0123,-7021.689453125,742,4810.82,4732.26,742,3710000
40.0434,15.9713,-6840.45751953125,743,4802.27,4506.55,743,3715000
40.2725,17.6949,-7122.7626953125,744,4727.86,4718.77,744,3720000
40.035,16.7024,-6655.62939453125,745,4835.03,4776.67,745,3725000
39.9293,15.1234,-6715.3115234375,746,4858.31,4777.41,746,3730000
40.1098,15.5846,-6311.662109375,747,4901.95,4823.28,747,3735000
39.876,16.5694,-6334.04345703125,748,4902.73,4607.47,748,3740000
40.6284,16.5546,-6609.78271484375,749,4852.97,4793.26,749,3745000
40.382,16.9243,-6600.37841796875,750,4909.48,4821.82,750,3750000
40.5561,17.1537,-7301.5078125,751,4840.3,4752.36,751,3755000
40.3268,15.7845,-7064.21630859375,752,4857.95,4766.5,752,3760000
40.3253,17.0656,-6691.41015625,753,4825.82,4458.92,753,3765000
40.5879,21.0242,-7111.85009765625,754,4793.39,4415.13,754,3770000
40.2661,16.6392,-6777.89306640625,755,4631.65,4730.97,755,3775000
39.8712,16.557,-6754.31298828125,756,4866.97,4603.14,756,3780000
39.8975,15.0753,-6930.06298828125,757,4832.74,4755.46,757,3785000
40.0597,16.7657,-7475.703125,758,4865.57,4786.5,758,3790000
39.9657,15.3693,-7113.81005859375,759,4849.17,4786.45,759,3795000
39.9409,15.3167,-6564.80419921875,760,4848.4,4568.85,760,3800000
40.469,14.5547,-6794.5224609375,761,4853.29,4751.52,761,3805000
40.6329,17.6897,-7111.09814453125,762,4844.22,4765.19,762,3810000
40.3205,15.3681,-6721.21728515625,763,4952.33,4641.43,763,3815000
40.5293,16.9929,-6892.54345703125,764,4821.67,4206.5,764,3820000
40.8278,19.5036,-6591.95556640625,765,4921.0,4426.01,765,3825000
