Itration,Real Det Return,Running Env Steps,Reward Loss,Running Forward KL,Real Sto Return,Running Update Time,Running Reverse KL
389,4128.47,1945000,-9142.6767578125,56.9079,3478.09,389,39.4692
390,-578.89,1950000,-13816.03125,85.0367,-1010.01,390,372.1634
391,-445.71,1955000,-12714.05859375,91.8029,-500.3,391,452.6685
392,-1016.54,1960000,-12402.4697265625,90.4573,-1474.11,392,712.9006
393,-435.78,1965000,-13112.7626953125,100.2032,-569.61,393,837.9435
394,-446.23,1970000,-12517.505859375,86.4513,-55.81,394,849.9625
395,-616.08,1975000,-13151.6171875,78.3781,-609.14,395,400.4207
396,-234.76,1980000,-13789.142578125,77.2756,-345.18,396,53.7848
397,-449.58,1985000,-12756.103515625,79.833,-322.83,397,396.9209
398,-26.32,1990000,-12335.08203125,78.6472,-146.42,398,43.056
399,-171.7,1995000,-12342.345703125,74.6149,-271.15,399,41.8781
400,-284.53,2000000,-13498.1005859375,77.3689,-336.2,400,162.2018
401,-175.11,2005000,-13169.095703125,78.3694,-435.45,401,262.2199
402,-284.8,2010000,-14120.8095703125,73.6894,-495.27,402,182.0157
403,-150.84,2015000,-13340.3359375,71.3513,-335.85,403,74.5349
404,-305.62,2020000,-13402.6708984375,75.5831,-235.85,404,120.2214
405,-471.1,2025000,-13126.9638671875,78.4522,-194.04,405,59.8952
406,-209.17,2030000,-13536.5107421875,79.1576,-283.88,406,162.949
407,-396.37,2035000,-13660.3125,78.5771,-296.2,407,138.6224
408,71.58,2040000,-13466.5849609375,76.2482,-179.93,408,158.5759
409,403.15,2045000,-12918.9501953125,78.3036,500.43,409,66.5362
410,341.45,2050000,-12703.984375,79.2303,297.69,410,69.6285
411,147.15,2055000,-12715.7138671875,78.4657,-88.51,411,101.2332
412,-214.37,2060000,-12834.94921875,82.6084,-21.47,412,79.1243
413,-269.38,2065000,-13275.166015625,79.2574,-429.03,413,106.5206
414,-702.87,2070000,-14490.39453125,79.7837,-1016.9,414,85.1949
415,-1524.52,2075000,-15301.7353515625,79.3012,-1394.58,415,191.8377
416,-290.71,2080000,-14992.3935546875,73.1717,-409.35,416,132.9397
417,-985.16,2085000,-14710.59375,73.0242,-1121.56,417,168.4097
418,-688.04,2090000,-14851.0703125,72.4349,-636.19,418,194.3021
419,-110.6,2095000,-15553.4306640625,75.1806,-578.4,419,294.2345
420,-517.11,2100000,-15401.9736328125,76.2487,-252.79,420,256.9365
421,-256.69,2105000,-14864.2978515625,73.3343,-126.21,421,139.2153
422,-138.27,2110000,-15633.1064453125,71.0548,38.68,422,265.0103
423,-98.76,2115000,-15887.9658203125,72.5185,129.46,423,299.8218
424,52.83,2120000,-15825.4970703125,68.8107,-118.65,424,132.9245
425,80.44,2125000,-15753.0673828125,70.5305,227.12,425,211.9215
426,451.2,2130000,-15744.7216796875,70.0553,465.54,426,151.7313
427,615.98,2135000,-15411.1845703125,68.4317,633.56,427,71.2301
428,691.36,2140000,-14950.373046875,71.8049,626.64,428,59.565
429,296.79,2145000,-15766.568359375,72.9988,269.65,429,76.9177
430,716.04,2150000,-15091.9599609375,78.9909,400.47,430,121.7329
431,1191.63,2155000,-15163.8896484375,76.007,858.21,431,129.2022
432,1526.16,2160000,-14883.71484375,76.8117,1563.28,432,87.5979
433,915.65,2165000,-15466.537109375,74.8366,855.47,433,141.4683
434,747.01,2170000,-15179.365234375,79.2685,596.18,434,124.8129
435,1637.59,2175000,-14990.4716796875,76.7589,1495.14,435,108.1395
436,1230.7,2180000,-15720.533203125,81.204,890.94,436,132.2438
437,1203.25,2185000,-14921.8154296875,77.8612,1390.73,437,76.8342
438,822.13,2190000,-15389.1474609375,77.5138,573.37,438,116.1643
439,429.33,2195000,-16199.6669921875,79.1168,389.56,439,185.2433
440,569.54,2200000,-15187.8759765625,75.4081,564.83,440,138.2704
441,344.77,2205000,-15051.1201171875,71.1004,326.45,441,143.5378
442,731.88,2210000,-14717.3876953125,70.5129,615.06,442,126.206
443,1060.33,2215000,-15056.16015625,69.2296,732.84,443,119.9147
444,340.49,2220000,-15556.7705078125,71.8501,492.26,444,165.9534
445,641.3,2225000,-14381.7734375,72.0118,743.96,445,93.4636
446,1495.97,2230000,-14183.92578125,70.2941,1201.52,446,112.5943
447,1013.3,2235000,-14653.6748046875,70.366,994.71,447,67.5019
448,1613.47,2240000,-15178.1005859375,71.3662,1321.91,448,120.8933
449,808.81,2245000,-15272.9599609375,72.3374,721.77,449,74.9104
450,365.33,2250000,-15796.412109375,71.7104,633.87,450,66.932
451,653.59,2255000,-14163.6865234375,65.4114,586.57,451,126.052
452,442.11,2260000,-15513.21875,69.0611,335.78,452,143.8239
453,409.75,2265000,-16011.1845703125,71.4803,439.79,453,163.8639
454,613.9,2270000,-15797.3076171875,68.3317,604.93,454,121.5934
455,1028.12,2275000,-16637.115234375,71.0922,740.77,455,108.683
456,364.58,2280000,-16042.412109375,71.1507,344.57,456,136.8206
457,563.39,2285000,-15931.9130859375,69.7888,288.69,457,101.9945
458,628.85,2290000,-16938.212890625,75.3379,428.77,458,153.2792
459,789.03,2295000,-16274.1376953125,72.8326,717.15,459,131.5989
460,1179.39,2300000,-15229.8564453125,70.0836,722.87,460,125.5579
461,1134.05,2305000,-15630.8671875,68.1206,793.42,461,63.8644
462,989.61,2310000,-16085.453125,71.3097,940.97,462,101.4597
463,1122.48,2315000,-16024.2978515625,70.9983,893.39,463,112.9644
464,1630.89,2320000,-15403.369140625,71.1052,1124.95,464,112.6712
465,1130.93,2325000,-14941.220703125,68.7342,1271.08,465,68.9903
466,2007.2,2330000,-14082.359375,71.1214,1525.47,466,60.9834
467,2203.84,2335000,-14031.58203125,67.7546,1597.33,467,66.6923
468,2058.53,2340000,-14068.0888671875,67.5451,1280.33,468,62.3638
469,1907.75,2345000,-13642.7607421875,69.1129,1825.71,469,65.9774
470,2389.97,2350000,-14475.1220703125,69.3309,1587.58,470,76.9441
471,1969.38,2355000,-14020.716796875,67.6849,1428.4,471,64.683
472,1278.97,2360000,-15866.0126953125,68.099,788.33,472,141.6513
473,1522.83,2365000,-14308.4912109375,65.7716,1800.6,473,66.5753
474,1401.9,2370000,-15254.2314453125,62.0539,642.36,474,133.1476
475,1712.58,2375000,-13108.68359375,62.3145,1497.02,475,78.5591
476,2189.5,2380000,-14236.064453125,62.6786,1527.56,476,77.939
477,2411.4,2385000,-13174.5009765625,66.2228,2099.36,477,82.9657
478,2769.36,2390000,-12015.857421875,61.5397,1859.58,478,48.1053
479,1584.34,2395000,-14246.919921875,62.7008,863.38,479,76.7227
480,2470.17,2400000,-13580.0283203125,62.1009,1785.3,480,51.779
481,2089.52,2405000,-12488.8896484375,61.5961,1300.02,481,54.0212
482,1217.1,2410000,-15130.982421875,64.1172,1142.38,482,122.4641
483,2052.74,2415000,-15257.806640625,61.8707,1163.04,483,94.4195
484,1854.36,2420000,-13648.12890625,60.1433,1648.98,484,79.6551
485,1845.98,2425000,-14773.7998046875,61.9725,1135.18,485,98.0741
486,2477.38,2430000,-12132.8291015625,54.007,2121.2,486,34.4579
487,1856.91,2435000,-14711.4658203125,62.7942,1403.58,487,101.7249
488,1664.1,2440000,-15716.52734375,63.6631,1314.24,488,97.0234
489,2314.62,2445000,-14123.5859375,60.7733,1322.69,489,56.624
490,3178.05,2450000,-13952.060546875,58.4103,2479.78,490,41.2242
491,2121.32,2455000,-14276.9248046875,60.3977,2097.23,491,56.9531
492,2788.2,2460000,-13971.658203125,63.6351,1843.54,492,49.8955
493,2372.56,2465000,-13219.2177734375,58.3703,1839.2,493,57.9934
494,2664.4,2470000,-13262.30078125,58.8362,1928.48,494,39.6522
495,2886.7,2475000,-14232.6455078125,60.5517,1982.76,495,48.4894
496,3051.31,2480000,-13521.1357421875,59.6566,2501.49,496,48.1098
497,3046.29,2485000,-14486.5263671875,62.4925,2142.18,497,51.1995
498,2791.97,2490000,-13477.4033203125,59.8465,2081.19,498,40.8816
499,3193.25,2495000,-13607.638671875,59.9189,2462.96,499,42.657
500,3187.73,2500000,-13429.3681640625,60.0578,2819.69,500,44.4743
501,2868.94,2505000,-13017.2275390625,63.5377,2584.46,501,43.879
502,2923.49,2510000,-13657.2744140625,58.9988,2677.19,502,46.2452
503,3037.55,2515000,-12703.7802734375,62.6597,2624.68,503,44.1307
504,2916.98,2520000,-13067.806640625,59.3845,2259.73,504,52.3915
505,3466.32,2525000,-12880.984375,59.8414,2530.17,505,52.5991
506,2940.44,2530000,-12991.4853515625,58.0378,2416.0,506,39.0543
507,3325.81,2535000,-13758.3583984375,62.801,2625.81,507,47.3305
508,3410.51,2540000,-13492.09765625,62.5637,2861.55,508,42.4611
509,2999.08,2545000,-14552.876953125,62.2518,2173.1,509,55.1986
510,2929.47,2550000,-13948.1279296875,58.7464,2449.19,510,46.6206
511,3413.03,2555000,-13716.0244140625,61.5537,2896.73,511,43.5952
512,3063.7,2560000,-14073.1259765625,59.2051,2546.28,512,45.3479
513,3271.85,2565000,-13933.990234375,58.0638,2551.05,513,37.9388
514,3340.02,2570000,-14170.73046875,60.3181,2557.02,514,48.1386
515,3452.74,2575000,-14433.8330078125,60.9551,2587.3,515,60.8777
516,3168.87,2580000,-14329.8984375,61.6633,2576.96,516,47.1175
517,3352.77,2585000,-13684.87890625,59.7369,2328.35,517,38.892
518,3565.26,2590000,-13724.560546875,58.3152,2906.09,518,36.2454
519,3565.31,2595000,-14244.9912109375,57.5903,2425.52,519,61.9613
520,3610.69,2600000,-13972.2802734375,58.5367,2748.52,520,39.6934
521,3347.92,2605000,-14197.07421875,59.0879,2823.01,521,39.4958
522,3451.25,2610000,-14171.341796875,58.9559,2224.2,522,35.3883
523,3433.04,2615000,-13805.18359375,59.1536,2516.0,523,50.0268
524,3455.13,2620000,-14420.40234375,57.7134,2260.8,524,46.4445
525,3238.5,2625000,-14201.0537109375,55.2376,2474.11,525,36.607
526,3530.23,2630000,-13527.2841796875,55.0933,2683.27,526,31.349
527,3418.26,2635000,-13510.3916015625,56.1052,2777.42,527,38.6821
528,3368.14,2640000,-14327.294921875,55.9571,2488.08,528,35.5475
529,3511.5,2645000,-14261.73046875,58.0272,2678.93,529,43.3445
530,3514.07,2650000,-14178.05078125,58.7062,2703.94,530,61.3915
531,3487.12,2655000,-13458.9013671875,55.5277,2056.63,531,38.8749
532,3421.8,2660000,-13787.3125,57.6043,2597.64,532,41.8583
533,3713.25,2665000,-13813.1201171875,55.452,2545.21,533,34.6071
534,3660.0,2670000,-13165.099609375,55.551,2486.47,534,32.3455
535,3607.57,2675000,-13300.2705078125,55.7491,2254.94,535,35.8921
536,3774.16,2680000,-13920.9384765625,57.9108,2620.9,536,36.8244
537,3511.44,2685000,-13854.146484375,57.6298,2919.57,537,43.4788
538,3582.85,2690000,-14534.279296875,57.6119,2636.36,538,39.0589
539,3709.73,2695000,-13851.140625,56.9452,2717.02,539,35.9195
540,3073.76,2700000,-14219.556640625,56.5439,2986.46,540,40.5178
541,3497.2,2705000,-13716.6728515625,57.7364,2716.81,541,36.9856
542,3537.02,2710000,-14188.056640625,58.4031,2887.35,542,35.9828
543,3635.33,2715000,-14611.375,58.7829,2828.43,543,36.9947
544,3119.71,2720000,-14373.6796875,57.3176,2858.83,544,39.1434
545,3338.0,2725000,-14866.7080078125,58.5529,2864.56,545,41.9629
546,3540.91,2730000,-14754.7509765625,57.9267,2598.99,546,38.8945
547,3659.96,2735000,-14508.4794921875,57.9996,2926.58,547,39.75
548,3437.09,2740000,-14845.94140625,56.9734,3041.73,548,38.9417
549,3500.97,2745000,-15176.1279296875,61.4679,2659.36,549,41.1952
550,3497.69,2750000,-15043.7685546875,59.5599,2756.25,550,43.5806
551,3516.11,2755000,-15502.8193359375,59.1519,2416.6,551,73.0099
552,3498.51,2760000,-14979.083984375,57.2594,2644.01,552,40.8816
553,3338.62,2765000,-15106.8154296875,58.7273,2828.0,553,45.4716
554,3564.51,2770000,-15120.82421875,58.7854,2750.58,554,42.1035
555,3285.48,2775000,-15430.2353515625,58.8449,2870.91,555,40.4241
556,3721.59,2780000,-14730.4296875,55.6607,2776.23,556,44.438
557,3351.81,2785000,-15442.5947265625,57.2213,2750.41,557,40.4478
558,3489.7,2790000,-15051.91015625,58.0269,2842.16,558,41.1741
559,3602.59,2795000,-14636.376953125,56.3895,2800.44,559,38.9039
560,3153.55,2800000,-15371.5517578125,56.1267,2316.04,560,40.9744
561,3594.83,2805000,-14894.443359375,57.2886,2957.76,561,48.5166
562,3515.96,2810000,-15070.490234375,56.1617,2918.52,562,43.2817
563,3408.37,2815000,-15159.50390625,55.164,2768.04,563,37.9313
564,3545.73,2820000,-14926.763671875,54.7022,2816.07,564,36.8478
565,3428.31,2825000,-15749.91796875,55.9962,2691.73,565,36.5112
566,3530.52,2830000,-15456.962890625,57.232,2780.85,566,38.7184
567,3499.19,2835000,-14954.7978515625,54.7745,2764.81,567,41.9886
568,3494.53,2840000,-15335.984375,56.8516,2880.75,568,38.215
569,3510.56,2845000,-15085.779296875,55.6478,2840.07,569,38.2018
570,3544.42,2850000,-15512.9169921875,55.7627,2759.71,570,40.5492
571,3377.21,2855000,-15507.3701171875,57.4787,2646.39,571,46.2054
572,3498.21,2860000,-15604.849609375,56.2456,2588.16,572,40.3115
573,3615.37,2865000,-15454.5361328125,58.3124,2945.54,573,40.4154
574,3425.32,2870000,-15356.3896484375,57.9895,2732.99,574,60.5344
575,3280.77,2875000,-16045.3681640625,60.367,2582.09,575,46.1021
576,3559.51,2880000,-15595.99609375,57.6128,2864.75,576,41.2053
577,3556.73,2885000,-15578.388671875,58.8174,2837.16,577,41.957
578,3586.45,2890000,-15261.2060546875,55.7322,2960.02,578,36.8464
579,3403.17,2895000,-15010.6123046875,59.3938,2382.82,579,42.1325
580,3691.64,2900000,-15192.9833984375,57.873,2939.76,580,39.9296
581,3549.58,2905000,-15490.5302734375,57.993,2931.64,581,40.2217
582,3553.96,2910000,-15760.3564453125,60.9396,2986.82,582,43.1675
583,3501.84,2915000,-15994.990234375,60.1366,2917.91,583,42.5856
584,3507.12,2920000,-16167.2060546875,60.9236,2990.31,584,62.9453
585,3411.97,2925000,-16084.3544921875,58.0422,2943.3,585,42.1008
586,3434.47,2930000,-16105.78515625,58.0822,2962.89,586,40.211
587,3550.03,2935000,-16270.9140625,58.7319,2935.67,587,42.5224
588,3394.78,2940000,-16177.4462890625,60.0184,2845.36,588,43.4923
589,3520.03,2945000,-16229.0341796875,60.11,3008.81,589,50.1014
590,3392.99,2950000,-16210.365234375,60.5589,2813.34,590,44.0565
591,3465.05,2955000,-16270.19921875,59.3936,2882.44,591,41.7365
592,3417.08,2960000,-16519.154296875,62.1064,2668.94,592,53.0597
593,3541.89,2965000,-16312.4697265625,58.1709,3012.1,593,41.1868
594,3182.59,2970000,-16542.224609375,63.8844,2731.72,594,47.6056
595,3404.93,2975000,-16259.4970703125,60.4321,2865.72,595,42.0808
596,3327.43,2980000,-16606.97265625,61.4321,2845.6,596,44.2723
597,3229.62,2985000,-16260.2236328125,62.3189,2730.33,597,46.5152
598,3436.59,2990000,-16491.578125,61.7235,2934.2,598,44.7702
599,3243.49,2995000,-16493.037109375,62.9471,2768.38,599,47.4351
