Real Det Return,Real Sto Return,Running Env Steps,Running Forward KL,Reward Loss,Running Reverse KL,Running Update Time,Itration
60.37,60.38,1990000,670.8083,-18674.623046875,391.1185,398,398
64.62,64.31,1995000,658.7995,-19229.95703125,541.3543,399,399
63.93,64.39,2000000,653.6923,-18924.728515625,525.825,400,400
63.88,64.11,2005000,659.1103,-19123.83203125,483.4032,401,401
113.25,105.7,2010000,646.5658,-17992.8203125,328.6244,402,402
230.97,218.68,2015000,547.5685,-19134.74609375,457.1499,403,403
104.5,103.77,2020000,606.7734,-18524.744140625,376.5843,404,404
181.66,176.61,2025000,565.7002,-18951.458984375,599.3178,405,405
57.85,57.47,2030000,668.3,-18891.267578125,467.72,406,406
60.35,60.0,2035000,674.9216,-19563.98046875,875.9681,407,407
57.3,57.25,2040000,659.775,-18588.259765625,638.8243,408,408
61.32,60.94,2045000,677.8189,-19568.240234375,870.8103,409,409
60.11,60.51,2050000,675.5676,-18555.0,488.5493,410,410
55.01,55.12,2055000,705.9051,-19028.0234375,620.8113,411,411
60.51,61.38,2060000,677.9933,-19178.466796875,486.104,412,412
60.5,60.65,2065000,682.5777,-19409.919921875,489.2646,413,413
59.77,60.67,2070000,673.5081,-19219.0078125,638.216,414,414
61.02,61.93,2075000,677.1948,-19462.462890625,592.6315,415,415
59.98,60.24,2080000,695.5211,-19502.400390625,650.4733,416,416
59.3,59.53,2085000,673.0945,-19057.29296875,501.6802,417,417
59.23,59.37,2090000,685.4,-19595.583984375,489.4999,418,418
59.63,59.87,2095000,666.458,-19347.5234375,445.908,419,419
59.18,59.14,2100000,680.7909,-19562.400390625,477.0098,420,420
58.03,58.02,2105000,674.133,-19543.296875,443.2646,421,421
58.86,58.88,2110000,666.5817,-19477.599609375,458.8447,422,422
58.14,58.14,2115000,671.1589,-19607.578125,458.8421,423,423
58.11,57.96,2120000,663.1869,-19459.33203125,440.2105,424,424
56.48,56.3,2125000,673.713,-19421.330078125,473.9794,425,425
57.15,57.1,2130000,670.9565,-19417.0,448.0346,426,426
58.21,58.18,2135000,672.3598,-19574.37890625,436.995,427,427
58.27,58.27,2140000,664.8277,-19454.46875,447.126,428,428
55.23,55.52,2145000,668.8485,-19566.806640625,443.9554,429,429
55.42,55.45,2150000,656.8322,-19345.619140625,466.233,430,430
55.3,55.3,2155000,659.8834,-19561.07421875,561.2522,431,431
55.52,55.82,2160000,665.5246,-19600.021484375,541.9983,432,432
55.69,55.67,2165000,660.5008,-19392.890625,441.4785,433,433
57.05,57.17,2170000,647.754,-19399.853515625,640.251,434,434
56.47,56.5,2175000,651.8725,-19262.328125,420.5799,435,435
56.71,56.73,2180000,660.2591,-19127.42578125,439.5775,436,436
55.68,55.23,2185000,663.5088,-19291.568359375,430.7032,437,437
55.82,55.93,2190000,663.7564,-19422.23046875,425.9731,438,438
57.99,58.04,2195000,668.7603,-19646.970703125,464.0719,439,439
56.17,56.14,2200000,664.0777,-19656.91796875,489.4798,440,440
57.74,57.71,2205000,665.7187,-19585.9296875,459.0778,441,441
57.71,57.72,2210000,644.9573,-17327.966796875,389.2185,442,442
54.7,54.7,2215000,665.6559,-18255.66015625,412.4256,443,443
57.83,58.92,2220000,668.7209,-19379.83203125,631.3984,444,444
54.46,54.64,2225000,665.8776,-19601.89453125,451.5618,445,445
57.85,58.12,2230000,674.9248,-19751.548828125,515.8795,446,446
57.28,57.3,2235000,673.9739,-19454.8359375,463.5099,447,447
54.9,55.0,2240000,672.163,-19362.078125,474.2444,448,448
54.59,54.6,2245000,676.6603,-19634.044921875,527.07,449,449
59.31,59.36,2250000,706.5051,-19555.6953125,1567.3925,450,450
55.25,55.46,2255000,689.1071,-18781.23046875,427.8893,451,451
60.33,60.35,2260000,671.4496,-19749.771484375,478.5228,452,452
60.64,60.66,2265000,679.0695,-19660.275390625,531.346,453,453
55.09,56.12,2270000,676.8175,-19537.013671875,490.4756,454,454
57.02,57.12,2275000,673.8174,-19680.583984375,513.5326,455,455
55.61,55.59,2280000,678.792,-19776.626953125,577.0635,456,456
59.69,59.8,2285000,676.1707,-19719.890625,542.4439,457,457
59.31,59.38,2290000,675.9598,-19672.5234375,463.5829,458,458
59.6,59.91,2295000,678.069,-19411.91796875,677.4137,459,459
59.37,59.38,2300000,673.2874,-19393.607421875,504.1132,460,460
57.94,57.94,2305000,678.2058,-19699.56640625,683.1011,461,461
57.47,57.49,2310000,671.5998,-19602.419921875,597.5883,462,462
59.16,59.17,2315000,677.3847,-19794.8203125,1209.1291,463,463
60.37,60.58,2320000,656.1745,-19487.193359375,451.0821,464,464
56.31,56.48,2325000,657.1813,-18656.857421875,379.106,465,465
59.99,59.81,2330000,644.4599,-19130.8828125,378.0493,466,466
56.12,56.59,2335000,668.9878,-19266.466796875,425.7323,467,467
53.61,53.83,2340000,661.3482,-19611.857421875,414.389,468,468
59.83,59.5,2345000,669.0675,-19627.673828125,431.2696,469,469
60.07,59.21,2350000,662.0111,-19540.0625,435.8326,470,470
56.71,56.81,2355000,662.2133,-19225.9140625,398.1983,471,471
55.73,55.94,2360000,652.0104,-19149.974609375,405.489,472,472
56.62,56.63,2365000,664.7549,-19462.73046875,503.4764,473,473
59.01,58.67,2370000,664.1469,-19358.5546875,445.8451,474,474
52.16,53.41,2375000,627.325,-19061.978515625,405.9162,475,475
56.84,57.33,2380000,633.6918,-19469.49609375,435.0535,476,476
58.0,58.28,2385000,641.2336,-19375.30859375,416.4459,477,477
58.28,58.02,2390000,667.7542,-19228.98828125,442.239,478,478
59.07,58.26,2395000,672.6737,-19639.068359375,408.3992,479,479
55.61,55.98,2400000,676.0653,-19547.85546875,429.7429,480,480
56.15,56.63,2405000,655.9728,-19409.763671875,487.2638,481,481
57.16,56.9,2410000,672.0533,-19690.92578125,448.2077,482,482
56.13,56.24,2415000,677.3851,-19696.537109375,446.211,483,483
56.0,56.15,2420000,660.2413,-19494.7109375,419.0643,484,484
63.84,60.3,2425000,635.1267,-19535.060546875,456.8577,485,485
58.17,58.31,2430000,669.5119,-19305.076171875,431.1002,486,486
58.08,58.42,2435000,669.7318,-19341.357421875,434.494,487,487
58.07,58.28,2440000,662.2193,-19306.107421875,426.1051,488,488
58.79,58.8,2445000,659.7844,-19605.828125,409.124,489,489
58.43,58.4,2450000,666.0087,-19400.923828125,398.742,490,490
58.76,59.63,2455000,659.072,-18980.876953125,416.579,491,491
59.01,59.59,2460000,665.2093,-19273.611328125,392.3898,492,492
58.41,58.57,2465000,658.0633,-18773.056640625,402.7144,493,493
58.29,58.68,2470000,656.8475,-19351.0703125,484.5177,494,494
58.25,58.42,2475000,657.9823,-19647.396484375,486.2234,495,495
58.39,58.89,2480000,669.0748,-19171.6796875,471.223,496,496
59.35,59.32,2485000,674.7359,-19547.57421875,457.5487,497,497
58.29,58.16,2490000,655.6414,-18771.451171875,386.3838,498,498
58.95,59.1,2495000,667.4423,-19171.36328125,431.1785,499,499
58.84,59.02,2500000,623.2964,-19038.529296875,452.3503,500,500
55.89,55.5,2505000,666.0505,-19173.6796875,594.7773,501,501
58.8,57.93,2510000,680.8305,-18995.126953125,546.0943,502,502
59.7,60.01,2515000,666.4055,-19196.421875,473.554,503,503
55.92,55.74,2520000,663.3294,-18974.3984375,485.6762,504,504
56.72,57.27,2525000,667.1235,-19402.939453125,502.1011,505,505
56.89,57.27,2530000,667.4737,-19307.689453125,560.1314,506,506
62.52,61.11,2535000,645.0356,-18807.177734375,435.8088,507,507
62.29,62.3,2540000,641.0931,-17925.521484375,987.3149,508,508
61.04,61.08,2545000,674.9616,-19293.833984375,671.2035,509,509
60.82,60.94,2550000,681.1627,-19656.5859375,1084.502,510,510
60.79,60.89,2555000,660.9465,-19632.03515625,999.6821,511,511
60.52,60.66,2560000,685.2959,-19723.91796875,1071.1362,512,512
60.18,60.33,2565000,687.6879,-19836.921875,1239.0383,513,513
55.68,55.74,2570000,668.0867,-19652.248046875,1118.5238,514,514
60.57,60.59,2575000,664.8048,-19478.232421875,1005.5803,515,515
60.6,60.74,2580000,652.5023,-19272.4453125,832.944,516,516
60.56,60.66,2585000,693.4696,-19673.66015625,1337.3793,517,517
61.01,61.06,2590000,661.4558,-18350.08984375,1269.9689,518,518
60.68,60.8,2595000,670.3144,-19597.359375,1541.3284,519,519
61.6,61.63,2600000,629.7667,-19184.515625,920.325,520,520
61.56,61.62,2605000,646.4015,-18936.439453125,1188.82,521,521
61.64,61.63,2610000,655.0139,-18770.5859375,2818.308,522,522
58.94,59.67,2615000,658.3073,-19400.41015625,806.3418,523,523
61.96,61.95,2620000,687.3562,-19684.927734375,921.194,524,524
60.04,60.62,2625000,666.0645,-19610.1796875,888.6285,525,525
63.87,62.97,2630000,721.3407,-19747.890625,935.3256,526,526
63.49,63.64,2635000,669.9641,-19761.775390625,984.0837,527,527
59.66,60.0,2640000,647.9692,-19661.361328125,841.8243,528,528
59.42,59.7,2645000,673.1127,-19772.708984375,904.0164,529,529
61.06,60.87,2650000,676.9711,-19764.482421875,1500.3892,530,530
62.66,62.72,2655000,705.4845,-19788.92578125,1029.4584,531,531
58.13,58.53,2660000,663.1184,-19709.83203125,947.7619,532,532
57.19,57.34,2665000,662.7253,-19712.255859375,1138.8808,533,533
56.43,56.39,2670000,658.1325,-19730.478515625,737.0664,534,534
56.46,56.37,2675000,671.1344,-19718.220703125,778.6074,535,535
60.48,60.53,2680000,670.9182,-19744.75,756.3206,536,536
56.37,56.48,2685000,662.6059,-19686.19921875,823.0511,537,537
57.52,58.29,2690000,730.3271,-19792.18359375,887.3536,538,538
56.51,58.0,2695000,652.8871,-19654.529296875,870.2574,539,539
57.18,57.29,2700000,644.8603,-19638.224609375,761.1115,540,540
57.6,57.66,2705000,690.2375,-19756.76171875,807.8626,541,541
58.21,58.36,2710000,655.2994,-19771.896484375,827.4704,542,542
58.24,58.59,2715000,664.4351,-19801.72265625,1857.6473,543,543
58.72,57.92,2720000,679.8266,-19795.470703125,1267.4957,544,544
59.61,60.39,2725000,661.9402,-19783.064453125,1126.2737,545,545
59.86,60.18,2730000,744.91,-19823.43359375,2652.2179,546,546
60.43,59.87,2735000,664.8786,-19758.0625,788.8211,547,547
59.75,60.42,2740000,636.7594,-19762.759765625,750.8608,548,548
59.89,59.78,2745000,753.9442,-19873.037109375,959.1894,549,549
59.85,60.63,2750000,732.1967,-19847.240234375,927.4575,550,550
58.33,59.46,2755000,669.5026,-19806.94140625,844.5668,551,551
60.37,60.01,2760000,760.0022,-19860.162109375,1000.0087,552,552
60.44,60.36,2765000,731.1547,-19876.369140625,995.678,553,553
60.87,60.58,2770000,662.5086,-19670.55859375,1308.7773,554,554
61.14,61.28,2775000,655.4633,-19631.837890625,1104.3166,555,555
61.57,61.01,2780000,656.5172,-19840.845703125,1687.9331,556,556
61.45,60.49,2785000,618.8726,-19703.091796875,1116.075,557,557
58.72,59.47,2790000,660.4151,-19809.23046875,758.7849,558,558
58.12,60.81,2795000,668.5532,-19727.54296875,1278.4134,559,559
57.81,59.43,2800000,643.2781,-19765.255859375,693.2287,560,560
56.86,59.53,2805000,668.118,-19848.796875,829.1668,561,561
59.36,59.72,2810000,683.4833,-19876.6171875,835.2732,562,562
59.68,59.92,2815000,638.4931,-19779.4765625,1100.3488,563,563
59.24,59.94,2820000,630.4852,-19830.859375,774.9409,564,564
58.8,60.67,2825000,643.5808,-19830.501953125,1183.5957,565,565
56.97,57.53,2830000,611.7499,-19634.6171875,726.0055,566,566
55.9,56.28,2835000,668.5901,-19838.318359375,1253.4261,567,567
62.08,62.44,2840000,635.9246,-19742.974609375,835.0723,568,568
61.8,62.4,2845000,623.649,-19587.05078125,674.3807,569,569
61.36,62.15,2850000,624.5285,-19791.451171875,821.9669,570,570
61.72,62.17,2855000,676.1786,-19760.830078125,1272.0379,571,571
62.31,63.24,2860000,660.3619,-19812.642578125,1133.4197,572,572
62.03,62.3,2865000,617.678,-19304.55859375,576.2264,573,573
