Itration,Real Sto Return,Running Env Steps,Running Update Time,Reward Loss,Running Reverse KL,Running Forward KL,Real Det Return
768,4133.97,3840000,768,-10891.2890625,23.1614,45.0241,4138.7
769,4137.7,3845000,769,-10980.97265625,22.1517,45.183,4116.05
770,4078.08,3850000,770,-11385.9833984375,23.9955,45.4976,4139.07
771,3956.13,3855000,771,-10949.7470703125,22.5415,44.8629,4136.78
772,4074.76,3860000,772,-10884.5859375,24.4039,45.3015,4123.27
773,4120.46,3865000,773,-10929.89453125,23.9841,45.3989,4065.1
774,4114.38,3870000,774,-10897.0673828125,23.6758,45.5021,4035.54
775,4139.37,3875000,775,-10898.962890625,23.5033,45.4028,4132.61
776,4144.02,3880000,776,-10835.208984375,23.3049,45.4454,4137.96
777,3561.6,3885000,777,-11090.701171875,23.632,46.0257,4006.74
778,4105.71,3890000,778,-10753.7783203125,23.7693,45.3842,4097.2
779,4185.26,3895000,779,-11455.5380859375,23.8483,45.2878,4209.58
780,4122.36,3900000,780,-10826.3505859375,21.9167,45.0938,4117.01
781,4202.05,3905000,781,-10914.8046875,24.4624,45.6529,4184.54
782,4169.74,3910000,782,-10874.3720703125,24.022,45.5745,4164.99
783,4213.28,3915000,783,-10793.0146484375,24.5845,45.4934,4197.03
784,4168.29,3920000,784,-10979.4521484375,25.1347,45.6831,4147.14
785,4168.23,3925000,785,-10951.6484375,24.7164,45.5378,4128.38
786,4050.67,3930000,786,-11350.0478515625,22.5083,44.993,3835.37
787,3704.97,3935000,787,-11481.0439453125,19.59,44.7406,3530.44
788,4220.8,3940000,788,-10690.951171875,25.0694,45.7008,4211.91
789,3920.26,3945000,789,-11473.2412109375,24.4631,45.548,4221.93
790,4214.86,3950000,790,-11546.2978515625,23.0793,45.549,4071.55
791,4127.53,3955000,791,-10892.6640625,21.2188,44.3618,3935.94
792,3931.11,3960000,792,-10799.404296875,17.8169,44.3259,3959.58
793,4308.81,3965000,793,-10928.6044921875,22.6157,44.9603,4179.59
794,4152.6,3970000,794,-11238.603515625,20.2377,44.1373,4004.49
795,2.57,3975000,795,-9387.0283203125,38.9173,55.1653,5.67
796,1000.69,3980000,796,-10577.947265625,39.9714,56.3473,1003.38
797,995.94,3985000,797,-10654.4921875,43.637,56.9697,1002.8
798,1001.52,3990000,798,-10857.9013671875,39.3342,55.733,1004.39
799,1000.82,3995000,799,-10747.603515625,37.3531,55.4553,1006.07
800,131.65,4000000,800,-11512.8857421875,32.6136,46.8745,347.79
801,1557.24,4005000,801,-11159.08203125,27.7003,48.6441,1013.88
802,4095.17,4010000,802,-11044.7314453125,26.1884,45.8992,4071.52
803,994.54,4015000,803,-11497.5908203125,30.9842,54.6084,1004.3
804,4004.28,4020000,804,-10970.798828125,24.8622,45.4108,4077.37
805,1164.05,4025000,805,-10882.5458984375,31.5195,54.844,1009.28
806,3844.36,4030000,806,-11196.94140625,21.749,45.1626,3946.84
807,4221.84,4035000,807,-11203.455078125,24.8573,45.4859,4238.6
808,4211.36,4040000,808,-11089.2568359375,24.7276,45.2745,4210.05
