Reward Loss,Real Det Return,Itration,Running Forward KL,Running Env Steps,Running Reverse KL,Real Sto Return,Running Update Time
-62138.7890625,4458.28,780,43.8723,3900000,19.0881,4324.35,780
-62911.2265625,4455.92,781,43.4443,3905000,18.8377,4381.64,781
-62248.45703125,4436.47,782,43.859,3910000,19.4787,4359.69,782
-61744.73828125,4408.93,783,43.6126,3915000,18.7568,4382.9,783
-62363.3046875,4446.86,784,43.7264,3920000,19.361,4306.41,784
-62993.859375,4420.46,785,43.4896,3925000,18.9883,4387.77,785
-62114.57421875,4405.01,786,43.6939,3930000,18.5217,4360.63,786
-62702.53125,4410.58,787,43.9179,3935000,18.0779,3972.47,787
-63410.48828125,4450.06,788,43.6801,3940000,18.6895,4424.49,788
-61785.74609375,4401.13,789,43.4239,3945000,18.2217,4184.61,789
-62441.73828125,4426.77,790,43.4341,3950000,18.3199,4301.09,790
-62204.1796875,4413.07,791,43.4796,3955000,18.4477,4252.52,791
-63154.71484375,4395.85,792,43.894,3960000,17.4204,4371.57,792
-62392.921875,4421.39,793,43.4678,3965000,18.2131,4402.25,793
-62366.46484375,4440.68,794,43.5151,3970000,18.4652,4365.21,794
-61545.07421875,4419.02,795,43.3178,3975000,18.4147,4381.61,795
-62454.17578125,4429.84,796,43.4713,3980000,18.1264,4397.98,796
-62799.53515625,4408.58,797,43.4168,3985000,18.1709,4346.85,797
-62063.90625,4437.73,798,43.1898,3990000,17.2781,4346.77,798
-61856.65625,4399.62,799,43.1266,3995000,17.652,4375.62,799
-62290.56640625,4410.07,800,43.3358,4000000,18.18,4362.11,800
-62559.62890625,4433.16,801,43.6294,4005000,17.0637,4389.24,801
-62620.95703125,4442.61,802,43.4787,4010000,17.9923,4400.92,802
-62352.28125,4454.35,803,43.3875,4015000,18.2035,4407.6,803
-62393.87890625,4437.97,804,43.4013,4020000,17.9179,4410.71,804
-62704.05078125,4452.18,805,42.9377,4025000,18.2622,4220.55,805
-63088.43359375,4484.03,806,43.1366,4030000,18.3227,4413.54,806
-62601.50390625,4473.74,807,43.3805,4035000,18.7491,4415.17,807
-62371.50390625,4473.68,808,43.3151,4040000,18.4634,4422.84,808
-61488.640625,4445.06,809,43.6318,4045000,18.6471,4434.92,809
-63036.34765625,4438.09,810,43.0066,4050000,18.2398,4316.74,810
-63718.19921875,4441.53,811,43.0853,4055000,18.2374,4395.9,811
-63132.13671875,4471.02,812,43.629,4060000,18.1636,4425.9,812
-62285.66015625,4463.79,813,43.5459,4065000,17.5773,4351.17,813
-62929.87890625,4450.65,814,43.546,4070000,17.1323,4290.76,814
-63450.63671875,4469.35,815,43.8734,4075000,18.4744,4437.92,815
-63921.3125,4467.98,816,43.3432,4080000,18.8327,4449.42,816
-63516.72265625,4196.2,817,43.2181,4085000,17.995,4448.59,817
-63369.375,4455.43,818,43.1965,4090000,17.8217,4279.39,818
-63761.73046875,4459.45,819,43.6808,4095000,18.5254,4423.94,819
-63999.2578125,4502.16,820,43.3829,4100000,18.3197,4466.7,820
-63130.4296875,4489.35,821,43.5998,4105000,18.5381,4446.22,821
-63012.9140625,4479.43,822,43.0872,4110000,18.3021,4449.68,822
-64229.5234375,4522.38,823,43.5652,4115000,17.9639,4458.58,823
-64172.07421875,4485.59,824,43.5237,4120000,18.051,4426.93,824
-63742.2578125,4471.52,825,43.4901,4125000,17.5232,4452.32,825
-63513.7890625,4498.94,826,43.5215,4130000,17.6821,4477.75,826
-64069.29296875,4497.34,827,43.4911,4135000,18.5598,4456.24,827
-63797.01953125,4474.11,828,43.7359,4140000,18.3431,4308.3,828
-63429.42578125,4476.57,829,43.2744,4145000,17.2762,4412.82,829
-62514.046875,4465.19,830,43.4149,4150000,17.864,4329.72,830
-63707.98828125,4478.76,831,43.1771,4155000,18.5302,4440.87,831
-64861.91015625,4429.96,832,43.2762,4160000,17.7693,4404.5,832
-63819.49609375,4494.52,833,43.4367,4165000,17.5343,4444.64,833
-64239.296875,4472.64,834,43.4151,4170000,18.3715,4456.24,834
-63787.06640625,4472.06,835,43.3925,4175000,17.5787,4438.91,835
-64335.40234375,4469.62,836,43.4152,4180000,18.2294,4385.14,836
-65028.9140625,4458.04,837,43.0826,4185000,18.4968,4424.94,837
-64536.14453125,4443.58,838,43.4074,4190000,18.217,3874.05,838
-63803.65234375,4486.65,839,43.2224,4195000,17.1408,4443.92,839
-64790.5546875,4487.81,840,43.3097,4200000,18.2073,3916.42,840
-64413.34375,4484.12,841,43.0664,4205000,18.4615,4183.09,841
-63998.9765625,4471.38,842,43.4416,4210000,17.0337,4302.05,842
-64454.5703125,4497.41,843,43.0258,4215000,18.4588,4395.08,843
-65216.55859375,4489.82,844,43.416,4220000,19.6213,4313.24,844
-64387.109375,4479.81,845,43.2223,4225000,18.3701,4370.23,845
-64948.4296875,4476.79,846,43.5208,4230000,18.0912,4327.24,846
-65421.35546875,4495.41,847,43.3271,4235000,18.466,4340.3,847
-64518.984375,4487.37,848,43.5947,4240000,18.4868,4259.1,848
-64932.20703125,4473.35,849,43.2986,4245000,18.6357,4263.21,849
-64611.88671875,4462.99,850,43.5766,4250000,18.7938,4422.23,850
-65185.8984375,4444.19,851,43.4548,4255000,18.5704,4276.6,851
-64333.3671875,4431.53,852,43.3798,4260000,18.2214,4332.37,852
-64418.5546875,4490.38,853,43.6056,4265000,17.9461,4428.66,853
-65432.4921875,4440.07,854,43.8515,4270000,18.7122,4318.7,854
-64655.73046875,4472.63,855,43.5951,4275000,19.1926,4421.53,855
-65109.9609375,4412.9,856,43.5049,4280000,18.5278,4090.44,856
-65708.640625,4453.05,857,43.7324,4285000,18.5049,4248.35,857
-65976.90625,4454.35,858,43.505,4290000,18.6803,4423.51,858
-66195.8828125,4465.08,859,43.7794,4295000,18.974,4396.11,859
-65198.47265625,4473.57,860,43.5838,4300000,18.909,4161.71,860
-65835.5859375,4440.31,861,43.2823,4305000,19.4459,4345.45,861
-64729.67578125,4440.79,862,43.9849,4310000,18.7445,4418.34,862
-65241.83203125,4416.46,863,43.5129,4315000,18.8132,4386.62,863
-65751.21875,4406.25,864,43.8019,4320000,18.9326,4410.27,864
-65975.4921875,4428.8,865,43.5125,4325000,18.6127,4406.86,865
-65713.453125,4451.39,866,43.337,4330000,18.7658,4337.75,866
-65492.2109375,4428.23,867,43.4719,4335000,18.4886,4418.26,867
-63337.2265625,4405.04,868,43.8491,4340000,18.668,4409.43,868
-65191.27734375,4444.31,869,43.3969,4345000,19.1031,4366.64,869
-65887.859375,4407.68,870,43.3087,4350000,18.4747,4408.87,870
-62611.3515625,4403.59,871,43.6685,4355000,18.086,3722.49,871
-65079.4609375,4416.14,872,43.7048,4360000,17.6813,4425.44,872
-65437.95703125,4450.94,873,43.9057,4365000,18.9628,4434.9,873
-66367.46875,4466.7,874,43.3634,4370000,18.8501,4435.74,874
-65868.7578125,4486.7,875,43.4465,4375000,18.7979,4452.92,875
-67583.96875,4442.7,876,43.4927,4380000,18.97,4440.38,876
-66017.8984375,4446.87,877,43.7624,4385000,18.0261,4425.17,877
-65957.6484375,4454.39,878,43.5064,4390000,18.907,4458.03,878
-65901.2578125,4416.97,879,43.4748,4395000,18.2393,4200.89,879
-64932.7734375,4415.3,880,43.7738,4400000,18.3809,4330.73,880
-64997.8984375,4417.25,881,43.6999,4405000,17.3765,4402.17,881
-65136.1796875,4404.61,882,43.6784,4410000,18.2149,4389.56,882
-65106.9296875,4444.79,883,43.5942,4415000,18.7139,4420.85,883
-65307.6328125,4452.16,884,43.3983,4420000,18.6113,4428.74,884
-65416.0390625,4471.47,885,43.1035,4425000,18.6742,4456.05,885
-65929.3984375,4470.19,886,43.4126,4430000,18.8675,4452.52,886
-65285.05859375,4424.91,887,43.4677,4435000,18.4988,4407.47,887
