Running Env Steps,Running Forward KL,Running Update Time,Itration,Real Sto Return,Running Reverse KL,Real Det Return,Reward Loss
1920000,39.0061,384,384,4698.52,15.9404,4803.48,-4427.1669921875
1925000,38.8379,385,385,4694.18,15.8036,4789.08,-4360.5654296875
1930000,38.8828,386,386,4685.27,15.2346,4754.91,-4352.93017578125
1935000,38.6618,387,387,4705.12,15.4332,4792.41,-4309.3876953125
1940000,39.7786,388,388,4686.36,16.1056,4805.48,-4467.322265625
1945000,39.112,389,389,4725.75,15.5344,4807.67,-4419.6474609375
1950000,38.669,390,390,4738.16,15.618,4837.09,-4438.224609375
1955000,39.1675,391,391,4673.52,15.5306,4763.85,-4443.5419921875
1960000,39.23,392,392,4724.68,15.639,4819.16,-4536.26708984375
1965000,39.1019,393,393,4692.45,15.8145,4776.97,-4507.015625
1970000,38.9124,394,394,4726.68,15.5421,4799.6,-4559.72119140625
1975000,38.869,395,395,4670.7,15.7102,4759.81,-4569.541015625
1980000,38.783,396,396,4741.57,15.4517,4834.19,-4578.681640625
1985000,39.5269,397,397,4704.75,15.7505,4817.35,-4705.13134765625
1990000,38.9772,398,398,4693.48,15.4913,4796.11,-4603.03759765625
1995000,39.3828,399,399,4719.03,15.7724,4769.1,-4634.35107421875
2000000,38.8357,400,400,4732.39,15.4651,4812.19,-4732.0732421875
2005000,38.8958,401,401,4736.24,15.184,4831.82,-4636.74560546875
2010000,39.2857,402,402,4711.61,15.7476,4777.63,-4732.37060546875
2015000,39.429,403,403,4707.91,15.7074,4811.66,-4733.28271484375
2020000,39.4826,404,404,4726.58,15.9104,4783.33,-4784.451171875
2025000,39.4456,405,405,4767.38,15.8381,4839.97,-4841.14697265625
2030000,39.5129,406,406,4751.89,15.7771,4817.62,-4911.48876953125
2035000,39.1644,407,407,4769.29,15.4076,4861.72,-4755.01806640625
2040000,39.0346,408,408,4729.75,15.6397,4794.33,-4726.08642578125
2045000,39.0283,409,409,4764.01,16.082,4832.01,-4905.7451171875
2050000,38.8807,410,410,4787.9,15.9657,4850.76,-4793.54833984375
2055000,38.9526,411,411,4778.78,15.4058,4845.79,-4790.1279296875
2060000,39.1232,412,412,4760.38,15.678,4817.81,-4771.8974609375
2065000,38.7682,413,413,4769.62,15.3702,4797.51,-4834.89013671875
2070000,39.3473,414,414,4740.39,15.0384,4817.64,-4837.85205078125
2075000,38.6368,415,415,4771.98,15.59,4849.02,-4901.25634765625
2080000,38.875,416,416,4757.06,15.5108,4823.59,-4787.166015625
2085000,38.7967,417,417,4768.82,15.1401,4821.29,-4828.845703125
2090000,38.7682,418,418,4723.77,15.0236,4814.09,-4842.27880859375
2095000,38.9388,419,419,4768.0,15.2281,4865.6,-4919.7822265625
2100000,38.9512,420,420,4776.45,14.9886,4875.07,-5000.55517578125
2105000,38.4889,421,421,4734.19,14.9088,4802.3,-4794.9541015625
2110000,38.7787,422,422,4724.48,14.949,4764.73,-4833.29443359375
2115000,38.997,423,423,4764.51,15.4585,4823.7,-5021.44140625
2120000,38.8094,424,424,4735.5,15.1931,4823.59,-4963.79931640625
2125000,38.7198,425,425,4727.97,15.3688,4798.4,-4949.19873046875
2130000,38.8762,426,426,4771.28,15.0351,4885.95,-4952.3154296875
2135000,39.4245,427,427,4752.21,15.6306,4850.55,-5082.45751953125
2140000,39.3118,428,428,4742.69,15.3492,4807.49,-4988.1171875
2145000,39.3317,429,429,4734.7,15.1858,4813.34,-5029.22412109375
2150000,39.8729,430,430,4734.38,15.4502,4819.25,-5217.5087890625
2155000,39.014,431,431,4741.5,15.5714,4778.17,-5010.7822265625
2160000,38.8443,432,432,4785.73,15.9737,4841.84,-5182.19384765625
2165000,38.7794,433,433,4757.32,15.0617,4873.03,-5167.08203125
2170000,39.0449,434,434,4774.77,15.3653,4840.27,-5201.94921875
2175000,39.4626,435,435,4780.53,15.7152,4837.38,-5237.3564453125
2180000,38.899,436,436,4756.96,15.7481,4822.97,-5305.18798828125
2185000,38.7209,437,437,4752.93,14.6439,4834.73,-5110.6337890625
2190000,39.2435,438,438,4757.69,15.3625,4858.54,-5109.572265625
2195000,39.4472,439,439,4779.23,15.2675,4865.3,-5325.00390625
2200000,39.0235,440,440,4761.87,15.0859,4843.14,-5262.62939453125
2205000,38.9837,441,441,4727.58,15.2443,4823.06,-5197.509765625
2210000,38.8466,442,442,4722.41,15.0829,4791.98,-5151.94140625
2215000,38.8801,443,443,4760.06,15.5287,4834.25,-5322.19677734375
2220000,38.9783,444,444,4768.93,15.293,4841.85,-5299.89453125
2225000,38.9196,445,445,4756.62,15.0945,4837.67,-5399.75830078125
2230000,38.8537,446,446,4696.69,14.8573,4793.97,-5349.6337890625
2235000,38.873,447,447,4767.44,15.0534,4908.92,-5423.2666015625
2240000,38.969,448,448,4758.28,15.2115,4851.53,-5406.369140625
2245000,38.7082,449,449,4799.45,15.1737,4899.51,-5353.2001953125
2250000,38.4982,450,450,4713.2,14.6767,4918.19,-5386.84228515625
2255000,39.1777,451,451,4715.67,15.4216,4796.21,-5324.056640625
2260000,38.5856,452,452,4774.47,14.7284,4899.98,-5422.5615234375
2265000,38.9946,453,453,4743.43,14.6255,4802.52,-5418.31689453125
2270000,38.4516,454,454,4761.55,14.7259,4832.78,-5461.9033203125
2275000,38.9022,455,455,4686.1,14.2158,4900.87,-5385.06298828125
2280000,39.4875,456,456,4542.81,14.6691,4870.95,-5524.82421875
2285000,38.819,457,457,4637.96,15.0995,4843.9,-5591.00048828125
2290000,39.7715,458,458,4741.81,15.3032,4828.73,-5704.4306640625
2295000,38.7192,459,459,4799.77,14.0485,4864.42,-5554.6572265625
2300000,39.1582,460,460,4762.82,15.1215,4844.55,-5647.51513671875
2305000,38.6032,461,461,4481.84,15.3048,4830.86,-5677.60302734375
2310000,39.5921,462,462,4710.94,14.9086,4886.93,-5759.5595703125
2315000,39.1683,463,463,4588.49,15.0733,4871.94,-5661.7119140625
2320000,39.7746,464,464,4765.45,16.1125,4821.93,-5854.861328125
2325000,38.7721,465,465,4762.02,15.3868,4843.57,-5714.4716796875
2330000,38.8793,466,466,4778.03,15.6419,4852.66,-5714.3935546875
2335000,39.2101,467,467,4769.0,15.4546,4851.03,-5820.57568359375
2340000,39.027,468,468,4717.45,15.0019,4802.23,-5849.56005859375
2345000,39.1104,469,469,4728.64,15.4466,4794.73,-5751.2451171875
2350000,38.9111,470,470,4707.06,14.4834,4772.82,-5725.20556640625
2355000,38.9616,471,471,4701.58,15.1594,4797.19,-5824.5078125
2360000,38.9839,472,472,4739.72,15.0435,4831.3,-5677.18603515625
2365000,38.7447,473,473,4704.81,14.805,4781.04,-5640.427734375
2370000,38.8045,474,474,4679.41,14.7076,4739.39,-5622.5419921875
2375000,39.2197,475,475,4690.78,15.2162,4726.01,-5926.93505859375
2380000,38.6706,476,476,4631.76,14.7841,4697.29,-5375.95849609375
2385000,38.5167,477,477,4672.47,14.7834,4702.38,-5590.986328125
2390000,38.7127,478,478,4700.88,14.7219,4730.85,-5653.8779296875
2395000,38.8702,479,479,4653.21,15.0285,4678.07,-5497.64794921875
2400000,38.4128,480,480,4706.76,15.1645,4789.28,-5630.60546875
2405000,38.2434,481,481,4700.57,14.5982,4739.17,-5625.46435546875
2410000,38.5963,482,482,4381.85,14.7583,4742.19,-5607.63427734375
2415000,38.4826,483,483,4752.82,14.5412,4801.65,-5631.16357421875
2420000,38.3624,484,484,4699.48,14.6554,4744.01,-5583.8818359375
2425000,38.8494,485,485,4527.89,14.945,4765.35,-5734.5166015625
2430000,39.5356,486,486,4662.07,14.6085,4748.58,-5882.60888671875
2435000,38.9231,487,487,4693.74,14.9134,4770.68,-5762.8671875
2440000,38.5216,488,488,4610.42,14.7048,4800.93,-5619.755859375
2445000,38.5699,489,489,4586.37,15.2635,4787.38,-5580.1484375
2450000,39.0904,490,490,4506.09,16.4476,4805.01,-6057.07421875
2455000,38.1855,491,491,4650.72,14.7815,4705.91,-5682.9716796875
2460000,38.205,492,492,4644.72,14.578,4694.79,-5729.43798828125
2465000,37.9403,493,493,4628.19,14.6381,4701.14,-5462.13330078125
2470000,37.9907,494,494,4643.35,14.4778,4690.62,-5488.5966796875
2475000,38.5455,495,495,4648.6,16.9842,4652.92,-5289.7138671875
2480000,37.9683,496,496,4472.41,14.9243,4686.06,-5517.8466796875
2485000,38.3074,497,497,4656.71,14.7152,4702.62,-5699.40771484375
2490000,38.3134,498,498,4596.22,14.5516,4726.74,-5745.06640625
2495000,38.3148,499,499,4571.67,14.3866,4673.59,-5633.72998046875
2500000,38.1111,500,500,4552.14,14.002,4598.72,-5517.140625
2505000,38.0712,501,501,4589.03,14.4302,4629.68,-5506.4326171875
2510000,38.1964,502,502,4586.61,13.9684,4595.43,-5581.03955078125
2515000,38.0957,503,503,4494.47,14.0073,4623.78,-5692.16259765625
2520000,38.2563,504,504,4533.07,13.8313,4743.82,-5953.98828125
2525000,38.0619,505,505,4587.35,13.9523,4684.25,-5744.42236328125
2530000,38.1821,506,506,4679.81,14.5601,4759.75,-5906.9970703125
2535000,38.3985,507,507,4708.69,14.4122,4766.52,-6001.77294921875
2540000,37.7375,508,508,4636.04,13.9302,4704.19,-5688.8232421875
2545000,38.2404,509,509,4731.66,14.289,4824.12,-6103.43212890625
2550000,37.9719,510,510,4708.74,14.1984,4796.79,-6059.27783203125
2555000,38.3735,511,511,4520.2,14.4025,4737.62,-5910.83349609375
2560000,37.9997,512,512,4650.3,14.058,4739.48,-5896.3955078125
2565000,38.2239,513,513,4490.8,14.6082,4767.65,-6077.16357421875
2570000,38.1117,514,514,4667.22,14.6486,4772.19,-6040.34619140625
2575000,38.1943,515,515,4373.07,14.0643,4704.01,-5991.3046875
2580000,38.2568,516,516,4347.76,14.3651,4845.92,-6161.41748046875
2585000,38.718,517,517,4507.32,14.0577,4812.67,-6205.43310546875
2590000,38.2226,518,518,4558.63,14.0584,4678.42,-6065.65576171875
2595000,38.2262,519,519,4366.04,14.4716,4800.28,-6295.2880859375
2600000,38.3618,520,520,4496.89,14.7121,4859.75,-6225.4716796875
2605000,38.3806,521,521,4731.24,13.9516,4832.08,-6033.8359375
2610000,38.7293,522,522,4685.52,14.1238,4820.93,-6126.2119140625
2615000,38.1225,523,523,4532.73,14.5378,4843.96,-5910.65771484375
2620000,38.3246,524,524,4700.41,14.405,4861.34,-6013.87744140625
2625000,37.8368,525,525,4682.58,14.3761,4795.68,-5951.6435546875
2630000,38.1171,526,526,4549.22,13.9371,4767.58,-6024.205078125
2635000,38.1241,527,527,4707.28,15.0368,4810.56,-6215.41796875
2640000,38.984,528,528,4550.25,14.796,4743.68,-6304.81982421875
2645000,39.1962,529,529,3644.24,13.9992,4850.17,-6443.88671875
2650000,38.0435,530,530,4672.59,14.2659,4744.47,-6049.74267578125
2655000,38.4479,531,531,4635.77,13.9559,4715.74,-6245.17724609375
2660000,39.045,532,532,4405.76,15.6135,4783.87,-6651.3720703125
2665000,38.5399,533,533,4725.97,14.9326,4795.18,-6216.90283203125
2670000,38.3692,534,534,4753.47,14.7213,4855.25,-6470.43896484375
2675000,38.0098,535,535,4554.82,14.2712,4821.17,-6328.92236328125
2680000,37.9769,536,536,4680.82,14.2344,4798.55,-6551.4814453125
2685000,38.6021,537,537,4711.5,14.362,4856.44,-6762.25830078125
2690000,37.8528,538,538,4705.17,13.972,4837.08,-6595.55859375
2695000,37.9311,539,539,4448.09,14.3665,4786.85,-6747.18017578125
2700000,38.2255,540,540,4563.53,14.3296,4831.52,-6516.83935546875
2705000,37.867,541,541,4620.21,14.303,4828.31,-6620.4287109375
2710000,38.2123,542,542,4575.05,13.4725,4819.33,-6583.841796875
2715000,38.3579,543,543,4725.11,13.8524,4864.57,-6812.62109375
2720000,38.2157,544,544,4437.75,14.8286,4844.81,-6803.5166015625
2725000,38.1628,545,545,4532.72,14.6324,4833.05,-6738.51953125
2730000,38.0698,546,546,4672.1,13.6371,4774.16,-6811.8115234375
2735000,38.6961,547,547,4493.76,14.1991,4805.89,-6943.23046875
2740000,38.9413,548,548,4458.62,14.0267,4869.66,-7143.22998046875
2745000,38.6538,549,549,4601.18,14.0302,4831.9,-7111.5927734375
2750000,38.1262,550,550,4587.24,14.0281,4759.17,-6664.12548828125
2755000,37.9429,551,551,4585.35,14.2213,4727.37,-6791.8232421875
2760000,38.6538,552,552,4721.85,13.7917,4792.95,-6960.4072265625
2765000,38.3269,553,553,4717.84,14.5755,4797.1,-6849.7646484375
2770000,39.0076,554,554,4741.73,15.299,4813.91,-7040.05517578125
2775000,38.5851,555,555,4752.31,14.167,4839.95,-7071.76806640625
2780000,37.9866,556,556,4693.84,14.6034,4741.37,-6697.73828125
2785000,38.7737,557,557,4704.54,14.9634,4819.26,-7086.56396484375
2790000,38.4212,558,558,4735.83,15.2036,4792.36,-7086.57275390625
2795000,38.8509,559,559,4769.13,14.9726,4895.42,-7145.22216796875
2800000,38.2727,560,560,4709.96,15.0101,4819.16,-6852.65087890625
2805000,38.1068,561,561,4760.38,14.6411,4781.88,-6865.95263671875
2810000,37.9223,562,562,4742.87,14.7243,4792.63,-6741.81689453125
2815000,38.2325,563,563,4676.27,14.8091,4859.29,-7152.39306640625
2820000,37.7098,564,564,4723.46,14.9554,4919.01,-6971.7197265625
2825000,38.469,565,565,4753.02,15.2682,4793.89,-6965.6552734375
2830000,38.2725,566,566,4780.15,15.2309,4874.76,-7078.802734375
2835000,38.3227,567,567,4606.65,15.1185,4865.15,-7173.5419921875
2840000,38.2961,568,568,4731.5,14.7082,4747.76,-6921.734375
2845000,39.0932,569,569,4415.93,15.7691,4919.17,-7464.83984375
2850000,37.8743,570,570,4598.74,15.2643,4910.29,-7120.57177734375
2855000,38.1332,571,571,4374.18,15.1779,4910.35,-7127.87890625
2860000,38.7737,572,572,4780.89,15.5496,4900.2,-7368.23681640625
2865000,38.7718,573,573,4762.2,14.7169,4885.57,-7268.1171875
2870000,38.5037,574,574,4778.76,15.161,4917.73,-7350.7578125
2875000,39.2139,575,575,4763.23,14.3436,4884.39,-7443.2451171875
2880000,38.7057,576,576,4546.14,14.3601,4933.12,-7399.64990234375
2885000,38.3208,577,577,4297.03,15.0812,4919.69,-7287.8154296875
2890000,38.7481,578,578,4692.65,14.3331,4908.54,-7287.55078125
2895000,38.6373,579,579,4798.81,14.5084,4887.55,-7407.17578125
2900000,38.1739,580,580,4783.21,14.771,4868.1,-7364.17138671875
2905000,38.7975,581,581,4652.15,15.4212,4856.02,-7674.97802734375
2910000,38.7379,582,582,4776.24,15.6736,4880.27,-7632.333984375
2915000,38.2509,583,583,4747.29,15.3183,4834.14,-7490.1435546875
2920000,38.4844,584,584,4718.68,15.0825,4812.24,-7336.44091796875
2925000,38.5999,585,585,4743.86,15.0532,4829.66,-7478.41259765625
2930000,38.6069,586,586,4802.48,15.5846,4952.41,-7673.09228515625
2935000,38.8583,587,587,4197.42,15.2704,4975.72,-7814.3779296875
2940000,38.7913,588,588,4330.2,15.74,4975.71,-7749.921875
2945000,38.9738,589,589,4527.01,15.191,4887.39,-7760.02294921875
2950000,39.1027,590,590,4227.95,15.6508,4973.32,-7628.65380859375
2955000,38.9619,591,591,4570.54,15.9233,4935.02,-7626.962890625
2960000,38.3281,592,592,3630.17,15.1677,4926.7,-7613.17431640625
2965000,39.3902,593,593,4299.57,14.7471,4952.2,-7797.15576171875
2970000,38.87,594,594,4761.81,17.2932,4891.44,-7340.0078125
2975000,39.1066,595,595,4627.68,15.9494,4936.26,-7835.72509765625
2980000,38.2454,596,596,4067.25,14.9154,4951.37,-7470.96435546875
2985000,38.6365,597,597,4730.36,15.1175,4967.84,-7738.16650390625
2990000,38.6401,598,598,4609.28,15.7612,4929.02,-7714.47412109375
2995000,39.023,599,599,4545.94,16.1098,4975.15,-7650.16552734375
3000000,38.3492,600,600,4571.87,15.567,4960.41,-7597.55517578125
3005000,38.6484,601,601,4812.92,15.6623,4959.69,-8039.7080078125
3010000,38.6687,602,602,4538.53,14.8558,4906.8,-7811.5478515625
3015000,38.7491,603,603,4579.57,15.5624,4918.63,-7534.65283203125
3020000,39.0591,604,604,4809.55,15.2262,4932.46,-7976.62255859375
3025000,38.7209,605,605,4302.86,15.7454,4990.23,-8000.7412109375
3030000,38.9214,606,606,4292.94,16.0629,4880.25,-7541.1884765625
3035000,39.6102,607,607,4400.02,17.1197,4901.11,-7532.876953125
3040000,39.3015,608,608,4135.26,15.2277,4901.32,-7907.1611328125
3045000,38.5524,609,609,4590.1,15.5179,4848.89,-7825.2744140625
3050000,38.7953,610,610,4553.42,15.7551,4824.96,-7857.8388671875
3055000,42.3809,611,611,2714.34,22.3936,4805.92,-7882.66845703125
3060000,40.7291,612,612,2029.81,14.4457,4834.03,-7913.96923828125
3065000,39.7322,613,613,4584.49,16.5198,4841.27,-8084.5625
3070000,38.7781,614,614,4779.75,16.7736,4850.09,-7936.486328125
3075000,38.1869,615,615,4702.11,15.2003,4901.74,-7653.45166015625
3080000,38.5685,616,616,4166.3,15.7894,4959.85,-8044.33544921875
3085000,38.8462,617,617,4782.49,16.4649,4871.67,-7978.98388671875
3090000,38.811,618,618,4784.07,17.0207,4877.54,-7948.15234375
3095000,38.6072,619,619,4802.93,15.9385,4892.82,-7930.779296875
3100000,38.6208,620,620,4772.86,16.2876,4880.03,-8131.00048828125
3105000,39.1045,621,621,4813.16,16.425,4919.25,-8189.74609375
3110000,38.2652,622,622,4589.13,15.8119,4900.7,-7899.505859375
3115000,38.8083,623,623,4808.5,16.096,4927.48,-8190.17041015625
3120000,38.4213,624,624,4812.61,16.4509,4931.99,-8138.90283203125
3125000,38.7849,625,625,4778.85,16.1932,4908.56,-8031.26318359375
3130000,38.4516,626,626,4794.81,15.9355,4893.01,-7917.24853515625
3135000,38.3957,627,627,4778.23,15.8389,4928.88,-8055.2890625
3140000,38.6108,628,628,4759.12,15.4334,4875.96,-8075.70068359375
3145000,39.5683,629,629,4825.79,16.6309,4930.98,-8524.5458984375
3150000,38.6062,630,630,4760.04,15.7702,4865.88,-7914.080078125
3155000,38.7996,631,631,4789.57,15.698,4905.06,-8168.55517578125
3160000,38.3698,632,632,4801.5,15.6288,4900.42,-8070.5625
3165000,38.7161,633,633,4805.71,15.4637,4895.38,-8229.9208984375
3170000,38.409,634,634,4806.0,15.596,4915.13,-8229.201171875
3175000,38.2243,635,635,4773.19,14.6722,4881.47,-7731.22412109375
3180000,38.4753,636,636,4752.91,15.3464,4872.22,-8188.431640625
3185000,38.7714,637,637,4778.08,15.5872,4897.92,-8239.0732421875
3190000,39.0198,638,638,4801.31,15.5935,4907.32,-8235.94140625
3195000,38.1542,639,639,4796.91,15.8361,4895.01,-7965.43212890625
3200000,38.2173,640,640,4798.43,15.3023,4886.82,-8048.0859375
3205000,38.0999,641,641,4803.56,15.3927,4905.55,-8028.78857421875
3210000,38.0323,642,642,4800.16,15.8338,4890.22,-8093.44677734375
3215000,38.4337,643,643,4797.8,15.7576,4913.68,-8125.35595703125
3220000,39.0232,644,644,4793.58,16.0341,4929.05,-8467.9609375
3225000,38.0031,645,645,4749.03,15.3376,4884.87,-7912.3916015625
3230000,38.6868,646,646,4269.79,15.7094,4755.83,-8275.703125
3235000,37.9503,647,647,4757.77,15.0602,4869.05,-8068.8916015625
3240000,37.9943,648,648,4815.73,15.7861,4951.26,-8186.533203125
3245000,39.2816,649,649,4814.82,15.1247,4950.16,-8325.1591796875
3250000,38.7193,650,650,4825.37,15.8863,4928.29,-8558.2802734375
3255000,38.6891,651,651,4830.79,15.7485,4924.03,-8404.7119140625
3260000,38.7792,652,652,4579.86,15.5597,4893.38,-8557.1787109375
3265000,38.4573,653,653,4802.01,15.0744,4925.85,-8280.794921875
3270000,38.3998,654,654,4786.1,15.4463,4948.21,-8448.140625
3275000,39.0376,655,655,4733.11,15.7158,4947.76,-8471.240234375
3280000,38.6526,656,656,4793.05,15.6402,4945.38,-8364.43359375
3285000,38.4238,657,657,4798.87,15.4214,4937.86,-8268.0595703125
3290000,38.5477,658,658,4810.89,15.5762,4973.5,-8170.62939453125
3295000,38.1958,659,659,4811.26,15.4457,4953.43,-8320.9853515625
3300000,38.0668,660,660,4793.86,15.7466,4920.04,-7937.39111328125
3305000,38.4563,661,661,4790.28,15.4852,4920.2,-8363.9990234375
3310000,37.9882,662,662,4796.88,15.2294,4969.24,-8407.890625
3315000,38.8562,663,663,4774.45,16.0593,4883.52,-8552.4384765625
3320000,37.8728,664,664,4786.71,15.2457,4946.39,-8240.7001953125
3325000,43.4775,665,665,5.99,17.8756,1103.2,-4083.369140625
3330000,38.5979,666,666,4615.79,15.5111,4682.32,-8002.70166015625
3335000,38.4584,667,667,4742.77,15.6797,4857.9,-8471.748046875
3340000,38.8059,668,668,4687.77,16.441,4791.37,-8043.31201171875
3345000,38.2729,669,669,4549.13,15.1921,4829.88,-8351.419921875
3350000,38.1032,670,670,4726.73,15.5676,4831.68,-8076.27197265625
3355000,38.5161,671,671,4747.37,16.141,4849.23,-8655.9638671875
3360000,38.6878,672,672,4521.91,16.1878,4845.8,-8532.8271484375
3365000,39.3279,673,673,4737.7,17.204,4862.14,-9111.4404296875
3370000,39.1735,674,674,4655.85,16.3601,4698.17,-8531.205078125
3375000,38.6165,675,675,4609.96,15.6844,4681.65,-8274.7177734375
3380000,39.1114,676,676,4652.29,16.2171,4706.98,-8467.9150390625
3385000,38.4849,677,677,4741.66,15.5354,4870.26,-8403.1044921875
3390000,38.5978,678,678,4680.91,16.0404,4756.96,-8649.1982421875
3395000,38.098,679,679,4744.58,15.0382,4841.76,-8436.5166015625
3400000,38.5942,680,680,4660.71,15.4243,4896.83,-8690.2548828125
3405000,38.6342,681,681,4818.61,15.7038,4931.63,-8838.130859375
3410000,39.0405,682,682,4802.73,16.4268,4909.34,-8923.6748046875
3415000,38.1742,683,683,4772.61,15.7927,4912.96,-8782.705078125
3420000,38.5211,684,684,4696.51,15.3928,4916.78,-8517.7900390625
3425000,37.9918,685,685,4627.68,15.6918,4815.53,-8082.103515625
3430000,38.3379,686,686,4760.27,15.5523,4869.83,-8494.470703125
3435000,38.1922,687,687,4635.11,15.5067,4857.55,-8327.912109375
3440000,39.4253,688,688,4722.3,16.5425,4726.67,-8913.4462890625
3445000,38.951,689,689,4773.97,19.2895,4892.29,-8729.5947265625
3450000,39.5993,690,690,4731.78,15.4827,4850.45,-8974.8427734375
3455000,38.3271,691,691,4752.18,15.6444,4725.13,-8803.5205078125
3460000,38.3513,692,692,4765.01,15.3753,4876.81,-8685.8037109375
3465000,38.3444,693,693,4749.12,17.1528,4763.67,-8685.947265625
3470000,38.3459,694,694,4777.3,15.8273,4877.46,-8846.3896484375
3475000,38.2913,695,695,4609.78,15.6488,4876.37,-8722.1689453125
3480000,38.427,696,696,4763.99,15.4562,4901.73,-8736.2666015625
3485000,38.9933,697,697,4784.85,17.4304,4927.48,-8937.830078125
3490000,38.2495,698,698,4733.68,15.0892,4801.03,-8547.2958984375
3495000,38.5919,699,699,4789.34,15.4149,4946.02,-8949.3193359375
3500000,37.8136,700,700,4733.28,14.4146,4843.69,-8321.9609375
3505000,38.043,701,701,4739.75,15.1296,4791.92,-8496.27734375
3510000,38.0657,702,702,4711.98,17.4523,4871.87,-8564.380859375
3515000,38.1804,703,703,4821.96,14.8133,4937.27,-8830.9306640625
3520000,38.1277,704,704,4397.72,15.5348,4968.84,-9086.1640625
3525000,39.123,705,705,4823.0,15.9345,4954.12,-9113.37890625
3530000,38.2108,706,706,4851.17,15.3024,4972.57,-9062.517578125
3535000,39.3025,707,707,4596.75,14.2335,4977.05,-8905.7177734375
3540000,38.662,708,708,4646.91,15.1723,4902.38,-9105.3466796875
3545000,39.1268,709,709,4635.57,15.7668,4966.08,-9260.7919921875
3550000,39.5975,710,710,4433.27,14.8797,4970.75,-9306.806640625
3555000,51.3402,711,711,-2.51,49.2798,-5.45,-7153.62060546875
3560000,56.1481,712,712,-3.64,79.0712,-1.65,-5265.15283203125
3565000,39.209,713,713,4358.48,16.1555,4790.39,-9515.3779296875
3570000,39.5918,714,714,4099.85,14.4965,4789.35,-9218.4765625
3575000,39.5955,715,715,3355.47,14.368,1122.39,-9045.9814453125
3580000,39.8438,716,716,4782.29,16.5745,4943.49,-9855.365234375
3585000,37.8876,717,717,4487.39,15.5418,4897.88,-9257.427734375
3590000,39.6757,718,718,4661.63,16.9795,4904.27,-9420.2353515625
3595000,39.095,719,719,4724.98,15.7302,4843.13,-8974.3486328125
3600000,38.8048,720,720,4820.47,15.2056,4961.42,-9275.3583984375
3605000,38.3765,721,721,4834.88,15.9184,4983.8,-9189.5029296875
3610000,38.1811,722,722,4808.54,15.3373,5031.42,-9054.4169921875
3615000,38.0814,723,723,4828.42,15.3718,4986.64,-8970.158203125
3620000,37.4158,724,724,4837.5,15.1991,5024.63,-8740.6025390625
3625000,38.6608,725,725,4828.74,15.6679,4967.75,-9145.2392578125
3630000,37.8,726,726,4863.94,15.6194,5013.87,-9020.189453125
3635000,38.4286,727,727,4848.59,15.7506,4978.86,-9061.6220703125
3640000,38.4981,728,728,4845.69,16.3677,4969.2,-9432.1123046875
3645000,50.7011,729,729,137.09,16.7396,184.07,-7375.80224609375
3650000,51.7489,730,730,61.93,20.7466,42.92,-6139.01953125
3655000,39.6817,731,731,2384.74,15.8691,1330.88,-8543.517578125
3660000,39.1132,732,732,4325.89,17.1323,4695.67,-9505.119140625
3665000,39.0354,733,733,3969.26,16.8397,4717.49,-9412.419921875
3670000,39.5669,734,734,4100.14,18.1308,4908.53,-8993.8310546875
3675000,39.2858,735,735,3660.64,17.0196,4947.05,-9330.9140625
3680000,38.1035,736,736,4808.94,16.5648,4938.81,-9451.9765625
3685000,39.0659,737,737,4620.37,16.9828,4899.52,-9494.9873046875
3690000,38.2161,738,738,4586.53,16.1199,4846.71,-9235.6435546875
3695000,38.1692,739,739,4742.32,15.8298,4880.45,-9125.36328125
3700000,38.3531,740,740,4694.71,15.9749,4837.02,-9319.71875
3705000,38.3155,741,741,4790.18,16.1203,4944.36,-9016.587890625
3710000,38.2517,742,742,4762.81,15.9688,4912.98,-9018.8466796875
3715000,38.2396,743,743,4717.74,15.7068,4914.52,-9362.8994140625
3720000,38.0237,744,744,4770.06,15.4709,4940.5,-9297.2490234375
3725000,38.3013,745,745,4798.84,15.5902,4975.22,-9291.564453125
3730000,38.0955,746,746,4800.85,15.5106,4987.49,-9119.857421875
3735000,38.0227,747,747,4603.8,15.721,5003.14,-9066.166015625
3740000,37.9234,748,748,4822.6,15.4341,4952.17,-9160.916015625
3745000,38.1681,749,749,4193.62,18.9692,4980.98,-8685.1328125
3750000,37.3907,750,750,4527.39,15.8566,4989.28,-8572.123046875
3755000,37.812,751,751,4837.06,17.2229,4980.71,-8864.4501953125
3760000,37.9114,752,752,4280.59,15.208,5016.2,-9110.201171875
3765000,37.6338,753,753,4626.95,14.8827,4963.48,-8831.705078125
3770000,37.58,754,754,4598.0,15.1372,4961.17,-8956.642578125
3775000,38.2297,755,755,4608.02,16.8577,4997.89,-8802.509765625
3780000,37.1148,756,756,4839.05,14.671,4967.1,-8584.38671875
3785000,37.7352,757,757,4601.18,14.9697,5022.7,-9152.3525390625
3790000,37.5429,758,758,4652.99,15.0593,4945.88,-8994.958984375
3795000,37.5238,759,759,4844.08,14.7052,4980.37,-8953.6298828125
3800000,37.5547,760,760,4672.48,15.4184,4977.68,-9185.8974609375
3805000,37.5917,761,761,4729.88,15.1331,5009.49,-9131.0751953125
3810000,37.6053,762,762,4846.79,14.72,4975.22,-9119.8916015625
3815000,37.4484,763,763,4832.17,14.9183,4981.93,-8980.1748046875
3820000,37.1915,764,764,4857.14,15.4971,5031.05,-9096.18359375
3825000,37.6641,765,765,4863.44,15.1192,5043.27,-9181.25390625
