Real Sto Return,Reward Loss,Running Reverse KL,Running Forward KL,Running Env Steps,Real Det Return,Running Update Time,Itration
275.55,-96123.5625,30.6506,74.9685,2080000,852.53,416,416
226.52,-96332.9140625,31.1014,75.2071,2085000,900.59,417,417
300.95,-96603.34375,31.252,75.0049,2090000,906.44,418,418
257.27,-96321.7109375,30.5361,75.6536,2095000,1004.3,419,419
278.47,-96325.359375,30.9525,75.9027,2100000,955.53,420,420
277.48,-96322.578125,31.2011,75.8609,2105000,951.06,421,421
287.99,-96685.2265625,31.4422,75.5388,2110000,851.13,422,422
311.1,-96059.5546875,31.097,75.0541,2115000,905.03,423,423
243.48,-96752.5859375,31.0422,75.0753,2120000,802.85,424,424
290.0,-96238.359375,30.7952,74.9699,2125000,956.13,425,425
247.61,-96193.9921875,30.9426,75.5342,2130000,1007.73,426,426
297.7,-96361.6015625,30.5357,75.5264,2135000,804.83,427,427
297.28,-96442.6015625,31.2875,75.8468,2140000,953.62,428,428
289.97,-96562.71875,31.0927,75.9753,2145000,806.91,429,429
269.17,-96609.265625,31.1165,75.4994,2150000,997.21,430,430
314.27,-96758.859375,31.2696,74.8629,2155000,957.37,431,431
289.82,-96757.1796875,30.9346,75.2904,2160000,1000.59,432,432
185.56,-96801.828125,31.1499,75.9802,2165000,955.52,433,433
311.71,-96586.8046875,31.4303,75.5764,2170000,902.69,434,434
302.25,-96491.484375,30.5885,75.2861,2175000,954.67,435,435
291.56,-96189.5078125,31.3439,76.1346,2180000,909.58,436,436
274.52,-96963.1328125,31.3845,74.1717,2185000,953.78,437,437
288.76,-96940.0625,31.1981,75.8126,2190000,903.04,438,438
264.64,-96353.84375,31.3571,75.7577,2195000,847.97,439,439
245.0,-96444.734375,32.0726,75.5328,2200000,903.51,440,440
248.88,-96932.828125,31.0319,75.8228,2205000,943.55,441,441
310.66,-96448.4296875,31.0626,75.749,2210000,903.66,442,442
305.7,-97106.046875,31.1927,75.5345,2215000,846.85,443,443
307.33,-96662.5234375,31.2172,75.4135,2220000,891.41,444,444
278.3,-96604.5546875,30.9185,75.9458,2225000,855.13,445,445
242.48,-96834.4609375,31.2013,76.0166,2230000,895.75,446,446
290.23,-96898.390625,31.2473,75.0036,2235000,992.27,447,447
339.04,-96554.5859375,31.1847,75.5457,2240000,846.1,448,448
301.98,-96717.25,30.7382,75.1377,2245000,950.75,449,449
274.32,-97003.3125,31.0997,75.3579,2250000,898.72,450,450
255.95,-97003.1328125,31.2038,75.5041,2255000,954.33,451,451
261.05,-96838.7578125,31.2443,74.7639,2260000,990.1,452,452
297.26,-96792.9921875,30.9912,76.4312,2265000,994.72,453,453
281.02,-96653.734375,31.0381,75.5164,2270000,891.02,454,454
249.29,-96676.3203125,30.8409,76.1078,2275000,943.85,455,455
240.41,-96804.53125,31.1896,74.8913,2280000,895.68,456,456
253.01,-96975.65625,30.6864,76.2358,2285000,993.08,457,457
281.5,-97120.390625,30.817,75.0477,2290000,797.17,458,458
256.76,-96963.3984375,31.09,75.6621,2295000,849.94,459,459
255.97,-97058.9765625,31.1228,75.5379,2300000,847.34,460,460
282.52,-97192.6875,31.2778,75.4168,2305000,802.24,461,461
276.74,-97381.046875,31.2044,75.4629,2310000,696.92,462,462
317.27,-96796.421875,31.4998,75.7642,2315000,946.69,463,463
268.66,-96984.1171875,31.0046,75.7818,2320000,699.76,464,464
280.57,-97160.734375,31.0489,76.1541,2325000,843.62,465,465
300.64,-97225.90625,31.4057,75.5495,2330000,841.26,466,466
311.49,-95774.390625,30.8515,74.6255,2335000,891.32,467,467
256.52,-96941.5859375,31.1714,75.0245,2340000,937.04,468,468
299.72,-96821.578125,30.9635,75.2711,2345000,949.92,469,469
290.13,-97073.84375,30.8941,75.5695,2350000,943.28,470,470
307.37,-97309.171875,31.4134,75.5162,2355000,746.35,471,471
303.27,-97229.3359375,31.3966,75.2218,2360000,939.14,472,472
276.35,-97209.0703125,31.28,76.3191,2365000,947.45,473,473
277.31,-96527.6796875,31.0247,75.817,2370000,845.94,474,474
326.66,-97177.7578125,31.6569,76.0091,2375000,879.62,475,475
283.62,-97420.5703125,31.444,75.9341,2380000,843.78,476,476
302.3,-97361.3046875,30.8979,75.7635,2385000,938.48,477,477
288.71,-97245.0546875,30.8196,75.1937,2390000,936.53,478,478
278.66,-97119.40625,30.4673,74.4987,2395000,842.55,479,479
298.18,-97062.328125,30.692,75.7693,2400000,898.03,480,480
285.29,-97183.8125,30.9166,75.6651,2405000,989.21,481,481
279.31,-97567.171875,31.0621,75.3221,2410000,843.45,482,482
296.15,-97234.9609375,31.4344,75.247,2415000,798.56,483,483
288.82,-97058.3203125,30.8106,74.944,2420000,995.17,484,484
302.3,-97314.859375,31.1807,75.1403,2425000,843.13,485,485
279.19,-97485.15625,30.7056,75.6161,2430000,1001.99,486,486
294.07,-97486.4609375,31.1517,76.4484,2435000,849.31,487,487
321.08,-97525.4375,31.2805,76.121,2440000,943.82,488,488
305.17,-97319.4140625,31.1307,76.053,2445000,890.88,489,489
336.13,-97077.453125,31.0682,75.406,2450000,938.9,490,490
308.64,-97370.671875,31.2349,75.2871,2455000,939.46,491,491
302.29,-97096.7421875,30.8945,75.7718,2460000,947.11,492,492
284.0,-97432.5625,31.2015,75.7907,2465000,900.67,493,493
278.84,-97286.3984375,31.0189,75.337,2470000,847.58,494,494
273.32,-97469.15625,31.0975,75.094,2475000,953.44,495,495
290.71,-97357.53125,31.4925,75.8918,2480000,894.95,496,496
276.09,-97474.1328125,30.2522,75.5078,2485000,845.17,497,497
296.51,-97268.1328125,31.0757,75.8183,2490000,984.38,498,498
261.11,-97258.484375,30.7771,76.3507,2495000,920.59,499,499
324.95,-97515.65625,30.8381,75.7423,2500000,942.62,500,500
262.35,-97276.2890625,31.2456,76.1665,2505000,843.11,501,501
294.65,-97008.71875,31.0921,75.1174,2510000,942.84,502,502
295.48,-97461.28125,30.907,74.9267,2515000,940.62,503,503
223.87,-97326.4765625,30.8113,76.0958,2520000,836.01,504,504
307.82,-97419.1953125,31.2921,75.6301,2525000,950.9,505,505
306.7,-97366.46875,30.9728,75.723,2530000,950.28,506,506
249.11,-97619.5625,30.9771,74.6436,2535000,897.66,507,507
300.24,-97410.6640625,30.8585,75.9078,2540000,892.63,508,508
273.83,-97352.1796875,30.9483,76.3291,2545000,879.79,509,509
302.77,-97282.6640625,30.7751,75.0926,2550000,838.09,510,510
275.83,-97705.171875,30.972,75.0651,2555000,944.25,511,511
277.24,-97309.8125,31.2637,75.6274,2560000,990.13,512,512
278.5,-97407.2421875,31.2725,76.0459,2565000,887.69,513,513
271.32,-97434.5078125,31.3371,75.6061,2570000,885.87,514,514
300.62,-97368.3515625,30.8061,75.2243,2575000,898.19,515,515
307.66,-97343.8828125,31.1626,75.7925,2580000,892.25,516,516
262.93,-97626.3984375,30.9697,76.3223,2585000,846.68,517,517
302.9,-97403.25,31.125,75.3431,2590000,851.73,518,518
254.86,-97452.828125,31.095,75.7346,2595000,798.79,519,519
251.35,-97422.3203125,31.1413,74.9213,2600000,938.58,520,520
303.86,-97402.9765625,31.3063,74.4343,2605000,744.84,521,521
292.53,-97584.7265625,31.3139,75.0947,2610000,841.2,522,522
299.31,-97436.046875,30.8715,75.7014,2615000,940.17,523,523
226.29,-97358.15625,30.9072,75.0453,2620000,931.63,524,524
257.23,-97436.609375,30.8931,75.4764,2625000,893.09,525,525
287.21,-97413.4921875,31.4142,75.8304,2630000,889.54,526,526
314.91,-97330.984375,31.2023,75.6204,2635000,943.9,527,527
288.42,-97402.7265625,31.3507,75.1085,2640000,839.69,528,528
290.03,-97516.34375,31.1092,75.7549,2645000,933.34,529,529
256.04,-97632.8828125,31.1057,75.575,2650000,985.58,530,530
293.47,-97594.8125,31.6666,76.3801,2655000,936.32,531,531
274.32,-97168.2109375,31.1373,75.3586,2660000,837.21,532,532
267.24,-97523.4765625,31.3313,75.246,2665000,940.05,533,533
315.26,-97748.7578125,31.054,75.1297,2670000,841.7,534,534
341.69,-97550.7734375,31.5115,75.6952,2675000,941.18,535,535
251.55,-97667.0,31.3008,75.217,2680000,749.15,536,536
262.91,-97556.53125,31.4516,75.8772,2685000,936.8,537,537
313.23,-96875.3125,31.4427,75.9022,2690000,834.56,538,538
276.58,-97531.0703125,31.4787,75.5679,2695000,980.62,539,539
308.78,-97641.6796875,31.3335,75.035,2700000,785.93,540,540
311.3,-97680.6875,30.9434,75.4434,2705000,888.09,541,541
265.98,-97544.4296875,31.164,75.2327,2710000,882.37,542,542
299.38,-97634.1484375,31.2348,75.626,2715000,837.37,543,543
309.68,-97209.3984375,31.3772,75.4977,2720000,939.37,544,544
231.28,-97666.5390625,31.6221,75.9858,2725000,781.05,545,545
331.26,-97695.0078125,31.861,76.297,2730000,932.97,546,546
198.87,-97595.8203125,30.4944,74.8802,2735000,882.77,547,547
283.28,-96611.546875,34.4239,75.537,2740000,940.52,548,548
208.24,-97750.796875,34.3731,75.4174,2745000,843.32,549,549
251.91,-97638.109375,30.5812,74.7591,2750000,939.6,550,550
320.94,-97460.046875,30.9573,75.0307,2755000,883.31,551,551
253.62,-97779.109375,31.0763,75.7829,2760000,842.07,552,552
286.85,-97995.4765625,31.6412,75.6815,2765000,739.78,553,553
294.16,-97466.640625,30.9039,75.3319,2770000,924.42,554,554
293.82,-97920.7578125,31.7781,75.7482,2775000,875.32,555,555
207.68,-97892.921875,31.5166,75.8028,2780000,950.11,556,556
294.75,-97620.5859375,32.7506,75.5746,2785000,838.95,557,557
300.54,-97707.0078125,31.2094,75.0929,2790000,880.22,558,558
259.39,-97721.3515625,32.7833,76.2338,2795000,932.59,559,559
306.32,-97714.65625,31.8,74.7737,2800000,758.78,560,560
335.36,-97819.3515625,31.5768,76.4042,2805000,941.23,561,561
273.81,-97873.25,31.7884,76.0579,2810000,935.21,562,562
305.86,-97769.0,31.6356,75.9767,2815000,785.75,563,563
287.25,-97516.9140625,32.8975,75.6757,2820000,831.38,564,564
300.84,-97742.71875,31.1276,75.3971,2825000,983.94,565,565
282.65,-97846.2421875,31.3535,76.3625,2830000,933.66,566,566
226.01,-97366.453125,30.8176,75.5659,2835000,886.9,567,567
293.23,-97622.8515625,30.9791,75.8823,2840000,842.33,568,568
263.66,-97631.8671875,31.3128,75.4025,2845000,920.4,569,569
290.55,-97747.6875,31.0688,74.8668,2850000,791.28,570,570
323.87,-97819.0859375,31.413,75.3078,2855000,840.28,571,571
244.04,-97615.3671875,32.9728,75.4542,2860000,835.7,572,572
331.99,-97830.3125,31.3315,75.9326,2865000,841.46,573,573
234.4,-97668.4921875,31.3206,75.0957,2870000,782.81,574,574
243.32,-97923.7109375,31.9479,76.1832,2875000,846.29,575,575
298.89,-97865.4375,31.3021,75.343,2880000,890.82,576,576
273.45,-97112.703125,31.2549,75.7983,2885000,931.24,577,577
314.84,-97894.7890625,31.3156,76.2297,2890000,878.78,578,578
305.12,-97832.59375,31.5653,75.8584,2895000,839.44,579,579
288.29,-97704.421875,32.0398,76.0732,2900000,931.29,580,580
254.78,-97257.734375,31.2405,75.9024,2905000,835.06,581,581
318.1,-97871.7109375,31.6479,76.0331,2910000,828.38,582,582
290.81,-97727.171875,31.1374,75.9214,2915000,836.59,583,583
258.84,-97708.234375,31.804,75.5691,2920000,888.3,584,584
254.53,-97984.3359375,31.761,76.9687,2925000,843.22,585,585
251.55,-97972.0,31.5306,76.1235,2930000,878.66,586,586
269.58,-97835.984375,31.1944,75.2669,2935000,893.11,587,587
293.71,-97994.7421875,31.5004,75.3284,2940000,891.19,588,588
250.1,-97990.1171875,31.6613,75.9812,2945000,893.75,589,589
327.23,-97897.984375,31.2248,75.6795,2950000,891.11,590,590
323.61,-97860.921875,30.9335,75.4776,2955000,932.91,591,591
312.82,-97993.625,31.9172,76.4493,2960000,887.18,592,592
301.8,-97702.1796875,31.0567,75.2953,2965000,893.03,593,593
277.06,-97632.59375,31.5517,75.3861,2970000,941.98,594,594
271.85,-97821.421875,31.5772,75.5828,2975000,981.79,595,595
322.69,-97727.5703125,31.4739,75.9869,2980000,991.14,596,596
278.55,-97866.6015625,31.9209,75.684,2985000,967.29,597,597
254.82,-98003.6953125,31.4989,75.6311,2990000,779.87,598,598
275.42,-97723.1484375,30.9678,76.0657,2995000,749.15,599,599
