Itration,Real Sto Return,Running Reverse KL,Running Forward KL,Reward Loss,Real Det Return,Running Update Time,Running Env Steps
390,10752.48,19.9759,140.1563,-34358.6328125,11931.72,390,1950000
391,11574.86,19.0502,138.9992,-33221.15625,11917.24,391,1955000
392,11696.31,19.0611,138.6186,-33443.84765625,11837.79,392,1960000
393,10976.96,18.8384,139.2218,-35688.3984375,12057.09,393,1965000
394,11527.65,17.3719,140.2686,-35010.26171875,12039.46,394,1970000
395,11629.58,19.2035,139.7216,-34854.125,12048.2,395,1975000
396,10609.26,18.1839,139.8651,-34370.24609375,11904.44,396,1980000
397,11246.2,18.4556,139.8415,-35570.44921875,12121.63,397,1985000
398,11643.9,19.3169,139.6557,-34493.640625,11829.63,398,1990000
399,10127.63,17.0075,139.4004,-34155.05859375,12022.35,399,1995000
400,11413.27,19.3534,139.4628,-34743.50390625,11870.98,400,2000000
401,11726.35,18.7551,139.0491,-34933.23046875,12155.11,401,2005000
402,11395.6,18.81,139.4573,-34586.34765625,11517.72,402,2010000
403,11270.24,17.6717,138.2953,-34667.68359375,12186.17,403,2015000
404,11377.9,17.738,139.5914,-35505.6796875,11947.86,404,2020000
405,11296.44,18.5122,140.4898,-36449.265625,11605.29,405,2025000
406,11189.11,18.2776,140.5316,-36542.8515625,12089.85,406,2030000
407,10618.71,19.1077,140.3505,-36001.21484375,12402.06,407,2035000
408,11505.0,18.6943,139.185,-35663.84765625,12090.25,408,2040000
409,10621.54,17.8346,139.81,-35974.69921875,12282.46,409,2045000
410,11681.85,19.0904,139.5804,-36129.5078125,11573.07,410,2050000
411,11745.01,19.1356,139.2882,-36515.140625,12007.2,411,2055000
412,10615.82,16.2924,139.614,-35745.21875,12281.84,412,2060000
413,10783.48,17.5815,141.1707,-36100.07421875,11695.45,413,2065000
414,11396.02,17.9461,140.4924,-36250.19921875,12215.84,414,2070000
415,11493.03,18.051,139.0599,-36361.53515625,12193.61,415,2075000
416,10821.49,18.6523,139.4968,-38060.53515625,12069.92,416,2080000
417,8884.06,14.9244,139.6817,-36617.0859375,11370.85,417,2085000
418,10445.55,16.9395,139.9377,-36910.171875,11675.13,418,2090000
419,10756.76,18.9994,139.1962,-38194.67578125,12105.98,419,2095000
420,10191.97,17.7036,139.8736,-38021.58984375,11603.11,420,2100000
421,10562.29,17.2079,141.0393,-37868.3828125,12198.55,421,2105000
422,11601.69,19.1202,138.5207,-37467.0859375,11968.45,422,2110000
423,9531.81,16.9856,140.0171,-38472.12109375,11115.88,423,2115000
424,10922.9,16.9298,139.9848,-37038.0703125,12080.43,424,2120000
425,11576.64,18.73,139.209,-38017.296875,12141.54,425,2125000
426,11687.2,18.5465,139.3326,-38246.58984375,12308.4,426,2130000
427,11419.91,17.5746,140.3233,-38531.17578125,12179.8,427,2135000
428,11036.14,19.6088,138.7288,-39134.7109375,12146.67,428,2140000
429,10924.12,19.9719,138.9411,-38747.59765625,12064.93,429,2145000
430,11129.9,20.14,140.6539,-39485.5546875,12220.21,430,2150000
431,11714.61,19.9727,138.6233,-38566.94140625,12126.63,431,2155000
432,10936.9,19.3531,139.2783,-38751.9296875,12161.87,432,2160000
433,11267.39,19.5913,139.4391,-38802.00390625,11803.65,433,2165000
434,10539.02,17.2753,139.6393,-38662.953125,10624.95,434,2170000
435,11493.88,20.0594,139.7781,-39111.2578125,12138.53,435,2175000
436,11562.77,18.3342,140.708,-38788.82421875,12222.64,436,2180000
437,11793.29,20.3347,138.9884,-38886.89453125,12069.96,437,2185000
438,10326.25,18.2574,139.2459,-39045.1171875,12250.07,438,2190000
439,11269.28,20.0315,139.2996,-40425.14453125,12320.23,439,2195000
440,11393.74,20.2,140.4499,-40766.71484375,12019.84,440,2200000
441,11682.96,19.2882,140.0275,-39653.30859375,12294.45,441,2205000
442,9069.02,17.8423,140.6891,-39382.40234375,11993.27,442,2210000
443,11077.95,19.728,139.5526,-41034.48046875,11995.43,443,2215000
444,11200.38,20.3945,140.0554,-40119.76171875,11768.57,444,2220000
445,11664.7,19.6415,139.7673,-40619.18359375,12197.59,445,2225000
446,10335.11,19.7081,140.3107,-40321.5,11923.69,446,2230000
447,11458.16,19.0308,140.888,-40252.3125,11993.6,447,2235000
448,11731.93,19.9576,139.6819,-40667.921875,12097.51,448,2240000
449,11606.11,19.7603,140.1373,-41602.390625,12115.64,449,2245000
450,10171.07,17.6921,140.2802,-40610.21484375,11276.24,450,2250000
451,10800.58,19.42,140.4526,-40808.67578125,12045.85,451,2255000
452,11098.7,17.5171,139.8038,-39415.90625,12061.63,452,2260000
453,10727.74,16.368,141.0755,-39902.234375,12205.39,453,2265000
454,11113.51,17.6009,142.2269,-39930.49609375,11974.58,454,2270000
455,9318.75,17.6312,139.1045,-41465.2265625,11834.57,455,2275000
456,9868.63,16.837,141.1175,-41120.54296875,11193.8,456,2280000
457,10062.09,16.3863,141.0463,-40668.17578125,11952.77,457,2285000
458,10539.71,17.0197,139.2679,-41627.046875,11958.94,458,2290000
459,11623.44,18.97,139.6812,-40894.6796875,12051.15,459,2295000
460,10819.59,18.7363,139.1394,-40931.0390625,12123.32,460,2300000
461,11116.13,19.3816,140.1467,-42952.7578125,12244.68,461,2305000
462,11651.53,19.5674,141.1098,-41454.11328125,11111.75,462,2310000
463,11549.06,18.9717,139.8574,-42313.5,11973.59,463,2315000
464,10881.48,18.7244,138.8015,-42596.1171875,10944.35,464,2320000
465,11210.99,20.5762,139.7889,-42491.41015625,12004.77,465,2325000
466,11663.62,19.9322,139.3085,-41502.1640625,12126.41,466,2330000
467,10147.57,16.3119,138.9642,-40170.96875,12109.61,467,2335000
468,8383.81,18.4677,140.5582,-42228.53125,12018.83,468,2340000
469,11484.22,17.3189,140.366,-40976.3046875,12140.04,469,2345000
470,10278.05,16.538,139.2264,-41263.09375,12146.63,470,2350000
471,10490.61,18.654,139.5464,-43086.421875,11247.28,471,2355000
472,11079.54,20.3966,140.3039,-43108.9453125,12080.94,472,2360000
473,11108.42,20.4623,140.194,-41163.47265625,12225.83,473,2365000
474,10385.57,17.7592,141.3994,-42962.94140625,11621.55,474,2370000
475,11307.89,19.6115,139.5812,-42470.578125,11678.2,475,2375000
476,11072.14,18.5668,140.5224,-43143.9921875,12277.58,476,2380000
477,11418.35,16.8694,138.8176,-42133.78125,12109.93,477,2385000
478,9959.04,18.8754,140.0697,-43980.171875,11980.04,478,2390000
479,11491.22,18.9608,139.1772,-41793.3515625,12302.77,479,2395000
480,11497.0,19.375,139.6259,-42992.08984375,11986.59,480,2400000
481,11706.35,18.4737,139.2236,-42937.09765625,12069.33,481,2405000
482,8717.54,18.7674,139.0175,-44656.90234375,12179.35,482,2410000
483,11170.73,19.7162,139.9837,-42439.26171875,11493.09,483,2415000
484,10575.38,18.129,139.9781,-42866.97265625,12166.89,484,2420000
485,10975.16,19.9604,139.8431,-43095.40234375,12068.25,485,2425000
486,11519.56,17.3323,140.041,-44055.71875,12231.69,486,2430000
487,9483.89,18.0212,140.1289,-43491.56640625,11404.0,487,2435000
488,11495.99,16.6764,140.7995,-42404.63671875,11946.28,488,2440000
489,10015.38,17.7526,139.5682,-43608.19921875,12082.18,489,2445000
490,10945.09,20.0222,139.6215,-45521.18359375,12084.62,490,2450000
491,11028.97,20.2862,139.8088,-44773.51953125,11939.44,491,2455000
492,9380.58,14.8882,141.0794,-42539.59765625,11803.6,492,2460000
493,11570.54,19.0857,139.6156,-44167.70703125,12082.33,493,2465000
494,11103.06,19.1204,140.587,-45907.14453125,12115.82,494,2470000
495,10748.8,19.0846,140.4195,-44546.203125,11878.93,495,2475000
496,11595.9,19.4958,139.1559,-45791.5546875,12199.89,496,2480000
497,11060.47,20.2879,139.6683,-45747.65234375,11878.41,497,2485000
498,11293.42,19.6257,138.3859,-45872.38671875,12194.6,498,2490000
499,11143.67,19.9065,140.289,-45767.98046875,12113.78,499,2495000
500,10989.86,18.1138,139.8857,-45281.69921875,12088.19,500,2500000
501,10694.17,19.6901,139.0516,-45239.65234375,12148.75,501,2505000
502,9164.04,18.8044,139.113,-45388.140625,12043.94,502,2510000
503,11578.53,20.3225,139.3904,-46379.45703125,11955.75,503,2515000
504,10904.05,18.5,139.367,-45875.33203125,12003.46,504,2520000
505,10944.51,16.366,139.6637,-45008.1328125,11986.79,505,2525000
506,11165.52,19.2338,139.5083,-46601.97265625,12151.51,506,2530000
507,10517.32,17.1973,139.4436,-44019.296875,11377.26,507,2535000
508,10370.33,19.3183,139.6733,-46504.6328125,11537.47,508,2540000
509,11410.44,19.4325,138.9037,-45581.98046875,12088.63,509,2545000
510,9501.27,18.7403,138.3713,-46297.98046875,12369.79,510,2550000
511,11448.15,20.5042,139.5473,-45936.29296875,12280.12,511,2555000
512,11697.18,18.3234,138.3932,-45773.0703125,12093.56,512,2560000
513,10752.36,19.2456,138.6778,-46093.95703125,12374.53,513,2565000
514,11525.91,19.463,139.0465,-46038.6484375,12240.09,514,2570000
515,11477.27,18.9277,139.614,-47342.59375,11989.1,515,2575000
516,11512.03,17.4854,139.4698,-46164.84765625,11972.61,516,2580000
517,11828.2,20.0028,139.2659,-47058.2265625,12228.95,517,2585000
518,10594.11,20.4238,140.031,-48602.81640625,11835.41,518,2590000
519,11563.9,20.3939,139.1387,-47234.53125,12167.04,519,2595000
520,11248.22,18.6404,139.7728,-46887.5703125,11560.05,520,2600000
521,11337.65,19.6479,140.0342,-47420.68359375,12113.45,521,2605000
522,10822.55,20.3502,139.8937,-48228.609375,12188.9,522,2610000
523,10812.44,18.45,140.4055,-45769.24609375,12241.57,523,2615000
524,9866.55,16.7961,140.3117,-45948.80078125,11170.05,524,2620000
525,11623.02,19.6533,139.7706,-48332.609375,12081.44,525,2625000
526,11819.23,19.6555,139.2617,-47065.21484375,12157.85,526,2630000
527,11688.32,20.0113,138.9293,-47296.140625,12177.13,527,2635000
528,10619.86,19.9161,138.4917,-47500.140625,12165.99,528,2640000
529,9481.78,17.0347,141.1054,-46739.4375,11792.97,529,2645000
530,11115.79,18.4507,139.58,-47147.22265625,12287.24,530,2650000
531,10614.72,18.3048,140.551,-47572.55859375,12056.39,531,2655000
532,11778.47,20.4424,139.3161,-48780.515625,12265.38,532,2660000
533,9774.01,15.8335,140.8883,-45969.66015625,10322.71,533,2665000
534,11572.3,18.9522,140.2093,-47383.94140625,12177.85,534,2670000
535,11309.85,19.8792,139.3713,-46925.6484375,12144.33,535,2675000
536,11652.26,19.7051,139.5605,-48390.02734375,12134.31,536,2680000
537,11778.54,20.3937,139.7748,-46507.0625,12135.58,537,2685000
538,11402.95,19.9981,139.141,-47748.0625,11363.88,538,2690000
539,11557.96,18.8105,139.1879,-46189.515625,11912.93,539,2695000
540,10744.88,19.5089,139.5567,-47569.91015625,11884.57,540,2700000
541,11809.16,20.8707,139.1785,-47397.81640625,12121.22,541,2705000
542,11333.01,19.902,139.2114,-48276.65234375,11913.03,542,2710000
543,10830.95,19.6158,139.8239,-48235.30078125,11820.56,543,2715000
544,11080.72,19.99,139.9409,-48360.48046875,12257.29,544,2720000
545,10983.14,19.4575,140.6199,-48710.5625,12201.64,545,2725000
546,11772.65,20.5081,139.4039,-48078.49609375,12154.01,546,2730000
547,11136.74,22.4352,139.2892,-46779.921875,12036.56,547,2735000
548,11363.99,18.4814,139.3482,-47918.42578125,12288.89,548,2740000
549,11363.18,21.106,140.7991,-49156.0703125,12090.58,549,2745000
550,11608.12,18.2248,140.1351,-47474.72265625,12119.48,550,2750000
551,11634.59,20.2392,140.6544,-49151.33984375,12138.94,551,2755000
552,11256.05,20.8987,140.4628,-48472.89453125,12175.98,552,2760000
553,11648.92,20.8573,139.4747,-48624.16796875,12165.09,553,2765000
554,11405.51,20.442,139.7174,-47792.2421875,12198.08,554,2770000
555,11823.76,20.2204,140.4184,-48238.64453125,11553.53,555,2775000
556,11872.8,20.6842,139.5794,-48890.109375,12258.12,556,2780000
557,11802.43,20.4026,140.2489,-48625.9375,12173.27,557,2785000
558,11106.17,20.9183,139.651,-49234.92578125,12040.77,558,2790000
559,11763.77,20.6866,139.5095,-47915.2109375,11632.49,559,2795000
560,11482.36,19.7969,140.3971,-49747.71875,11974.05,560,2800000
561,11348.1,18.2718,140.0598,-48573.859375,11699.13,561,2805000
562,11679.18,20.3018,139.7527,-48737.16015625,12151.93,562,2810000
563,10573.54,19.3623,140.7499,-49582.59765625,11633.79,563,2815000
564,9193.68,20.5665,140.5369,-49257.12890625,11971.63,564,2820000
565,10269.78,17.2049,140.6665,-48695.8828125,11408.45,565,2825000
566,11223.78,18.7688,139.1417,-48865.0703125,12068.58,566,2830000
567,10862.68,18.9159,140.4485,-49891.8046875,11645.06,567,2835000
568,11325.49,19.6563,139.1189,-49151.8984375,11981.95,568,2840000
569,10392.76,19.9097,139.6201,-50136.7890625,11912.49,569,2845000
570,11212.57,18.6069,141.1549,-49125.76953125,11531.32,570,2850000
571,11419.91,19.1463,141.0785,-49624.12890625,10590.05,571,2855000
572,10752.25,19.7064,140.5424,-50492.6484375,11864.36,572,2860000
573,10768.46,17.6095,140.2601,-48931.6640625,11282.89,573,2865000
574,11070.32,19.3861,139.9623,-48277.046875,12135.74,574,2870000
575,10817.78,19.4889,140.0203,-49038.453125,11909.04,575,2875000
576,11537.26,19.2922,140.1995,-49905.13671875,11961.03,576,2880000
577,10764.65,19.0531,140.6759,-49471.42578125,11715.86,577,2885000
578,11272.87,18.4182,139.198,-49112.31640625,11836.85,578,2890000
579,10752.11,19.9985,139.7148,-49958.6484375,11351.45,579,2895000
580,10843.33,19.7256,140.619,-49722.33984375,11648.32,580,2900000
581,10718.66,19.5203,139.1093,-49757.31640625,11062.92,581,2905000
582,11253.34,19.1301,139.2711,-50309.51953125,11951.71,582,2910000
583,10877.94,19.4829,140.204,-49748.578125,11959.76,583,2915000
584,11311.06,18.8794,139.5792,-48809.8984375,12183.64,584,2920000
585,10298.74,20.4217,140.3613,-49628.98828125,11850.89,585,2925000
586,10312.18,18.0112,140.2266,-47966.4453125,11884.25,586,2930000
587,10924.65,20.2635,139.6655,-49908.3046875,12020.78,587,2935000
588,11300.31,19.267,139.7125,-49153.38671875,12169.72,588,2940000
589,10853.69,18.5114,139.6821,-49372.6015625,12171.24,589,2945000
590,10675.08,18.2703,139.9679,-49219.359375,12100.38,590,2950000
591,10630.47,19.8092,139.1916,-49885.58984375,11171.09,591,2955000
592,10842.89,19.8211,139.4152,-50002.40234375,11970.34,592,2960000
593,9459.59,17.2389,140.6054,-49450.94921875,11659.51,593,2965000
594,9139.09,18.0618,140.1355,-50075.2734375,11495.81,594,2970000
595,11349.8,20.6283,138.9736,-48942.54296875,12123.39,595,2975000
596,11214.69,20.3029,139.7848,-49574.8046875,11957.48,596,2980000
597,11470.82,20.7213,140.0828,-49728.8671875,11989.06,597,2985000
598,11050.9,20.5016,139.171,-49710.4140625,11941.99,598,2990000
599,11226.56,17.6242,139.3059,-48601.5234375,11978.08,599,2995000
