Itration,Real Det Return,Running Update Time,Running Env Steps,Real Sto Return,Running Forward KL,Running Reverse KL,Reward Loss
383,3852.45,383,1915000,3884.83,44.4497,17.2384,-5157.193359375
384,3786.29,384,1920000,3900.87,44.0303,16.5917,-5169.26611328125
385,3878.15,385,1925000,3503.11,43.8532,16.7715,-5191.3662109375
386,3792.19,386,1930000,3901.48,44.0182,16.5353,-5239.548828125
387,3714.03,387,1935000,3866.49,44.2579,16.6154,-5316.44677734375
388,3895.82,388,1940000,3983.64,44.2527,17.9302,-5315.90869140625
389,3761.93,389,1945000,3988.57,44.043,17.292,-5319.97509765625
390,3768.77,390,1950000,3924.06,44.1271,17.4598,-5411.021484375
391,3637.23,391,1955000,3936.82,43.9071,16.9712,-5338.45068359375
392,3855.73,392,1960000,3991.72,44.1481,17.4535,-5293.33642578125
393,3725.38,393,1965000,3931.01,44.2138,17.2387,-5454.7900390625
394,3898.57,394,1970000,3959.97,44.0981,16.9918,-5413.869140625
395,3743.26,395,1975000,3957.36,44.1431,17.0143,-5489.4072265625
396,3805.46,396,1980000,3931.29,44.0535,17.0776,-5469.58642578125
397,3688.48,397,1985000,3929.67,44.3621,16.9621,-5527.771484375
398,3768.46,398,1990000,3902.94,43.8438,16.838,-5439.72265625
399,3867.2,399,1995000,3934.54,44.1339,16.8571,-5563.49267578125
400,3702.96,400,2000000,3917.12,43.9666,16.696,-5496.6171875
401,3932.07,401,2005000,3975.89,44.005,17.2001,-5568.10400390625
402,3815.35,402,2010000,3939.87,44.277,17.3103,-5558.39501953125
403,3979.86,403,2015000,4013.35,44.236,17.6303,-5495.1474609375
404,3829.92,404,2020000,4006.57,44.1222,17.2031,-5489.44921875
405,3747.44,405,2025000,3987.73,44.0326,17.2092,-5636.23046875
406,3622.47,406,2030000,4000.34,43.9786,17.0141,-5585.5751953125
407,3668.09,407,2035000,3967.57,43.903,17.0807,-5635.54296875
408,3735.44,408,2040000,3963.76,44.0659,17.0141,-5594.919921875
409,3615.91,409,2045000,4022.19,43.9886,17.2998,-5616.95751953125
410,3730.94,410,2050000,4017.17,44.2783,17.2087,-5655.203125
411,3506.23,411,2055000,3995.15,44.2337,17.5144,-5722.4990234375
412,3442.26,412,2060000,3968.26,44.3476,17.3605,-5743.27197265625
413,3791.87,413,2065000,3787.58,44.016,17.2517,-5624.35107421875
414,3474.06,414,2070000,3963.26,43.9674,16.89,-5764.373046875
415,3531.97,415,2075000,3972.74,43.9006,16.9888,-5772.01513671875
416,3598.14,416,2080000,4003.62,44.2634,17.2495,-5801.48095703125
417,3642.1,417,2085000,4020.92,43.7512,17.4878,-5720.28173828125
418,3532.43,418,2090000,3974.94,43.7421,17.402,-5912.89599609375
419,3488.83,419,2095000,4000.71,43.8605,16.989,-5894.12744140625
420,3579.24,420,2100000,4013.08,43.8176,16.9973,-5906.22021484375
421,4020.36,421,2105000,4070.88,43.8279,17.567,-5885.6416015625
422,3618.29,422,2110000,3909.55,44.3183,16.7167,-6026.28515625
423,3712.31,423,2115000,3966.41,44.2349,17.4022,-5942.40087890625
424,3808.56,424,2120000,4014.68,44.0702,17.2665,-5928.27490234375
425,3737.83,425,2125000,3987.2,43.8563,17.0505,-5863.42431640625
426,3431.02,426,2130000,3996.64,44.1699,17.2757,-6058.42626953125
427,3579.7,427,2135000,3813.94,44.312,17.2647,-6062.42236328125
428,3446.62,428,2140000,3985.43,44.0558,17.1925,-6022.931640625
429,3488.2,429,2145000,3934.21,43.9338,17.1598,-6067.42138671875
430,3678.06,430,2150000,3992.3,44.0214,17.2884,-6056.30712890625
431,3875.41,431,2155000,3997.53,43.95,17.1918,-6084.03857421875
432,3654.43,432,2160000,3948.85,43.9114,16.97,-6175.38818359375
433,3772.16,433,2165000,3930.68,43.9707,16.9918,-6031.48193359375
434,3570.81,434,2170000,3925.96,43.7453,16.0154,-6287.953125
435,3725.02,435,2175000,3929.08,43.9519,16.8369,-6285.45458984375
436,3731.41,436,2180000,4048.79,43.9634,17.2321,-6218.3525390625
437,3902.56,437,2185000,3972.31,44.0253,16.9003,-6200.314453125
438,3606.16,438,2190000,4015.1,44.1454,17.0914,-6241.56005859375
439,3364.23,439,2195000,3963.28,44.0458,17.2765,-6185.572265625
440,3511.52,440,2200000,3965.37,43.8214,17.0681,-6322.771484375
441,3859.28,441,2205000,3959.47,43.789,17.0023,-6207.6591796875
442,3627.77,442,2210000,3926.44,43.9989,16.8453,-6350.32470703125
443,3404.6,443,2215000,3938.94,44.0513,16.9966,-6372.77587890625
444,3748.5,444,2220000,3957.65,44.1611,18.3656,-6396.7685546875
445,3869.74,445,2225000,4006.94,44.1337,16.8857,-6277.72802734375
446,3638.4,446,2230000,3942.46,44.1841,16.7844,-6485.38916015625
447,3420.82,447,2235000,3984.52,43.9751,17.0233,-6441.8603515625
448,3768.81,448,2240000,3969.46,43.9096,16.9442,-6413.37353515625
449,3297.11,449,2245000,3907.2,44.3401,16.7819,-6583.587890625
450,3245.74,450,2250000,3935.42,44.1138,17.1064,-6454.087890625
451,3785.49,451,2255000,3899.71,44.177,17.0446,-6500.42041015625
452,3965.34,452,2260000,4032.15,44.2525,17.4339,-6449.9580078125
453,3872.4,453,2265000,4015.19,44.0084,17.1552,-6506.2060546875
454,3810.73,454,2270000,3960.53,44.1103,16.8272,-6423.544921875
455,3696.0,455,2275000,3969.36,44.0539,16.9583,-6543.13623046875
456,3594.31,456,2280000,3954.98,44.1536,16.9511,-6638.298828125
457,3358.13,457,2285000,3918.1,44.2124,16.5801,-6694.51953125
458,3801.69,458,2290000,3971.67,44.1698,16.5731,-6584.30859375
459,3831.21,459,2295000,3982.36,44.2567,16.697,-6605.9052734375
460,3684.04,460,2300000,4005.11,43.7363,16.6118,-6666.236328125
461,3639.08,461,2305000,3958.03,43.9577,16.364,-6768.53515625
462,3870.09,462,2310000,3992.64,44.0681,16.6842,-6763.36181640625
463,3846.58,463,2315000,3998.64,44.036,17.1651,-6641.08544921875
464,3854.91,464,2320000,4001.13,43.72,16.7116,-6718.0751953125
465,3832.95,465,2325000,4011.74,44.0571,16.8996,-6743.38916015625
466,3874.52,466,2330000,4040.06,43.7284,16.6457,-6814.2216796875
467,3970.41,467,2335000,4059.23,43.8271,16.6685,-6725.9482421875
468,3841.94,468,2340000,4004.16,44.0186,16.3255,-6840.78759765625
469,3930.84,469,2345000,4037.28,43.8777,16.9004,-6827.876953125
470,3882.99,470,2350000,4008.88,43.858,17.2525,-6880.962890625
471,3464.32,471,2355000,3850.97,44.0047,16.7409,-7016.638671875
472,3631.57,472,2360000,3991.92,43.8888,16.8197,-6858.458984375
473,3989.3,473,2365000,4039.08,44.031,17.2297,-6913.23583984375
474,3890.36,474,2370000,4046.96,43.9431,16.7558,-6940.71875
475,4034.44,475,2375000,4096.25,43.6403,17.3656,-6908.630859375
476,3809.3,476,2380000,4015.38,44.0287,16.8937,-7074.27099609375
477,3824.46,477,2385000,3995.23,43.875,17.099,-6922.7177734375
478,3910.86,478,2390000,4006.5,43.947,16.7639,-6898.99365234375
479,3890.37,479,2395000,4038.23,43.7488,16.8357,-6968.1796875
480,3880.28,480,2400000,3986.64,44.1695,17.1622,-6996.9599609375
481,3815.94,481,2405000,3976.51,43.8591,16.8524,-7117.76953125
482,3963.61,482,2410000,4034.67,43.9491,17.1131,-7053.38330078125
483,3833.7,483,2415000,4045.65,44.0816,16.9426,-7158.70751953125
484,3849.82,484,2420000,4009.68,43.6291,16.79,-7126.576171875
485,3796.96,485,2425000,3970.14,43.8981,16.7171,-7105.716796875
486,3474.05,486,2430000,3939.28,44.1103,16.7466,-7224.49072265625
487,3597.31,487,2435000,3952.07,43.7133,16.9339,-7230.775390625
488,3932.0,488,2440000,3996.52,44.1682,17.4846,-7199.02490234375
489,3560.13,489,2445000,4012.0,43.9093,16.6677,-7171.0927734375
490,3466.2,490,2450000,3998.53,44.1101,16.9793,-7201.43359375
491,3529.91,491,2455000,4026.15,44.0973,16.5533,-7311.1162109375
492,3743.35,492,2460000,3975.53,44.138,16.8384,-7299.3125
493,3423.2,493,2465000,3952.83,44.3164,16.9485,-7315.15771484375
494,3979.31,494,2470000,3940.61,44.0352,17.1766,-7226.71484375
495,3904.16,495,2475000,4039.98,43.9281,17.3967,-7304.67919921875
496,3692.0,496,2480000,3786.52,44.1809,17.1361,-7332.322265625
497,3674.87,497,2485000,3993.44,43.7627,16.5225,-7376.93310546875
498,3759.11,498,2490000,3988.24,43.7632,16.6501,-7415.8798828125
499,3925.98,499,2495000,4019.16,43.9994,17.0107,-7383.01953125
500,3924.82,500,2500000,4074.57,43.8912,17.8193,-7437.498046875
501,3867.14,501,2505000,4044.99,43.8833,17.1237,-7460.95166015625
502,3978.69,502,2510000,4106.75,44.0507,17.819,-7414.90966796875
503,3838.92,503,2515000,4058.56,44.0597,16.8686,-7462.07421875
504,3960.76,504,2520000,4097.55,43.7867,16.9486,-7372.7275390625
505,3940.79,505,2525000,4083.3,43.8724,16.824,-7347.7734375
506,3729.59,506,2530000,4058.1,43.9923,16.8922,-7524.0419921875
507,3635.82,507,2535000,4055.85,43.8376,17.2181,-7463.00537109375
508,3648.54,508,2540000,4039.84,44.0267,17.7539,-7536.9912109375
509,3720.46,509,2545000,4082.64,43.6423,17.4749,-7476.64013671875
510,3951.22,510,2550000,4095.19,43.8047,17.0048,-7564.27392578125
511,3820.84,511,2555000,4024.61,43.7152,16.8894,-7640.7041015625
512,3823.35,512,2560000,4115.83,43.6346,17.3366,-7630.72265625
513,3968.29,513,2565000,4131.55,43.9137,18.1998,-7571.0322265625
514,3564.91,514,2570000,4044.36,43.8949,17.2159,-7795.0078125
515,4069.06,515,2575000,4156.04,43.7741,17.2706,-7661.1083984375
516,4036.36,516,2580000,4119.12,43.8632,17.6928,-7639.71337890625
517,4042.51,517,2585000,4069.34,43.6781,17.4556,-7744.0517578125
518,3969.23,518,2590000,4070.97,43.9931,17.1371,-7884.71484375
519,3951.91,519,2595000,4026.8,44.0225,17.0352,-7800.76513671875
520,3964.8,520,2600000,4088.39,43.7429,17.1787,-7771.8564453125
521,4000.46,521,2605000,4146.33,43.8418,17.2694,-7680.18505859375
522,3950.21,522,2610000,3993.51,43.8189,17.1644,-7840.7626953125
523,4001.0,523,2615000,4073.99,43.8944,17.2696,-7816.73291015625
524,4027.31,524,2620000,4119.23,43.6309,17.6335,-7764.7646484375
525,4011.52,525,2625000,4086.08,43.4912,17.8255,-7826.19482421875
526,4022.75,526,2630000,4088.92,43.9205,17.113,-7911.671875
527,3616.43,527,2635000,4138.2,43.7841,17.7677,-8030.04541015625
528,3613.03,528,2640000,4071.44,43.5888,17.7709,-7963.60986328125
529,3519.96,529,2645000,4061.99,43.7188,17.5061,-8084.96484375
530,4075.95,530,2650000,4126.58,43.7238,18.2922,-8053.81396484375
531,3721.96,531,2655000,4113.94,43.7353,17.6564,-8039.97314453125
532,3871.36,532,2660000,4087.07,44.0054,18.0542,-8095.0029296875
533,3526.5,533,2665000,4041.18,43.7362,17.5801,-8211.6279296875
534,3456.66,534,2670000,4035.89,44.2121,18.0238,-8256.177734375
535,3420.74,535,2675000,4047.24,43.6666,17.5432,-8270.5625
536,3452.1,536,2680000,4001.2,43.9944,17.5482,-8400.6943359375
537,3564.83,537,2685000,4070.97,43.9766,18.2794,-8329.3212890625
538,3602.52,538,2690000,4061.89,44.1855,17.7883,-8372.171875
539,3705.7,539,2695000,4063.13,43.9305,17.5181,-8300.1162109375
540,3492.13,540,2700000,4061.93,43.4968,17.3291,-8339.6591796875
541,3565.41,541,2705000,4063.09,43.8788,17.745,-8315.7294921875
542,3826.57,542,2710000,4085.33,43.94,17.7451,-8315.2333984375
543,3515.38,543,2715000,4004.68,43.5507,17.1034,-8454.802734375
544,3617.28,544,2720000,4082.5,44.0198,17.6731,-8417.490234375
545,4033.34,545,2725000,4212.91,43.6197,17.779,-8412.279296875
546,3675.55,546,2730000,4133.88,43.6576,17.8714,-8429.8857421875
547,3816.08,547,2735000,4120.19,44.0167,17.8628,-8451.1640625
548,3873.61,548,2740000,4202.22,43.7079,18.7062,-8537.56640625
549,3804.61,549,2745000,4088.45,43.9621,17.788,-8472.814453125
550,3670.54,550,2750000,4149.58,43.7274,18.093,-8352.1591796875
551,3820.85,551,2755000,4160.38,43.7741,17.7966,-8568.505859375
552,3852.54,552,2760000,4117.31,43.6836,17.553,-8370.64453125
553,3579.33,553,2765000,4129.16,43.7732,18.4566,-8498.5166015625
554,3688.34,554,2770000,4071.31,43.6379,17.2575,-8647.5166015625
555,3484.76,555,2775000,4118.2,43.7685,17.8428,-8580.833984375
556,3775.59,556,2780000,4087.8,43.5737,17.4069,-8518.099609375
557,3463.23,557,2785000,4034.92,43.8412,17.2455,-8656.91015625
558,3991.57,558,2790000,4095.03,43.8024,17.5425,-8431.251953125
559,3474.59,559,2795000,4043.49,44.0426,17.365,-8624.822265625
560,3392.26,560,2800000,3989.37,43.7412,17.1707,-8613.6064453125
561,3438.36,561,2805000,4047.06,43.7851,17.2215,-8626.4814453125
562,3475.48,562,2810000,4052.84,43.8056,17.5844,-8517.6240234375
563,3664.11,563,2815000,4110.02,43.9519,17.7982,-8577.080078125
564,3482.71,564,2820000,4055.97,43.7784,16.8344,-8629.79296875
565,3416.07,565,2825000,4032.02,43.7986,16.968,-8665.6474609375
566,3456.86,566,2830000,4079.83,43.606,17.5398,-8716.1796875
567,3489.1,567,2835000,4058.19,43.5187,17.2121,-8756.2470703125
568,3367.13,568,2840000,4020.94,43.7855,16.9007,-8755.06640625
569,3800.61,569,2845000,4119.44,43.6514,17.6245,-8733.5185546875
570,3602.45,570,2850000,4139.66,43.6067,17.6441,-8686.48828125
571,3641.58,571,2855000,4074.74,43.7401,17.0749,-8794.98828125
572,3555.59,572,2860000,4136.87,43.7135,17.2305,-8776.5908203125
573,3429.5,573,2865000,4027.37,43.5924,17.247,-8864.0234375
574,3701.74,574,2870000,4083.17,43.635,16.9185,-8782.7763671875
575,3647.28,575,2875000,4138.81,43.5887,17.7128,-9011.09375
576,3687.47,576,2880000,4100.7,43.4552,16.952,-8886.130859375
577,4009.59,577,2885000,4131.75,43.7698,17.413,-8697.3427734375
578,3867.77,578,2890000,4139.75,43.6283,17.5799,-8777.673828125
579,3726.18,579,2895000,4101.33,43.513,17.4486,-8934.4248046875
580,3910.33,580,2900000,4160.5,43.4638,17.322,-8815.4052734375
581,3787.71,581,2905000,4144.79,43.5546,17.4568,-8863.841796875
582,3830.57,582,2910000,4125.44,43.7432,17.235,-8881.1689453125
583,3927.48,583,2915000,4133.29,43.774,17.5928,-8806.15625
584,3718.77,584,2920000,4137.13,43.6834,17.0938,-8893.318359375
585,3772.46,585,2925000,4135.2,43.326,16.7581,-9090.4658203125
586,3831.05,586,2930000,4078.1,43.3604,16.8796,-9096.26953125
587,3781.21,587,2935000,4064.41,43.6063,17.1872,-9027.869140625
588,3852.13,588,2940000,4148.23,43.7198,17.0397,-9096.9384765625
589,3917.43,589,2945000,4148.94,43.6152,17.3299,-9151.611328125
590,3989.75,590,2950000,4107.01,43.5767,16.9845,-9118.4287109375
591,4081.43,591,2955000,4134.12,43.464,17.6388,-9154.5146484375
592,3846.97,592,2960000,4063.26,43.6918,16.8973,-9094.326171875
593,3637.1,593,2965000,4090.59,43.5767,17.2407,-9197.3740234375
594,3696.32,594,2970000,4082.41,43.5782,17.252,-9140.14453125
595,3421.83,595,2975000,4033.94,43.9012,17.6661,-9272.5693359375
596,3544.8,596,2980000,4149.67,43.7287,18.3332,-9399.287109375
597,3466.54,597,2985000,4023.01,43.8537,17.7836,-9415.833984375
598,3428.74,598,2990000,4088.83,43.7336,17.3296,-9223.533203125
599,3427.18,599,2995000,4025.24,43.738,17.393,-9263.5439453125
600,3400.98,600,3000000,4081.53,43.7126,17.5197,-9239.875
601,3504.13,601,3005000,4177.19,43.4458,17.4565,-9149.8154296875
602,3659.1,602,3010000,4087.89,43.8144,17.3112,-9271.0517578125
603,3447.73,603,3015000,4086.73,43.7845,17.0653,-9366.453125
604,3306.87,604,3020000,4004.73,43.8715,16.8629,-9412.900390625
605,3370.43,605,3025000,4063.79,43.4581,18.3442,-9345.4169921875
606,3298.76,606,3030000,3871.99,43.6098,16.6308,-9558.6982421875
607,3472.66,607,3035000,4039.52,43.4356,16.9799,-9635.7646484375
608,3306.25,608,3040000,3986.4,44.0461,16.8795,-9600.6494140625
609,3546.14,609,3045000,3997.93,43.6097,16.922,-9421.6181640625
610,3331.02,610,3050000,4017.83,43.4965,16.9894,-9522.10546875
611,3465.71,611,3055000,4007.5,43.6327,17.588,-9482.322265625
612,3567.34,612,3060000,3836.45,43.6648,16.725,-9499.05078125
613,3883.81,613,3065000,4051.77,43.6919,17.3698,-9447.2353515625
614,3381.34,614,3070000,4024.05,43.6377,17.2594,-9675.84765625
615,3679.78,615,3075000,4051.51,43.6835,17.5316,-9554.578125
616,3748.28,616,3080000,4161.57,43.5268,17.4033,-9457.8125
617,4061.28,617,3085000,3883.88,43.7593,17.3687,-9378.9267578125
618,4154.76,618,3090000,4047.09,43.7083,18.3311,-9329.7392578125
619,4043.22,619,3095000,4138.17,43.6642,18.0448,-9610.982421875
620,4179.76,620,3100000,4260.27,44.0014,19.3318,-9395.7099609375
621,905.93,621,3105000,620.19,49.621,110.1805,-8795.5126953125
622,253.14,622,3110000,243.67,51.0132,105.0399,-9042.37890625
623,1007.24,623,3115000,1320.84,46.9466,115.7567,-9078.21875
624,413.81,624,3120000,486.21,47.551,102.519,-9186.3359375
625,1083.8,625,3125000,891.35,47.0261,95.4339,-9222.8798828125
626,733.11,626,3130000,1345.3,47.6512,74.2574,-9230.0830078125
627,1783.44,627,3135000,1968.8,45.4343,58.7437,-9477.74609375
628,2251.77,628,3140000,2315.05,45.2805,65.7582,-9537.7744140625
629,3490.89,629,3145000,3593.36,44.6923,26.9992,-10222.400390625
630,3409.34,630,3150000,3872.9,44.1672,19.5453,-9785.91015625
631,3135.52,631,3155000,3506.53,44.4915,19.8515,-9874.3154296875
632,3626.84,632,3160000,4060.11,43.9486,19.2988,-9454.93359375
633,2693.85,633,3165000,3650.13,44.8688,19.3492,-9920.9296875
634,3251.91,634,3170000,4066.11,43.8703,19.2937,-9564.416015625
635,3379.85,635,3175000,4156.54,43.5202,20.583,-9415.1552734375
636,3708.3,636,3180000,4156.05,43.7031,19.8316,-9350.3681640625
637,3139.96,637,3185000,3986.8,43.7849,19.1023,-9667.0400390625
638,3417.18,638,3190000,4099.85,43.7128,19.3674,-9577.9521484375
639,4194.65,639,3195000,4151.12,43.8389,19.9772,-9279.3505859375
640,4010.1,640,3200000,4145.06,43.7288,18.0068,-9620.8837890625
641,4157.94,641,3205000,4167.46,44.0529,19.2635,-9509.99609375
642,3653.78,642,3210000,4053.72,43.8621,18.7055,-9762.1171875
643,4108.8,643,3215000,4063.78,44.0284,18.9582,-9633.5087890625
644,4022.07,644,3220000,4099.72,43.9075,18.403,-9695.06640625
645,3871.88,645,3225000,4086.61,43.9293,19.0932,-9731.193359375
646,3612.47,646,3230000,4111.99,44.0553,18.8372,-9921.72265625
647,3993.45,647,3235000,4104.96,43.9844,19.3838,-9865.76171875
648,4071.27,648,3240000,4104.08,44.374,20.254,-9726.5390625
649,4102.96,649,3245000,4140.5,44.4171,19.9964,-9746.7607421875
650,4113.28,650,3250000,4136.72,44.3731,18.3868,-9640.9755859375
651,4108.06,651,3255000,4184.06,43.6794,18.3659,-9544.2451171875
652,4141.72,652,3260000,4180.05,43.8319,18.2542,-9726.1171875
653,4086.56,653,3265000,3890.23,43.9214,18.0292,-9786.9091796875
654,3873.87,654,3270000,3214.81,44.0605,19.3478,-9868.3466796875
655,403.31,655,3275000,395.64,50.922,43.132,-10337.5625
656,4100.25,656,3280000,3337.63,44.3807,19.8576,-9669.39453125
657,4076.72,657,3285000,4073.22,44.3702,20.3457,-9904.1572265625
658,3994.01,658,3290000,3988.71,44.5705,20.2596,-10358.880859375
659,3810.36,659,3295000,3854.42,44.5895,20.522,-9831.3740234375
660,3818.34,660,3300000,3947.8,45.1168,21.4945,-10172.9072265625
661,4064.26,661,3305000,4066.65,44.9654,22.1955,-10022.8310546875
662,4125.08,662,3310000,4116.05,44.8105,21.4469,-10074.162109375
663,4155.5,663,3315000,4211.11,44.8404,22.0783,-9916.2158203125
664,4141.25,664,3320000,4123.69,45.0384,21.8527,-10007.72265625
665,4175.69,665,3325000,4159.53,44.7529,21.1727,-9980.28515625
666,4238.45,666,3330000,4233.3,44.7762,22.0772,-10135.3076171875
667,4215.83,667,3335000,4198.49,44.7068,21.2528,-10048.1396484375
668,4193.59,668,3340000,4177.99,44.4103,20.0093,-10136.3291015625
669,4250.43,669,3345000,4229.04,44.4417,20.2719,-10096.673828125
670,4242.57,670,3350000,4213.75,44.3474,20.3169,-9947.7255859375
671,4257.38,671,3355000,4186.19,44.3566,20.3315,-9896.365234375
672,4227.71,672,3360000,4198.83,43.9262,19.8381,-9775.1953125
673,4230.29,673,3365000,4127.48,43.9967,19.1371,-9886.56640625
674,4207.25,674,3370000,4140.51,43.8195,18.7414,-9932.8408203125
675,4242.31,675,3375000,4193.08,43.9346,19.6376,-9880.8935546875
676,4234.21,676,3380000,4168.54,43.9792,19.2272,-10112.3046875
677,4256.18,677,3385000,4220.17,43.9568,19.9575,-10055.875
678,4180.7,678,3390000,4160.99,44.1215,19.037,-10073.8916015625
679,4244.75,679,3395000,4229.31,43.7229,19.4681,-10135.18359375
680,4206.21,680,3400000,4188.86,43.708,19.1556,-10196.5361328125
681,4152.28,681,3405000,4138.26,43.9751,18.5848,-10240.580078125
682,4205.45,682,3410000,4212.09,44.0237,18.9432,-10233.376953125
683,4305.82,683,3415000,4287.8,43.6522,19.588,-10122.39453125
684,4271.8,684,3420000,4247.65,44.0561,19.4392,-10208.9462890625
685,4272.02,685,3425000,4230.17,43.7035,20.0171,-10138.3056640625
686,4234.08,686,3430000,4217.23,43.6788,19.1183,-10219.0185546875
687,4223.91,687,3435000,4220.76,43.5266,18.8591,-10162.869140625
688,4214.63,688,3440000,4191.77,44.0445,18.8713,-10113.96875
689,4236.7,689,3445000,4195.3,43.6742,19.2734,-10205.36328125
690,4251.78,690,3450000,4235.66,43.5584,18.9686,-10197.3427734375
691,4205.74,691,3455000,4191.87,43.7316,18.9522,-10286.029296875
692,4281.97,692,3460000,4286.1,43.8297,19.7634,-10419.8720703125
693,4264.24,693,3465000,4262.71,43.8613,19.4256,-10391.85546875
694,4223.27,694,3470000,4224.68,43.8601,18.7889,-10277.03515625
695,4237.86,695,3475000,4291.95,44.0215,19.6367,-10369.9794921875
696,4278.33,696,3480000,4243.01,43.8488,19.9169,-10456.3525390625
697,4304.77,697,3485000,4330.8,43.9878,20.3426,-10437.9443359375
698,4275.1,698,3490000,4288.67,44.1651,19.7263,-10473.6611328125
699,4274.65,699,3495000,4309.36,44.1096,19.3936,-10362.0966796875
700,4270.07,700,3500000,4287.46,44.0796,20.5029,-10672.6845703125
701,4285.35,701,3505000,4334.33,44.0843,20.0627,-10361.9287109375
702,4297.42,702,3510000,4291.33,44.0115,20.1959,-10551.1240234375
703,4247.12,703,3515000,4288.22,43.9518,19.7164,-10352.7021484375
704,4253.24,704,3520000,4234.39,43.6439,18.9766,-10438.2841796875
705,4255.38,705,3525000,4258.93,43.8789,19.3497,-10654.900390625
706,4279.36,706,3530000,4276.27,44.1819,19.8856,-10566.28125
707,4274.05,707,3535000,4274.09,43.7135,19.2992,-10531.2177734375
708,4302.68,708,3540000,4293.26,43.9802,19.9516,-10552.19921875
709,4322.18,709,3545000,4310.12,43.8054,19.7659,-10620.041015625
710,4282.72,710,3550000,4326.03,43.9391,20.7302,-10631.8564453125
711,4266.05,711,3555000,4259.63,44.005,20.1779,-10599.275390625
712,4264.27,712,3560000,4222.51,43.8523,19.6808,-10835.18359375
713,4228.65,713,3565000,4265.63,43.7954,19.1389,-10627.21484375
714,4287.8,714,3570000,4282.16,44.119,19.2791,-10720.056640625
715,4293.28,715,3575000,4306.6,44.0291,20.2413,-10625.103515625
716,4283.94,716,3580000,4282.86,43.8828,19.5266,-10576.931640625
717,4310.95,717,3585000,4336.91,44.0656,20.5689,-10814.875
718,4313.99,718,3590000,4306.53,43.9473,20.316,-10594.3154296875
719,4301.71,719,3595000,4286.43,43.8692,20.3812,-10876.0517578125
720,4290.81,720,3600000,4261.56,43.7632,20.2155,-10647.044921875
721,4289.11,721,3605000,4297.26,43.9789,20.0082,-10736.5439453125
722,4258.15,722,3610000,4275.89,43.7366,20.3776,-10664.1826171875
723,4279.86,723,3615000,4279.84,44.0915,20.2016,-10768.208984375
724,4258.22,724,3620000,4278.15,43.9367,20.7593,-10808.71484375
725,4243.7,725,3625000,4286.14,43.968,20.1334,-10772.0068359375
726,4287.44,726,3630000,4311.25,43.9887,20.1462,-10916.9140625
727,4269.83,727,3635000,4269.93,44.1104,20.5122,-10848.974609375
728,4251.49,728,3640000,4284.42,44.0101,20.6617,-11001.0888671875
729,4198.86,729,3645000,4278.69,44.0011,20.0322,-10812.041015625
730,4226.36,730,3650000,4226.49,43.7877,20.3137,-10862.6171875
731,4191.33,731,3655000,4226.08,43.9784,19.3678,-10854.9658203125
732,4220.77,732,3660000,4209.97,43.9619,19.7371,-10831.7529296875
733,4280.78,733,3665000,4286.38,43.6842,19.8591,-11011.5439453125
734,4256.16,734,3670000,4270.93,44.0611,19.8362,-10793.173828125
735,4282.58,735,3675000,4303.89,43.822,20.1105,-10717.2333984375
736,4238.15,736,3680000,4258.48,44.0277,19.9776,-10832.9658203125
737,4264.37,737,3685000,4325.5,43.898,21.2795,-11040.1591796875
738,4093.22,738,3690000,4048.33,44.4376,20.8276,-10791.9443359375
739,3639.64,739,3695000,3637.43,45.8004,23.7423,-11210.779296875
740,4160.57,740,3700000,4160.53,44.5946,22.352,-11549.7314453125
741,4186.02,741,3705000,4216.55,44.504,22.5723,-11277.103515625
742,4071.38,742,3710000,4212.67,44.9503,22.6384,-11870.1953125
743,4231.16,743,3715000,4255.29,44.9692,23.219,-10968.3349609375
744,4303.39,744,3720000,4271.94,44.1922,20.5485,-11067.095703125
745,4271.77,745,3725000,4274.42,44.444,21.4062,-11371.63671875
746,4240.86,746,3730000,4248.06,44.0541,20.7753,-11167.31640625
747,4270.68,747,3735000,4305.07,44.1333,20.8008,-11026.2646484375
748,4299.12,748,3740000,4317.87,44.0829,20.928,-11435.8662109375
749,4200.77,749,3745000,4203.63,43.9795,20.1023,-11054.9287109375
750,4286.01,750,3750000,4279.77,44.1153,20.2591,-11089.537109375
751,2.79,751,3755000,1.89,54.6694,72.8594,-9229.9560546875
752,4300.01,752,3760000,4305.18,44.5854,21.1924,-11180.15625
753,4310.24,753,3765000,4344.04,44.1557,21.5453,-11262.8916015625
754,4295.08,754,3770000,4345.26,44.5965,21.5852,-11405.73828125
755,4337.11,755,3775000,4338.56,44.4098,21.3136,-11231.62890625
756,4337.17,756,3780000,4346.43,44.1376,20.8073,-11221.8134765625
757,4316.48,757,3785000,4310.24,44.174,20.6326,-11178.271484375
758,4333.79,758,3790000,4344.61,44.419,20.4743,-11219.2431640625
759,4275.58,759,3795000,4297.61,44.0493,19.7181,-11216.7763671875
760,4281.89,760,3800000,4298.57,44.1657,20.7058,-11217.43359375
761,4278.25,761,3805000,4281.02,44.2454,19.8947,-11046.05859375
762,4292.37,762,3810000,4281.36,44.0689,19.8692,-11051.2470703125
763,4288.28,763,3815000,4301.43,43.9516,20.6768,-11237.33984375
764,4294.69,764,3820000,4325.12,44.1565,20.2925,-11202.5390625
765,4280.6,765,3825000,4278.85,44.1072,20.0188,-11279.25
766,4343.06,766,3830000,4370.07,44.0831,20.3755,-11317.970703125
