Running Env Steps,Real Det Return,Running Update Time,Running Reverse KL,Reward Loss,Running Forward KL,Real Sto Return,Itration
1925000,4476.91,385,22.9284,-5318.2666015625,43.7498,4395.55,385
1930000,4499.25,386,22.2792,-5279.2109375,43.3585,4427.38,386
1935000,4463.06,387,21.8368,-5290.6572265625,43.0211,4400.77,387
1940000,4455.59,388,22.9553,-5396.66552734375,43.6114,4409.58,388
1945000,4448.81,389,22.7694,-5412.2177734375,43.3143,4400.14,389
1950000,4546.16,390,22.5124,-5509.3486328125,43.4148,4475.68,390
1955000,4461.09,391,22.6643,-5494.13037109375,43.4988,4400.6,391
1960000,4515.23,392,23.5803,-5696.45263671875,43.5409,4438.72,392
1965000,4481.4,393,23.375,-5626.57421875,43.6925,4428.04,393
1970000,4448.02,394,22.7315,-5639.93603515625,43.1575,4465.25,394
1975000,4441.77,395,23.4815,-5822.57763671875,43.8864,4430.57,395
1980000,4494.95,396,22.8714,-5847.87939453125,43.2552,4487.39,396
