Running Reverse KL,Reward Loss,Real Sto Return,Running Update Time,Running Env Steps,Itration,Real Det Return,Running Forward KL
18.0323,-8828.599609375,10816.52,384,1920000,384,11391.3,146.939
18.7476,-8971.76953125,10722.0,385,1925000,385,11227.09,146.1796
18.7571,-9011.8466796875,10880.07,386,1930000,386,11385.96,146.1568
18.2484,-9302.4375,10236.88,387,1935000,387,10967.46,147.1008
19.0221,-9045.591796875,10223.76,388,1940000,388,11215.55,146.3876
18.8325,-9268.318359375,10847.66,389,1945000,389,11273.4,146.6745
18.9783,-9039.9794921875,10549.58,390,1950000,390,10961.18,147.0131
18.453,-8961.638671875,10495.42,391,1955000,391,11006.62,146.0051
18.887,-9300.3134765625,10860.29,392,1960000,392,11390.16,147.0243
19.0448,-9381.1015625,10830.64,393,1965000,393,11248.12,146.2869
18.3526,-9245.9921875,10797.92,394,1970000,394,11318.96,146.8331
18.8936,-9515.01171875,10852.3,395,1975000,395,11373.54,146.7735
18.9607,-9381.4140625,10742.33,396,1980000,396,11207.57,146.2679
18.8021,-9312.4755859375,10811.33,397,1985000,397,11402.99,145.9543
18.3027,-9341.78515625,10779.76,398,1990000,398,11331.33,146.076
18.8516,-9406.3544921875,10615.68,399,1995000,399,10934.44,146.2853
19.687,-9596.4892578125,10418.92,400,2000000,400,11013.41,146.739
19.3727,-9654.0087890625,10631.67,401,2005000,401,11485.2,146.7208
18.5541,-9257.37890625,10788.42,402,2010000,402,11245.74,145.1264
18.6948,-9239.697265625,10645.73,403,2015000,403,11519.31,145.3242
17.9232,-9158.96484375,10638.03,404,2020000,404,11211.27,146.0225
18.5466,-9500.185546875,10823.92,405,2025000,405,11316.23,146.4332
18.1488,-9460.130859375,10640.74,406,2030000,406,11122.61,145.8413
19.0868,-9621.01171875,10965.93,407,2035000,407,11466.19,145.4255
18.8645,-9683.0615234375,10408.68,408,2040000,408,11063.07,146.0408
19.0221,-9655.16015625,10630.53,409,2045000,409,11491.26,146.2651
19.4372,-9645.2001953125,10867.79,410,2050000,410,11208.75,145.7484
18.4671,-9390.0107421875,10664.19,411,2055000,411,11201.04,145.8201
19.235,-10061.0537109375,10956.04,412,2060000,412,11347.03,146.5093
19.9312,-9750.0712890625,10917.16,413,2065000,413,11380.64,146.088
18.8591,-9695.8720703125,10764.21,414,2070000,414,11333.65,145.5177
19.4486,-9612.2451171875,10465.36,415,2075000,415,11183.79,146.5273
19.2774,-9627.412109375,10783.1,416,2080000,416,11354.62,146.8999
18.9689,-9718.037109375,10278.34,417,2085000,417,10706.85,146.0785
18.7916,-9747.8388671875,10561.6,418,2090000,418,11045.02,145.5277
18.6247,-9798.921875,10121.61,419,2095000,419,10484.96,145.8167
19.1637,-9799.2158203125,10741.5,420,2100000,420,11274.14,145.6496
18.1512,-9621.1015625,10968.65,421,2105000,421,11331.01,146.1624
19.1857,-9603.12890625,10524.64,422,2110000,422,11037.0,146.3207
18.4014,-9720.51953125,10538.04,423,2115000,423,11131.06,146.5234
19.2455,-9857.2158203125,10768.62,424,2120000,424,11133.91,145.6629
19.2093,-9945.095703125,10782.87,425,2125000,425,11241.31,146.5333
18.5128,-9853.888671875,10865.86,426,2130000,426,11413.67,145.8793
19.2162,-9921.7314453125,10847.34,427,2135000,427,11262.59,145.7544
18.5594,-9797.677734375,10519.28,428,2140000,428,11440.58,145.5027
18.9697,-9686.771484375,10578.5,429,2145000,429,11042.29,145.3559
18.6983,-9729.0244140625,10644.03,430,2150000,430,11217.49,145.5951
18.6815,-9828.94140625,10921.42,431,2155000,431,11147.28,145.4243
18.6653,-10066.5625,10620.96,432,2160000,432,10761.12,145.8136
18.4076,-9908.4658203125,10448.7,433,2165000,433,11034.34,146.1217
17.8307,-9958.6708984375,10718.73,434,2170000,434,11198.73,145.4807
18.46,-10080.072265625,10389.02,435,2175000,435,11003.49,146.4823
19.0196,-9944.4140625,10413.64,436,2180000,436,11298.67,145.076
19.2859,-9875.72265625,10566.13,437,2185000,437,11414.0,144.871
18.2092,-10077.232421875,9661.86,438,2190000,438,11278.91,147.1633
19.2855,-10271.6201171875,10253.88,439,2195000,439,11571.61,146.2973
18.0129,-9953.2431640625,11006.87,440,2200000,440,11228.83,145.3428
17.2871,-9879.478515625,10912.86,441,2205000,441,11494.17,146.3138
19.3119,-9754.728515625,10421.41,442,2210000,442,10830.26,145.847
19.2525,-10149.15234375,11030.23,443,2215000,443,11509.47,145.6786
19.8419,-10240.6162109375,11160.19,444,2220000,444,11617.85,146.7736
19.8022,-9939.7861328125,10670.5,445,2225000,445,11251.04,145.2894
19.5264,-9992.916015625,10513.26,446,2230000,446,11271.95,146.2804
19.399,-10202.943359375,10905.22,447,2235000,447,11363.22,145.8229
19.7922,-10071.2314453125,10728.44,448,2240000,448,11623.14,145.6038
18.476,-10056.880859375,10384.48,449,2245000,449,11637.65,145.9715
19.565,-10282.7880859375,11109.09,450,2250000,450,11589.86,146.0032
19.048,-9969.2060546875,11123.19,451,2255000,451,11530.92,145.2657
18.7987,-10112.0478515625,10616.56,452,2260000,452,11656.89,144.6134
18.842,-10267.552734375,11006.12,453,2265000,453,11677.3,145.5177
19.6517,-10286.826171875,10973.65,454,2270000,454,11598.36,145.4971
19.6562,-10232.5625,11138.65,455,2275000,455,11276.69,146.8644
19.8309,-10579.3134765625,10983.69,456,2280000,456,11674.81,146.1936
19.8377,-10681.6044921875,11017.48,457,2285000,457,11508.39,146.3399
19.7381,-10494.4345703125,11052.84,458,2290000,458,11594.33,146.4603
18.9139,-10436.24609375,11036.83,459,2295000,459,11581.23,146.1878
19.7023,-10147.1689453125,11118.96,460,2300000,460,11581.44,146.129
19.6323,-10142.9990234375,11077.19,461,2305000,461,11637.3,145.9942
19.0229,-10513.6484375,10795.72,462,2310000,462,11342.18,145.6084
18.416,-10238.0068359375,11011.88,463,2315000,463,11530.55,145.8077
19.2351,-10404.779296875,10164.96,464,2320000,464,11551.83,146.29
19.5958,-10514.1220703125,11173.65,465,2325000,465,11734.87,146.8898
19.6299,-10241.005859375,11029.01,466,2330000,466,11546.51,145.3491
19.4707,-10299.962890625,11182.06,467,2335000,467,11648.11,145.4227
20.3926,-10309.0302734375,11177.36,468,2340000,468,11714.64,146.4586
19.0456,-10273.697265625,11031.67,469,2345000,469,11491.23,145.8403
19.6622,-10434.947265625,11083.05,470,2350000,470,11543.52,146.065
19.4792,-10700.12109375,10829.22,471,2355000,471,11661.98,145.2723
19.8628,-10515.83984375,10983.08,472,2360000,472,11535.09,146.5624
19.0611,-10418.8427734375,11018.52,473,2365000,473,11580.85,145.3499
19.1525,-10490.5673828125,9857.43,474,2370000,474,11223.4,146.9275
18.9964,-10630.2041015625,10434.61,475,2375000,475,11647.18,145.6601
19.3017,-10587.91015625,10858.03,476,2380000,476,11504.16,145.3202
18.1356,-10580.14453125,10911.82,477,2385000,477,11580.45,145.9822
18.1659,-10594.986328125,11037.6,478,2390000,478,11625.36,145.6942
19.587,-10960.228515625,11223.8,479,2395000,479,11650.7,145.9518
19.2586,-10510.2978515625,10781.97,480,2400000,480,11684.95,145.7896
18.6916,-10789.1240234375,11182.05,481,2405000,481,11648.86,145.6798
19.9424,-10895.5361328125,11055.84,482,2410000,482,11549.6,146.1157
19.2513,-10849.1474609375,11187.45,483,2415000,483,11647.78,145.3023
19.0092,-10585.998046875,11035.37,484,2420000,484,11595.45,144.9727
19.4498,-10723.984375,10920.02,485,2425000,485,11664.28,145.8402
19.4038,-10882.150390625,10900.07,486,2430000,486,11651.62,145.3895
19.4845,-10740.1435546875,10959.25,487,2435000,487,11805.5,145.7573
19.8449,-10880.4892578125,11194.22,488,2440000,488,11618.76,145.897
18.233,-10963.322265625,11140.16,489,2445000,489,11648.72,145.9828
19.7315,-10959.2822265625,11009.09,490,2450000,490,11665.89,145.4755
19.5609,-10955.5166015625,11066.83,491,2455000,491,11513.26,145.8524
19.6753,-10845.369140625,11169.68,492,2460000,492,11582.41,145.7866
19.836,-11213.900390625,10837.3,493,2465000,493,11298.89,145.8311
19.2095,-10798.4345703125,11198.84,494,2470000,494,11496.72,145.9064
18.5203,-10912.599609375,11044.97,495,2475000,495,11627.38,145.8332
18.9579,-10862.5810546875,11270.65,496,2480000,496,11763.14,145.6094
19.2663,-11150.716796875,10960.82,497,2485000,497,11477.89,144.9692
19.5945,-10852.7255859375,11139.77,498,2490000,498,11750.54,145.9351
18.0188,-11052.9208984375,11115.31,499,2495000,499,11722.12,145.0029
18.3279,-10581.8408203125,11054.08,500,2500000,500,11607.93,145.1015
19.6329,-11059.974609375,11216.95,501,2505000,501,11659.31,145.9794
19.885,-11181.9169921875,11178.59,502,2510000,502,11720.91,145.4549
19.0669,-11146.484375,11360.29,503,2515000,503,11734.53,144.8848
19.6567,-10880.7470703125,11287.15,504,2520000,504,11799.99,145.2303
18.8521,-11273.9931640625,11238.22,505,2525000,505,11755.28,145.6135
19.776,-11224.8720703125,11307.87,506,2530000,506,11701.2,145.0353
19.2557,-10845.212890625,10937.46,507,2535000,507,11951.7,145.2243
19.552,-11270.5595703125,11325.87,508,2540000,508,11814.21,145.0926
19.9138,-11313.619140625,11286.73,509,2545000,509,11826.68,145.4041
19.978,-11496.4306640625,11282.07,510,2550000,510,11711.08,145.2086
19.5674,-11299.28515625,11155.83,511,2555000,511,11653.0,145.6649
19.1816,-11382.6328125,10725.16,512,2560000,512,11805.75,146.4111
20.1461,-11308.5,11218.96,513,2565000,513,11648.81,145.9303
20.1089,-11294.8203125,11352.02,514,2570000,514,11857.5,145.8408
19.9691,-11350.8603515625,11253.21,515,2575000,515,11808.23,146.2771
20.0442,-11371.6689453125,10694.38,516,2580000,516,11705.43,146.5969
19.9892,-11167.5234375,11270.36,517,2585000,517,11687.45,145.3408
18.913,-11629.4677734375,11332.07,518,2590000,518,11620.04,145.5043
20.0564,-11336.4453125,11381.67,519,2595000,519,11889.0,146.1613
19.7599,-11538.4658203125,11161.99,520,2600000,520,11514.77,145.5557
19.5334,-11219.2021484375,10919.31,521,2605000,521,11771.26,146.6987
19.3352,-11145.8974609375,11249.64,522,2610000,522,11710.47,145.5301
20.0114,-11137.064453125,11366.99,523,2615000,523,11776.63,145.689
18.7055,-11255.759765625,11300.92,524,2620000,524,11815.73,145.9575
19.7241,-11270.76171875,10638.85,525,2625000,525,11360.27,146.55
20.3665,-11572.7822265625,11370.63,526,2630000,526,11665.13,146.3454
19.7922,-11435.8095703125,11308.86,527,2635000,527,11678.94,145.6854
19.7393,-11375.7001953125,11432.77,528,2640000,528,11983.97,146.4738
18.5742,-11239.56640625,11317.3,529,2645000,529,11765.29,145.588
19.395,-11533.6484375,11144.64,530,2650000,530,11771.23,146.3624
19.5524,-11113.5458984375,11229.39,531,2655000,531,11660.57,144.982
20.1095,-11403.6904296875,11047.32,532,2660000,532,11078.52,146.7683
18.7458,-11504.8017578125,11098.3,533,2665000,533,11142.26,146.6832
19.619,-11399.9140625,11305.77,534,2670000,534,10590.1,145.0375
18.691,-10961.4697265625,11230.56,535,2675000,535,11949.14,144.3994
19.6729,-11508.705078125,11227.68,536,2680000,536,11446.61,147.0897
16.7141,-11224.28515625,10694.62,537,2685000,537,11593.99,145.6679
19.7233,-11392.900390625,10181.89,538,2690000,538,11813.78,146.709
17.9698,-11256.1435546875,11547.72,539,2695000,539,12037.9,145.9422
19.5362,-11264.5126953125,11300.77,540,2700000,540,11846.75,145.6115
20.0941,-11431.080078125,10681.8,541,2705000,541,11560.17,145.7289
19.2855,-11502.306640625,10858.6,542,2710000,542,11646.59,145.3567
16.4371,-11228.30859375,11404.16,543,2715000,543,10462.5,145.9766
19.2047,-11224.025390625,11285.75,544,2720000,544,11803.72,144.632
19.5901,-11250.8720703125,11049.08,545,2725000,545,11875.29,146.1181
19.6418,-11442.533203125,11238.12,546,2730000,546,11930.3,144.9096
19.7043,-11426.36328125,11394.75,547,2735000,547,11956.5,146.1755
20.1282,-11458.587890625,11273.11,548,2740000,548,11660.96,145.7453
20.1747,-11335.048828125,11454.25,549,2745000,549,11908.81,146.1861
19.8908,-11408.4033203125,11371.17,550,2750000,550,11921.19,145.3322
18.1764,-11464.7626953125,10152.41,551,2755000,551,11207.43,146.3859
19.3185,-11577.5048828125,11398.79,552,2760000,552,11240.33,146.1966
20.0149,-11680.1591796875,10239.92,553,2765000,553,11860.22,145.9673
19.4186,-11436.59375,10745.79,554,2770000,554,11879.55,145.159
19.3987,-11357.591796875,11432.42,555,2775000,555,11903.09,145.8436
18.8099,-11361.064453125,11422.02,556,2780000,556,11461.83,145.7152
19.4521,-11242.0693359375,10919.99,557,2785000,557,11706.95,145.7123
20.8126,-11817.08203125,11495.37,558,2790000,558,11870.33,145.5033
19.1753,-11818.771484375,10558.11,559,2795000,559,10811.69,145.8799
20.102,-11545.578125,11473.65,560,2800000,560,11850.78,145.1947
18.1804,-11613.181640625,10912.0,561,2805000,561,10649.58,146.0572
19.2414,-11498.84765625,10228.08,562,2810000,562,11335.49,144.6349
19.971,-11730.7822265625,11461.39,563,2815000,563,11938.85,144.864
16.6525,-11432.63671875,10399.84,564,2820000,564,9990.55,146.031
17.9961,-11739.7265625,11117.96,565,2825000,565,11272.97,145.4226
19.0787,-12007.4443359375,11466.93,566,2830000,566,11891.42,144.8723
19.4939,-11644.3427734375,10805.67,567,2835000,567,11621.57,146.0387
19.6733,-11777.912109375,11471.73,568,2840000,568,11904.53,145.3905
19.7732,-11695.1982421875,11003.52,569,2845000,569,10533.56,145.1062
20.4465,-12047.0458984375,11451.25,570,2850000,570,11817.93,144.8582
18.5044,-11764.298828125,11532.18,571,2855000,571,11923.85,145.9515
19.7122,-11871.6923828125,11686.6,572,2860000,572,11619.33,145.1431
18.3019,-11643.70703125,11269.77,573,2865000,573,11994.04,145.8327
20.0493,-11651.3447265625,11519.3,574,2870000,574,11918.71,145.7396
19.7143,-11748.6162109375,11489.55,575,2875000,575,11832.41,144.9896
19.5753,-11862.8720703125,11509.71,576,2880000,576,11727.17,145.4089
20.3929,-11763.9765625,11603.0,577,2885000,577,11491.56,146.003
20.0909,-11544.373046875,11614.88,578,2890000,578,12104.39,145.3262
20.1566,-11460.55859375,10896.7,579,2895000,579,11638.64,144.9941
19.7762,-11914.8349609375,11361.03,580,2900000,580,11781.57,146.0942
19.9322,-11410.3740234375,11513.36,581,2905000,581,11607.84,144.1469
19.9901,-11727.3427734375,11606.0,582,2910000,582,12011.46,144.7795
20.1227,-11964.4912109375,11750.98,583,2915000,583,12173.47,144.754
19.1908,-12058.453125,11502.17,584,2920000,584,12074.49,144.3361
20.3078,-11778.224609375,11191.8,585,2925000,585,11776.45,145.0742
20.4443,-11842.966796875,11541.2,586,2930000,586,11832.79,144.4931
19.844,-12133.2353515625,11496.32,587,2935000,587,11554.79,144.5614
19.9619,-11977.84765625,11188.64,588,2940000,588,11525.64,145.0822
20.8824,-12268.4697265625,11531.3,589,2945000,589,11927.87,146.262
20.6366,-11626.3134765625,11498.74,590,2950000,590,11891.05,144.9005
20.2055,-12072.6015625,11480.22,591,2955000,591,11855.37,145.8147
20.4836,-11992.1611328125,11483.49,592,2960000,592,11943.91,145.2105
19.5727,-11902.8662109375,11491.22,593,2965000,593,11917.93,145.592
20.5584,-11971.5234375,11006.6,594,2970000,594,11784.68,144.4031
20.4731,-11852.9375,10454.91,595,2975000,595,11453.56,144.6529
20.9876,-11944.8095703125,11289.98,596,2980000,596,11872.08,145.4524
20.0888,-11616.23046875,10863.76,597,2985000,597,11716.26,145.1282
20.6005,-12141.0029296875,11384.44,598,2990000,598,12054.36,146.7483
20.9026,-12006.4873046875,11407.74,599,2995000,599,11810.96,145.0781
