Running Update Time,Itration,Running Forward KL,Real Sto Return,Reward Loss,Real Det Return,Running Reverse KL,Running Env Steps
386,386,156.734,1922.8,-11910.998046875,2289.78,15.3386,1930000
387,387,156.7379,1920.99,-11951.06640625,2289.09,15.3721,1935000
388,388,156.6888,1895.82,-11927.8486328125,2265.49,15.6233,1940000
389,389,156.7976,1922.8,-11946.32421875,2260.43,15.4996,1945000
390,390,156.655,1929.93,-11991.1591796875,2285.02,15.6565,1950000
391,391,156.619,1898.4,-11958.966796875,2249.69,15.1516,1955000
392,392,156.6323,1902.03,-11961.2119140625,2241.75,15.3384,1960000
393,393,156.6319,1894.75,-11941.9111328125,2247.66,15.3615,1965000
394,394,156.7734,1900.5,-11975.5771484375,2252.97,15.333,1970000
395,395,156.4883,1878.79,-11960.865234375,2213.62,15.1233,1975000
396,396,156.6055,1897.6,-12016.638671875,2249.21,15.3965,1980000
397,397,156.4665,1907.7,-12048.734375,2250.54,15.3085,1985000
398,398,156.64,1910.38,-12061.4208984375,2254.61,15.2366,1990000
399,399,156.568,1887.09,-12090.75390625,2246.86,15.1663,1995000
400,400,156.6541,1904.02,-12129.85546875,2277.7,15.4738,2000000
401,401,156.5106,1903.41,-12165.5390625,2249.72,15.1504,2005000
402,402,156.548,1894.02,-12117.021484375,2232.88,15.2316,2010000
403,403,156.6486,1905.14,-12201.4921875,2259.04,15.0989,2015000
404,404,156.5798,1911.58,-12215.4921875,2259.22,15.4502,2020000
405,405,156.6356,1912.32,-12198.0244140625,2282.47,15.2326,2025000
406,406,156.6308,1905.74,-12195.470703125,2243.56,15.1388,2030000
407,407,156.6191,1926.51,-12340.2470703125,2294.73,15.3544,2035000
408,408,156.73,1900.16,-12275.2314453125,2231.86,15.399,2040000
409,409,156.6746,1895.19,-12312.4609375,2241.71,15.4641,2045000
410,410,156.7501,1858.35,-12336.0830078125,2215.26,15.4522,2050000
411,411,156.5897,1886.51,-12308.626953125,2229.02,15.0881,2055000
412,412,156.5699,1894.51,-12383.794921875,2248.62,15.4386,2060000
413,413,156.6485,1918.94,-12448.140625,2289.17,15.4119,2065000
414,414,156.5376,1907.09,-12390.615234375,2268.91,15.1439,2070000
415,415,156.5735,1919.98,-12470.134765625,2264.31,15.2619,2075000
416,416,156.7055,1899.41,-12504.1796875,2267.6,15.3881,2080000
417,417,156.6431,1898.69,-12446.4130859375,2253.14,15.3204,2085000
418,418,156.7547,1925.73,-12466.7802734375,2267.42,15.0751,2090000
419,419,156.5983,1897.39,-12535.2041015625,2259.9,15.1465,2095000
420,420,156.637,1916.56,-12527.689453125,2267.4,15.306,2100000
421,421,156.7062,1905.81,-12571.0654296875,2265.9,15.3683,2105000
422,422,156.6108,1907.06,-12555.423828125,2264.3,15.1022,2110000
423,423,156.6603,1904.76,-12611.48828125,2262.05,15.4192,2115000
424,424,156.6285,1915.67,-12650.1044921875,2283.74,15.3636,2120000
425,425,156.5831,1921.73,-12630.73828125,2285.26,15.3188,2125000
426,426,156.5942,1922.61,-12668.7109375,2258.56,15.1564,2130000
427,427,156.6867,1933.56,-12705.048828125,2285.72,15.3119,2135000
428,428,156.6522,1920.59,-12720.578125,2267.21,15.3469,2140000
429,429,156.7952,1918.54,-12659.353515625,2257.61,15.3404,2145000
430,430,156.649,1924.29,-12758.5166015625,2284.64,15.2603,2150000
431,431,156.6141,1937.69,-12742.083984375,2288.61,15.2457,2155000
432,432,156.6063,1929.78,-12799.947265625,2281.92,15.4191,2160000
433,433,156.5472,1908.33,-12768.9208984375,2278.17,15.1855,2165000
434,434,156.5422,1918.17,-12831.265625,2283.45,15.339,2170000
435,435,156.6087,1901.54,-12822.11328125,2224.27,15.3495,2175000
436,436,156.6233,1891.12,-12791.8876953125,2242.5,15.0463,2180000
437,437,156.6108,1927.24,-12851.458984375,2262.47,15.3517,2185000
438,438,156.5412,1919.05,-12838.2470703125,2258.22,15.236,2190000
439,439,156.4607,1944.29,-12883.9814453125,2280.31,15.3189,2195000
440,440,156.4869,1910.83,-12916.3359375,2272.95,15.428,2200000
441,441,156.5424,1903.99,-12916.8857421875,2255.59,15.3614,2205000
442,442,156.6167,1936.28,-12968.515625,2284.91,15.3692,2210000
443,443,156.6358,1951.82,-12996.025390625,2285.31,15.3931,2215000
444,444,156.5043,1927.12,-13030.521484375,2247.85,15.193,2220000
445,445,156.5366,1933.49,-13061.095703125,2283.61,15.2986,2225000
446,446,156.4876,1950.52,-13055.7841796875,2270.35,15.3528,2230000
447,447,156.5695,1948.66,-13086.1328125,2298.81,15.3436,2235000
448,448,156.5254,1934.25,-13131.26171875,2285.49,15.3212,2240000
449,449,156.5036,1926.94,-13145.4541015625,2277.01,15.2227,2245000
450,450,156.5584,1935.5,-13125.17578125,2257.5,15.3868,2250000
451,451,156.6732,1915.24,-13105.4208984375,2253.96,15.287,2255000
452,452,156.5917,1942.22,-13222.2998046875,2291.47,15.2976,2260000
453,453,156.6204,1909.6,-13170.99609375,2250.58,15.1803,2265000
454,454,156.5599,1933.89,-13244.8310546875,2286.67,15.3948,2270000
455,455,156.6305,1941.4,-13258.365234375,2302.19,15.278,2275000
456,456,156.6014,1923.24,-13273.8115234375,2273.42,15.2014,2280000
457,457,156.5837,1956.27,-13298.654296875,2277.72,15.2459,2285000
458,458,156.5957,1934.33,-13313.548828125,2279.75,15.1929,2290000
459,459,156.4868,1939.02,-13349.544921875,2264.34,15.1893,2295000
460,460,156.5778,1954.4,-13396.6103515625,2299.58,15.2692,2300000
461,461,156.6482,1943.3,-13395.25,2274.76,15.367,2305000
462,462,156.5581,1948.68,-13408.5810546875,2291.46,15.2811,2310000
463,463,156.6051,1918.3,-13474.43359375,2256.29,15.2378,2315000
464,464,156.5194,1936.58,-13480.6552734375,2293.98,15.2444,2320000
465,465,156.5843,1933.59,-13482.423828125,2274.71,15.1858,2325000
466,466,156.6018,1919.16,-13431.76953125,2268.1,15.2196,2330000
467,467,156.585,1944.08,-13489.6162109375,2273.42,15.2542,2335000
468,468,156.6574,1946.07,-13540.203125,2270.66,15.3719,2340000
469,469,156.6397,1937.75,-13573.5068359375,2284.64,15.4035,2345000
470,470,156.6893,1946.7,-13582.51953125,2274.13,15.1947,2350000
471,471,156.6569,1944.45,-13533.3544921875,2269.79,15.1906,2355000
472,472,156.6913,1939.89,-13678.4111328125,2270.34,15.365,2360000
473,473,156.5784,1934.57,-13693.5546875,2264.58,15.2419,2365000
474,474,156.6976,1934.85,-13603.12890625,2251.88,15.3038,2370000
475,475,156.6289,1947.58,-13654.5634765625,2288.8,15.3214,2375000
476,476,156.6031,1929.39,-13660.9765625,2293.26,15.0589,2380000
477,477,156.6159,1952.98,-13769.767578125,2290.33,15.4738,2385000
478,478,156.6743,1946.44,-13758.8095703125,2294.01,15.2147,2390000
479,479,156.6412,1959.15,-13769.224609375,2287.13,15.3524,2395000
480,480,156.5707,1931.76,-13758.0185546875,2292.87,15.1754,2400000
481,481,156.46,1938.02,-13845.2490234375,2274.95,15.0446,2405000
482,482,156.5173,1913.7,-13836.7041015625,2264.13,15.0614,2410000
483,483,156.5707,1960.45,-13854.2861328125,2305.67,15.3155,2415000
484,484,156.529,1951.27,-13888.6259765625,2280.17,15.3837,2420000
485,485,156.4988,1941.86,-13926.43359375,2262.75,15.1926,2425000
486,486,156.5635,1938.18,-13909.01953125,2264.8,15.0653,2430000
487,487,156.6041,1951.96,-13954.931640625,2293.11,15.08,2435000
488,488,156.5642,1836.02,-13978.861328125,2276.35,15.2116,2440000
489,489,156.4747,1947.72,-14015.48046875,2274.9,15.3987,2445000
490,490,156.5523,1943.97,-13998.8681640625,2308.62,15.2608,2450000
491,491,156.6459,1953.81,-14069.34765625,2294.58,15.0548,2455000
492,492,156.55,1935.03,-14076.646484375,2293.34,15.1716,2460000
493,493,156.5967,1918.57,-14049.525390625,2263.89,15.191,2465000
494,494,156.6004,1923.83,-14082.8603515625,2273.09,14.9583,2470000
495,495,156.6209,1930.68,-14049.3603515625,2260.8,15.0275,2475000
496,496,156.4746,1955.54,-14135.341796875,2284.58,15.1016,2480000
497,497,156.6439,1926.74,-14146.2939453125,2269.74,15.0065,2485000
498,498,156.4561,1944.98,-14203.7939453125,2281.26,15.2073,2490000
499,499,156.6193,1965.99,-14219.5283203125,2302.25,15.1856,2495000
500,500,156.6064,1920.75,-14224.89453125,2286.63,15.1569,2500000
501,501,156.5803,1934.82,-14243.423828125,2281.37,15.2608,2505000
502,502,156.6395,1905.28,-14177.99609375,2263.03,14.9793,2510000
503,503,156.4919,1925.77,-14285.2724609375,2275.67,15.058,2515000
504,504,156.5815,1944.6,-14312.509765625,2294.89,15.2684,2520000
505,505,156.7408,1922.48,-14336.5673828125,2255.6,15.0499,2525000
506,506,156.5026,1929.46,-14288.3759765625,2264.72,14.9776,2530000
507,507,156.512,1941.95,-14350.107421875,2296.0,15.0587,2535000
508,508,156.4641,1936.03,-14354.2841796875,2272.96,15.1072,2540000
509,509,156.5123,1895.28,-14379.556640625,2254.96,15.0451,2545000
510,510,156.5496,1942.36,-14354.228515625,2281.76,15.0025,2550000
511,511,156.6122,1939.91,-14449.279296875,2300.75,15.0699,2555000
512,512,156.4147,1918.75,-14403.9130859375,2277.32,15.0393,2560000
513,513,156.644,1900.32,-14461.884765625,2270.17,15.0274,2565000
514,514,156.4585,1915.42,-14547.04296875,2265.65,14.9623,2570000
515,515,156.5473,1923.08,-14447.779296875,2248.09,14.9064,2575000
516,516,156.6273,1935.86,-14521.8330078125,2270.54,15.0308,2580000
517,517,156.7024,1941.16,-14580.11328125,2288.53,15.2272,2585000
518,518,156.6083,1949.04,-14589.107421875,2287.88,15.0609,2590000
519,519,156.6227,1938.93,-14539.685546875,2264.25,15.1441,2595000
520,520,156.5332,1917.83,-14594.0,2265.53,14.9863,2600000
521,521,156.5127,1941.57,-14543.873046875,2248.36,14.9663,2605000
522,522,156.6604,1915.89,-14576.0498046875,2245.14,14.8859,2610000
523,523,156.6032,1941.65,-14671.9052734375,2289.51,15.0084,2615000
524,524,156.5838,1957.16,-14702.728515625,2314.74,15.1062,2620000
525,525,156.5645,1961.55,-14654.875,2291.05,15.0867,2625000
526,526,156.5654,1822.58,-14628.236328125,2247.45,14.9378,2630000
527,527,156.4723,1940.74,-14714.9873046875,2257.19,14.9969,2635000
528,528,156.5573,1938.68,-14785.1494140625,2283.01,15.1705,2640000
529,529,156.5086,1954.16,-14754.9697265625,2262.82,15.0639,2645000
530,530,156.5217,1966.5,-14794.8037109375,2293.42,15.2802,2650000
531,531,156.561,1957.92,-14868.3662109375,2293.59,15.2586,2655000
532,532,156.6349,1939.67,-14759.3232421875,2291.83,15.1396,2660000
533,533,156.5774,1937.68,-14902.3095703125,2303.81,15.1258,2665000
534,534,156.5737,1942.85,-14855.720703125,2293.19,15.1276,2670000
535,535,156.7788,1947.87,-14868.001953125,2276.05,15.0878,2675000
536,536,156.7706,1953.31,-14892.431640625,2277.36,15.2117,2680000
537,537,156.4783,1986.09,-14925.7412109375,2311.52,15.0841,2685000
538,538,156.5032,1969.66,-14983.2001953125,2313.38,15.289,2690000
539,539,156.5004,1934.82,-14980.1767578125,2251.06,15.0202,2695000
540,540,156.6472,1968.51,-14940.5546875,2301.79,15.3072,2700000
541,541,156.5626,1962.47,-15000.8486328125,2312.6,15.138,2705000
542,542,156.6302,1992.92,-15098.640625,2333.11,15.3015,2710000
543,543,156.6579,1962.92,-15072.931640625,2313.61,15.3087,2715000
544,544,156.4139,1945.99,-15093.7900390625,2309.22,15.1008,2720000
545,545,156.6663,1977.67,-15118.4716796875,2316.54,15.3101,2725000
546,546,156.6134,1948.45,-15118.650390625,2317.51,15.1588,2730000
547,547,156.5472,1943.33,-15113.4013671875,2310.04,15.3227,2735000
548,548,156.5993,1960.03,-15206.044921875,2326.45,15.297,2740000
549,549,156.6845,1970.88,-15183.296875,2321.06,15.119,2745000
550,550,156.4993,1945.27,-15194.412109375,2300.09,15.0352,2750000
551,551,156.6155,1937.36,-15243.986328125,2288.1,15.4111,2755000
552,552,156.7046,1944.63,-15169.1318359375,2271.93,15.1882,2760000
553,553,156.7914,1964.06,-15245.69140625,2327.12,15.3056,2765000
554,554,156.6492,1961.33,-15293.669921875,2318.66,15.3694,2770000
555,555,156.5779,1968.48,-15285.6650390625,2293.49,15.2887,2775000
556,556,156.3193,1943.99,-15219.583984375,2298.48,15.1605,2780000
557,557,156.3673,1979.08,-15295.703125,2321.24,15.2893,2785000
558,558,156.643,1979.42,-15360.498046875,2317.56,15.3514,2790000
559,559,156.613,1940.33,-15343.8154296875,2296.02,15.257,2795000
560,560,156.6148,1960.91,-15344.4140625,2302.91,15.1777,2800000
561,561,156.3921,1960.42,-15331.9169921875,2280.0,15.2218,2805000
562,562,156.5837,1948.7,-15342.373046875,2300.23,15.0195,2810000
563,563,156.5512,1961.5,-15418.7314453125,2289.36,15.067,2815000
564,564,156.5333,1965.89,-15415.5048828125,2320.23,15.3138,2820000
