Real Det Return,Running Env Steps,Running Update Time,Running Forward KL,Reward Loss,Real Sto Return,Running Reverse KL,Itration
4732.37,3895000,779,36.9548,-43136.21484375,4677.35,17.6336,779
4743.71,3900000,780,37.4263,-41588.6171875,4673.3,18.2019,780
4747.67,3905000,781,37.5091,-44328.5390625,4630.63,18.0355,781
4780.14,3910000,782,37.2519,-43069.95703125,4699.91,17.9455,782
4746.59,3915000,783,37.2757,-42974.45703125,4704.59,18.5574,783
4805.15,3920000,784,37.0696,-42848.1484375,4715.1,17.7282,784
4739.38,3925000,785,37.6371,-44269.2421875,4663.01,18.3227,785
4775.04,3930000,786,36.9771,-44066.53515625,4661.24,17.8347,786
4783.59,3935000,787,37.4562,-43049.1796875,4678.69,18.0986,787
4784.6,3940000,788,36.8818,-44339.125,4673.31,18.2214,788
4774.4,3945000,789,37.4033,-43215.0546875,4689.1,18.1912,789
4797.13,3950000,790,37.2538,-44133.890625,4685.24,17.8725,790
4821.72,3955000,791,37.2044,-44836.7265625,4710.76,17.5598,791
4805.17,3960000,792,37.1475,-43670.3515625,4693.32,17.0532,792
4805.82,3965000,793,36.6985,-43690.4921875,4683.67,17.3142,793
4810.89,3970000,794,37.1147,-44149.84765625,4705.41,17.3875,794
4821.75,3975000,795,37.2275,-44584.765625,4723.04,17.6535,795
4803.21,3980000,796,37.0886,-43969.01953125,4721.56,17.3455,796
4831.76,3985000,797,37.412,-43498.4609375,4717.56,17.3035,797
4847.04,3990000,798,37.143,-44326.57421875,4724.82,17.3353,798
4855.18,3995000,799,37.0318,-43565.17578125,4732.97,17.5138,799
4844.87,4000000,800,37.0165,-44180.41015625,4723.59,17.0743,800
4837.24,4005000,801,36.9245,-42440.69140625,4736.01,17.6752,801
4876.24,4010000,802,36.9584,-43483.0234375,4734.34,17.3743,802
4839.72,4015000,803,36.6535,-44719.8671875,4703.94,16.7996,803
4876.34,4020000,804,36.7282,-44785.58984375,4722.72,17.131,804
4868.03,4025000,805,36.7229,-43267.60546875,4720.82,17.2099,805
4867.55,4030000,806,36.9624,-43401.4765625,4744.72,17.5673,806
4847.27,4035000,807,37.143,-44343.97265625,4721.95,17.1975,807
4856.73,4040000,808,36.9018,-44807.9609375,4726.96,17.2688,808
4912.57,4045000,809,37.2862,-44269.9375,4744.81,17.7082,809
4882.46,4050000,810,37.7476,-43722.0078125,4726.43,18.2619,810
4860.66,4055000,811,37.4064,-45109.84765625,4713.32,17.5265,811
4894.88,4060000,812,37.0565,-43967.453125,4741.64,18.2932,812
4925.6,4065000,813,36.653,-45303.01171875,4748.33,17.7645,813
4846.06,4070000,814,36.8809,-45043.55859375,4716.35,17.9652,814
4863.98,4075000,815,37.0609,-44260.390625,4725.09,17.9274,815
4886.92,4080000,816,36.994,-43329.59375,4729.53,18.0567,816
4878.98,4085000,817,37.0413,-44584.3046875,4761.83,17.9519,817
4884.61,4090000,818,36.1737,-43571.44921875,4741.72,17.5031,818
4887.14,4095000,819,36.9949,-44101.6015625,4750.37,18.2378,819
4868.7,4100000,820,37.1312,-44238.25390625,4737.43,18.0108,820
4929.09,4105000,821,36.7037,-43482.390625,4764.38,18.0802,821
4873.15,4110000,822,36.7007,-44859.6328125,4712.48,17.3921,822
4882.21,4115000,823,36.7561,-43733.32421875,4743.61,17.3634,823
4854.34,4120000,824,36.7256,-44406.47265625,4734.76,17.7234,824
4896.54,4125000,825,37.2076,-45141.16015625,4740.93,17.8074,825
4874.22,4130000,826,36.9616,-44282.63671875,4705.18,17.1039,826
4878.6,4135000,827,36.4611,-43361.6015625,4729.21,17.517,827
4818.8,4140000,828,36.8275,-44954.94140625,4721.41,17.6139,828
4798.92,4145000,829,36.3834,-44878.8125,4695.33,17.1799,829
4811.39,4150000,830,36.6323,-44348.48046875,4689.8,17.0657,830
4842.42,4155000,831,36.961,-45169.4765625,4708.76,16.8791,831
4785.54,4160000,832,36.2062,-45821.6953125,4699.8,16.9677,832
4785.27,4165000,833,36.4706,-44554.10546875,4717.3,17.4394,833
4887.57,4170000,834,36.1112,-44994.76171875,4770.16,17.343,834
4797.62,4175000,835,36.5554,-45178.2265625,4716.0,17.2428,835
4774.85,4180000,836,36.9028,-45273.62109375,4696.28,16.9772,836
4812.53,4185000,837,36.2484,-44460.84375,4733.58,17.2923,837
4839.43,4190000,838,36.8815,-45794.81640625,4721.68,17.1454,838
4775.36,4195000,839,36.7693,-44881.44921875,4695.95,17.4193,839
4863.6,4200000,840,36.3178,-45133.18359375,4732.5,17.2969,840
4865.06,4205000,841,36.4863,-45369.04296875,4743.44,17.5798,841
4846.81,4210000,842,36.7831,-45879.07421875,4732.53,17.2585,842
4912.07,4215000,843,36.2698,-46297.515625,4748.85,17.1639,843
4919.65,4220000,844,36.59,-45650.62109375,4770.17,17.3885,844
4834.56,4225000,845,36.5865,-47910.50390625,4704.34,17.0062,845
4821.96,4230000,846,36.9283,-47102.84375,4702.01,17.5039,846
4848.34,4235000,847,36.8087,-46465.1875,4723.1,17.147,847
4891.9,4240000,848,36.6328,-46559.265625,4760.16,17.9346,848
4844.17,4245000,849,36.9584,-46743.05078125,4715.09,17.552,849
4807.21,4250000,850,36.9588,-47132.40234375,4686.92,17.3584,850
4856.87,4255000,851,36.6264,-46907.71484375,4728.66,17.6368,851
4853.57,4260000,852,36.6275,-47032.625,4717.12,17.4744,852
4779.6,4265000,853,37.0712,-48359.42578125,4723.78,18.4788,853
4859.61,4270000,854,36.6872,-47662.2421875,4720.64,17.3913,854
4817.49,4275000,855,36.3601,-46967.61328125,4746.34,17.7625,855
4784.81,4280000,856,37.2435,-47596.2578125,4746.76,19.1406,856
4942.64,4285000,857,36.7195,-47223.296875,4800.47,18.7499,857
2336.76,4290000,858,38.4038,-63373.9453125,2482.73,37.3477,858
901.75,4295000,859,39.7728,-50152.78125,605.78,41.2932,859
4750.82,4300000,860,38.3625,-50243.03515625,4397.1,17.8273,860
939.23,4305000,861,41.92,-50829.51953125,1962.98,22.6345,861
-5.43,4310000,862,55.5387,-78978.046875,-5.47,64.7855,862
35.08,4315000,863,51.6764,-73577.421875,117.87,75.8579,863
203.15,4320000,864,50.7719,-58293.54296875,181.18,69.7344,864
382.4,4325000,865,51.9352,-36108.19140625,356.82,74.5312,865
