Real Det Return,Running Env Steps,Running Reverse KL,Real Sto Return,Reward Loss,Running Update Time,Itration,Running Forward KL
2273.79,1930000,15.1094,1932.2,-13872.6787109375,386,386,156.708
2316.87,1935000,15.1549,1960.84,-13967.9794921875,387,387,156.5883
2301.83,1940000,15.1518,1964.58,-13952.640625,388,388,156.4791
2323.74,1945000,15.374,1957.65,-14008.98046875,389,389,156.6471
2315.27,1950000,15.2132,1968.84,-13997.724609375,390,390,156.5187
2305.99,1955000,15.3246,1963.96,-14064.7109375,391,391,156.5589
2312.6,1960000,15.1381,1966.6,-13981.2294921875,392,392,156.6791
2308.51,1965000,15.195,1960.25,-14043.5966796875,393,393,156.5795
2307.26,1970000,15.3845,1955.96,-14093.00390625,394,394,156.6028
2323.88,1975000,15.1905,1954.85,-14130.669921875,395,395,156.5142
2324.47,1980000,15.2493,1963.44,-14165.75390625,396,396,156.473
2305.36,1985000,15.1867,1942.3,-14080.2685546875,397,397,156.7773
2321.88,1990000,15.0523,1950.96,-14082.2109375,398,398,156.4417
2316.0,1995000,15.3221,1984.27,-14175.212890625,399,399,156.6136
2290.06,2000000,15.2602,1959.21,-14160.42578125,400,400,156.5886
2304.75,2005000,15.1033,1951.18,-14171.693359375,401,401,156.5118
2292.19,2010000,15.1361,1952.83,-14202.771484375,402,402,156.6122
