Running Forward KL,Real Sto Return,Itration,Reward Loss,Running Reverse KL,Running Update Time,Running Env Steps,Real Det Return
157.2473,937.43,389,-13659.3232421875,13.9132,389,1945000,864.45
156.5708,1043.24,390,-13773.765625,13.69,390,1950000,1135.45
157.2269,544.78,391,-13707.8916015625,13.3227,391,1955000,653.06
156.9724,1285.34,392,-13856.853515625,14.5443,392,1960000,1610.96
157.0922,1732.28,393,-13835.7861328125,15.4972,393,1965000,2145.5
156.9314,1171.15,394,-13958.728515625,14.0491,394,1970000,1520.48
156.8559,1738.22,395,-13785.6201171875,15.4721,395,1975000,2048.93
156.7601,1007.7,396,-14402.58984375,15.2349,396,1980000,1007.94
157.0198,1813.73,397,-13824.525390625,16.2106,397,1985000,2168.08
156.6412,1752.47,398,-13830.2744140625,15.3913,398,1990000,2159.17
157.345,561.15,399,-14119.5380859375,14.793,399,1995000,607.62
156.8679,1444.96,400,-13881.8896484375,14.5365,400,2000000,1791.11
