Running Update Time,Real Det Return,Reward Loss,Running Reverse KL,Running Env Steps,Running Forward KL,Real Sto Return,Itration
388,2166.76,-12643.4990234375,14.9079,1940000,156.6957,1804.86,388
389,2193.08,-12700.587890625,15.1033,1945000,156.6343,1802.52,389
390,2169.86,-12696.2314453125,15.0723,1950000,156.4721,1816.49,390
391,2201.15,-12719.7314453125,15.1107,1955000,156.7568,1812.36,391
392,2198.47,-12782.8388671875,15.0869,1960000,156.6188,1812.4,392
393,2210.75,-12772.76171875,15.1567,1965000,156.5699,1803.4,393
394,1947.88,-12729.021484375,15.0259,1970000,156.7702,1814.77,394
395,2213.27,-12822.1044921875,15.0414,1975000,156.5495,1801.03,395
396,2199.61,-12845.9609375,15.048,1980000,156.7108,1817.09,396
397,2217.77,-12868.5751953125,15.18,1985000,156.6231,1832.92,397
398,2201.75,-12907.2841796875,15.144,1990000,156.6145,1830.31,398
399,2197.92,-12897.4287109375,15.063,1995000,156.6411,1837.71,399
400,2216.46,-12934.3955078125,15.0424,2000000,156.6582,1838.55,400
401,2192.28,-12884.4287109375,15.1098,2005000,156.653,1849.89,401
402,2219.1,-12959.48828125,15.0632,2010000,156.7031,1827.12,402
403,2194.0,-12978.40234375,15.0466,2015000,156.7102,1826.75,403
404,2205.2,-13010.595703125,15.1631,2020000,156.6834,1846.49,404
405,2234.64,-13041.369140625,15.1342,2025000,156.6772,1859.42,405
406,2202.56,-13028.0078125,14.9801,2030000,156.5536,1818.35,406
407,2188.15,-13068.8505859375,15.0932,2035000,156.7104,1841.33,407
408,2210.49,-13083.091796875,15.0279,2040000,156.7053,1830.36,408
409,1959.64,-13104.3740234375,15.086,2045000,156.5835,1822.79,409
410,2228.18,-13132.8291015625,15.1388,2050000,156.6522,1847.43,410
411,2175.78,-13171.85546875,15.1803,2055000,156.6267,1851.88,411
412,2245.5,-13180.3740234375,15.1332,2060000,156.673,1860.93,412
413,2083.93,-13204.671875,15.0598,2065000,156.6152,1814.7,413
414,1616.22,-13215.73828125,14.8887,2070000,156.6073,1818.76,414
415,2213.38,-13266.0478515625,15.0938,2075000,156.7772,1821.34,415
416,2246.99,-13211.43359375,14.9585,2080000,156.4561,1830.51,416
417,2205.36,-13327.701171875,15.1174,2085000,156.6854,1854.42,417
418,2252.69,-13313.087890625,15.1379,2090000,156.7593,1869.21,418
419,2240.27,-13336.896484375,14.9039,2095000,156.6156,1866.35,419
420,2206.81,-13377.8232421875,15.0125,2100000,156.5981,1830.15,420
421,2252.39,-13356.6103515625,14.7629,2105000,156.6752,1843.02,421
422,91.72,-13702.5126953125,14.4413,2110000,158.4002,76.82,422
423,-470.42,-11453.556640625,27.7212,2115000,160.8013,-352.77,423
424,1161.03,-13232.5126953125,13.991,2120000,156.8892,1006.52,424
425,-447.07,-11492.8466796875,15.0234,2125000,158.0995,-592.8,425
426,-298.93,-11815.3466796875,12.9522,2130000,158.2351,-294.84,426
427,-434.51,-10959.916015625,16.4643,2135000,158.1683,-388.03,427
428,-1365.23,-11678.5732421875,17.9992,2140000,159.3908,-1319.75,428
429,477.86,-13162.99609375,12.8125,2145000,157.4369,132.31,429
430,-423.01,-10833.75,21.4802,2150000,158.7692,-406.57,430
431,-801.94,-12064.0966796875,16.6036,2155000,158.7391,-605.67,431
432,150.83,-11670.7265625,12.7491,2160000,157.7887,54.84,432
433,-126.83,-11181.7001953125,13.6961,2165000,157.873,-141.27,433
434,-850.13,-11660.4912109375,17.6702,2170000,159.0466,-718.84,434
435,-417.68,-11698.958984375,13.9072,2175000,158.5358,-395.23,435
436,-247.59,-11154.7587890625,17.8894,2180000,159.7033,-341.29,436
437,-499.62,-10466.109375,61.9629,2185000,162.1997,-506.07,437
438,393.25,-11816.2685546875,13.5059,2190000,158.4138,95.37,438
439,101.53,-12322.826171875,12.4072,2195000,157.5554,-53.11,439
440,-163.91,-13504.236328125,13.2301,2200000,157.7656,-238.57,440
441,-244.62,-11606.2197265625,17.988,2205000,157.9586,-311.43,441
442,788.01,-13641.9716796875,12.2207,2210000,157.0097,541.46,442
443,1136.36,-13677.3955078125,13.3624,2215000,156.9161,900.77,443
444,1505.41,-13800.9189453125,13.3539,2220000,156.7687,1021.59,444
445,1680.32,-13621.6357421875,13.927,2225000,156.825,1270.28,445
446,1418.57,-13518.6943359375,12.9637,2230000,156.8335,1026.37,446
447,1487.86,-13862.427734375,13.2077,2235000,156.763,978.58,447
448,806.07,-13944.5556640625,13.0021,2240000,157.3292,594.39,448
449,1230.23,-14172.671875,12.9312,2245000,156.9613,1099.14,449
450,1060.06,-13823.693359375,13.9928,2250000,157.3212,1019.69,450
451,1265.17,-13787.974609375,13.625,2255000,157.0305,914.28,451
452,1161.84,-13748.8896484375,14.0438,2260000,156.8843,1079.24,452
453,575.49,-14635.1181640625,13.7537,2265000,157.2807,523.28,453
454,2097.5,-13853.16015625,14.6962,2270000,156.5471,1703.68,454
455,2146.62,-14017.7060546875,14.9318,2275000,156.6337,1723.1,455
456,2100.09,-13896.9912109375,14.4829,2280000,156.5927,1717.78,456
457,1625.18,-13888.2216796875,13.395,2285000,156.7867,1361.46,457
458,2048.4,-13933.345703125,13.9879,2290000,156.3281,1619.81,458
459,1481.12,-13862.291015625,13.5249,2295000,156.6195,1332.17,459
460,743.43,-13931.45703125,11.7159,2300000,156.9939,535.12,460
461,789.02,-13659.1513671875,12.8228,2305000,157.1716,564.41,461
462,2092.36,-14201.375,14.7738,2310000,156.6841,1643.27,462
463,2110.84,-14140.86328125,14.8696,2315000,156.861,1713.21,463
464,2161.99,-14189.693359375,15.184,2320000,156.7598,1761.55,464
465,2148.56,-14187.7978515625,15.3392,2325000,156.8703,1795.03,465
466,2196.07,-14148.783203125,14.7434,2330000,156.5915,1813.23,466
467,2193.25,-14164.9580078125,14.8776,2335000,156.6123,1797.4,467
468,2028.88,-14213.77734375,14.1111,2340000,156.5634,1665.39,468
469,1597.34,-14022.6923828125,14.2452,2345000,157.0028,1332.52,469
470,1321.79,-14000.80859375,13.0473,2350000,157.0205,1062.18,470
471,1681.2,-14014.384765625,13.763,2355000,156.8835,1468.63,471
472,2043.26,-14023.607421875,14.5918,2360000,156.6166,1688.76,472
473,2192.87,-14318.109375,14.9952,2365000,156.5197,1808.45,473
474,2201.1,-14262.310546875,14.9473,2370000,156.4928,1835.96,474
475,2167.69,-14297.20703125,14.7063,2375000,156.6238,1795.15,475
476,1736.73,-14320.265625,12.9813,2380000,156.6617,1181.71,476
477,1625.11,-14085.365234375,14.6425,2385000,156.6885,1415.31,477
478,1463.67,-13714.60546875,13.272,2390000,156.8259,1154.46,478
479,971.3,-13366.544921875,12.0568,2395000,156.7904,615.28,479
480,1068.98,-13922.1865234375,13.1764,2400000,156.8212,1067.12,480
481,642.59,-12822.7900390625,11.3579,2405000,156.8449,718.35,481
482,-84.98,-13652.7001953125,10.6021,2410000,157.2331,-103.3,482
483,511.68,-11785.560546875,13.3091,2415000,157.0947,231.47,483
484,1065.84,-12361.46484375,14.256,2420000,156.4655,359.35,484
485,433.31,-12963.486328125,11.353,2425000,157.1634,497.62,485
486,264.98,-12602.94921875,11.9181,2430000,157.4449,276.75,486
487,647.29,-11586.0224609375,16.2948,2435000,159.1332,599.43,487
488,440.57,-12189.9716796875,13.2699,2440000,157.8507,321.57,488
489,292.15,-13164.50390625,11.7823,2445000,158.0515,148.42,489
490,130.24,-12995.3486328125,11.8668,2450000,157.846,181.06,490
491,1408.01,-14366.5947265625,13.7634,2455000,157.4615,1114.71,491
492,1793.19,-14570.7568359375,13.763,2460000,156.715,1446.7,492
493,1853.58,-14661.0966796875,14.2339,2465000,156.7222,1551.39,493
494,2112.67,-14728.099609375,14.6194,2470000,156.7373,1674.59,494
495,2140.97,-14661.83203125,14.8227,2475000,156.6048,1731.42,495
496,2200.18,-14722.826171875,15.0124,2480000,156.5424,1767.88,496
497,2029.81,-14638.689453125,15.02,2485000,156.7139,1754.94,497
498,2053.26,-14652.8359375,14.6767,2490000,156.6661,1688.21,498
499,1454.23,-14679.0947265625,13.0336,2495000,156.7589,1000.85,499
500,1763.0,-14708.900390625,13.8722,2500000,156.5628,1409.11,500
501,1711.27,-14784.361328125,13.3181,2505000,156.8222,1211.06,501
502,1959.2,-14790.6494140625,14.1537,2510000,156.6356,1542.59,502
503,1970.96,-14830.9443359375,14.6185,2515000,156.6315,1619.14,503
504,2178.52,-14917.6025390625,14.8302,2520000,156.487,1735.36,504
505,2103.06,-14878.7001953125,14.4257,2525000,156.626,1676.48,505
506,2052.03,-14973.0361328125,14.1948,2530000,156.6576,1657.01,506
507,1694.03,-14919.349609375,14.2117,2535000,156.919,1454.14,507
508,2047.19,-15009.376953125,14.4005,2540000,156.614,1640.08,508
509,1916.53,-15036.84765625,14.1828,2545000,156.7322,1480.81,509
510,1813.99,-14861.8798828125,14.4065,2550000,156.6401,1651.09,510
511,2053.67,-14979.0703125,14.788,2555000,156.6171,1750.5,511
512,2183.86,-15097.568359375,14.7491,2560000,156.4285,1814.01,512
513,2228.3,-15104.4677734375,14.7621,2565000,156.5193,1824.96,513
514,2223.67,-15141.2861328125,14.7911,2570000,156.5987,1814.59,514
515,2214.28,-15130.9619140625,14.7927,2575000,156.5704,1835.73,515
516,2230.66,-15125.5224609375,14.9195,2580000,156.6573,1857.81,516
517,2249.03,-15155.8173828125,14.899,2585000,156.6125,1872.84,517
518,2253.7,-15126.4990234375,14.8965,2590000,156.4749,1867.81,518
519,2245.6,-15105.564453125,15.2108,2595000,156.6204,1882.44,519
520,2245.64,-15114.478515625,15.1372,2600000,156.5776,1891.42,520
521,2216.09,-15124.3359375,14.9183,2605000,156.5766,1853.94,521
522,2239.01,-15175.3330078125,15.0059,2610000,156.5647,1888.64,522
523,2249.51,-15202.7080078125,15.1869,2615000,156.7341,1898.28,523
524,2244.65,-15217.126953125,15.2182,2620000,156.5974,1888.82,524
525,2257.18,-15253.185546875,15.0838,2625000,156.5369,1888.95,525
526,2257.12,-15267.0107421875,15.1108,2630000,156.6467,1869.75,526
527,2255.88,-15291.259765625,15.1552,2635000,156.5113,1882.41,527
528,2260.71,-15283.19921875,15.3107,2640000,156.5519,1903.5,528
529,2257.58,-15303.5771484375,15.1543,2645000,156.6726,1899.31,529
530,2264.58,-15339.8701171875,15.0975,2650000,156.6142,1889.2,530
531,2266.51,-15358.189453125,15.2669,2655000,156.6184,1897.44,531
532,2278.64,-15406.541015625,15.2257,2660000,156.6516,1898.2,532
533,2280.26,-15350.271484375,15.1564,2665000,156.5496,1892.18,533
534,2265.05,-15398.2392578125,15.0429,2670000,156.6103,1870.62,534
535,2275.6,-15459.56640625,15.1835,2675000,156.5904,1894.69,535
536,2270.23,-15450.984375,15.0936,2680000,156.6895,1906.45,536
537,2270.57,-15448.7080078125,15.0764,2685000,156.566,1900.11,537
538,2273.21,-15494.888671875,15.14,2690000,156.6042,1882.87,538
539,2273.1,-15460.84375,15.0952,2695000,156.5454,1914.79,539
540,2259.8,-15466.3046875,15.0249,2700000,156.7374,1890.94,540
541,2255.89,-15500.9560546875,15.0436,2705000,156.5774,1874.18,541
542,2252.33,-15508.361328125,15.0695,2710000,156.4869,1901.01,542
543,2248.16,-15540.8408203125,14.9683,2715000,156.4806,1891.63,543
544,2240.08,-15595.548828125,15.1921,2720000,156.5681,1888.7,544
545,2245.58,-15566.486328125,15.1016,2725000,156.5357,1883.05,545
546,2203.82,-15531.521484375,15.0636,2730000,156.7434,1873.0,546
547,2242.25,-15572.029296875,15.0345,2735000,156.5994,1871.29,547
548,2075.36,-15607.5419921875,15.0846,2740000,156.6061,1807.51,548
549,-337.22,-14828.9091796875,13.7432,2745000,156.9073,-44.76,549
550,-275.12,-14250.3486328125,13.4611,2750000,157.1425,260.42,550
551,1629.72,-15630.09375,14.069,2755000,156.6004,1281.17,551
552,1092.35,-15566.71875,13.7171,2760000,156.548,1181.28,552
553,2201.78,-15797.59375,15.2557,2765000,156.6087,1808.21,553
554,1719.22,-15271.5244140625,13.7123,2770000,156.5601,1437.2,554
555,1878.9,-15577.1005859375,14.2436,2775000,156.6211,1673.71,555
556,1123.33,-15664.630859375,14.1227,2780000,156.6506,1548.74,556
557,-371.47,-14709.712890625,12.8695,2785000,158.0919,-361.7,557
558,550.02,-15836.9384765625,13.341,2790000,157.1361,453.1,558
559,1137.79,-15734.833984375,13.1994,2795000,156.8408,1111.71,559
560,-147.12,-14200.9775390625,11.0395,2800000,157.8303,-122.28,560
561,-276.46,-14743.2763671875,12.3254,2805000,156.7876,293.77,561
562,18.0,-14806.234375,11.6635,2810000,157.2203,-144.33,562
563,508.8,-14308.2939453125,14.9818,2815000,158.1792,236.78,563
564,1238.7,-15074.919921875,11.8798,2820000,156.5354,834.01,564
565,-149.15,-15208.1494140625,10.761,2825000,157.6771,-154.42,565
566,302.56,-13392.330078125,16.2626,2830000,159.0171,420.19,566
567,-157.21,-13141.0908203125,14.0096,2835000,158.1782,314.56,567
568,-162.5,-16414.4296875,13.5148,2840000,158.1247,-114.33,568
569,77.41,-15587.7548828125,11.7483,2845000,157.7266,-4.8,569
570,133.27,-15818.3193359375,12.0757,2850000,157.6051,193.2,570
571,1562.51,-16339.3994140625,14.3318,2855000,156.5713,1182.1,571
572,1711.87,-16327.48046875,14.7075,2860000,156.8497,1250.72,572
573,1093.97,-16345.0302734375,13.7694,2865000,157.1408,898.18,573
574,765.47,-16432.453125,13.279,2870000,157.2864,678.09,574
575,1135.14,-16304.8876953125,12.7324,2875000,156.9373,911.19,575
576,1624.87,-16074.72265625,13.2141,2880000,156.7337,1107.98,576
577,1731.57,-15919.986328125,14.6653,2885000,156.8613,1456.6,577
578,1927.05,-16269.6396484375,14.9438,2890000,157.0349,1484.68,578
579,1911.17,-16185.462890625,15.1881,2895000,157.1539,1545.84,579
580,169.52,-15973.0068359375,12.3102,2900000,157.738,113.17,580
581,2027.46,-16262.6357421875,15.128,2905000,156.8876,1634.05,581
582,2059.82,-16233.4287109375,15.265,2910000,157.0427,1669.09,582
583,2124.69,-16188.5888671875,14.8014,2915000,156.9086,1738.87,583
584,2130.73,-16268.0400390625,14.9134,2920000,157.0043,1748.03,584
585,2115.18,-16265.4384765625,15.0302,2925000,156.9632,1748.28,585
586,2065.54,-16230.78125,14.9284,2930000,156.9508,1743.85,586
587,2107.85,-16212.978515625,14.6991,2935000,156.7115,1746.9,587
588,2114.66,-16250.9921875,14.8102,2940000,156.8332,1754.86,588
589,2148.69,-16247.396484375,14.9833,2945000,156.758,1779.75,589
590,2150.82,-16266.78125,14.9552,2950000,156.7161,1802.09,590
591,2138.84,-16270.0537109375,14.8732,2955000,156.76,1784.71,591
592,2154.1,-16259.8515625,15.0256,2960000,156.8972,1806.36,592
593,2167.29,-16251.544921875,15.0072,2965000,156.8815,1816.33,593
594,2180.31,-16303.1845703125,15.0759,2970000,156.6899,1816.68,594
595,2165.84,-16303.9609375,14.9967,2975000,156.6048,1812.9,595
596,2170.96,-16292.0166015625,15.042,2980000,156.7246,1819.06,596
597,2180.43,-16334.232421875,15.1847,2985000,156.8471,1836.51,597
598,2187.16,-16363.92578125,15.0757,2990000,156.9095,1828.01,598
599,2193.53,-16375.3359375,15.0626,2995000,156.8653,1846.28,599
