Running Reverse KL,Real Sto Return,Real Det Return,Running Update Time,Itration,Running Env Steps,Reward Loss,Running Forward KL
645.092,63.0,62.99,399,399,1995000,-19306.244140625,608.7763
939.7955,62.9,62.9,400,400,2000000,-19540.79296875,627.7632
727.3539,63.02,63.02,401,401,2005000,-19325.98046875,633.6867
507.9321,62.99,62.99,402,402,2010000,-19491.779296875,642.1527
573.4086,62.96,62.94,403,403,2015000,-19564.76171875,649.3586
666.3249,62.52,62.67,404,404,2020000,-19564.03125,647.3026
611.1743,63.32,63.41,405,405,2025000,-19696.1171875,698.6666
573.8513,62.33,62.42,406,406,2030000,-19646.17578125,661.6548
626.4946,63.08,63.05,407,407,2035000,-19760.2421875,692.6467
661.7354,62.59,62.58,408,408,2040000,-19739.25390625,700.2045
479.7663,63.1,62.84,409,409,2045000,-19352.482421875,679.5504
466.2634,62.68,62.68,410,410,2050000,-19555.98046875,660.5132
451.8534,62.43,62.43,411,411,2055000,-19405.7421875,662.53
420.0509,62.21,62.17,412,412,2060000,-19535.20703125,617.5176
452.6232,62.5,62.53,413,413,2065000,-19119.748046875,642.019
406.4052,62.22,62.28,414,414,2070000,-18977.6796875,630.8652
491.7796,62.6,62.57,415,415,2075000,-19543.72265625,647.8133
464.2608,60.93,60.92,416,416,2080000,-19579.376953125,657.8983
418.1179,61.46,61.43,417,417,2085000,-19560.30859375,659.9712
375.0568,63.18,63.03,418,418,2090000,-19164.990234375,647.7259
437.8315,63.24,63.39,419,419,2095000,-19640.529296875,674.7484
457.7074,62.14,62.2,420,420,2100000,-19691.013671875,664.5857
395.3564,62.63,62.56,421,421,2105000,-19418.291015625,653.4634
374.991,62.74,62.69,422,422,2110000,-19587.318359375,645.9381
386.6035,61.9,62.4,423,423,2115000,-19613.97265625,659.2929
391.6189,62.18,61.5,424,424,2120000,-19657.58984375,625.8163
452.3939,62.02,61.57,425,425,2125000,-19625.494140625,638.3781
402.1843,61.68,61.81,426,426,2130000,-19482.630859375,619.0018
389.4451,61.89,61.93,427,427,2135000,-19666.833984375,663.4199
523.3944,60.24,60.12,428,428,2140000,-19555.255859375,634.1816
389.8087,61.59,61.27,429,429,2145000,-18989.201171875,627.1393
386.2065,62.13,61.94,430,430,2150000,-19344.7578125,630.9658
369.3546,61.31,61.21,431,431,2155000,-19025.478515625,647.7864
445.7334,62.49,62.49,432,432,2160000,-19198.2578125,639.1751
483.3382,62.52,63.06,433,433,2165000,-19129.283203125,655.4383
400.1514,62.16,62.24,434,434,2170000,-19209.853515625,658.9888
934.8091,62.37,62.25,435,435,2175000,-19297.34765625,638.5349
377.6049,61.56,61.57,436,436,2180000,-19240.681640625,609.4902
423.2332,61.9,61.94,437,437,2185000,-19660.267578125,677.6703
464.3643,62.1,62.3,438,438,2190000,-19391.537109375,638.1961
370.7676,62.37,62.43,439,439,2195000,-19174.892578125,623.8284
519.5457,61.29,61.42,440,440,2200000,-19363.97265625,634.665
566.8442,63.02,63.15,441,441,2205000,-19310.03515625,612.9773
1248.1218,62.38,62.2,442,442,2210000,-19529.537109375,643.81
581.309,61.76,61.71,443,443,2215000,-19563.208984375,630.7799
490.4511,62.4,62.44,444,444,2220000,-19034.568359375,635.1953
1301.3214,62.33,62.4,445,445,2225000,-19381.458984375,656.5937
948.8547,61.34,61.17,446,446,2230000,-19538.798828125,665.7259
2113.2476,61.17,61.36,447,447,2235000,-19697.794921875,686.3507
911.0585,61.71,61.6,448,448,2240000,-19199.982421875,644.1756
726.0831,61.25,61.21,449,449,2245000,-19466.560546875,667.1285
375.4466,61.34,61.3,450,450,2250000,-19111.47265625,638.3425
437.3617,61.87,61.65,451,451,2255000,-18786.291015625,637.9713
1507.4719,61.56,61.58,452,452,2260000,-19268.1953125,639.1239
535.3217,61.24,61.16,453,453,2265000,-19475.357421875,654.725
1431.6461,61.93,61.65,454,454,2270000,-19322.349609375,670.3249
2141.9212,61.7,61.74,455,455,2275000,-19155.869140625,677.0249
890.4107,62.26,61.76,456,456,2280000,-19276.2421875,646.4741
667.1628,61.81,61.81,457,457,2285000,-19113.29296875,643.1594
602.09,61.87,61.97,458,458,2290000,-19131.318359375,615.2791
384.8719,61.57,61.11,459,459,2295000,-19353.056640625,659.944
666.9795,61.71,61.85,460,460,2300000,-18650.181640625,616.0256
1453.5299,61.76,62.04,461,461,2305000,-19069.66796875,614.4011
1690.1407,61.4,61.17,462,462,2310000,-19471.5390625,620.3374
3470.0945,61.49,61.38,463,463,2315000,-19683.587890625,679.0486
1330.1807,61.46,61.19,464,464,2320000,-19442.5625,632.1827
1154.2663,62.17,62.17,465,465,2325000,-19625.404296875,621.1413
1577.386,61.13,61.04,466,466,2330000,-19414.830078125,605.2753
2093.4386,62.06,62.47,467,467,2335000,-19611.978515625,628.7747
1390.119,60.65,60.64,468,468,2340000,-19609.0546875,665.7595
2437.4302,62.06,62.17,469,469,2345000,-19469.09375,659.7697
1834.2808,61.68,62.01,470,470,2350000,-19312.828125,643.4699
2660.6035,62.49,62.58,471,471,2355000,-19629.685546875,638.1748
2226.7797,61.27,61.1,472,472,2360000,-19557.44921875,644.0042
984.5772,60.68,60.57,473,473,2365000,-19578.0859375,635.9821
3321.9958,62.35,62.34,474,474,2370000,-19651.68359375,638.2911
2119.5016,62.12,62.72,475,475,2375000,-19474.40625,632.6126
1831.218,61.76,62.34,476,476,2380000,-19243.5234375,620.4444
1396.8559,60.57,61.07,477,477,2385000,-19308.205078125,641.9863
3117.4886,61.63,61.3,478,478,2390000,-19600.998046875,653.3053
1481.552,60.81,61.5,479,479,2395000,-19441.779296875,609.5271
2776.0883,60.92,60.27,480,480,2400000,-19717.986328125,629.0104
2144.114,64.22,64.6,481,481,2405000,-19338.92578125,569.0661
1137.9794,62.55,62.52,482,482,2410000,-19248.583984375,621.3655
1699.0589,61.3,61.6,483,483,2415000,-19407.14453125,589.6396
1924.5379,60.87,60.87,484,484,2420000,-19524.701171875,617.9666
2163.1563,60.88,60.88,485,485,2425000,-19505.68359375,607.4717
1822.6399,60.73,60.95,486,486,2430000,-19527.1640625,606.8816
814.2179,60.64,60.62,487,487,2435000,-19356.517578125,587.3477
1383.3141,60.9,60.9,488,488,2440000,-19385.369140625,621.4368
456.2553,63.23,63.25,489,489,2445000,-19156.458984375,591.3007
547.391,60.05,60.14,490,490,2450000,-19138.736328125,602.4357
818.3934,60.94,60.93,491,491,2455000,-18943.1796875,561.6944
1025.4396,61.48,60.79,492,492,2460000,-19177.650390625,607.6719
856.6325,60.99,60.99,493,493,2465000,-19059.109375,576.0827
987.7081,62.05,62.62,494,494,2470000,-19079.435546875,576.706
585.5833,63.8,63.76,495,495,2475000,-19123.92578125,603.2879
599.1138,62.17,61.73,496,496,2480000,-18606.46484375,564.2056
558.2109,63.65,63.68,497,497,2485000,-18719.73046875,574.6806
309.9433,62.59,62.59,498,498,2490000,-18797.9140625,551.8492
725.7761,63.68,63.75,499,499,2495000,-19013.8515625,557.1793
404.4473,63.31,64.1,500,500,2500000,-19017.294921875,602.9064
533.0381,64.28,64.33,501,501,2505000,-18838.748046875,603.0042
460.9529,63.65,64.06,502,502,2510000,-18911.4296875,572.3318
547.3347,62.85,62.59,503,503,2515000,-19130.66796875,597.7355
780.9367,62.94,62.32,504,504,2520000,-18824.671875,555.2689
645.2495,63.63,63.44,505,505,2525000,-19127.41796875,604.3761
2029.7039,62.76,62.67,506,506,2530000,-19261.21875,583.3981
1415.9317,63.77,63.29,507,507,2535000,-18949.1328125,561.9687
639.5614,63.51,62.86,508,508,2540000,-19401.86328125,600.1347
1531.4526,62.17,62.11,509,509,2545000,-19267.181640625,579.1407
990.7459,63.38,63.25,510,510,2550000,-19152.275390625,614.6104
469.8632,61.81,62.4,511,511,2555000,-18655.373046875,577.3561
297.5422,63.71,63.81,512,512,2560000,-18166.98046875,547.3788
310.725,63.93,64.02,513,513,2565000,-19023.185546875,599.0572
1101.8246,64.05,64.0,514,514,2570000,-19348.01171875,577.3256
798.3006,63.62,63.63,515,515,2575000,-19164.712890625,591.7705
914.8972,63.9,63.65,516,516,2580000,-19148.326171875,588.5656
1738.7422,62.25,61.92,517,517,2585000,-19534.267578125,621.7324
1118.8567,64.23,64.47,518,518,2590000,-19383.109375,616.0272
1033.4114,61.69,61.5,519,519,2595000,-19237.025390625,577.6719
2262.8513,60.82,60.54,520,520,2600000,-19377.01953125,553.7217
667.0986,61.96,61.97,521,521,2605000,-19347.412109375,591.7496
752.274,62.13,61.85,522,522,2610000,-19383.060546875,574.5116
787.3283,63.36,63.35,523,523,2615000,-19330.650390625,581.1819
993.5035,64.11,64.38,524,524,2620000,-19212.630859375,588.7319
707.3179,63.51,63.32,525,525,2625000,-19225.40625,573.1771
757.6135,62.68,62.39,526,526,2630000,-19545.53515625,611.0708
1144.9393,61.84,62.3,527,527,2635000,-19325.744140625,631.2385
954.5753,61.53,60.55,528,528,2640000,-19351.7109375,632.1728
1084.8463,61.61,61.96,529,529,2645000,-19259.408203125,632.4532
633.9564,60.9,60.86,530,530,2650000,-19227.5078125,667.7085
811.9789,60.77,60.38,531,531,2655000,-19277.53515625,593.0518
511.5037,59.53,60.22,532,532,2660000,-19223.099609375,629.7505
643.0414,61.85,61.75,533,533,2665000,-19302.03515625,634.8892
582.3431,61.76,60.76,534,534,2670000,-19497.6875,659.3137
867.3657,62.64,62.62,535,535,2675000,-19492.69921875,638.8588
587.3217,62.61,62.75,536,536,2680000,-19374.015625,609.6514
664.8858,60.99,60.89,537,537,2685000,-19433.61328125,647.7463
1281.6518,62.36,61.93,538,538,2690000,-19655.197265625,664.3406
802.099,63.02,63.03,539,539,2695000,-19638.140625,649.8548
1041.2663,61.6,61.0,540,540,2700000,-19544.5859375,625.0341
920.7774,62.01,62.34,541,541,2705000,-19658.0234375,663.378
1094.4983,60.03,57.75,542,542,2710000,-19741.169921875,658.7467
960.4159,60.97,60.35,543,543,2715000,-19531.390625,635.6462
692.3905,62.16,61.23,544,544,2720000,-19621.623046875,652.7193
793.8814,60.43,60.95,545,545,2725000,-19701.083984375,674.7942
1120.026,61.73,62.09,546,546,2730000,-19613.365234375,648.5216
779.9499,61.13,60.89,547,547,2735000,-19640.080078125,656.475
767.4281,61.6,62.11,548,548,2740000,-19649.955078125,674.9431
514.0337,62.09,62.3,549,549,2745000,-19570.580078125,649.0015
662.2301,62.3,62.2,550,550,2750000,-19640.021484375,654.1511
443.2015,61.83,61.85,551,551,2755000,-19653.908203125,638.7373
474.9241,61.54,61.58,552,552,2760000,-19567.8984375,654.8418
1202.9397,61.76,61.58,553,553,2765000,-19764.501953125,681.8159
808.3755,61.73,61.68,554,554,2770000,-19669.009765625,673.9249
1411.1142,61.49,61.39,555,555,2775000,-19792.4453125,684.2096
1192.2517,61.43,61.43,556,556,2780000,-19822.083984375,692.2543
804.234,62.03,62.04,557,557,2785000,-19808.47265625,685.876
551.5445,61.97,62.3,558,558,2790000,-19799.728515625,699.3848
716.8921,62.09,62.03,559,559,2795000,-19769.4140625,694.1463
671.823,62.0,62.04,560,560,2800000,-19787.642578125,691.4796
776.5985,62.04,61.93,561,561,2805000,-19769.01953125,683.1921
980.6733,61.88,61.74,562,562,2810000,-19807.07421875,693.9996
724.1828,61.84,61.67,563,563,2815000,-19753.6015625,680.9837
695.4344,61.81,61.77,564,564,2820000,-19761.595703125,681.8373
510.9671,61.72,61.79,565,565,2825000,-19751.28125,689.039
527.5361,61.85,61.83,566,566,2830000,-19743.94140625,694.2181
705.7728,61.66,61.75,567,567,2835000,-19807.451171875,689.2423
809.4906,61.78,61.79,568,568,2840000,-19810.904296875,697.1889
838.5069,61.73,61.74,569,569,2845000,-19715.4921875,675.0356
696.3752,62.23,62.26,570,570,2850000,-19815.638671875,689.4173
522.2176,62.25,62.26,571,571,2855000,-19791.986328125,688.821
741.1605,62.26,62.33,572,572,2860000,-19853.63671875,690.2724
533.7726,61.87,61.74,573,573,2865000,-19802.431640625,671.6301
604.562,61.68,61.57,574,574,2870000,-19803.0,678.7895
582.5129,61.77,61.73,575,575,2875000,-19744.412109375,682.4868
866.1755,61.93,61.72,576,576,2880000,-19785.68359375,685.6624
624.7307,61.64,61.51,577,577,2885000,-19854.908203125,695.3475
782.6722,59.43,59.47,578,578,2890000,-19805.923828125,678.4202
584.5184,60.01,59.96,579,579,2895000,-19856.59375,691.9223
896.0718,59.06,59.97,580,580,2900000,-19841.43359375,692.4838
848.2539,59.86,59.46,581,581,2905000,-19810.890625,688.527
667.6448,60.88,61.52,582,582,2910000,-19783.1171875,669.0212
565.2882,60.51,61.11,583,583,2915000,-19803.119140625,686.372
983.0617,61.8,62.14,584,584,2920000,-19850.935546875,694.8939
704.4557,61.98,62.24,585,585,2925000,-19594.568359375,669.0137
687.5767,62.03,62.08,586,586,2930000,-19826.1328125,689.8559
471.0483,62.14,62.07,587,587,2935000,-19805.203125,686.4883
448.4636,62.18,62.07,588,588,2940000,-19765.236328125,671.8585
670.3655,62.09,62.03,589,589,2945000,-19832.83203125,677.3618
748.4527,61.96,61.88,590,590,2950000,-19749.408203125,674.1431
614.2082,61.86,61.83,591,591,2955000,-19839.99609375,691.2152
467.1551,62.13,62.04,592,592,2960000,-19854.82421875,665.1229
787.7317,61.63,61.74,593,593,2965000,-19862.328125,690.9681
567.489,62.22,61.9,594,594,2970000,-19807.228515625,682.5601
483.0199,61.82,61.74,595,595,2975000,-19848.18359375,679.7455
626.5055,61.88,61.75,596,596,2980000,-19813.95703125,662.7796
715.0902,61.42,61.23,597,597,2985000,-19820.876953125,678.8811
444.7216,61.96,61.88,598,598,2990000,-19824.84765625,674.5948
459.465,61.75,61.86,599,599,2995000,-19771.837890625,666.5344
