Running Update Time,Real Det Return,Itration,Reward Loss,Running Forward KL,Running Env Steps,Real Sto Return,Running Reverse KL
393,4965.88,393,-18699.474609375,358.7693,1965000,4853.9,172.0634
394,4809.05,394,-18551.330078125,364.4816,1970000,4800.2,166.9035
395,4975.65,395,-18763.99609375,362.1708,1975000,4958.74,164.7586
396,4897.87,396,-18894.9609375,365.0142,1980000,4594.44,178.6454
397,4945.39,397,-19046.4609375,372.9761,1985000,4947.72,183.3759
398,4935.35,398,-18887.412109375,371.5248,1990000,4751.96,190.5274
399,4961.18,399,-18900.41015625,369.5104,1995000,4740.75,180.6532
400,4353.0,400,-18749.568359375,363.9991,2000000,4770.16,159.5941
401,4931.55,401,-19018.708984375,372.8633,2005000,4903.99,183.9904
402,4935.86,402,-19201.865234375,391.0732,2010000,4949.21,189.286
403,4608.56,403,-19276.1796875,383.2755,2015000,4624.12,172.4388
404,4830.8,404,-18827.2734375,365.4494,2020000,4778.97,169.1985
405,4598.23,405,-19151.322265625,375.3677,2025000,4840.78,181.2524
406,4753.49,406,-19025.185546875,363.3143,2030000,4884.05,161.486
407,4813.15,407,-19173.931640625,374.2145,2035000,4798.82,184.2347
408,4853.13,408,-18679.390625,371.095,2040000,4839.29,166.1139
409,4838.69,409,-18664.833984375,371.2514,2045000,4826.3,185.6393
410,4816.9,410,-18745.384765625,365.321,2050000,4733.9,164.1701
411,4843.9,411,-19120.47265625,383.2786,2055000,4820.22,159.8598
412,4764.16,412,-19184.2890625,376.6869,2060000,4789.65,168.3415
413,4776.14,413,-18698.23828125,368.194,2065000,4849.59,163.4655
414,4964.37,414,-19043.884765625,370.8474,2070000,4939.56,158.6164
415,4832.01,415,-18797.681640625,371.7188,2075000,4851.48,165.571
416,4694.83,416,-18956.36328125,369.2064,2080000,4688.23,155.6861
417,4672.57,417,-18740.810546875,381.3741,2085000,4654.09,180.3632
418,4763.08,418,-18889.380859375,363.3054,2090000,4853.58,157.674
419,4630.84,419,-19044.978515625,382.4273,2095000,4831.08,166.7082
420,4644.69,420,-18471.267578125,368.7583,2100000,4402.2,155.0114
421,4743.66,421,-18798.435546875,378.005,2105000,4756.57,177.0085
422,4651.86,422,-18713.142578125,369.9654,2110000,4718.4,176.3535
423,4815.13,423,-18688.484375,375.184,2115000,4961.52,182.6863
424,4358.55,424,-18568.583984375,373.86,2120000,3780.87,161.6753
425,4167.27,425,-18720.931640625,383.6398,2125000,3765.07,181.1517
426,4835.53,426,-19003.1640625,372.8352,2130000,4715.72,161.4021
427,4412.15,427,-18836.962890625,359.7428,2135000,4272.73,171.5217
428,3620.87,428,-18532.162109375,377.3017,2140000,4408.45,154.9027
429,3750.59,429,-18378.939453125,374.7896,2145000,3378.01,167.8257
430,2920.7,430,-18123.306640625,378.0716,2150000,2471.39,185.2801
431,3522.1,431,-17764.7890625,388.4079,2155000,3571.34,217.8533
432,3494.31,432,-17991.546875,389.5941,2160000,3411.56,156.3776
433,2701.73,433,-17907.265625,395.0023,2165000,2733.48,181.2729
434,3622.75,434,-18656.822265625,374.9493,2170000,3487.61,140.4313
435,4574.45,435,-19040.3203125,402.8463,2175000,4143.19,144.4665
436,3653.17,436,-18093.61328125,393.3575,2180000,3861.23,175.0905
437,4366.41,437,-18998.52734375,397.918,2185000,4302.41,171.1426
438,3490.9,438,-18838.740234375,391.5143,2190000,3994.97,157.8665
439,4528.07,439,-18848.689453125,414.4439,2195000,4745.88,196.6398
440,4837.38,440,-19037.041015625,420.9917,2200000,4662.76,229.4317
441,4679.96,441,-19058.64453125,399.441,2205000,4761.37,192.9204
442,4857.44,442,-19209.796875,408.3598,2210000,4646.47,216.7325
443,4693.59,443,-19347.58984375,407.3378,2215000,4688.44,242.375
444,3826.77,444,-18216.166015625,395.4537,2220000,3785.92,171.2466
445,3800.35,445,-18943.02734375,400.0376,2225000,4388.04,216.2601
446,3056.04,446,-18005.73828125,402.5618,2230000,2269.95,190.6004
447,2990.66,447,-17426.5625,414.6333,2235000,3311.66,201.1196
448,2562.11,448,-17029.6796875,406.0939,2240000,3241.33,198.0546
449,2356.97,449,-17000.828125,415.6329,2245000,2807.51,253.5864
450,2796.83,450,-16964.775390625,424.1768,2250000,2047.86,262.9513
451,3280.51,451,-18266.52734375,409.3608,2255000,3706.51,224.6697
452,2512.66,452,-16881.970703125,423.2941,2260000,2605.0,249.8592
453,2636.78,453,-17065.462890625,425.7726,2265000,2839.88,253.9641
454,3865.55,454,-18895.373046875,417.6228,2270000,2910.68,250.9468
455,4306.2,455,-18602.763671875,414.3933,2275000,4587.87,252.4624
456,4333.89,456,-18886.94140625,406.8713,2280000,4413.11,252.4256
457,4629.09,457,-19355.880859375,424.0855,2285000,4887.57,255.7272
458,4137.85,458,-19082.40234375,407.6762,2290000,3189.16,208.4875
459,3764.61,459,-18227.5,398.6154,2295000,4609.25,213.8707
460,4808.54,460,-18777.134765625,397.1794,2300000,4608.11,202.196
461,4329.17,461,-18822.46875,385.5051,2305000,4234.16,199.8663
462,3765.06,462,-18469.3984375,395.7469,2310000,3896.3,206.8837
463,3328.23,463,-17714.951171875,398.7659,2315000,2744.62,205.41
464,3976.14,464,-18641.09375,382.106,2320000,2909.26,201.6533
465,3352.35,465,-18504.982421875,398.5038,2325000,3559.94,201.2634
466,3992.43,466,-18160.62890625,393.013,2330000,3608.77,204.121
467,4046.82,467,-18465.8515625,392.3129,2335000,3802.73,193.4796
468,3183.45,468,-17982.671875,389.9952,2340000,2484.62,215.0126
469,4151.92,469,-18418.826171875,389.464,2345000,4620.5,196.8979
470,3074.57,470,-18996.958984375,396.5972,2350000,3530.54,232.5814
471,2797.54,471,-17998.25,407.5772,2355000,3226.26,256.8355
472,4356.58,472,-18897.58984375,407.7089,2360000,3621.15,220.4482
473,1474.94,473,-18211.388671875,412.0274,2365000,2302.29,263.7273
474,2876.91,474,-18382.041015625,411.2454,2370000,2674.19,281.1213
475,3927.77,475,-18922.5234375,415.5579,2375000,4520.61,236.4471
476,4541.1,476,-19367.123046875,399.826,2380000,4510.99,225.9627
477,4687.82,477,-19292.451171875,424.051,2385000,4901.85,249.9626
478,2985.5,478,-19100.84765625,411.8799,2390000,2889.93,215.6499
479,2062.66,479,-18320.205078125,424.9325,2395000,1610.21,297.6357
480,3242.06,480,-18859.19921875,420.7571,2400000,3260.24,226.0365
481,1723.02,481,-17429.943359375,452.0176,2405000,1307.68,270.6912
482,1001.02,482,-17777.8671875,443.3279,2410000,1139.74,280.4294
483,976.17,483,-15950.634765625,474.2215,2415000,805.55,299.3775
484,2932.04,484,-17576.25,422.6408,2420000,2612.85,252.4698
485,584.94,485,-18402.4921875,443.0913,2425000,726.04,309.1862
486,2486.11,486,-18698.8515625,408.1855,2430000,2758.04,196.4495
487,1841.84,487,-18218.44921875,430.0542,2435000,1409.16,310.2826
488,819.07,488,-17602.57421875,453.3378,2440000,796.13,278.5504
489,1278.41,489,-17556.271484375,415.8597,2445000,989.35,205.9764
490,1001.72,490,-16811.166015625,454.2676,2450000,1190.28,270.8629
491,844.04,491,-17050.087890625,441.5623,2455000,1002.73,355.7038
492,2201.24,492,-17118.48046875,421.8939,2460000,1632.95,195.9303
493,1737.11,493,-17851.841796875,417.8915,2465000,1579.99,193.8503
494,4064.87,494,-18587.150390625,406.0797,2470000,3912.49,194.6555
495,1876.71,495,-18052.859375,421.703,2475000,2199.85,201.6263
496,3436.36,496,-18279.61328125,410.2516,2480000,3141.54,170.0187
497,3576.82,497,-19003.287109375,419.151,2485000,3298.65,211.7268
498,2203.42,498,-17521.794921875,421.0417,2490000,2583.6,237.8091
499,2313.32,499,-18300.001953125,414.2431,2495000,2061.18,193.2501
500,2850.03,500,-17953.357421875,432.8114,2500000,2443.5,219.1805
501,2841.28,501,-18214.2109375,408.9111,2505000,2845.24,222.0225
502,3198.04,502,-16963.38671875,426.0071,2510000,3306.55,199.6647
503,3520.08,503,-19023.673828125,422.2776,2515000,3125.85,240.121
504,4244.22,504,-18908.267578125,414.5597,2520000,3692.75,266.2487
505,4446.8,505,-18586.740234375,412.8642,2525000,3718.32,754.7888
506,2298.04,506,-18237.552734375,417.4915,2530000,2552.92,180.3785
507,3795.88,507,-18453.916015625,419.9367,2535000,3473.48,612.362
508,1990.12,508,-16969.005859375,455.0174,2540000,2225.64,212.0151
509,2042.1,509,-17012.658203125,449.8491,2545000,1871.88,233.9534
510,2753.92,510,-18336.482421875,426.0896,2550000,2743.17,170.4848
511,1203.33,511,-17458.10546875,456.6093,2555000,1175.61,331.0616
512,2930.81,512,-17116.955078125,437.7855,2560000,2808.78,370.5419
513,2783.92,513,-18445.2265625,431.4149,2565000,3681.89,179.8975
514,4482.65,514,-19101.666015625,434.1207,2570000,3906.84,177.3149
515,1622.25,515,-17344.830078125,442.8153,2575000,1470.42,224.5536
516,3037.09,516,-17091.775390625,442.7236,2580000,2427.58,201.3888
517,4383.59,517,-19493.736328125,429.5085,2585000,4490.19,212.7626
518,4182.61,518,-19530.845703125,426.6327,2590000,4040.57,215.2947
519,3245.47,519,-18743.18359375,431.6703,2595000,3296.68,197.121
520,4538.96,520,-19518.1875,434.0963,2600000,4740.37,226.3043
521,4453.99,521,-19555.6171875,430.2396,2605000,4102.42,237.6345
522,4450.61,522,-18831.59375,428.6222,2610000,4672.98,215.6977
523,4508.34,523,-19074.470703125,433.0309,2615000,4300.81,228.7646
524,4476.61,524,-18267.525390625,419.2475,2620000,4660.66,190.5752
525,3606.58,525,-18239.908203125,424.3501,2625000,3363.26,201.151
526,2065.96,526,-17419.048828125,421.7005,2630000,1885.05,185.2586
527,2550.56,527,-17658.724609375,419.5152,2635000,2217.66,176.307
528,2713.74,528,-17423.826171875,417.3262,2640000,3532.47,162.4225
529,2741.02,529,-17514.76953125,416.7049,2645000,1725.37,170.4137
530,3893.36,530,-18255.0078125,426.8396,2650000,3938.49,254.8195
531,3930.16,531,-18474.0859375,408.4082,2655000,3192.48,179.9669
532,1656.48,532,-17260.201171875,424.5552,2660000,2610.59,185.0196
533,3838.45,533,-18529.884765625,412.9876,2665000,3705.57,181.7267
534,3788.15,534,-18300.193359375,410.7999,2670000,3823.49,171.4284
535,2998.72,535,-17881.708984375,407.2935,2675000,2979.32,163.9483
536,3598.33,536,-17637.916015625,417.3629,2680000,3682.72,160.1042
537,3540.84,537,-17844.794921875,412.5277,2685000,3335.09,188.5659
538,2742.09,538,-18052.0703125,415.4009,2690000,3606.0,188.8584
539,2950.56,539,-18462.185546875,411.5427,2695000,3487.46,212.5165
540,2445.17,540,-18072.609375,413.8051,2700000,3458.83,174.2231
541,3398.76,541,-18463.58984375,412.1983,2705000,2855.03,217.9435
542,4063.52,542,-18184.345703125,420.4398,2710000,4059.44,204.6985
543,3586.89,543,-18587.765625,418.3329,2715000,4414.59,208.6801
544,3221.37,544,-18570.400390625,427.3646,2720000,3281.4,285.9135
545,3216.83,545,-18946.578125,417.8983,2725000,3689.66,213.9966
546,4497.66,546,-18956.806640625,422.9466,2730000,4536.19,259.6319
547,4158.36,547,-18716.693359375,423.8224,2735000,4425.12,238.8724
548,3928.23,548,-19016.140625,420.1134,2740000,4201.91,238.7264
549,3785.05,549,-18376.63671875,418.9565,2745000,3953.62,222.1395
550,3798.34,550,-19205.5625,420.2365,2750000,3421.7,229.9754
551,1902.01,551,-17312.07421875,434.0533,2755000,2083.47,219.9174
552,3029.02,552,-17912.1953125,421.4994,2760000,2827.43,210.1146
553,3940.19,553,-19136.59765625,427.1843,2765000,4407.78,220.7705
554,3136.27,554,-17756.22265625,425.3543,2770000,3151.14,198.4448
555,3204.77,555,-18433.859375,427.4464,2775000,3359.63,216.3383
556,3328.91,556,-17696.18359375,429.2577,2780000,3161.9,217.0194
557,4483.05,557,-18928.259765625,416.4382,2785000,4319.07,240.6824
558,3235.3,558,-18426.314453125,423.7183,2790000,3731.72,253.8278
559,1680.9,559,-17352.802734375,433.8854,2795000,1571.12,265.6708
560,2048.09,560,-16953.376953125,428.3353,2800000,2145.7,571.4307
561,2925.54,561,-17606.982421875,440.7579,2805000,2522.35,488.7422
562,1566.66,562,-16491.392578125,429.0512,2810000,1776.98,259.4875
563,2804.06,563,-17210.962890625,430.5158,2815000,2814.99,261.5182
564,2160.12,564,-17977.03515625,429.2029,2820000,2991.44,258.2724
565,3493.45,565,-18684.921875,433.1541,2825000,3294.58,273.5392
566,1536.62,566,-17549.98046875,424.418,2830000,1600.25,231.5806
567,3610.32,567,-18674.2421875,431.6999,2835000,3809.87,257.5809
568,1189.34,568,-16863.556640625,446.4433,2840000,1095.21,278.132
569,931.91,569,-17155.162109375,453.4355,2845000,1179.1,255.875
570,1877.07,570,-18484.5859375,444.7099,2850000,3193.59,248.278
571,2956.86,571,-18735.447265625,438.7033,2855000,2181.08,248.8327
572,2044.02,572,-17970.595703125,440.1424,2860000,2153.82,233.9123
573,2559.05,573,-18502.787109375,429.9236,2865000,3194.18,210.4183
574,1855.93,574,-17862.5625,446.6291,2870000,2889.46,224.2579
575,3697.11,575,-17959.5,450.1416,2875000,3995.91,222.4499
576,1644.21,576,-17830.04296875,445.0728,2880000,2302.46,243.1569
577,1627.46,577,-16720.69140625,452.9273,2885000,1559.22,277.1889
578,2077.34,578,-17975.5546875,446.9912,2890000,2772.76,219.3305
579,1775.83,579,-17578.423828125,460.5363,2895000,2302.67,240.5456
580,2192.71,580,-18086.98046875,448.6912,2900000,2810.4,221.6439
581,2015.7,581,-18051.78515625,453.7056,2905000,1747.75,237.8548
582,1318.77,582,-17273.404296875,478.1059,2910000,1884.52,279.1469
583,1594.67,583,-17662.251953125,469.2072,2915000,1306.37,304.6236
584,2289.88,584,-18000.16015625,459.0766,2920000,1754.07,240.5765
585,2906.4,585,-18057.6328125,464.3031,2925000,2210.24,349.6753
586,1731.69,586,-17495.755859375,481.2261,2930000,1358.5,272.4327
587,832.73,587,-18073.90625,466.116,2935000,634.28,275.9163
588,713.66,588,-17180.171875,469.7722,2940000,1198.29,291.0053
589,401.45,589,-17628.322265625,472.3564,2945000,431.31,287.5183
590,178.13,590,-17797.765625,497.9578,2950000,214.34,315.534
591,408.52,591,-17081.3203125,579.2292,2955000,340.88,323.8767
592,58.22,592,-17456.759765625,564.354,2960000,58.27,338.549
593,61.4,593,-17716.6484375,576.4364,2965000,61.01,351.9117
594,60.24,594,-17810.99609375,572.0651,2970000,60.34,361.7355
595,58.96,595,-18072.09375,584.5088,2975000,59.42,362.781
596,58.88,596,-17996.568359375,585.7048,2980000,58.88,361.9544
597,60.48,597,-17892.0546875,578.3031,2985000,60.27,359.2567
598,51.34,598,-17880.591796875,578.9419,2990000,51.34,367.6372
599,53.11,599,-17137.23828125,576.4007,2995000,53.47,371.7855
