Running Reverse KL,Itration,Running Update Time,Reward Loss,Running Forward KL,Real Sto Return,Running Env Steps,Real Det Return
15.7066,386,386,-12997.7080078125,156.7808,1948.97,1930000,2310.2
15.5364,387,387,-12988.1748046875,156.7298,1930.06,1935000,2274.69
15.3889,388,388,-13004.951171875,156.7706,1923.54,1940000,2289.02
15.678,389,389,-13056.4453125,156.5762,1951.63,1945000,2291.51
15.5653,390,390,-13052.2099609375,156.6887,1936.0,1950000,2263.61
15.7203,391,391,-13112.1376953125,156.7477,1893.26,1955000,2258.81
15.6306,392,392,-13124.2568359375,156.6003,1948.3,1960000,2280.75
15.4329,393,393,-13152.8857421875,156.7228,1931.73,1965000,2303.29
15.4812,394,394,-13146.7021484375,156.661,1923.91,1970000,2292.18
15.6865,395,395,-13172.859375,156.6222,1937.5,1975000,2273.48
15.6383,396,396,-13277.025390625,156.7425,1926.45,1980000,2302.28
15.353,397,397,-13220.748046875,156.6987,1934.08,1985000,2292.14
15.8469,398,398,-13287.85546875,156.6222,1952.48,1990000,2271.1
15.5843,399,399,-13278.9404296875,156.7796,1954.15,1995000,2294.33
15.7712,400,400,-13358.9765625,156.5955,1935.76,2000000,2269.02
15.8904,401,401,-13347.017578125,156.7563,1939.54,2005000,2268.84
15.779,402,402,-13345.5732421875,156.6062,1959.59,2010000,2324.05
15.4856,403,403,-13394.0361328125,156.6562,1945.87,2015000,2280.66
15.661,404,404,-13407.578125,156.9007,1943.3,2020000,2297.09
15.4792,405,405,-13364.103515625,156.514,1947.35,2025000,2270.44
15.6529,406,406,-13485.5693359375,156.709,1963.46,2030000,2294.22
15.5526,407,407,-13488.0615234375,156.6587,1941.82,2035000,2301.81
15.4335,408,408,-13471.84765625,156.4709,1889.32,2040000,2299.8
15.1122,409,409,-13497.013671875,156.6489,1908.78,2045000,2234.25
15.5719,410,410,-13582.125,156.6662,1950.01,2050000,2304.41
15.667,411,411,-13618.44140625,156.671,1985.53,2055000,2330.2
15.5427,412,412,-13648.2216796875,156.6623,1965.32,2060000,2327.68
15.5198,413,413,-13640.40625,156.7571,1951.6,2065000,2284.06
15.3161,414,414,-13634.7939453125,156.7248,1950.53,2070000,2299.65
15.4525,415,415,-13717.1865234375,156.6979,1916.41,2075000,2302.21
15.3911,416,416,-13683.1123046875,156.695,1925.51,2080000,2325.15
15.4482,417,417,-13799.46484375,156.5739,1948.75,2085000,2319.61
15.4716,418,418,-13735.904296875,156.6111,1801.17,2090000,2302.87
15.4897,419,419,-13779.068359375,156.6494,1936.52,2095000,2277.25
15.5696,420,420,-13796.3759765625,156.6309,1925.12,2100000,2296.32
15.7473,421,421,-13898.6513671875,156.7094,1984.54,2105000,2345.84
15.3061,422,422,-13790.8916015625,156.6306,1955.93,2110000,2291.16
15.3736,423,423,-13876.083984375,156.7246,1931.22,2115000,2277.19
15.5198,424,424,-13929.427734375,156.7193,1930.27,2120000,2294.79
15.4479,425,425,-13912.830078125,156.6287,1961.66,2125000,2312.26
15.6524,426,426,-14052.4599609375,156.6416,1939.42,2130000,2250.53
15.5281,427,427,-14050.1748046875,156.6132,1941.13,2135000,2299.32
15.3239,428,428,-14029.224609375,156.5551,1932.09,2140000,2322.13
15.6046,429,429,-14108.8046875,156.6033,1966.65,2145000,2318.92
15.5198,430,430,-14129.0478515625,156.5001,1974.67,2150000,2333.03
15.487,431,431,-14114.7705078125,156.5677,1974.43,2155000,2332.29
15.3697,432,432,-14204.8564453125,156.5225,1976.29,2160000,2323.31
15.4139,433,433,-14158.4716796875,156.5134,1965.65,2165000,2308.82
15.3935,434,434,-14168.8779296875,156.4949,1948.7,2170000,2286.22
15.4431,435,435,-14258.2216796875,156.4885,1977.26,2175000,2338.75
15.3546,436,436,-14281.072265625,156.6371,1959.23,2180000,2320.3
15.2601,437,437,-14211.5087890625,156.432,1920.3,2185000,2302.6
15.651,438,438,-14336.9208984375,156.6237,1966.6,2190000,2340.07
15.3694,439,439,-14315.0576171875,156.5426,1829.49,2195000,2296.51
15.3225,440,440,-14371.7841796875,156.7422,1946.22,2200000,2272.67
15.2699,441,441,-14393.01171875,156.538,1931.49,2205000,2323.77
15.4652,442,442,-14400.5244140625,156.6448,1973.63,2210000,2322.28
15.5868,443,443,-14389.7880859375,156.6238,1945.29,2215000,2315.2
15.744,444,444,-14467.4853515625,156.6952,1949.31,2220000,2304.14
15.48,445,445,-14534.078125,156.5677,1963.06,2225000,2315.04
15.5047,446,446,-14504.7705078125,156.6066,1951.03,2230000,2332.97
15.6383,447,447,-14613.10546875,156.7051,1992.61,2235000,2332.79
15.527,448,448,-14573.2841796875,156.572,1937.16,2240000,2312.25
15.3793,449,449,-14630.537109375,156.6572,1811.36,2245000,2333.17
15.4649,450,450,-14616.9892578125,156.7651,1973.42,2250000,2292.63
15.3578,451,451,-14637.8837890625,156.5288,1942.03,2255000,2296.35
15.5355,452,452,-14689.2451171875,156.6869,1948.2,2260000,2295.64
15.5414,453,453,-14722.9873046875,156.5523,1969.98,2265000,2298.19
15.5752,454,454,-14756.7216796875,156.5301,1973.94,2270000,2297.62
15.3319,455,455,-14783.693359375,156.5939,1995.06,2275000,2312.27
15.5594,456,456,-14841.23046875,156.4788,1986.44,2280000,2345.94
15.7539,457,457,-14914.9111328125,156.5585,1976.02,2285000,2309.02
15.4467,458,458,-14899.234375,156.5316,1944.41,2290000,2293.6
15.335,459,459,-14873.6669921875,156.5952,1954.29,2295000,2286.34
15.5001,460,460,-15000.10546875,156.8039,1975.2,2300000,2328.53
15.5338,461,461,-14883.728515625,156.4898,1967.24,2305000,2276.62
15.5331,462,462,-14969.0439453125,156.4721,1978.23,2310000,2287.23
15.537,463,463,-14981.4794921875,156.5701,1986.03,2315000,2331.41
15.3358,464,464,-14942.775390625,156.5227,1948.99,2320000,2276.43
15.505,465,465,-15080.2861328125,156.7449,1926.23,2325000,2291.1
15.2176,466,466,-15050.2724609375,156.6828,1929.39,2330000,2252.71
15.5243,467,467,-15151.8212890625,156.7217,1935.87,2335000,2265.06
15.5888,468,468,-15145.0009765625,156.5972,1943.12,2340000,2292.33
15.3608,469,469,-15094.787109375,156.762,1926.94,2345000,2274.65
15.6469,470,470,-15232.6728515625,156.5937,1976.91,2350000,2315.93
15.4751,471,471,-15183.0810546875,156.6536,1967.98,2355000,2310.84
15.4424,472,472,-15186.7333984375,156.4507,1946.77,2360000,2252.59
15.671,473,473,-15298.7578125,156.529,1976.56,2365000,2296.49
15.524,474,474,-15270.734375,156.697,1932.4,2370000,2263.27
15.6327,475,475,-15290.8291015625,156.7128,1963.54,2375000,2279.33
15.4815,476,476,-15327.6982421875,156.6315,1957.34,2380000,2241.73
15.4819,477,477,-15346.578125,156.4157,1956.39,2385000,2291.33
15.2408,478,478,-15381.828125,156.5735,1906.09,2390000,2274.89
15.5172,479,479,-15395.25,156.5918,1829.08,2395000,2289.69
15.3957,480,480,-15415.1669921875,156.4932,1966.37,2400000,2266.05
15.4414,481,481,-15419.9892578125,156.5805,1928.77,2405000,2246.05
15.4303,482,482,-15463.32421875,156.5455,1976.48,2410000,2291.82
15.3935,483,483,-15472.6982421875,156.573,1959.93,2415000,2269.0
15.4207,484,484,-15549.32421875,156.6723,1942.91,2420000,2261.61
15.29,485,485,-15532.0849609375,156.6755,1942.55,2425000,2258.93
15.5616,486,486,-15606.01953125,156.5105,1976.06,2430000,2284.48
15.6011,487,487,-15571.6611328125,156.6877,1915.37,2435000,2266.84
15.3532,488,488,-15597.4609375,156.6595,1928.08,2440000,2251.9
15.4099,489,489,-15682.626953125,156.518,1933.6,2445000,2274.51
15.3816,490,490,-15694.1513671875,156.6319,1928.72,2450000,2205.39
15.409,491,491,-15701.029296875,156.6404,1899.15,2455000,2215.54
15.3444,492,492,-15724.42578125,156.609,1936.37,2460000,2237.42
15.2863,493,493,-15724.689453125,156.4634,1931.75,2465000,2278.21
15.5278,494,494,-15768.2861328125,156.4495,1929.6,2470000,2276.06
15.2102,495,495,-15729.296875,156.6703,1921.5,2475000,2183.47
15.4948,496,496,-15783.943359375,156.5969,1888.8,2480000,2201.28
15.3927,497,497,-15826.7275390625,156.669,1948.41,2485000,2176.22
15.3268,498,498,-15837.6337890625,156.7149,1950.04,2490000,2273.39
15.437,499,499,-15878.345703125,156.5917,1886.91,2495000,2213.46
15.432,500,500,-15948.5703125,156.4344,1943.12,2500000,2255.96
15.0581,501,501,-15884.0263671875,156.6929,1794.94,2505000,2144.42
15.3042,502,502,-15943.9658203125,156.6332,1938.33,2510000,2273.5
15.3701,503,503,-15990.552734375,156.4852,1906.7,2515000,2224.54
15.2852,504,504,-15967.9541015625,156.5353,1931.14,2520000,2224.33
15.3779,505,505,-15989.1337890625,156.5008,1919.89,2525000,2241.02
15.3677,506,506,-16006.517578125,156.6179,1926.0,2530000,2219.35
15.4171,507,507,-16086.5556640625,156.4631,1931.88,2535000,2209.85
15.5018,508,508,-16030.0576171875,156.5776,1877.81,2540000,2258.43
15.5221,509,509,-16117.2890625,156.6309,1935.03,2545000,2259.58
15.4115,510,510,-16157.791015625,156.5238,1872.42,2550000,2258.02
15.2829,511,511,-16077.4169921875,156.4161,1923.09,2555000,2252.16
15.344,512,512,-16196.3486328125,156.563,1904.8,2560000,2270.95
15.5157,513,513,-16237.6552734375,156.4913,1914.07,2565000,2262.67
15.5209,514,514,-16193.69921875,156.7232,1943.79,2570000,2275.8
15.5186,515,515,-16277.02734375,156.4824,1942.2,2575000,2300.89
15.3905,516,516,-16228.9775390625,156.5691,1946.66,2580000,2323.18
15.3905,517,517,-16268.5927734375,156.6606,1912.75,2585000,2249.17
15.459,518,518,-16308.849609375,156.7528,1960.73,2590000,2290.98
15.3382,519,519,-16304.5458984375,156.5426,1952.75,2595000,2305.82
15.436,520,520,-16351.091796875,156.7338,1956.14,2600000,2281.28
15.472,521,521,-16371.267578125,156.5774,1965.09,2605000,2277.09
15.3695,522,522,-16302.17578125,156.5507,1941.08,2610000,2291.8
15.345,523,523,-16348.962890625,156.4545,1952.06,2615000,2270.49
15.3517,524,524,-16357.7119140625,156.6879,1918.97,2620000,2238.81
15.6582,525,525,-16433.478515625,156.6804,1945.8,2625000,2236.91
15.4032,526,526,-16413.296875,156.6206,1918.68,2630000,2257.66
15.1721,527,527,-16409.953125,156.6056,1933.85,2635000,2103.7
15.5178,528,528,-16481.125,156.5487,1937.28,2640000,2266.63
15.4332,529,529,-16527.912109375,156.6081,1956.4,2645000,2279.07
15.2527,530,530,-16519.74609375,156.5037,1945.99,2650000,2274.3
15.5806,531,531,-16528.185546875,156.5253,1952.32,2655000,2287.21
15.6366,532,532,-16619.103515625,156.6235,1971.0,2660000,2184.34
15.1924,533,533,-16514.251953125,156.6643,1942.34,2665000,2280.57
15.3996,534,534,-16543.046875,156.5876,1948.68,2670000,2281.84
15.3592,535,535,-16619.064453125,156.6997,1943.2,2675000,2280.88
15.4468,536,536,-16639.853515625,156.6639,1967.53,2680000,2156.68
15.3961,537,537,-16642.966796875,156.6836,1937.12,2685000,2278.04
15.6953,538,538,-16726.89453125,156.6407,1937.74,2690000,2293.99
15.7125,539,539,-16717.0234375,156.6353,1971.49,2695000,2274.49
15.7289,540,540,-16781.79296875,156.6227,1944.64,2700000,2305.06
15.7203,541,541,-16743.87109375,156.6381,1951.23,2705000,2295.11
15.6436,542,542,-16800.79296875,156.7014,1960.91,2710000,2289.58
15.5934,543,543,-16827.96875,156.6172,1971.03,2715000,2274.0
15.4139,544,544,-16810.779296875,156.5503,1979.18,2720000,2274.3
15.5328,545,545,-16830.28125,156.6521,1968.21,2725000,2284.75
15.4469,546,546,-16740.435546875,156.7301,1934.8,2730000,2268.39
15.7511,547,547,-16896.123046875,156.6141,1952.98,2735000,2270.79
15.6158,548,548,-16875.462890625,156.5778,1953.27,2740000,2270.35
15.4429,549,549,-16851.765625,156.5968,1945.14,2745000,2239.08
15.3773,550,550,-16894.7578125,156.6599,1942.63,2750000,2287.43
15.3919,551,551,-16879.0703125,156.5483,1923.78,2755000,2240.66
15.4802,552,552,-16924.0546875,156.7477,1976.13,2760000,2286.36
15.5899,553,553,-16966.662109375,156.7062,1956.85,2765000,2250.66
15.7377,554,554,-16987.560546875,156.53,1940.9,2770000,2258.55
15.4671,555,555,-17004.39453125,156.57,1926.17,2775000,2220.99
15.3407,556,556,-16990.083984375,156.714,1885.74,2780000,2224.08
15.5998,557,557,-17020.591796875,156.6062,1919.48,2785000,2288.51
15.6438,558,558,-17059.341796875,156.6352,1969.96,2790000,2274.76
15.6085,559,559,-17051.962890625,156.5746,1941.23,2795000,2288.51
15.3593,560,560,-16998.81640625,156.5887,1950.58,2800000,2149.76
15.5811,561,561,-17153.82421875,156.4054,1929.09,2805000,2271.99
15.4983,562,562,-17092.87109375,156.6075,1940.74,2810000,2261.37
15.651,563,563,-17176.578125,156.578,1976.59,2815000,2288.31
15.4885,564,564,-17082.2421875,156.6426,1951.04,2820000,2262.47
15.4273,565,565,-17141.5390625,156.5188,1938.41,2825000,2231.87
15.4769,566,566,-17193.103515625,156.5552,1942.83,2830000,2266.71
15.3031,567,567,-17155.6484375,156.7081,1958.3,2835000,2266.8
15.491,568,568,-17152.255859375,156.5143,1919.23,2840000,2270.28
15.4828,569,569,-17259.88671875,156.4956,2001.61,2845000,2320.46
15.6637,570,570,-17284.8046875,156.5631,1972.17,2850000,2251.9
15.5902,571,571,-17218.109375,156.5646,1935.7,2855000,2243.06
15.4762,572,572,-17253.623046875,156.6012,1916.78,2860000,2170.96
15.6318,573,573,-17288.76171875,156.5538,1903.08,2865000,2221.49
15.6883,574,574,-17357.482421875,156.6742,1980.92,2870000,2297.27
15.2554,575,575,-17216.8125,156.7517,1843.43,2875000,2206.13
15.6955,576,576,-17333.484375,156.5504,1955.73,2880000,2270.69
15.6314,577,577,-17347.2109375,156.6838,1952.2,2885000,2246.18
15.4643,578,578,-17323.1328125,156.6527,1962.93,2890000,2308.53
15.6628,579,579,-17410.87890625,156.5003,1943.42,2895000,2281.44
15.6506,580,580,-17421.78515625,156.6492,1956.11,2900000,2134.56
15.6929,581,581,-17430.984375,156.6859,1984.51,2905000,2301.82
15.6644,582,582,-17454.724609375,156.6662,1982.07,2910000,2245.37
15.5175,583,583,-17432.60546875,156.6901,2003.91,2915000,2290.06
15.7362,584,584,-17457.173828125,156.6482,1983.37,2920000,2292.55
15.5326,585,585,-17441.642578125,156.7096,1957.55,2925000,2296.45
15.4745,586,586,-17420.552734375,156.6057,1955.5,2930000,2285.29
15.4931,587,587,-17482.21875,156.573,1940.12,2935000,2173.1
15.6229,588,588,-17522.025390625,156.5935,1967.09,2940000,2268.6
15.4843,589,589,-17486.330078125,156.5808,1892.11,2945000,2275.71
15.6066,590,590,-17500.84765625,156.5675,1867.69,2950000,2232.57
15.3567,591,591,-17453.60546875,156.6867,1913.54,2955000,2206.24
15.4913,592,592,-17519.05078125,156.7445,1937.61,2960000,2221.79
15.7165,593,593,-17526.251953125,156.8038,1929.28,2965000,2256.99
15.458,594,594,-17505.125,156.5863,1864.06,2970000,2110.53
15.3026,595,595,-17525.73046875,156.801,1954.83,2975000,2257.68
14.7668,596,596,-17272.013671875,156.7352,1819.39,2980000,2079.46
15.3795,597,597,-17538.06640625,156.6445,1905.35,2985000,2213.24
15.4603,598,598,-17577.23828125,156.6995,1892.68,2990000,2240.63
15.4573,599,599,-17622.01171875,156.6599,1948.8,2995000,2229.54
