Running Reverse KL,Real Det Return,Running Update Time,Real Sto Return,Running Env Steps,Itration,Reward Loss,Running Forward KL
916.9652,1037.1,400,901.81,2000000,400,-95722.2734375,451.605
545.1957,3044.9,401,2435.47,2005000,401,-91175.9375,428.1152
800.1194,1219.68,402,1211.61,2010000,402,-94905.4453125,442.8496
744.6146,2054.24,403,1784.23,2015000,403,-86748.6953125,450.2293
360.7581,3096.93,404,2988.46,2020000,404,-92812.59375,415.8907
945.4381,2525.36,405,2096.68,2025000,405,-94691.0546875,441.1713
767.553,2150.21,406,1803.15,2030000,406,-94342.59375,427.0263
1037.9686,2063.13,407,1737.56,2035000,407,-95718.7421875,454.1985
501.8467,2408.81,408,2477.85,2040000,408,-94186.953125,425.0609
943.5238,1426.19,409,1921.99,2045000,409,-95790.7265625,449.0534
1197.7871,995.75,410,1058.38,2050000,410,-94691.3359375,450.71
889.9631,1857.12,411,1258.16,2055000,411,-87642.359375,448.3765
983.9322,807.76,412,1225.52,2060000,412,-86627.421875,465.0357
863.228,2490.69,413,1900.66,2065000,413,-95217.3203125,437.011
835.1384,1538.57,414,1832.11,2070000,414,-94219.546875,435.045
967.5877,2169.22,415,1633.85,2075000,415,-95046.46875,437.3844
1046.6839,1040.17,416,1306.8,2080000,416,-88969.15625,438.1607
873.3977,1216.29,417,1662.88,2085000,417,-90580.90625,410.4575
640.5895,2265.3,418,2167.53,2090000,418,-88353.578125,388.1033
1140.3527,1344.2,419,1565.47,2095000,419,-86075.9921875,425.7305
1135.9011,727.56,420,707.84,2100000,420,-80961.3203125,461.5261
1085.6893,1418.31,421,1380.99,2105000,421,-68252.484375,446.3214
998.9307,1302.65,422,1292.22,2110000,422,-88636.2109375,458.9208
1079.0607,1629.6,423,1185.46,2115000,423,-95523.4609375,457.0617
1100.1669,1262.86,424,1099.55,2120000,424,-78112.390625,453.2052
744.4347,1849.22,425,1561.24,2125000,425,-89929.0390625,447.0019
1033.6592,1256.56,426,1666.37,2130000,426,-80518.7890625,439.8024
991.2217,1350.42,427,876.94,2135000,427,-77807.4921875,452.564
1224.6673,895.66,428,1110.77,2140000,428,-91239.484375,462.0052
830.9131,1109.0,429,1007.73,2145000,429,-82466.3203125,448.4919
1052.82,649.14,430,795.98,2150000,430,-71246.90625,468.3048
1002.2241,706.93,431,721.13,2155000,431,-94546.796875,462.5885
1254.4342,595.55,432,514.53,2160000,432,-86130.265625,479.7688
1745.1973,273.1,433,304.07,2165000,433,-80019.8671875,550.9079
1669.7038,344.87,434,472.26,2170000,434,-87207.328125,506.7156
1188.5207,302.78,435,323.81,2175000,435,-88069.96875,487.493
1524.2247,346.77,436,350.97,2180000,436,-88101.8515625,533.3618
1956.2981,315.85,437,346.66,2185000,437,-88522.7890625,542.3923
1241.1169,372.92,438,351.7,2190000,438,-84002.796875,525.3206
1258.2978,297.99,439,347.55,2195000,439,-86617.3125,529.8943
1236.7453,285.45,440,272.27,2200000,440,-89815.71875,517.7254
1603.0476,265.0,441,372.0,2205000,441,-87581.0859375,498.2173
1257.3509,301.45,442,275.92,2210000,442,-77255.078125,518.6788
1478.2171,368.61,443,389.78,2215000,443,-96038.703125,531.4545
1591.4173,461.82,444,301.94,2220000,444,-94835.921875,502.9781
1126.1264,466.75,445,477.36,2225000,445,-95048.890625,491.2728
1240.6311,421.63,446,359.24,2230000,446,-89894.203125,496.6543
1625.9246,399.91,447,491.57,2235000,447,-93095.1953125,499.3402
1385.3395,427.53,448,422.19,2240000,448,-95818.875,520.684
1526.0584,455.23,449,385.33,2245000,449,-94372.9375,517.3415
1286.1104,428.34,450,403.8,2250000,450,-86673.3984375,504.6574
1093.494,382.83,451,373.23,2255000,451,-89620.6875,524.3936
2193.0101,312.06,452,329.54,2260000,452,-92940.953125,534.0032
1147.2457,423.02,453,330.84,2265000,453,-86406.3984375,506.2401
1612.5327,294.65,454,321.32,2270000,454,-92712.984375,575.976
1249.3004,301.17,455,353.61,2275000,455,-94988.796875,523.9589
1409.7268,300.87,456,351.44,2280000,456,-95956.328125,528.3475
1494.8128,320.79,457,339.95,2285000,457,-94229.34375,520.8219
1954.1091,188.81,458,184.48,2290000,458,-95592.515625,593.7406
1578.3799,172.19,459,219.37,2295000,459,-95393.7421875,560.275
1277.1911,174.67,460,164.05,2300000,460,-97078.28125,619.89
1692.3197,162.47,461,185.63,2305000,461,-96678.515625,619.2242
1466.6755,249.63,462,247.39,2310000,462,-96908.4140625,537.9787
1686.0749,218.85,463,185.57,2315000,463,-96569.171875,616.3199
1555.0685,240.38,464,208.32,2320000,464,-97006.0390625,557.4308
1651.9184,218.35,465,225.3,2325000,465,-96825.0390625,577.8833
1908.3247,198.45,466,232.05,2330000,466,-97117.4375,606.004
1733.237,177.63,467,168.5,2335000,467,-96162.0546875,526.123
1712.5031,170.09,468,177.11,2340000,468,-97182.9921875,592.3978
1615.9302,176.12,469,183.17,2345000,469,-97044.4296875,595.2204
1751.8719,120.04,470,130.01,2350000,470,-97473.2421875,644.7664
1535.3334,121.32,471,134.37,2355000,471,-97499.453125,662.6147
1545.0569,123.7,472,156.38,2360000,472,-96726.609375,636.3961
1987.6979,161.7,473,144.29,2365000,473,-97241.8671875,622.629
1947.4988,149.07,474,153.13,2370000,474,-96743.7578125,618.67
1959.0295,139.36,475,138.84,2375000,475,-97328.9765625,609.9558
1909.739,121.4,476,128.04,2380000,476,-97513.4140625,616.7923
1831.7321,107.42,477,107.43,2385000,477,-96782.859375,581.9255
1764.762,83.8,478,81.29,2390000,478,-97448.890625,631.8804
1511.1008,82.08,479,78.78,2395000,479,-97559.8984375,660.882
1749.3616,82.35,480,78.17,2400000,480,-98236.484375,687.1139
1440.7958,59.33,481,59.09,2405000,481,-98057.0078125,661.1076
1366.963,56.75,482,56.7,2410000,482,-98778.1328125,725.563
1339.7617,57.34,483,57.41,2415000,483,-98810.890625,724.2524
1332.8924,57.92,484,57.9,2420000,484,-98844.1328125,727.6573
1249.659,58.73,485,58.42,2425000,485,-98328.828125,705.9185
1363.4307,58.99,486,59.21,2430000,486,-98931.515625,735.3785
2665.0679,57.99,487,57.87,2435000,487,-98835.46875,720.7593
1504.6273,57.91,488,57.87,2440000,488,-98509.03125,718.8567
1433.8216,57.79,489,58.1,2445000,489,-98831.8671875,728.3187
1025.1656,58.17,490,57.98,2450000,490,-97637.9375,708.4202
1453.4377,58.17,491,58.17,2455000,491,-99037.4375,729.0729
1341.9244,58.1,492,58.1,2460000,492,-98940.265625,734.6867
822.8668,56.15,493,56.15,2465000,493,-97338.0859375,671.8554
950.5462,57.55,494,57.66,2470000,494,-97893.25,705.1023
805.3892,56.61,495,56.45,2475000,495,-97699.578125,682.0526
1151.8859,58.18,496,58.18,2480000,496,-98389.609375,715.5724
966.4313,56.77,497,56.77,2485000,497,-97690.3203125,703.2657
1064.9563,58.1,498,58.1,2490000,498,-98158.5625,694.5598
817.0291,58.11,499,58.11,2495000,499,-98588.515625,714.9031
902.7893,58.08,500,58.08,2500000,500,-96682.296875,696.0291
782.1836,58.0,501,58.0,2505000,501,-96061.109375,672.2802
838.7485,58.0,502,58.0,2510000,502,-96746.9609375,706.5175
765.6596,58.25,503,58.26,2515000,503,-94240.7734375,650.3633
545.0522,58.35,504,58.36,2520000,504,-93557.3203125,657.4345
592.3058,58.25,505,58.25,2525000,505,-94128.1015625,650.1971
724.1597,58.06,506,58.13,2530000,506,-95844.0234375,670.397
751.8824,63.12,507,66.16,2535000,507,-94751.75,646.6422
601.9266,59.19,508,59.15,2540000,508,-95069.1484375,693.4768
443.9042,75.05,509,74.25,2545000,509,-93188.625,646.0064
2386.8083,119.6,510,123.13,2550000,510,-96603.9609375,650.832
464.0326,63.11,511,63.11,2555000,511,-93779.7578125,648.3681
758.0567,58.12,512,58.12,2560000,512,-94352.0,648.9427
530.1073,58.12,513,58.7,2565000,513,-95492.375,671.4928
733.484,58.13,514,58.13,2570000,514,-96438.5546875,674.8231
1285.0684,61.3,515,61.3,2575000,515,-96816.1328125,674.1533
502.4034,60.02,516,60.02,2580000,516,-96036.34375,672.0139
522.3114,60.99,517,60.99,2585000,517,-96520.6875,672.3014
450.8788,59.77,518,59.79,2590000,518,-94785.75,633.2425
509.1779,59.8,519,59.83,2595000,519,-96940.3359375,652.3604
489.2699,58.92,520,58.93,2600000,520,-96726.4921875,684.0707
581.7916,57.6,521,57.68,2605000,521,-97381.78125,692.8611
1305.9433,58.8,522,58.9,2610000,522,-97500.59375,666.5799
477.063,58.87,523,58.87,2615000,523,-92543.984375,630.151
794.712,58.87,524,58.87,2620000,524,-95180.6875,668.2267
876.5232,58.3,525,58.3,2625000,525,-97305.8125,657.408
1396.2695,58.61,526,58.56,2630000,526,-98288.421875,708.1214
1306.5469,58.54,527,58.54,2635000,527,-98814.171875,724.9707
3345.9612,58.69,528,58.69,2640000,528,-98308.78125,723.6321
741.4761,58.49,529,58.52,2645000,529,-97543.9375,692.4207
1797.925,58.64,530,58.7,2650000,530,-97579.4375,709.902
556.932,58.88,531,58.88,2655000,531,-96909.8203125,698.3008
554.9639,58.76,532,58.75,2660000,532,-96399.625,690.6911
589.6098,58.87,533,58.87,2665000,533,-97291.4921875,694.2098
642.3201,58.85,534,58.85,2670000,534,-97442.234375,700.5776
617.7053,58.86,535,58.86,2675000,535,-97649.015625,686.6542
804.0842,58.9,536,58.9,2680000,536,-98165.375,694.7489
626.2997,58.85,537,58.81,2685000,537,-97540.8125,695.8631
679.2103,58.87,538,58.92,2690000,538,-98267.3828125,705.7993
538.9547,58.9,539,58.94,2695000,539,-98388.3203125,690.6588
532.7023,58.88,540,58.88,2700000,540,-98173.25,696.9919
2125.4488,58.87,541,58.87,2705000,541,-98715.4765625,717.6527
2044.2709,58.88,542,58.9,2710000,542,-97930.5078125,704.0038
1456.0121,58.9,543,58.94,2715000,543,-96452.1953125,694.4341
1558.4087,58.88,544,58.88,2720000,544,-97028.421875,690.0452
3273.4568,59.0,545,58.95,2725000,545,-99058.3984375,728.9385
4332.1716,58.89,546,58.92,2730000,546,-98831.3046875,725.2533
4213.1017,58.86,547,58.87,2735000,547,-98705.078125,712.9496
2729.9779,58.88,548,58.88,2740000,548,-99177.9453125,735.9888
4117.9145,58.86,549,58.86,2745000,549,-99116.5859375,725.4562
4229.5345,58.92,550,58.93,2750000,550,-99262.84375,734.0088
4462.8827,58.86,551,58.86,2755000,551,-99170.2890625,729.2704
4131.3336,58.85,552,58.85,2760000,552,-99279.2734375,730.8089
1264.5562,58.86,553,58.86,2765000,553,-96222.2890625,673.7421
2023.1933,58.99,554,58.99,2770000,554,-97134.1484375,671.1482
1001.6153,58.86,555,58.87,2775000,555,-95095.8046875,653.5076
436.1831,58.86,556,58.87,2780000,556,-92912.53125,656.756
992.2587,61.48,557,61.43,2785000,557,-96428.8515625,669.4611
747.3296,57.89,558,57.91,2790000,558,-95800.5625,665.3437
2973.3464,139.93,559,122.13,2795000,559,-98375.671875,646.1623
1746.1289,168.06,560,157.69,2800000,560,-95186.4375,598.8513
2349.9894,242.61,561,246.99,2805000,561,-96625.78125,572.514
3099.6866,293.94,562,288.63,2810000,562,-96112.9453125,553.7298
2406.567,292.19,563,291.94,2815000,563,-91331.7734375,558.8826
1710.8618,314.12,564,312.45,2820000,564,-87304.7265625,541.1782
2420.4601,251.98,565,255.83,2825000,565,-91461.953125,547.3354
1262.8614,280.2,566,285.07,2830000,566,-76578.921875,534.1773
3202.003,370.8,567,370.09,2835000,567,-90086.8828125,560.3985
1796.7454,229.72,568,231.64,2840000,568,-91226.859375,551.6919
2174.8297,267.91,569,264.61,2845000,569,-91354.890625,562.0437
2454.5776,336.8,570,335.63,2850000,570,-92664.09375,543.4392
2352.5893,306.08,571,298.23,2855000,571,-91220.625,560.3529
2414.8877,284.41,572,286.31,2860000,572,-92698.234375,569.2855
2528.0814,326.88,573,330.52,2865000,573,-93788.625,548.3622
1598.7352,254.68,574,256.52,2870000,574,-92216.8125,564.5985
2854.361,263.32,575,254.62,2875000,575,-94682.1796875,541.3392
2272.2894,290.01,576,294.55,2880000,576,-96044.703125,553.482
695.0,76.6,577,65.72,2885000,577,-96783.671875,683.0155
1562.2413,170.03,578,179.02,2890000,578,-95838.3984375,592.5041
2009.0262,246.41,579,248.61,2895000,579,-94337.7890625,580.9126
2429.9898,285.64,580,285.4,2900000,580,-98770.3046875,561.9559
961.1263,208.75,581,208.79,2905000,581,-94304.7421875,573.946
1326.0128,61.64,582,61.72,2910000,582,-97565.8984375,685.2562
4034.6501,107.83,583,108.72,2915000,583,-98208.6015625,673.7049
1889.4288,64.18,584,64.16,2920000,584,-99059.8828125,711.5895
4167.9936,61.74,585,61.9,2925000,585,-99158.953125,746.2738
1905.689,161.82,586,162.15,2930000,586,-92659.1171875,657.4913
430.5924,198.95,587,198.49,2935000,587,-86060.6640625,634.1475
1495.7355,110.08,588,111.43,2940000,588,-96838.4296875,624.4337
2457.8312,135.89,589,135.05,2945000,589,-97018.328125,617.1906
1364.6396,58.94,590,58.94,2950000,590,-98985.703125,722.3298
4676.6127,56.23,591,56.23,2955000,591,-99185.84375,750.3012
4610.3957,58.86,592,58.86,2960000,592,-99170.9921875,744.4064
4673.3401,58.86,593,58.86,2965000,593,-99148.171875,741.6257
4655.7117,59.15,594,59.15,2970000,594,-99189.5703125,743.5399
4655.7091,58.86,595,58.86,2975000,595,-99217.7109375,745.4405
4690.0563,58.86,596,58.87,2980000,596,-99227.234375,747.7788
4653.5653,59.33,597,59.33,2985000,597,-99224.96875,745.693
4649.0149,59.21,598,59.21,2990000,598,-99249.828125,744.9756
4671.7661,59.5,599,59.5,2995000,599,-99242.4140625,744.2004
