Running Update Time,Running Forward KL,Itration,Running Env Steps,Real Det Return,Running Reverse KL,Real Sto Return,Reward Loss
392,478.1205,392,1960000,308.87,814.5879,295.9,-18673.951171875
393,470.6089,393,1965000,377.08,750.5694,374.87,-19107.126953125
394,501.7396,394,1970000,298.25,619.7311,347.38,-17995.791015625
395,491.7267,395,1975000,361.44,748.9177,320.34,-19424.353515625
396,479.938,396,1980000,382.03,692.3843,299.4,-16519.619140625
397,487.2029,397,1985000,304.73,811.4895,295.82,-17562.390625
398,849.6747,398,1990000,64.07,857.6048,64.05,-19746.341796875
399,852.6902,399,1995000,64.29,849.8644,64.27,-19744.79296875
400,845.2448,400,2000000,63.91,808.2538,63.78,-19765.185546875
401,838.276,401,2005000,64.25,796.2696,64.37,-19766.7265625
402,827.7896,402,2010000,61.84,825.6191,62.02,-19773.345703125
403,840.6504,403,2015000,63.48,818.6818,63.86,-19771.208984375
404,683.5449,404,2020000,59.78,704.4255,61.04,-19590.29296875
405,783.8623,405,2025000,61.73,858.4034,63.2,-18775.5859375
406,722.8429,406,2030000,64.93,873.3966,64.25,-18137.2265625
407,734.8229,407,2035000,63.35,892.8596,63.27,-18561.775390625
408,711.5366,408,2040000,63.21,715.1957,63.09,-17691.6484375
409,698.9606,409,2045000,64.55,671.9341,64.17,-17206.22265625
410,714.5161,410,2050000,64.22,899.039,64.31,-19537.90625
411,704.1283,411,2055000,66.56,1060.1111,66.6,-17514.806640625
412,670.788,412,2060000,64.5,846.9229,64.35,-18208.1953125
413,734.3322,413,2065000,65.42,1590.7097,65.01,-19534.1328125
414,704.8376,414,2070000,64.63,702.7608,65.33,-19421.314453125
415,777.2783,415,2075000,64.97,2339.9832,64.33,-19825.55859375
416,781.9962,416,2080000,62.63,943.4326,63.21,-19816.4609375
417,746.7013,417,2085000,63.63,889.1054,63.68,-19678.291015625
418,814.6067,418,2090000,63.25,1175.702,63.42,-19384.591796875
419,799.6591,419,2095000,62.08,984.1117,62.25,-19732.90625
420,807.3218,420,2100000,62.44,888.7194,62.41,-19745.71484375
421,820.168,421,2105000,62.73,1464.1357,62.8,-19793.42578125
422,751.1046,422,2110000,62.33,1246.6994,62.5,-19608.85546875
423,825.5887,423,2115000,64.07,2327.7884,64.15,-19818.98046875
424,797.3331,424,2120000,62.89,1874.9377,63.16,-19819.63671875
425,770.3844,425,2125000,63.99,2234.6754,64.54,-19813.12109375
426,823.2146,426,2130000,61.88,3036.1688,63.05,-19816.748046875
427,839.2481,427,2135000,61.08,4131.2359,61.77,-19840.259765625
428,845.7956,428,2140000,61.67,1989.0238,62.04,-19820.412109375
429,825.0808,429,2145000,61.74,1789.485,62.63,-19825.435546875
430,827.8397,430,2150000,61.57,3048.9835,62.1,-19838.2421875
431,818.0237,431,2155000,63.5,3474.1578,63.79,-19853.16015625
432,815.036,432,2160000,63.51,2911.182,63.82,-19852.359375
433,744.0391,433,2165000,64.67,2360.9282,65.32,-19852.51953125
434,819.3831,434,2170000,61.9,3234.1361,62.99,-19846.134765625
435,829.6189,435,2175000,62.96,3723.3571,62.88,-19859.810546875
436,816.0389,436,2180000,62.36,1686.0007,63.13,-19849.08984375
437,832.5183,437,2185000,66.27,3303.487,65.25,-19859.36328125
438,840.1201,438,2190000,63.52,3559.0961,63.69,-19862.109375
439,830.8065,439,2195000,62.17,3168.4684,62.73,-19865.623046875
440,840.1714,440,2200000,63.54,2133.555,63.9,-19871.34375
441,835.5627,441,2205000,61.97,2695.6149,62.4,-19874.365234375
442,852.0874,442,2210000,63.95,1233.581,63.43,-19869.94921875
443,850.4249,443,2215000,63.45,1415.8957,63.22,-19867.51171875
444,853.861,444,2220000,62.64,1614.0091,63.12,-19862.91796875
445,847.3441,445,2225000,65.01,1001.447,64.68,-19856.357421875
446,849.1657,446,2230000,65.92,1260.2647,65.65,-19873.115234375
447,850.046,447,2235000,63.85,1600.6325,64.87,-19877.384765625
448,758.5942,448,2240000,63.16,706.1027,64.17,-19861.828125
449,838.6505,449,2245000,65.17,1178.4894,64.5,-19886.90625
450,820.8369,450,2250000,64.05,2977.8615,63.31,-19894.68359375
451,824.6224,451,2255000,61.26,1157.7424,61.33,-19886.72265625
452,845.5084,452,2260000,64.65,1156.5248,64.54,-19903.267578125
453,844.1968,453,2265000,63.82,1184.2832,63.46,-19910.107421875
454,853.1125,454,2270000,65.28,2725.8378,65.23,-19905.7265625
455,852.3823,455,2275000,63.04,1608.0721,63.18,-19904.10546875
456,859.5701,456,2280000,54.42,2513.5209,58.1,-19906.890625
457,851.1256,457,2285000,62.62,1672.4264,63.01,-19917.5703125
458,858.4295,458,2290000,63.42,947.0015,63.79,-19901.98046875
459,809.2459,459,2295000,59.89,965.6175,61.2,-19715.794921875
460,834.1823,460,2300000,59.39,833.8555,61.73,-19705.53125
461,862.5876,461,2305000,62.95,918.9602,63.93,-19919.078125
462,864.7325,462,2310000,60.27,972.0301,61.22,-19916.583984375
463,770.2544,463,2315000,62.18,815.2411,62.19,-19585.388671875
464,729.49,464,2320000,62.16,747.5256,62.26,-19446.765625
465,769.703,465,2325000,62.51,883.0391,62.13,-19650.02734375
466,851.7968,466,2330000,62.48,1755.8209,63.18,-19889.64453125
467,840.6602,467,2335000,53.87,1018.1706,57.01,-19887.185546875
468,856.4839,468,2340000,62.53,1060.2782,57.38,-19931.533203125
469,855.6151,469,2345000,57.89,1127.0138,59.92,-19936.580078125
470,653.6796,470,2350000,110.26,1007.0677,107.78,-19758.390625
471,564.2586,471,2355000,262.74,341.1656,261.45,-17377.921875
472,547.1967,472,2360000,241.42,766.0564,241.16,-13233.4404296875
473,539.0043,473,2365000,377.26,990.1428,375.98,-17361.068359375
474,532.4046,474,2370000,223.04,589.6727,222.01,-11045.7568359375
475,496.2995,475,2375000,308.37,795.3867,306.2,-18177.19921875
476,496.8728,476,2380000,269.26,728.1253,279.31,-18343.369140625
477,534.4935,477,2385000,273.18,1070.0234,271.52,-19347.111328125
478,510.2358,478,2390000,273.27,712.274,272.63,-19380.439453125
479,513.7756,479,2395000,210.61,580.8004,205.56,-18104.794921875
480,522.6978,480,2400000,244.6,639.3718,245.79,-18549.15234375
481,534.7594,481,2405000,195.74,548.5889,186.01,-18186.55078125
482,499.1461,482,2410000,382.04,451.2488,378.33,-16586.69140625
483,506.7252,483,2415000,352.07,448.9088,354.82,-10919.205078125
484,480.1286,484,2420000,361.41,594.1849,372.89,-14435.447265625
485,524.9952,485,2425000,306.05,697.2959,282.0,-16582.55078125
486,516.9954,486,2430000,244.08,787.1029,243.24,-14214.9365234375
487,525.7423,487,2435000,286.65,859.7551,262.83,-16437.87109375
488,508.9204,488,2440000,305.7,654.7041,296.94,-9640.712890625
489,558.9829,489,2445000,169.24,922.4205,182.15,-15973.646484375
490,573.7793,490,2450000,200.71,958.3664,193.29,-17596.505859375
491,482.0979,491,2455000,314.79,640.773,330.1,-13517.0068359375
492,498.727,492,2460000,257.74,838.2234,229.18,-14033.0947265625
493,561.2516,493,2465000,263.32,885.409,272.58,-16517.36328125
494,462.2664,494,2470000,266.32,1058.9764,271.69,-17570.611328125
495,498.9471,495,2475000,326.32,1082.7619,279.11,-12311.0654296875
496,528.6887,496,2480000,199.18,1244.7086,221.96,-19452.13671875
497,569.3632,497,2485000,170.48,1274.857,167.88,-19602.462890625
498,519.1096,498,2490000,247.66,1341.2634,228.73,-19620.421875
499,459.2101,499,2495000,324.85,1136.5079,309.18,-17852.185546875
500,459.2915,500,2500000,347.45,1231.3462,328.59,-19226.26953125
501,513.6072,501,2505000,364.3,1093.6155,391.47,-19014.927734375
502,472.6189,502,2510000,339.39,1030.6315,350.44,-18569.904296875
503,514.7708,503,2515000,266.95,914.8275,291.15,-19326.521484375
504,517.2002,504,2520000,244.1,988.4193,273.14,-19170.9140625
505,550.243,505,2525000,219.14,738.9968,205.71,-18785.005859375
506,515.2966,506,2530000,249.52,843.3636,237.19,-19365.931640625
507,478.787,507,2535000,307.95,865.6037,321.27,-19134.46484375
508,519.4552,508,2540000,306.51,912.7038,325.54,-19394.203125
509,523.6111,509,2545000,270.96,963.1058,281.73,-19257.33203125
510,483.2611,510,2550000,374.71,965.3821,373.97,-17627.22265625
511,491.5847,511,2555000,303.81,1098.6705,315.27,-19253.150390625
512,469.7611,512,2560000,396.22,1058.5926,369.86,-18899.837890625
513,476.4401,513,2565000,331.81,773.5449,368.56,-14570.712890625
514,472.4656,514,2570000,313.65,947.0832,342.28,-18268.404296875
515,512.1579,515,2575000,299.83,1019.0571,243.95,-19536.77734375
516,508.701,516,2580000,220.39,655.5382,209.02,-19038.83203125
517,545.1309,517,2585000,182.51,883.6294,158.56,-19486.16796875
518,458.5497,518,2590000,102.2,845.3572,106.42,-19100.72265625
519,541.1341,519,2595000,125.68,754.3886,131.59,-19287.412109375
520,777.1352,520,2600000,54.8,906.6252,57.29,-19767.37890625
521,801.27,521,2605000,60.98,893.4924,61.72,-19767.787109375
522,807.7793,522,2610000,53.17,972.5348,55.75,-19762.498046875
523,792.6171,523,2615000,59.57,1120.2824,56.81,-19769.669921875
524,728.5481,524,2620000,61.67,1195.8729,60.12,-19774.943359375
525,740.5614,525,2625000,58.52,1287.2028,57.56,-19783.375
526,744.982,526,2630000,51.15,1323.785,55.89,-19793.83984375
527,746.9644,527,2635000,51.99,1352.9234,53.82,-19799.693359375
528,742.8483,528,2640000,50.77,1358.7906,55.41,-19795.08203125
529,793.0136,529,2645000,55.05,1374.6285,54.38,-19806.080078125
530,783.3727,530,2650000,55.34,1284.9922,54.3,-19829.171875
531,783.2435,531,2655000,59.48,1361.1771,59.4,-19840.720703125
532,790.1373,532,2660000,59.58,1468.6888,59.81,-19845.791015625
533,774.1401,533,2665000,59.22,1486.4972,59.22,-19845.62109375
534,787.612,534,2670000,57.38,1518.3407,58.04,-19860.939453125
535,785.6346,535,2675000,58.94,1560.7517,59.49,-19866.015625
536,764.2767,536,2680000,60.7,1561.4422,59.72,-19864.05859375
537,779.911,537,2685000,56.6,1553.4508,57.8,-19878.314453125
538,781.6935,538,2690000,57.66,1452.3541,58.57,-19873.611328125
539,781.1983,539,2695000,60.41,1433.8258,60.27,-19884.90234375
540,756.7122,540,2700000,60.85,1379.7991,60.02,-19867.1640625
541,753.7984,541,2705000,59.56,1188.6408,61.12,-19871.123046875
542,772.4971,542,2710000,56.6,1087.098,58.16,-19874.404296875
543,771.4895,543,2715000,57.32,940.0289,57.26,-19901.48828125
544,730.7899,544,2720000,58.16,736.07,56.91,-19891.013671875
545,775.8105,545,2725000,58.87,915.0945,58.12,-19893.69140625
546,772.5313,546,2730000,59.51,1052.1605,58.47,-19903.91796875
547,780.1637,547,2735000,60.23,1052.7536,60.6,-19914.279296875
548,775.2763,548,2740000,60.66,1053.1338,60.49,-19915.966796875
549,771.7757,549,2745000,60.14,1018.4742,60.48,-19911.9453125
550,768.9484,550,2750000,60.96,988.6612,60.93,-19913.7265625
551,772.7906,551,2755000,61.5,954.3687,60.86,-19914.88671875
552,749.6087,552,2760000,61.26,869.7789,60.7,-19908.302734375
553,736.3035,553,2765000,61.07,788.3099,60.82,-19894.65234375
554,760.5301,554,2770000,60.71,900.1435,60.89,-19908.85546875
555,763.6057,555,2775000,60.58,910.8141,60.7,-19911.94140625
556,732.95,556,2780000,61.23,893.2557,60.84,-19901.7109375
557,716.5369,557,2785000,61.12,805.1839,60.86,-19873.41796875
558,707.3331,558,2790000,61.06,813.4915,60.78,-19866.21875
559,716.7694,559,2795000,59.43,816.5774,59.85,-19884.296875
560,709.2391,560,2800000,58.31,782.7624,59.83,-19844.41015625
561,688.5498,561,2805000,58.11,676.7568,59.71,-19595.03125
562,709.562,562,2810000,57.51,725.0014,59.74,-19810.154296875
563,715.3161,563,2815000,58.24,650.2204,59.25,-19647.830078125
564,704.0927,564,2820000,58.19,635.7528,59.7,-19635.357421875
565,710.0751,565,2825000,56.68,599.0486,57.47,-19495.20703125
566,749.5116,566,2830000,58.65,723.2501,58.13,-19839.798828125
567,737.6964,567,2835000,56.95,682.3919,56.6,-19789.87109375
568,725.1979,568,2840000,56.93,687.9425,56.25,-19733.611328125
569,712.0292,569,2845000,57.93,686.8923,57.59,-19622.125
570,735.3992,570,2850000,58.42,744.8099,58.32,-19865.32421875
571,798.9015,571,2855000,57.2,801.9142,57.49,-19943.84765625
572,855.9638,572,2860000,55.13,981.5766,56.37,-19949.583984375
573,855.1463,573,2865000,55.05,1040.2459,56.27,-19946.75390625
574,859.9865,574,2870000,55.29,1056.5293,55.17,-19950.767578125
575,860.538,575,2875000,57.76,961.7694,56.39,-19953.857421875
576,856.2592,576,2880000,57.45,1055.9211,60.79,-19942.068359375
577,863.8647,577,2885000,56.87,1138.0371,57.29,-19933.16796875
578,843.675,578,2890000,57.83,1126.7172,58.72,-19931.70703125
579,846.4802,579,2895000,61.07,1201.9373,61.67,-19938.1328125
580,826.9942,580,2900000,61.29,1209.6497,62.27,-19936.9453125
581,870.6291,581,2905000,57.38,1219.1007,58.0,-19946.4921875
582,874.8522,582,2910000,53.97,1261.8601,56.48,-19952.6171875
583,865.2601,583,2915000,58.88,1227.7617,58.88,-19957.775390625
584,863.5342,584,2920000,59.27,1253.8537,59.39,-19957.71875
585,859.1566,585,2925000,56.79,1234.3549,61.33,-19957.751953125
586,869.2081,586,2930000,55.5,1231.2284,58.16,-19939.599609375
587,834.2319,587,2935000,63.42,1272.1504,63.43,-19952.3046875
588,814.9459,588,2940000,60.14,1280.6811,59.99,-19951.6328125
589,853.2618,589,2945000,54.01,1297.8187,54.15,-19952.5
590,871.2836,590,2950000,53.99,1259.3659,54.23,-19959.2109375
591,869.499,591,2955000,54.01,1194.9627,54.72,-19958.359375
592,865.3797,592,2960000,53.99,1205.0946,54.61,-19952.419921875
593,827.0379,593,2965000,54.1,1247.3706,54.63,-19953.79296875
594,794.0675,594,2970000,53.94,1209.8506,54.69,-19939.6875
595,796.3742,595,2975000,53.95,1224.6547,54.96,-19948.07421875
596,863.6351,596,2980000,54.4,1211.578,55.3,-19956.0625
597,795.9594,597,2985000,54.68,1186.4823,55.75,-19938.609375
598,872.3639,598,2990000,55.06,1205.3013,55.57,-19958.994140625
599,851.5621,599,2995000,54.74,1185.5726,55.64,-19963.84375
