Running Reverse KL,Itration,Running Forward KL,Reward Loss,Real Sto Return,Running Update Time,Running Env Steps,Real Det Return
18.2643,391,141.0884,-34739.8984375,11543.23,391,1955000,11824.86
17.6032,392,141.1668,-33852.3828125,11449.53,392,1960000,11826.36
18.5743,393,141.3732,-34791.78125,11515.75,393,1965000,11814.86
18.409,394,141.6001,-34031.37109375,11345.23,394,1970000,11587.21
18.8705,395,140.4194,-32906.25390625,11320.76,395,1975000,11496.91
17.5502,396,139.8868,-34033.37890625,11429.93,396,1980000,11737.0
17.8333,397,140.0255,-34214.66796875,11689.9,397,1985000,11967.5
17.452,398,139.4821,-33619.92578125,11666.75,398,1990000,11998.57
18.2183,399,141.0675,-36088.4296875,11451.12,399,1995000,11820.32
18.4237,400,140.7284,-35323.9765625,11128.36,400,2000000,11761.08
17.8128,401,139.3005,-34561.04296875,11343.5,401,2005000,11662.18
18.6142,402,141.4188,-36904.28125,11396.09,402,2010000,11931.05
18.7991,403,142.0623,-38247.671875,11643.08,403,2015000,11961.18
19.3768,404,140.978,-36801.86328125,11614.55,404,2020000,11984.06
17.4847,405,141.9786,-35226.078125,11331.85,405,2025000,11399.23
18.3545,406,142.9399,-35738.2734375,10964.93,406,2030000,11530.97
17.8437,407,140.6108,-35715.94921875,11290.9,407,2035000,11353.95
18.7667,408,141.8675,-37276.04296875,11727.07,408,2040000,12004.86
18.6158,409,140.5148,-35561.875,11848.58,409,2045000,12235.19
18.609,410,141.0476,-35611.8984375,11159.24,410,2050000,11823.92
18.3215,411,140.4807,-37119.83203125,11775.93,411,2055000,12222.11
16.8658,412,140.9906,-36148.7578125,11949.47,412,2060000,12348.01
17.955,413,140.7326,-37452.40234375,11111.55,413,2065000,11981.17
18.141,414,140.8684,-36208.63671875,11719.49,414,2070000,12028.4
16.7179,415,140.2378,-36967.640625,10778.34,415,2075000,11329.18
17.8297,416,141.1839,-37016.09375,11681.78,416,2080000,12097.17
17.0535,417,139.5387,-37176.64453125,11860.74,417,2085000,12241.12
18.2913,418,140.5782,-37805.19921875,11208.82,418,2090000,12093.5
17.7213,419,139.6849,-37404.5703125,11664.46,419,2095000,11620.9
16.9523,420,139.4579,-37281.80859375,11716.22,420,2100000,12057.73
16.8496,421,140.0662,-37287.0078125,11318.99,421,2105000,12149.35
17.1376,422,139.6021,-37125.15234375,11440.78,422,2110000,12021.51
17.233,423,140.6097,-38923.4296875,11309.02,423,2115000,11856.67
17.9183,424,140.4448,-38573.83203125,11622.56,424,2120000,12133.64
17.6756,425,139.0244,-38434.9765625,11763.21,425,2125000,12129.27
18.3923,426,139.959,-37920.97265625,11084.65,426,2130000,12065.81
17.1929,427,139.1259,-37840.8203125,11745.41,427,2135000,12093.94
17.4577,428,139.8542,-37042.20703125,12026.85,428,2140000,12359.91
17.5579,429,139.1323,-38883.0625,11779.74,429,2145000,12110.64
17.3698,430,139.2977,-37758.44921875,11488.51,430,2150000,12128.49
17.0089,431,139.0968,-36938.6171875,11624.76,431,2155000,12086.81
17.6894,432,140.8499,-39652.96484375,11673.57,432,2160000,12044.38
17.6363,433,140.1676,-37621.27734375,11809.38,433,2165000,11958.43
18.0853,434,140.5871,-38785.72265625,11540.68,434,2170000,12358.24
17.7866,435,140.7776,-38383.046875,11865.68,435,2175000,12181.08
18.2587,436,139.6292,-39286.4296875,11567.94,436,2180000,12334.07
17.356,437,138.9558,-38910.9609375,11766.31,437,2185000,11838.5
18.0162,438,140.829,-38460.1796875,11731.77,438,2190000,12158.27
18.058,439,140.5268,-39403.703125,11996.07,439,2195000,11873.07
18.039,440,139.3365,-40095.76953125,11881.49,440,2200000,11757.78
17.9006,441,139.8373,-39305.546875,11276.02,441,2205000,12378.24
17.5525,442,139.9383,-37790.2734375,11988.58,442,2210000,12403.48
18.1279,443,140.2743,-38767.3984375,11912.62,443,2215000,12294.4
18.0429,444,140.2962,-39409.6953125,11905.32,444,2220000,12251.26
18.1726,445,140.0662,-38322.05859375,11829.96,445,2225000,12136.31
18.3065,446,141.051,-40166.25390625,11302.65,446,2230000,12025.24
18.4153,447,140.7333,-39579.2421875,11793.42,447,2235000,12210.04
17.9909,448,140.2279,-38854.00390625,11935.34,448,2240000,12260.35
18.7134,449,139.515,-40514.2109375,11984.41,449,2245000,12306.72
16.8089,450,139.5842,-39143.3671875,11878.47,450,2250000,11922.22
18.4324,451,140.208,-40304.9140625,11744.93,451,2255000,12110.09
17.7345,452,139.6058,-39538.73828125,12016.02,452,2260000,12361.89
19.1189,453,140.5497,-38027.140625,11894.49,453,2265000,12140.96
18.3341,454,139.2646,-37779.578125,11820.82,454,2270000,12185.69
18.084,455,139.1633,-38584.796875,11876.94,455,2275000,12126.63
17.8394,456,139.4924,-37282.16796875,11673.08,456,2280000,11965.2
18.6693,457,140.5414,-38388.86328125,11717.1,457,2285000,12161.28
18.4491,458,138.8197,-40733.50390625,11888.69,458,2290000,12220.29
19.5753,459,139.9106,-38624.328125,11868.63,459,2295000,12030.54
18.1192,460,140.2247,-41461.609375,11954.62,460,2300000,12183.22
18.6374,461,140.2789,-41619.01953125,12064.4,461,2305000,12393.42
19.8137,462,139.6429,-39987.96875,11918.64,462,2310000,12057.88
17.1885,463,139.2681,-39027.609375,11751.82,463,2315000,11762.89
18.2219,464,140.456,-41619.234375,11304.6,464,2320000,12447.26
18.1335,465,139.707,-39078.1875,11528.36,465,2325000,11709.4
18.7985,466,139.7785,-41457.78515625,11614.83,466,2330000,12154.14
20.3986,467,139.8739,-40604.64453125,11639.32,467,2335000,11807.32
18.7874,468,139.3079,-40946.44921875,11952.99,468,2340000,12239.02
19.587,469,141.0442,-43626.421875,11670.56,469,2345000,11930.06
19.1442,470,140.718,-41936.57421875,11324.27,470,2350000,11675.33
16.8964,471,139.5791,-41986.55078125,10812.08,471,2355000,10930.01
16.4146,472,142.1835,-42753.19140625,8057.22,472,2360000,9398.42
18.3994,473,140.4549,-39275.8828125,11104.49,473,2365000,11273.3
18.6674,474,138.6814,-41422.3125,11682.91,474,2370000,12307.29
17.5559,475,138.7687,-40202.47265625,10843.54,475,2375000,12020.6
18.4363,476,139.8545,-40217.90234375,11694.23,476,2380000,12095.84
18.2666,477,140.2483,-42284.8203125,11123.23,477,2385000,11539.89
23.5802,478,139.4992,-38557.6875,10925.44,478,2390000,11993.01
19.0936,479,141.997,-41542.46875,11489.89,479,2395000,11869.89
19.5278,480,141.9136,-41808.61328125,11436.98,480,2400000,11198.41
16.8947,481,141.6528,-39990.9921875,11481.75,481,2405000,12024.01
16.3947,482,141.4462,-43190.29296875,11338.2,482,2410000,10067.03
17.7016,483,140.5908,-43610.2265625,11615.74,483,2415000,11459.4
15.8047,484,139.0503,-42982.18359375,11070.12,484,2420000,11412.81
17.871,485,141.6756,-43679.46484375,11164.87,485,2425000,12155.06
18.618,486,140.9314,-43976.28125,11527.65,486,2430000,11774.96
16.7319,487,139.2943,-40658.1484375,11659.81,487,2435000,11915.91
19.4698,488,141.5579,-43388.63671875,11427.56,488,2440000,11515.36
16.8105,489,139.7677,-40667.86328125,11659.9,489,2445000,11934.86
17.3783,490,138.2616,-40241.65234375,11899.39,490,2450000,12382.77
16.9939,491,138.33,-38652.078125,10980.69,491,2455000,10563.58
18.2057,492,139.6275,-42927.54296875,12014.73,492,2460000,12362.81
18.6063,493,140.0342,-43034.7265625,11994.6,493,2465000,12361.09
18.8237,494,140.2269,-43529.3671875,11355.84,494,2470000,12208.04
19.0716,495,138.7069,-40636.9375,11657.33,495,2475000,11798.06
19.0167,496,139.4891,-42625.71875,11875.37,496,2480000,12126.06
19.2566,497,140.2821,-41583.59765625,11447.47,497,2485000,11544.7
18.92,498,140.0878,-42113.921875,11915.79,498,2490000,12215.31
18.8959,499,139.0977,-41735.1953125,11916.56,499,2495000,12154.72
18.7246,500,139.5164,-41895.55859375,11869.64,500,2500000,12232.09
18.7798,501,139.6129,-42358.94140625,11540.47,501,2505000,11841.14
18.1381,502,139.0319,-41442.703125,12100.78,502,2510000,12434.8
18.2171,503,138.8733,-40830.97265625,11809.02,503,2515000,12065.07
18.5568,504,139.7728,-42582.046875,11998.91,504,2520000,12391.62
19.3781,505,139.3552,-41627.734375,11552.78,505,2525000,11809.9
16.1764,506,139.0561,-42198.0078125,10276.75,506,2530000,10326.07
18.7542,507,140.8877,-41895.73046875,11481.09,507,2535000,11641.24
22.0089,508,139.2854,-41870.734375,12035.73,508,2540000,12377.55
18.9573,509,139.8045,-41483.15234375,11800.26,509,2545000,12067.64
17.9924,510,139.0123,-43399.9921875,10642.24,510,2550000,11766.23
17.4416,511,139.6202,-42576.90234375,10023.35,511,2555000,10940.42
18.8713,512,139.7565,-44606.65625,11943.65,512,2560000,12200.89
19.5198,513,139.9949,-42281.8671875,11560.53,513,2565000,11887.46
19.3069,514,139.9033,-45337.484375,11913.16,514,2570000,12190.97
18.8484,515,139.4996,-42953.2890625,11528.51,515,2575000,11776.88
29.8703,516,140.2617,-44443.64453125,12030.34,516,2580000,12280.07
18.5197,517,141.3829,-43908.8828125,11445.78,517,2585000,11751.66
18.4424,518,139.3428,-44385.09375,12025.29,518,2590000,12197.88
19.2403,519,140.867,-43470.0390625,11443.39,519,2595000,11643.55
17.2568,520,139.4563,-44394.625,12062.59,520,2600000,12053.46
17.3895,521,139.1224,-42129.69921875,10465.34,521,2605000,11329.25
17.9857,522,137.5408,-43869.8515625,11605.24,522,2610000,12304.91
18.5168,523,139.6371,-44389.2578125,11457.63,523,2615000,11694.72
18.2247,524,139.611,-45447.15625,11772.49,524,2620000,12274.69
18.4316,525,139.518,-45134.94921875,11907.24,525,2625000,12164.64
17.908,526,138.8503,-45417.9375,11713.84,526,2630000,12014.58
18.383,527,137.4479,-45357.1640625,11963.04,527,2635000,11599.3
18.3603,528,139.753,-44797.64453125,11907.12,528,2640000,12201.55
18.6783,529,139.6736,-45923.890625,11876.73,529,2645000,12232.25
19.0403,530,140.0499,-44997.03515625,11719.07,530,2650000,12012.84
19.6504,531,139.9623,-45239.58984375,12045.44,531,2655000,12241.32
18.4499,532,140.4352,-45749.546875,11546.99,532,2660000,11748.35
19.0383,533,140.0906,-45615.03125,11948.31,533,2665000,12258.5
18.715,534,139.6966,-45658.015625,11873.95,534,2670000,12082.75
18.7187,535,139.7732,-44335.23828125,11901.53,535,2675000,12085.58
20.1116,536,141.976,-47323.15625,11077.46,536,2680000,11896.15
19.3587,537,140.5243,-47041.53125,12106.23,537,2685000,12316.07
18.8931,538,139.8661,-47162.6953125,11905.57,538,2690000,11552.38
18.5296,539,139.6262,-47370.4453125,12041.47,539,2695000,12354.95
19.3226,540,141.014,-45936.68359375,11772.73,540,2700000,11842.78
18.7785,541,141.0044,-47861.25390625,11886.71,541,2705000,11957.32
19.0134,542,139.7568,-46330.37109375,11910.83,542,2710000,12154.35
18.679,543,138.9204,-46749.18359375,12022.45,543,2715000,12274.66
19.6474,544,139.878,-47683.52734375,11982.65,544,2720000,12256.01
18.7715,545,138.9674,-46433.09765625,11564.08,545,2725000,12470.5
19.9325,546,140.9372,-47393.9140625,12023.85,546,2730000,12275.01
18.8231,547,139.1802,-46910.0,11817.33,547,2735000,12143.13
19.242,548,140.5948,-48161.71875,12014.41,548,2740000,12331.77
19.058,549,140.6874,-47415.66015625,11663.61,549,2745000,11806.18
18.8238,550,140.7173,-49220.69140625,12038.54,550,2750000,12340.24
19.507,551,141.0013,-48272.10546875,12088.53,551,2755000,12401.98
19.2852,552,140.9653,-48237.5859375,12133.28,552,2760000,12480.83
17.5943,553,139.8465,-47241.77734375,11355.6,553,2765000,11736.19
18.768,554,139.9651,-48601.75390625,12044.21,554,2770000,12410.65
19.7073,555,141.0084,-47577.0703125,11881.19,555,2775000,12231.59
17.1968,556,141.0025,-48437.640625,10401.84,556,2780000,11430.51
18.8253,557,141.5165,-47211.37890625,10925.69,557,2785000,11768.27
19.1424,558,139.5436,-48091.859375,11999.61,558,2790000,12331.35
19.0566,559,140.4076,-47729.453125,11935.89,559,2795000,12378.61
17.8651,560,140.0096,-48583.890625,11655.16,560,2800000,11781.96
18.7505,561,140.4831,-50243.66796875,11929.09,561,2805000,12314.32
18.6758,562,140.2854,-48031.5234375,11534.22,562,2810000,12086.21
15.5059,563,140.738,-46648.69921875,8313.64,563,2815000,9442.6
19.2527,564,140.8099,-49955.7890625,11807.63,564,2820000,12155.34
18.7826,565,139.9114,-48925.62890625,11838.5,565,2825000,12405.44
19.0064,566,139.5877,-48811.09765625,11928.46,566,2830000,12297.38
18.2554,567,138.6138,-48377.9296875,12060.21,567,2835000,12442.0
17.7337,568,138.8004,-47914.8359375,12040.43,568,2840000,12366.06
18.5601,569,139.4305,-49091.30859375,11426.84,569,2845000,11994.47
17.1362,570,140.8598,-48955.2421875,10640.45,570,2850000,11595.5
19.2025,571,139.6953,-50247.68359375,11392.77,571,2855000,12078.31
18.315,572,139.5564,-49588.73828125,12088.73,572,2860000,12429.63
19.4782,573,140.152,-49838.515625,12125.58,573,2865000,12554.55
18.8,574,138.6059,-50597.1171875,11938.05,574,2870000,12213.19
18.6834,575,139.2017,-48783.953125,11405.77,575,2875000,12188.34
18.5702,576,138.8112,-45884.66796875,10944.22,576,2880000,11999.2
18.6294,577,138.4235,-47484.6015625,11831.63,577,2885000,12184.16
18.7755,578,139.0002,-50382.484375,12253.59,578,2890000,12686.93
18.9181,579,139.5704,-49856.62890625,12265.93,579,2895000,12645.35
17.3011,580,139.0026,-49087.72265625,10787.74,580,2900000,12024.06
19.2747,581,139.7594,-48926.5390625,12181.56,581,2905000,12655.48
18.7331,582,139.0038,-49703.40234375,11591.29,582,2910000,11894.21
19.1308,583,139.4221,-49825.0078125,12104.56,583,2915000,12317.17
20.6146,584,140.1267,-50519.05078125,12481.21,584,2920000,12717.06
18.9009,585,141.0465,-50213.05859375,12298.73,585,2925000,12645.87
19.8589,586,140.2965,-51762.62890625,12124.16,586,2930000,12560.07
19.8358,587,140.3431,-50811.10546875,12104.6,587,2935000,12374.12
19.599,588,139.9814,-50538.46875,11760.25,588,2940000,12553.28
17.5914,589,139.1178,-49555.0625,12027.21,589,2945000,12404.65
18.968,590,140.1915,-50787.59375,11657.24,590,2950000,12298.11
19.8249,591,140.0499,-49669.46484375,12225.03,591,2955000,12517.08
20.5676,592,141.3692,-52162.453125,12270.55,592,2960000,12627.93
19.3908,593,140.2061,-50860.4296875,12173.96,593,2965000,12553.75
18.063,594,139.9676,-48194.48046875,12307.88,594,2970000,12671.71
19.5022,595,140.444,-50488.3515625,12101.27,595,2975000,12495.97
16.4315,596,140.0282,-48861.36328125,11335.45,596,2980000,11755.41
19.3796,597,139.8417,-50368.40234375,12259.98,597,2985000,12687.65
19.1143,598,140.0355,-50320.9765625,12022.11,598,2990000,12365.03
17.6393,599,139.4178,-47622.0390625,11041.95,599,2995000,11737.9
