Running Update Time,Reward Loss,Real Sto Return,Itration,Running Env Steps,Real Det Return,Running Forward KL,Running Reverse KL
385,-1319.5123291015625,5337.86,385,1925000,5463.94,35.4303,16.4298
386,-1190.9461669921875,5087.89,386,1930000,5496.35,36.4563,16.5811
387,-1276.22998046875,5289.79,387,1935000,5401.97,35.7388,16.9825
388,-1254.5196533203125,5284.03,388,1940000,5439.55,35.8963,16.3359
389,-1358.589111328125,5125.77,389,1945000,5428.91,35.8194,16.0026
390,-1291.9332275390625,5267.05,390,1950000,5461.97,35.4807,15.2233
391,-1296.4859619140625,5290.96,391,1955000,5428.09,34.9015,14.9764
392,-1207.14013671875,5299.34,392,1960000,5548.7,34.869,15.5829
393,-1319.1510009765625,5313.14,393,1965000,5496.91,35.6522,16.3575
394,-1273.4964599609375,5302.1,394,1970000,5541.24,34.3704,15.1366
395,-1471.6219482421875,4803.47,395,1975000,5408.92,34.484,14.5492
396,-1310.7159423828125,5296.63,396,1980000,5437.09,35.2107,15.9995
397,-1324.650390625,5291.08,397,1985000,5483.89,35.5383,15.4974
398,-1265.0328369140625,5292.93,398,1990000,5447.43,35.4137,15.7526
399,-1287.013916015625,5330.38,399,1995000,5477.25,35.1863,15.5659
400,-1321.2271728515625,5311.59,400,2000000,5313.16,34.6334,15.6861
401,-1322.064453125,5289.35,401,2005000,5410.27,35.2523,15.7939
402,-1347.7120361328125,5087.48,402,2010000,5414.79,34.7529,15.2438
403,-1300.8470458984375,5331.23,403,2015000,5452.03,34.4573,15.4502
404,-1328.8900146484375,5329.09,404,2020000,5485.31,34.4334,14.893
405,-1371.2152099609375,5318.3,405,2025000,5416.08,34.4609,14.857
406,-1257.83740234375,5282.11,406,2030000,5434.73,34.2497,15.1199
407,-1321.840087890625,5300.26,407,2035000,5468.63,34.5986,15.0121
408,-1356.860595703125,5300.58,408,2040000,5445.41,34.1687,15.0115
409,-1499.4632568359375,5284.28,409,2045000,5430.24,35.7237,16.5775
410,-1468.2763671875,5017.45,410,2050000,5242.69,34.6131,15.9279
411,-1406.879150390625,5337.48,411,2055000,5538.92,34.7936,15.4844
412,-1412.5401611328125,5083.01,412,2060000,5520.53,35.3382,16.5592
413,-1561.220703125,5276.32,413,2065000,5394.61,35.8183,16.6292
414,-1593.92138671875,5345.11,414,2070000,5570.53,36.1584,16.7235
415,-1490.8353271484375,5348.56,415,2075000,5546.51,35.6119,16.4084
416,-1383.3876953125,5386.56,416,2080000,5581.53,34.4489,15.5411
417,-1491.416015625,5352.88,417,2085000,5473.52,35.2,15.3224
418,-1425.240478515625,5365.85,418,2090000,5526.85,34.2343,15.7255
419,-1444.129150390625,5346.57,419,2095000,5484.44,34.9628,15.2835
420,-1446.4840087890625,5317.81,420,2100000,5547.16,35.0904,15.4439
421,-1494.1485595703125,5312.68,421,2105000,5446.03,34.352,14.7813
422,-1472.4263916015625,5403.07,422,2110000,5513.06,35.2545,15.628
423,-1917.6966552734375,3630.57,423,2115000,5467.34,35.53,21.4237
424,-1376.978515625,-15.86,424,2120000,-11.32,58.1481,78.3419
425,-3216.79736328125,409.37,425,2125000,419.37,49.055,39.8091
426,-2833.42822265625,1739.51,426,2130000,2576.33,42.8603,28.1923
427,-3176.393310546875,1148.79,427,2135000,1708.71,42.5893,31.5484
428,-2696.2099609375,2546.15,428,2140000,1386.53,40.0899,21.2371
429,-2041.87255859375,4808.25,429,2145000,4919.5,41.322,20.3918
430,-1716.46435546875,5063.32,430,2150000,5125.28,37.0842,20.0265
431,-1673.1168212890625,5106.4,431,2155000,5134.56,37.6484,19.4563
432,-1723.1297607421875,5114.11,432,2160000,4954.81,38.3208,19.4998
433,-1500.15234375,5220.19,433,2165000,5306.29,35.6613,18.5484
434,-1561.8304443359375,5175.96,434,2170000,5346.08,35.6306,16.3104
435,-1807.4671630859375,5208.57,435,2175000,5377.12,37.5287,18.8662
436,-1673.3756103515625,5226.7,436,2180000,5242.95,37.4124,18.9011
437,-1693.5224609375,5237.71,437,2185000,5394.98,37.2725,17.1517
438,-1664.7802734375,5163.73,438,2190000,5110.65,37.1701,18.0448
439,-1625.30810546875,5292.6,439,2195000,5368.53,36.3314,18.099
440,-1643.834228515625,5246.86,440,2200000,5417.7,36.1145,17.3356
441,-1607.233154296875,5270.02,441,2205000,5468.42,36.271,17.1466
442,-1606.9820556640625,5301.05,442,2210000,5487.34,36.3501,16.5991
443,-1762.290771484375,5245.15,443,2215000,5435.81,36.3902,17.1963
444,-1684.9879150390625,5281.69,444,2220000,5491.2,36.1686,17.2804
445,-1551.582763671875,5296.75,445,2225000,5485.13,35.6952,16.7886
446,-1653.248046875,5204.8,446,2230000,5320.49,35.4009,15.884
447,-1796.84521484375,5278.09,447,2235000,5495.59,35.3115,16.2772
448,-1665.4058837890625,5281.5,448,2240000,5415.53,35.6583,16.5499
449,-1703.6282958984375,5340.28,449,2245000,5513.73,35.5901,16.7716
450,-1645.9033203125,5275.91,450,2250000,5300.86,34.9804,16.2677
451,-1640.3807373046875,5295.64,451,2255000,5360.06,35.6893,16.5947
452,-1784.7921142578125,5095.25,452,2260000,5464.71,35.1206,16.0021
453,-1765.491943359375,5296.11,453,2265000,5451.37,34.8363,15.4577
454,-1753.8770751953125,5074.22,454,2270000,5384.45,35.1404,15.656
455,-1778.0953369140625,5367.75,455,2275000,5538.86,35.2404,15.7469
456,-1706.447998046875,5270.4,456,2280000,5389.88,34.7047,15.2462
457,-1702.2904052734375,5316.5,457,2285000,5418.28,34.8592,15.5347
458,-1788.3936767578125,5345.88,458,2290000,5403.46,35.2403,15.223
459,-1937.690673828125,5343.27,459,2295000,5486.99,35.5067,15.4055
460,-4778.126953125,812.7,460,2300000,743.03,44.7023,18.6228
461,-4073.9765625,1189.61,461,2305000,1320.24,46.01,19.1475
462,-2654.458251953125,3228.91,462,2310000,4045.87,39.3531,25.3796
463,-2275.134521484375,4448.32,463,2315000,4489.66,38.4436,17.343
464,-2007.4315185546875,5037.77,464,2320000,5086.23,39.7677,19.6674
465,-1662.73876953125,5218.29,465,2325000,5247.71,34.6229,17.3675
466,-1745.361572265625,5220.27,466,2330000,5412.64,34.2806,16.4116
467,-1684.20703125,5272.47,467,2335000,5394.4,37.0326,17.7448
468,-1625.200927734375,5307.53,468,2340000,5430.63,33.7963,16.8197
469,-1707.5322265625,5352.61,469,2345000,5503.29,34.7418,17.1742
470,-1754.969482421875,5339.25,470,2350000,5431.58,35.5177,17.5866
471,-1655.6632080078125,5371.2,471,2355000,5557.81,34.5709,15.8649
472,-1649.9482421875,5051.67,472,2360000,5448.32,34.4837,16.1956
473,-1766.8382568359375,4799.32,473,2365000,5455.46,34.8892,16.4173
474,-1735.4039306640625,5333.44,474,2370000,5520.36,35.2647,16.7663
475,-1897.187255859375,5038.03,475,2375000,5383.62,35.6046,16.4873
476,-1866.9608154296875,5253.9,476,2380000,5456.52,34.9873,16.3982
477,-1896.5924072265625,5187.19,477,2385000,5402.05,35.3236,15.6354
478,-1960.3043212890625,5052.34,478,2390000,5301.99,35.0049,15.3684
479,-1936.5870361328125,5237.51,479,2395000,5327.48,35.2939,15.4863
480,-2180.96630859375,4486.47,480,2400000,5377.36,35.2123,19.5964
481,-1999.1954345703125,4988.77,481,2405000,5385.0,35.3751,15.6594
482,-1921.5911865234375,5241.67,482,2410000,5340.66,35.6041,15.8207
483,-2074.693359375,5204.27,483,2415000,5365.45,34.6747,15.2572
484,-4753.267578125,401.22,484,2420000,442.29,49.8903,28.6435
485,-1972.554443359375,5207.59,485,2425000,5224.2,34.7439,16.2242
486,-2015.0526123046875,5234.89,486,2430000,5303.81,35.6238,17.0307
487,-2099.867431640625,4960.95,487,2435000,5291.29,36.1849,17.2113
488,-2147.57958984375,5252.28,488,2440000,5425.42,34.8011,15.54
489,-2040.762939453125,5148.4,489,2445000,5284.83,34.7058,15.6715
490,-2115.321044921875,4314.49,490,2450000,5379.53,35.2908,15.4271
491,-2081.255126953125,5204.1,491,2455000,5248.87,34.4959,15.4451
492,-2255.039794921875,5286.14,492,2460000,5467.52,35.1855,14.9038
493,-2246.219970703125,5088.69,493,2465000,5464.61,35.649,15.9726
494,-2313.70361328125,4802.58,494,2470000,5431.49,35.6313,14.6147
495,-2619.637939453125,5013.99,495,2475000,5364.86,36.8777,16.2549
496,-2085.525390625,5284.56,496,2480000,5434.55,34.9374,15.5121
497,-2157.317138671875,5296.7,497,2485000,5410.62,35.8312,15.8827
498,-2255.543212890625,5287.78,498,2490000,5421.69,34.9402,15.8933
499,-2317.087158203125,5289.43,499,2495000,5494.7,36.1598,16.0345
500,-2443.149658203125,5080.95,500,2500000,5529.18,35.3881,15.2608
501,-2281.505615234375,5348.85,501,2505000,5492.91,34.5501,15.2633
502,-2948.53857421875,4461.38,502,2510000,5030.27,36.7032,15.5723
503,-2493.437255859375,5082.43,503,2515000,5475.09,35.7654,14.8703
504,-2239.0869140625,5301.86,504,2520000,5471.43,35.0346,15.0978
505,-2236.901611328125,5306.3,505,2525000,5517.56,34.5019,15.5893
506,-2358.55859375,5135.24,506,2530000,5424.12,34.9153,15.5784
507,-2223.345458984375,5266.1,507,2535000,5458.44,34.489,14.879
508,-2126.985595703125,5342.69,508,2540000,5537.87,34.7576,15.3017
509,-2133.7529296875,5306.58,509,2545000,5414.66,34.3283,14.7613
510,-2244.032470703125,5280.41,510,2550000,5419.2,33.6098,14.3006
511,-2232.962158203125,5320.67,511,2555000,5515.92,34.4839,14.808
512,-2324.886474609375,5341.32,512,2560000,5529.95,34.3655,15.1043
513,-2539.04541015625,4800.86,513,2565000,5386.26,35.7732,14.5956
514,-2245.839599609375,5329.83,514,2570000,5512.04,34.048,14.6589
515,-2337.381103515625,4878.45,515,2575000,5399.28,35.1742,15.1312
516,-2256.762451171875,5308.7,516,2580000,5493.75,33.2988,14.065
517,-2397.48486328125,5205.07,517,2585000,5338.87,34.5038,14.3766
518,-2314.777587890625,5313.07,518,2590000,5447.65,34.2762,14.4691
519,-2471.047607421875,5405.57,519,2595000,5615.59,34.0463,14.86
520,-2356.578369140625,5114.53,520,2600000,5446.11,33.3719,13.3335
521,-2609.7255859375,5010.07,521,2605000,5389.85,34.4083,13.8169
522,-2443.611083984375,5236.8,522,2610000,5399.04,34.6151,14.1484
523,-2584.92236328125,5297.17,523,2615000,5496.42,33.5133,13.5795
524,-2657.26171875,5305.0,524,2620000,5443.78,34.1962,13.7659
525,-2450.39892578125,5230.71,525,2625000,5324.82,33.6389,12.3562
526,-2399.464599609375,5278.03,526,2630000,5496.31,33.09,12.9095
527,-2585.666259765625,5235.8,527,2635000,5404.18,34.1837,13.3384
528,-2547.493408203125,5251.0,528,2640000,5399.06,33.3149,13.3145
529,-2509.68310546875,5345.14,529,2645000,5503.84,33.0197,13.0614
530,-3095.899169921875,5012.11,530,2650000,5403.77,34.5428,14.4182
531,-2606.0830078125,5307.85,531,2655000,5468.53,34.7514,14.1318
532,-2776.667724609375,5343.81,532,2660000,5511.55,34.3887,13.7606
533,-3079.05810546875,5015.85,533,2665000,5455.71,33.9243,13.7876
534,-2596.39208984375,4806.19,534,2670000,5435.25,33.9629,13.6357
535,-2773.802978515625,5296.9,535,2675000,5417.39,34.1107,13.968
536,-2357.903564453125,5381.59,536,2680000,5529.83,32.9316,13.0279
537,-2656.6923828125,4822.09,537,2685000,5466.14,33.5027,14.1859
538,-2835.888916015625,5306.75,538,2690000,5446.1,34.4939,14.1923
539,-2711.236572265625,5290.75,539,2695000,5410.2,34.1423,14.2126
540,-2735.125,5304.25,540,2700000,5400.25,33.7756,13.8563
541,-2672.66357421875,5313.73,541,2705000,5452.19,33.1827,13.141
542,-2906.814453125,5244.36,542,2710000,5314.53,34.0314,13.99
543,-2631.27099609375,5345.02,543,2715000,5445.65,33.6363,14.4521
544,-2880.808837890625,5279.52,544,2720000,5410.12,33.849,13.3397
545,-2978.185302734375,5272.61,545,2725000,5425.11,34.9838,14.5316
546,-2831.054443359375,5335.2,546,2730000,5464.4,33.6695,13.7091
547,-2608.323486328125,5331.62,547,2735000,5405.31,32.6163,13.9181
548,-2845.525146484375,5342.56,548,2740000,5489.89,33.7754,14.67
549,-2640.6259765625,5383.34,549,2745000,5517.98,33.5604,15.2323
550,-2943.605712890625,5358.06,550,2750000,5503.27,33.5867,14.9589
551,-2952.711181640625,5331.55,551,2755000,5417.49,33.8314,14.142
552,-2910.09326171875,5091.61,552,2760000,5415.2,33.4812,13.6746
553,-2930.07861328125,5316.88,553,2765000,5467.98,33.7156,14.5092
554,-2954.7001953125,5356.6,554,2770000,5446.69,33.4761,14.5958
555,-2952.341064453125,5339.92,555,2775000,5476.66,34.2596,15.1084
556,-2965.323486328125,5380.81,556,2780000,5507.51,34.1256,15.0214
557,-2861.60791015625,5367.54,557,2785000,5476.39,34.1494,15.3969
558,-2854.140380859375,5325.46,558,2790000,5467.75,33.2713,14.2173
559,-2850.3876953125,5340.54,559,2795000,5457.84,33.6035,14.5648
560,-2947.973876953125,5337.64,560,2800000,5500.63,34.0066,15.3312
561,-3369.2060546875,5072.67,561,2805000,5329.65,35.0837,15.2317
562,-2875.369140625,5418.48,562,2810000,5566.29,33.7335,14.8429
563,-3202.728271484375,5351.13,563,2815000,5407.88,33.8387,15.3157
564,-3005.2255859375,5397.82,564,2820000,5545.49,33.9968,15.147
565,-3072.211669921875,5370.81,565,2825000,5445.72,34.1371,15.8179
566,-3395.4833984375,5168.13,566,2830000,5382.45,34.6493,15.364
567,-3307.580078125,5369.8,567,2835000,5386.66,34.6005,15.4293
568,-3245.194580078125,5239.11,568,2840000,5441.59,33.8259,15.3643
569,-2848.607177734375,5391.22,569,2845000,5466.94,33.8634,15.6438
570,-3900.673828125,5179.39,570,2850000,5578.65,35.436,18.896
571,-3761.70166015625,5138.55,571,2855000,5523.41,34.7015,15.9773
572,-4998.6904296875,4853.62,572,2860000,5549.9,36.3597,18.423
573,-3646.70703125,5194.15,573,2865000,5498.7,35.6685,17.4915
574,-3262.796875,5331.13,574,2870000,5518.96,35.0003,15.2435
575,-3932.06591796875,4788.3,575,2875000,4685.85,34.8752,16.841
576,-3470.012451171875,5328.28,576,2880000,5383.68,34.8771,14.299
577,-3419.626708984375,4892.18,577,2885000,5398.63,36.0084,15.4797
578,-3470.42333984375,5433.5,578,2890000,5529.11,34.811,15.9186
579,-3673.388671875,5200.31,579,2895000,5455.83,35.5411,14.5971
580,-3633.974365234375,5305.75,580,2900000,5395.85,35.0063,14.4655
581,-3402.734619140625,5353.51,581,2905000,5506.88,35.0076,15.479
582,-3367.38720703125,5007.87,582,2910000,5431.53,35.1741,15.1076
583,-3121.39013671875,5353.92,583,2915000,5509.53,33.0518,13.3811
584,-3263.02587890625,5183.54,584,2920000,5534.16,34.1842,14.6989
585,-3357.76904296875,5133.2,585,2925000,5410.46,33.6787,14.3268
586,-3420.118896484375,5243.62,586,2930000,5172.45,34.2171,14.9934
587,-4156.02294921875,5289.47,587,2935000,5388.11,35.1924,13.703
588,-3524.14306640625,5117.22,588,2940000,5292.13,34.7877,13.7576
589,-3796.9736328125,5372.58,589,2945000,5472.9,34.5691,14.0408
590,-3722.491455078125,5227.27,590,2950000,5420.32,34.1971,14.1801
591,-3392.15771484375,4743.71,591,2955000,5476.59,33.3335,13.2727
592,-3835.676025390625,5277.83,592,2960000,5240.07,34.6433,14.1655
593,-3431.965087890625,5158.03,593,2965000,5468.61,33.6338,13.9802
594,-3557.126220703125,5222.34,594,2970000,5344.24,33.7276,13.68
595,-3346.895263671875,5269.33,595,2975000,5378.53,33.4868,13.7493
596,-3760.773193359375,4880.05,596,2980000,3015.41,33.9751,13.7594
597,-3649.134765625,5120.47,597,2985000,5520.08,33.8943,14.1072
598,-3407.87841796875,5344.55,598,2990000,5348.24,33.4895,15.6645
599,-4684.208984375,3686.75,599,2995000,4405.25,36.0581,46.703
600,-2817.197021484375,-8.04,600,3000000,-7.01,55.9,126.1096
601,-3671.125,-10.15,601,3005000,-10.56,54.2714,95.8129
602,-3639.097412109375,527.12,602,3010000,212.38,43.0153,65.4012
603,-4966.51171875,4037.59,603,3015000,3586.52,37.07,14.8528
604,-4662.77099609375,3522.44,604,3020000,5325.02,36.9462,17.3493
605,-3376.559326171875,4621.08,605,3025000,5355.39,35.1909,16.5258
606,-4314.416015625,4537.01,606,3030000,5110.03,36.1902,14.7505
607,-3230.129150390625,5140.99,607,3035000,5244.87,34.968,16.4103
608,-3492.322265625,5201.55,608,3040000,5339.55,34.8366,15.5721
609,-4127.46728515625,4877.67,609,3045000,5305.79,35.5419,18.3335
610,-3606.150146484375,4923.67,610,3050000,5413.21,34.9875,16.8959
611,-3338.33203125,5131.79,611,3055000,5476.41,33.7438,15.3547
612,-3889.98974609375,4459.0,612,3060000,5417.45,35.0831,17.6443
613,-3406.845947265625,4212.08,613,3065000,5400.52,35.0382,17.2352
614,-3664.812744140625,4975.53,614,3070000,5434.35,35.2126,17.0654
615,-4169.85302734375,4295.41,615,3075000,5454.7,34.5902,16.0083
616,-3872.29296875,4495.7,616,3080000,5578.18,34.4088,15.2714
617,-3877.493896484375,5323.46,617,3085000,5451.46,34.2369,19.1573
618,-3707.31689453125,5342.27,618,3090000,5468.12,35.2555,16.2608
619,-3259.26220703125,4920.64,619,3095000,5394.48,34.5867,15.9557
620,-3380.0927734375,4622.0,620,3100000,5387.79,34.2592,14.8141
621,-3685.887451171875,4884.53,621,3105000,5185.83,35.3121,15.1636
622,-3951.0048828125,4993.04,622,3110000,5357.41,35.1634,17.8034
623,-4421.15771484375,5142.75,623,3115000,5427.62,35.1569,18.0027
624,-4650.05322265625,4123.21,624,3120000,5460.77,37.1357,18.221
625,-3758.333740234375,4916.5,625,3125000,5510.77,35.0495,17.1687
626,-4142.47509765625,5135.49,626,3130000,5457.34,36.1537,21.1075
627,-3785.39990234375,5329.39,627,3135000,5489.96,35.2414,16.6369
628,-3731.852294921875,5080.04,628,3140000,5352.07,35.1956,16.3113
629,-3945.533447265625,5317.2,629,3145000,5376.92,36.0046,16.8532
630,-4324.23388671875,5345.56,630,3150000,5437.29,35.1322,18.5278
631,-4503.6064453125,5327.51,631,3155000,5452.76,36.4374,17.4459
632,-4120.81005859375,5181.07,632,3160000,5445.1,35.3943,16.9718
633,-3935.891845703125,5126.03,633,3165000,5386.08,35.0581,16.764
634,-4122.7783203125,5258.36,634,3170000,5300.19,35.239,15.604
635,-4463.86669921875,4726.17,635,3175000,5522.8,35.5278,16.9273
636,-4032.814453125,5340.08,636,3180000,5462.09,34.224,14.7935
637,-3971.44482421875,5307.81,637,3185000,5353.41,34.3717,15.2742
638,-4275.38134765625,5328.89,638,3190000,5501.22,34.432,16.5036
639,-4376.517578125,4955.08,639,3195000,5407.41,35.2041,14.4986
640,-4414.57373046875,5430.03,640,3200000,5592.55,35.135,15.9152
641,-5033.92822265625,5197.38,641,3205000,5488.03,35.3014,14.2469
642,-4684.25537109375,5205.78,642,3210000,5479.67,35.0877,15.0828
643,-4410.16650390625,5043.61,643,3215000,5525.02,34.6543,15.3269
644,-4696.28076171875,4840.49,644,3220000,5506.76,34.6369,14.0799
645,-4767.84130859375,5178.35,645,3225000,5462.33,35.708,16.0319
646,-4527.4638671875,5317.77,646,3230000,5331.69,33.9113,13.5103
647,-4389.98291015625,5426.44,647,3235000,5605.45,34.3716,16.0905
648,-4619.94873046875,5163.58,648,3240000,5029.27,34.2063,13.619
649,-4529.28662109375,5250.26,649,3245000,5255.29,34.9698,13.6296
650,-4700.8330078125,4737.02,650,3250000,5249.39,35.5997,16.9823
651,-4711.990234375,4027.07,651,3255000,5045.63,35.6105,15.2498
652,-6045.2041015625,3542.66,652,3260000,4562.42,36.3412,18.6645
653,-4275.0419921875,5368.34,653,3265000,5557.33,34.5175,14.6417
654,-4135.546875,4842.67,654,3270000,5120.15,33.2459,14.2394
655,-4838.4384765625,5416.5,655,3275000,5297.95,34.7382,16.4782
656,-4286.32763671875,5459.17,656,3280000,5513.44,34.3667,16.1089
657,-4407.2822265625,5217.68,657,3285000,5634.31,34.4499,15.906
658,-4213.365234375,5195.97,658,3290000,5566.65,34.2351,15.2137
659,-4972.52734375,5195.2,659,3295000,5530.32,35.2767,14.9361
660,-4653.703125,5393.57,660,3300000,5417.63,34.8897,15.5587
661,-4601.203125,5456.98,661,3305000,5567.85,35.2585,16.3292
662,-4544.65478515625,5457.55,662,3310000,5587.46,34.5231,17.152
663,-4773.23583984375,5477.94,663,3315000,5628.63,35.1621,15.6535
664,-4773.6171875,5296.17,664,3320000,5645.84,33.4594,15.9491
665,-4783.86865234375,5227.82,665,3325000,5705.16,34.2506,16.1046
666,-4579.57568359375,4105.72,666,3330000,5230.99,34.2087,15.0146
667,-5300.76806640625,5170.84,667,3335000,5425.06,36.0694,15.7723
668,-4723.22998046875,5103.72,668,3340000,5444.87,34.6611,16.1661
669,-5444.1591796875,5246.88,669,3345000,5417.51,35.927,15.7461
670,-4869.28759765625,5127.62,670,3350000,5044.61,34.8998,13.3078
671,-5374.958984375,4687.58,671,3355000,5497.94,34.9259,16.6781
672,-5261.0771484375,5198.15,672,3360000,5442.75,34.517,14.5277
673,-5653.77392578125,5134.91,673,3365000,5485.7,36.0825,18.6536
674,-5056.62158203125,5242.43,674,3370000,5382.5,35.1574,15.3997
675,-5041.86962890625,5284.59,675,3375000,5522.38,35.2736,17.5003
676,-4765.43359375,5233.51,676,3380000,5205.84,35.2091,15.4303
677,-4722.85107421875,4832.08,677,3385000,5322.48,34.35,16.1583
678,-3949.481201171875,5274.22,678,3390000,5342.85,34.2151,15.3564
679,-4322.14306640625,5135.43,679,3395000,5412.47,34.0224,14.4228
680,-5791.21923828125,3541.93,680,3400000,5506.3,35.0011,16.5921
681,-4418.16748046875,4546.95,681,3405000,4928.76,34.86,14.7518
682,-5145.07861328125,4996.05,682,3410000,5265.33,35.0763,20.4562
683,-5569.6884765625,5033.45,683,3415000,5264.7,35.5849,17.8677
684,-5155.515625,5050.93,684,3420000,5324.03,35.7005,17.2716
685,-5376.51171875,5096.67,685,3425000,5391.65,35.0671,15.1224
686,-6751.177734375,3531.74,686,3430000,5353.05,37.1768,26.1337
687,-5472.0986328125,4578.45,687,3435000,5200.59,35.4433,15.1837
688,-5762.66943359375,4664.05,688,3440000,5433.81,35.4547,17.8005
689,-5531.66064453125,5129.39,689,3445000,5411.1,35.0155,21.3247
690,-5226.97705078125,4779.22,690,3450000,5171.1,35.4716,14.7308
691,-5340.22412109375,4801.1,691,3455000,4972.24,35.785,13.8922
692,-6005.1220703125,4360.49,692,3460000,1640.85,36.7107,18.771
693,-4942.19482421875,4545.81,693,3465000,1172.72,35.3347,15.7965
694,-5063.546875,5026.62,694,3470000,5487.24,35.582,17.7908
695,-5267.01220703125,4748.33,695,3475000,1408.07,34.8436,23.4093
696,-4919.9541015625,2526.56,696,3480000,730.82,36.891,34.5862
697,-5330.07177734375,56.0,697,3485000,106.17,53.9967,48.7205
698,-6020.1298828125,-9.94,698,3490000,-9.66,55.8035,55.3669
699,-7081.70703125,629.76,699,3495000,671.2,52.892,45.9011
700,-6269.37255859375,924.67,700,3500000,927.16,57.0376,64.3269
701,-6280.15087890625,1098.33,701,3505000,970.09,44.0915,43.4391
702,-6195.4365234375,3337.82,702,3510000,2509.31,40.1239,20.7377
703,-7460.046875,2683.43,703,3515000,1238.25,39.5613,23.7842
704,-8099.05712890625,1852.47,704,3520000,2718.51,40.9746,22.1592
705,-8010.3427734375,2278.21,705,3525000,1321.35,37.1629,34.435
706,-8375.3046875,2801.96,706,3530000,889.44,37.9845,24.943
707,-9244.6826171875,1720.6,707,3535000,1368.76,40.3296,26.3617
708,-5537.97900390625,4816.46,708,3540000,4956.59,36.3077,15.6936
709,-9521.6533203125,155.36,709,3545000,156.47,52.6431,42.9535
710,-8640.7763671875,1371.07,710,3550000,2860.88,39.611,26.0245
711,-7049.8115234375,582.85,711,3555000,477.31,54.0951,52.8443
712,-6836.14453125,696.53,712,3560000,796.36,55.3971,55.6705
713,-4673.45556640625,4828.63,713,3565000,4810.0,36.3238,18.9024
714,-4677.97216796875,4917.16,714,3570000,5039.57,35.5057,17.8715
715,-4741.74365234375,4739.16,715,3575000,4678.46,37.568,17.5559
716,-4721.10205078125,5107.09,716,3580000,5070.84,35.8237,16.1592
717,-4791.13232421875,4635.25,717,3585000,5105.58,35.3979,16.2779
718,-5111.15869140625,4956.45,718,3590000,5145.55,35.7922,17.089
719,-4907.16650390625,5195.99,719,3595000,5250.32,34.7944,16.846
720,-4674.00732421875,5224.08,720,3600000,5362.64,34.636,15.4522
721,-4666.236328125,5243.21,721,3605000,5442.54,34.3585,16.7949
722,-5043.9951171875,5233.31,722,3610000,5362.77,34.6995,17.7128
723,-4793.4990234375,5237.92,723,3615000,5443.58,34.7889,16.5079
724,-4896.78271484375,4885.45,724,3620000,5310.88,35.6756,17.0872
725,-5866.1884765625,4443.54,725,3625000,5281.62,36.5254,17.9815
726,-5470.904296875,5124.44,726,3630000,5524.18,35.5428,17.4093
727,-5709.3095703125,4802.59,727,3635000,5571.69,34.1503,19.3366
728,-6073.0,5011.4,728,3640000,5655.53,35.3961,17.0322
729,-6104.1669921875,5171.18,729,3645000,5500.72,36.3352,16.9528
730,-7216.27783203125,3794.41,730,3650000,4786.54,36.6884,20.8535
731,-7070.0830078125,4496.71,731,3655000,5337.7,36.6091,21.2946
732,-7294.4755859375,3269.26,732,3660000,4167.92,37.0303,21.6398
733,-6813.95947265625,5243.29,733,3665000,5583.35,36.0286,17.5767
734,-7000.91552734375,4394.28,734,3670000,5558.97,36.8007,25.1281
735,-7235.4765625,4472.09,735,3675000,5498.32,36.5905,22.3151
736,-6714.03271484375,5109.78,736,3680000,5445.9,36.3779,19.273
737,-6687.0009765625,5106.7,737,3685000,5395.37,35.9429,17.3196
738,-6123.36328125,5094.63,738,3690000,5392.9,35.9472,16.2648
739,-6730.1806640625,4535.45,739,3695000,5453.69,34.9438,14.5982
740,-6343.05029296875,4625.21,740,3700000,5491.73,33.9675,14.4043
741,-6346.53515625,5176.43,741,3705000,5604.46,34.6205,16.9679
742,-5916.2685546875,4909.09,742,3710000,5514.35,34.6796,14.7568
743,-7481.1171875,3983.28,743,3715000,5518.52,35.8307,14.3965
744,-5849.56396484375,2108.28,744,3720000,315.31,38.269,64.5346
745,-5283.14794921875,4270.85,745,3725000,5211.62,34.8498,15.8052
746,-6339.97998046875,4992.12,746,3730000,5304.38,35.7885,19.5392
747,-6636.52880859375,5383.19,747,3735000,5530.14,34.9511,16.1779
748,-6126.08837890625,4749.9,748,3740000,5595.44,35.0032,15.5615
749,-6636.28271484375,4892.04,749,3745000,895.7,35.7172,16.1215
750,-6746.265625,5193.04,750,3750000,5483.15,35.4334,19.0448
751,-7701.1865234375,4182.09,751,3755000,4881.56,36.7157,19.0049
752,-6358.24560546875,5296.62,752,3760000,5387.03,35.7196,16.0698
753,-6724.0341796875,5441.86,753,3765000,5561.41,35.2859,19.2291
754,-6185.76220703125,4949.24,754,3770000,5484.03,35.1207,16.5124
755,-7410.6884765625,4247.54,755,3775000,5580.3,36.3009,17.5586
756,-6014.5888671875,5428.35,756,3780000,5543.53,35.0424,16.3284
757,-6115.912109375,5412.79,757,3785000,5502.64,34.9306,16.7928
758,-6509.69921875,4512.47,758,3790000,5570.23,35.8008,20.118
759,-6637.80224609375,5448.83,759,3795000,5573.03,34.8495,17.4443
760,-6714.703125,4918.56,760,3800000,5532.19,35.4014,16.74
761,-6242.7060546875,5175.72,761,3805000,5508.44,34.7056,15.813
762,-7019.50341796875,5162.49,762,3810000,5593.93,35.6914,17.0585
763,-6946.8701171875,5236.92,763,3815000,5628.28,35.5009,15.9446
764,-6550.7626953125,5189.39,764,3820000,5586.72,35.8635,16.9434
