Running Env Steps,Itration,Running Reverse KL,Real Sto Return,Running Update Time,Running Forward KL,Real Det Return,Reward Loss
1960000,392,67.4639,4175.09,392,74.8148,4622.08,-9395.1484375
1965000,393,79.0213,3912.28,393,78.9855,4176.66,-9297.365234375
1970000,394,74.8151,3907.48,394,77.7037,4247.78,-9328.1416015625
1975000,395,81.3903,4286.83,395,77.6806,4337.81,-9406.8154296875
1980000,396,71.4261,4621.09,396,74.7135,4801.14,-9474.7041015625
1985000,397,83.9212,4125.64,397,90.8873,3853.43,-9547.5322265625
1990000,398,82.7744,4858.58,398,79.262,4770.58,-9340.4189453125
1995000,399,86.1251,4498.76,399,88.3596,4768.66,-9447.671875
2000000,400,83.8614,4647.58,400,88.7733,5076.18,-9411.123046875
2005000,401,64.538,4606.34,401,72.8457,5016.49,-9538.671875
2010000,402,76.2016,4180.49,402,81.0687,4587.9,-9315.6435546875
2015000,403,78.6349,3950.76,403,79.308,4926.96,-9469.234375
2020000,404,73.0102,4010.4,404,76.2294,4894.11,-9319.357421875
2025000,405,84.6501,4411.59,405,89.2899,5363.96,-9484.962890625
2030000,406,85.7818,4535.04,406,88.0278,4364.52,-9478.4375
2035000,407,83.9164,4100.88,407,88.4091,4180.0,-9668.3359375
2040000,408,83.4314,4471.9,408,88.6017,5292.99,-9582.8359375
2045000,409,82.7175,3888.54,409,88.9756,4273.42,-9570.2880859375
2050000,410,86.2971,4765.9,410,91.1227,5254.79,-9727.470703125
2055000,411,79.9987,4365.78,411,77.434,4703.34,-9802.9287109375
2060000,412,88.6564,4700.81,412,88.8854,4999.99,-9855.2548828125
2065000,413,89.7685,4571.6,413,91.5667,4808.62,-9951.0546875
2070000,414,87.8392,4501.89,414,88.6235,5436.66,-10001.181640625
2075000,415,80.402,4591.91,415,78.4608,4622.33,-9890.5029296875
2080000,416,88.6192,4456.86,416,89.0471,5313.7,-9877.6298828125
2085000,417,91.7207,4283.59,417,88.0828,5289.09,-9772.0703125
2090000,418,91.0741,5082.53,418,89.3227,5363.7,-10169.80078125
2095000,419,78.3053,4187.4,419,76.3078,4900.75,-10076.2958984375
2100000,420,89.0161,5144.65,420,90.9131,5103.31,-9948.1962890625
2105000,421,86.915,4443.11,421,86.538,5299.08,-9968.2802734375
2110000,422,91.4069,4789.9,422,90.3177,4922.81,-10236.880859375
2115000,423,84.7923,4073.95,423,89.4802,5209.74,-9865.4462890625
2120000,424,88.9362,5199.71,424,91.5308,5174.28,-10107.4794921875
2125000,425,76.5442,4923.96,425,77.1112,4851.4,-10107.767578125
2130000,426,79.4855,4591.19,426,78.0583,4787.94,-9951.4599609375
2135000,427,82.9259,4725.15,427,89.1624,5194.47,-10391.8251953125
2140000,428,85.2057,5228.38,428,88.496,4946.08,-10190.1650390625
2145000,429,84.6832,5042.88,429,89.4728,5147.59,-10369.93359375
2150000,430,85.901,5177.73,430,92.6833,5240.09,-10498.42578125
2155000,431,71.7132,4996.21,431,77.2189,4891.55,-10349.275390625
2160000,432,84.0173,5069.48,432,91.5002,5292.67,-10490.009765625
2165000,433,86.0045,4528.84,433,93.1016,5501.32,-10511.4501953125
2170000,434,76.1477,4673.12,434,78.4334,5126.23,-10523.751953125
2175000,435,85.8736,5106.11,435,91.6826,5127.68,-10603.3017578125
2180000,436,83.6191,4816.29,436,92.3728,5489.53,-10679.4306640625
2185000,437,62.8579,4953.43,437,73.6237,5241.45,-10414.3759765625
2190000,438,73.6586,4897.11,438,76.9511,5298.73,-10423.2001953125
2195000,439,75.5225,5086.07,439,77.2185,5144.26,-10458.9423828125
2200000,440,84.4385,5221.87,440,89.03,5149.71,-10385.16015625
2205000,441,71.3485,4438.72,441,75.7214,5353.67,-10619.533203125
2210000,442,78.4063,5006.76,442,83.3456,5532.98,-10759.2529296875
2215000,443,78.3625,4722.76,443,78.1659,5244.6,-10591.884765625
2220000,444,84.349,4892.35,444,93.7179,5463.4,-10530.7421875
2225000,445,88.937,4914.29,445,92.802,5524.27,-10721.3798828125
2230000,446,73.6316,5130.55,446,76.9127,5362.92,-10587.6181640625
2235000,447,86.4851,4399.55,447,89.9093,5549.35,-10768.9560546875
2240000,448,78.5254,5242.85,448,78.2532,5400.72,-10746.9013671875
2245000,449,88.5224,5205.45,449,92.087,5272.11,-10985.6953125
2250000,450,87.5736,4949.44,450,91.9568,4882.03,-10641.9609375
2255000,451,86.5195,4778.91,451,87.647,5100.11,-10757.1005859375
2260000,452,83.9973,5254.13,452,88.7522,5281.11,-10985.3916015625
2265000,453,83.0161,5243.26,453,88.3963,5238.2,-10945.6005859375
2270000,454,82.957,4993.15,454,92.4822,5509.73,-10897.9990234375
2275000,455,83.7045,5034.98,455,90.6043,5590.1,-11214.67578125
2280000,456,82.3738,4814.62,456,82.0603,5430.16,-11029.0830078125
2285000,457,74.9073,4566.13,457,77.3408,5491.95,-10846.3876953125
2290000,458,84.8184,4389.35,458,86.0488,4931.93,-11048.419921875
2295000,459,86.3074,5283.39,459,92.5472,5464.9,-11171.712890625
2300000,460,84.8587,4927.13,460,87.1448,5483.59,-10892.076171875
2305000,461,87.2004,5264.06,461,91.7419,5532.3,-11117.3271484375
2310000,462,84.5211,4988.23,462,91.4142,5576.22,-11327.966796875
2315000,463,87.6718,5122.49,463,90.7803,5145.77,-11219.814453125
2320000,464,90.5977,4665.09,464,93.5067,5209.04,-11189.5595703125
2325000,465,75.1602,5147.52,465,76.6579,4348.16,-11128.3779296875
2330000,466,86.0556,5146.56,466,92.5596,5499.36,-11338.154296875
2335000,467,83.2708,5033.75,467,85.362,5060.42,-11294.1259765625
2340000,468,80.5983,5152.63,468,79.821,5270.29,-11287.998046875
2345000,469,83.731,5003.28,469,90.6289,5554.67,-11519.10546875
2350000,470,69.6864,4968.32,470,74.1467,5438.41,-10898.4150390625
2355000,471,76.4358,5189.29,471,78.1073,4840.6,-11257.9306640625
2360000,472,82.9115,4818.38,472,81.4987,5003.65,-11244.5166015625
2365000,473,81.3245,4991.56,473,87.3485,5105.21,-11565.1259765625
2370000,474,85.0767,3981.04,474,92.1673,4740.2,-11277.0390625
2375000,475,87.9346,4274.78,475,92.0523,5293.8,-11269.5390625
2380000,476,76.27,4194.09,476,77.2741,4876.21,-11270.427734375
2385000,477,85.2335,4386.72,477,91.2541,5140.33,-11239.4658203125
2390000,478,74.6311,5030.53,478,76.5733,5047.1,-11224.78515625
2395000,479,87.3698,5162.61,479,90.9159,5434.21,-11380.2548828125
2400000,480,84.7456,5108.63,480,88.5614,5474.55,-11389.740234375
2405000,481,88.7159,5059.66,481,92.297,5148.73,-11504.6748046875
2410000,482,82.4894,4844.78,482,87.491,5087.43,-11529.0546875
2415000,483,77.7659,5085.81,483,77.8071,5399.7,-11290.4892578125
2420000,484,82.4433,5305.66,484,88.2624,5152.15,-11466.1240234375
2425000,485,77.8647,5102.25,485,80.1069,5249.29,-11457.375
2430000,486,86.48,5115.58,486,90.2977,5281.15,-11468.5869140625
2435000,487,86.317,5028.19,487,88.0502,4921.1,-11489.37109375
2440000,488,73.0182,4869.82,488,77.6268,4893.28,-11398.4580078125
2445000,489,75.1872,4795.35,489,76.533,5122.81,-11598.6572265625
2450000,490,84.9175,5317.63,490,88.8032,5506.73,-11726.6953125
2455000,491,86.964,5105.2,491,90.1583,5514.71,-11984.98828125
2460000,492,65.3872,5243.03,492,75.2016,5321.71,-11457.4130859375
2465000,493,76.597,4616.3,493,78.9866,5303.93,-11716.2919921875
2470000,494,81.4614,5097.63,494,86.8064,5328.34,-11813.470703125
2475000,495,85.8748,4989.45,495,90.4509,5265.34,-11884.6494140625
2480000,496,74.5486,4224.66,496,76.9466,4994.49,-11699.7294921875
2485000,497,83.3781,4206.41,497,86.9043,5093.89,-11885.0126953125
2490000,498,76.2447,4724.4,498,83.063,5031.67,-11813.552734375
2495000,499,73.3019,4440.85,499,77.0181,4908.8,-11630.5791015625
2500000,500,74.6376,4844.48,500,83.9528,5350.25,-11783.087890625
2505000,501,81.679,4189.68,501,89.6935,5229.75,-11793.0947265625
2510000,502,74.3653,4266.02,502,82.1661,5345.98,-11746.509765625
2515000,503,82.7931,4994.92,503,87.7103,5571.88,-11892.427734375
2520000,504,69.8617,5148.07,504,76.1318,3881.19,-11541.66796875
2525000,505,78.8021,4475.79,505,81.2945,5152.93,-11889.89453125
2530000,506,78.8359,4236.13,506,86.0692,5308.9,-11844.6318359375
2535000,507,84.5843,4436.81,507,89.1723,4620.6,-11929.9541015625
2540000,508,77.3125,4765.12,508,84.4256,5432.98,-12102.685546875
2545000,509,81.6654,4592.47,509,87.0674,5287.09,-11953.8515625
2550000,510,78.2042,4688.45,510,84.9684,5292.74,-11877.203125
2555000,511,81.1301,4810.91,511,85.5254,5661.1,-12118.283203125
2560000,512,72.2842,4205.48,512,77.4473,5415.13,-11898.6083984375
2565000,513,57.4094,3377.24,513,71.5411,3576.56,-11141.458984375
2570000,514,62.9665,4595.89,514,71.964,4934.11,-11525.3623046875
2575000,515,67.3855,4825.2,515,74.3558,5122.96,-11614.919921875
2580000,516,65.5713,4341.89,516,73.4789,5046.06,-11709.869140625
2585000,517,74.2607,4601.78,517,78.5281,4894.58,-11928.4814453125
2590000,518,73.3653,3516.85,518,82.9258,4663.58,-11997.7607421875
2595000,519,75.6475,5345.05,519,82.9906,5619.67,-12321.958984375
2600000,520,77.7718,4185.43,520,87.3201,5330.2,-12263.62890625
2605000,521,65.4441,3663.25,521,73.4533,4494.27,-11667.2119140625
2610000,522,72.9748,4231.26,522,76.0473,5343.16,-11877.9755859375
2615000,523,70.4513,4729.39,523,76.3825,4806.07,-12272.19921875
2620000,524,77.196,5226.31,524,84.8498,5419.05,-12259.611328125
2625000,525,84.7843,4984.5,525,87.7093,5280.03,-12365.142578125
2630000,526,80.6808,5191.86,526,78.3771,5001.68,-12141.6376953125
2635000,527,84.1497,4994.97,527,89.021,5324.93,-12562.34765625
2640000,528,81.4009,4962.06,528,86.5496,5277.0,-12386.7890625
2645000,529,70.4097,4879.52,529,75.3164,4796.76,-12210.69140625
2650000,530,80.9326,5173.19,530,80.1637,4770.27,-12288.33984375
2655000,531,75.8337,3645.69,531,82.1424,3836.24,-12077.2255859375
2660000,532,82.4589,4798.47,532,87.4099,3861.04,-12300.865234375
2665000,533,80.76,4987.81,533,84.9341,5540.83,-12451.1865234375
2670000,534,81.8694,3805.71,534,86.0159,4717.31,-12337.708984375
2675000,535,74.6655,4686.87,535,76.3427,5285.47,-12268.7890625
2680000,536,78.8376,5032.74,536,83.8364,4727.33,-12228.28515625
2685000,537,74.3367,3716.25,537,77.2328,4701.62,-12353.54296875
2690000,538,77.5955,4117.84,538,76.3325,5209.12,-12332.4833984375
2695000,539,70.6126,4150.45,539,74.589,5262.51,-11885.34375
2700000,540,87.072,4539.52,540,89.6452,5178.66,-12781.208984375
2705000,541,74.0948,4105.71,541,76.9687,4213.48,-12078.92578125
2710000,542,84.927,4541.03,542,86.6883,5263.5,-12674.4580078125
2715000,543,76.5612,5015.35,543,74.7795,5281.77,-12395.43359375
2720000,544,87.7646,4570.91,544,88.8617,4701.72,-12791.7080078125
2725000,545,82.8918,4242.09,545,86.458,4988.33,-12625.6572265625
2730000,546,90.9604,4231.22,546,91.0792,5411.84,-12768.1796875
2735000,547,87.8879,5081.79,547,89.8831,5442.06,-12954.7861328125
2740000,548,73.9426,3779.28,548,77.773,4140.85,-12722.6083984375
2745000,549,73.4526,5057.29,549,75.486,4785.78,-12383.720703125
2750000,550,63.3299,4038.38,550,72.7386,3743.15,-12024.142578125
2755000,551,74.6953,4545.9,551,76.1686,4703.58,-12395.916015625
2760000,552,84.497,4208.66,552,87.4017,5038.08,-12877.513671875
2765000,553,71.5506,4458.52,553,77.8946,4374.91,-12425.5087890625
2770000,554,79.1614,4566.13,554,86.3301,4484.67,-12904.392578125
2775000,555,77.1735,4655.67,555,82.0963,3947.61,-12958.1806640625
2780000,556,81.3072,4570.08,556,85.4378,5121.16,-12706.1904296875
2785000,557,81.509,5101.47,557,86.9438,4483.78,-12972.1689453125
2790000,558,56.1259,4518.65,558,70.4427,4582.15,-11742.876953125
2795000,559,68.8852,4844.62,559,75.1777,4478.06,-12735.7216796875
2800000,560,61.4403,3872.53,560,71.6773,4895.11,-12288.7744140625
2805000,561,78.4576,3826.69,561,84.9845,4895.76,-13331.865234375
2810000,562,58.914,4320.92,562,71.5815,5094.12,-12104.482421875
2815000,563,70.6435,4615.67,563,76.3733,4296.65,-13089.66796875
2820000,564,65.6022,4497.23,564,73.8726,4893.74,-12719.9765625
2825000,565,81.756,3517.56,565,87.04,4651.37,-13208.1806640625
2830000,566,76.3519,3459.49,566,77.838,5393.45,-13126.7734375
2835000,567,53.4565,5014.26,567,69.8245,5250.84,-12098.91796875
2840000,568,62.2749,3355.97,568,72.0797,4107.19,-12187.3701171875
2845000,569,75.6772,3683.87,569,85.1235,4784.06,-13364.1396484375
2850000,570,72.0355,3234.11,570,78.2064,4295.87,-12837.494140625
2855000,571,66.3293,3647.03,571,74.5199,4025.59,-12742.0771484375
2860000,572,68.1088,4291.52,572,74.7076,4266.79,-12917.412109375
2865000,573,78.9843,3891.92,573,84.3479,3574.15,-13352.21875
2870000,574,62.1778,4241.69,574,73.057,4222.19,-12527.423828125
2875000,575,80.1619,4174.17,575,88.1017,4603.44,-13422.7099609375
2880000,576,73.1771,4588.24,576,75.3477,4459.74,-12938.556640625
2885000,577,85.2317,4291.66,577,91.1062,3985.69,-13558.41015625
2890000,578,65.2154,4825.02,578,73.1671,4920.74,-12561.0419921875
2895000,579,65.8403,4329.72,579,73.2531,5399.27,-12768.708984375
2900000,580,73.0724,3548.33,580,77.9352,4136.67,-13185.1083984375
2905000,581,68.4709,4572.39,581,74.8304,4992.53,-13017.115234375
2910000,582,45.2177,4113.87,582,68.2125,5141.27,-11401.443359375
2915000,583,79.5761,4384.94,583,88.1648,5424.59,-13533.6494140625
2920000,584,61.4258,3081.86,584,71.7954,4899.08,-12611.9609375
2925000,585,58.5866,3615.24,585,71.0218,5129.06,-12246.9375
2930000,586,79.3561,4772.13,586,88.6598,4828.28,-13595.1708984375
2935000,587,61.6509,4982.95,587,72.4301,5171.99,-12820.0859375
2940000,588,76.3438,4775.09,588,84.0052,4949.0,-13412.2177734375
2945000,589,76.8425,4748.45,589,85.2881,5411.7,-13484.958984375
2950000,590,69.7096,4533.97,590,75.6519,5378.25,-13302.822265625
2955000,591,76.7447,4789.18,591,85.388,4965.81,-13675.7958984375
2960000,592,67.0456,3880.01,592,74.0873,4837.79,-13155.9638671875
2965000,593,72.7303,4650.43,593,77.0351,4918.91,-13410.15234375
2970000,594,83.8266,5304.1,594,88.0056,5118.81,-13836.4072265625
2975000,595,73.7501,4383.34,595,77.5265,4999.97,-13383.443359375
2980000,596,80.9625,5297.4,596,85.7185,5695.78,-13881.5849609375
2985000,597,68.7046,4674.73,597,75.1806,4606.55,-13376.73828125
2990000,598,78.1175,4654.06,598,84.2293,5247.25,-13841.9130859375
2995000,599,69.6286,4758.81,599,74.9358,4447.8,-13372.9091796875
