Running Forward KL,Running Update Time,Real Sto Return,Real Det Return,Running Env Steps,Itration,Reward Loss,Running Reverse KL
83.7149,392,5247.13,5957.59,1960000,392,-70084.8828125,87.7432
77.6354,393,5679.85,5759.68,1965000,393,-69303.21875,85.4005
85.1558,394,5212.18,5527.7,1970000,394,-70570.0625,90.7957
85.217,395,5345.01,5637.19,1975000,395,-70516.671875,88.6109
87.1793,396,5138.5,5798.15,1980000,396,-71119.21875,93.4277
76.6247,397,5033.46,6148.9,1985000,397,-66861.4140625,81.9439
85.8559,398,5446.86,6058.73,1990000,398,-71740.1875,93.5054
74.275,399,5466.73,5890.49,1995000,399,-65336.046875,81.006
86.6399,400,4827.21,4772.46,2000000,400,-71453.9140625,92.7115
84.5622,401,5757.08,5480.73,2005000,401,-71317.671875,93.0991
77.0043,402,4828.78,5492.18,2010000,402,-67659.296875,82.1198
87.252,403,5484.69,5529.3,2015000,403,-72815.8671875,94.1906
75.0627,404,5432.4,5801.0,2020000,404,-66443.9453125,80.8653
85.8354,405,5029.5,5778.94,2025000,405,-72278.2265625,90.6603
79.1732,406,5248.72,5783.31,2030000,406,-70503.78125,85.2021
73.0143,407,5626.95,5912.23,2035000,407,-61556.78125,69.8529
76.849,408,4646.08,5004.11,2040000,408,-68818.6953125,81.9034
83.9218,409,4739.77,4909.87,2045000,409,-70784.171875,87.7108
86.5969,410,5801.14,5876.27,2050000,410,-72889.3828125,93.4391
84.905,411,4959.97,5405.51,2055000,411,-71874.0,91.0148
83.7647,412,5373.96,5189.34,2060000,412,-72375.0703125,90.0142
83.5461,413,5806.1,5193.19,2065000,413,-72960.2578125,88.6784
84.9724,414,5294.75,5825.66,2070000,414,-73210.09375,90.7836
85.5866,415,5481.83,5199.26,2075000,415,-72953.9453125,90.3084
85.3885,416,5099.72,5315.12,2080000,416,-72650.90625,89.9667
85.4801,417,5260.5,5776.37,2085000,417,-73733.7734375,89.4848
78.6786,418,5056.59,4958.68,2090000,418,-71660.3203125,86.1841
75.9015,419,5437.53,5572.74,2095000,419,-69181.8125,78.288
84.5844,420,4995.9,5435.35,2100000,420,-74020.9296875,92.1191
73.6537,421,5038.5,5156.39,2105000,421,-63790.62890625,75.7483
84.3315,422,5552.06,5757.31,2110000,422,-74253.9609375,93.7045
71.855,423,5182.02,5595.85,2115000,423,-64870.6875,73.6183
77.196,424,5416.14,4818.46,2120000,424,-72070.71875,84.582
82.4647,425,5688.1,5207.84,2125000,425,-74027.4921875,92.2312
75.472,426,5419.39,5398.89,2130000,426,-68985.7734375,82.6248
84.454,427,5418.36,5709.19,2135000,427,-74601.15625,90.1866
76.3478,428,5165.05,5571.98,2140000,428,-70204.5859375,81.3829
79.5771,429,4883.39,5516.0,2145000,429,-72726.5546875,84.0227
82.2591,430,5108.45,6081.48,2150000,430,-75051.890625,86.5799
84.1454,431,4857.76,5759.45,2155000,431,-74970.03125,90.2646
76.0042,432,5160.39,5672.08,2160000,432,-70008.7421875,81.4393
77.3,433,5041.22,5443.6,2165000,433,-72306.3046875,79.1033
75.4393,434,5168.24,5212.92,2170000,434,-69970.390625,78.3217
72.5448,435,3963.41,5544.7,2175000,435,-64011.7578125,69.8307
73.3945,436,4395.36,5714.4,2180000,436,-68305.2265625,74.7771
72.3134,437,4718.43,5611.64,2185000,437,-68150.734375,73.7453
77.4015,438,4986.99,4380.07,2190000,438,-72173.4921875,83.145
87.2999,439,5445.99,4898.58,2195000,439,-76364.4765625,94.097
83.9032,440,4793.83,5578.43,2200000,440,-75472.53125,87.4225
84.5597,441,5221.42,5856.52,2205000,441,-76512.890625,91.5659
86.214,442,5680.97,5923.95,2210000,442,-76564.890625,93.1987
76.2497,443,4885.05,5510.45,2215000,443,-71442.6484375,81.1589
77.1231,444,5307.5,5533.95,2220000,444,-71636.71875,82.7223
84.9119,445,4685.28,5966.88,2225000,445,-76997.5078125,92.4882
85.8007,446,4751.38,5546.91,2230000,446,-77391.3828125,90.1979
84.712,447,5375.78,5479.94,2235000,447,-77026.9296875,88.0006
84.1098,448,5180.84,5786.1,2240000,448,-76758.046875,90.7638
83.0797,449,5294.83,5473.95,2245000,449,-76839.203125,87.3428
85.5657,450,5485.2,5794.4,2250000,450,-77928.765625,94.3132
85.9785,451,5444.08,5977.11,2255000,451,-77747.90625,92.0514
76.5136,452,4735.5,4841.01,2260000,452,-71726.421875,78.0012
77.4491,453,4750.0,5433.64,2265000,453,-73886.921875,83.7552
74.871,454,5069.72,5565.43,2270000,454,-71743.5546875,79.9722
84.0341,455,4888.71,5848.11,2275000,455,-77645.4453125,87.7993
78.6953,456,5131.1,5955.69,2280000,456,-72166.125,81.2367
73.7805,457,5375.31,5631.57,2285000,457,-71577.7734375,74.3007
77.8581,458,5706.14,5407.67,2290000,458,-74099.9453125,82.1267
72.5973,459,5322.79,5744.0,2295000,459,-67129.03125,70.5364
76.1196,460,4899.46,5843.06,2300000,460,-72609.2890625,81.1901
83.5278,461,5504.5,5762.72,2305000,461,-77248.828125,89.5282
83.8243,462,5229.3,5390.62,2310000,462,-77818.015625,85.6705
87.5554,463,5124.89,5745.46,2315000,463,-78241.09375,96.099
87.6893,464,4841.73,5828.47,2320000,464,-78240.0,94.7149
84.5911,465,4186.21,5446.43,2325000,465,-76896.4296875,94.9529
86.7555,466,5059.96,5694.89,2330000,466,-78683.46875,93.4321
79.855,467,4907.34,5009.48,2335000,467,-74746.8203125,89.7983
73.4061,468,5668.2,5968.49,2340000,468,-66999.203125,73.5097
83.1229,469,5367.38,4883.12,2345000,469,-77022.328125,95.3957
78.4509,470,5067.71,5594.63,2350000,470,-74000.984375,83.9934
73.3723,471,5554.5,5948.72,2355000,471,-65960.59375,73.437
88.8184,472,5424.13,5788.04,2360000,472,-79932.078125,99.4382
76.26,473,4917.17,5241.34,2365000,473,-67293.640625,76.8555
72.6347,474,4555.21,4862.92,2370000,474,-61272.69140625,67.0142
76.7288,475,5157.22,5755.04,2375000,475,-73183.6484375,87.3799
87.1882,476,4578.38,5666.16,2380000,476,-79413.34375,94.0074
78.6622,477,5389.35,5429.75,2385000,477,-73659.703125,86.1883
86.6869,478,5213.85,6001.28,2390000,478,-80007.3203125,97.0363
74.4729,479,5096.95,5739.74,2395000,479,-71274.0703125,80.0263
84.6501,480,4348.21,5496.3,2400000,480,-79462.1328125,90.868
87.2183,481,5008.52,5435.0,2405000,481,-79630.5390625,95.442
83.0342,482,5427.19,4793.14,2410000,482,-79082.09375,92.0748
87.1788,483,5020.19,5805.08,2415000,483,-79471.453125,93.9703
74.9148,484,4559.3,6049.85,2420000,484,-71012.875,77.4838
78.1097,485,5287.13,5684.67,2425000,485,-75773.4609375,87.0894
77.1971,486,4845.15,6101.34,2430000,486,-73951.234375,81.0945
75.8864,487,4594.31,5811.07,2435000,487,-73893.2890625,79.0295
77.8972,488,4906.46,5767.75,2440000,488,-74389.078125,84.7875
83.739,489,5095.67,5806.21,2445000,489,-80281.609375,92.1082
85.0905,490,5157.18,6093.16,2450000,490,-80421.7578125,89.1485
85.7629,491,5216.32,5743.54,2455000,491,-80415.9921875,93.5072
76.5004,492,4554.85,5379.14,2460000,492,-75024.0,79.715
85.1513,493,5714.35,4956.34,2465000,493,-80325.3125,90.0002
88.3619,494,4927.02,5856.13,2470000,494,-80844.453125,94.5044
75.4371,495,5211.23,4635.8,2475000,495,-73762.78125,78.9868
77.0071,496,5187.7,5758.09,2480000,496,-75518.234375,79.6452
85.3344,497,5145.35,5404.13,2485000,497,-81156.1015625,93.7451
84.132,498,5378.89,5185.62,2490000,498,-80535.8515625,89.3314
71.4417,499,4893.08,5431.32,2495000,499,-61672.984375,62.7504
75.4597,500,4665.9,4929.75,2500000,500,-70041.0703125,74.2054
73.1974,501,4840.34,5195.67,2505000,501,-68740.1171875,72.5799
74.022,502,4277.69,5459.75,2510000,502,-68835.9140625,71.901
84.8616,503,5567.32,5602.03,2515000,503,-81047.4921875,94.0161
83.9175,504,5336.72,5809.85,2520000,504,-81279.4375,90.1182
77.4327,505,5605.89,5490.66,2525000,505,-75960.15625,84.5966
87.2637,506,4826.74,5419.28,2530000,506,-81461.6484375,96.6442
85.9353,507,5509.48,5547.36,2535000,507,-81206.6796875,91.1505
74.392,508,5118.81,4731.69,2540000,508,-73786.5234375,79.4412
84.3109,509,5486.58,5252.65,2545000,509,-81455.7578125,93.4685
75.9236,510,5519.32,5484.83,2550000,510,-74946.015625,80.5304
73.2511,511,4655.13,5565.09,2555000,511,-71163.734375,72.8494
86.7743,512,4966.32,4820.48,2560000,512,-81984.3828125,96.4258
87.8308,513,5384.59,5115.39,2565000,513,-82367.46875,92.1848
86.5996,514,4577.49,5241.87,2570000,514,-81878.015625,94.0048
76.8793,515,4677.27,4901.29,2575000,515,-76082.7578125,84.3019
75.032,516,5362.82,4897.89,2580000,516,-75560.4296875,83.7654
74.1737,517,4279.91,3931.6,2585000,517,-72781.25,76.8613
76.1368,518,4085.03,3892.27,2590000,518,-75159.3203125,79.6694
75.518,519,5442.92,5469.95,2595000,519,-76184.7109375,81.6024
73.7833,520,5222.38,5507.9,2600000,520,-71001.6484375,76.2576
85.1721,521,5621.44,5168.73,2605000,521,-82632.3125,92.5072
76.7647,522,3930.57,4650.26,2610000,522,-76113.125,83.7467
86.0066,523,4507.72,4862.59,2615000,523,-82872.6328125,91.542
75.2527,524,4610.74,5147.08,2620000,524,-76915.5234375,79.0907
77.3262,525,3738.81,4865.81,2625000,525,-76402.6015625,84.2908
72.2253,526,3474.88,3702.99,2630000,526,-69980.375,71.9666
77.1435,527,4857.54,4420.11,2635000,527,-76493.0390625,82.4917
76.8622,528,5504.11,4340.03,2640000,528,-75901.078125,81.8981
75.869,529,3925.58,4255.27,2645000,529,-76602.1484375,82.7438
73.9656,530,4011.82,2875.08,2650000,530,-70469.3671875,72.7227
86.0765,531,4622.45,5064.13,2655000,531,-83323.375,94.4361
85.7738,532,4293.79,5416.7,2660000,532,-83205.3359375,91.9668
76.0609,533,4620.86,4802.26,2665000,533,-76888.984375,79.6839
79.4332,534,5188.22,5511.32,2670000,534,-80971.84375,89.0512
77.4285,535,4785.24,5796.03,2675000,535,-77289.875,83.9335
75.055,536,4549.05,5485.24,2680000,536,-77095.2890625,83.9329
84.0457,537,4922.2,5480.47,2685000,537,-83169.2578125,95.1692
77.8616,538,4744.22,5513.51,2690000,538,-78948.8828125,83.9468
85.9819,539,5363.88,5800.78,2695000,539,-84096.1171875,93.1253
82.8859,540,5423.01,6147.57,2700000,540,-82034.3125,86.8702
78.8998,541,4900.98,5355.86,2705000,541,-79265.5625,90.2061
77.9926,542,4233.5,5484.03,2710000,542,-77286.640625,83.4291
72.162,543,5661.51,5825.76,2715000,543,-70409.8203125,73.5476
73.5567,544,5110.62,5723.55,2720000,544,-70816.9296875,75.7066
84.3261,545,5246.35,6054.03,2725000,545,-82089.9296875,91.905
87.2293,546,5736.7,6093.09,2730000,546,-84221.828125,94.1384
87.6173,547,5450.27,6033.94,2735000,547,-84880.4453125,96.7129
86.7101,548,5705.75,6141.59,2740000,548,-83904.4453125,92.6075
76.7268,549,5662.42,5805.51,2745000,549,-77148.765625,83.5747
77.2573,550,5434.47,6073.49,2750000,550,-77994.5703125,84.6516
74.6827,551,5454.95,6022.08,2755000,551,-71290.1796875,76.2801
82.062,552,5405.94,5756.33,2760000,552,-81612.859375,90.5844
88.0362,553,5373.12,5698.36,2765000,553,-84933.078125,99.7874
78.5296,554,5044.05,5991.17,2770000,554,-78428.6875,88.1737
77.7111,555,5380.05,5604.57,2775000,555,-76878.078125,82.71
87.4137,556,4970.48,5170.13,2780000,556,-83853.21875,91.2121
87.9344,557,5357.07,5460.22,2785000,557,-84273.578125,94.0262
88.7307,558,5358.63,5756.26,2790000,558,-84878.8125,93.0698
88.2491,559,5714.39,5702.52,2795000,559,-84976.703125,91.8004
88.0533,560,5117.94,5823.4,2800000,560,-85172.4140625,95.596
76.4206,561,5694.71,6091.15,2805000,561,-78397.453125,86.5605
76.6133,562,4994.58,5727.11,2810000,562,-78639.6796875,85.7029
86.019,563,5044.54,6118.49,2815000,563,-84680.53125,95.2128
87.6007,564,5150.92,5583.9,2820000,564,-85167.7265625,93.5824
87.3626,565,4689.75,5598.99,2825000,565,-85964.1796875,94.4369
81.0071,566,4981.32,6054.09,2830000,566,-82580.125,88.9435
88.3474,567,5265.53,5119.42,2835000,567,-84981.6015625,94.8338
74.6879,568,5420.86,5146.66,2840000,568,-77178.203125,82.2678
87.8967,569,4839.77,6067.58,2845000,569,-85585.4296875,93.9651
76.0938,570,5466.15,6078.33,2850000,570,-78022.3359375,84.0681
88.5867,571,5586.38,6081.41,2855000,571,-85909.6953125,98.2425
80.8662,572,4735.26,5789.97,2860000,572,-82115.15625,88.5143
88.0006,573,5195.91,5116.55,2865000,573,-86054.46875,92.5067
87.4211,574,4961.1,5484.24,2870000,574,-85753.3203125,94.6212
92.6191,575,-520.46,-1406.01,2875000,575,-48005.94921875,305.6592
95.4236,576,-1066.83,-1483.52,2880000,576,-54681.41015625,264.8201
84.2477,577,-224.22,-408.41,2885000,577,-51807.74609375,140.338
82.6831,578,177.55,273.94,2890000,578,-61821.6484375,78.5218
82.3953,579,2568.07,2762.19,2895000,579,-69514.6484375,78.4666
85.0261,580,3960.83,4918.94,2900000,580,-77362.1484375,88.9743
85.0296,581,4988.36,5053.84,2905000,581,-77951.6953125,90.711
84.3925,582,4803.65,5013.9,2910000,582,-81719.7734375,89.3101
84.2937,583,4679.0,4905.33,2915000,583,-78508.4140625,91.0501
86.8123,584,3888.84,5653.78,2920000,584,-83283.953125,91.1014
86.9976,585,4940.92,5089.9,2925000,585,-83021.0703125,90.2812
88.5768,586,4729.68,5406.57,2930000,586,-83375.1171875,88.696
89.0578,587,4730.53,5277.74,2935000,587,-83686.5390625,90.6975
86.2206,588,5078.65,5468.63,2940000,588,-81785.265625,85.8071
88.7582,589,4895.4,4713.2,2945000,589,-82786.109375,86.7408
87.9811,590,4772.69,5312.92,2950000,590,-84397.8203125,87.5539
82.8517,591,5325.9,5322.2,2955000,591,-75158.0859375,84.5992
90.0616,592,4653.91,5623.71,2960000,592,-84715.484375,88.0848
91.2034,593,4705.98,5643.01,2965000,593,-84835.8515625,90.1597
90.121,594,5234.4,5755.45,2970000,594,-85239.6953125,87.1057
90.2526,595,5470.45,5856.1,2975000,595,-85548.78125,89.0067
89.4288,596,5344.56,5637.42,2980000,596,-84765.578125,88.6708
85.588,597,4836.61,5586.67,2985000,597,-83103.5546875,89.2754
90.6928,598,4766.28,5635.37,2990000,598,-85710.6875,93.6777
91.3012,599,5160.77,5294.75,2995000,599,-85899.390625,95.9588
