Running Forward KL,Itration,Real Sto Return,Running Reverse KL,Running Env Steps,Running Update Time,Real Det Return,Reward Loss
379.4797,406,2472.2,260.8015,2030000,406,1983.1,-92301.7421875
414.4794,407,2359.67,434.0391,2035000,407,1918.48,-93150.359375
396.2144,408,1927.5,310.0746,2040000,408,2707.7,-93680.078125
471.0715,409,842.1,320.6961,2045000,409,992.28,-94959.4609375
415.4937,410,1917.76,233.8819,2050000,410,2207.16,-92643.8515625
417.9052,411,1216.41,370.381,2055000,411,1434.34,-94141.734375
437.375,412,685.9,381.5006,2060000,412,796.72,-93475.3125
407.9177,413,2598.03,248.1384,2065000,413,2417.34,-91937.859375
397.6977,414,2941.99,294.2336,2070000,414,2550.1,-94940.6171875
402.4111,415,1605.52,380.4846,2075000,415,1159.05,-96445.1953125
408.6597,416,1421.61,383.8713,2080000,416,1534.59,-96110.328125
370.4219,417,3755.34,193.5066,2085000,417,4420.22,-93353.9609375
401.1508,418,1621.05,299.7085,2090000,418,2385.17,-94838.828125
396.9793,419,971.79,354.1468,2095000,419,1335.51,-93886.5234375
422.799,420,880.58,555.459,2100000,420,735.58,-94885.609375
419.4822,421,750.34,529.0312,2105000,421,677.88,-94223.875
445.8468,422,586.75,388.013,2110000,422,722.43,-93798.4921875
591.0974,423,169.47,531.2726,2115000,423,165.78,-93633.9375
506.3759,424,221.98,513.5298,2120000,424,245.49,-92569.65625
486.1855,425,394.46,745.4126,2125000,425,370.4,-95514.234375
445.5253,426,595.75,526.6576,2130000,426,706.45,-94416.9453125
450.6993,427,656.94,437.1783,2135000,427,1111.72,-93659.328125
549.4394,428,195.79,484.473,2140000,428,208.06,-95030.78125
634.7857,429,303.36,439.737,2145000,429,151.92,-94667.671875
498.7389,430,364.75,418.6055,2150000,430,348.31,-94385.53125
524.5117,431,243.59,470.7935,2155000,431,257.03,-94064.2734375
531.3537,432,167.24,445.0336,2160000,432,93.39,-93881.796875
482.526,433,561.63,520.1399,2165000,433,373.09,-94651.5546875
469.5974,434,261.44,661.5263,2170000,434,308.48,-94271.46875
525.355,435,211.4,479.8683,2175000,435,226.94,-94443.9609375
552.3891,436,201.67,637.1749,2180000,436,199.29,-93528.890625
578.1491,437,225.31,715.7383,2185000,437,214.63,-95304.59375
466.1831,438,283.68,969.5906,2190000,438,254.24,-94322.453125
427.1059,439,407.38,418.0152,2195000,439,451.73,-93588.8125
461.4503,440,208.36,387.1327,2200000,440,228.58,-93839.4921875
399.0317,441,944.34,303.3378,2205000,441,698.03,-93088.6796875
439.1401,442,284.51,412.7122,2210000,442,319.69,-91198.921875
413.5441,443,200.94,688.2272,2215000,443,481.01,-95265.1953125
414.5969,444,816.42,376.3334,2220000,444,1305.25,-91640.9453125
688.8949,445,57.74,961.2057,2225000,445,57.89,-96510.3046875
674.6568,446,58.14,422.654,2230000,446,58.14,-96573.4609375
700.3353,447,59.96,451.9678,2235000,447,60.06,-97569.0703125
720.6575,448,59.79,463.7549,2240000,448,59.74,-97870.1015625
714.6805,449,60.07,429.1621,2245000,449,60.22,-98015.9140625
708.8893,450,55.84,539.9404,2250000,450,56.24,-98351.1015625
672.9762,451,55.02,713.3414,2255000,451,55.82,-96867.625
727.9222,452,55.74,1393.4713,2260000,452,56.18,-98246.6796875
715.2864,453,55.86,886.5527,2265000,453,56.04,-97734.4453125
732.4784,454,52.53,2447.2018,2270000,454,51.53,-98721.828125
699.3452,455,51.14,1214.467,2275000,455,51.25,-98041.953125
721.3821,456,55.24,2525.0977,2280000,456,56.75,-99003.59375
744.0015,457,55.94,2249.1979,2285000,457,56.93,-99272.0078125
713.2102,458,57.02,2071.6757,2290000,458,56.28,-98837.3515625
688.7291,459,54.69,369.8847,2295000,459,55.93,-97441.46875
707.8987,460,55.41,852.4655,2300000,460,55.09,-98655.609375
718.703,461,57.63,469.366,2305000,461,56.88,-99397.484375
710.1175,462,55.87,406.0348,2310000,462,55.66,-98226.859375
718.8795,463,56.36,390.7654,2315000,463,55.98,-98675.84375
737.6863,464,56.49,725.3094,2320000,464,56.02,-99245.1015625
717.8506,465,56.95,1648.8547,2325000,465,57.0,-98898.6875
713.0439,466,57.95,415.9484,2330000,466,56.43,-98277.3203125
687.4622,467,58.91,392.9022,2335000,467,58.62,-97132.625
698.0928,468,57.54,388.9543,2340000,468,58.46,-97703.0703125
677.3401,469,57.76,376.0628,2345000,469,56.03,-96664.84375
709.7922,470,56.74,413.5667,2350000,470,56.72,-97593.484375
704.3136,471,59.25,381.8873,2355000,471,58.17,-97297.96875
671.045,472,58.53,351.8509,2360000,472,57.66,-97377.6328125
685.4877,473,59.49,364.1166,2365000,473,59.01,-96619.296875
679.7501,474,58.83,380.5359,2370000,474,57.23,-96063.25
665.9578,475,57.77,409.9037,2375000,475,57.69,-96394.5703125
680.951,476,56.77,424.8112,2380000,476,56.4,-95493.9375
679.3165,477,57.11,489.2894,2385000,477,57.23,-94246.671875
678.7079,478,57.48,447.7406,2390000,478,57.41,-95433.59375
671.863,479,58.79,362.3584,2395000,479,58.7,-96808.6875
677.6458,480,58.23,845.7207,2400000,480,57.93,-95197.75
635.912,481,58.53,414.2143,2405000,481,58.32,-95181.7421875
651.9681,482,58.02,510.2759,2410000,482,58.31,-92519.84375
650.2387,483,57.03,473.497,2415000,483,56.83,-93424.8828125
605.953,484,58.76,442.6198,2420000,484,58.31,-93147.1171875
640.5891,485,58.07,339.1507,2425000,485,58.07,-93687.359375
652.1412,486,58.12,457.4185,2430000,486,58.13,-94630.78125
647.2335,487,59.66,517.3787,2435000,487,59.58,-95374.84375
637.3994,488,58.18,540.2645,2440000,488,58.44,-96000.2890625
644.1173,489,59.02,671.107,2445000,489,58.13,-96708.1953125
642.6945,490,67.6,555.7448,2450000,490,66.57,-95141.1796875
684.467,491,60.27,482.7551,2455000,491,59.19,-96833.5703125
672.3353,492,58.79,380.2201,2460000,492,58.76,-95362.328125
655.709,493,62.1,366.6409,2465000,493,63.74,-96429.4921875
596.3987,494,68.95,336.0834,2470000,494,69.78,-93278.3828125
675.8122,495,61.43,510.5284,2475000,495,61.78,-96095.0703125
658.2041,496,61.61,415.2592,2480000,496,61.28,-95101.1328125
701.2643,497,60.33,1777.8126,2485000,497,62.18,-96649.1484375
654.9617,498,61.79,490.6754,2490000,498,61.32,-96092.296875
652.2528,499,62.5,491.6433,2495000,499,62.3,-95686.0703125
681.5853,500,63.2,349.5754,2500000,500,62.92,-95941.4921875
687.9811,501,63.29,507.6596,2505000,501,63.29,-96603.4375
680.0018,502,61.51,573.8587,2510000,502,61.31,-97454.3203125
715.1905,503,61.39,619.8092,2515000,503,61.37,-96894.65625
678.4337,504,62.63,411.7773,2520000,504,62.72,-97068.9921875
687.4986,505,62.42,1065.5199,2525000,505,62.6,-95990.34375
626.0421,506,58.33,353.7377,2530000,506,57.67,-95282.03125
671.0264,507,58.29,789.0981,2535000,507,57.99,-97484.8046875
679.3395,508,60.14,1596.4696,2540000,508,59.91,-96645.296875
657.9754,509,59.11,546.1947,2545000,509,59.52,-95926.0078125
633.419,510,59.81,922.235,2550000,510,59.53,-95727.9296875
712.3355,511,59.86,1188.7371,2555000,511,59.33,-96917.609375
678.3605,512,59.18,834.6805,2560000,512,59.4,-95863.40625
644.0867,513,62.75,462.7973,2565000,513,62.69,-96306.6484375
716.1188,514,59.23,2302.2341,2570000,514,59.44,-98314.0234375
690.0865,515,57.81,1848.0269,2575000,515,57.97,-97235.4921875
693.6023,516,58.15,1255.0541,2580000,516,57.67,-97519.6171875
620.7046,517,60.1,915.1096,2585000,517,59.81,-94812.15625
642.5772,518,62.04,1250.3704,2590000,518,61.27,-95716.5390625
715.6272,519,61.94,3181.7038,2595000,519,62.42,-98557.6796875
627.647,520,60.4,660.6906,2600000,520,61.19,-95394.3046875
638.2252,521,62.53,685.8675,2605000,521,62.38,-95022.953125
562.9457,522,61.65,308.9155,2610000,522,61.3,-88868.4453125
582.3869,523,61.78,418.9491,2615000,523,61.49,-91633.96875
594.5839,524,62.21,501.7687,2620000,524,62.29,-92367.90625
569.4748,525,60.42,539.9431,2625000,525,60.47,-92133.359375
555.8502,526,60.42,889.1612,2630000,526,59.45,-89743.40625
582.6799,527,59.36,1490.3089,2635000,527,56.89,-93181.5078125
564.2273,528,62.51,2169.4899,2640000,528,63.11,-91194.375
544.9226,529,112.81,2150.4859,2645000,529,101.96,-91725.4921875
555.6148,530,63.98,1752.3685,2650000,530,64.03,-92625.96875
558.9908,531,61.7,896.123,2655000,531,61.53,-93721.7734375
544.4331,532,86.62,973.8081,2660000,532,102.97,-93524.296875
571.7706,533,61.18,1228.7926,2665000,533,60.32,-90299.7734375
596.8526,534,59.56,724.379,2670000,534,57.88,-92619.4140625
603.098,535,63.63,723.1847,2675000,535,60.2,-90594.9296875
594.1156,536,57.49,1363.46,2680000,536,58.32,-94878.5390625
561.3002,537,57.56,721.7649,2685000,537,57.62,-86315.0546875
565.6814,538,132.0,389.4646,2690000,538,144.48,-81169.3125
594.1268,539,51.27,400.0529,2695000,539,51.32,-82651.3671875
572.2263,540,99.52,399.3817,2700000,540,97.47,-77692.3046875
576.6736,541,162.67,1507.3438,2705000,541,164.16,-85300.4765625
555.8236,542,175.42,498.0759,2710000,542,176.85,-83054.6484375
546.5104,543,169.25,346.3469,2715000,543,168.03,-82606.7421875
543.2137,544,177.34,332.8592,2720000,544,177.81,-79985.2421875
550.4328,545,171.86,403.1243,2725000,545,172.28,-81565.421875
562.1801,546,161.04,1481.3219,2730000,546,161.03,-84259.84375
555.6628,547,178.35,1362.2247,2735000,547,178.35,-86265.0859375
552.3245,548,187.48,1034.3626,2740000,548,185.14,-88212.4140625
550.2874,549,178.26,599.8631,2745000,549,178.24,-85743.453125
557.4918,550,139.74,417.0565,2750000,550,139.75,-87456.046875
586.7041,551,147.8,3386.4824,2755000,551,147.79,-93893.1796875
590.1381,552,188.15,2301.3857,2760000,552,189.56,-95279.546875
564.8356,553,88.19,1483.2148,2765000,553,88.42,-90593.96875
548.8314,554,183.51,592.681,2770000,554,182.79,-89274.328125
562.7214,555,60.6,1062.1016,2775000,555,60.6,-95638.046875
555.9426,556,67.89,1104.8481,2780000,556,67.89,-95194.9375
559.0719,557,68.86,848.7458,2785000,557,68.86,-94025.03125
586.2192,558,71.26,650.6015,2790000,558,71.26,-92591.0625
602.536,559,60.65,972.5096,2795000,559,60.65,-94215.359375
557.3998,560,68.99,399.4117,2800000,560,68.99,-89754.421875
576.3434,561,71.06,1044.3735,2805000,561,63.82,-90509.890625
546.5623,562,136.45,1005.89,2810000,562,136.45,-88609.015625
562.7875,563,109.63,416.7808,2815000,563,109.61,-90152.53125
561.2844,564,134.58,415.7556,2820000,564,134.19,-89003.140625
541.5208,565,206.17,436.1571,2825000,565,206.17,-85819.5546875
561.3953,566,200.43,922.2853,2830000,566,200.92,-89732.6171875
565.1236,567,197.03,939.7578,2835000,567,198.16,-91221.1953125
538.9047,568,192.14,1162.5269,2840000,568,191.95,-90360.6640625
544.5983,569,207.01,428.2858,2845000,569,201.98,-87944.8828125
551.1493,570,253.02,466.3554,2850000,570,244.41,-89433.859375
561.1522,571,313.42,1265.6297,2855000,571,306.4,-94250.0078125
562.2042,572,378.88,1261.431,2860000,572,379.13,-93487.109375
553.5693,573,349.98,783.4051,2865000,573,348.95,-93928.6953125
559.1141,574,343.67,485.4383,2870000,574,343.64,-93509.828125
572.5177,575,205.04,429.6076,2875000,575,205.32,-94081.90625
592.2924,576,226.54,450.3317,2880000,576,222.37,-94238.0
597.5347,577,55.03,449.5634,2885000,577,55.03,-94174.9921875
662.3199,578,52.02,423.313,2890000,578,52.02,-91493.5546875
644.4437,579,51.08,421.2338,2895000,579,51.08,-89266.4609375
672.8432,580,51.8,407.5049,2900000,580,51.8,-89702.984375
680.1147,581,53.61,396.5955,2905000,581,53.61,-90910.2421875
718.0706,582,53.21,426.0646,2910000,582,53.21,-94304.640625
646.9223,583,47.01,930.5466,2915000,583,47.01,-93488.1953125
613.0469,584,48.04,487.2133,2920000,584,48.04,-91603.78125
627.3371,585,47.23,391.331,2925000,585,47.23,-91519.5703125
599.5023,586,49.08,347.1772,2930000,586,49.08,-85122.9921875
659.6995,587,47.26,423.4614,2935000,587,47.26,-92378.640625
648.2963,588,47.26,359.2725,2940000,588,47.26,-84891.3359375
583.602,589,46.44,351.1066,2945000,589,46.44,-84972.84375
595.1577,590,54.12,380.0353,2950000,590,54.12,-81484.890625
652.1561,591,58.58,592.7196,2955000,591,58.58,-88651.1796875
645.6251,592,58.5,1286.7468,2960000,592,58.5,-93210.421875
608.4425,593,60.64,862.741,2965000,593,60.64,-88278.53125
629.1529,594,57.62,1464.0165,2970000,594,57.46,-94587.6328125
632.5138,595,54.03,793.0811,2975000,595,54.03,-94256.921875
676.7122,596,59.36,1079.6107,2980000,596,59.36,-96636.828125
640.1173,597,62.23,1688.2311,2985000,597,62.23,-94555.5390625
648.3324,598,152.84,1121.6441,2990000,598,152.84,-94525.3828125
609.8129,599,160.56,1995.0306,2995000,599,160.56,-94411.2265625
