Running Env Steps,Itration,Running Reverse KL,Reward Loss,Real Sto Return,Running Forward KL,Running Update Time,Real Det Return
1920000,384,17.729,-4512.3974609375,4801.82,41.9627,384,4915.7
1925000,385,20.8622,-4228.201171875,4467.48,41.0487,385,4956.86
1930000,386,17.6902,-4474.13525390625,4605.75,42.0403,386,4846.2
1935000,387,16.5681,-4214.87109375,4536.66,41.2513,387,4897.87
1940000,388,16.9909,-4293.11474609375,4433.23,41.1418,388,4891.06
1945000,389,19.4544,-4748.341796875,4260.55,41.6927,389,4877.45
1950000,390,19.7282,-4580.23486328125,4697.54,41.9639,390,4887.89
1955000,391,17.8298,-4738.54296875,4838.81,41.5857,391,4897.62
1960000,392,17.9871,-4722.27197265625,4711.2,41.9066,392,4865.45
1965000,393,18.73,-4865.634765625,4840.15,42.6628,393,4864.95
1970000,394,17.2928,-4512.48828125,4103.01,41.1575,394,4864.31
1975000,395,20.3881,-4731.50048828125,4666.21,41.8919,395,4942.79
1980000,396,17.086,-4268.185546875,4867.2,41.6857,396,4923.25
1985000,397,17.1455,-4506.9892578125,4771.91,42.0183,397,4882.87
1990000,398,18.2336,-4367.33154296875,4864.63,42.0748,398,4924.01
1995000,399,18.1391,-4297.66259765625,4852.06,41.7529,399,4889.23
2000000,400,19.4739,-4842.52978515625,4863.18,42.2735,400,4901.08
2005000,401,22.2456,-4991.189453125,4890.85,43.2443,401,4895.64
2010000,402,163.2483,-5027.2685546875,283.41,54.0953,402,293.69
2015000,403,84.8431,-4834.04296875,355.08,51.4328,403,350.25
2020000,404,58.8802,-4861.41650390625,458.02,49.7435,404,475.65
2025000,405,61.5615,-5411.33642578125,435.6,54.2147,405,425.6
2030000,406,60.9484,-5112.265625,336.33,49.4347,406,348.72
2035000,407,65.7504,-4831.7236328125,424.47,48.9775,407,482.52
2040000,408,54.7659,-4702.673828125,622.68,48.7817,408,695.39
2045000,409,42.0343,-1976.564208984375,239.28,51.4708,409,194.23
2050000,410,52.4495,-4937.34130859375,1643.74,46.0945,410,1759.39
2055000,411,34.883,-4463.3154296875,2470.52,44.3658,411,2468.33
2060000,412,33.4351,-4325.92041015625,2710.55,43.7588,412,2669.98
2065000,413,29.4302,-4541.9462890625,2881.01,44.119,413,4009.04
2070000,414,26.1446,-4922.18505859375,2780.03,44.0973,414,3977.29
2075000,415,22.9674,-5201.5908203125,3602.45,43.5077,415,2489.4
2080000,416,22.1656,-4842.953125,4596.94,44.1589,416,4617.4
2085000,417,28.967,-4684.2783203125,3042.87,43.8252,417,3270.82
2090000,418,26.4885,-5361.443359375,4898.11,44.2146,418,4937.19
2095000,419,27.471,-5749.890625,4817.91,45.5987,419,4859.11
2100000,420,26.286,-5657.06396484375,4756.85,44.648,420,4750.76
2105000,421,27.7341,-5733.86962890625,4860.94,44.7702,421,4892.6
2110000,422,24.4575,-5502.46435546875,4884.98,43.598,422,4924.41
2115000,423,24.682,-5516.1806640625,4877.53,43.2539,423,4908.97
2120000,424,24.8799,-5434.77685546875,4956.27,43.4732,424,5004.1
2125000,425,22.9346,-5040.74462890625,4929.85,43.187,425,4981.02
2130000,426,23.5956,-5079.61376953125,4891.41,43.1253,426,4969.95
2135000,427,23.7686,-5445.46044921875,4874.69,43.7533,427,4954.81
2140000,428,24.228,-5471.7509765625,3430.64,43.6415,428,4144.68
2145000,429,21.5624,-5397.05615234375,4520.28,43.0766,429,4757.24
2150000,430,21.7109,-5316.89990234375,4168.59,43.1217,430,4422.35
2155000,431,23.3004,-5431.93798828125,4052.05,42.6296,431,4529.0
2160000,432,21.0166,-5583.5869140625,4855.88,43.2334,432,4577.87
2165000,433,23.384,-5838.4287109375,4901.02,43.8188,433,4965.31
2170000,434,21.5871,-5420.78857421875,4984.41,42.4516,434,5051.63
2175000,435,22.0503,-5756.5048828125,4968.31,43.3682,435,5040.46
2180000,436,22.8487,-5763.60009765625,4928.18,43.4464,436,5028.79
2185000,437,21.7994,-5715.13916015625,4969.29,43.0838,437,5040.93
2190000,438,22.4358,-5922.41748046875,4966.31,43.2763,438,5050.54
2195000,439,22.6823,-5953.68408203125,4917.38,43.374,439,4975.27
2200000,440,21.9187,-5822.98974609375,4872.91,43.0649,440,4969.23
2205000,441,21.7489,-5783.7802734375,4734.69,43.367,441,4965.78
2210000,442,22.0458,-5875.8369140625,4831.52,43.2086,442,4934.25
2215000,443,22.049,-5669.73486328125,4950.83,43.1737,443,4966.56
2220000,444,21.0274,-5697.90625,4957.32,42.8203,444,5030.18
2225000,445,20.7346,-5628.0546875,4945.13,42.3777,445,4942.47
2230000,446,20.9371,-5708.205078125,4876.47,42.4965,446,4928.33
2235000,447,21.1944,-5942.7158203125,4916.17,42.8821,447,5022.53
2240000,448,22.2466,-5993.75341796875,4925.37,43.7157,448,4938.18
2245000,449,20.9407,-5781.251953125,4902.28,42.7859,449,4746.61
2250000,450,21.3038,-5960.07080078125,4674.79,42.3786,450,4972.72
2255000,451,22.8439,-6185.2099609375,4911.51,43.0911,451,4995.5
2260000,452,21.747,-5875.3291015625,4715.53,42.3476,452,5001.37
2265000,453,20.9575,-5753.76416015625,4911.14,42.0541,453,5017.9
2270000,454,21.6908,-5857.70166015625,4911.01,42.323,454,5032.74
2275000,455,20.831,-5665.82666015625,4916.9,41.9808,455,5013.8
2280000,456,22.0821,-6208.25048828125,4908.13,43.2156,456,4981.18
2285000,457,20.7835,-5817.4033203125,4872.71,42.497,457,4913.44
2290000,458,20.5356,-5859.65673828125,4913.22,42.5879,458,4935.34
2295000,459,20.2858,-5808.89990234375,4926.76,42.1906,459,4945.0
2300000,460,21.0316,-5696.7451171875,4917.76,42.1442,460,4937.52
2305000,461,20.8337,-5827.21435546875,4936.14,42.5516,461,4959.77
2310000,462,21.0671,-5816.5517578125,4953.63,42.1183,462,4979.61
2315000,463,21.9614,-6144.52880859375,4930.54,42.8424,463,4958.18
2320000,464,21.1895,-5946.2548828125,4953.24,42.0019,464,4986.57
2325000,465,20.7885,-5719.12646484375,4978.85,41.8474,465,4990.16
2330000,466,21.2929,-5862.068359375,4932.59,42.1385,466,4956.86
2335000,467,20.2739,-5556.88916015625,4966.52,41.2326,467,4972.97
2340000,468,19.2952,-5586.7802734375,4916.97,40.9154,468,4950.44
2345000,469,19.9177,-5544.59375,4961.4,42.0913,469,5000.59
2350000,470,19.3091,-5690.84375,5006.91,41.9508,470,5037.76
2355000,471,21.2597,-6057.11083984375,4983.87,42.0044,471,5007.26
2360000,472,26.5443,-6466.59375,1399.43,44.4818,472,489.67
2365000,473,21.6155,-6086.3447265625,4764.81,42.93,473,4725.3
2370000,474,23.5357,-6663.05712890625,4653.48,44.3156,474,4381.52
2375000,475,21.2201,-6407.09765625,4639.6,42.183,475,4716.88
2380000,476,22.4702,-6232.58837890625,4860.79,42.9248,476,5005.97
2385000,477,23.3822,-6226.33056640625,4906.89,43.4638,477,4954.83
2390000,478,22.5569,-6228.12744140625,4943.27,43.0031,478,4986.76
2395000,479,22.4517,-6525.8583984375,4969.61,43.151,479,5042.96
2400000,480,22.9635,-6509.00537109375,4892.93,43.9827,480,4962.98
2405000,481,21.5587,-6629.3251953125,4939.17,43.3599,481,5020.36
2410000,482,21.484,-6248.0849609375,4960.49,42.6654,482,5065.31
2415000,483,21.0865,-6229.060546875,4880.8,43.0126,483,4948.3
2420000,484,22.4059,-6321.42138671875,4860.8,43.718,484,4916.5
2425000,485,22.6762,-6458.1826171875,4862.82,42.9538,485,4918.31
2430000,486,21.1698,-6308.72265625,4809.26,42.6505,486,4828.34
2435000,487,21.1092,-6562.0224609375,4794.21,42.5724,487,4828.63
2440000,488,21.6913,-6437.08251953125,4887.98,42.8451,488,4943.73
2445000,489,20.666,-6445.138671875,4726.43,42.7925,489,4890.37
2450000,490,20.2044,-6381.7607421875,4821.44,42.9654,490,4879.6
2455000,491,19.8478,-6394.5810546875,4918.6,42.4578,491,5005.11
2460000,492,19.8833,-6216.01123046875,4856.82,42.7852,492,4933.54
2465000,493,20.3548,-6712.66796875,4898.93,42.6391,493,4986.91
2470000,494,21.1841,-6609.1181640625,4910.38,42.5173,494,4964.96
2475000,495,21.3549,-6682.83740234375,4892.54,42.397,495,4940.99
2480000,496,20.6286,-6708.892578125,4907.55,43.3786,496,4984.71
2485000,497,20.6548,-6373.67919921875,4959.96,41.8596,497,5000.28
2490000,498,21.259,-6573.69921875,4916.38,42.7917,498,4938.7
2495000,499,22.3623,-7071.6923828125,4939.15,43.7363,499,4981.4
2500000,500,21.6332,-6979.833984375,4912.85,42.7655,500,4989.91
2505000,501,21.1143,-7144.22021484375,4895.01,43.0018,501,5008.05
2510000,502,20.9019,-7311.08203125,4906.87,43.4044,502,4996.1
2515000,503,18.861,-6741.23876953125,4682.21,41.6854,503,5009.24
2520000,504,18.4664,-6704.080078125,4721.4,42.1276,504,4943.69
2525000,505,18.8357,-6404.03466796875,4627.05,41.7388,505,5018.88
2530000,506,20.5293,-6887.19140625,4833.15,42.7015,506,4945.97
2535000,507,20.0837,-7016.6806640625,4825.8,42.6143,507,4950.5
2540000,508,17.8855,-6210.4638671875,4835.75,41.9683,508,5008.49
2545000,509,17.4381,-6257.55029296875,4747.6,41.8189,509,4970.27
2550000,510,20.8203,-7090.486328125,4916.69,42.5786,510,4986.81
2555000,511,21.0468,-7220.83544921875,4779.24,42.6204,511,4924.74
2560000,512,18.7412,-6807.49072265625,4864.51,41.7994,512,4930.91
2565000,513,19.5469,-6902.85107421875,4646.28,42.0201,513,4952.58
2570000,514,19.035,-6658.318359375,4891.24,41.8829,514,4963.58
2575000,515,19.294,-6811.80078125,4357.53,42.0462,515,5004.64
2580000,516,21.3469,-7272.6767578125,4647.04,42.5428,516,4980.89
2585000,517,20.0867,-7051.0810546875,4672.1,42.048,517,4959.01
2590000,518,21.5396,-7310.34716796875,4581.75,42.4301,518,4968.0
2595000,519,21.7186,-7380.30322265625,4690.97,43.0652,519,4981.28
2600000,520,22.1832,-7293.826171875,4902.42,42.6096,520,5032.57
2605000,521,21.1812,-6989.80029296875,4955.14,41.9284,521,5002.64
2610000,522,20.4617,-7080.7412109375,4921.63,41.7592,522,4988.87
2615000,523,20.3306,-7251.9794921875,4820.01,41.9978,523,5025.09
2620000,524,20.0292,-6973.42578125,4946.06,42.1253,524,5006.27
2625000,525,21.1945,-7494.01953125,4820.12,42.6975,525,4989.26
2630000,526,21.5252,-7370.82958984375,4876.28,42.873,526,4933.98
2635000,527,20.1371,-6903.3193359375,4930.38,41.6288,527,4999.45
2640000,528,19.6686,-6706.94189453125,4950.24,41.1202,528,5016.36
2645000,529,19.6676,-6989.4267578125,4858.28,41.4704,529,5052.34
2650000,530,20.1978,-6891.55224609375,4961.54,41.1522,530,5015.26
2655000,531,20.9717,-7411.87451171875,4922.43,42.0995,531,4984.83
2660000,532,19.9502,-7233.08837890625,4891.98,41.6471,532,4925.4
2665000,533,20.188,-7398.443359375,4913.99,41.9106,533,4941.74
2670000,534,19.8646,-6885.03857421875,4941.27,41.337,534,4991.61
2675000,535,19.4489,-7177.33203125,4930.17,41.6626,535,5016.4
2680000,536,18.2536,-6739.431640625,4876.47,40.9704,536,4976.23
2685000,537,19.9202,-7275.36474609375,4925.12,42.0869,537,4981.47
2690000,538,18.7146,-7041.14892578125,4846.81,41.6453,538,4967.24
2695000,539,19.6163,-7374.31884765625,4875.0,42.206,539,4931.53
2700000,540,19.1102,-7371.25390625,4899.1,41.886,540,5013.93
2705000,541,20.9181,-7627.18505859375,4922.24,42.6954,541,5008.24
2710000,542,19.2407,-7273.26220703125,4920.87,41.527,542,5045.38
2715000,543,19.4846,-7340.3779296875,4904.78,41.8134,543,5023.0
2720000,544,19.7581,-7486.7646484375,4938.25,41.2156,544,5018.19
2725000,545,19.4114,-7568.08203125,4923.67,41.9449,545,5043.02
2730000,546,18.5349,-7350.1611328125,4918.87,41.9133,546,5044.7
2735000,547,18.8454,-7179.65625,4782.65,41.9287,547,5001.02
2740000,548,18.8569,-7237.9453125,4922.18,41.8613,548,4992.16
2745000,549,18.4599,-7230.65283203125,4903.08,41.6138,549,5019.79
2750000,550,19.1904,-7541.06005859375,4914.21,41.3549,550,5012.11
2755000,551,19.0527,-7709.05908203125,4922.11,42.0853,551,5001.39
2760000,552,19.6076,-7438.58740234375,4918.56,41.3622,552,4990.92
2765000,553,18.1483,-7030.50146484375,4860.85,41.1491,553,4953.99
2770000,554,19.3819,-7125.53076171875,4941.87,41.329,554,5017.3
2775000,555,18.4604,-7530.44140625,4877.99,41.7269,555,4965.04
2780000,556,19.7133,-7871.103515625,4964.57,42.581,556,5034.62
2785000,557,19.5667,-7796.7939453125,4917.52,41.5322,557,4971.68
2790000,558,18.8533,-7310.123046875,4912.15,41.6085,558,5009.16
2795000,559,20.1705,-7552.47509765625,4929.29,41.4215,559,4977.61
2800000,560,19.1578,-7436.12353515625,4951.36,41.5065,560,5005.42
2805000,561,19.8952,-7846.0791015625,4957.67,41.2964,561,5047.88
2810000,562,19.0691,-7656.91552734375,4911.56,41.7773,562,4999.54
2815000,563,19.6484,-7921.4267578125,4944.65,41.2576,563,5007.46
2820000,564,19.3168,-7728.26611328125,4963.06,41.2836,564,5022.67
2825000,565,18.5972,-7371.1650390625,4924.14,41.1383,565,4982.93
2830000,566,19.8133,-7987.64794921875,4956.4,41.6814,566,5047.5
2835000,567,19.6418,-8135.80322265625,4966.15,41.5856,567,5032.38
2840000,568,18.2777,-7233.54638671875,4778.73,41.3415,568,5037.48
2845000,569,18.5058,-7840.6640625,4935.91,41.2716,569,5004.16
2850000,570,20.56,-8497.0205078125,4908.51,42.5135,570,5034.26
2855000,571,19.193,-8215.15625,4895.68,41.5864,571,4950.38
2860000,572,19.4627,-8390.8349609375,4863.3,41.5131,572,4962.94
2865000,573,19.3665,-8253.0869140625,4947.95,41.2533,573,4997.6
2870000,574,19.1911,-8043.31787109375,4903.42,41.257,574,4947.48
2875000,575,18.615,-8187.44189453125,4910.03,41.4091,575,5005.23
2880000,576,17.8976,-8021.2041015625,4948.86,40.7096,576,5019.04
2885000,577,17.0794,-8053.705078125,4565.91,41.0991,577,5006.56
2890000,578,19.2962,-8630.939453125,4881.39,42.3015,578,4929.43
2895000,579,19.796,-8730.8974609375,4929.97,42.9935,579,4992.15
2900000,580,20.094,-8688.873046875,4934.29,42.5526,580,4978.27
2905000,581,19.0449,-8527.67578125,4883.77,41.5162,581,4926.34
2910000,582,20.605,-8947.896484375,4782.23,42.1216,582,4990.64
2915000,583,19.4782,-8566.2265625,4671.65,41.6455,583,4940.21
2920000,584,20.1654,-8750.8701171875,4909.88,42.2554,584,4951.76
2925000,585,19.722,-8653.8681640625,4951.25,41.7025,585,4981.81
2930000,586,20.9134,-8806.6455078125,4872.27,41.9411,586,4923.18
2935000,587,19.6122,-8469.2841796875,4950.59,41.9986,587,4965.16
2940000,588,21.0502,-8961.84765625,4764.74,42.0647,588,4990.48
2945000,589,20.8859,-8823.2109375,4896.66,41.3823,589,4930.67
2950000,590,20.6508,-8888.802734375,4893.98,42.4629,590,4943.57
2955000,591,21.2687,-8869.8447265625,4913.7,42.2638,591,4951.55
2960000,592,20.7395,-8911.20703125,4895.87,41.9428,592,4966.96
2965000,593,21.1673,-9010.314453125,4925.31,42.4881,593,4997.43
2970000,594,19.5099,-8192.6572265625,4916.25,41.1297,594,4985.78
2975000,595,21.7872,-8875.2646484375,4915.54,42.491,595,4978.62
2980000,596,19.8253,-4665.5576171875,924.41,46.1238,596,1082.45
2985000,597,24.127,-9661.3447265625,4990.12,44.2079,597,5026.65
2990000,598,17.7279,-7522.85205078125,3845.26,41.5288,598,3422.69
2995000,599,18.0379,-7598.19921875,3917.08,42.1791,599,4689.44
3000000,600,22.2717,-9077.3427734375,4646.44,42.7495,600,5031.36
3005000,601,21.8127,-8474.1005859375,4971.78,42.0914,601,5026.24
3010000,602,21.1295,-8402.3271484375,4958.72,42.2425,602,5028.92
3015000,603,23.3886,-9129.2177734375,4978.99,42.8345,603,5029.1
3020000,604,21.6082,-9034.1455078125,5014.67,41.9966,604,5074.39
3025000,605,20.9018,-8470.3173828125,4884.26,41.2478,605,4917.25
3030000,606,20.7416,-7862.08056640625,4942.63,41.3389,606,4987.46
3035000,607,23.6288,-9070.2060546875,4953.51,42.3532,607,5085.57
3040000,608,22.3414,-9004.740234375,4979.94,42.4982,608,5023.56
3045000,609,22.8882,-9002.4111328125,4234.27,42.8221,609,5067.34
3050000,610,19.5673,-7798.56396484375,2694.86,42.6682,610,4743.08
3055000,611,37.6047,-6154.2431640625,657.4,49.3046,611,880.04
3060000,612,36.9218,-5913.2548828125,560.17,47.9163,612,635.11
3065000,613,22.8953,-8448.4921875,2624.3,43.9765,613,3790.65
3070000,614,42.9643,-6276.447265625,1197.26,45.891,614,1170.51
3075000,615,25.0151,-7772.66552734375,3901.99,44.2345,615,4689.45
3080000,616,35.8686,-7642.8134765625,1806.07,44.8556,616,1843.12
3085000,617,22.6408,-8850.8505859375,3937.67,43.0741,617,4324.82
3090000,618,23.4522,-8584.7392578125,4965.57,43.3281,618,5029.77
3095000,619,21.6569,-8484.9755859375,4786.35,41.8756,619,5026.88
3100000,620,22.4336,-8629.970703125,4975.13,42.2935,620,5032.25
3105000,621,21.5328,-8918.23046875,4966.53,42.2755,621,5046.85
3110000,622,21.0527,-8756.0595703125,4980.14,42.5769,622,5032.64
3115000,623,19.5737,-8614.744140625,4948.14,42.5254,623,5051.75
3120000,624,19.0512,-8536.333984375,4522.4,42.7356,624,4985.16
3125000,625,18.2118,-8687.7568359375,4933.66,42.0594,625,5021.76
3130000,626,18.7852,-8817.6201171875,4534.09,42.7155,626,4833.15
3135000,627,17.9501,-8580.2998046875,4261.03,41.726,627,3809.16
3140000,628,18.0577,-9064.833984375,4429.76,42.8571,628,4892.93
3145000,629,18.759,-8464.9130859375,4037.29,41.9865,629,4508.07
3150000,630,17.9587,-8771.6982421875,3557.3,41.2814,630,4515.98
3155000,631,17.5306,-8054.79248046875,3112.38,42.908,631,4205.4
3160000,632,18.76,-8973.0751953125,4306.13,42.7727,632,1943.95
3165000,633,19.6232,-9374.982421875,4476.98,42.0407,633,5072.7
3170000,634,21.249,-9899.625,4840.16,42.0637,634,5023.52
3175000,635,20.1713,-9792.2822265625,4615.29,42.1513,635,5057.13
3180000,636,21.4776,-9713.6884765625,4759.53,42.477,636,4993.64
3185000,637,22.9668,-10053.6083984375,4863.88,42.6289,637,4990.66
3190000,638,20.8088,-9688.9892578125,4575.41,41.8655,638,4989.77
3195000,639,20.9201,-9818.2734375,4846.68,42.0851,639,4991.51
3200000,640,21.2154,-9778.783203125,4667.5,41.8475,640,4902.98
3205000,641,20.9516,-9924.337890625,4960.79,42.3227,641,5028.76
3210000,642,21.5676,-9628.0419921875,4828.25,42.1411,642,4976.64
3215000,643,20.8086,-10091.2529296875,4497.55,42.6815,643,4866.93
3220000,644,20.0509,-10143.2880859375,4798.52,42.7188,644,4917.77
3225000,645,19.7433,-10266.69140625,3867.09,43.6651,645,4872.43
3230000,646,20.6198,-10173.083984375,4639.19,42.9903,646,4905.32
3235000,647,20.9565,-10302.8740234375,4662.13,43.2078,647,4911.72
3240000,648,21.515,-9948.955078125,4261.16,43.5859,648,4733.57
3245000,649,20.6535,-10287.7333984375,3958.88,43.7073,649,4819.75
3250000,650,21.3583,-10713.3671875,4326.93,44.1432,650,4892.95
3255000,651,20.2512,-10227.216796875,4248.77,44.017,651,4841.22
3260000,652,21.7055,-10695.3427734375,4582.52,43.3007,652,4889.36
3265000,653,20.8317,-10571.6611328125,4472.88,44.0974,653,4768.62
3270000,654,20.771,-10555.7900390625,4463.85,43.6283,654,4745.64
3275000,655,20.7412,-10341.6083984375,4492.4,43.1502,655,4775.45
3280000,656,20.9628,-10432.6455078125,4739.86,43.1556,656,4795.84
3285000,657,21.9031,-10494.2177734375,4857.07,42.5798,657,4952.29
3290000,658,20.4406,-10491.8330078125,4700.68,43.2716,658,4844.95
3295000,659,19.4303,-10033.16015625,4574.36,42.9252,659,4905.44
3300000,660,19.7959,-10075.927734375,4306.74,42.6557,660,4973.5
3305000,661,18.8399,-9698.1787109375,4518.9,43.2768,661,4955.31
3310000,662,20.3329,-10136.8916015625,4017.38,43.8376,662,4584.99
3315000,663,19.0119,-9468.0673828125,4157.48,41.5614,663,4942.16
3320000,664,19.7841,-9797.111328125,4898.26,42.1318,664,4998.42
3325000,665,19.604,-9659.0419921875,4516.66,42.3224,665,5024.37
3330000,666,21.9209,-10892.25390625,4718.56,43.9038,666,4856.86
3335000,667,20.7284,-9975.83984375,4439.55,43.5471,667,4776.19
3340000,668,20.7149,-10572.361328125,4798.85,42.248,668,4841.98
3345000,669,22.3905,-10466.5771484375,4833.02,42.7866,669,4918.17
3350000,670,22.0352,-10603.8115234375,4841.08,42.847,670,4936.76
3355000,671,22.2091,-10712.2880859375,4817.78,43.5958,671,4903.56
3360000,672,19.6391,-10199.888671875,4751.15,42.3267,672,5009.47
3365000,673,20.5974,-10237.755859375,4839.84,42.4056,673,4957.52
3370000,674,21.0218,-10447.44921875,4751.52,43.5687,674,4840.55
3375000,675,20.6492,-10153.9208984375,4879.55,41.9998,675,5013.1
3380000,676,20.3855,-9794.66015625,4850.03,41.3228,676,4953.52
3385000,677,20.7832,-10337.509765625,4741.65,42.0292,677,4865.98
3390000,678,19.3933,-9891.076171875,4822.45,41.934,678,4926.1
3395000,679,19.1666,-9753.037109375,4857.58,42.1203,679,4960.36
3400000,680,19.756,-10131.400390625,4856.81,42.282,680,4916.63
3405000,681,20.0255,-9758.2490234375,4885.32,41.8995,681,4987.8
3410000,682,17.7573,-8842.4853515625,4876.09,41.3106,682,4957.7
3415000,683,19.0303,-9396.548828125,4885.44,41.834,683,4996.18
3420000,684,19.1261,-9762.998046875,4870.44,42.2631,684,4951.54
3425000,685,18.7045,-9571.765625,4825.57,41.6545,685,4949.66
3430000,686,18.8717,-9576.8486328125,4892.49,41.4607,686,5022.02
3435000,687,18.6814,-9474.02734375,4826.53,41.6156,687,4953.73
3440000,688,18.4107,-9305.0537109375,4858.55,41.4554,688,4993.14
3445000,689,18.414,-9383.5185546875,4870.12,41.7106,689,4986.24
3450000,690,18.0086,-8772.67578125,4878.49,40.7321,690,5019.09
3455000,691,18.1678,-8324.65234375,4884.3,41.1382,691,4990.85
3460000,692,17.8373,-8677.0224609375,4901.05,41.1649,692,5025.63
3465000,693,17.3071,-8466.08984375,4746.49,40.1575,693,5021.1
3470000,694,18.9734,-9452.798828125,4875.85,40.9081,694,4997.03
3475000,695,18.7733,-9240.1865234375,4866.14,40.777,695,5002.34
3480000,696,19.6784,-9462.091796875,4857.42,41.5563,696,4995.68
3485000,697,19.0388,-9351.4677734375,4867.07,41.6242,697,4993.55
3490000,698,19.1506,-9178.1044921875,4871.0,41.5824,698,5000.1
3495000,699,20.1138,-9528.9033203125,4813.62,41.9393,699,4925.01
3500000,700,20.6879,-9777.4716796875,4844.55,42.1819,700,5010.39
3505000,701,16.5067,-6470.607421875,1811.96,44.3037,701,1441.04
3510000,702,20.6033,-9427.9541015625,4462.86,41.6529,702,4776.45
3515000,703,18.7557,-8972.408203125,4844.23,41.3824,703,4916.39
3520000,704,17.5171,-8261.7626953125,4785.71,40.6833,704,4817.66
3525000,705,18.5618,-9419.7099609375,4809.9,41.687,705,4854.04
3530000,706,18.8099,-9239.7568359375,4791.33,40.7367,706,4833.8
3535000,707,18.2075,-9238.8896484375,4890.5,40.2991,707,4953.81
3540000,708,18.2346,-9547.9375,4826.51,41.2925,708,4929.37
3545000,709,18.9108,-9853.3076171875,4887.63,41.2396,709,4970.45
3550000,710,17.2787,-9415.36328125,4821.96,40.5749,710,4916.56
3555000,711,18.6061,-9588.126953125,4840.52,41.1753,711,4929.11
3560000,712,17.8436,-9758.8212890625,4878.51,40.7453,712,4944.0
3565000,713,18.0763,-9538.1103515625,4859.91,41.016,713,4890.65
3570000,714,18.2392,-9481.0029296875,4871.2,40.6423,714,4919.25
3575000,715,18.5276,-9734.2431640625,4863.83,41.3336,715,4971.29
3580000,716,18.5891,-9801.0458984375,4884.11,40.8842,716,4963.54
3585000,717,17.9195,-9450.8544921875,4872.75,40.7967,717,4964.73
3590000,718,18.2869,-9265.61328125,4899.53,40.9771,718,5003.14
3595000,719,18.9764,-9848.9580078125,4941.03,41.5754,719,5019.38
3600000,720,17.0961,-8502.61328125,4708.62,40.9846,720,5062.54
3605000,721,18.095,-9455.1025390625,4919.96,40.7055,721,5033.36
3610000,722,17.8813,-9045.15625,4899.58,40.8242,722,5023.82
3615000,723,18.0905,-9379.44140625,4885.89,40.6123,723,4986.07
3620000,724,17.9825,-9618.9189453125,4907.42,40.5789,724,5009.6
3625000,725,17.8523,-9073.0537109375,4919.83,40.2587,725,5017.25
3630000,726,18.943,-10161.9775390625,4908.1,41.6473,726,5050.01
3635000,727,18.3486,-9533.7080078125,4918.99,41.3886,727,5022.5
3640000,728,19.4564,-10219.107421875,4892.88,41.8339,728,4971.8
3645000,729,18.1115,-9976.6806640625,4883.11,41.4819,729,4980.81
3650000,730,17.8537,-9530.1689453125,4859.28,41.072,730,4931.03
3655000,731,18.87,-10219.30078125,4871.95,41.3927,731,4964.17
3660000,732,18.4841,-9205.0966796875,4848.01,41.7026,732,4933.53
3665000,733,21.0085,-10618.77734375,4772.66,42.3091,733,4939.84
3670000,734,19.2565,-10039.84765625,4880.45,41.3201,734,5004.95
3675000,735,19.75,-10163.6318359375,4869.88,42.5605,735,4933.57
3680000,736,18.8319,-10097.513671875,4506.47,41.3761,736,4982.03
3685000,737,20.6212,-10649.900390625,4712.41,42.3065,737,4977.33
3690000,738,19.8429,-10342.4755859375,4909.63,41.5355,738,5012.21
3695000,739,19.3184,-10101.7109375,4949.7,41.4694,739,5002.78
3700000,740,19.5608,-10390.7587890625,4896.51,41.9237,740,5005.47
3705000,741,18.5419,-9732.2099609375,4870.67,40.9901,741,4991.47
3710000,742,20.2681,-10211.9599609375,4894.44,41.5964,742,4986.86
3715000,743,19.0271,-9396.81640625,4724.86,41.3887,743,4991.32
3720000,744,22.4018,-10172.6884765625,4763.65,42.1421,744,5014.54
3725000,745,18.3591,-10093.63671875,4947.52,41.6233,745,4928.73
3730000,746,19.3481,-10179.458984375,4907.65,41.899,746,4966.81
3735000,747,18.6455,-10161.146484375,4852.71,41.0799,747,4930.08
3740000,748,18.5728,-9653.8408203125,4915.45,40.8184,748,4984.09
3745000,749,19.3692,-9985.4326171875,4893.23,41.4313,749,4967.52
3750000,750,20.7235,-10354.9423828125,4517.9,42.3545,750,4898.19
3755000,751,42.924,-8462.36328125,645.86,48.9654,751,723.25
3760000,752,78.5461,-7756.53857421875,507.51,50.2445,752,489.19
3765000,753,42.3895,-8297.4375,1092.24,46.9778,753,1209.9
3770000,754,40.1954,-8452.21484375,886.28,47.0733,754,949.42
3775000,755,39.57,-9791.06640625,2193.02,44.6592,755,2656.67
3780000,756,45.3516,-9569.79296875,3397.19,43.5561,756,4282.89
3785000,757,26.619,-10229.6181640625,4255.36,43.4233,757,2822.72
3790000,758,24.33,-10071.298828125,4818.31,42.9761,758,4846.55
3795000,759,23.786,-10489.0859375,4929.47,43.046,759,4954.37
3800000,760,24.582,-10631.44140625,4943.48,42.7417,760,4978.32
3805000,761,24.3224,-10128.1005859375,4934.14,42.5352,761,4972.62
3810000,762,24.7645,-10934.2822265625,4894.15,42.9595,762,4947.19
3815000,763,25.59,-11319.431640625,4938.2,43.013,763,4981.09
3820000,764,26.7145,-11412.5849609375,4884.1,43.4297,764,4913.21
3825000,765,26.6851,-11479.3759765625,4723.67,44.0499,765,4959.64
3830000,766,24.9697,-11144.21875,4948.15,42.5386,766,4990.89
