Running Forward KL,Running Env Steps,Running Reverse KL,Real Det Return,Real Sto Return,Reward Loss,Itration,Running Update Time
278.3607,1975000,131.5482,3702.2,3833.25,-18810.3046875,395,395
277.8345,1980000,120.2941,4157.42,3681.52,-18656.142578125,396,396
277.0267,1985000,106.101,3075.43,3738.15,-18427.029296875,397,397
289.7695,1990000,147.6936,3192.77,3493.58,-18850.20703125,398,398
284.4459,1995000,150.1051,3968.22,3713.71,-18608.841796875,399,399
263.0535,2000000,72.9345,4961.59,4155.61,-18752.94921875,400,400
277.4966,2005000,96.5485,5237.49,4184.15,-18927.421875,401,401
293.9896,2010000,134.4964,4914.23,3780.26,-18990.44140625,402,402
280.8005,2015000,110.843,5187.32,4463.42,-18968.845703125,403,403
279.9924,2020000,135.441,4257.44,4107.56,-18876.517578125,404,404
286.2205,2025000,126.4132,4994.51,4010.43,-19113.208984375,405,405
262.7094,2030000,59.9237,4540.94,4902.35,-18875.296875,406,406
277.0026,2035000,83.0243,4874.94,4722.81,-18946.857421875,407,407
282.1549,2040000,109.3486,4858.41,4795.48,-19049.37109375,408,408
282.5141,2045000,92.78,2768.6,3775.96,-18975.314453125,409,409
266.8312,2050000,72.4415,4965.95,4997.97,-18712.38671875,410,410
281.005,2055000,81.5394,5021.2,4907.91,-19134.15625,411,411
271.3096,2060000,95.9454,4866.71,4791.33,-18847.392578125,412,412
273.5733,2065000,91.6823,5115.09,4521.55,-18838.48828125,413,413
280.6436,2070000,102.2587,4634.29,4636.94,-18994.41796875,414,414
278.0105,2075000,100.8139,4642.04,4709.57,-18912.71875,415,415
280.9892,2080000,115.3866,3701.65,4317.98,-19122.45703125,416,416
277.4451,2085000,86.4823,3817.45,4643.69,-19108.85546875,417,417
308.4735,2090000,200.9401,2034.13,2968.85,-19243.599609375,418,418
258.2207,2095000,52.3528,4834.91,4498.02,-18586.98046875,419,419
269.2181,2100000,68.6024,5163.64,4595.54,-18999.720703125,420,420
