Itration,Running Update Time,Real Det Return,Running Forward KL,Reward Loss,Running Reverse KL,Running Env Steps,Real Sto Return
397,397,267.93,497.3826,-17623.91796875,535.6402,1985000,240.57
398,398,294.05,490.7587,-19006.0390625,623.2507,1990000,251.63
399,399,244.75,459.163,-18684.021484375,500.7595,1995000,237.78
400,400,328.44,447.1707,-19416.62890625,621.6098,2000000,342.37
401,401,263.12,459.6947,-19118.521484375,593.0243,2005000,311.15
402,402,191.84,463.3126,-19243.822265625,563.0115,2010000,204.04
403,403,250.72,567.5021,-19448.837890625,583.7413,2015000,228.23
404,404,297.09,522.9206,-19403.724609375,530.61,2020000,237.37
405,405,317.39,479.7018,-19442.494140625,515.0972,2025000,284.69
406,406,411.16,444.1639,-17886.58203125,542.8696,2030000,411.02
407,407,428.71,440.948,-19266.740234375,502.0382,2035000,403.61
408,408,455.96,437.2525,-19455.130859375,525.0426,2040000,374.72
409,409,455.24,441.6126,-19476.8203125,569.9208,2045000,418.45
410,410,302.56,442.3951,-19481.119140625,573.4932,2050000,327.27
411,411,193.41,518.4205,-19683.166015625,615.208,2055000,199.34
412,412,460.18,489.141,-19313.48046875,684.6938,2060000,315.96
413,413,346.33,456.0097,-19487.23046875,574.1138,2065000,366.75
414,414,66.39,729.3551,-18899.5703125,695.2768,2070000,66.2
415,415,62.73,865.9667,-19775.642578125,734.7091,2075000,62.59
416,416,61.4,855.6397,-19784.20703125,775.0975,2080000,61.5
417,417,62.37,728.7469,-19259.005859375,720.3422,2085000,63.12
418,418,63.16,733.6049,-19770.484375,704.1479,2090000,63.57
419,419,63.94,735.4279,-19562.908203125,642.7896,2095000,63.53
420,420,64.37,854.3529,-19807.25390625,650.3233,2100000,63.15
421,421,60.67,840.5752,-19817.935546875,594.9448,2105000,62.93
422,422,62.53,694.1347,-18792.62890625,497.5318,2110000,64.03
423,423,63.34,672.3536,-18114.638671875,395.3214,2115000,64.43
424,424,64.18,674.2337,-19086.09765625,402.3372,2120000,64.67
425,425,68.16,718.7815,-19391.953125,501.6333,2125000,68.06
426,426,64.16,668.3552,-19587.615234375,529.1647,2130000,67.45
427,427,67.4,671.0318,-19413.201171875,507.1677,2135000,67.4
428,428,67.58,680.9401,-19281.6171875,546.7952,2140000,67.65
429,429,67.65,673.2914,-19305.6875,497.0445,2145000,68.27
430,430,65.74,692.3925,-19530.29296875,537.7454,2150000,66.45
431,431,64.95,662.498,-18559.669921875,533.4486,2155000,65.27
432,432,64.77,669.4509,-18927.634765625,522.9252,2160000,65.03
433,433,63.55,678.4172,-19255.251953125,539.3143,2165000,63.1
434,434,63.59,673.0231,-17738.5625,455.1901,2170000,65.31
435,435,66.78,664.3488,-17571.81640625,666.053,2175000,65.6
436,436,66.28,695.5141,-19520.904296875,1266.4811,2180000,66.76
437,437,67.18,704.0026,-19569.865234375,2061.7718,2185000,67.37
438,438,62.58,698.0417,-19639.48046875,755.3073,2190000,66.46
439,439,64.63,702.682,-19756.431640625,842.1134,2195000,67.37
440,440,67.8,715.4412,-19787.140625,939.6788,2200000,68.13
441,441,63.26,716.0927,-19765.396484375,916.5477,2205000,65.25
442,442,63.51,718.093,-19793.2265625,912.7317,2210000,65.02
443,443,63.72,687.6984,-19621.87109375,728.4331,2215000,64.73
444,444,64.11,688.3392,-19638.884765625,737.3727,2220000,64.28
445,445,64.31,720.5634,-19820.84375,754.9896,2225000,64.44
446,446,64.33,731.1225,-19840.07421875,1003.4346,2230000,64.16
447,447,64.53,763.8664,-19834.830078125,1003.9837,2235000,64.02
448,448,64.4,709.9334,-19812.0234375,892.2799,2240000,64.62
449,449,64.82,774.0273,-19861.15234375,1022.4746,2245000,64.64
450,450,63.91,744.6763,-19850.876953125,1317.3711,2250000,64.26
451,451,64.87,772.9542,-19867.447265625,1055.3143,2255000,65.02
452,452,63.92,727.5465,-19839.23046875,986.5168,2260000,64.87
453,453,64.56,685.3415,-19226.654296875,649.9463,2265000,64.51
454,454,64.29,683.0813,-18729.19921875,665.0439,2270000,64.59
455,455,64.21,676.4782,-18485.171875,577.3231,2275000,64.31
456,456,62.73,680.1683,-18512.005859375,520.6434,2280000,62.85
457,457,63.64,699.0755,-19422.19140625,753.0572,2285000,63.27
458,458,63.25,697.3427,-19775.3671875,669.3711,2290000,62.17
459,459,61.39,653.4119,-19437.4921875,517.7969,2295000,61.4
460,460,64.23,661.2276,-19812.970703125,528.4506,2300000,63.22
461,461,62.72,674.3567,-19776.431640625,622.1079,2305000,63.06
462,462,63.75,709.1342,-19882.142578125,612.2545,2310000,63.24
463,463,60.49,693.9197,-19763.349609375,585.8783,2315000,61.06
464,464,61.45,659.3942,-19635.861328125,684.0591,2320000,61.41
465,465,62.53,703.2586,-19877.23828125,1186.6783,2325000,61.78
466,466,60.72,710.5613,-19886.111328125,1068.127,2330000,62.46
467,467,62.79,669.0935,-19817.390625,867.2558,2335000,62.79
468,468,61.38,712.7273,-19900.2109375,874.4107,2340000,60.9
469,469,60.43,651.2069,-19879.390625,1145.148,2345000,60.6
470,470,61.39,603.1868,-19793.640625,839.862,2350000,60.45
471,471,329.32,591.753,-19578.34375,914.3194,2355000,326.37
472,472,307.49,582.56,-19288.7578125,699.82,2360000,307.45
473,473,290.14,525.0376,-18126.28125,679.8647,2365000,289.23
474,474,352.22,531.5769,-19507.111328125,542.8918,2370000,351.32
475,475,66.18,703.7169,-19821.365234375,1403.4713,2375000,66.18
476,476,358.25,489.2872,-17480.455078125,386.2493,2380000,369.97
477,477,389.7,502.1523,-16834.173828125,712.2302,2385000,403.92
478,478,459.86,500.4154,-17188.37890625,483.5211,2390000,460.48
479,479,290.32,518.8102,-16898.060546875,377.4102,2395000,282.27
480,480,301.19,499.1171,-15733.54296875,450.4296,2400000,307.84
481,481,487.0,475.8854,-16534.798828125,351.2429,2405000,455.12
482,482,313.71,519.4637,-16561.634765625,408.0976,2410000,317.33
483,483,357.06,496.8654,-15977.0625,297.6115,2415000,330.23
484,484,253.22,507.8492,-14781.7978515625,408.7938,2420000,279.8
485,485,149.95,542.7856,-14259.2001953125,831.3169,2425000,153.71
486,486,190.76,549.3807,-11651.646484375,469.2001,2430000,174.84
487,487,211.6,556.5485,-17421.990234375,480.1743,2435000,179.35
488,488,65.79,697.0019,-19179.583984375,761.0947,2440000,65.98
489,489,66.42,717.1318,-19727.150390625,820.8672,2445000,66.14
490,490,66.12,690.7153,-19379.6875,727.3007,2450000,64.46
491,491,67.19,673.7398,-19357.93359375,897.1959,2455000,66.66
492,492,66.87,707.3074,-19631.357421875,1091.7229,2460000,66.44
493,493,67.07,675.966,-19140.30078125,442.1838,2465000,65.17
494,494,63.6,677.3871,-18821.44921875,469.1754,2470000,63.83
495,495,61.73,673.1729,-17759.40625,478.1544,2475000,62.6
496,496,64.54,683.6387,-19390.580078125,427.5038,2480000,64.74
497,497,59.25,685.7311,-19138.908203125,854.3947,2485000,60.23
498,498,63.4,681.6551,-18836.45703125,477.8235,2490000,63.49
499,499,63.13,686.8543,-19399.849609375,602.7596,2495000,63.09
500,500,60.14,701.7042,-19606.220703125,994.607,2500000,62.35
501,501,63.7,679.6988,-19495.298828125,670.1307,2505000,63.61
502,502,63.75,681.7057,-19646.58203125,1050.1575,2510000,64.46
503,503,62.38,666.0577,-19531.935546875,484.2591,2515000,61.71
504,504,63.99,673.0115,-19478.0078125,512.9864,2520000,69.73
505,505,61.01,599.3197,-19597.853515625,749.4599,2525000,98.06
506,506,58.76,666.0444,-19541.35546875,630.8339,2530000,58.47
507,507,66.47,650.0316,-19523.845703125,527.4122,2535000,86.23
508,508,57.6,681.4785,-19414.046875,468.3162,2540000,58.43
509,509,55.42,685.0358,-19293.453125,518.0524,2545000,58.39
510,510,58.05,708.1015,-19727.451171875,489.3309,2550000,57.96
511,511,59.19,693.2741,-19726.255859375,676.6147,2555000,59.39
512,512,61.09,624.0937,-18907.005859375,644.7555,2560000,82.49
513,513,173.8,629.2198,-19594.845703125,1020.2846,2565000,120.9
514,514,60.3,859.9938,-19780.140625,1258.1974,2570000,61.01
515,515,57.11,875.5639,-19802.029296875,1549.9655,2575000,58.25
516,516,59.41,874.0684,-19804.55859375,1535.2465,2580000,59.45
517,517,59.88,874.756,-19825.146484375,1684.6055,2585000,59.85
518,518,58.01,872.6817,-19833.091796875,1747.5402,2590000,58.39
519,519,62.23,763.2398,-19807.142578125,1295.1917,2595000,61.39
520,520,62.3,693.6186,-19752.693359375,479.4668,2600000,60.86
521,521,61.67,668.1576,-19597.763671875,408.8777,2605000,61.36
522,522,63.18,688.6141,-19822.888671875,492.0647,2610000,62.78
523,523,61.67,685.466,-19725.88671875,545.472,2615000,62.56
524,524,62.27,689.4605,-19708.16796875,578.6294,2620000,62.54
525,525,62.84,688.8548,-19716.775390625,575.111,2625000,62.19
526,526,64.21,681.477,-19728.390625,506.7484,2630000,64.14
527,527,61.9,702.4084,-19697.57421875,707.4318,2635000,61.67
528,528,58.33,685.0295,-19748.26171875,616.528,2640000,59.4
529,529,61.58,700.1401,-19646.984375,1026.8342,2645000,61.95
530,530,62.62,711.1764,-19694.55859375,690.7594,2650000,63.21
531,531,63.83,695.0347,-19840.94921875,499.4205,2655000,63.15
532,532,63.39,709.7065,-19836.990234375,1187.381,2660000,62.21
533,533,61.0,686.5952,-19489.439453125,515.9106,2665000,61.11
534,534,61.49,692.189,-19530.177734375,607.606,2670000,61.5
535,535,61.51,666.9793,-19410.150390625,548.1766,2675000,61.61
536,536,60.9,695.9235,-19600.419921875,732.1254,2680000,60.58
537,537,58.46,695.2348,-19515.693359375,718.3416,2685000,60.13
538,538,61.57,694.7983,-19416.625,603.0344,2690000,61.01
539,539,61.42,696.4598,-19498.943359375,642.2858,2695000,60.9
540,540,58.21,685.2176,-19484.927734375,701.1921,2700000,59.04
541,541,62.7,710.5725,-19767.919921875,1067.7518,2705000,62.98
542,542,67.74,695.438,-19650.599609375,1097.609,2710000,66.39
543,543,59.03,698.9404,-19545.642578125,673.1642,2715000,59.5
544,544,59.4,692.0277,-19535.861328125,985.872,2720000,60.33
545,545,59.93,704.1552,-19714.1796875,1017.3074,2725000,60.33
546,546,59.46,686.5046,-19552.626953125,726.2875,2730000,59.82
547,547,61.32,694.6711,-19601.59375,881.4597,2735000,62.07
548,548,60.75,685.2613,-19572.0703125,746.306,2740000,60.91
549,549,60.78,679.1859,-19568.908203125,785.8021,2745000,61.68
550,550,63.71,686.7261,-19797.3671875,1001.2318,2750000,63.28
551,551,62.24,687.7855,-19786.119140625,1002.5034,2755000,62.34
552,552,62.61,700.1687,-19798.439453125,879.9462,2760000,62.29
553,553,63.7,689.1857,-19745.005859375,738.7579,2765000,63.36
554,554,63.53,678.831,-19464.81640625,614.8183,2770000,63.43
555,555,61.9,693.6358,-19628.41796875,1135.8188,2775000,61.89
556,556,61.9,697.5899,-19585.236328125,1027.0123,2780000,61.96
557,557,60.08,700.0385,-19768.169921875,799.5191,2785000,60.26
558,558,61.03,692.6268,-19613.267578125,708.9171,2790000,60.84
559,559,60.17,682.0858,-19501.259765625,845.5008,2795000,60.18
560,560,60.91,705.6239,-19844.537109375,1030.6594,2800000,60.95
561,561,60.82,686.4508,-19708.900390625,889.8095,2805000,60.62
562,562,60.17,698.9739,-19736.212890625,698.0288,2810000,60.19
563,563,60.17,665.0589,-19686.03515625,670.9713,2815000,60.18
564,564,62.12,693.1392,-19856.189453125,1065.793,2820000,62.16
565,565,58.56,684.1437,-19500.0078125,701.3772,2825000,58.55
566,566,58.95,691.7672,-19804.82421875,847.7881,2830000,59.05
567,567,59.2,695.3324,-19785.73046875,610.1901,2835000,58.92
568,568,58.96,677.9691,-19760.0703125,803.7531,2840000,59.0
569,569,58.72,679.6055,-19759.005859375,724.9583,2845000,58.83
570,570,58.55,689.2062,-19801.6328125,528.9961,2850000,58.6
571,571,58.99,696.9376,-19863.470703125,523.5946,2855000,59.18
572,572,58.55,683.6666,-19848.869140625,678.0832,2860000,58.59
573,573,58.55,682.5513,-19625.1953125,786.1404,2865000,58.58
574,574,61.65,685.6318,-19853.919921875,797.1762,2870000,61.49
575,575,59.27,700.8214,-19800.580078125,950.8663,2875000,59.29
576,576,61.6,693.1929,-19634.884765625,716.9591,2880000,61.54
577,577,59.22,688.91,-19878.58984375,915.9296,2885000,59.1
578,578,60.38,690.0777,-19746.6015625,901.6499,2890000,61.12
579,579,62.51,703.2079,-19790.767578125,1093.0388,2895000,62.0
580,580,62.34,696.6459,-19715.390625,944.7707,2900000,62.6
581,581,62.41,700.992,-19873.396484375,1105.4552,2905000,62.23
582,582,62.32,701.3873,-19725.76953125,820.636,2910000,62.64
583,583,62.1,704.8134,-19858.482421875,972.3396,2915000,61.9
584,584,63.11,707.6514,-19883.916015625,1238.0304,2920000,62.77
585,585,60.42,710.5523,-19882.171875,1119.251,2925000,60.37
586,586,61.33,717.0973,-19918.10546875,1565.6803,2930000,61.46
587,587,59.92,701.1183,-19847.912109375,591.9985,2935000,60.77
588,588,58.88,692.1257,-19861.216796875,1052.0876,2940000,59.81
589,589,59.1,708.6263,-19921.345703125,1644.0374,2945000,60.53
590,590,62.29,711.1155,-19907.333984375,1528.6353,2950000,62.66
591,591,57.47,696.0597,-19768.67578125,589.5813,2955000,58.24
592,592,60.33,692.7148,-19756.80078125,896.881,2960000,59.93
593,593,59.72,709.1713,-19774.763671875,829.4969,2965000,59.72
594,594,59.9,700.3065,-19856.357421875,592.479,2970000,59.95
595,595,63.38,699.1422,-19792.830078125,1229.1648,2975000,63.13
596,596,63.14,687.2107,-19754.5703125,770.143,2980000,62.91
597,597,60.87,692.083,-19823.005859375,677.1313,2985000,61.24
598,598,61.72,671.5014,-19795.28515625,854.2524,2990000,61.99
599,599,61.83,689.0234,-19875.4296875,648.8064,2995000,62.46
