Itration,Running Env Steps,Running Reverse KL,Running Forward KL,Real Det Return,Real Sto Return,Reward Loss,Running Update Time
410,2050000,30.5405,75.1649,769.47,92.14,-19168.900390625,410
411,2055000,30.4283,76.1856,757.37,175.44,-19238.830078125,411
412,2060000,30.1398,72.666,913.36,111.07,-19037.1015625,412
413,2065000,30.5587,75.6942,694.85,210.71,-19265.28125,413
414,2070000,30.6249,75.3033,618.88,185.23,-19122.15625,414
415,2075000,30.6219,74.8893,848.18,165.44,-19177.287109375,415
416,2080000,30.5017,75.4899,619.49,180.67,-19186.109375,416
417,2085000,30.7361,75.7303,702.38,174.8,-19261.69921875,417
418,2090000,30.7381,74.816,720.1,208.0,-19256.748046875,418
419,2095000,30.1091,74.3337,736.66,131.03,-19238.228515625,419
420,2100000,30.4046,75.1307,738.2,192.97,-19055.884765625,420
421,2105000,29.8884,73.86,755.43,214.33,-19102.333984375,421
422,2110000,30.4642,75.9317,740.67,151.3,-19309.908203125,422
423,2115000,30.5702,76.2929,681.37,154.24,-19330.232421875,423
424,2120000,30.5048,76.5786,650.26,124.51,-19210.97265625,424
425,2125000,30.2128,76.0122,779.44,200.0,-19260.875,425
426,2130000,30.7637,76.1976,723.5,57.53,-19302.830078125,426
427,2135000,30.3848,74.6585,745.73,141.16,-19127.650390625,427
428,2140000,30.7243,75.0064,769.22,166.24,-19293.833984375,428
429,2145000,30.4985,75.5023,845.96,165.74,-19336.8671875,429
430,2150000,30.7246,75.5753,729.65,122.46,-19216.9453125,430
431,2155000,31.3409,75.6983,904.03,127.04,-19284.326171875,431
432,2160000,30.5192,74.7451,689.73,174.11,-19313.162109375,432
433,2165000,30.6937,75.0044,801.45,185.31,-19164.19140625,433
434,2170000,30.7972,75.1274,741.72,200.74,-19311.3984375,434
435,2175000,31.1409,75.0217,759.52,166.36,-19284.20703125,435
436,2180000,30.7717,75.7465,707.32,170.5,-19327.490234375,436
437,2185000,30.7975,75.5967,657.3,157.15,-19395.046875,437
438,2190000,30.8525,75.124,875.3,132.74,-19334.923828125,438
439,2195000,30.6252,75.8163,726.4,194.24,-19275.04296875,439
440,2200000,30.6766,76.2214,665.52,102.1,-19334.80078125,440
441,2205000,30.7118,76.0513,710.99,118.38,-19278.029296875,441
442,2210000,30.9741,75.8741,565.18,157.25,-19266.34375,442
443,2215000,30.8596,75.1735,647.88,110.36,-19302.341796875,443
444,2220000,30.2393,75.5708,672.99,99.96,-19257.751953125,444
445,2225000,30.3784,75.6663,666.08,99.73,-19339.263671875,445
446,2230000,30.455,74.5732,573.94,177.48,-19339.703125,446
447,2235000,30.216,76.0238,553.36,98.57,-19304.572265625,447
448,2240000,30.429,74.7616,685.43,136.76,-19344.7265625,448
449,2245000,29.9074,74.8629,641.28,185.57,-19329.265625,449
450,2250000,30.5868,74.5461,632.05,107.61,-19281.05078125,450
451,2255000,30.1879,74.014,664.87,122.23,-19267.57421875,451
452,2260000,30.5042,75.2648,645.74,146.98,-19401.068359375,452
453,2265000,30.7977,74.8034,608.49,124.55,-19362.873046875,453
454,2270000,30.1535,75.434,600.24,96.56,-19337.412109375,454
455,2275000,30.361,73.5939,432.31,143.23,-19337.19921875,455
456,2280000,31.0438,74.908,684.73,203.29,-19417.9296875,456
457,2285000,30.3981,74.5257,280.21,26.28,-19349.400390625,457
458,2290000,30.8404,74.6593,557.79,95.76,-19378.646484375,458
459,2295000,30.8113,74.9505,644.42,131.34,-19352.646484375,459
460,2300000,30.3288,73.9088,469.75,175.75,-19178.8671875,460
461,2305000,30.1861,74.5675,760.76,155.5,-19375.69140625,461
462,2310000,30.7294,74.8654,714.12,163.76,-19375.15234375,462
463,2315000,30.5131,75.9823,571.79,164.86,-19391.85546875,463
464,2320000,30.2331,75.1511,723.95,155.05,-19377.3515625,464
465,2325000,30.0644,75.0471,847.54,140.94,-19284.564453125,465
466,2330000,30.7791,75.761,668.75,207.92,-19475.46484375,466
467,2335000,30.6859,76.0529,752.96,116.58,-19449.787109375,467
468,2340000,30.1903,75.1734,695.45,182.97,-19364.994140625,468
469,2345000,30.4782,75.2226,714.41,143.43,-19408.306640625,469
470,2350000,30.4921,74.6834,618.48,142.67,-19380.171875,470
471,2355000,30.2483,75.015,736.97,183.0,-19419.591796875,471
472,2360000,30.4679,75.4332,705.22,149.13,-19369.4921875,472
473,2365000,30.1071,73.9502,869.97,99.42,-19316.203125,473
474,2370000,30.7807,75.2203,884.12,125.76,-19424.47265625,474
475,2375000,30.7017,75.7715,708.59,150.51,-19460.21484375,475
476,2380000,30.638,75.6396,441.52,184.87,-19342.60546875,476
477,2385000,30.3803,75.6638,467.21,136.46,-19403.48046875,477
478,2390000,29.8836,74.2806,689.64,166.34,-19325.1484375,478
479,2395000,30.5172,75.4231,521.59,126.17,-19439.525390625,479
480,2400000,30.6456,75.5163,701.74,151.4,-19457.01171875,480
481,2405000,30.3808,75.3923,545.05,117.94,-19451.701171875,481
482,2410000,30.1427,74.4526,603.29,168.04,-19329.091796875,482
483,2415000,30.4482,75.8062,535.72,274.36,-19429.935546875,483
484,2420000,31.0554,75.2695,695.85,31.25,-19411.41796875,484
485,2425000,30.5393,75.3155,579.51,194.21,-19442.39453125,485
486,2430000,30.5949,76.3519,425.67,70.94,-19431.396484375,486
487,2435000,30.3368,75.6263,323.68,189.72,-19447.892578125,487
488,2440000,30.1966,72.9862,420.63,167.33,-19264.119140625,488
489,2445000,30.7333,75.5148,809.94,117.1,-19453.396484375,489
490,2450000,30.4067,74.2276,853.07,173.38,-19374.6796875,490
491,2455000,30.2426,74.9091,750.18,78.47,-19421.638671875,491
492,2460000,30.3168,74.4869,752.31,96.11,-19435.123046875,492
493,2465000,30.4239,75.6778,745.97,176.61,-19452.134765625,493
494,2470000,30.4064,74.0131,781.26,115.89,-19341.12890625,494
495,2475000,30.4262,75.1397,571.83,162.39,-19499.671875,495
496,2480000,30.1653,75.1526,726.53,156.86,-19438.99609375,496
497,2485000,30.5623,75.2251,689.87,107.05,-19477.24609375,497
498,2490000,30.7261,75.0264,564.79,234.74,-19472.744140625,498
499,2495000,30.595,75.8757,733.64,145.48,-19503.26953125,499
500,2500000,30.5014,75.0343,490.14,138.66,-19502.16796875,500
501,2505000,30.6903,75.7867,508.29,161.34,-19496.525390625,501
502,2510000,30.4911,74.2228,720.55,145.51,-19370.880859375,502
503,2515000,30.8659,75.2209,596.39,161.42,-19456.822265625,503
504,2520000,30.4046,75.2273,818.61,155.41,-19468.26953125,504
505,2525000,30.3255,75.1347,125.88,92.72,-19353.533203125,505
506,2530000,30.3248,74.6142,630.73,170.01,-19483.05078125,506
507,2535000,30.0389,74.9294,606.93,148.48,-19493.33984375,507
