Reward Loss,Real Sto Return,Running Reverse KL,Real Det Return,Running Env Steps,Running Forward KL,Itration,Running Update Time
-4938.77490234375,4985.48,20.7171,5135.21,1915000,42.0766,383,383
-4837.01904296875,5009.1,20.5926,5064.43,1920000,42.153,384,384
-4738.94482421875,5016.72,22.1767,5053.14,1925000,42.0034,385,385
-4733.5498046875,4979.39,20.7946,5055.7,1930000,41.8755,386,386
-4994.87451171875,5037.57,21.7069,5067.52,1935000,42.1951,387,387
-4974.05224609375,4992.15,20.7883,5071.33,1940000,42.0474,388,388
-5130.84521484375,5004.16,20.6972,5070.7,1945000,41.8527,389,389
-5171.32958984375,4951.31,20.5511,4988.45,1950000,41.9968,390,390
-5320.1083984375,4977.55,20.6971,5027.25,1955000,41.6908,391,391
-5064.76806640625,4995.82,20.0954,5064.27,1960000,41.5502,392,392
-5343.3896484375,5099.26,20.8521,5229.58,1965000,41.8351,393,393
-5169.072265625,4969.49,20.1063,5139.55,1970000,42.0082,394,394
-5118.0478515625,5026.01,19.3691,5150.77,1975000,42.0939,395,395
-5236.59130859375,5023.92,20.3175,5067.7,1980000,41.8634,396,396
-5175.02099609375,4995.64,20.4464,5111.44,1985000,41.9566,397,397
-5367.32470703125,5061.4,20.9452,5105.24,1990000,42.2346,398,398
-5377.78271484375,4774.21,19.5375,5140.17,1995000,41.8666,399,399
-5471.35888671875,5011.6,21.1369,5163.77,2000000,42.3965,400,400
-5545.681640625,4984.81,19.9634,5076.08,2005000,41.8853,401,401
-5692.44677734375,4969.71,20.8106,5075.09,2010000,42.1591,402,402
-5521.66259765625,4768.15,21.0309,5103.35,2015000,42.6908,403,403
-5381.58203125,5006.03,20.929,5048.57,2020000,41.5829,404,404
-5660.98583984375,5037.65,20.8611,5115.25,2025000,42.6311,405,405
-5626.28759765625,5015.85,21.0336,5119.52,2030000,42.4993,406,406
-5611.69970703125,4935.0,21.204,5034.15,2035000,42.4489,407,407
-5645.76025390625,5030.67,20.8887,5150.69,2040000,42.3144,408,408
-5738.16845703125,5013.35,20.8528,5050.84,2045000,42.3004,409,409
-5622.80517578125,4849.37,21.3706,5127.8,2050000,42.4742,410,410
-5785.28515625,4907.27,20.9378,5023.04,2055000,42.3665,411,411
-5962.5703125,4984.13,21.2155,5024.24,2060000,42.4077,412,412
-5969.6357421875,4994.5,21.0083,5015.02,2065000,42.5466,413,413
-5878.15576171875,4884.91,20.0219,5117.65,2070000,42.7318,414,414
-6115.97021484375,5015.09,20.9097,5037.31,2075000,42.4364,415,415
-5843.32275390625,4706.34,19.8462,5191.75,2080000,42.2231,416,416
-5963.43994140625,5023.11,20.6564,5108.87,2085000,42.4597,417,417
-6100.07568359375,5072.68,20.6159,5204.45,2090000,42.2146,418,418
-6048.375,5054.36,20.6849,5143.97,2095000,42.3123,419,419
-6310.0927734375,5056.82,21.1064,5162.93,2100000,42.7267,420,420
-6263.97802734375,5067.28,21.5175,5172.58,2105000,42.9666,421,421
-6098.08837890625,5060.3,20.8193,5167.45,2110000,42.2974,422,422
-6339.2724609375,5016.58,21.442,5089.11,2115000,42.5009,423,423
-6521.51123046875,5004.66,21.7611,5074.05,2120000,43.0288,424,424
-6205.5849609375,5031.62,20.7568,5077.59,2125000,42.536,425,425
-6305.25830078125,4966.63,21.7986,5057.74,2130000,42.9149,426,426
-6429.21533203125,5042.22,21.5057,5137.08,2135000,42.9403,427,427
-6548.640625,5017.42,21.6652,5019.91,2140000,43.3268,428,428
-6266.3076171875,4988.91,21.1788,5082.71,2145000,42.7197,429,429
-6306.638671875,5041.66,20.6407,5164.41,2150000,42.0595,430,430
