Real Sto Return,Itration,Running Env Steps,Running Forward KL,Running Reverse KL,Reward Loss,Real Det Return,Running Update Time
71.06,402,2010000,683.4459,766.4188,-96815.9609375,71.15,402
65.08,403,2015000,733.1314,727.0114,-98778.2890625,65.09,403
53.75,404,2020000,687.8189,555.5761,-97237.0234375,53.72,404
56.05,405,2025000,695.4413,538.3633,-98387.328125,55.99,405
56.55,406,2030000,693.6483,505.1222,-95985.9296875,56.8,406
57.29,407,2035000,692.4143,755.2111,-97746.09375,57.33,407
58.31,408,2040000,695.3637,918.7679,-97955.71875,56.93,408
56.42,409,2045000,698.4091,655.4811,-96895.375,55.83,409
59.96,410,2050000,679.9415,819.2798,-94715.9921875,59.76,410
60.18,411,2055000,690.3767,367.5191,-92920.96875,60.1,411
60.08,412,2060000,708.6536,938.7931,-98399.140625,60.14,412
68.72,413,2065000,693.9201,489.6157,-96414.5703125,63.9,413
63.6,414,2070000,703.2532,450.6249,-98078.15625,63.72,414
63.26,415,2075000,686.1315,607.8337,-97828.2734375,62.14,415
63.01,416,2080000,690.0045,370.8722,-97835.3671875,63.96,416
57.65,417,2085000,711.8011,392.4342,-98924.078125,57.45,417
56.67,418,2090000,719.5772,447.612,-99122.9609375,56.32,418
52.81,419,2095000,711.5952,390.4508,-97938.3671875,52.58,419
56.07,420,2100000,724.4181,429.9889,-99078.2421875,56.3,420
52.28,421,2105000,700.9984,370.571,-97892.8828125,52.04,421
54.97,422,2110000,697.8618,383.6252,-98411.8828125,55.26,422
54.94,423,2115000,695.6579,335.0671,-98571.296875,54.32,423
54.41,424,2120000,676.8487,330.8404,-96778.359375,54.33,424
54.98,425,2125000,662.1183,355.194,-95047.21875,55.48,425
54.09,426,2130000,674.6845,313.2399,-97688.9765625,54.12,426
54.09,427,2135000,673.63,318.8135,-96959.671875,54.16,427
54.08,428,2140000,712.8566,582.2624,-99354.8828125,53.8,428
56.2,429,2145000,725.3097,736.925,-99513.875,56.21,429
53.79,430,2150000,680.262,329.9488,-98649.9921875,54.21,430
54.06,431,2155000,691.6419,397.5542,-98502.1015625,54.09,431
55.59,432,2160000,696.6179,404.0541,-98546.6796875,56.1,432
55.71,433,2165000,710.8191,442.2924,-99007.453125,55.88,433
55.26,434,2170000,701.2206,976.2166,-99209.6640625,55.78,434
55.4,435,2175000,709.7576,2409.4768,-99396.90625,55.41,435
54.91,436,2180000,707.3714,790.457,-99238.4921875,54.92,436
55.73,437,2185000,710.9352,491.8619,-98746.0390625,55.69,437
55.49,438,2190000,693.8625,748.7984,-98674.8515625,55.51,438
114.94,439,2195000,630.903,402.245,-98432.0078125,114.97,439
86.12,440,2200000,648.8085,574.8122,-98539.640625,85.67,440
157.29,441,2205000,657.3699,511.4881,-98769.921875,157.38,441
54.22,442,2210000,703.8398,421.5897,-98582.609375,54.14,442
62.09,443,2215000,669.8323,431.6664,-98837.96875,61.75,443
53.12,444,2220000,685.3715,709.0599,-98851.109375,52.86,444
52.97,445,2225000,680.9402,1091.6517,-98242.1328125,52.84,445
53.52,446,2230000,690.6942,563.6585,-98030.5703125,53.55,446
54.92,447,2235000,665.6278,387.148,-98414.046875,54.92,447
54.67,448,2240000,716.6655,435.0293,-98802.796875,54.61,448
52.41,449,2245000,693.0214,598.2264,-98578.2734375,52.11,449
53.62,450,2250000,648.7398,337.2431,-96925.5546875,53.61,450
53.26,451,2255000,688.1113,381.5774,-98466.46875,53.13,451
50.82,452,2260000,684.2484,396.0904,-97154.421875,50.82,452
50.98,453,2265000,661.9571,367.7834,-95981.3359375,51.01,453
52.71,454,2270000,665.5352,454.0801,-94971.6171875,52.72,454
50.7,455,2275000,678.9263,392.4906,-97551.046875,50.78,455
51.17,456,2280000,674.9359,451.2043,-97099.328125,50.8,456
51.63,457,2285000,704.9126,406.4255,-96804.65625,52.08,457
51.15,458,2290000,707.3622,547.5608,-98421.7109375,51.13,458
51.13,459,2295000,718.3657,453.5327,-97814.1015625,51.15,459
52.55,460,2300000,689.8579,414.7324,-98362.59375,53.01,460
53.58,461,2305000,653.0688,375.3001,-96718.609375,53.79,461
53.19,462,2310000,655.4233,601.3793,-96718.078125,53.26,462
55.31,463,2315000,661.5391,404.9124,-96555.0625,55.11,463
54.48,464,2320000,668.4476,363.1025,-93560.8125,54.09,464
53.15,465,2325000,663.0411,700.6937,-95112.1796875,53.32,465
53.14,466,2330000,644.8872,563.8802,-96344.6796875,53.38,466
55.55,467,2335000,651.5089,407.1492,-96341.75,55.74,467
52.63,468,2340000,617.2589,367.0667,-86692.7265625,51.63,468
54.46,469,2345000,624.4283,405.7462,-95055.9375,53.17,469
51.58,470,2350000,639.3833,458.1692,-94331.515625,51.02,470
51.15,471,2355000,629.283,442.6259,-96253.90625,51.37,471
53.3,472,2360000,618.2349,503.5928,-88321.3125,53.26,472
53.47,473,2365000,632.7857,392.5334,-87968.7890625,53.7,473
52.03,474,2370000,625.5496,547.1557,-88198.6796875,51.81,474
53.33,475,2375000,650.2093,495.9774,-93116.25,53.18,475
53.86,476,2380000,626.7893,426.1994,-96394.828125,53.85,476
54.4,477,2385000,637.2241,499.5224,-96658.8984375,54.17,477
55.32,478,2390000,626.2092,400.8255,-94392.59375,55.37,478
53.87,479,2395000,641.8227,631.4217,-96550.859375,53.84,479
51.63,480,2400000,631.2817,368.8895,-90187.625,50.91,480
51.54,481,2405000,649.6891,431.2164,-97301.328125,52.33,481
54.89,482,2410000,634.8806,529.9197,-95357.78125,55.65,482
54.62,483,2415000,641.0086,531.4344,-94611.71875,54.53,483
54.6,484,2420000,651.1159,725.3348,-95079.7109375,54.36,484
54.91,485,2425000,648.2061,687.6243,-93649.59375,55.36,485
51.57,486,2430000,655.9616,510.4619,-95556.65625,51.8,486
53.67,487,2435000,626.7446,527.2321,-94827.609375,53.45,487
55.06,488,2440000,645.6908,420.8828,-94857.484375,55.28,488
54.24,489,2445000,629.629,428.3209,-95332.53125,54.24,489
53.87,490,2450000,648.6718,437.898,-97191.2265625,54.07,490
53.59,491,2455000,644.2292,400.3773,-95291.625,54.16,491
52.28,492,2460000,623.7989,625.5063,-94371.265625,52.25,492
53.68,493,2465000,604.6355,392.1709,-93964.5390625,53.92,493
52.09,494,2470000,616.6295,392.9577,-95275.15625,52.03,494
53.93,495,2475000,616.4697,399.1201,-93826.609375,53.9,495
52.91,496,2480000,601.7805,388.0705,-93925.6796875,53.09,496
51.09,497,2485000,601.0397,404.3226,-93424.5234375,51.09,497
51.95,498,2490000,605.1538,383.6865,-92787.0859375,51.73,498
51.8,499,2495000,608.3454,382.105,-91090.1953125,51.27,499
50.87,500,2500000,606.1701,389.3377,-94667.9453125,50.39,500
51.42,501,2505000,615.2864,394.6972,-93891.6171875,51.43,501
51.21,502,2510000,596.3047,394.3082,-93950.4765625,51.21,502
50.99,503,2515000,635.6006,385.0733,-94078.265625,51.28,503
53.87,504,2520000,614.4386,383.1079,-94083.78125,53.86,504
50.69,505,2525000,610.5313,394.3834,-94364.9375,50.69,505
51.22,506,2530000,621.1765,495.9184,-89055.0,51.23,506
53.29,507,2535000,629.6841,367.9851,-91777.3359375,52.82,507
52.35,508,2540000,621.9178,343.7701,-89507.71875,52.12,508
53.54,509,2545000,623.209,360.2818,-92228.21875,53.27,509
54.17,510,2550000,628.4045,352.0435,-92213.984375,53.97,510
52.11,511,2555000,617.7488,382.8562,-90595.3203125,52.1,511
51.49,512,2560000,615.2341,419.9338,-94821.0546875,51.49,512
51.35,513,2565000,610.9358,374.0882,-89200.234375,51.35,513
51.29,514,2570000,603.8489,382.7414,-88782.265625,51.29,514
51.14,515,2575000,593.9839,350.1082,-91568.78125,51.13,515
51.4,516,2580000,604.011,344.4346,-92188.109375,51.4,516
51.46,517,2585000,611.0158,361.5348,-88492.140625,51.46,517
51.4,518,2590000,626.2095,396.2038,-93270.3359375,51.4,518
51.45,519,2595000,605.1609,390.904,-93706.0078125,51.45,519
51.26,520,2600000,595.9293,369.9366,-92535.3125,51.31,520
51.03,521,2605000,651.9143,421.0538,-96694.6953125,51.04,521
51.05,522,2610000,636.8335,370.8731,-94190.875,51.08,522
51.31,523,2615000,643.7975,451.0322,-95146.1484375,51.3,523
51.32,524,2620000,632.619,480.3886,-94784.921875,51.33,524
51.33,525,2625000,657.2594,484.277,-96029.1875,51.33,525
51.31,526,2630000,646.092,406.6114,-96346.2578125,51.18,526
51.31,527,2635000,652.6255,382.8169,-97332.53125,51.31,527
51.33,528,2640000,676.4014,402.188,-97990.09375,51.33,528
51.32,529,2645000,663.3735,425.5225,-97779.234375,51.3,529
51.33,530,2650000,654.873,399.5446,-96628.296875,51.33,530
51.32,531,2655000,627.0673,398.0278,-95698.6796875,51.33,531
51.04,532,2660000,665.1323,420.7766,-97242.9453125,51.26,532
51.31,533,2665000,661.902,390.2811,-96226.71875,51.34,533
51.33,534,2670000,640.3436,385.5172,-92182.3828125,51.33,534
50.97,535,2675000,640.2067,578.1416,-93765.1328125,50.97,535
51.3,536,2680000,649.77,442.933,-95288.7734375,51.31,536
50.98,537,2685000,641.8366,391.8029,-95304.9921875,50.98,537
50.97,538,2690000,620.5429,407.1266,-96852.5234375,50.97,538
51.11,539,2695000,613.5432,673.0647,-90580.859375,51.12,539
50.97,540,2700000,611.6385,564.991,-90292.359375,50.97,540
51.02,541,2705000,621.801,359.9933,-88833.5859375,51.03,541
51.44,542,2710000,607.7358,595.6518,-88842.234375,50.98,542
50.97,543,2715000,636.5702,388.6748,-92450.6640625,50.97,543
51.44,544,2720000,610.0726,382.6281,-91781.5390625,51.2,544
52.51,545,2725000,610.3792,390.7898,-94162.234375,52.51,545
51.74,546,2730000,580.0355,347.9263,-87824.375,51.76,546
51.14,547,2735000,580.3345,745.8921,-86202.5625,50.87,547
51.8,548,2740000,609.5054,377.0987,-86421.875,51.82,548
52.27,549,2745000,590.6902,467.6907,-83166.8515625,52.03,549
52.05,550,2750000,633.0387,511.9436,-94876.578125,52.13,550
51.68,551,2755000,625.9368,387.1875,-91069.03125,51.42,551
51.77,552,2760000,617.934,403.2798,-90766.859375,51.8,552
51.16,553,2765000,641.3954,1049.1054,-95928.359375,51.16,553
51.85,554,2770000,622.3359,413.523,-96095.25,51.16,554
50.95,555,2775000,659.4384,527.6668,-97787.765625,50.96,555
50.86,556,2780000,593.2137,748.4106,-91018.15625,50.96,556
52.03,557,2785000,618.9705,412.2085,-95426.4921875,51.82,557
51.2,558,2790000,633.1263,757.8452,-94108.34375,51.0,558
51.01,559,2795000,624.917,419.4049,-90492.890625,50.91,559
51.11,560,2800000,634.0197,941.4865,-94045.609375,51.09,560
51.12,561,2805000,640.0051,413.3565,-92837.90625,51.17,561
51.29,562,2810000,614.9634,414.3646,-94743.9375,51.1,562
51.1,563,2815000,630.2253,800.9242,-92755.1171875,51.09,563
51.09,564,2820000,639.266,850.9247,-95493.140625,50.99,564
50.97,565,2825000,644.8684,471.7847,-96873.203125,51.07,565
51.08,566,2830000,647.4457,1405.5965,-97115.9765625,51.09,566
51.73,567,2835000,615.5636,473.5453,-94166.9609375,52.24,567
50.92,568,2840000,634.5875,493.2223,-96101.84375,50.92,568
51.07,569,2845000,648.6294,552.854,-97446.7578125,51.07,569
50.77,570,2850000,625.0068,960.453,-93588.8046875,50.72,570
51.1,571,2855000,638.9138,1031.0771,-90874.1171875,51.09,571
51.05,572,2860000,610.342,641.5133,-94818.5625,51.09,572
50.78,573,2865000,609.2554,750.6557,-94103.5546875,50.73,573
51.08,574,2870000,631.5483,443.4277,-96852.34375,51.08,574
51.02,575,2875000,636.3368,656.1863,-96362.421875,50.97,575
51.03,576,2880000,653.7723,1193.2403,-97618.671875,51.01,576
51.94,577,2885000,630.9238,1478.9052,-95018.1015625,51.94,577
51.04,578,2890000,634.9534,894.8397,-96404.828125,51.28,578
51.99,579,2895000,632.2848,944.7148,-94186.0703125,52.21,579
52.0,580,2900000,614.3955,1167.017,-95229.046875,52.24,580
51.17,581,2905000,649.9415,806.9939,-96374.984375,51.19,581
51.5,582,2910000,630.5509,727.4909,-96686.25,51.03,582
51.32,583,2915000,637.1462,861.55,-96701.53125,51.33,583
51.02,584,2920000,632.0388,945.0526,-94613.65625,51.02,584
51.27,585,2925000,620.6989,439.9385,-97245.3046875,51.04,585
51.09,586,2930000,613.8072,1171.1446,-95574.828125,51.07,586
51.3,587,2935000,629.0756,1398.498,-95573.5234375,51.09,587
51.0,588,2940000,629.1649,786.0928,-95943.8203125,51.0,588
51.3,589,2945000,642.4187,717.3836,-97909.2265625,51.05,589
51.22,590,2950000,636.5383,1129.8442,-97530.5078125,51.22,590
51.17,591,2955000,657.9065,1582.8388,-96929.84375,51.2,591
51.21,592,2960000,639.7023,1197.2885,-97353.671875,51.2,592
51.17,593,2965000,641.9954,1079.5196,-96113.8671875,51.14,593
51.16,594,2970000,638.7185,1615.3868,-95675.734375,51.19,594
51.19,595,2975000,610.673,873.8696,-93377.4453125,51.19,595
51.18,596,2980000,618.4287,1542.93,-96110.0390625,51.19,596
51.19,597,2985000,607.1139,869.8242,-95720.8203125,51.21,597
51.13,598,2990000,632.8671,1365.0289,-96051.7890625,51.14,598
51.19,599,2995000,649.023,1752.618,-96701.1953125,51.19,599
