Running Update Time,Running Env Steps,Running Reverse KL,Real Sto Return,Itration,Running Forward KL,Reward Loss,Real Det Return
386,1930000,17.4869,4945.24,386,38.2022,-16355.693359375,5175.67
387,1935000,18.4342,4985.44,387,38.1329,-16227.146484375,5233.04
388,1940000,17.1414,4994.69,388,37.9246,-16263.7138671875,5225.36
389,1945000,20.6958,5002.02,389,38.0498,-16553.5703125,5250.68
390,1950000,19.8694,4975.55,390,38.4624,-16425.380859375,5236.86
391,1955000,18.3527,4811.51,391,38.4177,-16417.537109375,5217.2
392,1960000,17.3653,4824.97,392,37.9063,-15832.84765625,5196.69
393,1965000,18.5597,4987.73,393,38.4016,-16565.94140625,4633.36
394,1970000,17.1381,5025.95,394,38.2212,-16047.9892578125,5215.35
395,1975000,17.9496,5055.08,395,37.7516,-15682.349609375,5232.81
396,1980000,18.3638,4862.51,396,37.8801,-16269.224609375,5256.52
397,1985000,21.7868,5029.18,397,38.3471,-16237.548828125,5208.71
398,1990000,20.0625,5025.2,398,38.0678,-16490.296875,5259.33
399,1995000,21.4719,5058.51,399,38.8327,-16734.1640625,5262.3
400,2000000,19.621,5072.69,400,37.5775,-16370.041015625,5224.27
401,2005000,17.7886,5020.46,401,37.3281,-16098.201171875,5146.51
402,2010000,17.1691,5068.83,402,37.7844,-16156.078125,5068.94
403,2015000,16.8455,5028.29,403,37.3203,-15772.283203125,5238.2
404,2020000,16.7408,5103.34,404,36.9196,-15532.806640625,5279.95
405,2025000,16.4576,5051.86,405,37.3166,-15672.4677734375,5174.71
406,2030000,15.327,5021.95,406,36.4146,-14438.2890625,5162.47
407,2035000,15.9539,5031.6,407,36.944,-14725.6943359375,5175.27
408,2040000,15.861,5030.23,408,36.9237,-15383.7333984375,5140.36
409,2045000,16.0703,5049.78,409,37.4126,-15353.1259765625,5200.24
410,2050000,16.3182,5064.56,410,37.4434,-15646.1689453125,5187.44
411,2055000,15.479,5052.19,411,36.4869,-14997.587890625,5192.85
412,2060000,15.9338,5018.16,412,36.846,-15752.5166015625,5204.84
413,2065000,16.4595,5063.49,413,36.5974,-15809.6376953125,5211.33
414,2070000,16.1704,5067.96,414,36.9123,-15487.47265625,5269.43
415,2075000,15.74,4991.91,415,36.4741,-15329.4091796875,5195.04
416,2080000,16.1747,5117.04,416,37.0476,-15925.232421875,5326.68
417,2085000,16.6012,5005.93,417,37.3036,-16215.2490234375,5278.91
418,2090000,15.5797,5076.25,418,37.1113,-15299.041015625,5283.82
419,2095000,16.0509,5013.25,419,36.9363,-16169.84375,5341.33
420,2100000,15.8388,5069.15,420,37.3424,-15625.7958984375,5209.54
421,2105000,16.3696,5012.27,421,36.9197,-16051.6787109375,5360.49
422,2110000,15.8222,5013.99,422,36.6407,-16225.34375,5293.13
423,2115000,15.1746,5049.96,423,36.6345,-16204.9228515625,5206.27
424,2120000,15.6412,4938.75,424,37.0101,-16709.87109375,5241.94
425,2125000,15.9842,5066.99,425,37.1797,-16569.439453125,5299.59
426,2130000,16.7333,5098.34,426,36.8558,-16193.708984375,5282.14
427,2135000,15.8662,5069.64,427,36.5393,-15993.08984375,5264.77
428,2140000,15.4066,5024.31,428,36.628,-15825.8876953125,5201.93
429,2145000,16.0516,5064.81,429,36.5854,-16540.23828125,5222.5
430,2150000,16.0738,5088.12,430,37.2304,-16945.826171875,5267.38
431,2155000,15.9591,5059.53,431,36.4734,-17047.25,5254.12
432,2160000,17.0843,5078.03,432,37.0599,-17221.919921875,5239.59
433,2165000,17.3486,5098.19,433,37.2828,-17350.234375,5323.0
434,2170000,17.1936,5040.98,434,37.6397,-17582.453125,5237.58
435,2175000,17.3816,5056.57,435,37.8962,-18853.06640625,5255.15
436,2180000,17.7842,5007.56,436,38.9603,-19696.748046875,5161.93
437,2185000,18.8535,4996.76,437,39.0874,-19689.91796875,5207.49
438,2190000,32.5099,3126.45,438,42.1092,-21306.359375,881.18
439,2195000,67.7236,-4.5,439,43.2647,-25067.146484375,-3.04
440,2200000,26.5088,3222.54,440,39.7818,-20326.52734375,4028.05
441,2205000,21.313,5007.18,441,38.7974,-18191.2109375,5105.45
442,2210000,18.0924,5019.91,442,37.5502,-16731.896484375,5155.22
443,2215000,18.1426,4887.11,443,38.2782,-19127.310546875,5234.32
444,2220000,18.3902,4931.03,444,38.8754,-19675.115234375,5170.66
445,2225000,17.8619,4778.2,445,38.9627,-18303.2578125,4907.11
446,2230000,18.356,4963.4,446,38.3923,-19522.50390625,5135.72
447,2235000,18.2282,5001.05,447,37.8007,-17906.84765625,5092.25
448,2240000,18.5434,4935.81,448,38.2031,-18473.048828125,4975.7
449,2245000,18.6107,4807.89,449,37.9672,-18542.01953125,4357.11
450,2250000,18.433,5015.13,450,37.9208,-19354.2890625,5130.16
451,2255000,18.6602,4672.94,451,38.4867,-19109.853515625,2212.7
452,2260000,18.6837,4683.99,452,37.9819,-19340.318359375,5239.3
453,2265000,17.0305,5064.8,453,37.7663,-20410.0,3873.45
454,2270000,17.6609,4718.66,454,37.6665,-18892.8828125,5180.94
455,2275000,18.508,4934.72,455,37.4716,-19502.544921875,5278.4
456,2280000,18.0402,4784.63,456,37.0688,-19282.33984375,5294.4
457,2285000,17.8984,5118.43,457,37.4899,-18513.205078125,5350.4
458,2290000,17.6367,4923.08,458,37.342,-18553.673828125,5345.49
459,2295000,17.2081,5086.08,459,37.1065,-18648.0078125,5262.62
460,2300000,17.4709,5101.98,460,37.5563,-18636.951171875,5300.73
461,2305000,17.8998,5105.0,461,37.7499,-18661.37890625,5317.12
462,2310000,16.5,5088.17,462,36.8937,-18320.744140625,5284.03
463,2315000,17.7974,5118.8,463,37.311,-19267.49609375,5354.75
464,2320000,17.1995,5085.55,464,37.1722,-19079.65234375,5287.52
465,2325000,16.7975,5066.71,465,36.1704,-17585.705078125,5241.97
466,2330000,15.2076,5064.83,466,37.4904,-19673.91015625,5297.3
467,2335000,16.7747,4911.78,467,37.4306,-19148.873046875,5333.82
468,2340000,15.8183,5055.75,468,37.051,-18396.22265625,5278.51
469,2345000,16.0006,5055.42,469,36.7105,-17346.46875,5221.62
470,2350000,16.3322,4930.39,470,36.9562,-18199.046875,5322.43
471,2355000,16.5029,5111.53,471,36.8564,-18165.044921875,5329.38
472,2360000,18.2873,5100.73,472,37.2983,-18674.169921875,5339.49
473,2365000,15.995,5080.85,473,36.9818,-17882.26171875,5287.1
474,2370000,16.6061,5129.07,474,37.0025,-18258.162109375,5325.6
475,2375000,16.2075,5073.7,475,37.2843,-18969.388671875,5323.76
476,2380000,15.7292,5070.73,476,36.1778,-18093.3515625,5283.36
477,2385000,16.1297,5107.45,477,36.6715,-18360.57421875,5268.3
478,2390000,16.6154,5155.45,478,36.8423,-18685.98828125,5341.66
479,2395000,16.7512,5139.01,479,37.199,-19167.669921875,5346.37
480,2400000,15.8577,5123.95,480,36.8382,-18429.162109375,5345.11
481,2405000,16.2574,5136.61,481,35.9265,-18508.75390625,5303.48
482,2410000,16.0622,5140.43,482,36.675,-18781.28125,5359.27
483,2415000,16.2562,5178.77,483,36.4884,-18854.248046875,5414.07
484,2420000,16.172,5149.55,484,36.8633,-18853.5859375,5360.86
485,2425000,16.2117,5152.72,485,36.6226,-18690.94921875,5384.0
486,2430000,16.4177,5192.33,486,36.4912,-18673.623046875,5415.03
487,2435000,16.373,5130.87,487,36.741,-19154.97265625,5316.44
488,2440000,15.4584,5141.27,488,36.0489,-17816.69921875,5323.73
489,2445000,16.5992,5185.58,489,36.7526,-18575.84375,5374.43
490,2450000,15.8501,5131.51,490,35.8737,-18139.28125,5310.19
491,2455000,16.2925,5136.2,491,36.5579,-18206.73828125,5310.35
492,2460000,15.7269,5138.85,492,36.1531,-18689.416015625,5325.36
493,2465000,16.0615,5174.29,493,35.993,-17752.5859375,5338.23
494,2470000,15.3213,5119.24,494,35.9124,-17626.056640625,5303.25
495,2475000,15.9941,5145.24,495,36.455,-18745.095703125,5343.25
496,2480000,16.2887,5160.8,496,36.3487,-18831.3984375,5361.04
497,2485000,16.2489,5166.91,497,35.7138,-17322.544921875,5318.92
498,2490000,16.1509,5151.15,498,36.0127,-17643.087890625,5307.68
499,2495000,16.1804,5130.36,499,36.4675,-18492.330078125,5281.31
500,2500000,15.8491,5163.18,500,35.8096,-18043.904296875,5323.26
501,2505000,16.481,5125.52,501,36.1384,-18254.34765625,5317.1
502,2510000,15.9479,5128.05,502,36.4404,-18646.67578125,5319.42
503,2515000,15.6778,5126.03,503,36.092,-18869.599609375,5329.93
504,2520000,15.9478,5110.56,504,36.579,-17910.357421875,5237.5
505,2525000,16.2087,5149.68,505,35.3771,-17676.80859375,5254.14
506,2530000,15.3815,5114.78,506,36.0449,-19098.697265625,5332.76
507,2535000,15.1838,5112.7,507,35.8049,-18164.095703125,5229.7
508,2540000,15.289,5115.51,508,36.1291,-18165.6484375,5307.43
509,2545000,16.2056,5147.46,509,36.4074,-18063.66796875,5306.97
510,2550000,15.7643,5144.37,510,36.2781,-17431.6171875,5272.1
511,2555000,15.6956,5151.92,511,35.8342,-18414.373046875,5317.13
512,2560000,15.5239,5098.89,512,35.6659,-18524.220703125,5303.71
513,2565000,15.9564,5123.01,513,35.8279,-19142.046875,5308.69
514,2570000,15.4317,5124.71,514,36.2885,-18775.37890625,5314.83
515,2575000,15.6001,5110.7,515,35.9933,-18468.00390625,5291.37
516,2580000,16.0197,5137.04,516,36.3015,-18597.15625,5348.51
517,2585000,15.8487,5111.27,517,36.3542,-18963.59375,5253.73
518,2590000,16.4697,5125.6,518,36.2541,-19396.640625,5325.55
519,2595000,15.8401,5143.88,519,35.9436,-18728.53515625,5289.64
520,2600000,16.0705,5181.24,520,35.8551,-18924.80078125,5355.2
521,2605000,15.3626,5119.35,521,36.112,-17923.4609375,5220.13
522,2610000,15.2297,5155.09,522,35.8431,-18534.810546875,5333.54
523,2615000,16.0623,5141.51,523,36.4637,-20095.80859375,5349.04
524,2620000,16.2385,5170.76,524,36.0001,-18767.021484375,5404.85
525,2625000,15.9566,5164.53,525,36.5724,-18933.3359375,5359.39
526,2630000,15.9451,5194.95,526,36.1668,-19205.138671875,5406.64
527,2635000,16.3576,5231.83,527,36.0181,-18873.015625,5428.38
528,2640000,16.0822,5130.75,528,35.8755,-19170.5546875,5266.85
529,2645000,16.4206,5182.85,529,36.0818,-18930.025390625,5405.02
530,2650000,16.5899,5162.34,530,35.8727,-18853.32421875,5290.21
531,2655000,16.1042,5107.21,531,36.5319,-19509.322265625,5253.12
532,2660000,16.1692,5169.11,532,36.0972,-19002.638671875,5363.02
533,2665000,16.6485,5192.82,533,36.0039,-19838.91015625,5420.88
534,2670000,15.5763,5179.7,534,35.4938,-19535.021484375,5371.8
535,2675000,15.5326,5123.04,535,36.3495,-19165.583984375,5308.15
536,2680000,16.4,5165.84,536,36.0278,-20338.00390625,5393.0
537,2685000,15.7393,5140.34,537,36.3947,-19711.240234375,5341.63
538,2690000,15.7318,5171.34,538,36.4911,-20054.69140625,5339.02
539,2695000,16.3264,5137.72,539,36.4289,-20684.599609375,5359.99
540,2700000,15.8288,5167.34,540,36.1256,-19692.751953125,5385.98
541,2705000,15.8629,5163.56,541,36.0335,-19730.46875,5299.9
542,2710000,16.2912,5158.31,542,35.4836,-18954.080078125,5342.82
543,2715000,16.0481,5135.79,543,36.0007,-20502.9140625,5290.3
544,2720000,16.0579,5144.03,544,36.3684,-20191.4921875,5223.95
545,2725000,16.5491,5143.67,545,35.9752,-19980.123046875,5249.52
546,2730000,16.2468,5131.02,546,36.0983,-19735.79296875,5287.62
547,2735000,15.4633,5096.33,547,36.0483,-20823.83984375,5230.96
548,2740000,15.7976,5146.94,548,36.1957,-19468.265625,5271.79
549,2745000,16.3439,5155.24,549,36.0381,-20543.171875,5297.39
550,2750000,15.7761,5160.93,550,35.121,-19648.048828125,5295.43
551,2755000,16.6472,4949.17,551,35.4299,-20561.537109375,5383.12
552,2760000,16.291,5133.2,552,36.7345,-21860.51953125,5434.05
553,2765000,15.8396,5135.32,553,36.0313,-21239.27734375,5349.85
554,2770000,16.2046,5166.94,554,35.7102,-20748.083984375,5331.4
555,2775000,16.3465,5059.45,555,35.5469,-19937.234375,5339.47
556,2780000,16.2393,5164.33,556,35.9062,-20444.29296875,5348.55
557,2785000,16.4465,5217.26,557,36.005,-20839.408203125,5435.69
558,2790000,16.0737,5220.41,558,35.9409,-19949.966796875,5376.35
559,2795000,15.9603,4888.82,559,35.3268,-21585.06640625,5281.49
560,2800000,16.4904,5228.64,560,35.3759,-20724.447265625,5417.14
561,2805000,16.8101,4666.07,561,36.1999,-21140.154296875,5329.19
562,2810000,16.7332,5162.73,562,35.3203,-20640.150390625,5299.11
563,2815000,15.4684,5175.64,563,35.5819,-20147.681640625,5328.39
564,2820000,16.5402,5162.78,564,36.0321,-20807.3046875,5314.84
565,2825000,16.2429,5166.08,565,35.6083,-21119.0078125,5318.79
566,2830000,15.7779,5150.84,566,35.1565,-21561.693359375,5317.02
567,2835000,16.2174,5146.8,567,35.7011,-21124.357421875,5321.55
568,2840000,16.492,5157.52,568,35.4275,-21591.611328125,5308.81
569,2845000,15.6415,5144.79,569,35.7987,-21666.1015625,5294.22
570,2850000,15.5249,5131.08,570,35.6382,-21550.84765625,5313.08
571,2855000,15.9751,5138.59,571,35.9158,-22284.7265625,5394.56
572,2860000,16.0163,5185.38,572,35.8878,-22069.2734375,5355.87
573,2865000,16.1222,5085.68,573,35.8913,-22413.23046875,5210.1
574,2870000,15.6138,5112.98,574,36.0914,-22012.09375,5279.89
575,2875000,15.5738,5103.06,575,36.0004,-22338.595703125,5271.13
576,2880000,15.7825,5108.4,576,36.2743,-22754.353515625,5292.66
577,2885000,16.297,5120.35,577,35.5946,-22936.298828125,5268.77
578,2890000,15.6459,5066.45,578,35.5773,-22169.8671875,5206.36
579,2895000,16.1962,5042.02,579,35.9186,-22651.947265625,5270.56
580,2900000,15.1049,4779.39,580,35.5612,-21843.5546875,5261.15
581,2905000,14.6654,5095.87,581,35.705,-22633.5859375,5231.03
582,2910000,15.0221,4931.6,582,35.6851,-22748.9375,5281.67
583,2915000,15.0439,5100.36,583,36.047,-21630.287109375,5257.71
584,2920000,15.546,5083.66,584,36.1107,-22630.376953125,5248.98
585,2925000,15.3222,5072.91,585,36.3774,-21863.98046875,5192.05
586,2930000,16.2058,5018.04,586,36.806,-23068.615234375,5161.36
587,2935000,15.6644,5062.44,587,36.087,-22770.1015625,5178.84
588,2940000,16.0678,5099.83,588,36.3439,-22945.6875,5257.17
589,2945000,15.9155,5104.5,589,36.1222,-23379.0625,5269.62
590,2950000,15.724,5075.13,590,35.6337,-23477.123046875,5292.92
591,2955000,16.5932,5109.5,591,36.6877,-24633.267578125,5299.37
592,2960000,16.1586,5079.41,592,36.5789,-24571.951171875,5198.56
593,2965000,16.0266,5088.22,593,36.0135,-23652.005859375,5289.52
594,2970000,15.6024,4925.33,594,36.318,-23387.36328125,5342.18
595,2975000,15.6084,5120.94,595,35.8367,-23771.4375,5425.32
596,2980000,15.9344,5140.68,596,35.7657,-23521.080078125,5428.75
597,2985000,15.5948,5126.31,597,36.4219,-23421.451171875,5385.72
598,2990000,15.9059,5144.04,598,36.5044,-23836.33203125,5374.78
599,2995000,16.3243,5120.61,599,35.9551,-23439.13671875,5371.36
600,3000000,16.29,5172.85,600,36.4862,-23785.94921875,5415.16
601,3005000,15.8707,4984.99,601,36.3239,-23880.03515625,5407.3
602,3010000,16.4099,5128.7,602,36.383,-24350.55859375,5396.14
603,3015000,15.882,5130.4,603,36.0507,-23640.818359375,5404.42
604,3020000,16.1269,4985.03,604,36.5049,-24136.35546875,5314.69
605,3025000,15.0724,5137.12,605,35.6948,-23155.876953125,5364.11
606,3030000,14.551,5084.28,606,36.265,-23380.470703125,5281.52
607,3035000,14.7731,4863.27,607,36.1159,-24115.25,4551.26
608,3040000,14.6483,5054.43,608,36.1174,-22897.0625,4769.91
609,3045000,14.8509,4742.37,609,36.7878,-23773.345703125,4908.13
610,3050000,18.6149,4505.04,610,36.4043,-23947.478515625,1649.44
611,3055000,22.4862,4744.47,611,36.038,-23738.068359375,3378.79
612,3060000,13.7937,4988.34,612,36.4108,-24899.568359375,5033.99
613,3065000,14.2508,4997.23,613,36.0554,-22531.578125,5163.17
614,3070000,15.4062,4865.06,614,36.6676,-23466.765625,5115.68
615,3075000,14.4481,4848.35,615,37.0006,-22715.22265625,5104.07
616,3080000,14.1991,4897.56,616,36.4174,-23697.87890625,5087.74
617,3085000,15.3306,5021.88,617,36.7868,-22824.814453125,5227.73
618,3090000,15.6873,4994.49,618,37.2056,-23145.8046875,5203.3
619,3095000,16.3416,5028.23,619,37.4408,-25482.837890625,5236.83
620,3100000,16.3462,5030.22,620,36.9888,-25112.876953125,5219.23
621,3105000,16.6205,5062.0,621,36.6064,-23400.275390625,5280.47
622,3110000,16.8383,5102.12,622,36.2675,-24327.294921875,5362.35
623,3115000,16.9427,5140.21,623,36.8093,-24962.330078125,5392.5
624,3120000,16.9336,5211.25,624,36.0131,-23682.48828125,5456.66
625,3125000,17.4292,5187.81,625,36.2067,-23901.92578125,5410.5
626,3130000,17.0253,5075.34,626,36.2037,-23103.2421875,5301.6
627,3135000,16.5315,5126.1,627,36.1315,-23096.013671875,5262.22
628,3140000,16.4839,5125.71,628,35.9221,-23710.58203125,5298.53
629,3145000,17.1752,5150.4,629,36.4221,-23051.986328125,5408.29
630,3150000,16.9664,5136.75,630,37.1502,-24316.763671875,5397.99
631,3155000,17.3307,5151.45,631,36.4586,-24819.59765625,5403.95
632,3160000,16.4844,5141.52,632,35.5322,-23080.0859375,5419.6
633,3165000,16.5983,4899.77,633,36.4828,-24834.15625,5406.98
634,3170000,16.4864,4912.83,634,35.6032,-24396.986328125,5409.67
635,3175000,16.1829,5154.75,635,35.7046,-24066.47265625,5419.78
636,3180000,16.2062,5191.6,636,35.4961,-23124.185546875,5424.82
637,3185000,15.5533,5136.95,637,35.9076,-23798.5390625,5299.62
638,3190000,15.8481,5124.52,638,36.3277,-25018.232421875,5385.97
639,3195000,15.6946,5077.63,639,36.0033,-23967.181640625,5242.23
640,3200000,15.5208,5103.92,640,35.6924,-22622.2890625,5246.25
641,3205000,15.5736,5122.9,641,35.6398,-22914.205078125,5256.13
642,3210000,13.8584,4767.09,642,34.7954,-21852.681640625,5305.0
643,3215000,14.8619,5106.38,643,35.3235,-23220.603515625,5232.02
644,3220000,15.8596,5132.38,644,35.2303,-24180.775390625,5294.53
645,3225000,15.3216,5172.43,645,34.9317,-22863.87890625,5417.49
646,3230000,15.271,5158.14,646,35.261,-23835.185546875,5327.3
647,3235000,14.389,5152.46,647,34.8877,-23304.572265625,5321.66
648,3240000,14.5665,5133.63,648,34.6276,-22752.771484375,5287.88
649,3245000,14.8103,5157.72,649,34.9981,-23343.94140625,5329.97
650,3250000,14.9889,5144.45,650,35.2058,-24369.42578125,5106.34
651,3255000,15.4384,5163.07,651,34.7415,-23738.962890625,5317.71
652,3260000,15.3106,5183.89,652,35.0237,-24264.818359375,5311.58
653,3265000,15.0944,5030.56,653,35.9517,-26071.724609375,5294.42
654,3270000,15.0907,5150.73,654,34.558,-24687.4765625,5379.06
655,3275000,15.6431,4750.85,655,35.2697,-24870.583984375,5343.25
656,3280000,16.0545,5046.13,656,35.805,-25258.607421875,5298.83
657,3285000,15.2167,5089.89,657,35.4057,-26182.357421875,5367.79
658,3290000,15.5727,5175.4,658,35.7425,-24887.330078125,5381.41
659,3295000,15.3094,5123.51,659,35.4478,-24823.505859375,5347.69
660,3300000,15.9613,5217.87,660,36.1801,-26129.39453125,5513.32
661,3305000,15.3848,5167.03,661,35.6315,-25591.84375,5409.98
662,3310000,15.6606,5167.36,662,35.1684,-25294.505859375,5422.48
663,3315000,14.9211,5151.41,663,35.2329,-24051.669921875,5297.09
664,3320000,14.7139,5114.81,664,34.9215,-25072.455078125,5315.34
665,3325000,15.0932,5172.95,665,35.6022,-24156.357421875,5368.17
666,3330000,15.4755,5134.36,666,35.389,-24455.228515625,5301.33
667,3335000,15.766,5109.37,667,35.6022,-25709.21875,5393.57
668,3340000,15.5566,5156.47,668,35.3672,-24870.28515625,5354.05
669,3345000,15.0137,5075.18,669,35.301,-25697.822265625,5331.43
670,3350000,15.6164,4946.69,670,35.726,-25949.359375,5339.33
671,3355000,15.6066,5078.75,671,35.9774,-25846.916015625,5266.58
672,3360000,16.177,5140.82,672,35.8875,-26259.177734375,5312.84
673,3365000,15.7825,5119.35,673,36.1253,-26868.263671875,5340.14
674,3370000,16.2306,5140.06,674,36.3793,-27178.748046875,5318.96
675,3375000,15.8086,5187.31,675,35.4508,-25849.826171875,5360.87
676,3380000,15.4562,5113.98,676,35.1563,-25479.564453125,5276.11
677,3385000,15.3488,5130.97,677,35.478,-26104.017578125,5313.3
678,3390000,15.5166,5146.38,678,35.5582,-26296.759765625,5315.12
679,3395000,15.7319,5064.9,679,34.8788,-25494.865234375,5293.8
680,3400000,14.4101,4884.67,680,34.9986,-23842.591796875,5274.95
681,3405000,15.1375,5158.55,681,35.828,-26873.9140625,5350.81
682,3410000,15.3442,5158.94,682,35.1684,-25512.65234375,5368.83
683,3415000,16.3711,4869.6,683,35.0351,-25093.3515625,5252.45
684,3420000,16.234,5133.0,684,35.0799,-25356.31640625,5417.34
685,3425000,15.0096,4852.78,685,35.4119,-27079.634765625,5385.28
686,3430000,15.2726,5162.15,686,35.2175,-26063.271484375,5351.87
687,3435000,15.0451,5066.07,687,35.5228,-26589.90625,5162.3
688,3440000,15.5301,4792.06,688,35.8661,-26645.41796875,4302.39
689,3445000,15.3356,4928.53,689,34.3404,-26324.6875,5390.29
690,3450000,15.8689,5088.9,690,35.747,-27303.58984375,5204.8
691,3455000,15.5752,4901.48,691,35.3219,-27285.822265625,5335.59
692,3460000,15.1897,5073.71,692,35.3873,-26372.408203125,5119.77
693,3465000,15.5183,5099.14,693,35.6629,-28393.84375,5262.52
694,3470000,15.9572,5168.81,694,35.1583,-26771.59765625,5393.82
695,3475000,14.4055,4867.28,695,34.6262,-25947.232421875,5251.99
696,3480000,16.0818,4987.76,696,35.7117,-27700.65625,5325.45
697,3485000,15.581,5170.16,697,35.3872,-27348.0546875,5377.41
698,3490000,15.182,5200.81,698,35.2083,-25913.603515625,5411.75
699,3495000,15.7625,5187.88,699,35.1593,-26863.412109375,5366.45
700,3500000,15.7935,5130.97,700,34.9701,-27272.849609375,5362.25
701,3505000,15.0755,5186.41,701,34.4631,-25552.8828125,5379.06
702,3510000,15.5754,5159.53,702,34.6625,-26829.31640625,5361.68
703,3515000,16.2216,5192.88,703,35.3387,-28337.9375,5430.56
704,3520000,15.9322,5226.73,704,35.4398,-27857.599609375,5413.29
705,3525000,15.7149,5222.14,705,34.9386,-27137.173828125,5344.1
706,3530000,16.268,5071.34,706,35.3039,-28095.96875,5485.26
707,3535000,15.4594,5187.62,707,35.4504,-27776.189453125,5427.8
708,3540000,15.3811,5168.35,708,35.2874,-28531.7421875,5376.35
709,3545000,15.1491,5224.61,709,35.4531,-28933.814453125,5478.28
710,3550000,15.3477,5234.14,710,34.6932,-27383.173828125,5442.64
711,3555000,15.2098,5190.8,711,34.8341,-26979.8828125,5382.14
712,3560000,16.1674,5191.78,712,35.4732,-29326.01953125,5468.66
713,3565000,15.6443,5137.67,713,35.1693,-27892.240234375,5305.73
714,3570000,15.5844,5175.6,714,35.1112,-27184.45703125,5313.48
715,3575000,15.061,5134.4,715,35.6577,-28646.259765625,5200.47
716,3580000,15.0647,5166.75,716,34.6899,-26337.380859375,5297.16
717,3585000,16.083,4939.24,717,35.2164,-28613.71484375,5453.47
718,3590000,15.6166,5205.66,718,35.5061,-27218.62890625,5380.66
719,3595000,15.4759,5202.96,719,34.6747,-26941.306640625,5235.91
720,3600000,14.7892,5202.2,720,34.1756,-25407.197265625,5258.98
721,3605000,15.2261,5154.97,721,34.1052,-26728.638671875,5335.57
722,3610000,14.6501,5157.66,722,34.7017,-26999.7734375,5287.58
723,3615000,14.8404,5085.28,723,34.4888,-28049.73828125,5348.87
724,3620000,15.8712,5203.62,724,34.514,-27276.982421875,5365.09
725,3625000,14.4942,5148.26,725,34.0297,-26263.275390625,5302.16
726,3630000,15.9667,5212.1,726,34.9795,-28409.755859375,5441.14
727,3635000,15.0828,5215.88,727,34.8171,-26962.0859375,5399.32
728,3640000,15.6264,5178.9,728,34.5636,-27747.08203125,5295.12
729,3645000,14.7449,5062.0,729,34.6783,-27546.359375,5336.3
730,3650000,15.5194,5184.89,730,34.3723,-27594.642578125,5292.72
731,3655000,13.8518,5034.53,731,33.9496,-25666.572265625,5105.57
732,3660000,15.5734,5185.32,732,33.7782,-26242.501953125,5337.71
733,3665000,15.4325,5123.41,733,34.1376,-25309.294921875,5270.54
734,3670000,15.1428,5205.93,734,34.7658,-26067.9609375,5326.06
735,3675000,15.8126,5190.21,735,34.1946,-26468.634765625,5352.41
736,3680000,15.5096,5187.32,736,34.3085,-25723.435546875,5403.3
737,3685000,15.6313,5152.69,737,33.6704,-24990.62109375,5333.19
738,3690000,15.3691,5221.91,738,34.2142,-25703.41796875,5476.12
739,3695000,15.233,5201.57,739,34.1677,-26668.03125,5434.29
740,3700000,15.9235,5196.35,740,34.2783,-27407.802734375,5441.99
741,3705000,15.8337,5210.68,741,34.3512,-27974.931640625,5468.1
742,3710000,15.0949,5221.07,742,34.0786,-26714.34765625,5467.82
743,3715000,15.1662,5241.81,743,33.6411,-24572.419921875,5449.58
744,3720000,15.4272,5219.9,744,34.1316,-25395.8125,5418.64
745,3725000,15.5188,5178.05,745,34.0933,-25294.96484375,5354.37
746,3730000,15.4948,5221.95,746,34.0134,-26261.337890625,5429.08
747,3735000,15.5766,5129.56,747,34.3926,-26731.998046875,5443.49
748,3740000,15.4851,5259.27,748,33.9474,-26129.533203125,5479.1
749,3745000,14.8581,5234.11,749,33.2828,-25170.439453125,5386.07
750,3750000,15.164,4897.37,750,33.8605,-26344.865234375,5290.3
751,3755000,148.6447,458.91,751,48.9006,-27318.33203125,429.31
752,3760000,33.2853,4000.46,752,41.0644,-27619.6640625,2557.55
753,3765000,36.6232,2566.95,753,41.4584,-32992.86328125,4427.11
754,3770000,18.1119,4488.17,754,37.8179,-27512.205078125,4487.82
755,3775000,34.2431,3411.91,755,38.4013,-29255.130859375,3512.92
756,3780000,19.109,4703.62,756,36.7787,-26550.89453125,4746.98
757,3785000,18.6351,4906.66,757,35.8683,-29798.134765625,4908.23
758,3790000,18.614,4970.47,758,36.7252,-29868.728515625,5155.3
759,3795000,17.8538,5083.77,759,36.1643,-27949.015625,5152.94
760,3800000,17.9654,5125.05,760,36.0531,-29980.916015625,5222.11
761,3805000,17.9092,5171.71,761,35.6883,-27142.8203125,5265.7
762,3810000,17.1708,5124.49,762,35.1446,-27333.5546875,5254.77
763,3815000,18.1862,5062.41,763,35.9718,-30884.97265625,5332.55
764,3820000,42.4051,398.34,764,50.07,-34012.87890625,398.9
765,3825000,177.0471,110.44,765,58.6155,-22686.18359375,111.66
766,3830000,41.9755,545.98,766,53.4136,-38273.33203125,517.53
767,3835000,66.5438,344.67,767,51.9292,-22676.66015625,238.99
768,3840000,89.0685,245.6,768,51.7605,-25790.52734375,253.9
769,3845000,105.1231,211.79,769,50.6958,-29645.17578125,197.54
770,3850000,15.5617,87.82,770,48.5999,-41796.14453125,90.66
771,3855000,16.7518,240.79,771,45.9471,-29386.537109375,243.58
772,3860000,50.5736,505.19,772,46.8891,-33405.328125,931.97
773,3865000,69.7171,254.35,773,48.8094,-41861.1015625,266.03
774,3870000,56.8584,1152.28,774,43.4807,-29170.27734375,1058.24
775,3875000,26.079,668.57,775,45.0202,-30098.00390625,544.56
776,3880000,21.6831,1666.79,776,42.4687,-29685.787109375,1839.34
