Itration,Real Det Return,Running Forward KL,Reward Loss,Running Update Time,Running Reverse KL,Real Sto Return,Running Env Steps
408,59.75,615.5978,-95367.890625,408,745.5483,59.88,2040000
409,58.96,596.4205,-94338.40625,409,365.6361,58.8,2045000
410,58.36,584.9675,-94743.515625,410,393.5971,58.26,2050000
411,61.68,620.4049,-93726.875,411,621.4963,61.13,2055000
412,60.46,625.4218,-94578.59375,412,461.6468,60.56,2060000
413,59.4,583.3804,-91832.171875,413,353.5864,59.81,2065000
414,58.73,584.7779,-93731.6484375,414,398.5571,59.99,2070000
415,58.87,616.1387,-94032.8515625,415,436.4936,59.19,2075000
416,60.66,620.404,-94657.53125,416,927.8135,59.54,2080000
417,60.93,603.3334,-91498.8125,417,1016.1638,60.23,2085000
418,59.21,612.0445,-93184.53125,418,458.9886,59.63,2090000
419,56.31,623.1618,-96277.109375,419,866.9786,56.63,2095000
420,59.98,606.9087,-95673.6328125,420,504.6804,59.19,2100000
421,62.08,615.0349,-95619.9296875,421,937.1385,62.11,2105000
422,63.77,660.2554,-96636.640625,422,539.7147,63.55,2110000
423,64.52,644.7495,-96286.2265625,423,757.1315,64.08,2115000
424,61.98,679.0971,-97678.1171875,424,589.495,61.67,2120000
425,61.86,666.1809,-97068.0625,425,558.5131,61.38,2125000
426,59.9,607.002,-95585.0390625,426,790.2053,60.38,2130000
427,63.02,616.448,-94670.2890625,427,430.3231,63.04,2135000
428,62.11,633.4085,-96663.96875,428,913.8285,62.07,2140000
429,62.95,641.938,-96336.0234375,429,814.7051,62.18,2145000
430,63.67,641.3408,-97282.0078125,430,546.4865,63.84,2150000
431,57.23,623.5231,-95186.3046875,431,444.3732,57.26,2155000
432,61.56,624.0896,-96105.5625,432,663.9559,61.87,2160000
433,60.74,611.5618,-95043.9765625,433,678.7906,59.53,2165000
434,60.92,642.0987,-94294.171875,434,426.2246,60.22,2170000
435,59.96,617.3443,-95456.0546875,435,607.486,60.16,2175000
436,61.27,662.2298,-97049.0,436,999.9249,61.27,2180000
437,62.06,644.7248,-95431.3203125,437,553.2522,61.78,2185000
438,60.68,634.3563,-94251.390625,438,596.5046,59.94,2190000
439,61.91,627.0524,-95468.359375,439,445.0013,62.1,2195000
440,58.71,665.6112,-97410.2734375,440,1990.0906,58.98,2200000
441,59.3,639.4535,-97246.8828125,441,505.1455,58.54,2205000
442,61.0,639.3593,-95302.6015625,442,787.8846,60.58,2210000
443,62.18,633.6593,-96252.265625,443,544.1659,61.7,2215000
444,60.15,672.3654,-97815.0625,444,895.5199,59.91,2220000
445,57.39,653.2307,-97741.9453125,445,801.3089,57.91,2225000
446,59.71,659.9603,-97821.8203125,446,731.7256,59.25,2230000
447,58.07,679.4713,-98003.578125,447,749.4304,58.56,2235000
448,56.06,667.543,-97682.9609375,448,829.5669,56.36,2240000
449,56.91,648.3015,-97189.6015625,449,441.817,57.62,2245000
450,54.63,678.6983,-98283.296875,450,485.1691,54.66,2250000
451,56.13,687.6365,-98512.953125,451,673.9527,56.57,2255000
452,54.76,684.9398,-98284.71875,452,1139.9061,55.27,2260000
453,56.03,679.0187,-98185.984375,453,507.0942,55.86,2265000
454,56.09,672.3004,-98275.3515625,454,900.0665,55.86,2270000
455,54.57,658.1959,-96965.359375,455,464.1728,54.74,2275000
456,54.04,715.1755,-98525.15625,456,567.5203,53.91,2280000
457,54.83,665.3645,-98018.9609375,457,636.6552,54.9,2285000
458,54.12,668.3921,-97454.6328125,458,445.9506,54.45,2290000
459,55.4,663.735,-98501.7265625,459,506.5758,54.97,2295000
460,54.23,685.4545,-97811.8984375,460,444.1716,53.63,2300000
461,53.93,654.7183,-92444.4453125,461,342.1164,54.38,2305000
462,53.84,684.306,-96084.921875,462,878.6374,54.45,2310000
463,53.47,687.7524,-96015.03125,463,397.7225,53.77,2315000
464,53.79,663.1619,-97072.71875,464,427.2451,53.94,2320000
465,54.13,687.9541,-96806.28125,465,421.059,54.02,2325000
466,53.28,692.8461,-96175.78125,466,438.0139,53.91,2330000
467,52.75,675.3675,-95927.171875,467,574.5178,53.14,2335000
468,52.94,698.8186,-98123.765625,468,948.8728,53.05,2340000
469,52.16,703.0719,-98438.546875,469,732.4671,52.61,2345000
470,54.25,708.4201,-98277.2890625,470,874.1231,54.55,2350000
471,52.67,710.4026,-98521.1875,471,709.5782,53.74,2355000
472,55.81,664.048,-94775.3046875,472,476.2363,56.29,2360000
473,52.89,691.8218,-97343.3671875,473,537.9988,52.39,2365000
474,52.47,673.4782,-93519.640625,474,385.9632,52.55,2370000
475,52.53,685.5619,-97190.3125,475,496.3729,52.72,2375000
476,52.86,683.8657,-96901.9375,476,509.1815,53.12,2380000
477,57.45,652.6625,-98223.34375,477,649.9011,56.79,2385000
478,58.57,686.8559,-98213.515625,478,639.8059,57.41,2390000
479,56.16,655.4688,-97443.78125,479,557.6269,56.66,2395000
480,56.4,659.3967,-98628.328125,480,809.4136,56.37,2400000
481,54.12,660.51,-95501.2578125,481,583.7131,54.63,2405000
482,53.83,666.4641,-94190.9609375,482,585.808,54.7,2410000
483,55.02,652.0536,-94370.9296875,483,829.0303,55.81,2415000
484,56.87,667.0413,-97731.359375,484,573.7877,57.03,2420000
485,57.13,643.6367,-97956.6875,485,682.5745,56.76,2425000
486,57.4,728.3712,-98900.75,486,827.4136,57.13,2430000
487,59.58,692.2651,-97716.25,487,796.3748,58.59,2435000
488,58.39,697.7365,-98890.59375,488,1317.2992,57.97,2440000
489,56.07,683.7591,-97526.7734375,489,2249.0233,56.82,2445000
490,56.42,637.1716,-93677.234375,490,953.3574,56.33,2450000
491,56.8,665.3746,-97883.8203125,491,615.119,57.35,2455000
492,55.54,711.7383,-98885.3125,492,828.7822,54.85,2460000
493,54.61,649.1202,-97754.359375,493,640.2441,55.34,2465000
494,50.8,683.02,-97554.5703125,494,820.1545,53.2,2470000
495,46.8,661.9696,-94656.7109375,495,463.8297,47.08,2475000
496,49.14,629.466,-91340.59375,496,371.0143,48.81,2480000
497,54.4,658.0261,-97361.5390625,497,686.8126,53.97,2485000
498,55.62,668.9754,-98222.328125,498,727.7406,56.09,2490000
499,57.15,719.8001,-98787.5234375,499,701.0286,56.42,2495000
500,57.4,656.3764,-95871.65625,500,623.2136,57.62,2500000
501,50.27,641.2351,-95089.890625,501,481.6965,51.62,2505000
502,59.16,659.4574,-95142.1953125,502,529.5492,58.73,2510000
503,57.45,705.7871,-98931.6640625,503,690.2592,57.67,2515000
504,58.05,701.7275,-98865.875,504,774.269,57.88,2520000
505,56.44,678.9763,-98615.9453125,505,669.5751,50.99,2525000
506,53.8,653.6777,-95900.1796875,506,553.189,54.05,2530000
507,55.13,650.3132,-93924.515625,507,551.4371,55.08,2535000
508,53.88,671.0852,-98128.9296875,508,614.2471,54.09,2540000
509,56.34,637.1475,-97543.75,509,580.2105,56.16,2545000
510,55.29,686.0732,-98595.28125,510,838.2067,55.9,2550000
511,55.91,700.6365,-98829.609375,511,697.3336,55.8,2555000
512,55.86,697.6626,-98626.6640625,512,692.8136,55.82,2560000
513,55.57,650.198,-96675.4609375,513,532.4934,55.98,2565000
514,55.98,631.5365,-95520.7109375,514,497.0136,56.02,2570000
515,80.92,629.597,-96214.4609375,515,502.2856,61.53,2575000
516,55.69,746.0963,-99102.984375,516,727.8531,55.77,2580000
517,55.82,665.8601,-97012.0859375,517,1040.9731,55.69,2585000
518,54.61,675.6834,-98278.984375,518,657.2879,54.62,2590000
519,53.85,646.7476,-93492.640625,519,918.7212,53.57,2595000
520,57.07,652.4023,-97804.078125,520,698.5454,57.29,2600000
521,56.6,700.7837,-99262.0703125,521,659.7556,56.36,2605000
522,52.4,669.9328,-98594.1875,522,873.5196,52.41,2610000
523,54.54,707.9857,-98745.2265625,523,714.8382,53.2,2615000
524,52.97,691.9819,-99045.84375,524,746.0903,52.69,2620000
525,50.39,697.1778,-98906.515625,525,582.6639,50.17,2625000
526,54.06,682.5349,-98953.765625,526,689.3699,53.93,2630000
527,54.94,693.9018,-99018.453125,527,765.1393,55.07,2635000
528,55.08,689.0885,-98722.7265625,528,637.0155,54.64,2640000
529,54.63,706.574,-99051.0546875,529,621.0494,54.46,2645000
530,53.93,684.9841,-98474.109375,530,575.6075,53.98,2650000
531,55.25,671.9047,-98370.421875,531,639.2421,55.28,2655000
532,53.57,717.3041,-99174.1484375,532,676.0629,53.61,2660000
533,52.85,705.3168,-98806.8125,533,636.6172,53.58,2665000
534,53.55,683.7832,-92268.1015625,534,511.7871,53.53,2670000
535,51.67,693.6145,-97815.25,535,992.6837,51.7,2675000
536,53.09,711.1709,-98634.5078125,536,1018.6874,52.89,2680000
537,54.9,711.6294,-98235.046875,537,1224.28,54.95,2685000
538,55.85,714.7219,-99155.2578125,538,1571.417,56.06,2690000
539,58.8,666.1075,-97926.546875,539,668.7615,58.92,2695000
540,55.67,678.0818,-98140.890625,540,1161.7741,56.01,2700000
541,56.86,680.689,-98337.109375,541,689.6979,56.81,2705000
542,58.17,687.2183,-98841.671875,542,918.7386,57.98,2710000
543,56.03,705.9033,-99195.46875,543,1148.6203,56.01,2715000
544,57.1,687.3089,-99037.078125,544,1064.4372,57.62,2720000
545,57.6,701.1076,-98598.78125,545,1083.4388,57.55,2725000
546,54.91,680.0158,-98865.3046875,546,1379.7553,54.91,2730000
547,55.44,688.4335,-98446.515625,547,1030.5679,55.86,2735000
548,54.89,693.3002,-99069.9296875,548,1024.5891,55.3,2740000
549,54.72,729.0641,-99248.078125,549,1784.9085,54.69,2745000
550,55.27,695.7432,-98967.5625,550,1161.8938,55.16,2750000
551,55.37,706.3165,-99130.21875,551,717.449,55.25,2755000
552,49.62,685.4976,-99016.828125,552,1022.9727,48.19,2760000
553,46.66,699.1886,-98952.4375,553,1061.5365,47.93,2765000
554,47.85,675.5428,-98224.625,554,1463.9496,50.52,2770000
555,55.01,671.0775,-98256.6640625,555,994.6288,55.33,2775000
556,57.55,706.646,-99011.1953125,556,1663.398,57.43,2780000
557,55.18,670.6518,-98552.125,557,1261.6353,55.28,2785000
558,55.79,693.2236,-98780.2890625,558,1499.6209,55.75,2790000
559,55.14,694.3366,-98872.1015625,559,703.6493,55.16,2795000
560,56.3,692.6001,-99008.734375,560,790.2182,55.89,2800000
561,55.58,692.3845,-99143.40625,561,1074.8248,55.42,2805000
562,54.77,689.0979,-99025.1484375,562,737.659,53.91,2810000
563,46.86,685.0092,-98883.890625,563,1158.5615,54.42,2815000
564,57.29,710.5301,-98986.0625,564,1126.8613,55.64,2820000
565,55.65,716.5307,-99173.125,565,1560.6541,55.82,2825000
566,54.21,753.4555,-99407.8515625,566,1841.0334,53.54,2830000
567,55.8,741.2194,-99416.4296875,567,1961.6469,56.53,2835000
568,54.91,714.5361,-99293.7109375,568,1818.0006,54.65,2840000
569,56.76,721.7277,-99295.46875,569,1495.6259,56.45,2845000
570,56.86,749.4954,-99458.2109375,570,1184.8696,56.72,2850000
571,54.87,746.0806,-99418.6953125,571,1176.4547,53.94,2855000
572,48.72,747.0296,-99371.2421875,572,1593.9143,48.47,2860000
573,58.29,756.451,-99489.875,573,2057.611,58.34,2865000
574,56.65,678.6711,-98945.0546875,574,1673.6022,56.99,2870000
575,59.45,679.4478,-98823.5078125,575,1654.4375,59.42,2875000
576,53.51,684.1357,-99212.078125,576,1607.1688,54.59,2880000
577,53.87,682.778,-98752.25,577,1548.6177,55.14,2885000
578,55.61,721.7219,-99399.109375,578,1148.895,54.21,2890000
579,53.74,735.2318,-99304.546875,579,1546.052,55.15,2895000
580,56.03,668.9841,-98286.6953125,580,1467.0077,55.9,2900000
581,55.38,656.4211,-97984.828125,581,1102.3967,55.79,2905000
582,56.76,737.7014,-99315.9375,582,1131.3693,56.74,2910000
583,52.21,704.5208,-99166.1171875,583,2061.5146,52.21,2915000
584,53.38,748.7507,-99304.578125,584,1147.6554,53.57,2920000
585,53.98,738.8848,-99387.8515625,585,2008.6872,54.04,2925000
586,54.24,737.7387,-99414.1796875,586,2356.3541,54.43,2930000
587,54.81,744.1891,-99429.1953125,587,2088.287,55.05,2935000
588,57.51,726.8581,-99437.2734375,588,2152.3233,57.23,2940000
589,55.51,712.5915,-99348.09375,589,2094.8599,55.47,2945000
590,49.89,728.2842,-99511.84375,590,2166.249,49.54,2950000
591,51.19,709.5202,-99351.34375,591,1455.7198,52.46,2955000
592,59.2,755.2472,-99627.1953125,592,2259.5429,58.81,2960000
593,56.46,756.2415,-99634.203125,593,2136.1402,56.11,2965000
594,54.44,760.674,-99604.640625,594,2219.7179,54.57,2970000
595,49.53,755.0028,-99582.609375,595,2016.6784,49.84,2975000
596,55.94,707.7947,-98893.4375,596,1511.3719,55.65,2980000
597,55.85,722.8744,-99319.859375,597,1992.0008,56.04,2985000
598,46.72,734.8989,-99522.484375,598,2061.7317,48.09,2990000
599,59.32,762.9877,-99615.796875,599,2212.3482,57.39,2995000
