Real Sto Return,Reward Loss,Running Update Time,Running Env Steps,Itration,Real Det Return,Running Forward KL,Running Reverse KL
9055.41,-4292.6357421875,385,1925000,385,8167.32,137.8156,8.9897
8921.16,-3986.462158203125,386,1930000,386,8222.3,136.4307,9.2761
9803.44,-4235.263671875,387,1935000,387,10078.51,137.4791,9.4567
10340.73,-3485.97802734375,388,1940000,388,10813.49,135.7491,9.5396
10294.48,-4031.990478515625,389,1945000,389,10547.1,136.2955,9.4738
9337.88,-3530.018310546875,390,1950000,390,10343.02,134.8947,8.5325
8492.24,-5064.07275390625,391,1955000,391,8648.89,140.036,10.6548
6686.94,-5218.11474609375,392,1960000,392,6683.7,141.8851,9.5378
6230.67,-5400.44287109375,393,1965000,393,6351.96,141.93,9.2399
52.18,-7664.57373046875,394,1970000,394,241.53,156.8478,26.7094
-49.99,-8172.201171875,395,1975000,395,-16.36,158.03,35.6657
-423.56,-8923.73828125,396,1980000,396,-518.58,160.9264,46.9166
-221.84,-8332.919921875,397,1985000,397,-315.54,157.8317,14.9048
4.26,-8594.7724609375,398,1990000,398,-99.37,158.1214,15.9643
-252.19,-7889.5107421875,399,1995000,399,-206.6,157.4735,20.422
-397.58,-8251.3564453125,400,2000000,400,-390.64,158.0352,15.5455
-541.53,-8571.708984375,401,2005000,401,-484.59,158.751,17.6946
-616.68,-9220.8779296875,402,2010000,402,-589.37,158.9536,20.558
-682.42,-9039.8017578125,403,2015000,403,-646.76,158.905,16.8121
-591.81,-8906.9248046875,404,2020000,404,-669.46,158.942,18.387
-502.13,-8941.1591796875,405,2025000,405,-509.0,159.2913,46.6537
-514.07,-9053.2421875,406,2030000,406,-562.42,161.83,52.1463
-805.41,-9041.353515625,407,2035000,407,-748.75,158.8641,13.9961
-395.51,-8677.74609375,408,2040000,408,-420.25,156.7919,11.3915
209.7,-8619.7978515625,409,2045000,409,172.91,155.5751,11.8169
332.39,-8695.1552734375,410,2050000,410,512.81,155.1722,10.6685
1546.29,-8022.3359375,411,2055000,411,1141.96,152.3148,10.7205
1537.73,-8029.72998046875,412,2060000,412,1913.07,152.5653,9.9797
1511.49,-7741.11328125,413,2065000,413,2112.69,152.4645,9.5095
2080.56,-7733.0615234375,414,2070000,414,1953.55,151.8134,9.8578
2480.22,-7704.18408203125,415,2075000,415,2468.76,151.9322,9.7604
2576.86,-7868.9111328125,416,2080000,416,2719.28,151.3469,9.612
3052.73,-7917.34814453125,417,2085000,417,3006.05,150.2951,9.8326
3390.13,-7970.77294921875,418,2090000,418,3399.67,150.9724,11.1739
3839.26,-7698.681640625,419,2095000,419,3735.93,150.109,10.0747
3704.4,-7322.412109375,420,2100000,420,4065.7,149.7274,10.0476
4459.38,-7138.84912109375,421,2105000,421,4843.99,147.8518,9.3834
4807.92,-7350.9208984375,422,2110000,422,4866.32,147.9005,9.7325
5034.26,-7173.72802734375,423,2115000,423,5359.07,146.9519,9.4286
5124.14,-7109.02197265625,424,2120000,424,4835.94,146.4571,9.4834
5521.35,-7173.03173828125,425,2125000,425,5871.79,145.8035,9.9979
5931.55,-6278.33935546875,426,2130000,426,6402.17,143.5881,9.8539
6591.09,-6212.31640625,427,2135000,427,6481.37,143.6759,9.9724
6560.06,-6084.052734375,428,2140000,428,6785.76,142.1652,9.5269
7112.73,-5588.14599609375,429,2145000,429,7322.05,140.3625,9.266
6685.5,-5496.18017578125,430,2150000,430,5506.6,139.5946,9.0622
7754.05,-5249.1064453125,431,2155000,431,7664.45,140.2282,9.2379
8217.74,-4960.046875,432,2160000,432,8428.17,138.6153,9.2046
8775.76,-4771.18115234375,433,2165000,433,9020.86,138.6846,8.9789
8866.23,-4812.83544921875,434,2170000,434,9253.91,139.4084,10.0319
9084.67,-4864.25390625,435,2175000,435,9683.95,139.2227,9.8772
3823.35,-7225.52587890625,436,2180000,436,4129.19,150.5754,11.8649
6241.4,-5920.4521484375,437,2185000,437,6347.79,143.6683,11.2944
6689.64,-5785.0244140625,438,2190000,438,7221.26,142.7738,11.3207
7973.3,-5093.05078125,439,2195000,439,8249.73,141.9711,11.6165
9248.91,-4545.27978515625,440,2200000,440,9549.71,138.9485,10.2421
9785.55,-4435.3701171875,441,2205000,441,10292.2,138.1488,9.6202
10194.47,-4300.66455078125,442,2210000,442,10550.04,137.1052,9.7351
10513.75,-4253.7724609375,443,2215000,443,10969.88,137.273,10.1672
10569.51,-4183.19580078125,444,2220000,444,11098.22,137.224,10.6184
10497.57,-4352.86669921875,445,2225000,445,10975.09,138.3774,11.0
10806.75,-4153.97705078125,446,2230000,446,11152.83,137.1315,10.6596
10577.69,-4238.232421875,447,2235000,447,11027.58,137.3429,9.745
10460.74,-4043.141357421875,448,2240000,448,11017.85,135.9404,9.6728
9855.61,-4408.65478515625,449,2245000,449,10480.13,137.8789,9.7719
7217.97,-6148.3662109375,450,2250000,450,7931.7,142.3628,10.324
7832.9,-5599.30419921875,451,2255000,451,7686.98,139.4826,9.4067
5106.61,-7169.279296875,452,2260000,452,4762.62,142.6047,29.6813
3057.35,-7747.271484375,453,2265000,453,2379.08,140.4542,37.0894
5736.34,-6909.07861328125,454,2270000,454,7363.03,137.6037,20.1087
9491.88,-4735.93994140625,455,2275000,455,9953.49,136.166,8.6914
6108.68,-7047.35693359375,456,2280000,456,7265.34,146.0496,10.1694
7052.16,-6591.48583984375,457,2285000,457,7999.8,145.9758,11.2524
8303.61,-5322.1494140625,458,2290000,458,8374.16,141.909,9.5886
8482.74,-5432.59228515625,459,2295000,459,9087.96,141.779,9.9063
8880.52,-5653.8740234375,460,2300000,460,9120.69,142.1466,11.3385
7712.74,-5883.30029296875,461,2305000,461,7992.68,143.1052,9.8896
6710.81,-6442.72509765625,462,2310000,462,6982.49,145.3418,10.5161
7474.27,-5793.10009765625,463,2315000,463,7252.03,142.3624,10.6702
8776.72,-5188.064453125,464,2320000,464,8790.23,138.4358,9.5612
8390.02,-5537.5185546875,465,2325000,465,8912.67,138.4363,8.423
10023.39,-4339.90478515625,466,2330000,466,10314.89,136.5657,9.4102
10262.7,-4324.55908203125,467,2335000,467,10545.16,136.248,8.9933
10688.15,-3917.47607421875,468,2340000,468,11174.16,135.0216,9.3057
9632.16,-4556.021484375,469,2345000,469,10232.51,138.2345,10.2957
9753.46,-4617.31103515625,470,2350000,470,10466.48,136.1982,9.0567
9737.99,-4667.20703125,471,2355000,471,10224.12,135.4624,8.4691
9553.0,-5186.080078125,472,2360000,472,9563.05,136.3786,10.2505
9905.19,-5141.3115234375,473,2365000,473,10527.07,135.7401,9.3564
9810.3,-4667.015625,474,2370000,474,9795.59,137.186,9.3627
9896.04,-4771.3056640625,475,2375000,475,10098.33,137.2056,9.258
9919.88,-4355.1142578125,476,2380000,476,10708.62,135.8881,9.4028
10131.57,-4578.396484375,477,2385000,477,10090.86,135.7365,8.9617
10611.06,-4833.40673828125,478,2390000,478,11012.23,135.7584,8.9453
10366.21,-4698.3173828125,479,2395000,479,10651.42,136.7956,8.7889
9667.43,-4642.5859375,480,2400000,480,9932.8,135.3586,8.7919
10764.55,-4178.49365234375,481,2405000,481,11147.15,135.316,9.7178
10196.07,-4168.564453125,482,2410000,482,10579.02,134.0141,9.4424
10092.63,-4441.42626953125,483,2415000,483,10978.33,135.4278,9.0576
10023.08,-4679.30224609375,484,2420000,484,10819.4,134.526,11.3515
10383.6,-4654.02197265625,485,2425000,485,10225.15,133.9915,13.86
-583.21,-9390.41015625,486,2430000,486,-588.77,160.8806,105.3375
8896.34,-4990.4814453125,487,2435000,487,9547.22,135.8354,8.2419
8125.66,-5797.5078125,488,2440000,488,9128.15,138.2692,8.5508
8404.19,-5793.02587890625,489,2445000,489,9279.23,140.6151,9.2668
5362.1,-7451.7275390625,490,2450000,490,6012.0,144.2059,8.9843
8355.87,-5995.38818359375,491,2455000,491,8169.6,140.3565,9.1862
7772.23,-5867.13671875,492,2460000,492,7798.88,137.1931,7.7783
6980.41,-6220.37841796875,493,2465000,493,5992.19,134.6559,20.5813
4928.24,-7537.77685546875,494,2470000,494,4101.19,137.593,16.997
4818.29,-7235.21240234375,495,2475000,495,6205.06,136.7716,24.9294
8892.66,-5262.83837890625,496,2480000,496,7623.58,136.3984,10.803
9462.25,-4967.1025390625,497,2485000,497,9600.62,136.4307,9.0313
9963.53,-5083.73583984375,498,2490000,498,10388.73,137.2971,9.0978
9946.84,-4915.8095703125,499,2495000,499,10387.59,135.6007,8.4021
8781.52,-5889.38916015625,500,2500000,500,9261.3,140.7334,9.068
8837.55,-5885.2607421875,501,2505000,501,9224.49,141.2563,10.6844
8653.71,-6237.48583984375,502,2510000,502,9116.23,137.1838,8.9125
9182.84,-5301.5458984375,503,2515000,503,9691.07,134.7355,7.7517
7964.03,-5601.8984375,504,2520000,504,7607.26,137.3429,8.106
7926.7,-6076.4033203125,505,2525000,505,8322.66,142.6122,10.1121
5552.0,-7012.19140625,506,2530000,506,4104.09,137.7657,10.4007
9256.42,-4944.017578125,507,2535000,507,9451.94,135.17,9.5634
9684.31,-4996.72900390625,508,2540000,508,9716.05,137.4971,9.9509
10010.78,-4655.8486328125,509,2545000,509,10240.44,134.6481,9.0437
10580.11,-4621.34375,510,2550000,510,11143.89,134.465,9.4624
8994.92,-4763.5537109375,511,2555000,511,8395.34,134.2432,8.4742
9889.22,-4908.6474609375,512,2560000,512,10585.14,134.6228,8.2262
10590.33,-4392.33251953125,513,2565000,513,10898.17,134.4221,9.4754
8041.98,-5871.11865234375,514,2570000,514,7298.28,136.7442,9.1785
8971.9,-6043.33544921875,515,2575000,515,9216.95,138.2679,10.0947
8254.93,-7229.35400390625,516,2580000,516,7507.88,140.4267,11.4627
5386.27,-7054.2626953125,517,2585000,517,2846.89,136.4927,11.821
2829.55,-8465.5234375,518,2590000,518,1499.14,139.388,14.643
4688.71,-7658.6611328125,519,2595000,519,5244.27,142.9308,8.0265
1623.5,-9043.669921875,520,2600000,520,1830.22,149.7942,9.2411
4402.33,-7482.00439453125,521,2605000,521,4844.0,144.2963,8.5401
8256.48,-5897.677734375,522,2610000,522,8579.7,137.9555,8.4302
9944.25,-4981.35302734375,523,2615000,523,10065.75,135.101,8.3787
10293.45,-4905.45556640625,524,2620000,524,10622.25,134.7976,8.5734
9856.95,-5439.6640625,525,2625000,525,10389.1,135.1502,9.0407
9845.1,-5319.6513671875,526,2630000,526,9955.55,136.3132,8.2257
10198.08,-4891.7685546875,527,2635000,527,10785.23,135.5122,8.9818
10044.86,-5910.357421875,528,2640000,528,9924.15,135.0423,8.3986
9722.4,-5545.01806640625,529,2645000,529,9998.51,136.2602,9.1505
9284.08,-6481.6796875,530,2650000,530,9261.12,136.2492,9.251
9442.6,-5974.119140625,531,2655000,531,9812.6,135.2277,9.3509
8698.09,-5875.6455078125,532,2660000,532,8946.93,135.8887,8.7115
9499.22,-5518.28173828125,533,2665000,533,10378.12,134.5506,9.317
9957.61,-5181.5390625,534,2670000,534,10545.96,134.1467,8.6461
9643.21,-5300.12353515625,535,2675000,535,10365.92,135.6745,8.753
8986.24,-6099.8857421875,536,2680000,536,9709.72,135.9952,13.705
9636.85,-5745.88916015625,537,2685000,537,10362.75,136.0045,10.7008
9277.45,-5511.60498046875,538,2690000,538,9924.85,136.5626,8.5937
9274.88,-5436.720703125,539,2695000,539,9945.59,136.9776,8.608
7932.93,-6003.45849609375,540,2700000,540,8847.59,136.6223,7.8917
3528.79,-9253.845703125,541,2705000,541,4978.97,148.3735,9.5286
1540.57,-9692.00390625,542,2710000,542,2175.82,151.0168,9.9982
1831.68,-9653.5673828125,543,2715000,543,2914.62,149.257,9.7175
1324.38,-9666.779296875,544,2720000,544,1789.87,145.6196,9.3801
4539.97,-9029.7568359375,545,2725000,545,4353.48,143.9702,8.5089
954.61,-9452.1591796875,546,2730000,546,981.12,147.3338,9.3634
3915.64,-8895.3974609375,547,2735000,547,3423.46,141.6292,9.0994
2448.57,-9171.853515625,548,2740000,548,4462.94,142.0043,9.3308
-146.1,-9467.71484375,549,2745000,549,43.38,156.6048,28.9633
5568.79,-7281.58447265625,550,2750000,550,5614.63,138.1927,10.6933
5704.78,-8110.40673828125,551,2755000,551,4819.53,140.3687,9.308
7691.52,-6571.5029296875,552,2760000,552,8180.19,135.9855,8.0211
7708.73,-6959.755859375,553,2765000,553,7460.08,138.1044,8.4484
7867.43,-6670.03369140625,554,2770000,554,5217.64,138.7347,8.9807
2020.91,-8426.994140625,555,2775000,555,2503.14,140.684,45.7277
3150.09,-8635.8515625,556,2780000,556,506.52,139.5069,24.1106
7160.35,-7158.27197265625,557,2785000,557,8059.57,140.1275,8.7149
8570.35,-5712.49853515625,558,2790000,558,9335.67,137.7725,10.3371
6961.8,-6789.623046875,559,2795000,559,2979.06,143.0266,10.4088
8582.58,-5582.03662109375,560,2800000,560,3319.62,138.7479,10.1526
8317.9,-6207.921875,561,2805000,561,3807.03,139.1738,9.4011
3096.0,-7769.1279296875,562,2810000,562,4087.9,142.4281,9.9322
7404.61,-6549.408203125,563,2815000,563,7560.09,139.6446,8.6689
8056.66,-6765.07763671875,564,2820000,564,6335.9,138.8987,11.0631
7249.39,-6485.94580078125,565,2825000,565,6360.25,140.0951,9.7244
3810.66,-8482.228515625,566,2830000,566,2814.07,139.236,27.3459
6985.79,-7648.2705078125,567,2835000,567,3502.3,138.9931,10.8475
517.46,-8452.693359375,568,2840000,568,869.44,139.2962,26.8554
2637.31,-8272.6298828125,569,2845000,569,1147.42,137.7419,20.2105
7065.93,-6609.56201171875,570,2850000,570,5934.09,138.1076,7.8759
8763.14,-6108.63134765625,571,2855000,571,7845.99,135.4619,7.5911
7328.93,-6947.375,572,2860000,572,6916.82,138.9737,8.5451
8693.27,-6595.72998046875,573,2865000,573,8014.12,138.0869,8.5545
9263.34,-6052.53173828125,574,2870000,574,9655.51,137.5461,9.0019
9363.28,-5951.02197265625,575,2875000,575,9351.3,137.1634,8.246
7850.4,-5946.4150390625,576,2880000,576,6916.46,136.3562,7.8881
9721.16,-5704.2275390625,577,2885000,577,9366.0,135.3251,7.7252
9045.42,-6063.50048828125,578,2890000,578,8748.57,137.1463,8.2061
9229.64,-5569.9814453125,579,2895000,579,8375.64,135.7773,8.6894
6109.29,-7895.90576171875,580,2900000,580,5191.81,139.3771,9.6959
4525.04,-7757.650390625,581,2905000,581,6496.52,135.9141,10.3227
4576.06,-8691.349609375,582,2910000,582,2742.41,140.8871,10.4741
745.36,-9590.2080078125,583,2915000,583,444.04,144.3673,12.5917
1108.85,-9481.3642578125,584,2920000,584,1934.07,146.2022,10.4668
5065.05,-8117.3154296875,585,2925000,585,6332.62,140.5575,8.2458
3444.8,-8581.115234375,586,2930000,586,4635.36,142.9252,10.4675
3848.88,-9153.513671875,587,2935000,587,4098.49,145.2515,8.9433
4737.87,-9142.7333984375,588,2940000,588,4465.42,145.0375,8.671
3120.78,-9347.3271484375,589,2945000,589,4336.55,140.1367,9.8529
6909.77,-6937.4384765625,590,2950000,590,7026.7,137.4977,8.9823
7251.73,-8336.5712890625,591,2955000,591,8223.79,138.4421,8.2356
4904.24,-8356.5625,592,2960000,592,3545.73,140.3992,8.2004
3160.31,-8946.78125,593,2965000,593,2877.26,143.8794,8.5004
5740.82,-7781.1005859375,594,2970000,594,6853.73,139.2844,8.4265
6027.44,-7793.40380859375,595,2975000,595,6219.34,139.5192,8.0338
6913.1,-7826.16796875,596,2980000,596,6975.46,137.5565,8.6482
2786.97,-10235.599609375,597,2985000,597,2616.15,149.2544,9.3603
4998.54,-8605.322265625,598,2990000,598,5211.82,139.9817,7.6638
4612.52,-7836.76123046875,599,2995000,599,6244.01,140.5126,8.3508
