Running Env Steps,Reward Loss,Real Det Return,Itration,Running Forward KL,Running Reverse KL,Real Sto Return,Running Update Time
1935000,-11954.2607421875,5664.73,387,76.4325,66.8884,4791.58,387
1940000,-11355.080078125,5294.04,388,71.701,59.385,4028.07,388
1945000,-11896.0654296875,5044.9,389,76.047,68.134,4622.31,389
1950000,-12035.3427734375,5663.9,390,80.1946,70.601,4729.83,390
1955000,-10014.0361328125,4477.5,391,69.4952,48.7097,3877.04,391
1960000,-11143.884765625,4851.16,392,70.7513,58.064,4627.02,392
1965000,-12056.482421875,5116.39,393,79.4294,70.4528,4182.08,393
1970000,-11971.4091796875,4700.83,394,76.5326,69.353,4108.98,394
1975000,-11690.919921875,4835.6,395,72.2372,61.3718,4831.36,395
1980000,-12091.3974609375,5011.7,396,77.5754,70.3438,4739.22,396
1985000,-11821.951171875,5467.89,397,72.655,64.0267,4473.47,397
1990000,-11307.93359375,4392.99,398,72.4741,61.1382,4993.13,398
1995000,-12224.5673828125,5318.2,399,79.421,70.9132,3882.27,399
2000000,-12148.6552734375,5101.89,400,78.9074,72.3436,5046.45,400
2005000,-12120.66796875,5002.52,401,75.9926,65.9938,4847.93,401
2010000,-10625.634765625,5157.81,402,70.4925,55.5697,4427.85,402
2015000,-12033.240234375,5646.17,403,73.793,63.9549,4117.7,403
2020000,-12347.90625,5375.56,404,77.32,69.343,4902.1,404
2025000,-12211.7919921875,5391.73,405,76.4257,69.7702,4866.0,405
2030000,-12163.7958984375,3956.48,406,76.4441,65.8848,3665.51,406
2035000,-11397.287109375,4154.52,407,72.558,58.2427,3838.08,407
2040000,-12238.2392578125,5171.92,408,75.4202,65.4226,4111.88,408
2045000,-11872.623046875,4711.48,409,74.884,64.8097,4301.68,409
2050000,-12481.6015625,4688.03,410,78.6715,72.9776,3963.4,410
2055000,-10962.6728515625,4981.65,411,70.5994,59.0193,4832.69,411
2060000,-12085.9462890625,3949.02,412,75.1678,65.9907,4169.91,412
2065000,-12105.4765625,4981.79,413,75.7888,66.6261,4778.32,413
2070000,-12544.37109375,5156.05,414,79.0621,70.6821,4922.01,414
2075000,-12626.8515625,5022.04,415,79.2751,72.6365,4355.46,415
2080000,-12088.5654296875,4922.35,416,72.8501,62.967,4233.02,416
2085000,-12503.6904296875,5210.65,417,78.0399,71.5237,5075.66,417
2090000,-11312.830078125,4703.15,418,70.7085,60.761,4351.26,418
2095000,-11625.193359375,4627.54,419,70.5702,61.6394,4290.97,419
2100000,-12489.875,4728.5,420,78.3259,71.4655,4260.39,420
2105000,-12587.2646484375,3900.64,421,78.3957,68.9288,4839.3,421
2110000,-12525.46875,4495.38,422,75.3771,67.4534,4815.69,422
2115000,-11781.4873046875,4923.99,423,73.258,64.6504,4227.94,423
2120000,-11751.537109375,4633.87,424,71.045,57.7954,3999.0,424
2125000,-12688.2158203125,4020.01,425,80.1295,74.505,4404.28,425
2130000,-12681.7529296875,5254.25,426,79.5898,70.2723,4139.85,426
2135000,-12772.650390625,4935.65,427,80.7245,73.8378,4282.81,427
2140000,-11970.935546875,4509.99,428,72.9048,63.5785,3970.47,428
2145000,-12174.0166015625,4541.18,429,73.3276,62.3043,3713.95,429
2150000,-12659.98828125,5067.14,430,76.0602,68.0613,4287.72,430
2155000,-12472.3759765625,5093.12,431,72.9807,62.8028,4338.81,431
2160000,-12787.912109375,5106.82,432,79.3459,72.3762,4292.63,432
2165000,-12205.8232421875,4862.94,433,72.558,65.0513,4582.28,433
2170000,-11950.9619140625,4818.96,434,71.3618,61.6634,4003.52,434
2175000,-11993.912109375,4879.56,435,72.613,63.3314,5174.19,435
2180000,-13115.5107421875,5672.12,436,81.8046,73.1169,4662.08,436
2185000,-12776.6044921875,5031.39,437,75.9672,65.9171,4703.82,437
2190000,-12893.7236328125,4800.85,438,78.4496,70.6539,4742.52,438
2195000,-11578.1220703125,4055.23,439,70.0676,56.7341,4279.36,439
2200000,-12320.8603515625,4707.52,440,71.6479,59.8319,4847.23,440
2205000,-13123.5693359375,4104.78,441,80.8929,72.1429,3748.14,441
2210000,-12872.7373046875,4935.55,442,75.2915,64.3414,3646.53,442
2215000,-12829.15625,4201.96,443,76.2085,66.2032,4404.78,443
2220000,-13188.9853515625,4578.9,444,80.6917,68.5182,4191.72,444
2225000,-12148.279296875,4653.5,445,72.527,59.5324,4297.24,445
2230000,-11712.2646484375,4632.14,446,70.3798,55.949,3931.15,446
2235000,-13243.322265625,5397.75,447,76.517,64.8221,4001.69,447
2240000,-12688.5302734375,5278.47,448,74.3506,65.4795,4361.66,448
2245000,-13058.08984375,3617.14,449,75.6982,67.0455,3879.97,449
2250000,-12622.978515625,5201.9,450,74.8475,65.8028,4711.01,450
2255000,-12432.5048828125,5056.93,451,72.0164,61.1484,4226.0,451
2260000,-11514.1240234375,4548.91,452,71.7968,54.4179,3144.67,452
2265000,-12473.810546875,4586.33,453,74.2919,59.7641,4074.35,453
2270000,-11998.9990234375,3634.96,454,71.0721,57.4039,2402.71,454
2275000,-5966.7900390625,174.31,455,71.2283,41.1167,92.1,455
2280000,-12216.9384765625,4326.88,456,79.8491,63.6439,3932.34,456
2285000,-13125.6259765625,4916.85,457,84.2116,74.765,4259.88,457
2290000,-13302.5078125,5010.45,458,86.388,80.2872,4501.09,458
2295000,-13356.443359375,5193.36,459,84.7443,75.1974,4959.93,459
2300000,-12270.841796875,4911.9,460,77.2654,57.7017,3994.75,460
2305000,-12662.0205078125,4658.82,461,81.0532,56.708,3342.59,461
2310000,-12472.498046875,4494.68,462,78.4184,52.1221,2998.69,462
2315000,-12914.68359375,4817.0,463,81.5719,58.2732,3693.75,463
2320000,-13090.2900390625,4733.84,464,81.3998,64.0042,4205.16,464
2325000,-13057.3447265625,4965.19,465,79.1358,58.5538,4367.12,465
2330000,-13103.755859375,5182.83,466,78.964,59.9508,4005.26,466
2335000,-12187.5556640625,4798.54,467,72.3985,56.3593,3976.32,467
2340000,-13073.33984375,4767.55,468,78.4726,60.1433,4053.72,468
2345000,-13194.970703125,4906.14,469,76.8427,58.733,4313.24,469
2350000,-12742.2900390625,5071.78,470,73.2812,59.546,4455.5,470
2355000,-12296.9853515625,5367.41,471,70.3001,53.6232,4382.65,471
2360000,-13437.0341796875,4829.18,472,81.2725,67.2605,4465.77,472
2365000,-12788.6357421875,5285.96,473,72.8066,60.4622,4208.85,473
2370000,-11861.6484375,5112.48,474,70.2473,54.6187,4764.12,474
2375000,-13618.72265625,4440.41,475,78.4147,66.9029,4582.76,475
2380000,-13487.146484375,5236.3,476,77.0485,66.5998,4054.76,476
2385000,-13299.626953125,5132.98,477,77.2216,64.5805,4064.72,477
2390000,-13442.1943359375,4878.01,478,76.7435,66.4314,3995.28,478
2395000,-13580.048828125,4225.67,479,77.7338,68.4248,4682.65,479
2400000,-13697.107421875,5404.1,480,77.1415,66.7174,5016.84,480
2405000,-12838.2587890625,4979.84,481,72.5459,61.0251,4374.72,481
2410000,-13537.28515625,5205.01,482,76.5133,64.1368,4635.03,482
2415000,-13706.279296875,5174.18,483,79.1157,66.47,4211.05,483
2420000,-13716.0625,5384.93,484,77.5372,67.8754,4555.74,484
2425000,-13518.21484375,5320.83,485,75.4302,63.8674,4391.36,485
2430000,-13452.9150390625,5418.31,486,75.268,63.5645,4488.03,486
2435000,-13763.8056640625,5338.64,487,78.2795,73.2827,4854.67,487
2440000,-13820.794921875,5112.59,488,78.2749,69.8138,4365.58,488
2445000,-13772.26171875,4996.44,489,76.372,64.4762,4342.39,489
2450000,-13935.3369140625,5288.28,490,79.6704,67.5552,4750.81,490
2455000,-13903.580078125,5486.26,491,77.0926,66.6196,4864.24,491
2460000,-13987.142578125,5393.21,492,79.2163,74.1531,4204.52,492
2465000,-13829.8720703125,5414.71,493,76.941,66.9215,4548.79,493
2470000,-13000.830078125,5322.45,494,71.8232,62.2727,4475.43,494
2475000,-13877.828125,5454.64,495,76.3989,65.0359,5112.24,495
2480000,-14066.9365234375,5565.73,496,76.2407,66.4095,5117.73,496
2485000,-13623.2939453125,4927.89,497,73.8836,64.2663,4087.87,497
2490000,-14087.326171875,5050.07,498,79.1642,71.3586,3954.87,498
2495000,-13947.328125,5284.83,499,74.8883,64.7736,4537.01,499
2500000,-13016.126953125,5129.64,500,72.2537,63.2744,4687.31,500
2505000,-14014.3076171875,4603.7,501,74.7556,66.7425,4693.66,501
2510000,-14221.18359375,5411.34,502,78.0561,71.0579,4148.23,502
2515000,-14167.49609375,5183.9,503,78.0301,71.7255,4811.87,503
2520000,-14001.7822265625,5597.23,504,74.8033,68.5934,4817.97,504
2525000,-14201.9658203125,5320.79,505,76.8366,70.9452,5080.04,505
2530000,-14259.5673828125,5318.19,506,79.2215,74.3496,4355.52,506
2535000,-14119.044921875,5565.34,507,77.3771,68.031,4843.65,507
2540000,-13777.798828125,5255.25,508,72.6498,66.3911,4937.05,508
2545000,-14427.3505859375,5528.16,509,80.7122,71.6891,4508.93,509
2550000,-14501.5087890625,5418.34,510,78.8896,76.2723,4006.57,510
2555000,-14297.1005859375,5268.29,511,77.7865,72.2978,5127.33,511
2560000,-14422.5419921875,5554.42,512,77.3031,71.5688,5139.19,512
2565000,-14392.73828125,5473.57,513,77.0464,72.0987,5137.2,513
2570000,-14465.3544921875,5322.59,514,78.0031,71.2833,5126.51,514
2575000,-14576.4443359375,5061.4,515,78.4335,73.6594,4843.74,515
2580000,-14588.623046875,5419.59,516,78.9347,74.6042,5228.05,516
2585000,-13906.4375,5342.65,517,75.5558,70.1944,4620.66,517
2590000,-14020.2333984375,5044.72,518,73.3923,70.6643,4172.03,518
2595000,-11634.0908203125,5089.83,519,71.7704,58.8231,4551.06,519
2600000,-14781.18359375,5508.21,520,82.2059,73.0998,4147.49,520
2605000,-14636.060546875,5321.84,521,78.1076,71.2814,4970.99,521
2610000,-14631.0185546875,4982.85,522,78.0544,72.1155,5195.0,522
2615000,-14807.634765625,5146.55,523,79.2051,73.9985,4854.98,523
2620000,-14710.287109375,5171.99,524,77.0075,68.7274,5180.46,524
2625000,-13930.501953125,5310.79,525,72.6687,65.2096,4886.34,525
2630000,-14782.712890625,5531.41,526,78.1583,68.9583,4363.02,526
2635000,-14462.8466796875,5302.31,527,74.998,67.7267,4518.98,527
2640000,-14539.533203125,5374.38,528,75.7362,69.2371,4692.87,528
2645000,-14733.9326171875,5027.21,529,76.1352,66.0494,4968.46,529
2650000,-14967.9453125,5244.56,530,80.8336,72.3394,4443.55,530
2655000,-14558.4140625,5282.62,531,75.9823,63.2933,4003.35,531
2660000,-14705.2119140625,5176.67,532,76.6534,66.6238,4139.12,532
2665000,-14931.935546875,5180.82,533,80.158,68.9304,4649.16,533
2670000,-13795.8447265625,4645.73,534,72.0158,61.1283,4013.35,534
2675000,-15054.77734375,5107.84,535,79.4849,70.4749,3964.86,535
2680000,-15130.2734375,4749.82,536,79.2723,71.3243,4134.59,536
2685000,-14760.015625,4601.63,537,77.249,65.4043,3987.79,537
2690000,-13590.3720703125,5127.59,538,70.8614,56.4168,5006.7,538
2695000,-13844.9404296875,4574.56,539,71.2422,58.5583,4661.55,539
2700000,-15062.6171875,5390.53,540,79.4311,67.8791,4342.3,540
2705000,-14970.0224609375,4906.12,541,76.9453,64.8162,4933.33,541
2710000,-14889.5244140625,4740.23,542,78.6376,66.588,4245.12,542
2715000,-14643.4267578125,4839.75,543,76.5194,67.9199,3977.19,543
2720000,-13443.119140625,4731.03,544,72.8934,59.4507,4481.58,544
2725000,-14275.328125,4736.18,545,76.4072,67.9017,4651.96,545
2730000,-14120.5185546875,5007.03,546,73.8587,62.5382,4479.08,546
2735000,-15137.654296875,5423.93,547,78.208,71.4314,5305.77,547
2740000,-15008.33203125,5073.65,548,77.6539,68.4062,4688.24,548
2745000,-14594.876953125,5109.78,549,76.4157,68.3242,4145.27,549
2750000,-14569.36328125,4323.31,550,87.4877,138.7267,4029.79,550
2755000,-11736.5419921875,2634.74,551,74.0761,83.3341,1991.12,551
2760000,-10058.2265625,-1255.16,552,103.112,314.1834,-1845.74,552
2765000,-8755.640625,-446.86,553,95.1135,332.1724,-842.58,553
2770000,-9549.4638671875,-695.06,554,92.0489,305.5403,-1201.09,554
2775000,-7324.69287109375,-886.35,555,84.3471,141.0028,-686.08,555
2780000,-8407.5986328125,-599.25,556,83.7602,237.2316,-714.84,556
2785000,-7474.1611328125,-761.6,557,80.3277,142.3608,-546.25,557
2790000,-8543.87890625,-224.42,558,86.9806,104.1157,-187.54,558
2795000,-9666.1796875,-134.05,559,84.1075,79.2177,-160.01,559
2800000,-10698.0654296875,197.94,560,80.6063,116.5325,472.07,560
2805000,-10342.599609375,500.95,561,77.3931,145.5152,742.04,561
2810000,-11372.5654296875,1762.66,562,77.7156,74.674,1925.72,562
2815000,-12756.607421875,1970.86,563,76.8671,108.2323,2160.62,563
2820000,-13557.0166015625,2114.47,564,79.3749,70.3108,1811.35,564
2825000,-13287.28125,2705.0,565,83.415,107.4805,2316.92,565
2830000,-14813.6064453125,3497.41,566,88.2586,88.2707,3003.53,566
2835000,-14683.138671875,3534.25,567,87.4389,85.4283,3453.13,567
2840000,-13540.26953125,3769.87,568,79.1463,106.4246,2818.32,568
2845000,-13866.8916015625,2771.3,569,83.7339,104.4287,2982.36,569
2850000,-13544.587890625,2946.04,570,81.3222,74.3607,2231.85,570
2855000,-13674.1611328125,2159.99,571,82.8506,146.9751,1823.13,571
2860000,-14779.9873046875,3043.0,572,87.3749,96.847,2838.63,572
2865000,-14276.2431640625,3853.67,573,83.4979,108.2914,3045.15,573
2870000,-13894.138671875,3861.34,574,83.4834,137.5286,3220.47,574
2875000,-14294.771484375,4330.85,575,84.2678,123.679,3753.2,575
2880000,-14806.490234375,4359.75,576,83.012,80.5818,3739.2,576
2885000,-14588.791015625,3904.05,577,81.5505,66.983,3501.64,577
2890000,-14452.162109375,4398.46,578,80.4662,65.9575,3827.87,578
2895000,-14769.7802734375,4335.25,579,82.2386,105.1833,3057.56,579
2900000,-14837.71875,3329.33,580,83.4475,102.8497,2824.81,580
2905000,-15337.7509765625,3585.3,581,86.3619,75.7098,3465.46,581
2910000,-14178.3046875,2597.92,582,80.748,88.2789,2353.02,582
2915000,-14005.33203125,3766.95,583,79.743,79.593,3180.04,583
2920000,-14616.392578125,2372.34,584,78.7376,61.7983,2385.49,584
2925000,-12726.0546875,3432.52,585,77.1314,80.984,2518.12,585
2930000,-15124.185546875,3681.83,586,84.0338,73.47,2837.61,586
2935000,-15095.12890625,2675.6,587,80.5093,74.5044,2809.85,587
2940000,-14565.76171875,2247.37,588,79.0855,91.071,2243.98,588
2945000,-14329.41796875,2705.06,589,84.2897,114.2234,2108.77,589
2950000,-14524.3056640625,2705.05,590,82.4897,84.1578,2296.42,590
2955000,-15030.849609375,3696.06,591,86.1924,81.3568,3661.64,591
2960000,-14728.181640625,3237.35,592,82.486,75.8367,4268.81,592
2965000,-14705.884765625,4303.86,593,81.6115,83.0325,3523.46,593
2970000,-14487.92578125,4226.95,594,81.4525,93.5659,3774.15,594
2975000,-15151.4189453125,4395.32,595,84.0675,68.988,3520.64,595
2980000,-14718.1015625,4338.37,596,81.0988,64.1351,3756.56,596
2985000,-14443.3017578125,3747.7,597,80.4347,101.0358,2832.05,597
2990000,-14621.0791015625,3648.35,598,83.6725,69.8719,2747.81,598
2995000,-15036.1552734375,4276.35,599,85.0178,69.2853,3327.45,599
