Real Det Return,Real Sto Return,Running Update Time,Running Reverse KL,Running Env Steps,Reward Loss,Itration,Running Forward KL
2305.03,1963.1,386,15.1719,1930000,-12504.240234375,386,156.6637
2331.44,1962.22,387,15.4631,1935000,-12558.41015625,387,156.7764
2304.35,1977.61,388,15.2947,1940000,-12581.8525390625,388,156.6275
2323.61,1984.43,389,15.3876,1945000,-12568.8056640625,389,156.6052
2320.8,1983.97,390,15.3951,1950000,-12609.4326171875,390,156.5705
2306.67,1962.78,391,15.2813,1955000,-12617.86328125,391,156.6537
2295.6,1960.23,392,15.121,1960000,-12623.5888671875,392,156.5322
2271.14,1948.48,393,15.0324,1965000,-12666.435546875,393,156.5577
2318.69,1969.24,394,15.2048,1970000,-12672.44921875,394,156.605
2300.87,1966.43,395,15.2805,1975000,-12700.9873046875,395,156.7902
2282.93,1959.28,396,15.0995,1980000,-12761.5908203125,396,156.7766
2279.68,1960.57,397,15.28,1985000,-12756.763671875,397,156.5981
2266.75,1955.84,398,15.0914,1990000,-12756.8955078125,398,156.741
2312.22,1947.98,399,15.0686,1995000,-12789.9521484375,399,156.7524
2292.27,1949.49,400,15.1086,2000000,-12818.0908203125,400,156.5182
2271.73,1956.25,401,14.9781,2005000,-12804.28515625,401,156.4214
2284.3,1956.02,402,15.0496,2010000,-12818.78125,402,156.6783
2328.87,1968.86,403,15.109,2015000,-12886.6728515625,403,156.4983
2336.42,1971.23,404,15.1754,2020000,-12930.6982421875,404,156.6069
2300.53,1981.34,405,15.1035,2025000,-12944.8291015625,405,156.5927
2303.15,1986.37,406,15.1943,2030000,-12925.291015625,406,156.5099
