Running Forward KL,Itration,Real Det Return,Running Reverse KL,Running Env Steps,Running Update Time,Real Sto Return,Reward Loss
46.4938,399,1303.76,31.5921,1995000,399,2153.27,-8098.640625
46.8696,400,3217.44,15.3974,2000000,400,1246.06,-8136.0205078125
45.8039,401,2839.05,16.4002,2005000,401,2353.15,-6893.705078125
48.9812,402,1581.72,55.0264,2010000,402,757.87,-8989.943359375
47.6764,403,685.33,27.9165,2015000,403,936.51,-8770.7021484375
47.29,404,946.83,46.3457,2020000,404,1055.08,-9021.9365234375
47.7402,405,2068.71,30.3995,2025000,405,2078.03,-8191.46826171875
47.4258,406,2633.37,20.3061,2030000,406,2075.27,-8823.865234375
48.6427,407,587.8,49.8586,2035000,407,713.44,-9619.93359375
48.7151,408,502.19,24.2113,2040000,408,1065.16,-9251.3857421875
46.9825,409,2256.86,32.9291,2045000,409,2234.66,-9094.34765625
46.8442,410,3979.51,17.1368,2050000,410,3689.39,-6065.662109375
48.5312,411,713.94,22.0253,2055000,411,368.19,-10435.5966796875
45.7801,412,1340.89,19.8933,2060000,412,507.42,-8245.4384765625
46.363,413,-11.15,20.5382,2065000,413,304.36,-8855.189453125
47.4571,414,490.24,25.9084,2070000,414,300.65,-9595.0107421875
47.5728,415,781.24,21.7825,2075000,415,815.01,-9574.134765625
46.8085,416,1047.07,21.5913,2080000,416,739.09,-8998.490234375
46.0239,417,1046.79,21.215,2085000,417,433.78,-8887.19921875
45.147,418,2891.4,16.7081,2090000,418,1323.84,-7498.35986328125
46.1934,419,3006.73,18.9597,2095000,419,3115.93,-6570.42724609375
45.74,420,1332.43,14.8928,2100000,420,1526.57,-7956.27490234375
46.0798,421,1159.09,13.2692,2105000,421,962.64,-8574.8935546875
46.306,422,740.83,25.572,2110000,422,872.43,-9218.0
46.4316,423,669.5,24.7988,2115000,423,812.43,-9322.541015625
45.9242,424,723.18,35.2695,2120000,424,1019.56,-8422.8916015625
45.8662,425,538.68,21.2863,2125000,425,810.0,-8682.2548828125
45.8036,426,1282.17,20.0755,2130000,426,1042.15,-7945.37548828125
46.4382,427,1599.95,15.7527,2135000,427,1898.9,-8062.9462890625
46.0934,428,1596.86,37.0024,2140000,428,1790.01,-7281.68603515625
47.3876,429,3632.19,19.1613,2145000,429,3917.75,-5953.96728515625
46.3441,430,5250.02,18.9288,2150000,430,5033.14,-4911.88330078125
46.1952,431,1885.7,17.8294,2155000,431,1587.81,-8882.078125
45.9076,432,1435.99,14.612,2160000,432,2087.93,-8592.40625
47.0569,433,1307.68,16.1415,2165000,433,2186.12,-8541.7646484375
46.4815,434,3809.74,18.7261,2170000,434,3120.05,-6652.08642578125
45.2981,435,4073.78,16.6664,2175000,435,3728.31,-6432.408203125
45.459,436,4585.18,19.2395,2180000,436,3915.51,-5334.96875
44.8616,437,3219.25,14.3422,2185000,437,2294.0,-8049.86376953125
45.7019,438,2380.68,36.5561,2190000,438,1078.02,-9434.1650390625
46.9367,439,1124.55,20.5467,2195000,439,1452.59,-8813.9501953125
47.134,440,85.42,19.0715,2200000,440,535.93,-10287.9462890625
46.8664,441,2479.08,15.7674,2205000,441,2020.88,-9598.05859375
46.549,442,2825.57,20.3785,2210000,442,2200.05,-9249.2314453125
45.3281,443,3764.22,16.327,2215000,443,3659.33,-7709.03515625
46.835,444,3740.04,25.1537,2220000,444,2693.93,-7142.72412109375
46.7258,445,3268.95,16.2198,2225000,445,3158.58,-8038.14306640625
45.7137,446,2631.81,14.3161,2230000,446,2662.1,-8622.9638671875
45.5064,447,2174.5,17.5587,2235000,447,1387.25,-8801.2314453125
44.6415,448,3315.91,35.8284,2240000,448,2783.99,-8041.265625
45.7628,449,3963.77,15.4376,2245000,449,2249.1,-8395.86328125
44.519,450,3689.77,31.309,2250000,450,2800.6,-7631.1162109375
45.1244,451,4232.03,15.2388,2255000,451,3647.27,-8159.12744140625
47.0248,452,2511.41,30.4735,2260000,452,1821.38,-8599.2275390625
50.0478,453,1786.11,40.0032,2265000,453,1649.77,-8863.9013671875
52.7472,454,1292.44,40.1684,2270000,454,985.33,-8847.05078125
46.1678,455,1660.83,22.6647,2275000,455,1070.84,-9223.6767578125
45.2348,456,2855.18,18.0877,2280000,456,2778.68,-8227.1806640625
45.9847,457,3388.61,19.8916,2285000,457,1614.94,-9000.0009765625
46.109,458,-5.54,15.4568,2290000,458,272.93,-9522.2255859375
44.3439,459,3578.2,16.6318,2295000,459,3673.51,-6902.634765625
44.984,460,2948.31,21.177,2300000,460,2624.23,-9029.7333984375
45.7697,461,1597.74,34.5789,2305000,461,676.95,-8286.3134765625
44.476,462,1797.61,15.4591,2310000,462,1720.49,-8023.78271484375
45.3131,463,3747.85,37.6082,2315000,463,2392.87,-8615.6796875
45.4238,464,1117.98,28.871,2320000,464,1124.92,-10226.6806640625
46.5883,465,1120.19,23.6763,2325000,465,1298.09,-10485.7119140625
45.5109,466,2235.6,36.5838,2330000,466,1932.91,-8427.513671875
45.806,467,3299.74,26.589,2335000,467,2296.4,-9077.681640625
44.9958,468,1021.69,18.0354,2340000,468,1692.26,-8194.2529296875
46.1107,469,1828.36,15.3804,2345000,469,1995.85,-11177.02734375
47.4561,470,2909.06,19.4118,2350000,470,2510.92,-9874.2490234375
46.7465,471,1817.12,14.6079,2355000,471,1618.95,-10303.712890625
46.2096,472,2480.77,23.1273,2360000,472,2120.72,-8935.880859375
45.2637,473,1288.19,20.1478,2365000,473,3567.4,-7105.12841796875
44.8402,474,3399.86,19.3722,2370000,474,3878.34,-7444.39306640625
45.9669,475,1398.76,47.2925,2375000,475,863.14,-10666.291015625
44.8816,476,3386.13,18.9241,2380000,476,2635.37,-9034.6474609375
45.1331,477,4004.78,30.208,2385000,477,3304.4,-9309.0458984375
45.4444,478,860.13,25.4481,2390000,478,1600.98,-10140.505859375
47.4551,479,168.27,28.1697,2395000,479,156.75,-12131.439453125
45.2817,480,2914.92,19.0341,2400000,480,2627.51,-9262.36328125
45.9174,481,3907.38,25.1059,2405000,481,3711.92,-8737.1748046875
44.7668,482,2680.93,29.6568,2410000,482,3265.64,-9143.6650390625
45.9864,483,3211.52,31.3076,2415000,483,2376.6,-9490.0009765625
46.3771,484,2993.98,18.6335,2420000,484,2720.72,-10780.1240234375
45.8499,485,3483.53,23.351,2425000,485,4436.58,-7784.33203125
46.1127,486,4879.11,21.7365,2430000,486,4304.06,-7530.58154296875
46.251,487,4365.76,29.6749,2435000,487,3565.34,-8113.9228515625
45.6387,488,3256.1,43.0431,2440000,488,4091.21,-8626.6025390625
48.7921,489,960.39,50.1384,2445000,489,991.6,-12138.60546875
47.963,490,1479.18,32.7966,2450000,490,1612.39,-11400.466796875
