Running Reverse KL,Reward Loss,Running Forward KL,Itration,Running Env Steps,Running Update Time,Real Sto Return,Real Det Return
81.7147,-13404.0849609375,87.2216,388,1940000,388,5721.45,5990.04
84.394,-13449.470703125,86.9438,389,1945000,389,5332.05,6023.33
69.4895,-12341.685546875,74.7011,390,1950000,390,5377.45,6137.18
79.7054,-13352.1767578125,82.8251,391,1955000,391,5274.1,5669.69
79.6154,-13467.7919921875,87.871,392,1960000,392,5539.5,6095.18
83.5922,-13695.654296875,89.6192,393,1965000,393,5202.26,5957.98
77.3724,-13152.908203125,78.9661,394,1970000,394,4954.63,6109.77
78.7271,-13501.7890625,82.0627,395,1975000,395,5680.98,5920.12
80.1818,-13505.5849609375,81.1399,396,1980000,396,5599.51,6053.58
82.5235,-13717.076171875,86.6692,397,1985000,397,5048.23,5871.09
82.8534,-13766.609375,86.9732,398,1990000,398,4705.68,5314.43
83.4513,-13737.796875,84.8447,399,1995000,399,5070.99,5944.06
81.7733,-13851.396484375,86.6612,400,2000000,400,5191.08,5957.49
80.8645,-13855.2529296875,85.4006,401,2005000,401,5501.0,6257.46
74.7942,-13485.41015625,80.0268,402,2010000,402,5245.77,6060.36
78.9854,-13599.3310546875,82.6739,403,2015000,403,5279.4,6128.48
76.8183,-13632.0517578125,79.9157,404,2020000,404,5542.24,6172.69
79.4177,-13847.6142578125,86.6141,405,2025000,405,5504.22,5826.09
77.9647,-13714.9541015625,81.9968,406,2030000,406,5415.79,5728.55
79.9134,-13935.626953125,85.4826,407,2035000,407,5401.2,6080.63
76.0453,-13684.3701171875,79.1782,408,2040000,408,5432.61,5998.11
79.8297,-14089.2451171875,86.7229,409,2045000,409,5661.02,5939.01
76.1251,-13869.130859375,82.6869,410,2050000,410,5822.17,6221.27
71.2002,-13342.8232421875,76.7072,411,2055000,411,5805.66,5805.38
78.7719,-14086.1279296875,85.8409,412,2060000,412,4570.55,5839.88
77.833,-14033.619140625,83.8028,413,2065000,413,5043.38,5674.63
68.4057,-13452.8271484375,75.1991,414,2070000,414,4969.98,6095.03
68.9508,-12960.080078125,74.7416,415,2075000,415,5625.55,6036.66
78.4734,-14245.208984375,84.5359,416,2080000,416,5723.03,5719.18
80.1896,-14264.1162109375,85.3226,417,2085000,417,5087.71,6167.36
80.6813,-14264.888671875,85.3582,418,2090000,418,5171.14,6144.25
84.1329,-14458.640625,86.7796,419,2095000,419,5801.01,5881.64
73.308,-13620.5732421875,76.1648,420,2100000,420,5492.76,6186.13
79.1435,-14436.3857421875,84.4935,421,2105000,421,5174.32,6128.58
81.5862,-14390.1923828125,85.4384,422,2110000,422,5392.46,6162.32
85.3505,-14546.45703125,88.4958,423,2115000,423,5462.83,5842.09
221.1284,-8357.4169921875,114.9966,424,2120000,424,-2623.37,-2500.54
416.0286,-9656.255859375,104.1822,425,2125000,425,-1279.22,-2328.35
589.086,-7336.41015625,103.4525,426,2130000,426,-40.75,-312.93
482.4228,-10620.623046875,97.747,427,2135000,427,-1309.47,-1278.82
477.6884,-8718.1806640625,95.36,428,2140000,428,-528.26,-1369.44
288.5513,-9636.765625,89.6122,429,2145000,429,-546.99,-957.86
352.0452,-9220.01953125,87.3951,430,2150000,430,-805.56,-1032.45
202.8647,-9921.4296875,85.0878,431,2155000,431,-778.12,-442.92
184.2598,-9705.0234375,80.464,432,2160000,432,-110.45,-208.91
150.9976,-9538.1298828125,76.4852,433,2165000,433,-361.19,240.01
122.4773,-8670.5810546875,80.0856,434,2170000,434,-19.71,-187.49
61.3679,-11557.4609375,79.6975,435,2175000,435,1381.08,1276.06
148.3706,-10275.0869140625,83.1322,436,2180000,436,406.08,723.15
103.2083,-11100.48828125,80.9682,437,2185000,437,2093.18,1338.88
63.4885,-12688.6845703125,77.5716,438,2190000,438,2682.74,2732.55
94.9089,-11652.857421875,78.5087,439,2195000,439,3261.44,3116.27
81.6313,-10544.8955078125,76.3644,440,2200000,440,1183.63,1754.37
79.3569,-13543.455078125,85.176,441,2205000,441,2895.04,2879.46
117.4238,-12730.2060546875,83.8591,442,2210000,442,3632.42,3118.48
103.473,-13789.2626953125,87.2825,443,2215000,443,3090.17,3557.96
89.0387,-12494.4296875,80.7638,444,2220000,444,3852.52,3647.76
69.023,-12894.1748046875,79.4987,445,2225000,445,2864.64,3838.36
89.5491,-12201.728515625,81.2438,446,2230000,446,3760.42,3715.25
84.4873,-12948.9912109375,82.4294,447,2235000,447,3899.72,4088.51
62.9735,-12072.78515625,77.9792,448,2240000,448,3517.28,4120.2
74.6156,-13337.1376953125,81.5937,449,2245000,449,3747.0,4678.89
77.3982,-13578.0029296875,82.2711,450,2250000,450,3853.94,4372.87
75.2839,-13687.7451171875,82.9769,451,2255000,451,3689.67,4722.46
70.5041,-13664.095703125,79.4163,452,2260000,452,3853.34,4563.3
71.1098,-14204.9541015625,82.8931,453,2265000,453,3727.15,4818.5
70.4031,-13867.533203125,81.5432,454,2270000,454,3682.49,5320.4
73.8231,-13843.119140625,81.0675,455,2275000,455,4191.3,5040.45
73.6587,-14018.95703125,81.6089,456,2280000,456,4647.56,4762.26
65.3187,-13365.087890625,77.6607,457,2285000,457,3390.45,4944.52
78.9012,-13940.0078125,81.2505,458,2290000,458,4840.16,4936.06
72.6174,-14581.369140625,81.9486,459,2295000,459,4207.89,5485.68
76.3546,-13970.71875,81.6708,460,2300000,460,4553.36,5270.16
67.4651,-13507.068359375,78.7876,461,2305000,461,3861.33,5611.18
72.3407,-14786.81640625,82.1532,462,2310000,462,4517.04,5444.15
71.8618,-14277.986328125,80.3584,463,2315000,463,5233.4,5677.84
81.7249,-14870.62109375,84.133,464,2320000,464,4699.14,4967.35
70.6261,-14259.572265625,81.0366,465,2325000,465,4747.47,5570.5
69.9697,-14375.7158203125,79.2015,466,2330000,466,4174.06,5343.79
70.5883,-14314.701171875,80.3793,467,2335000,467,4917.06,5792.16
68.7144,-13580.763671875,78.3843,468,2340000,468,4690.01,5441.0
77.1345,-15047.0751953125,84.0251,469,2345000,469,4881.06,5581.23
79.5773,-14170.96484375,82.3119,470,2350000,470,4963.13,5448.04
72.359,-14610.306640625,81.118,471,2355000,471,4723.87,5001.27
73.7702,-14735.099609375,82.549,472,2360000,472,4895.34,5178.69
73.3134,-14399.5400390625,79.8852,473,2365000,473,4655.21,5651.16
78.741,-15079.83203125,85.2801,474,2370000,474,4771.81,5830.59
70.3521,-14170.74609375,79.4405,475,2375000,475,5223.12,5225.91
76.3754,-14590.099609375,82.956,476,2380000,476,5082.26,5230.41
74.2572,-14989.8603515625,82.1771,477,2385000,477,4765.68,5504.26
77.1692,-14745.4443359375,81.1315,478,2390000,478,4646.25,5779.82
70.2996,-14761.44921875,80.3879,479,2395000,479,5254.58,5309.54
81.0599,-15250.55859375,85.9346,480,2400000,480,4977.29,5832.21
73.5732,-14180.4267578125,79.5124,481,2405000,481,4514.82,4910.36
73.5544,-14358.8447265625,80.062,482,2410000,482,5276.33,5768.85
79.2343,-15243.9267578125,83.8786,483,2415000,483,5172.51,5791.2
74.437,-15256.9453125,82.9338,484,2420000,484,5027.33,5639.31
77.9257,-15265.5205078125,85.5023,485,2425000,485,5277.29,5854.92
78.1475,-14928.0322265625,82.0839,486,2430000,486,5167.58,5854.19
82.8363,-15465.2333984375,85.1374,487,2435000,487,5431.01,5764.2
77.1666,-15319.2294921875,84.322,488,2440000,488,4756.33,5759.89
74.3576,-14921.4150390625,82.6634,489,2445000,489,5058.07,5450.85
79.7026,-15284.5634765625,85.0567,490,2450000,490,5357.63,5772.88
75.3855,-15202.791015625,82.4521,491,2455000,491,4872.96,5530.58
74.6448,-14814.310546875,80.8405,492,2460000,492,5279.5,5625.38
77.6055,-15335.703125,85.5672,493,2465000,493,5231.62,5656.41
71.2259,-14317.556640625,80.1592,494,2470000,494,5283.45,5826.49
80.1054,-15566.5517578125,85.0561,495,2475000,495,4896.83,5769.2
79.6161,-15483.8046875,84.9762,496,2480000,496,4462.39,5731.83
80.7791,-15628.240234375,87.3811,497,2485000,497,5506.01,5599.47
81.0788,-15506.7294921875,87.0198,498,2490000,498,5243.25,5928.22
79.1293,-15464.751953125,84.9863,499,2495000,499,5126.23,5754.78
74.4986,-14739.1982421875,80.5085,500,2500000,500,5261.16,5662.92
79.0848,-15473.375,83.8098,501,2505000,501,4747.42,5545.78
82.2897,-15605.728515625,86.3511,502,2510000,502,5499.41,5810.61
75.7797,-15338.8076171875,84.1123,503,2515000,503,5454.65,5643.97
80.4459,-15438.791015625,85.5605,504,2520000,504,5242.56,5890.2
68.9992,-14478.283203125,79.9688,505,2525000,505,5178.48,5635.94
76.6429,-15439.8974609375,82.4566,506,2530000,506,5357.65,5242.85
77.5196,-15393.369140625,84.5829,507,2535000,507,5236.92,5591.02
84.4317,-15844.6884765625,87.2594,508,2540000,508,5434.83,5565.15
81.9603,-15853.4677734375,86.1084,509,2545000,509,5466.26,5857.44
82.3979,-15841.1650390625,86.4777,510,2550000,510,5180.2,5669.15
83.0834,-15880.4541015625,86.3922,511,2555000,511,5202.4,5928.6
83.2465,-15854.64453125,87.4899,512,2560000,512,5422.4,5789.09
86.7971,-15931.236328125,87.5194,513,2565000,513,4785.56,5851.39
79.7765,-15767.298828125,86.3936,514,2570000,514,5455.02,5878.71
82.9103,-15805.91015625,85.9515,515,2575000,515,5466.8,5864.63
80.8703,-15998.47265625,85.7226,516,2580000,516,5393.93,5665.35
78.434,-15450.8056640625,81.7539,517,2585000,517,5354.44,5697.01
79.7003,-15359.5947265625,84.2127,518,2590000,518,4778.73,5166.71
79.4256,-15625.529296875,82.721,519,2595000,519,4706.22,4998.01
88.0678,-16084.16796875,85.7718,520,2600000,520,5227.38,5434.02
84.7385,-16043.9775390625,87.3153,521,2605000,521,5363.33,5819.39
77.9141,-15756.8916015625,82.3741,522,2610000,522,5181.8,5518.01
82.0576,-15926.2568359375,85.6981,523,2615000,523,5011.96,5855.34
83.3572,-15896.154296875,86.5028,524,2620000,524,5485.37,5382.24
81.45,-16051.93359375,85.7955,525,2625000,525,5466.93,5903.06
80.445,-16011.982421875,85.3586,526,2630000,526,5414.04,5834.7
77.105,-15475.5576171875,81.5309,527,2635000,527,5455.77,5540.81
83.6967,-15978.3759765625,85.8297,528,2640000,528,5490.11,5877.6
79.2096,-15775.896484375,85.2737,529,2645000,529,5391.22,5838.78
81.6509,-16247.48828125,85.8688,530,2650000,530,5410.39,5542.21
77.0458,-15443.8876953125,80.9746,531,2655000,531,5393.92,5987.43
74.8321,-15511.6142578125,80.0301,532,2660000,532,5307.84,5529.11
83.6,-16243.73046875,87.1575,533,2665000,533,5557.64,5969.37
84.0448,-16335.9453125,85.7871,534,2670000,534,5222.78,6007.69
82.1198,-16311.3515625,85.606,535,2675000,535,4821.39,5624.2
82.4721,-16322.2236328125,87.0153,536,2680000,536,5634.75,5980.92
82.2387,-16326.41015625,86.9764,537,2685000,537,5471.04,5614.77
76.3456,-15729.9736328125,83.7081,538,2690000,538,5272.06,5895.79
84.0583,-16417.646484375,87.4149,539,2695000,539,5576.87,5927.56
85.3185,-16355.318359375,87.0757,540,2700000,540,5188.21,5773.5
83.5257,-16370.6513671875,86.8115,541,2705000,541,5163.83,5816.63
77.1642,-15873.9931640625,84.6171,542,2710000,542,5422.28,5556.26
81.3883,-16391.123046875,86.6352,543,2715000,543,5128.21,5645.83
84.3227,-16624.982421875,88.4649,544,2720000,544,5232.3,5975.99
84.5993,-16613.228515625,89.2318,545,2725000,545,5559.37,5949.35
79.4068,-16230.9990234375,85.2513,546,2730000,546,5278.89,5581.57
82.2224,-16491.169921875,86.762,547,2735000,547,5351.92,5402.26
85.8479,-16513.20703125,88.5955,548,2740000,548,5401.49,5594.73
80.9716,-16535.5,85.7565,549,2745000,549,5279.2,5713.56
81.7588,-16536.029296875,87.5219,550,2750000,550,5428.38,5978.63
81.5,-16649.58984375,86.0663,551,2755000,551,5235.3,5938.24
85.8862,-16693.740234375,87.8134,552,2760000,552,5294.17,5752.85
84.698,-16465.81640625,83.919,553,2765000,553,5511.44,5855.37
86.8273,-16756.63671875,88.4925,554,2770000,554,5215.92,5851.54
80.8247,-16664.37109375,86.2612,555,2775000,555,4946.52,5968.93
82.3993,-16768.287109375,87.7143,556,2780000,556,5577.41,5233.9
83.4634,-16710.912109375,86.8758,557,2785000,557,5017.07,5940.32
80.1683,-16597.267578125,85.4376,558,2790000,558,5233.03,5671.92
83.4376,-16768.03125,87.3402,559,2795000,559,5093.54,5887.88
83.2463,-16803.748046875,86.0935,560,2800000,560,5253.78,5418.83
82.7471,-16689.3046875,86.1531,561,2805000,561,5310.13,5939.97
79.9446,-16635.5625,86.1881,562,2810000,562,5445.31,5651.26
81.1847,-16782.833984375,87.7641,563,2815000,563,5415.51,5562.42
84.6713,-16891.4921875,86.6139,564,2820000,564,4903.68,5827.21
82.8885,-16749.13671875,87.0962,565,2825000,565,5161.35,5908.4
83.2478,-16882.208984375,86.9147,566,2830000,566,5188.08,5793.72
83.389,-16799.1171875,85.6661,567,2835000,567,4747.3,5859.89
88.1384,-17054.2421875,88.2897,568,2840000,568,5134.63,5808.92
85.3539,-16993.419921875,87.1471,569,2845000,569,5484.36,5930.48
83.6964,-17056.73828125,86.9928,570,2850000,570,5249.72,5717.12
81.7439,-16754.5390625,84.9999,571,2855000,571,5552.53,5852.81
76.9768,-16161.4365234375,79.8074,572,2860000,572,5132.08,5675.89
83.3643,-16907.630859375,85.6793,573,2865000,573,5334.3,5884.24
85.4235,-17002.669921875,87.2717,574,2870000,574,5267.17,5325.61
85.003,-16967.029296875,86.6861,575,2875000,575,4699.44,5691.12
81.4352,-16934.978515625,87.7309,576,2880000,576,5301.33,5486.59
85.784,-16880.830078125,87.1856,577,2885000,577,4706.1,5796.07
86.5167,-16980.9453125,86.6143,578,2890000,578,5462.71,5887.89
83.1637,-16902.20703125,87.2482,579,2895000,579,5250.8,5691.44
80.0726,-16224.9638671875,81.0597,580,2900000,580,5441.07,5716.97
87.2263,-17168.42578125,88.3169,581,2905000,581,5500.41,5902.69
89.0928,-17212.04296875,89.0166,582,2910000,582,5463.53,5841.45
86.8235,-17116.373046875,87.9107,583,2915000,583,5390.8,5793.74
85.7244,-17103.943359375,88.433,584,2920000,584,5079.79,5355.25
81.7621,-16726.31640625,85.1106,585,2925000,585,4354.51,5560.85
86.4465,-17087.59375,87.7814,586,2930000,586,5245.4,5522.8
74.1951,-15958.2021484375,80.7633,587,2935000,587,5239.16,5891.92
85.1031,-17154.30078125,88.139,588,2940000,588,5465.63,5570.22
82.6413,-16935.080078125,86.745,589,2945000,589,5242.19,5423.14
80.716,-16928.02734375,86.2121,590,2950000,590,5522.82,5859.79
76.5636,-16386.326171875,81.7163,591,2955000,591,5308.01,5611.39
75.9432,-16097.732421875,81.9386,592,2960000,592,5073.7,5485.1
81.2973,-17056.787109375,86.5243,593,2965000,593,5265.29,5124.85
84.8383,-17099.501953125,88.0502,594,2970000,594,5077.45,5858.52
83.2051,-17058.03125,88.2228,595,2975000,595,5081.32,5895.28
76.7834,-16585.076171875,84.8261,596,2980000,596,5315.38,5787.5
79.4728,-17055.099609375,86.7411,597,2985000,597,5524.04,5947.16
78.0742,-16825.232421875,84.1896,598,2990000,598,5087.51,5806.41
82.2348,-17221.44140625,87.2391,599,2995000,599,5539.66,5823.91
