Itration,Running Forward KL,Real Det Return,Running Reverse KL,Reward Loss,Real Sto Return,Running Update Time,Running Env Steps
386,40.2348,4244.03,14.4785,-2890.5107421875,4276.09,386,1930000
387,40.2702,4210.76,14.631,-2908.096923828125,4280.33,387,1935000
388,40.3128,4188.57,14.7236,-2914.639404296875,4267.52,388,1940000
389,40.2853,4189.54,14.3935,-2940.43310546875,4273.94,389,1945000
390,40.1548,4214.5,14.384,-2981.150634765625,4278.63,390,1950000
391,40.1773,4185.06,14.58,-3017.69189453125,4272.52,391,1955000
392,40.6778,4160.19,14.4282,-2951.21533203125,4238.66,392,1960000
393,40.335,4230.68,14.3423,-2956.58544921875,4278.64,393,1965000
394,40.2964,4220.74,14.3493,-2975.330078125,4258.5,394,1970000
395,40.1227,4224.94,14.3487,-2996.09423828125,4257.88,395,1975000
396,39.941,4215.8,14.2476,-2966.95703125,4291.96,396,1980000
397,40.1139,4239.95,14.9061,-2972.054931640625,4279.72,397,1985000
398,39.9502,4218.67,14.6563,-3007.36962890625,4270.72,398,1990000
399,40.2977,4202.32,14.2753,-3064.62451171875,4264.88,399,1995000
400,40.3897,4230.12,14.6476,-2996.476806640625,4281.62,400,2000000
401,40.5851,4188.61,14.3381,-3071.75390625,4252.61,401,2005000
402,40.3286,4201.8,14.8791,-3125.666748046875,4258.58,402,2010000
403,40.3885,4215.19,14.7017,-3047.091552734375,4285.77,403,2015000
404,40.0139,4203.96,14.8548,-3082.256103515625,4256.32,404,2020000
405,40.4453,4185.18,14.6914,-3167.79296875,4265.71,405,2025000
406,40.3771,4205.43,15.3948,-3156.319091796875,4278.76,406,2030000
407,40.0756,4241.08,14.9911,-3084.214599609375,4310.47,407,2035000
408,40.2131,4194.73,14.9019,-3131.824462890625,4274.65,408,2040000
409,40.0689,4182.83,14.8886,-3164.397216796875,4262.08,409,2045000
410,40.2275,4196.5,14.8817,-3185.240966796875,4279.8,410,2050000
411,40.1881,4187.25,14.9913,-3248.47705078125,4272.77,411,2055000
412,40.0901,4194.64,14.8776,-3188.89599609375,4250.43,412,2060000
413,39.8557,4231.48,15.0742,-3161.38720703125,4295.45,413,2065000
414,40.6063,4168.9,14.5099,-3261.864990234375,4235.28,414,2070000
415,40.5184,4193.56,14.993,-3235.478759765625,4280.87,415,2075000
416,40.1746,4231.32,15.372,-3242.66796875,4315.69,416,2080000
417,40.0995,4174.75,14.5055,-3246.392578125,4267.27,417,2085000
418,40.2735,4143.02,14.3396,-3263.051513671875,4240.18,418,2090000
419,40.0073,4190.68,14.649,-3282.0126953125,4312.95,419,2095000
420,40.2479,4152.53,15.18,-3328.69482421875,4271.81,420,2100000
421,40.3158,4172.69,15.11,-3330.59521484375,4281.65,421,2105000
422,40.1395,4200.06,15.5113,-3356.139892578125,4305.69,422,2110000
423,40.296,4212.79,13.7449,-3426.482177734375,4279.0,423,2115000
424,39.9455,4189.27,15.4429,-3340.041015625,4289.0,424,2120000
425,40.2991,4179.44,14.9847,-3361.55908203125,4253.47,425,2125000
426,40.4023,4183.05,15.4312,-3397.352783203125,4290.77,426,2130000
427,40.4992,4206.9,15.1585,-3378.383056640625,4296.23,427,2135000
428,40.1245,4202.51,15.5028,-3356.473388671875,4313.6,428,2140000
429,40.4344,4221.01,15.797,-3355.3408203125,4299.05,429,2145000
430,41.0944,4392.09,16.1746,-3602.50048828125,4134.25,430,2150000
431,42.9599,4241.23,20.9871,-3560.4580078125,4105.38,431,2155000
432,43.5205,3904.14,21.5065,-4225.99609375,3980.03,432,2160000
433,42.9635,4017.37,20.5758,-3759.13671875,3940.57,433,2165000
434,42.9509,4034.36,19.4453,-4095.550537109375,4055.08,434,2170000
435,41.7952,4014.38,18.8047,-4123.56884765625,4041.21,435,2175000
436,41.6574,4011.1,17.1418,-4014.207763671875,4067.48,436,2180000
437,41.2024,4121.16,16.9899,-3762.7158203125,4128.29,437,2185000
438,41.0067,4118.48,16.7016,-3744.026123046875,4137.28,438,2190000
439,40.6398,4055.98,16.0286,-3886.547607421875,4105.94,439,2195000
440,41.0995,4093.69,15.9701,-3844.9892578125,4119.83,440,2200000
441,41.058,4089.57,15.68,-3815.510986328125,4141.15,441,2205000
442,40.5627,4131.38,15.2235,-3753.4189453125,4182.7,442,2210000
443,40.4572,4135.36,15.4735,-3763.621337890625,4203.24,443,2215000
444,40.8559,4142.72,15.6014,-3757.69970703125,4198.84,444,2220000
445,40.3114,4184.08,15.3624,-3753.658203125,4247.49,445,2225000
446,40.7847,4179.34,14.7308,-3743.6767578125,4210.47,446,2230000
447,40.3238,4204.63,14.7522,-3642.187744140625,4250.63,447,2235000
448,40.5188,4169.15,14.9546,-3747.19482421875,4238.48,448,2240000
449,40.3463,4164.82,14.875,-3715.696533203125,4240.15,449,2245000
450,40.2329,4158.67,15.1344,-3676.05908203125,4239.04,450,2250000
451,40.4325,4143.09,14.2158,-3871.8828125,4280.04,451,2255000
452,40.5954,4090.7,14.7418,-3769.9833984375,4238.5,452,2260000
453,40.1811,4159.65,14.945,-3697.691650390625,4283.96,453,2265000
454,40.5624,4177.6,15.3559,-3723.5791015625,4296.43,454,2270000
455,40.3881,4212.99,14.5041,-3983.741943359375,4302.05,455,2275000
456,40.3656,4221.31,15.3743,-3733.005859375,4304.73,456,2280000
457,40.26,4225.39,15.0263,-3752.79541015625,4297.99,457,2285000
458,40.057,4169.17,15.0933,-3731.5869140625,4225.31,458,2290000
459,40.2522,4182.23,14.7101,-3849.364990234375,4289.03,459,2295000
460,40.5047,4165.92,15.6182,-3755.51904296875,4271.7,460,2300000
461,40.2816,4212.17,15.4581,-3772.8916015625,4296.17,461,2305000
462,40.9435,4147.48,14.4799,-4070.37158203125,4127.3,462,2310000
463,40.0384,4139.66,15.0856,-3844.359130859375,4225.14,463,2315000
464,40.2956,4177.79,13.731,-4187.99853515625,4245.95,464,2320000
465,40.2879,4219.59,13.8617,-4039.4287109375,3855.53,465,2325000
466,40.1991,4219.76,14.753,-3772.59033203125,4260.91,466,2330000
467,40.4459,4183.28,14.9772,-3903.50341796875,4245.08,467,2335000
468,40.2846,4228.61,14.7209,-3800.62646484375,4293.8,468,2340000
469,40.1274,4217.67,14.7537,-3891.572998046875,4289.64,469,2345000
470,39.9666,4211.88,14.8925,-3826.961669921875,4245.77,470,2350000
471,39.9834,4200.05,14.7945,-3829.017578125,4270.0,471,2355000
472,40.5135,4228.05,14.6026,-3856.8818359375,4254.19,472,2360000
473,40.2306,4245.03,14.7889,-3856.337890625,4299.06,473,2365000
474,40.1473,4241.3,15.6352,-3816.030029296875,4315.13,474,2370000
475,39.7863,4240.33,14.8405,-3861.02978515625,4309.73,475,2375000
476,39.9903,4272.51,15.0796,-3877.055419921875,4314.6,476,2380000
477,40.0925,4240.33,15.4656,-3908.2578125,4309.27,477,2385000
478,40.2532,4313.0,15.6335,-3874.329345703125,4302.11,478,2390000
479,39.8768,4248.08,15.4028,-3869.929443359375,4308.72,479,2395000
480,40.278,4249.91,15.3049,-3918.155029296875,4291.47,480,2400000
481,40.0621,4272.06,15.1258,-3913.1572265625,4304.46,481,2405000
482,40.2144,4262.13,15.0815,-3973.08154296875,4301.05,482,2410000
483,40.5867,4273.9,15.4804,-3971.771728515625,4290.39,483,2415000
484,40.0169,4259.48,15.084,-3964.521728515625,4301.4,484,2420000
485,39.8444,4281.4,14.9005,-3907.869873046875,4331.92,485,2425000
486,40.1011,4298.34,15.196,-3975.276123046875,4332.62,486,2430000
487,40.0322,4296.3,15.3282,-3958.001708984375,4188.51,487,2435000
488,39.9575,4280.51,15.3219,-4031.0087890625,4327.65,488,2440000
489,40.3373,4261.45,15.4716,-4033.6455078125,4338.14,489,2445000
490,40.1301,4281.53,15.0277,-4003.310302734375,4321.85,490,2450000
491,40.2204,4309.53,15.1473,-3945.919921875,4324.31,491,2455000
492,39.9613,4289.9,15.6699,-4045.338623046875,4336.08,492,2460000
493,39.8108,4284.48,15.3102,-4049.21533203125,4345.75,493,2465000
494,39.9893,4303.62,16.1574,-4102.27392578125,4361.83,494,2470000
495,39.9682,4306.9,15.4082,-4088.5224609375,4329.38,495,2475000
496,40.0246,4231.98,14.9454,-4051.34765625,4285.54,496,2480000
497,40.0682,4284.47,14.4162,-4013.93603515625,4322.86,497,2485000
498,40.0854,4250.63,15.0762,-4096.03271484375,4308.95,498,2490000
499,40.0792,4333.59,14.841,-4114.67333984375,4339.87,499,2495000
500,40.0089,4323.03,15.3006,-4161.64306640625,4209.3,500,2500000
501,40.4404,4345.82,14.4264,-4177.7646484375,4359.65,501,2505000
502,40.221,4251.07,14.7058,-4171.8447265625,4325.14,502,2510000
503,39.9953,4355.44,15.6223,-4127.54931640625,4380.9,503,2515000
504,39.8086,4278.43,15.1234,-4210.5234375,4339.87,504,2520000
505,40.0218,4317.34,15.4002,-4483.12939453125,4246.64,505,2525000
506,40.0883,4414.88,14.9006,-4189.39501953125,4379.79,506,2530000
507,39.959,4348.67,15.0374,-4198.3955078125,4356.86,507,2535000
508,40.2981,4405.56,15.4873,-4237.19970703125,4414.13,508,2540000
509,40.0289,4454.89,15.1202,-4148.78173828125,4433.27,509,2545000
510,40.0469,4440.39,14.4793,-4398.7646484375,4271.97,510,2550000
511,39.9417,4389.33,15.2207,-4158.4775390625,4393.38,511,2555000
512,39.6561,4414.26,15.5712,-4171.228515625,4219.52,512,2560000
513,39.9724,4372.5,15.1312,-4266.447265625,4377.55,513,2565000
514,39.4783,4355.06,15.2535,-4211.998046875,4255.22,514,2570000
515,39.9753,4297.82,14.6928,-4529.5439453125,4128.65,515,2575000
516,40.078,4351.74,15.2398,-4313.2265625,4379.03,516,2580000
517,39.7911,4330.76,15.5292,-4279.41796875,4367.01,517,2585000
518,40.1952,4361.09,15.3737,-4249.09423828125,4394.17,518,2590000
519,40.0769,4389.45,15.619,-4348.06982421875,4429.8,519,2595000
520,40.4154,4373.93,15.3489,-4484.99169921875,4379.33,520,2600000
521,39.434,4346.82,15.3035,-4285.48974609375,4413.15,521,2605000
522,40.1451,4375.99,15.1663,-4364.4521484375,4383.02,522,2610000
523,39.9037,4349.76,15.7828,-4339.4072265625,4367.93,523,2615000
524,39.895,4395.61,15.7369,-4385.59814453125,4407.4,524,2620000
525,39.9952,4356.49,15.5292,-4377.353515625,4438.09,525,2625000
526,40.1949,4373.58,15.2459,-4395.55859375,4066.57,526,2630000
527,39.5767,4379.35,15.4637,-4379.14453125,4404.24,527,2635000
528,39.8421,4368.21,15.9457,-4376.345703125,4422.51,528,2640000
529,39.4579,4430.02,15.765,-4417.88720703125,4432.92,529,2645000
530,40.1639,4407.23,15.4317,-4412.560546875,4280.98,530,2650000
531,39.9807,4410.98,15.2846,-4408.4130859375,4404.13,531,2655000
532,40.027,4423.43,15.5251,-4329.0146484375,4401.41,532,2660000
533,39.9334,4360.06,15.5084,-4414.095703125,4426.38,533,2665000
534,40.2578,4423.24,15.268,-4472.53515625,4397.27,534,2670000
535,39.939,4507.22,14.7773,-4664.8251953125,4436.74,535,2675000
536,39.9035,4420.27,15.4526,-4595.78515625,4438.21,536,2680000
537,40.1939,4434.68,15.6093,-4530.7255859375,4297.73,537,2685000
538,39.7635,4490.38,16.1869,-4473.81201171875,4437.57,538,2690000
539,39.8621,4480.98,15.4664,-4523.119140625,4421.26,539,2695000
540,39.9515,4409.82,15.7549,-4552.38134765625,4427.33,540,2700000
541,39.6814,4424.67,15.942,-4520.76806640625,4439.48,541,2705000
542,39.6196,4367.02,16.4431,-4465.60107421875,4355.17,542,2710000
543,39.8285,4363.83,15.7407,-4547.001953125,4409.96,543,2715000
544,39.4298,4387.6,16.2395,-4380.849609375,4191.39,544,2720000
545,39.5575,4375.73,15.6522,-4478.56591796875,4330.9,545,2725000
546,39.5911,4360.22,15.7213,-4430.12158203125,4257.98,546,2730000
547,39.7783,4399.39,15.6733,-4439.6875,4306.24,547,2735000
548,39.2307,4417.11,15.9837,-4524.68115234375,4414.27,548,2740000
549,39.8093,4376.98,16.1723,-4615.36962890625,4404.18,549,2745000
550,39.5143,4395.57,16.0686,-4560.61767578125,4436.34,550,2750000
551,39.7559,4384.88,16.1517,-4681.04052734375,4405.68,551,2755000
552,40.0929,3919.65,14.572,-5010.64697265625,4310.63,552,2760000
553,40.7526,4177.64,18.8864,-5170.84912109375,4344.77,553,2765000
554,45.264,454.56,64.9667,-7382.32958984375,660.49,554,2770000
555,41.0976,4076.17,41.7386,-5831.1982421875,2003.5,555,2775000
556,52.7703,395.14,197.3957,-7848.484375,296.64,556,2780000
557,55.0828,-35.69,91.0411,-6514.1435546875,-36.33,557,2785000
558,49.5584,407.88,28.2697,-8359.2978515625,411.77,558,2790000
559,50.3103,356.95,41.7085,-8553.9990234375,267.68,559,2795000
560,47.4992,491.95,21.9006,-8796.48828125,485.82,560,2800000
561,48.6206,376.61,19.3888,-8406.3544921875,377.48,561,2805000
562,49.4345,313.53,36.5263,-8081.6611328125,329.41,562,2810000
563,46.2217,1064.21,22.9108,-8016.12744140625,1072.73,563,2815000
564,45.9077,2583.35,19.8487,-6947.0703125,2612.23,564,2820000
565,45.7372,1632.23,19.6929,-7238.94970703125,1340.94,565,2825000
566,46.4931,2878.27,22.7896,-7097.197265625,2772.27,566,2830000
567,45.0973,3514.13,22.347,-6372.01806640625,3535.05,567,2835000
568,44.5486,1195.29,17.7255,-8056.0380859375,1232.79,568,2840000
569,41.6256,2743.97,19.3783,-6643.13916015625,2473.13,569,2845000
570,42.386,1640.49,28.0299,-6558.2783203125,2424.74,570,2850000
571,43.1422,3823.74,24.7222,-5542.81787109375,3557.29,571,2855000
572,43.3404,3325.56,21.7856,-7300.44287109375,2438.49,572,2860000
573,44.3914,1070.47,29.9848,-7818.912109375,1473.98,573,2865000
574,42.378,3431.35,23.3812,-5954.5595703125,3169.73,574,2870000
575,42.8599,3841.28,22.0553,-5902.8583984375,3723.54,575,2875000
576,42.1843,3716.92,28.7138,-5870.6435546875,3766.28,576,2880000
577,43.0608,2245.91,36.6654,-7421.70703125,2100.39,577,2885000
578,42.0009,2253.9,35.2426,-7033.54150390625,2519.18,578,2890000
579,43.0375,2332.18,34.8939,-7106.48876953125,1801.0,579,2895000
580,42.0025,2327.87,20.5724,-6363.7294921875,1957.73,580,2900000
581,41.5918,3792.05,18.9022,-5665.14990234375,3603.37,581,2905000
582,41.7552,2350.35,25.6098,-6155.79052734375,3646.44,582,2910000
583,41.9649,2378.81,25.9019,-6153.49609375,3303.55,583,2915000
584,41.2089,2693.3,23.6121,-6118.00146484375,3854.62,584,2920000
585,41.5117,2223.19,20.7397,-6769.97265625,3838.73,585,2925000
586,41.2355,3122.9,19.9777,-6089.412109375,3551.33,586,2930000
587,41.3402,1927.37,20.3858,-5783.15771484375,3619.77,587,2935000
588,40.9913,1858.62,19.0411,-5638.90185546875,3280.1,588,2940000
589,41.4962,1830.45,25.4815,-6193.91796875,3384.54,589,2945000
590,41.8171,2572.65,27.1457,-6924.5146484375,3014.12,590,2950000
591,41.4797,3507.44,25.517,-6186.64990234375,3366.53,591,2955000
592,41.3501,4188.23,19.4864,-5173.6298828125,3826.79,592,2960000
593,41.261,4180.72,21.8701,-5572.0556640625,4012.89,593,2965000
594,41.3425,4155.39,20.7239,-5539.1845703125,4060.59,594,2970000
595,41.4849,4225.01,19.3389,-5337.75537109375,4021.26,595,2975000
596,41.3037,4222.13,20.9011,-5517.6142578125,3775.51,596,2980000
597,41.023,4220.71,20.6341,-5661.24267578125,4258.45,597,2985000
598,40.9956,4202.3,18.251,-5294.13818359375,4238.16,598,2990000
599,40.9625,4133.3,19.175,-5420.05322265625,4263.01,599,2995000
600,40.9765,3998.53,18.3242,-5394.95654296875,4230.81,600,3000000
601,40.7113,4234.18,23.9984,-5966.68310546875,4305.6,601,3005000
602,40.8636,4230.59,25.212,-5938.49462890625,4112.4,602,3010000
603,40.3604,4228.11,18.6144,-5196.755859375,4187.8,603,3015000
604,40.6612,4201.52,18.7581,-5249.30859375,4146.63,604,3020000
605,40.2974,4265.55,19.1032,-5336.310546875,4318.73,605,3025000
606,40.68,4255.53,19.1657,-5504.25830078125,4286.34,606,3030000
607,40.4719,4274.91,18.4063,-5500.30712890625,4324.26,607,3035000
608,40.198,4297.29,19.432,-5594.34912109375,4359.74,608,3040000
609,39.9708,4299.15,18.9953,-5573.1103515625,4339.54,609,3045000
610,39.9826,4216.88,19.0246,-5621.15966796875,4328.11,610,3050000
611,39.9901,4267.03,18.7973,-5646.279296875,4326.38,611,3055000
612,40.3666,4267.44,18.747,-5644.9560546875,4170.08,612,3060000
613,40.2506,4268.07,18.8793,-5682.79736328125,4348.97,613,3065000
614,40.4577,4375.66,19.2995,-5649.7099609375,4378.11,614,3070000
615,40.0785,4326.67,19.5807,-5651.75341796875,4411.97,615,3075000
616,39.7846,4351.14,18.9917,-5597.689453125,4388.14,616,3080000
617,39.889,4251.75,18.7473,-5591.74560546875,4318.04,617,3085000
618,40.3861,4270.03,19.2067,-5635.40478515625,4328.06,618,3090000
619,40.3852,4265.72,19.0865,-5694.59521484375,4301.95,619,3095000
620,40.7458,4254.88,19.2525,-5677.2001953125,4307.99,620,3100000
621,40.3154,4277.1,18.7436,-5654.52099609375,4309.02,621,3105000
622,40.2043,4301.44,18.3725,-5676.841796875,4333.39,622,3110000
623,39.2318,4400.87,18.0241,-5460.5283203125,4383.99,623,3115000
624,39.9954,4230.83,18.6239,-5591.08056640625,4332.12,624,3120000
625,39.6939,4362.09,18.1309,-5546.89697265625,4374.04,625,3125000
626,39.6624,4386.64,17.5876,-5438.30126953125,4355.65,626,3130000
627,39.6522,4359.86,17.5731,-5501.86962890625,4324.3,627,3135000
628,39.7342,4330.08,17.7311,-5541.7392578125,4349.7,628,3140000
629,40.0573,4290.09,18.3065,-5740.50830078125,4328.52,629,3145000
630,40.0205,4267.24,18.4491,-5694.6005859375,4339.23,630,3150000
631,39.7992,4298.01,17.8223,-5726.90234375,4295.01,631,3155000
632,40.4694,4267.5,18.9487,-6028.3193359375,4307.93,632,3160000
633,39.7479,4238.53,18.1483,-5783.7392578125,4330.24,633,3165000
634,40.0613,4252.25,17.9257,-5778.0439453125,4318.34,634,3170000
635,40.1509,4246.0,17.7794,-5744.85888671875,4283.98,635,3175000
636,39.8521,4332.68,18.2688,-5854.71435546875,4359.9,636,3180000
637,39.9359,4282.28,17.984,-5751.63232421875,4365.51,637,3185000
638,40.0886,4348.91,17.8492,-5723.3193359375,4356.59,638,3190000
639,39.8429,4283.59,17.7575,-5846.01220703125,4323.35,639,3195000
640,39.9363,4310.99,17.5752,-5700.85546875,4345.76,640,3200000
641,39.7947,4304.97,17.6052,-5764.400390625,4365.94,641,3205000
642,39.8815,4288.96,17.3694,-5837.50244140625,4370.63,642,3210000
643,40.0496,4260.79,17.6903,-5868.3505859375,4362.33,643,3215000
644,39.5818,4313.74,17.3997,-5800.33203125,4400.76,644,3220000
645,39.9275,4307.04,17.8609,-5940.9951171875,4334.69,645,3225000
646,39.7989,4257.77,17.3208,-5866.9462890625,4344.13,646,3230000
647,39.5758,4359.25,17.4561,-5892.1728515625,4393.52,647,3235000
648,39.4344,4311.32,17.2987,-5855.666015625,4368.54,648,3240000
649,39.8488,4291.03,17.4102,-5923.64697265625,4355.85,649,3245000
650,39.4736,4332.26,17.2041,-5827.66357421875,4366.5,650,3250000
651,39.5029,4372.3,17.1309,-5935.3388671875,4398.7,651,3255000
652,39.28,4462.74,17.4129,-5805.5048828125,4412.62,652,3260000
653,39.2602,4427.18,17.0129,-5761.46337890625,4418.99,653,3265000
654,39.6276,4343.15,17.294,-5904.01318359375,4379.25,654,3270000
655,39.3775,4367.21,17.6604,-6010.95947265625,4377.26,655,3275000
656,39.1586,4456.16,17.5517,-5863.2802734375,4416.64,656,3280000
657,39.4696,4413.85,17.7235,-5892.75146484375,4418.44,657,3285000
658,39.1421,4429.99,17.0932,-5939.2177734375,4394.48,658,3290000
659,39.4463,4413.07,17.5166,-5930.875,4409.13,659,3295000
660,39.7759,4438.99,18.259,-6033.689453125,4419.34,660,3300000
661,39.0708,4420.57,17.3718,-5994.68115234375,4434.98,661,3305000
662,39.4648,4445.62,17.7167,-5924.935546875,4429.24,662,3310000
663,39.6326,4372.72,17.6056,-6102.4091796875,4379.92,663,3315000
664,39.5282,4414.66,17.8412,-6150.8759765625,4390.82,664,3320000
665,39.6339,4427.52,17.2308,-6001.712890625,4394.53,665,3325000
666,39.691,4374.47,16.7436,-6351.32275390625,4415.45,666,3330000
667,39.3686,4397.8,17.6821,-6010.87548828125,4419.02,667,3335000
668,39.6642,4407.66,17.691,-6046.17041015625,4406.74,668,3340000
669,39.2714,4433.05,17.3166,-6131.40771484375,4414.42,669,3345000
670,39.5324,4353.86,17.2639,-6141.4814453125,4377.64,670,3350000
671,39.4569,4404.98,16.4852,-6437.5302734375,4409.81,671,3355000
672,39.4591,4365.65,16.1122,-6418.94287109375,4086.66,672,3360000
673,39.7794,4355.72,17.1701,-6296.423828125,4201.48,673,3365000
674,39.4685,4380.44,16.8081,-6216.47705078125,4385.15,674,3370000
675,39.0315,4449.07,17.2536,-6236.9228515625,4370.11,675,3375000
676,39.1571,4461.06,17.3054,-6188.66455078125,4284.53,676,3380000
677,39.4831,4478.89,17.0397,-6210.4990234375,4270.85,677,3385000
678,40.0268,4387.39,15.8021,-6929.1884765625,4236.8,678,3390000
679,39.651,4393.78,16.564,-6673.8408203125,4370.28,679,3395000
680,39.916,4407.5,16.9572,-6327.20703125,4233.65,680,3400000
681,39.7307,4468.51,18.1998,-6402.4658203125,4421.56,681,3405000
682,39.9332,4427.6,16.7955,-6431.38134765625,4287.55,682,3410000
683,39.594,4421.6,17.4046,-6306.0458984375,4224.86,683,3415000
684,39.7112,4474.95,16.8833,-6433.1357421875,4398.07,684,3420000
685,39.5967,4421.52,17.0639,-6395.31640625,4405.42,685,3425000
686,39.9206,4450.2,17.3346,-6381.25390625,4423.85,686,3430000
687,39.2571,4435.4,17.1632,-6335.63623046875,4387.12,687,3435000
688,39.8838,4423.77,17.4526,-6452.86865234375,4420.58,688,3440000
689,39.8081,4437.21,17.9557,-6491.68310546875,4396.79,689,3445000
690,39.6266,4443.73,17.165,-6424.7861328125,4430.7,690,3450000
691,39.668,4454.28,17.4534,-6365.9619140625,4398.2,691,3455000
692,39.3197,4448.58,17.5969,-6490.91455078125,4418.85,692,3460000
693,39.7042,4525.04,16.9073,-6414.7080078125,4431.7,693,3465000
694,39.8403,4426.19,17.2066,-6348.77978515625,4403.17,694,3470000
695,39.5999,4471.32,16.7694,-6432.857421875,4401.7,695,3475000
696,39.8255,4453.85,17.5194,-6443.9296875,4435.0,696,3480000
697,39.9077,4514.9,17.0162,-6526.75634765625,4434.33,697,3485000
698,39.7918,4507.21,17.2889,-6518.85986328125,4417.59,698,3490000
699,39.7304,4522.87,17.3155,-6584.28466796875,4446.96,699,3495000
700,39.4682,4477.77,17.1949,-6605.60693359375,4419.77,700,3500000
701,39.6346,4519.87,17.1868,-6917.609375,4435.54,701,3505000
702,39.7961,4489.81,17.3978,-6566.98046875,4258.24,702,3510000
703,39.8863,4446.06,17.4516,-6712.0947265625,4415.8,703,3515000
704,39.9416,4467.04,17.4653,-6679.2294921875,4366.92,704,3520000
705,39.6331,4459.98,17.6243,-6651.50048828125,4421.69,705,3525000
706,39.8427,4399.48,18.0615,-6720.376953125,4442.14,706,3530000
707,40.0267,4481.98,18.5942,-6870.30322265625,4420.31,707,3535000
708,39.783,4485.64,17.8872,-6704.49853515625,4456.82,708,3540000
709,39.9959,4442.47,18.1598,-6931.0908203125,4398.34,709,3545000
710,40.28,4468.07,18.6876,-6773.349609375,4403.44,710,3550000
711,39.5468,4416.84,18.0228,-6719.2861328125,4419.15,711,3555000
712,39.6645,4458.0,18.501,-6834.048828125,4439.73,712,3560000
713,39.9482,4503.63,18.4953,-6959.0322265625,4432.74,713,3565000
714,39.3774,4467.09,18.8202,-6825.162109375,4447.87,714,3570000
715,39.5506,4489.64,18.5683,-6839.6591796875,4353.26,715,3575000
716,39.627,4448.57,18.2348,-6780.1513671875,4467.9,716,3580000
717,39.2217,4454.33,17.8838,-6656.759765625,4448.36,717,3585000
718,39.5828,4467.24,17.5577,-6674.83251953125,4436.77,718,3590000
719,39.8891,4444.65,17.8273,-6726.77294921875,4431.16,719,3595000
720,39.9139,4474.93,18.3564,-6863.1162109375,4450.94,720,3600000
721,39.4673,4466.8,17.8637,-6819.42041015625,4430.44,721,3605000
722,39.3107,4417.99,17.7611,-6930.333984375,4483.59,722,3610000
723,39.8839,4457.14,17.8401,-6804.3046875,4467.68,723,3615000
724,38.8052,4481.1,17.569,-6801.5869140625,4473.5,724,3620000
725,39.5402,4503.39,17.3593,-6913.3232421875,4469.86,725,3625000
726,39.4264,4603.14,18.0065,-7041.50390625,4483.62,726,3630000
727,39.9932,4537.61,18.1762,-7500.4501953125,4479.61,727,3635000
728,39.8368,4472.66,17.7917,-7062.01513671875,4473.58,728,3640000
729,39.699,4501.62,18.3656,-7089.09521484375,4465.49,729,3645000
730,39.1466,4544.31,17.2906,-6855.01171875,4527.0,730,3650000
731,39.2768,4491.08,17.4459,-7062.89404296875,4508.08,731,3655000
732,39.6072,4559.64,17.1665,-7069.75927734375,4503.79,732,3660000
733,39.3428,4537.19,17.4055,-7002.615234375,4495.86,733,3665000
734,39.2499,4512.2,17.0145,-6918.20068359375,4513.32,734,3670000
735,39.6364,4569.22,17.7748,-7072.05029296875,4331.75,735,3675000
736,38.8551,4530.53,17.5509,-7099.80615234375,4543.94,736,3680000
737,39.1184,4572.59,17.7224,-7059.4931640625,4313.0,737,3685000
738,39.3868,4581.53,16.9476,-7077.09765625,4503.92,738,3690000
739,39.1369,4621.74,17.6485,-7167.49951171875,4537.43,739,3695000
740,38.9941,4532.82,17.798,-7020.45703125,4525.01,740,3700000
741,39.2621,4574.58,17.7568,-7023.9462890625,4515.29,741,3705000
742,38.7983,4559.58,16.967,-7052.94189453125,4520.98,742,3710000
743,38.6654,4563.46,17.3487,-6958.2431640625,4498.15,743,3715000
744,38.5451,4550.46,17.226,-6981.05908203125,4524.34,744,3720000
745,39.3669,4566.03,19.2082,-7368.509765625,4527.94,745,3725000
746,38.4772,4544.98,17.5954,-6966.6123046875,4514.66,746,3730000
747,38.4364,4539.15,17.3813,-6991.396484375,4539.26,747,3735000
748,38.9217,4508.1,18.2992,-7097.564453125,4471.16,748,3740000
749,38.5726,4537.84,17.383,-7018.595703125,4488.53,749,3745000
750,38.5158,4526.56,17.581,-7205.8583984375,4514.68,750,3750000
751,39.1557,4492.09,17.7963,-7095.85546875,4500.71,751,3755000
752,38.5277,4509.19,17.0044,-7462.986328125,4321.06,752,3760000
753,38.7146,4528.56,16.926,-7042.42431640625,4479.55,753,3765000
754,38.6254,4581.19,17.5038,-7050.658203125,4526.71,754,3770000
755,38.4086,4410.31,17.9053,-7073.7744140625,4495.62,755,3775000
756,38.4021,4436.26,17.7149,-7168.94580078125,4476.19,756,3780000
757,37.8172,4511.93,17.257,-7150.12548828125,4527.11,757,3785000
758,38.4689,4498.81,17.3549,-7157.6376953125,4488.29,758,3790000
759,38.6719,4475.36,17.5145,-7192.6650390625,4486.71,759,3795000
760,38.6848,4528.9,18.0609,-7264.994140625,4498.34,760,3800000
761,38.8869,4469.63,17.3027,-7169.14208984375,4476.51,761,3805000
762,38.6895,4513.8,17.5903,-7178.1318359375,4275.69,762,3810000
763,38.5486,4575.17,17.3373,-7228.66845703125,4515.62,763,3815000
764,38.7793,4530.74,17.5734,-7303.30810546875,4507.5,764,3820000
765,39.1846,4533.87,16.4207,-7555.41259765625,4455.3,765,3825000
766,38.1985,4529.7,17.3422,-7214.41552734375,4497.0,766,3830000
