Real Sto Return,Real Det Return,Running Update Time,Running Env Steps,Itration,Reward Loss,Running Forward KL,Running Reverse KL
4983.5,5299.69,397,1985000,397,-64778.1484375,90.7726,98.84
5480.07,5835.32,398,1990000,398,-63802.18359375,90.0618,95.2524
5298.9,5785.31,399,1995000,399,-64232.1015625,88.2553,92.5042
5470.21,5467.47,400,2000000,400,-64531.62109375,88.8245,95.2821
4610.79,5531.62,401,2005000,401,-65995.2890625,88.9715,96.0463
5528.78,5789.15,402,2010000,402,-64948.98828125,88.3565,94.2173
5007.04,5795.82,403,2015000,403,-65190.515625,88.6401,96.0081
5464.23,5394.54,404,2020000,404,-64849.8359375,87.5576,95.9401
5244.41,5519.28,405,2025000,405,-65721.6015625,90.8555,99.0526
5153.88,5782.07,406,2030000,406,-65324.703125,88.7733,97.0811
5300.13,5660.85,407,2035000,407,-63980.77734375,81.2039,87.3804
5319.39,5816.22,408,2040000,408,-64338.67578125,82.4719,90.8502
5045.67,5477.31,409,2045000,409,-65573.734375,90.0224,97.689
5130.25,5640.65,410,2050000,410,-65939.7109375,88.0349,92.5772
4939.5,5726.04,411,2055000,411,-68864.625,91.483,101.5226
4953.03,5667.34,412,2060000,412,-66799.140625,90.4208,100.136
5122.07,5737.44,413,2065000,413,-66671.421875,90.8656,99.9544
5416.9,5834.59,414,2070000,414,-68085.671875,89.0812,95.4933
5567.68,5797.37,415,2075000,415,-68635.5546875,90.2075,101.8809
5228.19,5774.08,416,2080000,416,-66479.1484375,79.8723,93.2117
5562.6,5720.74,417,2085000,417,-68687.109375,90.1135,97.5237
5080.52,5531.11,418,2090000,418,-67519.1015625,89.823,99.5455
5504.14,5871.51,419,2095000,419,-69020.53125,89.0769,99.8573
5295.78,5575.26,420,2100000,420,-70048.703125,91.2585,101.4694
5311.41,5808.12,421,2105000,421,-70160.875,90.1421,95.6273
5045.9,5584.16,422,2110000,422,-70049.25,89.7088,95.447
4942.53,5651.36,423,2115000,423,-69202.1171875,89.8045,97.3146
5228.52,5789.28,424,2120000,424,-70456.3671875,88.961,99.3613
5362.23,5725.56,425,2125000,425,-70571.765625,88.6938,97.4298
5509.41,5038.58,426,2130000,426,-69583.6484375,81.5642,88.5555
5007.43,5763.27,427,2135000,427,-69405.9765625,90.2741,96.3235
5342.79,5661.71,428,2140000,428,-71979.21875,90.2,100.0682
5513.44,5695.15,429,2145000,429,-71740.046875,89.3379,96.4488
4982.02,5704.98,430,2150000,430,-70983.4296875,89.7165,98.6483
4910.77,5268.26,431,2155000,431,-71224.5078125,90.7763,99.2637
4565.0,5597.82,432,2160000,432,-71519.4140625,88.9979,95.2906
5071.22,5533.73,433,2165000,433,-72276.171875,91.1254,100.0026
4828.13,5727.55,434,2170000,434,-72202.0546875,90.4206,102.2607
5112.47,5727.49,435,2175000,435,-72455.734375,89.3693,101.1469
4945.7,5634.35,436,2180000,436,-73149.2578125,88.2257,98.6209
4852.02,5769.34,437,2185000,437,-73436.828125,89.5947,98.6565
4865.47,5806.19,438,2190000,438,-73464.765625,89.5588,96.9169
5199.59,5720.94,439,2195000,439,-73107.0703125,89.5544,101.7098
4785.72,5766.18,440,2200000,440,-72121.4375,88.7348,95.6877
5483.37,5312.16,441,2205000,441,-72860.9140625,86.9292,93.3501
5508.7,5560.92,442,2210000,442,-73455.84375,90.6763,101.0405
4762.08,5815.15,443,2215000,443,-73645.7578125,88.8495,97.2013
4569.71,5526.97,444,2220000,444,-73391.6328125,89.888,98.3042
5015.76,5781.09,445,2225000,445,-73464.0390625,89.436,97.3771
5433.19,5777.56,446,2230000,446,-73427.1875,89.7435,95.4644
5484.59,5815.23,447,2235000,447,-73910.703125,90.8159,98.1329
5300.32,5783.56,448,2240000,448,-74463.6640625,91.6177,100.9683
5198.81,5636.74,449,2245000,449,-74488.78125,91.9068,101.6386
4781.93,5694.66,450,2250000,450,-74602.0859375,89.49,97.699
5545.48,5894.61,451,2255000,451,-74054.6953125,89.9365,95.7353
5419.34,5774.47,452,2260000,452,-76001.875,89.9666,99.1201
4983.81,5351.83,453,2265000,453,-75023.46875,88.5982,93.5648
4875.09,5641.56,454,2270000,454,-75821.6796875,92.6739,101.9562
5551.3,5632.55,455,2275000,455,-76510.890625,90.5386,99.7766
5367.94,5769.08,456,2280000,456,-76406.3359375,91.6083,99.0492
5435.03,5795.71,457,2285000,457,-74737.984375,84.1305,93.713
5210.91,5839.84,458,2290000,458,-76514.84375,90.3704,98.5942
5393.85,5268.63,459,2295000,459,-76150.8125,89.5899,96.4426
5430.79,5795.74,460,2300000,460,-76437.9609375,90.7829,97.0918
4878.25,5226.07,461,2305000,461,-76670.0234375,89.5734,94.946
5556.83,5885.62,462,2310000,462,-77423.8046875,89.5377,98.747
5109.04,5834.5,463,2315000,463,-76125.75,90.4323,94.6366
5631.37,5876.62,464,2320000,464,-75719.65625,90.0888,94.9148
5192.45,5841.88,465,2325000,465,-76211.71875,90.989,97.2784
4775.36,5686.38,466,2330000,466,-77470.796875,91.3872,99.7359
5117.52,5839.7,467,2335000,467,-76853.390625,90.133,95.1172
5056.18,5301.29,468,2340000,468,-78234.3125,90.1381,98.9846
5088.24,5788.26,469,2345000,469,-76982.7734375,88.1664,92.1631
4985.13,5597.29,470,2350000,470,-78264.90625,89.7445,96.0932
5558.51,5930.67,471,2355000,471,-77360.65625,89.7456,95.4107
5195.19,5759.97,472,2360000,472,-75422.953125,87.1211,87.6229
5448.89,5740.17,473,2365000,473,-77645.4375,89.0697,93.6504
5270.81,5474.03,474,2370000,474,-78437.3515625,89.5623,95.1826
5059.47,5518.08,475,2375000,475,-77804.96875,87.2333,91.9678
5230.24,5760.87,476,2380000,476,-77971.5234375,89.2198,96.6871
-1052.35,-750.72,477,2385000,477,-55224.6796875,81.4399,214.0932
1503.15,1719.12,478,2390000,478,-66859.171875,78.7027,83.5668
2341.55,2214.0,479,2395000,479,-79085.6796875,88.6616,103.6592
1331.35,1840.56,480,2400000,480,-78270.6328125,88.5074,92.0339
2651.28,2940.18,481,2405000,481,-78996.90625,94.8074,103.8618
-2305.95,-2350.38,482,2410000,482,-40520.69921875,120.8334,545.5557
-986.68,-1040.28,483,2415000,483,-62087.36328125,92.7744,222.3698
-99.51,-308.6,484,2420000,484,-60317.234375,81.7462,98.5628
-294.39,-127.03,485,2425000,485,-64758.703125,80.9124,199.2574
542.47,421.02,486,2430000,486,-68056.6015625,77.7769,117.3536
2031.15,3543.43,487,2435000,487,-79438.015625,100.1052,113.7054
3258.94,3222.6,488,2440000,488,-80462.71875,98.7783,116.3048
2309.0,2338.85,489,2445000,489,-80928.046875,103.2183,121.2692
3065.31,3932.45,490,2450000,490,-80636.75,100.675,117.4031
3718.65,4504.0,491,2455000,491,-81048.2578125,94.8069,113.9505
4093.46,4575.31,492,2460000,492,-80407.390625,96.7727,110.6872
4737.26,4146.65,493,2465000,493,-79613.078125,93.2079,105.3335
4281.24,4683.72,494,2470000,494,-80887.328125,94.5184,108.5035
4401.69,4563.8,495,2475000,495,-80557.8125,94.8468,111.5462
3704.84,4550.44,496,2480000,496,-81013.609375,95.161,115.2749
4694.99,4847.76,497,2485000,497,-79208.0703125,92.7732,121.4674
4720.85,5284.86,498,2490000,498,-79734.671875,93.9795,109.2556
4803.75,5380.39,499,2495000,499,-78121.3046875,89.289,96.6977
4834.24,4873.3,500,2500000,500,-79372.8984375,91.4784,100.5059
4831.26,5339.93,501,2505000,501,-78947.3984375,93.4022,103.4239
4927.03,5353.53,502,2510000,502,-78861.34375,87.463,99.4088
4330.29,5382.52,503,2515000,503,-80366.640625,92.4395,99.9581
4682.95,5337.09,504,2520000,504,-79415.5703125,91.1684,109.4866
5166.55,5166.39,505,2525000,505,-80339.8515625,90.3314,93.0559
-980.69,-943.52,506,2530000,506,-72106.796875,121.0144,191.7951
-897.64,-1101.81,507,2535000,507,-63602.41015625,82.3479,343.4362
1599.55,2113.68,508,2540000,508,-65102.5390625,80.6658,111.6367
1202.05,1284.65,509,2545000,509,-69969.40625,78.4364,72.5589
3076.95,2961.44,510,2550000,510,-79469.78125,89.3835,112.0393
3715.46,3625.73,511,2555000,511,-82033.4140625,95.8926,106.1123
4470.13,4615.7,512,2560000,512,-81491.796875,98.8804,111.0573
4794.75,5078.87,513,2565000,513,-81390.328125,99.1466,114.8209
4671.56,5025.63,514,2570000,514,-79445.8046875,92.6274,103.2145
2767.07,3667.05,515,2575000,515,-82009.7109375,98.6695,114.74
4376.01,3785.12,516,2580000,516,-82838.40625,99.5564,119.8693
2514.78,2336.18,517,2585000,517,-82638.59375,96.9393,111.0923
1385.13,2282.04,518,2590000,518,-81367.3125,93.2274,97.87
961.17,821.0,519,2595000,519,-74406.8046875,81.5326,116.0486
-1031.19,-1090.89,520,2600000,520,-74104.8984375,89.3275,272.198
-767.62,-258.28,521,2605000,521,-75237.3046875,79.9976,267.8199
649.55,275.52,522,2610000,522,-76971.59375,81.2666,188.1093
-119.47,-77.69,523,2615000,523,-72331.921875,94.2295,108.5332
-555.38,-1005.27,524,2620000,524,-74921.15625,79.5806,237.745
-815.04,-492.36,525,2625000,525,-71840.921875,76.7563,256.0851
-274.26,10.39,526,2630000,526,-64688.21875,74.0523,102.8014
-301.74,23.18,527,2635000,527,-58241.546875,69.4653,61.5083
403.96,555.83,528,2640000,528,-68963.7578125,74.2523,57.5657
-145.05,-624.87,529,2645000,529,-71829.90625,77.861,141.1403
406.65,586.07,530,2650000,530,-72818.171875,78.4451,69.8705
1552.82,1640.89,531,2655000,531,-77465.2265625,85.7008,133.1332
2084.4,2136.99,532,2660000,532,-80827.546875,90.9279,111.3963
2459.12,2091.75,533,2665000,533,-82507.6875,94.6584,118.6547
2916.81,2704.71,534,2670000,534,-79446.0859375,89.4039,103.1924
2784.31,3206.5,535,2675000,535,-80196.6328125,91.0659,105.1938
1134.2,1975.78,536,2680000,536,-79308.4140625,87.4262,105.2322
1048.75,1391.94,537,2685000,537,-80643.4765625,87.7642,109.3375
1553.43,1305.54,538,2690000,538,-81670.734375,88.3564,102.7024
2191.58,2609.83,539,2695000,539,-81605.9609375,87.8471,100.4023
2032.28,1973.75,540,2700000,540,-82164.296875,88.133,101.845
1821.43,2994.77,541,2705000,541,-80897.0625,83.6158,93.4969
1755.54,1584.6,542,2710000,542,-83419.9140625,91.0161,98.5729
-2466.87,-2444.27,543,2715000,543,-61806.98828125,127.2205,633.4993
-2063.75,-1985.33,544,2720000,544,-61887.08984375,111.0961,520.7812
-1268.82,-1243.24,545,2725000,545,-59079.66015625,98.8009,347.2232
-1123.56,-1071.67,546,2730000,546,-53622.33984375,95.8741,204.1773
-1164.45,-1204.91,547,2735000,547,-57544.44921875,90.7584,358.3315
-179.43,48.16,548,2740000,548,-69049.75,82.6311,258.7547
321.38,640.74,549,2745000,549,-79686.0234375,82.6638,101.4302
331.2,385.7,550,2750000,550,-79946.8125,86.6969,197.3832
1199.55,1122.93,551,2755000,551,-81095.4140625,86.7574,198.29
383.0,558.49,552,2760000,552,-67986.328125,85.0135,324.3914
-576.37,-692.86,553,2765000,553,-74365.5546875,86.4545,362.0187
-1490.08,-1503.44,554,2770000,554,-58610.6328125,88.4983,243.2996
-1454.66,-1499.97,555,2775000,555,-62450.71875,93.3738,400.6377
-1558.18,-1521.87,556,2780000,556,-67469.2890625,102.9457,465.8242
-1336.79,-1244.8,557,2785000,557,-68253.765625,105.3566,422.268
451.45,250.4,558,2790000,558,-78176.0390625,88.23,217.5103
396.46,469.08,559,2795000,559,-83701.9296875,91.8622,108.318
2107.26,2690.21,560,2800000,560,-81728.640625,98.5005,110.355
2951.18,2955.7,561,2805000,561,-80252.9140625,94.2433,135.2825
2070.98,2283.27,562,2810000,562,-82820.8984375,98.7138,111.1053
2541.67,3193.71,563,2815000,563,-83432.03125,97.212,103.9752
2527.2,3225.92,564,2820000,564,-82074.25,94.4553,91.622
3509.4,3868.18,565,2825000,565,-82570.6875,92.5247,96.636
3339.78,3355.78,566,2830000,566,-83544.1484375,90.1986,115.4669
3762.23,4013.17,567,2835000,567,-81083.453125,87.196,117.6855
3347.37,4296.47,568,2840000,568,-84408.90625,94.6614,97.0713
3330.92,4281.17,569,2845000,569,-83080.0546875,91.4852,131.2158
3667.64,4737.65,570,2850000,570,-84479.3359375,92.7949,92.716
4301.33,3612.43,571,2855000,571,-83809.4140625,88.8011,112.5801
4091.74,4592.67,572,2860000,572,-82921.015625,86.7127,95.3888
3937.2,3877.56,573,2865000,573,-83966.65625,92.7501,96.9373
3571.44,4091.3,574,2870000,574,-83776.1484375,92.0092,93.0413
3764.49,4949.56,575,2875000,575,-84818.3671875,93.7121,105.9211
4344.12,5022.8,576,2880000,576,-82097.65625,91.2149,123.8386
3908.78,4107.6,577,2885000,577,-84425.4921875,90.1916,94.8875
4130.83,4536.7,578,2890000,578,-83919.09375,91.3635,114.6316
4202.24,4438.17,579,2895000,579,-82394.15625,91.005,125.4357
4555.45,4975.16,580,2900000,580,-83957.2578125,90.3198,91.9994
4535.51,4719.15,581,2905000,581,-84618.4140625,91.4188,92.2719
3934.13,5143.0,582,2910000,582,-83592.625,87.6334,86.2685
4845.92,5031.79,583,2915000,583,-85612.234375,92.2746,101.257
4378.8,4887.82,584,2920000,584,-85560.890625,93.8772,99.4165
4698.24,4894.9,585,2925000,585,-83387.5859375,87.0603,93.8631
4568.23,4885.95,586,2930000,586,-86355.015625,93.1078,102.5163
4672.85,4964.15,587,2935000,587,-85933.71875,95.5427,104.2209
4718.2,4715.29,588,2940000,588,-86080.8203125,93.427,100.3401
3644.59,4560.26,589,2945000,589,-84469.421875,90.3081,107.6629
4202.27,4710.68,590,2950000,590,-85582.8984375,93.3733,102.2508
4323.1,4990.32,591,2955000,591,-86377.171875,93.6634,101.5335
4370.83,4780.14,592,2960000,592,-85908.25,91.4798,103.3056
4469.71,5164.48,593,2965000,593,-86166.46875,95.7949,107.2133
4435.4,4843.2,594,2970000,594,-86581.40625,96.4105,106.8344
3926.57,4734.72,595,2975000,595,-87295.171875,96.6456,109.5933
4681.71,4673.59,596,2980000,596,-86240.9921875,93.1941,100.9494
4576.95,4560.78,597,2985000,597,-87248.359375,95.9806,110.8846
4474.45,5341.39,598,2990000,598,-86491.9765625,91.1284,110.3639
4081.59,4816.87,599,2995000,599,-87093.2109375,94.8366,109.946
