Itration,Running Update Time,Reward Loss,Real Sto Return,Real Det Return,Running Forward KL,Running Env Steps,Running Reverse KL
385,385,-8952.650390625,5222.8,5339.95,44.8785,1925000,24.6437
386,386,-9104.4580078125,5227.77,5240.77,45.5528,1930000,25.1292
387,387,-9388.0595703125,5200.64,5150.81,46.0251,1935000,25.6473
388,388,-9173.0,5263.91,5386.24,45.0733,1940000,25.5881
389,389,-9263.3671875,5352.22,5446.44,46.065,1945000,25.016
390,390,-9236.9775390625,5225.49,5386.77,45.0596,1950000,23.8457
391,391,-9141.20703125,5226.58,5336.54,44.8128,1955000,24.0717
392,392,-9470.3369140625,5310.95,5466.3,44.5859,1960000,25.1002
393,393,-9440.0537109375,5165.73,5320.12,44.8886,1965000,24.4942
394,394,-9590.5595703125,5240.9,5433.73,45.1425,1970000,25.0432
395,395,-9759.546875,5233.26,5479.5,46.1491,1975000,25.946
396,396,-9662.3037109375,5223.29,5314.09,46.0462,1980000,24.5364
397,397,-9714.294921875,5331.32,5347.29,46.9944,1985000,25.9199
398,398,-9550.4111328125,5166.23,5274.97,46.1814,1990000,23.6255
399,399,-9186.8720703125,5277.39,5499.1,45.2316,1995000,26.172
400,400,-9767.1455078125,4451.1,5328.03,45.5384,2000000,24.308
401,401,-9463.169921875,5183.81,5225.19,45.1952,2005000,24.1003
402,402,-9714.8818359375,5269.72,5479.49,44.6552,2010000,25.1414
403,403,-9930.7919921875,5290.6,5347.82,46.2495,2015000,25.4759
404,404,-9547.3837890625,5218.91,5339.73,45.1853,2020000,24.8016
405,405,-9679.119140625,5269.45,5345.79,45.4571,2025000,24.6278
406,406,-9888.283203125,5208.71,5301.32,45.8897,2030000,25.4517
407,407,-9512.607421875,5255.72,5407.95,45.6171,2035000,24.9427
408,408,-9768.111328125,5055.21,5366.42,46.2029,2040000,23.9324
409,409,-9802.341796875,5061.78,5336.83,45.2055,2045000,24.9723
410,410,-9794.2431640625,5257.0,5272.06,45.5139,2050000,24.0597
411,411,-9688.4609375,5190.02,5292.79,45.1809,2055000,24.0133
412,412,-9795.8603515625,5179.66,5282.94,46.7513,2060000,24.1855
413,413,-7608.0322265625,2046.07,6.99,46.9364,2065000,21.6209
414,414,-6903.77880859375,1528.71,12.02,48.3546,2070000,22.5622
415,415,-9862.14453125,5063.42,5238.66,46.5452,2075000,26.0733
416,416,-9914.5224609375,5070.55,5083.84,47.1123,2080000,24.5132
417,417,-10234.078125,4993.88,5226.54,47.1984,2085000,24.2166
418,418,-10100.119140625,5064.13,5286.05,45.8719,2090000,24.2337
419,419,-10225.1923828125,5089.55,5197.33,46.4227,2095000,24.5677
420,420,-10221.8994140625,4983.05,5052.1,46.9233,2100000,22.885
421,421,-10319.5419921875,5115.56,5117.76,46.1451,2105000,24.0195
422,422,-10239.009765625,5008.98,4922.0,46.1622,2110000,22.9568
423,423,-9960.4189453125,4961.86,5144.18,45.3983,2115000,21.8429
424,424,-10044.33203125,4985.88,5027.7,46.212,2120000,22.0449
425,425,-10350.6328125,4938.17,5249.34,46.4199,2125000,24.1114
426,426,-10020.5361328125,5045.49,5364.3,45.8726,2130000,23.1515
427,427,-9895.2412109375,4944.08,4550.87,45.7051,2135000,26.8322
428,428,-10206.0712890625,4550.25,4743.65,46.8243,2140000,23.7711
429,429,-9953.9619140625,4722.64,5054.92,46.6116,2145000,22.4982
430,430,-10583.6591796875,5137.63,5123.89,46.5078,2150000,26.4028
431,431,-10801.537109375,5162.6,5139.1,47.0994,2155000,25.5575
432,432,-5705.11669921875,4.28,7.36,53.7506,2160000,26.9144
433,433,-7245.57958984375,135.02,549.77,47.3198,2165000,31.9559
434,434,-4904.60498046875,489.61,481.14,54.4041,2170000,28.3977
435,435,-9958.6240234375,4712.97,4986.79,45.1445,2175000,23.1852
436,436,-10376.1044921875,4849.24,4911.29,45.6578,2180000,23.1339
437,437,-10112.912109375,4791.01,4778.58,44.9033,2185000,23.218
438,438,-10747.28515625,4781.8,4970.63,46.4681,2190000,23.2275
439,439,-10558.087890625,4957.84,4895.08,45.5776,2195000,23.8481
440,440,-10833.181640625,5191.75,5175.1,46.4083,2200000,24.996
441,441,-10880.9716796875,5165.61,5172.81,46.1582,2205000,24.2798
442,442,-10776.5732421875,5156.52,5203.28,46.5204,2210000,23.7195
443,443,-10813.5009765625,5200.55,5213.41,46.1468,2215000,24.4843
444,444,-10818.763671875,5178.68,5089.77,46.4798,2220000,24.3979
445,445,-10954.666015625,4926.46,5086.34,46.7332,2225000,24.5422
446,446,-10849.98828125,4974.07,5072.97,46.2086,2230000,23.2427
447,447,-10816.1640625,5167.66,5184.93,46.0642,2235000,23.4967
448,448,-10986.037109375,5099.18,5118.41,45.2238,2240000,23.1678
449,449,-11112.884765625,5084.95,5091.15,46.1722,2245000,22.4805
450,450,-11074.9287109375,5152.38,5245.26,45.9625,2250000,22.7826
451,451,-10801.662109375,4958.9,4951.83,45.4443,2255000,21.24
452,452,-11162.173828125,5215.12,5315.28,45.5832,2260000,22.5915
453,453,-11164.0283203125,5245.75,5226.26,45.8128,2265000,23.7984
454,454,-11262.375,5256.05,5277.21,45.4206,2270000,23.7749
455,455,-11386.08203125,5046.12,5058.04,45.2684,2275000,22.68
456,456,-11645.1298828125,5281.4,5411.37,46.4075,2280000,24.6814
457,457,-11367.8359375,5182.67,5111.19,46.0934,2285000,23.6443
458,458,-11717.123046875,5247.22,5194.15,46.7562,2290000,24.9664
459,459,-11732.072265625,5312.62,5262.22,46.5467,2295000,24.928
460,460,-11408.3076171875,4624.95,5269.67,45.8286,2300000,23.1034
461,461,-11740.1259765625,5281.68,5349.73,45.802,2305000,24.8018
462,462,-11450.3671875,5150.31,5200.53,46.2625,2310000,24.4354
463,463,-11191.0380859375,5121.49,4964.58,45.5173,2315000,23.4008
464,464,-11706.4482421875,5290.34,5184.34,46.5194,2320000,24.5115
465,465,-11645.3994140625,5135.89,5183.24,45.8709,2325000,23.2686
466,466,-11827.5849609375,5225.74,5182.55,46.0625,2330000,23.7793
467,467,-11781.1484375,5263.99,5223.52,46.5361,2335000,24.5636
468,468,-11662.1884765625,5146.29,5126.5,45.885,2340000,23.0161
469,469,-11688.12109375,5276.78,5288.79,45.3608,2345000,23.5134
470,470,-11636.060546875,5140.43,5069.66,45.5633,2350000,23.5101
471,471,-11703.6455078125,5205.11,5224.44,45.5308,2355000,24.0888
472,472,-11585.4755859375,5237.25,5183.38,45.8732,2360000,23.3968
473,473,-11574.4853515625,5234.81,5252.8,45.6263,2365000,23.2852
474,474,-11726.1767578125,5211.88,5190.07,46.8061,2370000,24.5723
475,475,-11423.02734375,5203.89,5300.66,45.7624,2375000,24.0956
476,476,-11450.205078125,5226.29,5275.75,45.6432,2380000,24.0186
477,477,-11890.2626953125,5223.11,5220.36,46.1057,2385000,24.0997
478,478,-9309.376953125,17.0,-3.85,47.4792,2390000,22.5374
479,479,-8293.16796875,39.43,60.88,49.8472,2395000,34.0374
480,480,-7759.28564453125,286.87,70.75,49.9087,2400000,41.24
481,481,-8892.58984375,3065.61,4072.15,48.0261,2405000,36.0191
482,482,-11951.3134765625,4955.17,5195.26,47.0063,2410000,26.5809
483,483,-12121.4248046875,5339.48,5363.54,46.9922,2415000,26.9844
484,484,-12322.1416015625,5260.12,5236.3,47.0554,2420000,26.0024
485,485,-12147.2314453125,5236.48,5318.08,45.8203,2425000,25.1971
486,486,-11693.8994140625,5177.52,5209.73,45.1097,2430000,23.8568
487,487,-11270.880859375,4609.82,5176.55,46.1081,2435000,26.6147
488,488,-10358.4658203125,4603.57,483.56,45.8035,2440000,21.4826
489,489,-11768.8984375,4979.05,5214.66,46.0693,2445000,23.8727
490,490,-12034.67578125,4669.8,5084.98,45.6025,2450000,23.035
491,491,-10507.1376953125,3993.74,993.2,45.3328,2455000,26.8707
492,492,-12164.953125,5227.89,5174.63,46.0615,2460000,23.4611
493,493,-11354.7138671875,4437.55,5093.29,45.136,2465000,22.4355
494,494,-10878.9658203125,4859.5,4763.78,46.1391,2470000,26.8136
495,495,-12352.1630859375,5125.35,5078.63,45.3461,2475000,23.6195
496,496,-12093.109375,5193.95,5277.9,45.4138,2480000,23.8654
497,497,-12139.912109375,5135.26,5145.22,45.2677,2485000,23.1825
498,498,-11553.1396484375,4389.72,2900.63,46.2464,2490000,24.6585
499,499,-12200.3076171875,4886.44,5159.98,45.4691,2495000,23.4913
500,500,-12176.837890625,5061.79,5084.75,45.9526,2500000,23.2386
501,501,-11641.119140625,4901.42,4872.32,45.6628,2505000,21.4048
502,502,-11264.2158203125,3621.86,5123.13,45.631,2510000,24.9642
503,503,-12137.4775390625,4901.01,4811.89,46.1026,2515000,22.8349
504,504,-12151.84765625,5182.8,5217.5,45.7966,2520000,23.3255
505,505,-10647.5732421875,4663.27,5142.36,46.4524,2525000,31.1131
506,506,-12241.630859375,4959.48,4955.37,46.7586,2530000,24.0091
507,507,-11868.2236328125,4442.41,4731.98,46.1675,2535000,24.1321
508,508,-12151.9150390625,4891.12,5057.91,45.4163,2540000,23.0651
509,509,-12150.98046875,4418.42,5103.68,46.1048,2545000,22.4326
510,510,-12416.740234375,5138.92,5036.21,45.9002,2550000,23.3688
511,511,-12259.8505859375,4932.93,5190.95,45.6567,2555000,22.5248
512,512,-12313.6611328125,4930.42,4928.4,46.116,2560000,23.0273
513,513,-12344.2158203125,4685.68,4546.17,46.2733,2565000,22.5877
514,514,-11483.2041015625,4913.08,4807.98,45.9881,2570000,21.7629
515,515,-12255.2216796875,4760.81,5047.13,46.3168,2575000,22.8808
516,516,-9983.76171875,3621.69,2969.44,47.2592,2580000,24.0073
517,517,-11752.9033203125,4788.53,5016.7,46.5239,2585000,21.9462
518,518,-11781.5361328125,5100.8,5027.31,46.8056,2590000,21.8178
519,519,-12478.19140625,5017.71,5039.6,46.0407,2595000,22.8147
520,520,-12389.7001953125,4948.02,5233.59,45.727,2600000,22.9757
521,521,-12601.46875,5183.4,5107.52,46.4165,2605000,24.1582
522,522,-12483.02734375,5160.11,5156.4,46.2177,2610000,23.7689
523,523,-12237.333984375,5132.94,5134.56,45.5967,2615000,22.6251
524,524,-12432.2724609375,5158.45,5135.65,46.4591,2620000,24.5503
525,525,-12573.6796875,5235.07,5159.59,46.5965,2625000,24.1878
526,526,-12384.6640625,5161.7,5164.43,45.72,2630000,23.77
527,527,-12680.08203125,5129.42,5088.82,46.1887,2635000,24.1233
528,528,-12586.2119140625,4947.33,5198.48,44.6755,2640000,22.4387
529,529,-7464.59619140625,903.14,-19.51,57.8137,2645000,65.2156
530,530,-7966.75244140625,81.65,71.0,54.9102,2650000,61.5517
531,531,-11820.7958984375,48.61,32.09,45.8576,2655000,19.7807
532,532,-11278.408203125,4455.72,4388.07,45.3993,2660000,23.5341
533,533,-11529.591796875,4363.03,4701.29,46.9601,2665000,25.3152
534,534,-12340.1904296875,5125.02,5124.09,45.6774,2670000,24.3156
535,535,-12473.060546875,5181.56,5204.3,45.7259,2675000,23.9675
536,536,-12449.494140625,5114.26,5074.74,46.3016,2680000,24.8377
537,537,-12557.3232421875,5116.67,5261.81,46.259,2685000,23.4438
538,538,-11687.970703125,4525.86,3350.14,46.1814,2690000,21.5282
539,539,-10602.0234375,3521.13,542.35,46.7071,2695000,20.6549
540,540,-12546.9716796875,4255.73,5144.83,44.2862,2700000,22.4032
541,541,-12478.86328125,5181.75,5207.88,46.3506,2705000,23.7972
542,542,-12526.63671875,5035.41,5238.91,46.0089,2710000,24.7748
543,543,-12336.5654296875,4798.64,5116.2,45.2944,2715000,23.4754
544,544,-11713.0205078125,5058.81,5021.5,45.8189,2720000,22.8864
545,545,-12010.8896484375,4955.62,4971.89,45.0334,2725000,22.8542
546,546,-12587.6181640625,5148.82,5276.93,45.1871,2730000,22.9793
547,547,-11961.21484375,5360.61,5470.99,45.2988,2735000,23.2685
548,548,-12146.2509765625,4962.25,5148.27,45.4666,2740000,22.5493
549,549,-12621.33984375,5101.41,5140.51,45.7137,2745000,22.5982
550,550,-12079.55859375,5125.86,5167.12,45.9306,2750000,23.4767
551,551,-11919.8193359375,3404.49,5302.63,45.0557,2755000,21.5416
552,552,-11194.33984375,4318.6,4684.36,44.5054,2760000,20.2427
553,553,-12526.9375,5105.23,5287.0,45.4556,2765000,23.5823
554,554,-12572.5302734375,5093.03,5118.43,45.8389,2770000,22.2325
555,555,-12341.6015625,5093.93,4972.68,44.3959,2775000,23.0794
556,556,-12783.0986328125,5241.02,5203.18,45.7599,2780000,24.4417
557,557,-12558.763671875,5176.64,5109.38,45.6843,2785000,24.5664
558,558,-12549.1669921875,5237.3,5300.6,45.6616,2790000,24.8473
559,559,-12741.7333984375,4731.45,4953.54,45.9201,2795000,24.5709
560,560,-12386.32421875,4940.24,5261.39,45.3887,2800000,21.8452
561,561,-12088.2421875,4723.63,4953.54,45.7166,2805000,21.8216
562,562,-12430.17578125,5053.52,5112.6,45.4445,2810000,23.5415
563,563,-12352.634765625,4976.39,5146.29,45.3421,2815000,22.5499
564,564,-11536.4267578125,3483.75,5280.58,46.4518,2820000,21.5169
565,565,-12973.39453125,5008.9,5208.95,46.5863,2825000,23.1579
566,566,-12329.8466796875,4809.81,4934.58,45.8202,2830000,21.0256
567,567,-12237.0615234375,5183.03,5247.2,45.6615,2835000,22.201
568,568,-12727.92578125,5312.32,5371.2,45.4342,2840000,24.6185
569,569,-12580.9365234375,5312.44,5447.77,45.265,2845000,23.9703
570,570,-9809.8388671875,2369.1,1181.1,45.7334,2850000,20.8548
571,571,-12092.3349609375,4952.91,5435.98,45.2372,2855000,21.5972
572,572,-12679.2587890625,5225.15,5284.12,45.5186,2860000,23.6321
573,573,-12707.3076171875,5308.4,5350.02,46.039,2865000,24.0654
574,574,-13209.890625,4956.85,5280.05,45.6806,2870000,24.2971
575,575,-12949.3173828125,5301.55,5311.26,45.8312,2875000,24.2604
576,576,-13184.0263671875,5368.95,5548.3,46.5869,2880000,25.6122
577,577,-12469.4443359375,5279.69,5428.32,46.5211,2885000,22.9015
578,578,-13152.4638671875,5348.63,5472.52,46.3287,2890000,23.5025
579,579,-13189.123046875,5125.36,5602.7,46.8549,2895000,25.0296
580,580,-12947.4521484375,5386.61,5589.61,46.6564,2900000,24.4544
581,581,-13068.5576171875,5341.84,5516.82,45.9993,2905000,22.7793
582,582,-12832.20703125,5392.42,5453.33,45.1524,2910000,23.4059
583,583,-13003.2783203125,5318.23,5554.37,45.5459,2915000,23.5867
584,584,-13008.232421875,5064.98,5489.33,45.7912,2920000,23.9464
585,585,-12626.5146484375,5335.27,5333.4,46.6378,2925000,23.3582
586,586,-13107.568359375,5347.06,5178.33,45.5678,2930000,23.9811
587,587,-13163.994140625,5246.58,4820.92,45.7674,2935000,23.1756
588,588,-13296.626953125,5222.11,5164.63,44.5804,2940000,23.468
589,589,-13358.568359375,5356.89,4683.63,46.0701,2945000,23.1223
590,590,-13328.5673828125,5283.76,4746.54,45.7999,2950000,22.9533
591,591,-13454.8095703125,5345.53,5539.98,45.8287,2955000,24.5052
592,592,-13282.314453125,4937.68,5288.81,45.072,2960000,23.3024
593,593,-13162.3076171875,5069.89,5256.03,46.7707,2965000,23.9487
594,594,-13304.787109375,5090.06,5508.96,46.207,2970000,23.9335
595,595,-13465.3984375,5260.91,5445.99,45.3734,2975000,24.2155
596,596,-13602.8193359375,5133.38,5435.36,46.6322,2980000,23.7657
597,597,-12813.6650390625,4541.88,5279.28,45.6326,2985000,22.9206
598,598,-13159.58203125,4830.56,5490.56,46.9077,2990000,23.0599
599,599,-13891.7724609375,5351.26,5489.86,46.646,2995000,24.3676
600,600,-13623.1689453125,5257.47,5165.21,45.7402,3000000,24.723
601,601,-12743.95703125,4449.3,5052.77,46.6454,3005000,22.8832
602,602,-13508.779296875,5087.4,5521.1,46.6235,3010000,23.5989
603,603,-13541.4072265625,5260.52,5375.07,46.9204,3015000,24.7145
604,604,-12612.9248046875,4921.49,5177.13,47.0962,3020000,27.4131
605,605,-12827.09765625,5330.39,5546.8,46.1835,3025000,24.2437
606,606,-13625.0537109375,5253.13,5508.98,46.2065,3030000,23.6228
607,607,-13417.560546875,4883.56,4734.88,46.048,3035000,22.6844
608,608,-13517.884765625,5040.21,5144.04,46.4792,3040000,23.7074
609,609,-11921.35546875,5156.1,5438.95,46.2439,3045000,26.381
610,610,-13554.5517578125,5241.16,5253.01,46.9207,3050000,24.0793
611,611,-12821.208984375,5137.96,5052.24,46.2202,3055000,26.1632
612,612,-13274.478515625,4777.84,4930.12,46.0128,3060000,23.0921
613,613,-13614.55078125,5283.23,5298.14,46.4615,3065000,25.233
614,614,-13376.4990234375,4778.28,5267.52,45.8017,3070000,22.2389
615,615,-13508.7646484375,4989.64,5114.24,46.2681,3075000,23.9868
616,616,-11217.26171875,2859.96,2240.43,45.9995,3080000,22.7693
617,617,-11912.119140625,3237.35,2699.09,46.0648,3085000,26.7718
618,618,-11135.689453125,2981.58,1888.17,46.6952,3090000,24.0729
619,619,-13521.01171875,4818.64,4795.73,46.7205,3095000,23.2292
620,620,-12252.7373046875,2396.08,2113.38,46.1753,3100000,21.3467
621,621,-10928.59375,2317.76,2770.87,45.9397,3105000,21.0729
622,622,-13243.6259765625,4332.05,5137.12,45.822,3110000,22.9901
623,623,-12083.037109375,3252.8,3592.91,45.7522,3115000,18.9766
624,624,-12960.3330078125,3041.4,4873.77,46.2255,3120000,23.3869
625,625,-12916.837890625,4233.08,4416.4,46.122,3125000,24.1525
626,626,-13017.333984375,3959.72,5088.63,45.7665,3130000,21.9691
627,627,-13391.3896484375,4805.98,4914.3,45.3625,3135000,22.1873
628,628,-13491.6748046875,4595.94,4770.44,45.8646,3140000,21.8029
629,629,-13422.9013671875,4837.57,4974.39,45.2037,3145000,21.216
630,630,-13206.7607421875,5133.12,5078.31,45.4388,3150000,24.2401
631,631,-13614.755859375,5089.98,4906.28,46.0159,3155000,23.3435
632,632,-13387.5810546875,4713.4,3618.45,46.1828,3160000,24.4818
633,633,-12178.2705078125,3890.0,5231.28,46.195,3165000,22.2578
634,634,-12262.1591796875,3061.1,4601.56,46.6085,3170000,23.3162
635,635,-13298.765625,4427.21,4450.23,45.0818,3175000,21.1807
636,636,-13325.8828125,4653.79,4785.45,44.5883,3180000,20.4737
637,637,-13263.779296875,5080.98,5192.38,44.4105,3185000,21.0065
638,638,-12672.490234375,4603.92,4752.22,45.3291,3190000,20.2342
639,639,-13540.3251953125,4518.54,4973.39,46.2397,3195000,22.7274
640,640,-13255.5888671875,4047.94,5095.03,45.3139,3200000,21.1421
641,641,-12783.3515625,4461.85,4060.45,45.7966,3205000,20.7791
642,642,-13721.84765625,3874.38,2302.19,45.1827,3210000,21.9518
643,643,-11847.01953125,4361.96,4333.73,45.5591,3215000,20.724
644,644,-13535.271484375,4712.61,4415.37,44.8975,3220000,22.2613
645,645,-13140.0341796875,4654.44,3680.17,45.0122,3225000,20.6488
646,646,-13828.552734375,4654.28,4749.42,45.5223,3230000,22.9327
647,647,-13827.6171875,4856.41,3792.4,45.7914,3235000,23.5504
648,648,-13863.51953125,5066.46,4883.59,45.6546,3240000,23.4939
649,649,-13535.630859375,4881.66,4748.35,45.8484,3245000,23.0399
650,650,-13456.0537109375,5005.05,4393.21,44.7895,3250000,23.3198
651,651,-13844.0693359375,4882.49,3916.13,45.5798,3255000,22.9558
652,652,-13601.4580078125,5267.04,5166.82,46.0998,3260000,25.0456
653,653,-13620.853515625,5273.17,5329.21,45.6723,3265000,24.7133
654,654,-13671.8291015625,5255.7,4828.44,46.126,3270000,25.1503
655,655,-13322.2099609375,5127.43,4824.69,45.2618,3275000,23.6119
656,656,-13749.505859375,5297.18,5315.5,45.9001,3280000,24.9965
657,657,-13074.1005859375,4684.68,5362.68,46.2349,3285000,24.2517
658,658,-13728.7978515625,5255.08,5400.13,45.004,3290000,23.558
659,659,-13679.7080078125,5288.08,5109.1,46.1767,3295000,23.4034
660,660,-13646.9130859375,5289.54,5321.73,45.097,3300000,22.8871
661,661,-13514.470703125,5083.73,5360.81,45.1546,3305000,21.9407
662,662,-14221.4765625,5405.28,5555.12,45.771,3310000,24.1631
663,663,-14062.4501953125,5378.48,5367.35,45.5504,3315000,23.8285
664,664,-13907.357421875,5315.41,5215.87,45.1901,3320000,22.5373
665,665,-13479.349609375,5299.99,4803.27,46.4934,3325000,24.9195
666,666,-14096.1513671875,5358.97,5297.43,45.9061,3330000,24.8323
667,667,-13915.5966796875,5037.86,5322.83,45.1871,3335000,23.5897
668,668,-14176.529296875,5430.71,5412.49,45.9482,3340000,23.9642
669,669,-13922.7275390625,4523.42,4529.43,45.6119,3345000,23.2772
670,670,-14377.7900390625,5042.67,5253.56,45.2905,3350000,24.1251
671,671,-14081.5146484375,4771.98,5306.15,45.4723,3355000,23.1624
672,672,-13943.2177734375,4830.67,5030.39,46.6841,3360000,23.8163
673,673,-14479.607421875,4730.39,5203.69,45.6131,3365000,26.008
674,674,-14119.0009765625,5029.9,5257.36,45.2836,3370000,23.357
675,675,-10818.013671875,130.11,59.09,51.4253,3375000,34.549
676,676,-7917.6953125,330.82,348.73,51.7736,3380000,36.4944
677,677,-9450.2880859375,453.49,482.16,49.7601,3385000,23.6597
678,678,-10686.6533203125,1517.82,1219.19,46.2236,3390000,23.8194
679,679,-10747.482421875,2096.37,1441.99,46.3476,3395000,23.5797
680,680,-12079.0595703125,3363.03,4546.14,44.9792,3400000,22.6129
681,681,-14125.6875,4707.35,4740.96,45.0577,3405000,22.0692
682,682,-13623.6181640625,4398.8,5251.25,46.1575,3410000,23.4461
683,683,-13611.828125,4816.92,5093.82,45.8224,3415000,26.2199
684,684,-13978.775390625,5149.06,5123.95,46.537,3420000,26.3929
685,685,-13926.2197265625,4750.21,5404.96,46.1527,3425000,24.754
686,686,-13440.59375,5128.92,5170.34,45.4263,3430000,22.7181
687,687,-13697.1953125,4467.69,2394.91,45.8311,3435000,24.4007
688,688,-14424.1005859375,4974.26,4900.88,45.6446,3440000,23.8322
689,689,-13701.17578125,4553.33,4963.28,45.539,3445000,21.7651
690,690,-14349.689453125,4646.56,5135.0,45.6404,3450000,24.8968
691,691,-14124.1630859375,3440.72,4006.09,45.7976,3455000,25.848
692,692,-14371.7080078125,4265.66,5107.43,46.5247,3460000,26.8753
693,693,-14596.7177734375,2859.85,360.67,46.2048,3465000,26.2651
694,694,-11811.9521484375,2960.12,2450.91,46.193,3470000,28.1889
695,695,-14376.5859375,4186.81,5313.88,45.8902,3475000,25.6355
696,696,-14787.7353515625,5199.18,5026.25,45.81,3480000,26.2475
697,697,-14544.916015625,4548.45,5364.76,45.3589,3485000,25.043
698,698,-14657.62109375,5240.67,5305.02,45.2316,3490000,26.0667
699,699,-14525.2265625,5209.76,5293.89,46.128,3495000,26.409
700,700,-14561.0576171875,5246.49,5283.85,45.2073,3500000,24.9334
701,701,-14563.8916015625,5372.22,5353.3,45.7196,3505000,25.8258
702,702,-14855.8271484375,5291.76,5347.87,45.314,3510000,25.4256
703,703,-14507.0361328125,5355.74,5408.84,45.6744,3515000,24.5144
704,704,-14259.4970703125,5006.72,5416.67,45.3482,3520000,23.158
705,705,-14372.548828125,5245.95,5314.88,44.6339,3525000,24.2225
706,706,-14444.2099609375,5250.25,5260.99,45.0568,3530000,23.5957
707,707,-14481.2431640625,5186.25,4705.55,45.6464,3535000,24.4488
708,708,-12908.83984375,3964.41,4962.76,45.2399,3540000,27.7764
709,709,-14483.9423828125,5280.59,5293.01,44.8341,3545000,23.7256
710,710,-14568.984375,4831.59,5156.22,45.5202,3550000,24.2001
711,711,-14442.29296875,5226.82,5260.5,45.9306,3555000,24.2709
712,712,-14241.0869140625,4943.85,5209.81,44.8268,3560000,23.7757
713,713,-14173.935546875,5026.7,5078.89,44.2902,3565000,24.0975
714,714,-14063.81640625,4947.4,4983.99,45.1355,3570000,24.223
715,715,-14059.134765625,5111.2,5168.83,44.4052,3575000,23.3785
716,716,-14183.818359375,5128.01,5226.86,45.3937,3580000,24.5467
717,717,-14301.48046875,4992.45,5258.91,45.3261,3585000,23.6484
718,718,-14605.3662109375,4879.77,5089.81,45.6808,3590000,23.4204
719,719,-14553.10546875,4938.59,5142.51,44.9242,3595000,23.8162
720,720,-13480.7890625,3433.78,5162.49,45.4075,3600000,27.5492
721,721,-14475.9658203125,5262.83,5315.07,44.5088,3605000,24.2045
722,722,-14314.5068359375,4901.87,5166.44,44.9987,3610000,21.7232
723,723,-14735.587890625,5084.2,5264.0,45.5109,3615000,23.6382
724,724,-14039.0166015625,4902.68,5322.46,45.0895,3620000,22.0588
725,725,-11409.1328125,3601.13,4099.28,45.4824,3625000,40.3168
726,726,-14458.7763671875,5114.75,5425.6,45.416,3630000,23.4375
727,727,-14576.8837890625,5199.43,5194.03,45.2387,3635000,23.8758
728,728,-14253.0439453125,5283.98,5250.35,44.7232,3640000,23.0614
729,729,-12461.990234375,3046.49,2993.05,47.1481,3645000,23.6535
730,730,-10714.708984375,901.92,988.02,47.9873,3650000,30.5903
731,731,-14023.5625,4550.99,5236.01,44.9055,3655000,22.335
732,732,-14266.453125,4372.81,5182.23,44.4098,3660000,22.2762
733,733,-14288.810546875,4658.52,5217.38,44.5369,3665000,22.6079
734,734,-14106.19921875,5244.67,5129.73,45.4923,3670000,24.3843
735,735,-14371.724609375,5189.95,5142.08,45.0026,3675000,23.8207
736,736,-14414.71875,5145.36,5135.62,46.061,3680000,24.3088
737,737,-12499.4052734375,4040.19,3224.38,46.186,3685000,27.1566
738,738,-13921.755859375,5142.26,5373.91,45.9078,3690000,22.505
739,739,-14609.1953125,5310.71,5396.4,45.471,3695000,24.224
740,740,-14152.4501953125,4855.85,5529.92,46.3842,3700000,23.4182
741,741,-14477.4208984375,5246.4,5254.54,45.3635,3705000,24.2895
742,742,-14426.6396484375,5318.44,5293.34,46.103,3710000,22.8894
743,743,-14714.5146484375,5407.29,5394.84,44.5616,3715000,24.1197
744,744,-14541.494140625,5336.42,5294.35,44.625,3720000,23.9371
745,745,-14737.4912109375,5378.49,5342.96,45.6037,3725000,24.3857
746,746,-15060.154296875,5321.9,5412.86,45.9066,3730000,23.8538
747,747,-14521.2919921875,4717.47,5177.46,45.6263,3735000,22.5865
748,748,-13702.400390625,4334.5,5500.06,44.875,3740000,21.2402
749,749,-15026.8740234375,5503.72,5538.56,45.4536,3745000,23.8837
750,750,-14971.529296875,5136.87,5224.83,45.203,3750000,24.0519
751,751,-13884.408203125,5327.87,5323.95,44.2043,3755000,23.7152
752,752,-14404.0146484375,4738.46,5494.71,45.1576,3760000,23.5193
753,753,-14552.59765625,5266.52,5347.75,44.5133,3765000,23.3055
754,754,-14273.365234375,5091.21,5275.54,44.9235,3770000,25.0126
755,755,-14455.3740234375,5310.08,5193.29,44.1024,3775000,22.6929
756,756,-14979.2841796875,5310.81,5118.0,45.066,3780000,24.0096
757,757,-14569.2216796875,4687.5,5107.17,44.4204,3785000,23.2643
758,758,-14246.869140625,4725.93,5290.98,45.1839,3790000,21.7654
759,759,-14853.1689453125,5336.33,5307.88,44.8114,3795000,23.9599
760,760,-14544.5263671875,5214.89,5364.1,44.3611,3800000,24.1004
761,761,-14818.853515625,5343.14,5289.19,44.8179,3805000,23.5746
762,762,-14803.8095703125,5096.39,5132.75,45.0654,3810000,22.244
763,763,-13925.8857421875,4508.59,5300.06,44.495,3815000,23.9917
764,764,-14499.3955078125,5094.66,5323.31,45.358,3820000,25.3096
765,765,-14287.7724609375,4624.75,4945.06,45.3867,3825000,21.08
766,766,-12444.083984375,251.99,501.0,50.0564,3830000,73.9815
767,767,-13264.630859375,-3.44,-4.33,48.9851,3835000,42.6064
768,768,-15205.158203125,4656.76,4845.13,44.9361,3840000,24.3597
769,769,-14907.4580078125,5213.41,5360.0,45.6796,3845000,23.1609
