Running Env Steps,Running Update Time,Running Forward KL,Reward Loss,Real Sto Return,Running Reverse KL,Itration,Real Det Return
1995000,399,604.9233,-19371.5390625,189.84,414.6196,399,187.56
2000000,400,519.168,-19310.609375,198.3,874.1393,400,198.17
2005000,401,548.4205,-19331.19921875,239.18,632.857,401,229.33
2010000,402,610.0667,-19338.314453125,119.56,486.6094,402,119.58
2015000,403,629.3193,-19546.625,118.14,1133.0447,403,120.68
2020000,404,586.9463,-19502.75,247.18,1103.0752,404,249.07
2025000,405,572.3945,-19441.3125,272.41,518.9895,405,260.84
2030000,406,561.6341,-19478.845703125,250.69,508.6179,406,237.51
2035000,407,499.9557,-19312.400390625,195.3,468.65,407,189.83
2040000,408,558.184,-19456.474609375,135.27,539.2555,408,130.52
2045000,409,558.5436,-19659.08984375,127.74,977.4651,409,134.84
2050000,410,528.6345,-19460.7421875,148.83,608.5225,410,147.43
2055000,411,521.842,-19198.220703125,277.42,424.4579,411,247.59
2060000,412,583.5907,-19649.546875,200.75,590.6861,412,201.93
2065000,413,550.4082,-19569.34765625,270.42,605.8519,413,264.04
2070000,414,562.073,-19587.234375,225.95,512.5861,414,235.64
2075000,415,520.3084,-19386.669921875,335.51,509.2038,415,306.96
2080000,416,514.2657,-19417.193359375,313.01,508.3268,416,271.05
2085000,417,536.9308,-19521.3359375,225.28,529.6829,417,241.99
2090000,418,535.9217,-19558.71875,303.18,528.1413,418,284.66
2095000,419,530.0724,-19568.255859375,241.46,812.4938,419,227.55
2100000,420,510.371,-19590.080078125,274.57,958.5922,420,255.74
2105000,421,516.6815,-19634.154296875,206.72,847.5754,421,200.63
2110000,422,546.1789,-19674.9453125,199.17,723.6588,422,205.03
2115000,423,677.2578,-19858.841796875,62.16,531.6116,423,62.1
2120000,424,672.1306,-19871.943359375,63.74,758.942,424,63.68
2125000,425,804.2915,-19916.005859375,63.39,1045.4599,425,63.46
2130000,426,704.7938,-19898.220703125,63.46,861.8553,426,63.84
2135000,427,799.3345,-19886.07421875,62.0,644.5418,427,61.72
2140000,428,711.3964,-19888.69140625,63.88,560.3332,428,63.65
2145000,429,699.5685,-19896.732421875,63.36,969.8446,429,63.4
2150000,430,831.6937,-19909.458984375,63.16,618.4111,430,63.13
2155000,431,839.5429,-19907.1796875,62.65,638.7966,431,62.61
2160000,432,802.7088,-19926.806640625,63.32,674.2131,432,63.26
2165000,433,698.6686,-19895.0859375,61.3,653.3906,433,60.16
2170000,434,726.8597,-19929.1171875,62.72,940.2866,434,62.46
2175000,435,845.1104,-19941.181640625,62.72,1367.2791,435,62.69
2180000,436,755.751,-19934.888671875,64.29,1257.3171,436,63.22
2185000,437,760.5211,-19910.580078125,65.22,837.5278,437,65.24
2190000,438,755.8615,-19931.669921875,63.8,1061.2111,438,64.41
2195000,439,753.7271,-19907.890625,68.76,1135.4488,439,68.55
2200000,440,623.1455,-19796.197265625,85.13,876.1646,440,91.3
2205000,441,786.5793,-19912.32421875,100.7,1048.0861,441,94.91
2210000,442,763.4799,-19921.935546875,61.26,1075.3236,442,61.99
2215000,443,694.0885,-19830.75390625,71.79,896.3695,443,89.03
2220000,444,778.1928,-19950.42578125,59.83,1231.4451,444,59.43
2225000,445,615.8613,-19762.419921875,104.45,1106.0713,445,106.83
2230000,446,602.0149,-19893.35546875,90.04,1228.3186,446,107.63
2235000,447,737.4642,-19931.6015625,66.09,1188.0336,447,66.35
2240000,448,742.1549,-19950.1171875,60.26,1266.9004,448,61.15
2245000,449,784.8217,-19952.30078125,61.86,1359.2454,449,61.51
2250000,450,798.5981,-19954.7734375,57.65,1310.8921,450,58.23
2255000,451,810.0999,-19957.66796875,56.66,1330.7143,451,56.26
2260000,452,785.836,-19956.33984375,61.26,1398.9149,452,61.23
2265000,453,791.1872,-19958.720703125,55.81,1212.2076,453,55.96
2270000,454,805.3461,-19949.6796875,60.6,1348.6909,454,60.28
2275000,455,810.8655,-19960.78125,59.33,1360.7697,455,59.2
2280000,456,809.7679,-19959.712890625,58.18,1295.675,456,58.25
2285000,457,805.6049,-19962.962890625,56.24,1411.2742,457,56.54
2290000,458,804.1351,-19960.84375,55.86,1070.7779,458,55.7
2295000,459,814.6616,-19965.3203125,55.62,1526.2178,459,55.73
2300000,460,814.1746,-19967.59375,56.29,1388.4808,460,55.82
2305000,461,813.6401,-19968.234375,55.5,1322.9147,461,55.52
2310000,462,811.1944,-19967.876953125,58.91,1435.4276,462,59.02
2315000,463,811.3885,-19967.26171875,58.53,1463.1992,463,58.58
2320000,464,809.0013,-19968.8203125,57.96,1483.0265,464,57.97
2325000,465,804.2363,-19968.146484375,58.7,1114.8118,465,58.74
2330000,466,804.354,-19970.4765625,57.44,1360.3447,466,57.37
2335000,467,806.3008,-19971.67578125,59.36,1374.9457,467,59.7
2340000,468,800.0261,-19969.7109375,58.67,1334.1195,468,58.67
2345000,469,802.8532,-19970.30078125,57.83,1389.7341,469,58.04
2350000,470,803.1021,-19973.205078125,58.61,1409.1791,470,58.61
2355000,471,802.53,-19971.55859375,58.35,1380.102,471,58.62
2360000,472,799.3788,-19974.1484375,58.86,1387.7246,472,58.75
2365000,473,769.6828,-19969.306640625,58.99,1345.372,473,59.24
2370000,474,800.9571,-19973.125,58.48,1388.1255,474,58.5
2375000,475,800.0619,-19973.701171875,58.24,1373.9194,475,58.04
2380000,476,803.2744,-19971.892578125,59.17,1379.5784,476,59.16
2385000,477,798.4459,-19971.84765625,58.99,1346.6198,477,59.18
2390000,478,798.0456,-19975.138671875,59.06,1366.6836,478,59.11
2395000,479,800.3135,-19976.986328125,59.04,1368.5453,479,59.1
2400000,480,800.2942,-19976.3828125,59.18,1395.3976,480,59.09
2405000,481,802.3226,-19974.189453125,58.92,1378.2252,481,58.98
2410000,482,803.3474,-19975.818359375,58.84,1366.8265,482,58.88
2415000,483,804.2502,-19973.439453125,59.13,1381.5004,483,59.11
2420000,484,805.0673,-19976.458984375,58.6,1364.6229,484,58.65
2425000,485,805.9608,-19975.845703125,58.72,1347.5553,485,58.75
2430000,486,804.8881,-19972.720703125,58.02,1368.7362,486,58.35
2435000,487,786.3005,-19967.712890625,58.9,1382.9438,487,58.55
2440000,488,794.727,-19977.23828125,59.36,1396.8803,488,58.85
2445000,489,744.1408,-19963.1953125,57.87,1496.6926,489,57.99
2450000,490,799.2353,-19959.916015625,58.76,1324.8138,490,58.86
2455000,491,800.7967,-19958.79296875,58.48,1202.2448,491,58.37
2460000,492,803.67,-19976.54296875,58.03,1378.6655,492,57.97
2465000,493,803.3516,-19975.70703125,58.38,1393.9049,493,57.97
2470000,494,781.4223,-19978.310546875,56.54,1190.5082,494,57.11
2475000,495,756.7172,-19978.703125,57.36,1462.3835,495,57.46
2480000,496,758.2277,-19971.87109375,56.58,1576.8393,496,56.88
2485000,497,803.3798,-19978.92578125,56.93,1362.1424,497,57.31
2490000,498,806.8798,-19976.55078125,57.33,1358.6638,498,57.37
2495000,499,807.9056,-19980.845703125,57.3,1400.2646,499,57.21
2500000,500,809.051,-19976.7890625,55.88,1265.4391,500,55.87
2505000,501,804.6642,-19974.130859375,57.93,1212.5461,501,57.73
2510000,502,795.826,-19981.353515625,58.78,1331.3404,502,58.36
2515000,503,806.4744,-19966.560546875,59.24,1405.9543,503,59.29
2520000,504,775.6384,-19960.640625,59.26,1416.8389,504,59.33
2525000,505,773.4677,-19966.857421875,59.64,1405.2483,505,59.74
2530000,506,808.7691,-19968.09375,55.76,1362.5508,506,55.19
2535000,507,808.5362,-19973.15234375,56.89,1235.1961,507,56.47
2540000,508,808.3195,-19969.943359375,55.31,1235.5053,508,54.32
2545000,509,811.3853,-19974.88671875,61.13,1280.7376,509,59.84
2550000,510,810.2443,-19972.396484375,56.27,1167.4583,510,56.48
2555000,511,810.7252,-19975.701171875,56.61,1053.1961,511,56.24
2560000,512,800.4282,-19976.765625,59.17,1036.2583,512,59.08
2565000,513,791.8289,-19972.02734375,61.03,873.1035,513,59.34
2570000,514,776.9865,-19960.30078125,57.88,872.504,514,56.72
2575000,515,742.1265,-19968.79296875,58.86,757.724,515,57.96
2580000,516,714.3051,-19966.0234375,58.22,752.9931,516,57.83
2585000,517,744.5514,-19964.65234375,59.24,793.1672,517,60.18
2590000,518,748.5207,-19915.703125,61.51,779.694,518,62.22
2595000,519,747.1964,-19876.490234375,60.58,700.5148,519,61.21
2600000,520,729.9265,-19853.67578125,61.28,629.3725,520,61.03
2605000,521,741.7643,-19896.318359375,61.27,696.4971,521,60.69
2610000,522,753.5807,-19978.890625,61.16,934.938,522,62.08
2615000,523,742.591,-19970.78515625,61.58,870.9831,523,62.18
2620000,524,757.052,-19973.587890625,62.36,845.4286,524,62.32
2625000,525,748.8386,-19978.69921875,62.61,866.2267,525,62.68
2630000,526,752.1138,-19983.103515625,63.31,908.0344,526,63.37
2635000,527,754.8039,-19982.642578125,63.04,1484.8502,527,62.91
2640000,528,735.6572,-19968.98046875,63.29,751.2593,528,63.27
2645000,529,743.3136,-19971.615234375,63.24,807.7047,529,63.23
2650000,530,710.0285,-19871.25,63.08,631.9927,530,62.91
2655000,531,741.4823,-19976.267578125,63.19,812.2956,531,63.23
2660000,532,735.1635,-19970.03515625,62.81,787.6625,532,63.04
2665000,533,733.0857,-19969.365234375,61.81,750.4117,533,62.35
2670000,534,723.55,-19941.478515625,63.06,620.48,534,63.29
2675000,535,721.6216,-19934.2109375,62.22,598.8136,535,62.57
2680000,536,695.1753,-19844.19921875,62.77,524.7446,536,63.03
2685000,537,720.1154,-19896.3359375,62.81,536.2942,537,63.07
2690000,538,715.7922,-19874.591796875,62.78,540.8938,538,63.04
2695000,539,695.8204,-19802.26171875,62.97,451.1355,539,62.45
2700000,540,689.2823,-19592.833984375,62.81,398.353,540,62.08
2705000,541,682.9791,-19435.05078125,63.26,338.0729,541,63.68
2710000,542,692.9511,-19653.767578125,62.98,402.8423,542,63.49
2715000,543,707.6173,-19849.609375,63.21,456.7556,543,63.5
2720000,544,744.2557,-19928.072265625,63.02,551.2921,544,62.9
2725000,545,729.8686,-19723.0234375,63.26,583.0064,545,61.57
2730000,546,743.6464,-19923.255859375,62.29,1550.2727,546,61.78
2735000,547,747.01,-19940.0234375,61.86,1047.857,547,61.64
2740000,548,740.5169,-19767.134765625,60.83,1216.7369,548,60.81
2745000,549,739.3135,-19210.640625,61.17,974.8229,549,61.99
2750000,550,746.2705,-19641.962890625,60.88,1152.3608,550,60.04
2755000,551,729.9747,-19343.13671875,61.66,868.8545,551,62.05
2760000,552,742.3415,-19731.435546875,62.43,1325.5736,552,62.6
2765000,553,702.0469,-19330.787109375,61.6,872.0649,553,62.05
2770000,554,726.2237,-19573.5703125,62.24,1016.6169,554,62.43
2775000,555,739.9057,-19583.400390625,62.38,912.8529,555,63.14
2780000,556,715.022,-19536.97265625,62.51,941.3771,556,61.99
2785000,557,728.9353,-19604.9921875,62.54,648.0301,557,62.04
2790000,558,713.4758,-19824.271484375,64.03,1208.2567,558,65.37
2795000,559,731.9743,-19810.3125,62.72,1066.7122,559,63.76
2800000,560,757.3631,-19558.099609375,62.16,700.2566,560,61.55
2805000,561,722.8884,-19577.314453125,62.35,590.7079,561,63.12
2810000,562,748.1754,-19763.37109375,61.8,813.8877,562,62.42
2815000,563,757.3121,-19620.330078125,63.13,1177.3951,563,63.47
2820000,564,732.4221,-19879.177734375,62.39,1151.5345,564,63.18
2825000,565,743.4176,-19817.265625,62.76,1314.3524,565,62.8
2830000,566,737.4452,-19807.8359375,62.45,1175.838,566,62.65
2835000,567,734.5783,-19924.6796875,63.49,1135.5805,567,63.38
2840000,568,730.409,-19913.646484375,61.86,1092.0255,568,62.54
2845000,569,747.4685,-19925.869140625,62.83,1492.4656,569,63.36
2850000,570,716.707,-19795.5546875,62.59,1030.992,570,62.95
2855000,571,715.9658,-19865.166015625,63.12,1143.3323,571,62.99
2860000,572,728.6886,-19886.380859375,62.78,958.1657,572,63.25
2865000,573,717.8308,-19814.189453125,64.1,798.7778,573,64.55
2870000,574,714.4811,-19921.1953125,62.69,975.9317,574,62.99
2875000,575,733.7312,-19853.615234375,63.34,775.1264,575,62.88
2880000,576,725.0218,-19918.119140625,62.85,853.1279,576,63.23
2885000,577,751.3266,-19936.6640625,61.79,1156.8472,577,63.02
2890000,578,711.3937,-19880.599609375,63.45,988.063,578,63.22
2895000,579,752.4628,-19944.875,63.45,1047.7256,579,63.23
2900000,580,769.0662,-19931.27734375,63.41,1346.1747,580,63.29
2905000,581,737.187,-19929.861328125,63.45,1025.528,581,63.36
2910000,582,759.3511,-19961.306640625,63.47,1106.1343,582,63.39
2915000,583,758.7243,-19946.9609375,63.91,1138.2576,583,63.81
2920000,584,744.5586,-19831.46875,63.68,758.0878,584,63.87
2925000,585,760.0208,-19839.62890625,64.25,682.0947,585,64.06
2930000,586,730.569,-19752.853515625,63.69,870.6775,586,63.84
2935000,587,754.4565,-19918.666015625,64.56,1150.614,587,64.53
2940000,588,726.7341,-19910.765625,64.71,1173.6886,588,64.24
2945000,589,751.3148,-19937.82421875,63.85,1293.698,589,63.4
2950000,590,752.4968,-19958.14453125,62.51,1378.8374,590,63.4
2955000,591,742.6529,-19954.357421875,64.5,1381.4694,591,65.18
2960000,592,761.3179,-19958.185546875,63.69,1431.6135,592,64.12
2965000,593,755.5293,-19956.578125,63.4,1423.4556,593,62.86
2970000,594,741.2168,-19799.255859375,62.29,1249.9573,594,61.3
2975000,595,757.414,-19938.91015625,63.77,1271.2633,595,63.84
2980000,596,772.5685,-19967.505859375,65.07,1314.0007,596,64.95
2985000,597,751.6,-19964.7109375,64.49,1165.7704,597,64.46
2990000,598,745.4701,-19954.78125,63.88,1096.6998,598,63.45
2995000,599,757.7978,-19955.853515625,65.0,1125.7161,599,64.86
