Real Sto Return,Running Update Time,Reward Loss,Real Det Return,Running Reverse KL,Running Env Steps,Itration,Running Forward KL
1933.65,387,-13990.6826171875,2349.64,15.124,1935000,387,156.6785
1942.35,388,-14020.1611328125,2349.27,15.0214,1940000,388,156.5456
1962.31,389,-14074.0546875,2378.52,15.3337,1945000,389,156.5781
1948.22,390,-14109.947265625,2214.34,15.1777,1950000,390,156.5749
1962.95,391,-14045.349609375,2348.19,15.2615,1955000,391,156.5651
1982.37,392,-14133.388671875,2354.08,15.1387,1960000,392,156.5087
1948.4,393,-14190.423828125,2367.8,15.1697,1965000,393,156.5358
1967.96,394,-14162.9541015625,2349.86,15.1331,1970000,394,156.6075
1945.98,395,-14147.7265625,2354.67,15.0933,1975000,395,156.6489
1955.46,396,-14240.9033203125,2218.75,15.2319,1980000,396,156.5747
1950.02,397,-14207.53125,2335.52,15.0188,1985000,397,156.5898
1946.4,398,-14289.673828125,2348.51,15.0548,1990000,398,156.695
1950.74,399,-14269.052734375,2362.6,15.0714,1995000,399,156.6002
1955.88,400,-14298.8564453125,2343.67,15.0795,2000000,400,156.4542
1966.89,401,-14328.2373046875,2356.99,15.1973,2005000,401,156.6513
1975.89,402,-14388.3759765625,2355.02,15.1781,2010000,402,156.5733
1967.71,403,-14428.0830078125,2378.58,15.2291,2015000,403,156.4841
1945.22,404,-14384.181640625,2364.06,15.2366,2020000,404,156.5777
1958.61,405,-14394.2412109375,2359.5,15.2273,2025000,405,156.5419
1942.11,406,-14398.412109375,2358.93,15.1665,2030000,406,156.5136
