Real Det Return,Itration,Running Forward KL,Running Env Steps,Running Reverse KL,Reward Loss,Real Sto Return,Running Update Time
3959.52,389,43.7994,1945000,20.6661,-19480.392578125,3874.03,389
3943.47,390,43.5421,1950000,19.0557,-19050.333984375,3631.56,390
4062.57,391,43.0608,1955000,18.6026,-19151.431640625,3738.84,391
4003.53,392,43.4387,1960000,18.6664,-19417.021484375,3828.35,392
3875.02,393,43.4988,1965000,18.17,-19267.61328125,3541.23,393
3913.77,394,43.5021,1970000,18.6158,-19765.57421875,3857.89,394
3847.88,395,43.7386,1975000,18.5072,-20222.58203125,3835.71,395
3844.42,396,43.4752,1980000,18.117,-20260.361328125,3738.27,396
3650.8,397,44.1738,1985000,18.4492,-20182.017578125,3725.49,397
3947.7,398,43.7046,1990000,18.435,-19651.66015625,3799.17,398
3952.04,399,43.275,1995000,18.1781,-19440.025390625,3781.65,399
3982.97,400,43.3281,2000000,19.3521,-20311.453125,3948.61,400
4037.85,401,43.9751,2005000,18.7102,-20796.087890625,3977.67,401
3863.83,402,43.5377,2010000,19.4759,-19990.27734375,3861.49,402
4038.0,403,43.9515,2015000,19.2399,-20177.201171875,3936.61,403
3956.84,404,42.894,2020000,18.5504,-19785.638671875,3891.6,404
3763.83,405,43.829,2025000,20.8201,-23121.607421875,3612.66,405
3950.19,406,42.6484,2030000,18.4928,-19534.103515625,3757.43,406
4137.1,407,43.4503,2035000,20.7215,-19201.728515625,4114.35,407
4085.58,408,44.0841,2040000,21.2332,-20879.078125,3947.82,408
3499.28,409,43.3263,2045000,20.1574,-20183.20703125,3890.81,409
4058.45,410,43.9122,2050000,19.4305,-20158.6015625,3815.4,410
4020.77,411,43.4555,2055000,19.9505,-21085.650390625,4003.31,411
4047.14,412,44.0319,2060000,19.9332,-20924.8125,3872.91,412
3979.43,413,44.2674,2065000,20.3676,-20570.732421875,3902.97,413
4212.55,414,43.7372,2070000,20.0604,-20241.21484375,4101.73,414
4221.69,415,43.7274,2075000,21.1228,-20470.37109375,4067.5,415
4213.56,416,43.3228,2080000,19.648,-19737.638671875,4180.49,416
4033.43,417,43.481,2085000,19.8428,-20851.978515625,4016.53,417
3381.82,418,43.4196,2090000,22.3121,-21394.6953125,3961.97,418
3360.74,419,43.6661,2095000,24.3767,-22831.794921875,2507.63,419
2976.66,420,42.8434,2100000,20.0209,-21206.6328125,3574.0,420
3848.88,421,44.0319,2105000,19.5161,-23026.01953125,3471.56,421
4176.33,422,43.1243,2110000,17.4904,-22050.77734375,4016.27,422
4177.24,423,42.3697,2115000,17.7657,-20502.52734375,4020.25,423
4279.18,424,42.585,2120000,19.3844,-20422.919921875,4207.46,424
4052.41,425,43.2039,2125000,19.096,-21068.18359375,4091.12,425
4253.98,426,43.9133,2130000,18.4236,-20910.478515625,4198.44,426
3770.33,427,44.538,2135000,24.5086,-23061.78515625,3805.65,427
4332.43,428,43.8863,2140000,21.3296,-21605.39453125,4190.45,428
4071.77,429,44.0264,2145000,22.4039,-21682.935546875,4002.38,429
3961.72,430,43.7955,2150000,19.3629,-20927.134765625,3842.76,430
3970.07,431,43.3837,2155000,18.7246,-21707.587890625,4062.51,431
3954.36,432,43.3533,2160000,18.7904,-22407.822265625,3918.73,432
3994.08,433,43.9696,2165000,20.2527,-23260.580078125,3902.25,433
3829.97,434,44.1428,2170000,18.173,-22989.603515625,3989.03,434
3857.26,435,43.9397,2175000,19.0862,-23751.638671875,4028.58,435
3960.94,436,43.2352,2180000,20.12,-22255.552734375,4035.44,436
3980.28,437,43.9819,2185000,19.6195,-22012.861328125,4120.99,437
3935.77,438,42.9772,2190000,19.8153,-21376.212890625,4075.2,438
4279.36,439,42.8192,2195000,20.0265,-21370.81640625,4246.31,439
4068.1,440,43.1349,2200000,19.986,-21280.5390625,4214.08,440
4156.88,441,42.8402,2205000,20.3071,-22339.12890625,4169.71,441
4363.84,442,42.8915,2210000,20.2977,-22244.896484375,4202.15,442
4303.11,443,43.5738,2215000,21.2057,-22555.77734375,4217.67,443
4237.25,444,43.3819,2220000,20.7974,-22792.509765625,4259.35,444
4351.21,445,43.1897,2225000,21.1184,-22459.65625,4277.41,445
4348.82,446,43.9491,2230000,22.5974,-22423.845703125,4254.79,446
4270.13,447,43.1992,2235000,21.2352,-23027.140625,4187.81,447
4360.65,448,43.4061,2240000,20.6381,-22945.0,4301.47,448
4445.7,449,42.8368,2245000,20.0121,-22396.513671875,4354.46,449
4343.36,450,43.2351,2250000,19.7067,-23015.751953125,4229.18,450
4334.15,451,43.177,2255000,21.0092,-23508.08984375,4213.43,451
4244.09,452,44.8003,2260000,22.2315,-23257.88671875,4194.84,452
3670.55,453,44.1714,2265000,23.8569,-25956.55859375,4053.13,453
4188.3,454,44.2126,2270000,21.4471,-23256.53515625,4187.59,454
3306.24,455,45.4751,2275000,30.7706,-28658.072265625,2685.63,455
4143.76,456,45.3326,2280000,22.8806,-25115.92578125,4054.77,456
209.96,457,46.3381,2285000,52.2432,-38770.40234375,591.37,457
4187.77,458,43.6751,2290000,20.7979,-24152.79296875,3835.76,458
4191.5,459,44.472,2295000,21.6062,-23896.861328125,4223.48,459
4191.5,460,43.8937,2300000,22.1866,-24419.765625,4014.57,460
4164.66,461,43.7535,2305000,21.7528,-23982.693359375,4107.9,461
2105.32,462,45.1171,2310000,45.632,-32428.52734375,2284.02,462
4292.7,463,43.1902,2315000,20.699,-24147.45703125,4220.85,463
4400.78,464,43.2155,2320000,20.6151,-24260.314453125,4308.08,464
4415.45,465,42.9224,2325000,20.3717,-24862.611328125,4307.04,465
4321.01,466,42.1088,2330000,20.1647,-24851.712890625,4260.4,466
4205.57,467,43.0246,2335000,21.7132,-25803.4453125,4166.24,467
4230.49,468,43.2047,2340000,21.0338,-25846.892578125,4140.32,468
4241.95,469,43.363,2345000,21.2097,-26285.8203125,4191.93,469
4326.29,470,43.189,2350000,21.6954,-26552.14453125,4187.32,470
4350.65,471,42.9764,2355000,21.4171,-26384.529296875,4250.27,471
4389.54,472,41.7585,2360000,19.2267,-25641.525390625,4279.1,472
4265.78,473,42.1794,2365000,18.0339,-25187.71875,4151.27,473
4190.7,474,42.4242,2370000,18.3843,-25547.265625,4132.71,474
4379.57,475,42.4112,2375000,18.4866,-25647.14453125,4215.5,475
4257.78,476,42.522,2380000,19.3108,-26266.6875,4193.35,476
4264.16,477,43.5878,2385000,20.6744,-26559.201171875,4211.88,477
4352.5,478,42.9572,2390000,20.6787,-26678.666015625,4263.38,478
4115.1,479,42.5537,2395000,17.9171,-26532.146484375,4000.47,479
4232.28,480,42.1538,2400000,18.6127,-25903.884765625,4213.17,480
4427.56,481,42.6811,2405000,21.189,-26964.30078125,4317.04,481
4362.01,482,42.9106,2410000,20.2313,-26926.474609375,4313.73,482
4498.31,483,43.1477,2415000,21.4446,-27108.634765625,4361.37,483
4565.3,484,43.9595,2420000,23.0052,-27339.083984375,4243.6,484
4438.7,485,43.1517,2425000,20.9037,-27298.04296875,4348.47,485
4260.71,486,43.7468,2430000,20.4727,-28744.998046875,4162.75,486
4286.57,487,43.9418,2435000,19.8516,-28390.34765625,4191.19,487
4346.66,488,43.4592,2440000,21.8532,-28165.833984375,4306.94,488
4436.78,489,43.4425,2445000,20.9967,-27754.591796875,4308.75,489
4466.08,490,43.7729,2450000,22.0872,-28213.9453125,4359.17,490
4454.22,491,43.5909,2455000,21.8806,-28640.58984375,4317.68,491
4339.92,492,42.5832,2460000,18.561,-28589.236328125,3949.29,492
4314.62,493,43.1442,2465000,21.0601,-29081.33984375,4200.44,493
4285.12,494,42.5145,2470000,18.8868,-28654.873046875,4190.88,494
4425.45,495,42.5677,2475000,20.0918,-28677.013671875,4289.31,495
4364.88,496,43.0814,2480000,20.0394,-29039.60546875,4299.97,496
4266.99,497,42.6749,2485000,18.6423,-28311.576171875,4215.64,497
4348.8,498,42.8597,2490000,19.0792,-28805.06640625,4269.6,498
4333.34,499,42.2851,2495000,19.1313,-28559.302734375,4239.8,499
4268.3,500,43.525,2500000,19.2421,-28739.69921875,4162.54,500
4240.34,501,43.1854,2505000,18.4822,-28931.603515625,4177.61,501
4309.65,502,42.429,2510000,19.0045,-28420.34375,3827.73,502
4306.73,503,42.659,2515000,18.3817,-28535.0390625,4030.16,503
4282.02,504,42.6379,2520000,18.5797,-28016.06640625,4221.66,504
4380.4,505,42.6127,2525000,18.0256,-28338.62890625,4230.9,505
4357.12,506,42.5354,2530000,17.1197,-28434.89453125,4183.73,506
4281.58,507,42.5613,2535000,17.7786,-28409.314453125,4019.76,507
4179.05,508,42.7011,2540000,18.5985,-28766.8671875,4190.89,508
4283.22,509,42.6026,2545000,18.332,-29605.71484375,4267.18,509
4330.73,510,41.9238,2550000,18.4694,-28918.05078125,4282.81,510
4339.67,511,43.0364,2555000,19.2349,-30298.947265625,4229.27,511
4276.08,512,43.3262,2560000,18.7142,-29298.181640625,4200.39,512
4202.29,513,43.4344,2565000,19.0623,-29258.140625,4207.81,513
4133.45,514,43.7023,2570000,19.5706,-30054.451171875,4112.66,514
4131.06,515,43.2682,2575000,19.5469,-29634.130859375,4174.82,515
4211.18,516,43.269,2580000,19.6361,-29291.70703125,4228.4,516
4247.27,517,43.2348,2585000,20.0327,-30219.81640625,4213.97,517
4326.63,518,43.2771,2590000,19.8055,-30018.408203125,4216.85,518
4247.69,519,43.2778,2595000,19.4624,-30790.48046875,4178.61,519
4325.78,520,43.519,2600000,20.02,-29794.9765625,4221.55,520
4336.75,521,43.0235,2605000,19.9836,-30872.314453125,4210.7,521
4415.08,522,42.8127,2610000,20.7535,-31248.0859375,4256.67,522
4283.18,523,43.2997,2615000,21.5394,-31132.11328125,4238.79,523
4358.48,524,44.1236,2620000,22.0575,-31170.173828125,4287.86,524
4450.62,525,43.8171,2625000,21.7003,-31559.064453125,4304.77,525
4377.99,526,43.4611,2630000,21.4556,-30927.982421875,4225.4,526
4280.78,527,43.4442,2635000,21.1949,-32259.45703125,4196.01,527
4375.09,528,43.9201,2640000,21.1817,-31967.427734375,4236.6,528
4188.24,529,43.9746,2645000,20.8767,-32221.49609375,4020.66,529
4241.42,530,43.7698,2650000,21.1328,-30756.052734375,4240.83,530
4233.83,531,43.5482,2655000,19.7022,-30933.623046875,4242.55,531
4255.51,532,43.7333,2660000,21.4685,-31682.515625,4156.96,532
4286.86,533,43.9045,2665000,21.9652,-32349.603515625,4258.11,533
3716.01,534,42.6701,2670000,18.8542,-30524.22265625,3874.06,534
75.71,535,53.317,2675000,46.4547,-43041.0234375,73.46,535
21.54,536,50.8519,2680000,57.7681,-40949.00390625,26.68,536
64.84,537,45.3775,2685000,30.774,-34321.8828125,829.79,537
2240.47,538,45.8585,2690000,30.1157,-35932.09375,1949.04,538
1197.08,539,46.3075,2695000,39.3375,-36398.1953125,1896.69,539
3603.81,540,44.738,2700000,18.9712,-32436.087890625,3269.43,540
3646.46,541,44.8616,2705000,19.0434,-34476.1796875,3687.62,541
3103.12,542,44.5211,2710000,22.673,-35706.95703125,2716.53,542
2463.84,543,45.611,2715000,29.1536,-36393.62109375,2728.63,543
3299.5,544,45.6306,2720000,29.3922,-35466.49609375,3026.73,544
3077.65,545,45.4544,2725000,24.8905,-33501.87890625,3427.21,545
3842.16,546,45.6311,2730000,27.4914,-34045.328125,3660.1,546
3943.55,547,44.693,2735000,21.131,-30838.857421875,3855.6,547
4122.98,548,44.8666,2740000,20.9468,-31193.0859375,3893.96,548
3948.27,549,44.3098,2745000,20.6467,-31612.947265625,4042.24,549
3996.95,550,44.0705,2750000,19.9864,-32258.3671875,3827.41,550
4296.62,551,44.1514,2755000,19.9558,-32699.2734375,3958.64,551
2648.82,552,43.5052,2760000,20.4548,-34058.015625,3717.11,552
4046.57,553,43.8186,2765000,19.7321,-34211.3359375,3912.73,553
3853.77,554,43.3521,2770000,19.4996,-34141.546875,3745.3,554
4023.74,555,42.9684,2775000,18.8819,-34561.8828125,3481.68,555
4027.33,556,43.7486,2780000,18.5223,-36509.26953125,3793.35,556
4234.11,557,42.841,2785000,19.8381,-33407.34765625,4103.1,557
3971.72,558,43.0659,2790000,19.9599,-35504.43359375,2893.56,558
4126.14,559,42.6382,2795000,18.092,-33541.09375,3790.94,559
3801.04,560,43.1512,2800000,16.2181,-35874.14453125,3627.77,560
4114.4,561,43.3593,2805000,17.6418,-36118.98828125,3775.87,561
4019.4,562,44.0483,2810000,19.5794,-36147.515625,3961.62,562
4124.21,563,43.9984,2815000,19.7673,-35362.3828125,3951.29,563
4102.58,564,43.799,2820000,19.5047,-36337.15234375,3498.34,564
4097.04,565,44.0097,2825000,18.8497,-35749.8671875,3435.11,565
4069.04,566,44.6094,2830000,19.1185,-35969.703125,3666.54,566
4129.76,567,43.8171,2835000,19.0781,-37014.4609375,3732.07,567
3863.97,568,44.0735,2840000,20.109,-37232.30078125,3941.2,568
4105.07,569,43.4601,2845000,18.4429,-36529.33203125,3981.88,569
3980.63,570,43.2171,2850000,20.5502,-37346.7734375,3661.14,570
3975.99,571,43.6241,2855000,17.6404,-37886.0,3891.61,571
3953.35,572,44.2265,2860000,16.813,-37318.3671875,3724.81,572
4108.44,573,43.9303,2865000,21.1169,-37344.7109375,4013.24,573
4115.1,574,43.7564,2870000,19.7456,-36968.40625,4065.15,574
3957.77,575,43.8744,2875000,19.5682,-37045.48046875,4037.69,575
4129.89,576,44.1546,2880000,18.6651,-37061.3359375,3979.8,576
4111.52,577,43.7631,2885000,19.9974,-36725.61328125,3944.63,577
4152.74,578,42.8754,2890000,17.6959,-36784.921875,4038.38,578
4194.44,579,43.2467,2895000,17.3713,-36621.5390625,4027.74,579
4151.54,580,43.3671,2900000,21.0847,-37929.72265625,4111.32,580
3258.11,581,43.5251,2905000,18.807,-36858.69921875,3763.55,581
3187.34,582,43.6244,2910000,21.665,-37234.97265625,3651.32,582
3282.61,583,43.4392,2915000,18.3144,-37179.74609375,3796.62,583
3965.78,584,43.2739,2920000,20.965,-37815.89453125,3607.38,584
3981.1,585,43.8272,2925000,19.0757,-37602.54296875,3872.1,585
3687.84,586,43.5513,2930000,18.8011,-38125.78125,4059.37,586
4047.39,587,43.8877,2935000,19.268,-38656.30859375,3924.43,587
3898.64,588,44.4855,2940000,20.1944,-39068.28515625,3670.83,588
3663.76,589,43.8852,2945000,19.3069,-39222.3984375,3904.52,589
3920.95,590,44.4848,2950000,20.872,-39644.64453125,4046.02,590
4014.18,591,43.6269,2955000,20.0788,-39506.1328125,3467.16,591
3931.3,592,45.2405,2960000,24.8325,-40639.49609375,3658.78,592
3932.9,593,44.3953,2965000,24.0892,-39484.359375,3709.09,593
3773.77,594,43.7596,2970000,20.779,-37037.078125,3498.17,594
3477.02,595,44.8784,2975000,27.6351,-40230.8203125,2766.8,595
26.9,596,56.3897,2980000,94.1465,-48196.3203125,41.34,596
139.39,597,50.7057,2985000,60.1255,-42750.4375,161.55,597
1164.92,598,46.0264,2990000,37.5364,-42984.06640625,810.22,598
25.91,599,55.6778,2995000,83.2705,-44800.28515625,20.38,599
2257.86,600,50.0077,3000000,55.2459,-42563.3515625,1157.4,600
3844.21,601,46.5012,3005000,27.4108,-37796.68359375,3945.53,601
3662.17,602,44.9912,3010000,29.4277,-38751.18359375,3316.8,602
1027.09,603,57.1286,3015000,66.8601,-43727.47265625,1027.13,603
4038.4,604,44.2513,3020000,25.5601,-35005.3515625,3710.95,604
4167.64,605,44.4138,3025000,23.17,-35338.83984375,4111.01,605
4108.93,606,43.3913,3030000,20.727,-35386.6328125,4111.33,606
74.51,607,55.7778,3035000,139.7935,-45382.546875,78.74,607
1392.89,608,46.5428,3040000,74.1447,-43876.63671875,1446.13,608
1652.71,609,44.3698,3045000,40.297,-40635.3984375,1852.9,609
109.62,610,50.4167,3050000,97.9766,-47673.6640625,161.81,610
2813.11,611,45.4159,3055000,31.1119,-42436.5546875,2757.58,611
464.03,612,50.4832,3060000,50.7218,-46027.19140625,663.61,612
234.14,613,51.6218,3065000,54.4551,-46000.38671875,228.67,613
1007.51,614,58.1576,3070000,65.6088,-46534.515625,1007.41,614
176.46,615,52.5913,3075000,59.5436,-49700.546875,167.16,615
972.21,616,56.0082,3080000,45.4212,-48057.1015625,833.96,616
995.8,617,48.8621,3085000,49.6533,-41719.9140625,1291.28,617
1343.84,618,46.9589,3090000,44.2745,-44220.3203125,1850.57,618
221.84,619,55.9909,3095000,50.173,-50318.4140625,190.8,619
3545.35,620,44.0755,3100000,37.9714,-39980.859375,3132.54,620
2796.36,621,46.9589,3105000,42.5916,-43403.21875,2308.2,621
1017.41,622,57.5758,3110000,56.9418,-45862.33984375,1150.76,622
1015.03,623,58.656,3115000,64.0749,-47964.62109375,1014.97,623
996.95,624,58.3072,3120000,57.3566,-48035.96484375,997.47,624
1020.76,625,57.0473,3125000,62.6027,-47844.3125,1020.81,625
1022.09,626,57.7973,3130000,67.9737,-47986.51171875,1022.02,626
1018.46,627,57.2264,3135000,62.0064,-47915.16015625,1019.01,627
1021.92,628,56.7022,3140000,62.0624,-48247.5859375,1022.0,628
1026.13,629,56.7651,3145000,54.7443,-48610.83984375,1026.46,629
1023.17,630,57.4749,3150000,58.8134,-48515.0703125,1023.03,630
3722.98,631,44.6678,3155000,26.1755,-32019.060546875,3475.47,631
3853.86,632,44.105,3160000,26.4534,-38877.47265625,3496.94,632
3827.17,633,43.9841,3165000,43.2427,-40379.33203125,3045.9,633
2000.37,634,44.3292,3170000,48.4216,-42321.72265625,2633.82,634
3199.53,635,43.0709,3175000,22.0157,-39072.85546875,3342.65,635
3990.42,636,44.2368,3180000,21.0707,-40812.99609375,3743.17,636
3950.14,637,44.4385,3185000,23.2152,-41712.046875,3892.99,637
3919.73,638,44.0983,3190000,23.787,-41785.83984375,3991.93,638
3958.28,639,44.4375,3195000,23.8077,-40962.62109375,3979.27,639
4004.83,640,44.2456,3200000,28.218,-40746.0234375,3987.39,640
4001.32,641,44.2593,3205000,29.7366,-41857.66796875,4011.16,641
3931.25,642,43.8772,3210000,22.0801,-41482.73046875,3718.22,642
4056.22,643,43.5614,3215000,22.9659,-41263.7265625,3833.98,643
4122.43,644,43.5797,3220000,22.351,-40037.1328125,4161.39,644
4075.28,645,43.7305,3225000,21.7937,-40671.1328125,3633.56,645
4310.35,646,44.0633,3230000,22.1481,-40369.53515625,4132.73,646
4065.82,647,43.5807,3235000,21.5597,-38125.171875,4065.61,647
4160.74,648,43.1101,3240000,20.3733,-37993.43359375,3685.96,648
4305.26,649,43.7175,3245000,19.932,-40187.1484375,4004.13,649
4070.65,650,42.7611,3250000,19.128,-37465.953125,3594.92,650
78.53,651,47.9863,3255000,60.0362,-44266.8125,266.15,651
3989.12,652,43.315,3260000,20.3825,-38981.71875,3945.16,652
3923.28,653,44.2776,3265000,21.6179,-39131.828125,3819.97,653
3774.99,654,43.9119,3270000,21.4681,-41982.25390625,3456.22,654
885.52,655,46.6384,3275000,23.0753,-46155.3515625,1597.92,655
1468.17,656,46.9882,3280000,33.7673,-46011.29296875,1908.88,656
3431.9,657,43.6281,3285000,20.7473,-39937.48046875,3311.49,657
4070.27,658,43.6733,3290000,20.4139,-38526.94921875,3956.59,658
3786.89,659,43.7081,3295000,23.8609,-39016.40625,3605.81,659
3793.52,660,43.7042,3300000,19.2955,-40041.8671875,3655.34,660
2470.14,661,44.3068,3305000,20.8763,-42472.64453125,3231.16,661
2157.44,662,47.8543,3310000,42.5047,-44945.3046875,965.31,662
2861.88,663,46.2383,3315000,28.7249,-45033.1328125,2589.44,663
3381.73,664,45.2657,3320000,24.4021,-44411.1171875,3605.49,664
3465.62,665,45.0372,3325000,20.7121,-44744.359375,3544.37,665
3343.86,666,44.3621,3330000,20.1271,-40794.953125,3541.88,666
3743.28,667,44.8367,3335000,22.5681,-41371.7890625,3184.82,667
3996.35,668,44.2605,3340000,20.1239,-42039.6796875,3730.2,668
3607.42,669,44.1365,3345000,18.4936,-43289.8125,3599.7,669
3841.77,670,44.1372,3350000,19.1514,-42005.0625,3775.88,670
4125.13,671,44.5899,3355000,19.4265,-42342.1015625,3932.48,671
4111.35,672,45.0331,3360000,21.0762,-41980.6796875,4020.62,672
4217.39,673,44.3433,3365000,21.3643,-42259.3671875,4074.98,673
4252.81,674,44.0305,3370000,21.0846,-43225.98828125,4181.85,674
4188.21,675,43.9286,3375000,20.9256,-42602.80859375,3990.67,675
4156.41,676,43.4773,3380000,20.9778,-42246.99609375,4019.11,676
4202.62,677,43.7858,3385000,20.8798,-42857.2109375,4141.43,677
4104.88,678,43.9267,3390000,21.3995,-41644.67578125,4066.53,678
4268.03,679,43.7763,3395000,21.5531,-42939.53515625,4002.67,679
3905.76,680,43.8355,3400000,22.8423,-42238.94921875,3823.6,680
3911.72,681,43.4477,3405000,19.3997,-43880.9453125,3339.11,681
4222.57,682,43.5637,3410000,21.0944,-43080.01171875,4128.59,682
4329.46,683,43.6226,3415000,21.8442,-42621.29296875,4225.4,683
4263.07,684,43.2348,3420000,21.3373,-44114.8046875,4164.31,684
4367.84,685,43.0082,3425000,23.0127,-42132.63671875,4302.44,685
4417.36,686,44.1442,3430000,22.9042,-41000.99609375,4357.5,686
4164.92,687,44.04,3435000,23.3788,-41177.71875,4238.88,687
3886.52,688,43.8206,3440000,21.2163,-41804.52734375,4085.8,688
4101.7,689,43.8461,3445000,20.8423,-43160.6484375,3797.52,689
4219.38,690,44.0374,3450000,20.9243,-41870.39453125,4161.04,690
3490.69,691,44.6825,3455000,21.7056,-46734.015625,3678.87,691
829.18,692,55.8905,3460000,50.8769,-47866.47265625,594.17,692
3313.45,693,45.7731,3465000,24.4753,-48345.234375,3446.23,693
1001.81,694,56.3347,3470000,65.9178,-48624.546875,1001.47,694
245.42,695,53.2507,3475000,85.2821,-53386.49609375,238.3,695
994.87,696,57.8778,3480000,64.8935,-48541.39453125,994.81,696
1007.78,697,57.3832,3485000,66.465,-48289.32421875,1008.01,697
1007.58,698,57.4466,3490000,53.6237,-46564.15625,1007.29,698
1026.82,699,58.3523,3495000,68.2041,-48540.46484375,1026.87,699
1029.7,700,57.0164,3500000,65.4848,-48538.9921875,1029.56,700
2221.07,701,45.6933,3505000,39.1288,-43961.54296875,2244.83,701
1033.6,702,58.0755,3510000,58.9517,-49002.28515625,1034.47,702
1381.07,703,45.2604,3515000,40.1209,-44187.078125,1597.01,703
1024.74,704,57.4355,3520000,55.5785,-49906.6953125,1066.58,704
3756.3,705,43.639,3525000,21.5709,-44180.47265625,3712.09,705
3567.07,706,44.3447,3530000,20.9744,-44750.828125,3814.23,706
3432.41,707,43.779,3535000,21.5426,-45809.703125,3705.6,707
3768.82,708,43.769,3540000,20.413,-45200.86328125,3732.28,708
4169.58,709,43.0755,3545000,20.0181,-41767.6953125,3942.9,709
4181.47,710,43.6322,3550000,20.8563,-41293.953125,4099.52,710
4123.49,711,43.7068,3555000,20.9471,-42742.078125,4033.31,711
4131.56,712,43.8525,3560000,21.9553,-43686.69921875,3974.33,712
4217.86,713,43.1018,3565000,20.8746,-44224.6875,4198.55,713
4145.02,714,44.249,3570000,21.4476,-44230.48828125,4115.89,714
4233.83,715,44.1467,3575000,21.1321,-45498.30859375,4013.67,715
4146.65,716,43.4921,3580000,20.9814,-44880.55078125,4047.88,716
4246.53,717,43.5731,3585000,21.1675,-44512.49609375,4115.95,717
4234.66,718,43.3199,3590000,19.8618,-44762.45703125,4145.36,718
4291.82,719,43.3279,3595000,20.831,-43508.8125,4187.27,719
4299.4,720,43.0696,3600000,21.431,-43143.71484375,4240.38,720
4296.06,721,42.6289,3605000,20.3468,-43747.1015625,4199.34,721
4087.92,722,43.2418,3610000,32.1962,-47018.5625,2808.8,722
4299.63,723,42.8662,3615000,20.5188,-44076.265625,3920.32,723
4302.08,724,43.0232,3620000,22.0504,-41239.01171875,4210.39,724
4252.39,725,43.4607,3625000,22.8965,-44167.54296875,4156.0,725
4260.67,726,44.1689,3630000,25.5669,-44733.2109375,2771.35,726
3367.47,727,43.8518,3635000,22.7088,-44518.203125,4084.79,727
4093.85,728,43.7757,3640000,20.7441,-45361.55859375,4059.74,728
4148.76,729,43.7604,3645000,21.9799,-44899.42578125,4070.03,729
4071.23,730,43.6075,3650000,20.8689,-45855.85546875,4076.12,730
4067.54,731,44.1669,3655000,20.866,-46957.81640625,3947.42,731
4077.49,732,44.3162,3660000,21.1793,-47430.765625,4075.85,732
4104.9,733,44.1943,3665000,21.1351,-46719.6171875,4101.0,733
4242.15,734,43.5553,3670000,20.2203,-44618.76953125,4189.99,734
4233.07,735,43.7488,3675000,20.8533,-45195.48046875,4188.88,735
4256.05,736,43.5016,3680000,20.036,-45758.56640625,4177.06,736
4083.6,737,43.5369,3685000,19.5934,-46653.70703125,4140.14,737
4182.38,738,43.3741,3690000,20.5675,-47851.26171875,4058.91,738
4065.92,739,43.8095,3695000,19.8719,-47489.01171875,4081.88,739
4074.3,740,43.8222,3700000,19.8642,-46919.07421875,4063.99,740
4184.57,741,44.0433,3705000,20.6194,-47564.16015625,4142.68,741
4232.07,742,43.9765,3710000,20.2828,-47111.8671875,4075.59,742
4219.15,743,44.3707,3715000,20.1757,-45882.85546875,4173.4,743
4225.46,744,44.4655,3720000,20.7039,-46034.625,4170.45,744
4197.24,745,44.6731,3725000,21.2779,-46835.375,4145.7,745
2376.53,746,44.5921,3730000,21.4723,-49301.12109375,2407.61,746
4169.82,747,44.7388,3735000,21.5368,-45901.2734375,4093.57,747
1006.99,748,56.6107,3740000,42.8124,-49534.87890625,1006.93,748
1006.4,749,46.5345,3745000,28.3855,-49451.234375,1366.8,749
4001.42,750,42.7649,3750000,19.8455,-46852.3828125,3927.09,750
3960.57,751,43.55,3755000,20.3682,-45225.59375,3949.81,751
2986.2,752,45.0997,3760000,28.6739,-47641.2890625,3057.13,752
1916.52,753,46.4009,3765000,38.7057,-49042.30859375,2197.24,753
1174.75,754,44.9396,3770000,25.9527,-48131.55078125,3092.02,754
4067.32,755,44.0118,3775000,19.6915,-47733.86328125,3832.19,755
4120.2,756,44.4749,3780000,20.6059,-47957.27734375,4031.89,756
4251.34,757,43.9209,3785000,18.8169,-46150.3515625,4176.39,757
4295.91,758,44.4395,3790000,19.5354,-47310.63671875,4243.46,758
4267.55,759,44.2845,3795000,19.6412,-47498.21484375,4257.74,759
4213.22,760,43.5667,3800000,19.1502,-47352.26171875,4226.91,760
4240.85,761,44.2399,3805000,19.4509,-46304.0546875,4176.44,761
4324.35,762,44.072,3810000,19.8329,-47051.94921875,4213.46,762
4312.22,763,43.9481,3815000,19.8308,-46461.2734375,4194.71,763
4342.03,764,43.5725,3820000,19.6653,-45627.15234375,4220.77,764
4261.38,765,44.1512,3825000,20.2208,-47287.3125,4198.37,765
4351.58,766,44.1217,3830000,19.8164,-47023.2578125,4258.8,766
4341.09,767,43.1364,3835000,19.5306,-46393.7109375,4205.37,767
4242.38,768,42.9934,3840000,19.412,-46248.1796875,4208.73,768
4090.78,769,43.4844,3845000,19.0054,-46805.21875,4142.74,769
4144.21,770,43.4782,3850000,17.933,-46407.0,4094.9,770
4000.46,771,42.8829,3855000,17.8972,-46312.97265625,3642.53,771
4109.71,772,42.829,3860000,17.7983,-45749.09375,4028.35,772
4075.26,773,43.1029,3865000,17.7642,-46079.265625,3973.57,773
3494.86,774,43.0395,3870000,19.5066,-45542.515625,3948.84,774
4096.22,775,43.1104,3875000,18.7587,-46486.48046875,4032.57,775
4182.66,776,42.0651,3880000,18.3662,-46115.40234375,4083.24,776
4173.33,777,42.0144,3885000,19.1597,-46413.32421875,4167.32,777
4066.93,778,43.3172,3890000,19.1143,-48203.78515625,4076.88,778
4038.91,779,43.5978,3895000,19.2079,-47904.69140625,4126.94,779
4168.66,780,43.0816,3900000,18.8289,-47018.73828125,4049.06,780
