Running Reverse KL,Itration,Running Forward KL,Real Det Return,Running Env Steps,Real Sto Return,Reward Loss,Running Update Time
26.2322,408,58.8572,1310.81,2040000,569.44,-84737.7890625,408
28.2467,409,63.7569,1175.42,2045000,423.11,-90573.015625,409
27.4609,410,61.0041,1155.33,2050000,539.49,-87496.7890625,410
28.279,411,63.2812,1143.69,2055000,523.36,-90336.2109375,411
26.1568,412,59.2314,1085.55,2060000,520.67,-84685.546875,412
26.9552,413,61.3963,1072.42,2065000,474.08,-88370.21875,413
29.5937,414,68.2515,1155.22,2070000,435.89,-93790.8125,414
28.6879,415,64.8393,1036.53,2075000,437.63,-91073.0546875,415
27.0889,416,62.0232,1165.04,2080000,454.32,-87604.9296875,416
26.9122,417,61.3084,1260.41,2085000,428.63,-87521.984375,417
27.7756,418,63.4533,958.07,2090000,440.89,-89874.625,418
28.2455,419,65.206,1046.6,2095000,439.9,-91325.546875,419
28.0166,420,63.8976,1138.62,2100000,495.45,-90367.2265625,420
27.2887,421,62.0088,1138.34,2105000,539.85,-88875.5546875,421
25.4961,422,59.5701,1044.44,2110000,522.32,-85988.453125,422
27.5211,423,63.0096,1002.06,2115000,375.72,-90457.4921875,423
26.9581,424,61.4626,977.4,2120000,609.37,-88650.6171875,424
27.6083,425,63.5971,1132.36,2125000,445.47,-90748.890625,425
27.1697,426,61.9817,1179.3,2130000,489.57,-88927.0234375,426
26.5001,427,59.744,1267.26,2135000,527.16,-86331.7265625,427
23.9416,428,55.7615,1600.9,2140000,727.69,-79335.421875,428
24.1619,429,55.4165,1409.66,2145000,710.77,-79062.8125,429
25.7528,430,58.7484,1127.72,2150000,497.57,-84469.65625,430
24.9112,431,57.5148,1440.65,2155000,643.67,-82322.4765625,431
26.7927,432,60.9218,1166.27,2160000,621.74,-87708.84375,432
24.524,433,56.7002,1316.63,2165000,652.04,-82349.9765625,433
25.0169,434,57.5306,1113.52,2170000,595.44,-81936.7265625,434
24.2825,435,56.7473,1153.09,2175000,541.78,-82381.1953125,435
24.2821,436,56.6588,1380.33,2180000,743.38,-80428.0234375,436
25.7238,437,59.0803,1291.08,2185000,496.87,-86485.9609375,437
25.6856,438,58.7531,1401.83,2190000,609.26,-83939.28125,438
26.4438,439,60.383,1224.42,2195000,534.29,-87497.28125,439
27.0062,440,60.5711,1173.33,2200000,520.63,-88345.7890625,440
21.9698,441,51.6871,1562.79,2205000,741.22,-67295.84375,441
25.0065,442,57.3185,1586.83,2210000,561.35,-82529.40625,442
27.012,443,61.8852,1211.81,2215000,575.52,-88048.171875,443
24.2175,444,54.2315,1493.3,2220000,742.44,-77784.2734375,444
25.0526,445,56.4324,1576.77,2225000,678.05,-81345.5390625,445
23.4572,446,54.2118,1430.65,2230000,748.76,-75745.8125,446
24.3009,447,55.9512,1292.04,2235000,759.99,-80005.40625,447
27.361,448,61.6437,1069.72,2240000,436.8,-88437.6796875,448
25.9433,449,58.186,1640.51,2245000,785.11,-84601.078125,449
26.359,450,60.7464,1194.91,2250000,610.32,-87766.7421875,450
26.5852,451,60.4186,1360.6,2255000,677.95,-87516.7265625,451
26.0293,452,59.5344,1389.86,2260000,671.03,-85607.96875,452
26.0665,453,58.9571,1201.22,2265000,621.61,-86601.8515625,453
23.7216,454,54.4521,1523.15,2270000,603.47,-77910.21875,454
28.6627,455,65.4794,1180.57,2275000,411.09,-92483.1875,455
27.7746,456,63.7608,1319.75,2280000,583.22,-90799.0078125,456
26.1566,457,58.7454,1271.39,2285000,750.66,-84812.0859375,457
25.8737,458,59.3754,1268.49,2290000,497.66,-85227.9375,458
25.6249,459,57.841,1137.39,2295000,711.91,-85362.1171875,459
24.515,460,55.95,1357.01,2300000,856.23,-80141.2734375,460
24.559,461,56.6273,1491.61,2305000,701.71,-81396.7109375,461
26.838,462,60.6244,1195.33,2310000,638.24,-87777.921875,462
26.968,463,54.8728,1151.95,2315000,516.77,-78016.4453125,463
25.735,464,58.763,1372.08,2320000,536.56,-85396.3125,464
22.6705,465,52.681,1505.55,2325000,920.49,-73748.703125,465
22.6757,466,53.6036,1773.86,2330000,699.88,-70456.890625,466
25.0168,467,57.2443,1618.46,2335000,788.03,-82055.0859375,467
23.5984,468,54.0568,1729.97,2340000,897.91,-76463.8828125,468
26.7975,469,60.8142,1270.99,2345000,745.08,-87251.71875,469
25.2604,470,58.5507,1141.97,2350000,697.77,-82199.0703125,470
23.9085,471,55.7924,1485.52,2355000,737.81,-77271.3984375,471
26.3701,472,59.4291,1377.99,2360000,732.0,-85172.828125,472
24.7408,473,56.318,1691.6,2365000,878.82,-78509.515625,473
25.173,474,56.126,1412.2,2370000,1027.93,-77632.2109375,474
23.9893,475,55.6174,1660.95,2375000,908.63,-76427.4765625,475
26.6759,476,61.14,1326.16,2380000,558.83,-86219.3359375,476
25.8562,477,58.5267,1188.16,2385000,658.9,-82807.9140625,477
26.49,478,59.712,1176.46,2390000,737.33,-83603.8984375,478
23.2218,479,53.8439,1121.83,2395000,767.04,-68928.5546875,479
25.9386,480,58.7589,996.28,2400000,896.9,-82141.53125,480
27.5298,481,63.2966,1045.52,2405000,545.54,-89315.1953125,481
23.1715,482,54.3131,1083.43,2410000,1197.01,-72493.3046875,482
27.6046,483,64.1262,1152.41,2415000,553.95,-90167.296875,483
23.7481,484,55.1711,1417.51,2420000,916.93,-77691.625,484
26.7695,485,60.8311,1108.04,2425000,598.11,-87665.0390625,485
28.8602,486,66.5066,1229.05,2430000,573.89,-92696.453125,486
25.0914,487,57.8046,1419.07,2435000,1061.23,-82593.828125,487
23.2515,488,53.6469,2203.41,2440000,1413.88,-70956.7109375,488
26.7411,489,60.4021,1194.15,2445000,560.54,-87071.78125,489
26.0702,490,59.6392,1278.4,2450000,696.11,-85167.546875,490
28.1197,491,64.5852,1171.22,2455000,557.8,-91071.921875,491
24.5248,492,56.6146,1228.58,2460000,614.71,-80102.609375,492
23.8541,493,55.5733,1457.78,2465000,922.36,-77577.078125,493
23.8644,494,56.0709,1700.72,2470000,1001.27,-75898.1171875,494
25.6305,495,59.0139,1603.89,2475000,876.7,-82848.359375,495
25.434,496,54.5232,2060.67,2480000,1049.96,-70082.0625,496
24.0798,497,54.7407,1891.53,2485000,717.49,-74417.84375,497
24.3643,498,54.649,1826.59,2490000,994.47,-73088.7421875,498
24.4049,499,55.9983,1745.7,2495000,1051.48,-77743.265625,499
28.1362,500,55.4083,1937.77,2500000,1206.62,-63798.40234375,500
25.8322,501,58.1064,1731.87,2505000,954.19,-81107.015625,501
25.5693,502,59.2978,1331.17,2510000,768.26,-83368.9140625,502
23.5319,503,54.9291,2138.22,2515000,1558.66,-73415.546875,503
24.2596,504,55.5758,1816.98,2520000,1051.11,-77301.53125,504
23.4377,505,53.7565,2035.1,2525000,953.18,-70803.8828125,505
24.5633,506,54.5377,1897.58,2530000,1604.52,-69189.0234375,506
23.5716,507,53.4016,1790.46,2535000,1076.29,-66905.3828125,507
23.1329,508,53.2983,1939.83,2540000,1652.52,-69255.609375,508
22.3209,509,51.678,1966.99,2545000,1493.97,-68268.390625,509
24.3191,510,53.8877,2159.82,2550000,1407.12,-66100.8203125,510
24.172,511,52.7475,2242.39,2555000,1156.96,-66069.484375,511
24.1433,512,53.5842,1943.73,2560000,1460.44,-71863.125,512
23.2969,513,53.2577,2291.39,2565000,1148.45,-69604.828125,513
23.8064,514,53.991,2207.5,2570000,1303.67,-73929.1171875,514
25.2191,515,55.644,1741.54,2575000,1330.41,-74085.3125,515
23.208,516,54.5389,1609.32,2580000,883.01,-74964.8828125,516
26.0256,517,55.441,2002.02,2585000,1641.37,-71568.578125,517
26.9131,518,51.4472,2308.55,2590000,1427.26,-57907.9453125,518
23.2049,519,53.3628,2119.4,2595000,1325.36,-68766.890625,519
24.3906,520,55.0469,1925.59,2600000,1238.22,-74106.2265625,520
24.4571,521,54.538,2272.33,2605000,1463.76,-69909.9375,521
27.5981,522,52.3573,2460.29,2610000,1608.4,-61028.0234375,522
25.2127,523,51.9717,2006.89,2615000,1102.39,-62981.22265625,523
24.5498,524,54.0217,2508.11,2620000,1884.71,-67834.03125,524
28.391,525,51.2724,2537.36,2625000,1481.76,-56701.0,525
24.7017,526,51.7779,2432.36,2630000,1410.89,-64659.5,526
22.8785,527,51.4742,2717.53,2635000,1650.75,-68737.5546875,527
29.1761,528,51.1515,2882.31,2640000,1889.69,-57280.26953125,528
31.1972,529,52.5143,2569.36,2645000,1836.47,-54404.0078125,529
23.5437,530,49.4985,2953.79,2650000,1603.96,-62885.546875,530
23.5471,531,50.5664,3012.17,2655000,1877.31,-61744.8046875,531
25.6044,532,50.6617,2817.13,2660000,1874.47,-60094.75390625,532
24.5555,533,50.8495,2636.2,2665000,1822.88,-56297.81640625,533
24.9285,534,48.8509,2652.45,2670000,2133.67,-55721.5703125,534
29.8653,535,52.3891,2868.82,2675000,2354.83,-54078.046875,535
22.93,536,51.3146,2340.27,2680000,1530.89,-65602.7578125,536
24.7458,537,50.9189,2967.2,2685000,2090.25,-59431.05078125,537
23.9515,538,52.2572,2741.2,2690000,1958.74,-67231.2890625,538
21.7717,539,51.5195,2640.49,2695000,1397.65,-64359.7734375,539
24.7198,540,50.3741,2972.51,2700000,2220.17,-58292.82421875,540
29.8267,541,51.4627,3061.68,2705000,2086.4,-59036.4375,541
28.1153,542,51.5473,2885.22,2710000,2270.67,-58244.90234375,542
21.8847,543,49.4025,2589.73,2715000,2088.67,-59551.5390625,543
26.4304,544,51.5579,3071.96,2720000,2246.83,-62558.36328125,544
27.0793,545,48.9137,2839.79,2725000,1932.46,-54221.94140625,545
25.5585,546,50.6218,2962.02,2730000,1994.72,-60111.57421875,546
24.0081,547,50.1881,2780.42,2735000,2496.6,-58291.49609375,547
22.8676,548,51.4043,3090.36,2740000,2035.86,-63859.3828125,548
29.3317,549,51.4352,3084.49,2745000,2390.85,-56796.4375,549
22.439,550,48.6313,2760.27,2750000,1800.03,-56124.6953125,550
27.9029,551,49.5681,3036.16,2755000,2385.11,-57026.734375,551
27.0179,552,50.068,3076.86,2760000,2259.47,-59442.7421875,552
28.0244,553,50.9454,2867.65,2765000,2244.77,-58746.8203125,553
23.1142,554,51.9432,2824.14,2770000,1901.17,-67385.0234375,554
24.6602,555,52.0787,2584.15,2775000,2079.14,-65716.953125,555
30.7092,556,52.0544,2994.24,2780000,2206.71,-56964.6171875,556
25.8156,557,51.6857,2683.76,2785000,1914.88,-60440.41015625,557
23.2792,558,51.7675,3016.79,2790000,1642.56,-63771.453125,558
25.9908,559,50.0941,2860.91,2795000,2149.47,-58910.70703125,559
25.2333,560,50.9451,2663.79,2800000,1924.63,-60909.8984375,560
27.5335,561,51.4178,3134.41,2805000,2233.39,-55400.89453125,561
24.8926,562,51.3681,2797.32,2810000,2202.11,-63037.94921875,562
25.4253,563,51.436,2900.02,2815000,2534.27,-64575.10546875,563
28.4277,564,50.7267,2478.43,2820000,2058.02,-54614.65234375,564
28.4031,565,50.4316,3175.85,2825000,2221.7,-55840.3515625,565
29.3327,566,50.6441,3153.95,2830000,2323.58,-55350.81640625,566
30.7794,567,52.6057,3017.3,2835000,2534.93,-56079.6484375,567
27.5975,568,49.4675,3084.03,2840000,2528.56,-55217.4296875,568
26.3564,569,50.3709,2970.0,2845000,2255.96,-56037.8125,569
28.8153,570,50.963,3023.94,2850000,2309.39,-56717.28125,570
25.2159,571,50.3621,3019.9,2855000,1883.23,-59106.09375,571
25.844,572,49.5224,3044.78,2860000,2397.01,-59219.70703125,572
27.7566,573,50.5417,3017.06,2865000,2111.82,-56657.6875,573
27.4401,574,50.2919,2992.03,2870000,2156.83,-59024.84765625,574
26.2535,575,51.1551,2799.46,2875000,2319.66,-60037.10546875,575
24.73,576,49.5472,2786.92,2880000,1797.03,-56882.90234375,576
26.104,577,49.5564,3281.5,2885000,2328.3,-55456.65625,577
26.3758,578,50.1882,3116.23,2890000,2523.06,-56590.28125,578
26.0433,579,49.2756,3001.94,2895000,2680.29,-50161.93359375,579
23.561,580,50.0329,3073.77,2900000,2312.12,-60559.7109375,580
25.4107,581,48.5522,3253.32,2905000,2054.82,-49999.36328125,581
26.0456,582,50.3083,3208.7,2910000,2545.01,-56374.4765625,582
29.4248,583,50.7696,3255.43,2915000,2532.83,-55011.9609375,583
26.9119,584,49.5126,2960.4,2920000,2141.82,-52604.34375,584
24.8494,585,49.5173,3147.25,2925000,2344.79,-55832.796875,585
29.5196,586,50.6869,3150.17,2930000,2484.38,-53693.03125,586
24.5777,587,50.1185,2915.15,2935000,2475.03,-56312.87890625,587
25.2629,588,49.5199,3075.16,2940000,2724.96,-56049.99609375,588
25.3771,589,50.0199,3212.13,2945000,2335.04,-58500.68359375,589
24.6034,590,49.6173,3013.15,2950000,2318.38,-57264.98828125,590
26.5277,591,49.7254,3006.39,2955000,2628.67,-54742.22265625,591
27.3378,592,50.9102,3155.18,2960000,2512.62,-54838.34765625,592
24.2306,593,48.8835,3279.13,2965000,2491.56,-55291.578125,593
27.5846,594,50.5834,3262.07,2970000,2552.14,-57795.82421875,594
23.4144,595,49.091,3310.35,2975000,2596.49,-62260.40234375,595
27.9254,596,50.2741,3338.42,2980000,2582.54,-57277.55859375,596
22.8695,597,49.7485,3354.27,2985000,2723.91,-57575.62109375,597
24.1796,598,48.1456,3134.34,2990000,2686.9,-56444.859375,598
27.3645,599,50.6072,3370.77,2995000,2826.22,-56232.05859375,599
