Real Det Return,Running Reverse KL,Running Env Steps,Running Update Time,Real Sto Return,Reward Loss,Running Forward KL,Itration
600.49,675.9061,1970000,394,678.58,-18730.552734375,470.1909,394
568.31,357.1621,1975000,395,365.88,-18850.345703125,520.0779,395
752.09,303.2871,1980000,396,913.54,-18821.90234375,473.5121,396
1053.29,297.5084,1985000,397,981.6,-18302.318359375,461.5079,397
680.68,261.204,1990000,398,634.16,-18833.560546875,460.6488,398
792.2,220.1689,1995000,399,772.15,-18025.0703125,470.4877,399
858.43,261.4613,2000000,400,845.67,-18602.16015625,475.3341,400
365.74,309.4436,2005000,401,383.96,-17326.6796875,506.2979,401
329.15,810.1566,2010000,402,542.25,-18943.462890625,496.8928,402
759.34,304.2597,2015000,403,676.98,-18557.361328125,497.0045,403
253.98,310.7576,2020000,404,236.09,-19125.373046875,527.2244,404
211.2,528.146,2025000,405,267.85,-18816.384765625,552.049,405
213.11,297.1551,2030000,406,226.02,-18628.2265625,503.2601,406
260.26,284.4786,2035000,407,234.26,-18695.7734375,521.1347,407
375.35,284.7963,2040000,408,302.51,-17955.37890625,510.5495,408
360.08,511.6458,2045000,409,431.41,-19069.4609375,509.063,409
418.79,581.7752,2050000,410,419.67,-19152.94921875,500.9244,410
321.66,281.2765,2055000,411,263.88,-18819.84375,525.7432,411
255.37,531.8016,2060000,412,299.66,-18868.720703125,547.506,412
292.56,281.7232,2065000,413,308.47,-18217.154296875,572.4883,413
387.43,256.7941,2070000,414,426.83,-18233.06640625,502.6855,414
359.23,264.9732,2075000,415,422.81,-18527.15234375,498.4977,415
231.95,330.5562,2080000,416,249.24,-18783.623046875,567.0832,416
276.97,311.5771,2085000,417,228.19,-17248.111328125,558.9175,417
370.18,309.1583,2090000,418,323.37,-18938.3671875,530.2429,418
211.09,383.2253,2095000,419,246.16,-18808.240234375,574.9724,419
242.09,309.5656,2100000,420,241.97,-19098.796875,551.8948,420
162.88,339.1909,2105000,421,173.79,-18337.72265625,558.7982,421
154.73,299.5907,2110000,422,172.96,-18551.185546875,562.8672,422
147.36,292.8714,2115000,423,151.74,-18422.091796875,556.0865,423
138.51,347.1595,2120000,424,137.4,-18991.40234375,564.1795,424
110.23,321.3106,2125000,425,113.26,-18376.486328125,624.0098,425
102.45,329.6272,2130000,426,110.41,-18597.6796875,595.092,426
90.81,305.7444,2135000,427,90.82,-19147.08984375,619.6305,427
95.82,379.7022,2140000,428,98.05,-19042.58984375,646.9866,428
88.65,331.5448,2145000,429,87.74,-18852.375,627.7206,429
81.6,327.1745,2150000,430,80.12,-18899.23828125,639.7961,430
66.2,324.7985,2155000,431,66.31,-18817.974609375,651.7094,431
74.34,353.8609,2160000,432,77.94,-18548.060546875,665.6615,432
74.05,325.6259,2165000,433,73.0,-18767.984375,642.1658,433
61.88,320.6364,2170000,434,62.6,-19240.611328125,658.7259,434
64.34,419.8621,2175000,435,64.5,-18564.09765625,672.6812,435
65.74,349.5217,2180000,436,65.83,-18701.01953125,635.2415,436
65.76,386.523,2185000,437,65.76,-18866.80859375,601.0936,437
65.87,345.7082,2190000,438,65.66,-18257.55859375,631.0755,438
70.58,338.4651,2195000,439,70.95,-18435.83984375,663.2053,439
71.26,342.6126,2200000,440,71.63,-18279.14453125,646.0773,440
65.54,318.9161,2205000,441,65.82,-17676.544921875,650.01,441
64.51,532.2356,2210000,442,65.5,-17804.587890625,650.732,442
65.45,351.923,2215000,443,65.4,-17872.923828125,613.3262,443
64.76,437.6414,2220000,444,65.0,-18728.970703125,666.9979,444
65.94,393.4332,2225000,445,65.94,-19210.322265625,643.0437,445
64.08,356.5754,2230000,446,64.08,-18191.25390625,615.0531,446
66.03,355.4525,2235000,447,65.78,-18593.0625,647.0325,447
64.65,323.7975,2240000,448,64.76,-16753.064453125,616.9644,448
65.72,395.6247,2245000,449,65.3,-18816.916015625,643.2542,449
65.24,992.4195,2250000,450,64.76,-19093.40625,656.5899,450
61.24,836.8607,2255000,451,61.24,-17406.859375,645.5509,451
62.42,882.9462,2260000,452,61.71,-19379.173828125,653.1035,452
65.26,835.6457,2265000,453,65.73,-19450.64453125,655.0309,453
62.89,341.8736,2270000,454,62.19,-17560.21484375,623.0627,454
61.72,473.1548,2275000,455,61.72,-19150.603515625,630.7227,455
64.54,389.8114,2280000,456,65.73,-18994.873046875,630.3584,456
65.48,402.1001,2285000,457,65.25,-19148.705078125,601.2017,457
65.96,369.606,2290000,458,65.96,-18821.1171875,622.5939,458
68.33,421.0627,2295000,459,68.1,-19215.140625,635.0599,459
70.69,376.3839,2300000,460,70.69,-19154.75390625,634.9995,460
70.67,381.2394,2305000,461,70.57,-18653.052734375,635.3992,461
70.68,830.2818,2310000,462,72.22,-18220.201171875,631.1279,462
70.68,750.0064,2315000,463,70.44,-19161.705078125,614.4461,463
70.74,440.1654,2320000,464,70.74,-19349.859375,627.8887,464
70.9,587.7634,2325000,465,72.91,-18935.353515625,621.7746,465
70.88,398.1262,2330000,466,70.89,-18733.25,606.1093,466
72.46,402.6135,2335000,467,72.45,-18755.890625,620.1812,467
70.4,336.5434,2340000,468,70.5,-17184.078125,617.5267,468
70.68,713.1279,2345000,469,70.68,-18422.240234375,620.683,469
70.91,547.559,2350000,470,71.31,-18859.845703125,624.3039,470
72.73,742.7271,2355000,471,72.73,-19004.830078125,629.2542,471
77.23,593.0145,2360000,472,76.83,-19143.177734375,642.498,472
81.57,988.3204,2365000,473,80.21,-18452.095703125,648.4249,473
70.68,1277.0709,2370000,474,70.94,-19627.705078125,676.7648,474
69.91,597.9661,2375000,475,69.91,-17001.27734375,633.3527,475
68.56,1207.6238,2380000,476,68.45,-19417.416015625,648.7111,476
66.18,1053.9191,2385000,477,66.66,-19502.953125,667.7762,477
64.77,691.8475,2390000,478,65.01,-16024.650390625,668.0678,478
70.67,1683.8595,2395000,479,69.73,-19842.873046875,727.7234,479
65.48,1327.2616,2400000,480,65.95,-17453.431640625,651.3834,480
63.35,1323.4332,2405000,481,64.54,-19044.998046875,655.8182,481
68.78,1127.1025,2410000,482,68.31,-18728.6640625,655.9451,482
65.72,2116.9065,2415000,483,65.01,-19767.205078125,697.1573,483
65.96,1447.0447,2420000,484,66.2,-19848.4375,717.2758,484
65.71,786.3745,2425000,485,65.72,-18787.2578125,664.2912,485
65.97,390.595,2430000,486,65.72,-18277.33203125,624.0417,486
66.2,826.3272,2435000,487,66.41,-19242.759765625,648.9797,487
65.72,383.7741,2440000,488,65.48,-17445.927734375,625.9512,488
65.71,1002.2692,2445000,489,65.24,-16926.548828125,653.4518,489
66.42,763.1291,2450000,490,66.19,-17692.880859375,658.3862,490
68.79,369.6478,2455000,491,67.37,-18333.982421875,626.7107,491
65.94,340.7788,2460000,492,65.94,-18231.001953125,632.3141,492
65.94,393.8805,2465000,493,66.18,-17467.134765625,620.0705,493
67.13,399.9015,2470000,494,67.82,-17994.93359375,647.2837,494
65.73,349.3794,2475000,495,65.96,-18010.62109375,629.9598,495
66.42,720.4996,2480000,496,66.66,-18030.224609375,629.8931,496
65.96,345.397,2485000,497,65.72,-18642.380859375,617.8674,497
65.96,1379.0905,2490000,498,65.72,-19147.333984375,636.1806,498
65.95,1272.3451,2495000,499,65.95,-19452.083984375,646.755,499
65.63,624.8307,2500000,500,66.02,-18886.69921875,634.1688,500
61.22,2050.2814,2505000,501,61.93,-19615.8671875,649.8423,501
63.59,1815.6679,2510000,502,63.12,-19377.4453125,645.1252,502
64.78,1759.3639,2515000,503,65.01,-19406.630859375,644.2902,503
63.81,1483.6198,2520000,504,63.81,-17474.595703125,635.4845,504
65.72,1287.318,2525000,505,65.71,-18049.0625,615.5269,505
65.94,985.5912,2530000,506,65.94,-19199.18359375,625.1049,506
64.3,905.1052,2535000,507,64.77,-19378.896484375,634.2119,507
61.21,412.0076,2540000,508,61.21,-18970.69921875,629.875,508
61.45,1210.5557,2545000,509,61.92,-18672.2421875,644.494,509
63.34,1165.2354,2550000,510,63.57,-19151.783203125,636.5535,510
61.2,1830.5802,2555000,511,61.2,-19439.09375,653.75,511
61.45,1804.0484,2560000,512,61.21,-19510.646484375,649.7227,512
62.16,1728.3509,2565000,513,61.93,-19359.7421875,652.0263,513
61.21,1008.5657,2570000,514,61.45,-19294.275390625,640.6661,514
59.55,906.5279,2575000,515,60.03,-19074.53515625,629.4493,515
59.33,826.0677,2580000,516,59.57,-19176.064453125,629.4356,516
61.21,407.2286,2585000,517,60.97,-18661.7890625,616.6821,517
61.2,396.2677,2590000,518,60.97,-18380.69140625,610.1382,518
61.2,714.0703,2595000,519,61.2,-18726.505859375,622.3365,519
61.2,347.1811,2600000,520,61.2,-18298.056640625,613.1266,520
61.2,643.7394,2605000,521,61.21,-18647.080078125,621.8203,521
61.21,988.6712,2610000,522,61.2,-19172.44140625,623.7686,522
61.2,332.3574,2615000,523,61.2,-18618.685546875,620.3819,523
61.2,556.8477,2620000,524,61.2,-19066.837890625,613.8284,524
58.84,381.6743,2625000,525,59.07,-18743.548828125,607.7457,525
61.2,570.3433,2630000,526,61.2,-19027.9921875,615.3971,526
61.2,590.9134,2635000,527,61.2,-18973.640625,616.7329,527
57.19,497.0829,2640000,528,57.42,-19311.431640625,631.2892,528
57.89,651.2286,2645000,529,58.6,-19205.119140625,617.4342,529
57.18,414.2013,2650000,530,57.18,-19227.205078125,620.6476,530
58.84,399.4938,2655000,531,58.84,-19196.236328125,620.7437,531
61.2,690.1643,2660000,532,61.21,-18982.470703125,619.0421,532
60.26,777.5975,2665000,533,60.03,-18951.716796875,622.4049,533
59.55,592.5825,2670000,534,59.55,-19290.740234375,626.6596,534
61.2,384.0389,2675000,535,61.2,-19104.92578125,604.8293,535
61.21,350.0854,2680000,536,61.21,-18492.794921875,631.2165,536
61.2,993.118,2685000,537,61.2,-19411.115234375,648.3726,537
60.49,407.0922,2690000,538,61.21,-19298.103515625,625.5145,538
60.5,387.1466,2695000,539,60.74,-18935.9453125,628.0215,539
61.21,655.3998,2700000,540,61.21,-18858.724609375,626.3549,540
61.21,372.8085,2705000,541,61.21,-19307.716796875,624.3967,541
60.73,952.4121,2710000,542,60.97,-19447.197265625,641.0624,542
61.2,347.496,2715000,543,61.2,-19338.6640625,622.0895,543
61.21,354.3592,2720000,544,61.21,-19322.73828125,613.9079,544
60.97,383.3444,2725000,545,61.21,-19172.0546875,619.0126,545
60.5,586.8666,2730000,546,60.02,-19370.130859375,628.0502,546
60.49,555.8719,2735000,547,60.49,-19244.076171875,636.8768,547
61.2,582.9976,2740000,548,60.97,-19303.0859375,643.593,548
61.2,1112.317,2745000,549,61.2,-19398.953125,636.4972,549
61.2,607.8283,2750000,550,61.21,-19247.626953125,627.9251,550
61.21,610.1054,2755000,551,61.21,-19327.376953125,610.8553,551
59.79,597.363,2760000,552,60.02,-19338.380859375,617.6279,552
59.08,571.0115,2765000,553,59.32,-19337.970703125,620.1524,553
59.08,1577.1405,2770000,554,58.85,-19375.51171875,626.7126,554
59.32,1170.9765,2775000,555,59.55,-19399.32421875,621.8944,555
56.95,1361.1115,2780000,556,56.95,-19587.501953125,633.3809,556
56.71,938.5222,2785000,557,56.71,-19534.564453125,638.1909,557
56.72,920.2097,2790000,558,56.72,-19413.59375,624.1607,558
56.71,1713.5301,2795000,559,56.95,-19596.708984375,638.1358,559
57.2,504.161,2800000,560,56.72,-19417.439453125,637.3104,560
56.48,504.3621,2805000,561,56.95,-19444.087890625,630.7162,561
56.95,884.07,2810000,562,56.95,-19243.50390625,617.3934,562
56.48,457.9963,2815000,563,56.71,-18987.353515625,609.2639,563
56.47,918.2276,2820000,564,56.48,-19396.65234375,621.6822,564
56.48,962.7612,2825000,565,56.48,-19075.962890625,611.9073,565
56.48,1101.7485,2830000,566,56.47,-19465.935546875,631.4708,566
56.95,786.9509,2835000,567,56.95,-19387.587890625,625.2102,567
56.48,1127.1923,2840000,568,56.48,-19591.568359375,636.2275,568
56.71,894.5748,2845000,569,56.48,-19472.404296875,646.8594,569
56.48,1735.1651,2850000,570,56.48,-19589.435546875,646.6783,570
56.48,1101.2487,2855000,571,56.48,-19358.21875,631.0566,571
56.48,1448.4231,2860000,572,56.48,-19508.09765625,633.3199,572
56.48,1301.9489,2865000,573,56.48,-19549.49609375,652.3219,573
56.71,932.9038,2870000,574,56.71,-19510.66796875,635.219,574
56.48,398.9027,2875000,575,56.48,-19465.923828125,638.3363,575
56.95,540.5114,2880000,576,56.95,-19275.88671875,639.27,576
56.95,418.8571,2885000,577,56.95,-18973.861328125,622.8475,577
56.48,400.1954,2890000,578,56.48,-19102.919921875,623.4412,578
56.47,407.7416,2895000,579,56.48,-18859.05859375,635.0695,579
56.47,751.8673,2900000,580,56.48,-18954.61328125,637.3513,580
56.47,423.9032,2905000,581,56.47,-18841.119140625,623.7365,581
56.48,385.2663,2910000,582,56.48,-18335.232421875,608.7562,582
57.19,715.383,2915000,583,56.95,-18822.44140625,613.4599,583
56.48,1302.0362,2920000,584,56.48,-19419.630859375,649.5585,584
57.42,768.4935,2925000,585,57.42,-19272.384765625,646.4282,585
57.66,452.3056,2930000,586,57.66,-19255.87890625,668.7259,586
58.85,772.9544,2935000,587,58.14,-19380.248046875,647.7716,587
56.72,445.8663,2940000,588,56.48,-19384.96484375,655.0816,588
56.72,1077.9605,2945000,589,56.72,-19640.32421875,673.547,589
56.49,801.965,2950000,590,57.19,-19521.744140625,670.9728,590
57.43,588.0431,2955000,591,57.19,-19539.849609375,633.9661,591
56.73,787.9071,2960000,592,56.72,-19575.6796875,649.1189,592
56.49,861.1719,2965000,593,56.49,-19653.73046875,656.5859,593
56.48,609.8568,2970000,594,56.49,-19561.392578125,659.9216,594
56.48,625.2137,2975000,595,56.49,-19473.248046875,638.9654,595
56.48,626.2398,2980000,596,56.72,-19569.5078125,654.7243,596
56.48,432.0399,2985000,597,56.48,-19285.416015625,624.6275,597
56.72,555.3075,2990000,598,56.96,-19670.716796875,663.0258,598
56.48,525.8251,2995000,599,56.49,-19581.990234375,645.2153,599
