Running Env Steps,Reward Loss,Real Sto Return,Real Det Return,Running Update Time,Running Forward KL,Itration,Running Reverse KL
3850000,-17994.1328125,5284.26,5388.74,770,30.9604,770,16.0664
3855000,-17849.6484375,5289.01,5381.73,771,30.7774,771,15.5338
3860000,-17820.064453125,5339.86,5446.57,772,30.6698,772,16.1269
3865000,-17687.857421875,5325.5,5421.2,773,30.9689,773,16.2557
3870000,-18855.2734375,5324.23,5470.85,774,31.4085,774,17.1315
3875000,-18953.71875,5295.07,5442.55,775,32.0633,775,17.0851
3880000,-18462.7578125,5392.95,5488.75,776,30.9944,776,16.5938
3885000,-18302.8359375,5353.31,5445.16,777,31.0113,777,16.6562
3890000,-18503.564453125,5359.45,5487.46,778,30.8903,778,17.3254
3895000,-18436.837890625,5325.87,5448.16,779,30.5893,779,16.6946
3900000,-18744.796875,5325.25,5445.95,780,31.3145,780,16.955
3905000,-18614.509765625,5332.21,5443.5,781,31.4649,781,17.5109
3910000,-17406.09765625,5332.39,5438.62,782,30.641,782,16.6562
3915000,-18694.759765625,5359.62,5482.31,783,31.7662,783,17.4867
3920000,-18722.560546875,5351.1,5470.2,784,31.2079,784,17.4361
3925000,-18581.732421875,5356.64,5505.31,785,30.8006,785,17.2021
3930000,-18150.1171875,5345.12,5455.9,786,30.8777,786,17.238
3935000,-18520.53515625,5323.85,5462.37,787,30.8729,787,17.4061
3940000,-18605.12109375,5339.88,5449.61,788,31.4176,788,17.706
3945000,-18816.435546875,5372.13,5514.56,789,31.2662,789,17.6971
3950000,-18491.84375,5373.34,5511.69,790,31.1131,790,17.6972
3955000,-18845.470703125,5374.3,5509.49,791,31.1017,791,17.7883
3960000,-18958.9140625,5360.25,5492.26,792,30.9125,792,17.2017
3965000,-19365.724609375,5355.89,5496.76,793,31.2546,793,17.6474
3970000,-19364.25,5348.21,5470.37,794,31.5595,794,17.2947
3975000,-20077.412109375,5374.7,5493.25,795,32.0684,795,18.1525
3980000,-19658.24609375,5356.51,5488.37,796,31.7093,796,17.4918
3985000,-19851.935546875,5356.89,5461.94,797,32.2537,797,18.3581
3990000,-19162.69140625,5363.65,5512.06,798,31.9782,798,17.9943
3995000,-19181.8203125,5347.75,5463.5,799,31.4903,799,17.777
4000000,-20110.162109375,5329.84,5462.39,800,32.8758,800,18.7992
4005000,-19386.10546875,5361.85,5496.75,801,32.0558,801,18.1948
4010000,-20072.45703125,5404.39,5525.02,802,31.836,802,18.5525
4015000,-19497.033203125,5385.84,5488.92,803,31.7666,803,17.8364
4020000,-19510.318359375,5389.59,5511.59,804,31.6951,804,17.6488
4025000,-19897.6875,5399.71,5525.57,805,32.2871,805,18.2965
4030000,-19084.671875,5372.2,5488.27,806,31.489,806,17.2464
4035000,-19069.478515625,5413.61,5527.49,807,31.2483,807,17.5196
4040000,-19082.009765625,5391.49,5488.78,808,31.103,808,17.3669
4045000,-20082.560546875,5366.43,5507.68,809,31.9884,809,17.5966
4050000,-20517.634765625,5369.49,5526.85,810,32.4481,810,18.1534
4055000,-20390.5234375,5365.78,5488.95,811,32.1359,811,17.6808
4060000,-21440.724609375,5338.06,5476.86,812,32.6108,812,18.1989
4065000,-19998.6484375,5377.93,5525.99,813,32.0226,813,18.1051
4070000,-20454.66015625,5358.34,5502.33,814,31.8494,814,17.7847
4075000,-20043.5546875,5355.05,5502.17,815,32.2955,815,18.0321
4080000,-20725.169921875,5312.06,5452.69,816,32.1651,816,18.0236
4085000,-20007.44140625,5347.33,5505.74,817,31.9443,817,17.9194
4090000,-19485.955078125,5347.04,5486.26,818,31.8027,818,17.4548
4095000,-19585.400390625,5357.42,5469.24,819,31.8093,819,17.6673
4100000,-17625.46484375,5345.53,5456.46,820,31.2472,820,16.6064
4105000,-29712.646484375,1960.69,3041.49,821,35.9068,821,20.9586
4110000,-31477.486328125,313.81,275.8,822,48.7678,822,54.8194
4115000,-29343.69921875,700.78,813.94,823,44.1164,823,47.2211
4120000,-28222.525390625,2188.76,1750.74,824,36.1967,824,18.2069
4125000,-25144.1796875,4722.77,4792.69,825,34.5746,825,16.7952
4130000,-27629.595703125,1023.18,1135.62,826,42.4114,826,36.2037
4135000,-21482.533203125,5023.97,5218.66,827,33.3601,827,18.3075
4140000,-21781.16015625,4923.03,5266.99,828,32.0301,828,17.6191
4145000,-24017.189453125,4705.28,5051.21,829,32.2253,829,22.8794
4150000,-21683.994140625,5130.04,5267.49,830,33.4775,830,19.2724
4155000,-22202.19921875,5202.15,5345.88,831,32.833,831,18.6367
4160000,-23631.029296875,5113.15,5230.21,832,33.6423,832,19.6439
4165000,-22628.978515625,5180.63,5340.2,833,33.3417,833,18.976
4170000,-22941.71484375,5146.2,5292.77,834,33.4736,834,18.7031
4175000,-22657.80078125,5197.68,5321.14,835,33.4545,835,19.2405
4180000,-22142.5234375,5235.27,5364.29,836,32.6756,836,18.3732
4185000,-21945.05078125,5233.76,5362.12,837,31.7835,837,17.7343
4190000,-21412.162109375,5254.45,5372.8,838,32.5865,838,18.1836
4195000,-21636.439453125,5255.81,5395.35,839,32.1248,839,18.0582
4200000,-21439.505859375,5245.85,5395.49,840,32.3197,840,17.8789
4205000,-21683.236328125,5203.08,5354.07,841,31.736,841,17.8241
4210000,-21673.8671875,5189.56,5339.76,842,31.822,842,17.3615
4215000,-22136.17578125,5167.9,5328.31,843,32.4252,843,18.0315
4220000,-21526.439453125,5219.83,5365.8,844,31.6869,844,17.2617
4225000,-22561.9765625,5253.32,5396.18,845,32.6267,845,17.7479
4230000,-22220.892578125,5255.0,5357.92,846,31.7628,846,17.0362
4235000,-22726.9765625,5255.39,5399.28,847,32.6331,847,17.3215
4240000,-21459.533203125,5287.8,5362.57,848,31.6896,848,17.113
4245000,-22183.96875,5255.91,5359.81,849,31.7232,849,17.074
4250000,-22332.755859375,5248.64,5355.91,850,31.3553,850,16.4003
4255000,-21947.55078125,5272.35,5365.42,851,31.4585,851,16.6184
4260000,-21712.12890625,5169.31,5404.62,852,31.913,852,17.0124
4265000,-21485.421875,5127.18,5401.08,853,31.5224,853,17.0087
4270000,-22495.982421875,5295.19,5403.61,854,31.7254,854,18.2619
4275000,-21277.78125,5285.14,5449.19,855,31.2885,855,17.2143
4280000,-22932.9921875,5307.22,5390.54,856,31.8013,856,16.0766
4285000,-21095.955078125,5329.36,5469.69,857,31.2126,857,16.8172
4290000,-19860.419921875,5297.76,5374.81,858,30.0965,858,16.0597
4295000,-22221.923828125,5306.69,5507.19,859,31.3616,859,16.2313
4300000,-21349.94921875,5292.62,5466.03,860,31.0615,860,16.199
4305000,-20789.8046875,5294.58,5453.27,861,31.0115,861,16.6816
4310000,-21419.935546875,5305.1,5495.84,862,30.9007,862,16.7194
4315000,-20780.841796875,5311.87,5473.58,863,30.768,863,15.9398
4320000,-20789.736328125,5290.42,5475.97,864,31.0224,864,16.2551
4325000,-20513.0546875,5294.54,5436.8,865,30.7241,865,16.4649
4330000,-21119.181640625,5331.58,5446.59,866,31.3054,866,16.5744
4335000,-20218.005859375,5330.84,5470.33,867,30.6575,867,15.8749
4340000,-21273.576171875,5322.66,5465.49,868,31.2405,868,17.194
4345000,-20572.30859375,5339.38,5463.22,869,30.874,869,16.6576
4350000,-22044.267578125,5314.72,5447.31,870,31.3345,870,16.92
4355000,-21156.9296875,5294.26,5441.39,871,31.2082,871,17.1052
4360000,-20378.36328125,5316.8,5383.23,872,30.4531,872,16.1018
4365000,-21107.591796875,5306.19,5442.16,873,30.8975,873,16.8452
4370000,-20819.47265625,5315.38,5383.85,874,31.3549,874,16.7483
4375000,-22012.962890625,5031.52,5422.47,875,31.0781,875,17.1475
4380000,-23274.5078125,5031.47,5436.03,876,31.8794,876,17.6531
4385000,-22904.75390625,5305.17,5491.35,877,32.15,877,17.0638
4390000,-23063.359375,5233.51,5446.83,878,33.1023,878,17.5314
4395000,-22112.62890625,5291.03,5465.59,879,32.4013,879,17.0442
4400000,-22218.23046875,5313.16,5455.46,880,32.1284,880,16.8636
4405000,-20485.376953125,5331.1,5528.24,881,31.0568,881,16.1141
4410000,-21437.33203125,5332.71,5535.42,882,31.5815,882,16.5442
4415000,-20439.279296875,5330.92,5470.92,883,31.3058,883,15.9656
4420000,-20259.44140625,5328.75,5495.95,884,30.7961,884,15.9447
4425000,-21485.091796875,4608.4,5445.9,885,30.6885,885,16.0273
4430000,-23624.498046875,4374.7,5363.59,886,31.3886,886,17.2067
4435000,-20966.9140625,5343.02,5455.81,887,30.4707,887,15.6613
4440000,-22038.916015625,5299.02,5495.91,888,31.5949,888,16.5724
4445000,-22014.16015625,5303.65,5491.6,889,31.0325,889,15.5621
4450000,-21209.91015625,5325.78,5490.57,890,31.0415,890,15.5079
4455000,-22640.484375,5092.88,5484.58,891,31.4402,891,16.0635
4460000,-22949.484375,5323.74,5464.83,892,31.3036,892,16.0082
4465000,-22967.15625,5325.31,5468.36,893,30.6085,893,16.2347
4470000,-22064.12109375,5346.44,5495.69,894,30.6326,894,15.7198
4475000,-21507.083984375,5359.15,5480.88,895,30.785,895,15.6594
4480000,-22558.986328125,5315.78,5517.79,896,31.0113,896,15.848
4485000,-23420.58984375,5132.12,5505.76,897,31.6302,897,16.2703
4490000,-24377.33984375,5322.89,5504.25,898,31.0272,898,14.1518
4495000,-22978.12890625,5310.52,5501.31,899,31.1976,899,15.1228
4500000,-23618.61328125,4936.75,5506.67,900,31.2637,900,14.944
4505000,-23428.025390625,5061.37,5498.0,901,31.4585,901,15.6243
4510000,-24739.9609375,5282.69,5480.57,902,32.0125,902,15.4021
4515000,-23999.056640625,5296.12,5509.06,903,31.3594,903,15.7929
4520000,-23422.138671875,5344.55,5524.06,904,30.8541,904,15.9107
4525000,-23986.5703125,5248.14,5550.46,905,31.9543,905,16.6662
4530000,-24106.52734375,5318.71,5536.58,906,32.0907,906,16.4086
4535000,-24590.478515625,5293.11,5496.53,907,31.5639,907,16.0535
4540000,-23379.056640625,5343.52,5507.95,908,31.5869,908,16.2861
4545000,-22533.451171875,5367.15,5569.4,909,30.6796,909,15.7152
4550000,-24105.037109375,5173.17,5495.87,910,31.373,910,19.2973
4555000,-25646.515625,5317.91,5453.99,911,33.1933,911,17.4435
4560000,-25985.064453125,5278.82,5465.22,912,32.9413,912,17.4236
4565000,-25515.583984375,5228.39,5441.24,913,32.7573,913,17.184
4570000,-24339.13671875,5247.74,5465.96,914,32.2503,914,16.1361
4575000,-23866.560546875,5288.46,5553.1,915,31.4644,915,15.5772
4580000,-24908.27734375,5269.49,5529.88,916,31.6745,916,16.3412
4585000,-23764.71484375,5303.01,5572.13,917,31.4819,917,15.7537
4590000,-23318.9140625,5337.4,5584.77,918,31.1297,918,15.4799
4595000,-22824.748046875,5318.25,5578.81,919,31.1477,919,15.8369
4600000,-23209.048828125,4928.18,5591.66,920,31.0018,920,15.4049
4605000,-22843.7109375,5288.51,5558.18,921,31.1686,921,15.1095
4610000,-22957.830078125,5345.53,5550.37,922,31.3603,922,15.6115
4615000,-22431.119140625,5344.64,5565.81,923,30.7777,923,15.7633
4620000,-24209.45703125,4820.56,5509.6,924,31.9056,924,15.8975
4625000,-24376.771484375,5174.45,5545.08,925,31.6294,925,16.4318
4630000,-22556.48046875,5152.32,5507.32,926,31.3987,926,15.7552
4635000,-23097.78515625,5394.9,5559.93,927,31.2886,927,16.7878
4640000,-22578.939453125,5229.23,5534.59,928,30.9545,928,16.0711
4645000,-23002.951171875,5226.53,5519.63,929,30.459,929,15.8093
