Itration,Reward Loss,Running Reverse KL,Running Forward KL,Running Update Time,Real Det Return,Running Env Steps,Real Sto Return
385,-8593.9853515625,13.6001,147.6533,385,7971.51,1925000,7489.86
386,-8644.18359375,13.8733,148.0596,386,8016.93,1930000,7505.4
387,-8609.072265625,13.4692,147.4682,387,8014.71,1935000,7523.68
388,-8696.193359375,13.8989,148.3366,388,8011.92,1940000,7455.7
389,-8586.09765625,13.6192,148.2568,389,7971.7,1945000,7367.68
390,-8656.5166015625,13.9676,147.8048,390,7966.79,1950000,7466.31
391,-8754.0693359375,13.4346,147.4284,391,8037.83,1955000,7356.69
392,-8827.3369140625,13.7801,148.1868,392,7983.94,1960000,7407.84
393,-8717.8876953125,13.8599,147.9676,393,8019.7,1965000,7212.51
394,-8667.591796875,13.8815,147.7484,394,7963.64,1970000,7453.46
395,-8679.7587890625,13.8914,147.5399,395,8060.73,1975000,7587.11
396,-8654.97265625,13.6861,147.1867,396,7966.33,1980000,7000.56
397,-8820.1884765625,13.3431,147.7755,397,8010.77,1985000,7385.88
398,-8803.05078125,13.6404,147.7851,398,8069.78,1990000,7469.31
399,-8824.099609375,13.7842,148.2584,399,8047.18,1995000,7475.94
400,-8827.1044921875,13.591,147.7525,400,8059.56,2000000,7503.33
401,-8908.3701171875,13.5313,147.5775,401,8030.59,2005000,7433.07
402,-8806.4169921875,13.272,147.7416,402,7949.49,2010000,7425.51
403,-8773.9599609375,13.4108,147.1006,403,7982.63,2015000,7518.47
404,-8909.927734375,13.4652,147.4662,404,8025.0,2020000,7607.14
405,-8944.0859375,13.8381,147.5382,405,7965.68,2025000,7206.13
406,-9098.9814453125,12.9707,147.9021,406,8072.85,2030000,7588.29
407,-8897.55859375,13.8748,146.6922,407,8094.56,2035000,7612.31
408,-9125.7265625,13.8011,147.356,408,7982.89,2040000,7162.65
409,-9057.580078125,13.6004,147.5809,409,8002.89,2045000,7130.47
410,-9033.125,13.9592,147.5117,410,8002.48,2050000,7589.91
411,-9100.9609375,13.8469,147.7688,411,8168.03,2055000,7556.96
412,-9184.587890625,13.9542,147.8234,412,8128.94,2060000,7553.28
413,-9237.0068359375,13.8031,147.6617,413,8075.95,2065000,7584.41
414,-9163.87890625,13.9128,147.3358,414,8145.17,2070000,7559.82
415,-9149.3203125,13.5306,147.8408,415,7985.92,2075000,7491.22
416,-9206.8408203125,13.8048,147.1564,416,8071.71,2080000,7627.53
417,-9201.8271484375,13.8699,147.4666,417,7939.68,2085000,7470.29
418,-9221.4609375,13.6581,147.7719,418,8080.46,2090000,7526.08
419,-9151.05859375,13.8547,147.6309,419,8033.52,2095000,7453.36
420,-9291.7802734375,14.0041,147.2974,420,8058.33,2100000,7599.08
421,-9276.7705078125,13.577,147.2273,421,7982.37,2105000,7466.22
422,-9433.9794921875,13.2066,147.0506,422,7924.39,2110000,7638.78
423,-9321.861328125,13.7709,147.8241,423,8032.49,2115000,7549.41
424,-9169.22265625,13.9311,147.1693,424,8041.29,2120000,7606.29
425,-9454.787109375,14.413,147.6366,425,7970.78,2125000,7634.34
426,-9520.537109375,13.3996,147.504,426,7936.61,2130000,7500.02
427,-9429.57421875,13.8688,147.3795,427,8160.48,2135000,7500.99
428,-9289.984375,13.5998,146.8287,428,8060.61,2140000,7096.4
429,-9438.3994140625,13.6518,147.5508,429,8078.09,2145000,7402.51
430,-9521.064453125,13.5595,147.1083,430,8058.74,2150000,7595.39
431,-9457.037109375,13.9117,147.4917,431,8138.36,2155000,7543.78
432,-9403.24609375,13.7913,147.5399,432,8093.89,2160000,7539.86
433,-9470.275390625,13.9402,147.3733,433,8070.99,2165000,7575.67
434,-9615.978515625,13.5747,147.3663,434,8073.33,2170000,7424.92
435,-9601.6376953125,14.003,147.6652,435,8121.61,2175000,7610.48
436,-9587.1298828125,13.9648,147.5221,436,8201.79,2180000,7670.92
437,-9520.6015625,13.4358,147.0985,437,8109.84,2185000,7614.19
438,-9559.6416015625,13.2943,146.8195,438,8014.2,2190000,7439.84
439,-9560.89453125,13.1483,146.9455,439,7935.2,2195000,7339.54
440,-9563.822265625,13.2723,146.9859,440,7827.21,2200000,7349.95
441,-9595.310546875,13.5479,147.3788,441,7901.49,2205000,7572.93
442,-9692.865234375,13.4605,147.2379,442,7935.21,2210000,7251.27
443,-9531.548828125,13.8067,147.0354,443,8096.45,2215000,7524.56
444,-9609.6689453125,13.828,147.174,444,8147.62,2220000,7538.2
445,-9722.0654296875,13.4563,147.3218,445,8076.67,2225000,7252.89
446,-9678.224609375,13.2274,147.1921,446,7941.88,2230000,7434.76
447,-9576.5673828125,13.5085,147.2448,447,8004.1,2235000,7446.54
448,-9716.8828125,13.7054,147.2611,448,8089.09,2240000,7433.73
449,-9777.9990234375,13.5699,147.6223,449,8064.11,2245000,6987.37
450,-9768.74609375,13.892,147.7135,450,8205.32,2250000,7484.49
451,-9747.9619140625,13.6098,147.2309,451,8117.87,2255000,7246.63
452,-9869.265625,13.6477,147.4857,452,8110.96,2260000,7465.11
453,-9937.962890625,14.0611,147.1821,453,8076.64,2265000,7015.08
454,-9902.6259765625,13.7462,147.5059,454,7910.2,2270000,7584.99
455,-10013.0712890625,14.1502,147.2738,455,8022.67,2275000,7029.15
456,-9888.6689453125,13.5458,147.3342,456,8121.98,2280000,7618.32
457,-10044.783203125,13.4664,147.5963,457,8074.08,2285000,7532.95
458,-9839.8095703125,13.8217,147.8913,458,8120.83,2290000,7563.04
459,-10226.8203125,13.6572,147.2709,459,8037.98,2295000,7121.85
460,-9960.828125,14.0333,147.0704,460,8084.75,2300000,7483.09
461,-9964.923828125,13.8346,147.4537,461,8025.59,2305000,7527.75
462,-10054.130859375,13.8535,147.9047,462,8070.49,2310000,7558.44
463,-10106.134765625,13.9687,147.4801,463,8101.69,2315000,7451.14
464,-10065.6083984375,13.7868,147.3687,464,7554.28,2320000,7143.04
465,-10084.216796875,13.99,147.569,465,8067.84,2325000,7540.26
466,-10125.9765625,13.8979,147.6521,466,8097.06,2330000,7593.54
467,-10163.9765625,13.1505,147.9295,467,8081.04,2335000,7092.36
468,-10252.875,13.2348,147.9389,468,7695.2,2340000,7200.84
469,-10321.970703125,14.0066,148.4007,469,7907.78,2345000,6525.36
470,-10206.9189453125,13.6859,147.7567,470,7979.86,2350000,6927.87
471,-10171.302734375,12.9253,147.6211,471,7767.41,2355000,7186.83
472,-9934.8564453125,13.6385,147.4811,472,7905.01,2360000,7372.06
473,-10293.37890625,12.8363,148.0493,473,7911.64,2365000,6821.7
474,-10217.416015625,13.6353,147.6256,474,7974.78,2370000,7027.68
475,-10319.5302734375,13.5717,147.8566,475,8050.95,2375000,7516.79
476,-10252.8017578125,13.7376,147.8602,476,7958.18,2380000,7587.13
477,-10321.4970703125,13.9756,147.9224,477,8035.42,2385000,7608.07
478,-10289.212890625,13.5737,147.7401,478,7775.94,2390000,7293.97
479,-10167.580078125,13.6441,147.5317,479,7966.8,2395000,7120.08
480,-10197.0380859375,13.3828,147.4399,480,7628.96,2400000,7356.61
481,-10405.482421875,13.8367,147.0959,481,8130.17,2405000,7344.97
482,-10350.9677734375,13.9125,147.9212,482,7895.34,2410000,7052.03
483,-10169.6337890625,13.3439,147.2526,483,7904.74,2415000,7364.96
484,-10434.53515625,13.059,147.8222,484,7954.4,2420000,7414.62
485,-10313.4755859375,13.2376,147.3274,485,8091.44,2425000,7216.52
486,-10288.2900390625,13.4301,146.766,486,8187.97,2430000,7343.36
487,-10078.626953125,13.6483,147.1455,487,7937.59,2435000,6896.7
488,-10249.68359375,13.4902,146.5252,488,7726.13,2440000,6918.78
489,-10207.634765625,13.8601,146.4533,489,8179.3,2445000,7621.3
490,-10238.765625,16.0879,146.8789,490,8173.86,2450000,7525.21
491,-10227.9912109375,13.8828,146.389,491,8144.02,2455000,7200.74
492,-10408.658203125,13.2305,146.8163,492,8067.33,2460000,7575.97
493,-10327.048828125,13.5114,146.5423,493,8094.47,2465000,7646.23
494,-10389.1982421875,14.5065,147.3092,494,7825.58,2470000,7656.1
495,-10394.6796875,13.5714,146.7669,495,8106.22,2475000,7581.05
496,-10266.5791015625,13.4085,147.0734,496,8096.66,2480000,7583.74
497,-10344.8662109375,13.5393,146.5719,497,7909.76,2485000,7777.51
498,-10266.3251953125,13.7044,146.8022,498,7798.24,2490000,7609.06
499,-10451.5625,13.8678,147.0799,499,8067.94,2495000,7290.13
500,-10294.8603515625,13.6214,147.0823,500,8157.72,2500000,7696.98
501,-10336.83203125,13.7726,146.9888,501,8111.05,2505000,7667.08
502,-10435.154296875,13.7946,146.6908,502,8145.71,2510000,7614.87
503,-10466.609375,14.9345,146.8196,503,8249.87,2515000,7377.14
504,-10430.291015625,14.1938,146.9251,504,8106.37,2520000,7683.34
505,-10484.94921875,13.4581,146.7241,505,8225.38,2525000,6919.32
506,-10375.06640625,13.8172,147.3956,506,8120.26,2530000,7541.96
507,-10259.0791015625,13.8402,147.0511,507,6917.37,2535000,7278.82
508,-10585.021484375,14.1202,147.0077,508,7824.74,2540000,7794.61
509,-10418.8408203125,14.2384,146.5571,509,7587.0,2545000,6953.49
510,-10391.0341796875,13.9952,146.6778,510,7722.1,2550000,7271.13
511,-10550.306640625,15.2067,146.7884,511,7740.09,2555000,7421.81
512,-10329.9580078125,16.6966,146.8413,512,6894.58,2560000,6972.63
513,-10487.76171875,14.0266,146.8376,513,8296.03,2565000,7868.58
514,-10410.6123046875,14.1259,146.0082,514,6511.11,2570000,7398.15
515,-10495.060546875,12.9065,146.5977,515,7350.92,2575000,7736.29
516,-10545.423828125,13.9248,147.0944,516,7802.05,2580000,7803.86
517,-10836.0693359375,15.1903,146.8011,517,8145.85,2585000,7764.89
518,-10398.623046875,14.2258,146.9242,518,6955.54,2590000,7834.92
519,-10415.580078125,14.2801,147.0048,519,6877.18,2595000,6744.41
520,-10531.919921875,13.9283,147.3691,520,7783.56,2600000,7744.81
521,-10662.1494140625,14.2349,147.113,521,8305.29,2605000,7066.16
522,-10720.818359375,14.3403,147.1295,522,7385.94,2610000,7670.5
523,-10627.10546875,14.0886,146.7664,523,7982.82,2615000,7340.76
524,-10447.8603515625,14.0914,146.8263,524,7414.41,2620000,7707.15
525,-10717.955078125,14.1225,146.8247,525,5793.09,2625000,5855.71
526,-10995.1533203125,13.5397,146.5487,526,8302.47,2630000,6996.21
527,-10634.2197265625,14.0542,146.7115,527,7957.58,2635000,6997.7
528,-10914.4453125,14.9057,146.7541,528,7853.67,2640000,6946.43
529,-10517.5341796875,15.1662,146.4236,529,7908.18,2645000,6986.45
530,-10747.24609375,15.1635,147.2577,530,8250.76,2650000,7423.17
531,-10626.44921875,14.4032,146.633,531,8269.05,2655000,7801.88
532,-10637.9814453125,15.6084,146.8264,532,8157.44,2660000,7324.66
533,-10708.673828125,14.1234,146.4587,533,7844.22,2665000,6572.02
534,-10547.3896484375,14.2274,146.3994,534,8370.77,2670000,6959.86
535,-10815.7041015625,14.3517,147.3892,535,8269.51,2675000,7379.5
536,-10797.677734375,14.3093,146.8518,536,8272.77,2680000,7849.12
537,-10843.673828125,14.2322,146.6006,537,8284.35,2685000,7552.82
538,-10909.3564453125,14.6839,146.8504,538,7879.9,2690000,7054.99
539,-10839.330078125,14.303,147.5217,539,7843.21,2695000,7778.27
540,-10977.900390625,13.9379,147.2139,540,6965.47,2700000,7784.27
541,-10840.0166015625,15.5714,147.066,541,8328.55,2705000,7411.86
542,-10923.7421875,14.3711,146.926,542,7889.41,2710000,7738.19
543,-10791.599609375,14.1643,146.8704,543,8293.16,2715000,7825.68
544,-10894.998046875,14.1504,146.7399,544,8384.37,2720000,7763.83
545,-10932.2119140625,15.5128,147.0752,545,8307.63,2725000,7769.16
546,-10825.7744140625,14.4404,146.4308,546,8456.69,2730000,7887.73
547,-10857.5576171875,14.7391,146.5514,547,8317.29,2735000,7414.73
548,-10871.7265625,14.4186,146.7027,548,8337.19,2740000,7792.57
549,-11060.8212890625,14.5,146.915,549,8406.83,2745000,7957.17
550,-10986.5166015625,14.7464,147.2741,550,8361.74,2750000,7660.04
551,-10852.13671875,14.2871,146.3079,551,8334.36,2755000,7941.21
552,-11038.375,14.5013,146.7925,552,8280.23,2760000,7804.59
553,-11163.5595703125,14.5661,147.5164,553,8274.28,2765000,7765.2
554,-10938.953125,14.5241,147.0723,554,8387.6,2770000,7891.86
555,-10887.6728515625,14.6593,146.8225,555,8277.02,2775000,7812.7
556,-11144.3671875,13.6373,147.5884,556,8330.03,2780000,7797.37
557,-11041.85546875,14.3519,147.1614,557,8342.66,2785000,7824.25
558,-10991.9404296875,14.7001,146.4513,558,8378.85,2790000,7862.96
559,-11111.7060546875,14.5343,146.3357,559,7903.77,2795000,7918.68
560,-10977.03125,14.4883,147.2507,560,8317.39,2800000,7826.65
561,-11056.1943359375,14.413,147.2083,561,8389.33,2805000,7474.71
562,-11047.9833984375,14.5255,147.1681,562,8299.27,2810000,7839.64
563,-11058.94921875,14.7902,147.1553,563,7915.07,2815000,7890.67
564,-10862.369140625,14.1321,146.1587,564,8329.91,2820000,7887.21
565,-11123.3447265625,14.456,146.9398,565,8363.15,2825000,7872.31
566,-11019.111328125,14.411,146.6747,566,8338.79,2830000,7877.2
567,-11110.5849609375,14.5276,146.6805,567,8240.65,2835000,7824.77
568,-11058.533203125,14.3007,146.8658,568,8008.78,2840000,7896.23
569,-11071.0146484375,14.5271,146.8148,569,8324.01,2845000,7823.39
570,-11047.7373046875,14.3354,146.8525,570,8398.7,2850000,7839.67
571,-11014.2177734375,14.2446,146.5202,571,8356.48,2855000,7892.7
572,-11151.7275390625,14.829,146.9349,572,8407.26,2860000,7915.2
573,-11092.509765625,14.624,146.9281,573,8367.66,2865000,7871.28
574,-11189.96484375,14.3121,146.8901,574,8316.33,2870000,7443.29
575,-11153.8017578125,14.5702,146.548,575,8190.5,2875000,7785.42
576,-11063.5126953125,14.4446,146.7326,576,8342.03,2880000,7926.98
577,-11136.369140625,14.6879,146.6705,577,8249.92,2885000,7780.34
578,-11126.6806640625,14.1826,146.7249,578,8308.78,2890000,7885.59
579,-11263.8681640625,13.2788,147.0985,579,8364.95,2895000,7906.43
580,-11102.564453125,14.1144,146.4327,580,8377.03,2900000,7798.97
581,-11144.9326171875,14.3406,146.5676,581,8239.98,2905000,7418.17
582,-11141.4990234375,14.2787,146.2032,582,8315.62,2910000,7827.17
583,-11248.5810546875,14.1481,146.6926,583,8323.27,2915000,7899.74
584,-11242.275390625,14.5853,146.8201,584,8446.91,2920000,7834.75
585,-11229.9638671875,14.4307,146.0264,585,8402.16,2925000,8006.76
586,-11293.298828125,14.7266,146.7244,586,8384.2,2930000,7810.11
587,-11386.3583984375,14.4633,146.4014,587,8439.75,2935000,7904.65
588,-11376.2763671875,14.4903,146.6704,588,8409.24,2940000,7834.18
589,-11468.9404296875,14.6686,146.5035,589,8443.92,2945000,7926.88
590,-11541.7060546875,14.1676,147.2056,590,8413.65,2950000,7845.42
591,-11374.9814453125,14.4218,146.4042,591,8459.4,2955000,7882.63
592,-11391.1533203125,14.2496,146.8036,592,8429.71,2960000,7898.23
593,-11298.0751953125,14.5037,146.8012,593,7944.94,2965000,7868.13
594,-11337.7998046875,14.4609,146.5378,594,8374.32,2970000,7711.99
595,-11437.8173828125,14.3934,146.7617,595,8373.74,2975000,7852.53
596,-11410.166015625,14.343,146.0728,596,8523.78,2980000,7928.62
597,-11304.4267578125,14.1063,145.894,597,8456.46,2985000,7961.66
598,-11308.2412109375,14.3913,146.4656,598,8364.37,2990000,7816.49
599,-11498.666015625,13.2815,147.0744,599,8378.93,2995000,7803.74
