Itration,Running Reverse KL,Running Forward KL,Real Det Return,Reward Loss,Running Update Time,Real Sto Return,Running Env Steps
385,20.3052,146.1666,11314.07,-9293.619140625,385,10343.81,1925000
386,21.9576,145.5773,11634.94,-9355.86328125,386,10361.27,1930000
387,21.6436,145.9451,11451.65,-9416.998046875,387,10051.02,1935000
388,18.8721,144.8155,11707.15,-8828.5771484375,388,11159.4,1940000
389,21.7306,145.7916,11636.25,-9187.0478515625,389,10829.5,1945000
390,21.7417,145.6011,11466.58,-9266.4638671875,390,10893.03,1950000
391,21.1588,145.3877,11615.16,-9293.7392578125,391,10600.57,1955000
392,21.4427,144.666,11440.07,-9267.09375,392,10776.02,1960000
393,21.6119,145.6661,11315.52,-9402.873046875,393,10954.72,1965000
394,20.9616,145.5535,10852.87,-9323.228515625,394,11277.4,1970000
395,21.1301,145.142,11551.49,-9375.5908203125,395,10617.19,1975000
396,20.7876,145.2548,11516.36,-9421.0498046875,396,10840.61,1980000
397,21.8351,145.4664,11399.55,-9462.7060546875,397,11017.13,1985000
398,21.7046,145.8219,10828.62,-9655.4990234375,398,10077.64,1990000
399,22.1367,145.0038,11355.6,-9500.7646484375,399,10621.25,1995000
400,18.8388,145.8876,11107.5,-9154.1708984375,400,9677.98,2000000
401,21.8169,145.3429,11000.64,-9444.740234375,401,11086.59,2005000
402,21.661,144.659,11389.62,-9323.224609375,402,11104.45,2010000
403,20.9971,144.9041,11432.8,-9423.341796875,403,10473.76,2015000
404,21.4097,144.2452,11349.38,-9623.5947265625,404,10594.52,2020000
405,20.6566,145.0547,11773.94,-9555.8955078125,405,11350.47,2025000
406,21.8202,145.2399,11324.48,-9736.25,406,10982.77,2030000
407,20.3822,145.1242,10819.17,-9622.1611328125,407,11138.02,2035000
408,21.4695,145.1979,11663.13,-9701.8759765625,408,11169.62,2040000
409,20.135,145.0372,10828.62,-9609.916015625,409,10785.93,2045000
410,20.4308,145.4918,11252.24,-9676.0390625,410,10873.52,2050000
411,21.2444,145.5452,11028.62,-9848.9189453125,411,10698.87,2055000
412,20.2733,145.4381,11054.57,-9797.8994140625,412,10655.75,2060000
413,20.8324,145.7449,11527.54,-9902.5263671875,413,11050.83,2065000
414,20.6833,145.6798,11582.28,-9869.0693359375,414,11151.9,2070000
415,21.2735,145.8819,11209.19,-9625.9453125,415,10810.43,2075000
416,22.1643,145.913,11109.21,-9932.0712890625,416,10324.4,2080000
417,20.4992,145.8438,11069.57,-9729.041015625,417,10756.67,2085000
418,21.3165,146.2776,11139.36,-9790.4130859375,418,10476.5,2090000
419,21.4136,145.522,11626.49,-9882.033203125,419,11251.98,2095000
420,21.9785,145.6175,11353.78,-10016.4931640625,420,11210.64,2100000
421,21.9119,145.8697,10739.03,-9915.83203125,421,10068.77,2105000
422,21.1028,144.9739,11256.62,-10014.572265625,422,10780.74,2110000
423,22.9056,145.6859,11042.96,-10074.541015625,423,10726.13,2115000
424,22.0704,144.568,11291.06,-9907.9228515625,424,10533.17,2120000
425,21.5782,145.4382,10972.8,-9806.3818359375,425,10715.71,2125000
426,23.1327,145.8867,11067.42,-10077.548828125,426,10795.83,2130000
427,22.5038,146.0054,10799.31,-10046.69140625,427,10240.2,2135000
428,21.6387,145.0323,11262.83,-10017.015625,428,10717.8,2140000
429,21.6714,145.2184,11489.28,-10024.80859375,429,11285.63,2145000
430,22.425,145.4784,11713.93,-10194.3154296875,430,11372.26,2150000
431,20.966,145.3866,11687.1,-9844.4248046875,431,11186.27,2155000
432,20.8031,146.1217,11537.75,-10105.775390625,432,10685.11,2160000
433,21.7736,145.2006,11464.02,-10099.0263671875,433,11048.99,2165000
434,21.6621,144.9632,11306.36,-10186.8505859375,434,10870.08,2170000
435,22.0371,145.5891,11327.9,-9884.97265625,435,10859.41,2175000
436,21.7688,145.5561,11562.13,-9956.935546875,436,10743.43,2180000
437,20.5902,145.0721,11727.6,-10195.7685546875,437,11263.06,2185000
438,18.5008,145.3062,10765.51,-9973.2529296875,438,10473.68,2190000
439,22.5685,145.7589,11714.01,-10392.451171875,439,10490.41,2195000
440,21.7143,145.5965,11694.42,-10385.0322265625,440,11203.95,2200000
441,20.8831,145.9322,11462.98,-10130.3232421875,441,10826.08,2205000
442,19.0031,145.0536,11524.34,-10016.8837890625,442,10852.98,2210000
443,22.2573,146.3604,11197.61,-10494.1455078125,443,11005.09,2215000
444,22.0832,146.145,11731.48,-10266.853515625,444,11136.64,2220000
445,19.4981,144.6254,11452.13,-10178.0556640625,445,10899.61,2225000
446,20.2892,145.1524,11112.45,-10264.59375,446,11025.79,2230000
447,20.0128,145.5166,11430.91,-10391.5400390625,447,11055.5,2235000
448,20.8647,145.125,11306.44,-10204.349609375,448,10673.06,2240000
449,20.1189,144.1342,11815.34,-10076.8486328125,449,11051.0,2245000
450,21.1334,144.9255,11361.46,-10314.5673828125,450,10691.51,2250000
451,22.8067,145.241,11543.95,-10441.0546875,451,11101.48,2255000
452,20.4683,145.9434,11549.71,-10268.294921875,452,11058.66,2260000
453,22.2346,146.6028,11376.22,-10525.09375,453,10815.12,2265000
454,20.8855,146.0013,10767.4,-10235.5,454,10205.55,2270000
455,21.5309,147.457,9991.01,-10000.7119140625,455,9851.17,2275000
456,16.6989,147.5483,8770.93,-10168.923828125,456,8569.73,2280000
457,17.5727,147.4896,10808.52,-10244.2841796875,457,9156.77,2285000
458,21.1084,145.6304,11685.9,-10188.810546875,458,11189.27,2290000
459,22.6931,147.3165,11414.21,-10286.0078125,459,10866.85,2295000
460,22.5116,145.898,11252.96,-10550.6015625,460,10561.08,2300000
461,20.6362,145.1845,11434.82,-10237.42578125,461,11014.44,2305000
462,19.7378,146.8753,10794.86,-10196.4033203125,462,9702.01,2310000
463,21.2587,146.5493,11072.02,-10323.16015625,463,10336.51,2315000
464,21.7378,144.6046,11679.26,-10034.673828125,464,11179.17,2320000
465,22.4523,145.3833,11980.64,-10408.669921875,465,11260.47,2325000
466,21.2518,145.3828,11213.64,-9999.5791015625,466,10758.66,2330000
467,20.7712,145.6762,11340.47,-10418.6630859375,467,10348.7,2335000
468,22.0347,144.6448,11777.56,-10454.9013671875,468,11437.43,2340000
469,21.4138,145.1924,10750.42,-10184.650390625,469,10368.96,2345000
470,21.665,145.581,11426.44,-10382.5673828125,470,11117.93,2350000
471,21.4744,144.7086,11429.03,-10529.15625,471,10800.07,2355000
472,20.2652,146.0522,11546.58,-10237.6201171875,472,11033.56,2360000
473,21.2294,145.9614,11512.54,-10129.1123046875,473,10731.78,2365000
474,21.9643,145.4291,11727.36,-10037.2626953125,474,10497.07,2370000
475,21.9802,146.6651,11430.42,-10691.0859375,475,10506.91,2375000
476,17.8507,145.0726,8633.34,-10249.6201171875,476,7434.41,2380000
477,22.4497,146.2547,11706.86,-10460.8837890625,477,10987.92,2385000
478,21.4474,146.7903,10648.59,-10694.638671875,478,10074.56,2390000
479,20.3228,146.2489,11130.09,-10346.123046875,479,10500.38,2395000
480,20.2517,145.9082,11364.02,-10599.771484375,480,10454.44,2400000
481,21.2063,145.5348,10495.01,-10922.9931640625,481,10159.97,2405000
482,21.1515,144.2605,11214.48,-10531.2958984375,482,9496.25,2410000
483,22.4955,146.3782,11641.2,-10615.322265625,483,11149.91,2415000
484,21.0562,145.2582,10833.73,-10623.125,484,10584.95,2420000
485,21.0764,145.2075,11619.82,-10652.69921875,485,10484.63,2425000
486,18.7092,145.6654,11476.09,-10469.666015625,486,9158.9,2430000
487,20.8502,145.2771,11590.22,-10575.6728515625,487,10316.81,2435000
488,19.9936,146.0736,10820.38,-10486.896484375,488,9865.32,2440000
489,19.4915,145.5257,10383.8,-10368.4462890625,489,11122.41,2445000
490,20.7456,146.0138,11075.84,-10630.1142578125,490,8804.17,2450000
491,19.8096,145.7982,11931.29,-10739.2861328125,491,9895.15,2455000
492,20.724,145.0937,11346.22,-10576.2138671875,492,10367.85,2460000
493,19.2949,145.5973,10434.53,-10279.1943359375,493,9389.92,2465000
494,20.7809,146.2438,11137.71,-10692.7314453125,494,10717.01,2470000
495,20.2849,144.9836,11312.29,-10542.7275390625,495,10370.09,2475000
496,20.5567,145.9385,10652.34,-10607.8505859375,496,9577.85,2480000
497,20.9944,145.309,10907.37,-10736.4345703125,497,10661.34,2485000
498,21.3044,145.5853,10962.83,-10660.8701171875,498,10609.0,2490000
499,20.9474,145.9383,11402.02,-10434.8154296875,499,11184.26,2495000
500,20.753,145.6263,11652.97,-10696.7314453125,500,10877.51,2500000
501,21.9333,145.5979,11729.45,-10559.2822265625,501,10696.05,2505000
502,21.1964,145.2325,11162.72,-10673.6435546875,502,10048.81,2510000
503,22.8805,145.4583,12055.83,-10898.552734375,503,11625.27,2515000
504,21.9802,145.0934,11731.91,-10851.248046875,504,11444.89,2520000
505,22.3208,145.7158,12092.37,-10628.67578125,505,11298.01,2525000
506,20.6791,145.5355,11470.84,-10608.271484375,506,11099.81,2530000
507,20.6361,144.8942,10733.81,-10480.2861328125,507,10978.47,2535000
508,21.3268,145.16,11394.33,-10709.1181640625,508,10919.47,2540000
509,20.9046,145.878,11759.93,-10782.3740234375,509,10760.38,2545000
510,20.3179,145.5531,11863.96,-10912.85546875,510,10236.36,2550000
511,22.2531,145.6916,11165.4,-10847.7607421875,511,11079.61,2555000
512,21.7433,145.5539,11562.97,-11165.0263671875,512,11308.29,2560000
513,21.9848,143.7575,12129.06,-11041.8095703125,513,11468.86,2565000
514,22.7148,145.2847,11941.62,-10811.08984375,514,11607.88,2570000
515,21.9222,144.7956,11975.63,-11076.8876953125,515,11341.79,2575000
516,21.2024,145.3416,11859.77,-10895.7216796875,516,10997.96,2580000
517,21.6576,144.7023,12103.43,-10748.2744140625,517,11454.89,2585000
518,23.0712,145.6785,12108.21,-10902.33984375,518,11142.32,2590000
519,22.1517,145.6296,12128.26,-10981.4873046875,519,10622.2,2595000
520,21.8209,145.0633,11472.86,-11016.45703125,520,10769.47,2600000
521,21.7213,145.2679,12042.69,-10901.4072265625,521,11553.19,2605000
522,22.8668,146.2314,12097.93,-10841.3994140625,522,11712.33,2610000
523,22.8006,144.0343,12038.75,-10991.0712890625,523,11749.65,2615000
524,22.4547,145.4373,11815.24,-10972.546875,524,11757.66,2620000
525,22.1942,145.555,12086.84,-10627.404296875,525,11120.14,2625000
526,23.0291,145.3121,11620.35,-10780.455078125,526,11180.23,2630000
527,23.1107,145.1449,11745.01,-10973.130859375,527,9822.25,2635000
528,20.5601,145.0812,11822.04,-10841.6865234375,528,11166.56,2640000
529,21.8165,145.3109,11162.78,-10853.0556640625,529,10903.4,2645000
530,21.8794,145.2833,8859.19,-10590.8740234375,530,8293.22,2650000
531,18.1565,144.3076,11542.61,-10961.166015625,531,8216.49,2655000
532,20.9565,144.5478,11807.35,-10955.3779296875,532,9153.22,2660000
533,21.8567,144.5076,11896.82,-10765.4736328125,533,10454.05,2665000
534,19.0001,145.0482,11510.2,-10865.806640625,534,10241.51,2670000
535,20.328,145.4811,11951.95,-10850.013671875,535,10772.3,2675000
536,20.9066,145.3402,11818.84,-11080.5048828125,536,10967.99,2680000
537,22.9668,145.1866,11827.12,-11156.28515625,537,10876.29,2685000
538,20.7008,144.6821,11703.84,-10763.87890625,538,10601.54,2690000
539,20.7954,145.81,11491.1,-11108.78515625,539,9175.35,2695000
540,22.2893,145.7031,11410.48,-10905.3154296875,540,11132.8,2700000
541,19.3383,145.2371,11087.26,-11022.8896484375,541,10931.0,2705000
542,18.6397,145.0162,10550.9,-11151.119140625,542,9767.26,2710000
543,22.2487,143.7143,11264.1,-11337.166015625,543,10024.5,2715000
544,20.3184,146.1236,10761.62,-11179.328125,544,9386.91,2720000
545,20.7155,144.8172,11900.24,-11239.9970703125,545,11143.55,2725000
546,18.9541,145.5656,11869.8,-11286.3720703125,546,9477.49,2730000
547,23.5726,145.2448,11477.93,-11238.0009765625,547,11096.8,2735000
548,23.0153,145.7679,12313.69,-11221.609375,548,11541.64,2740000
549,21.8307,144.5522,11879.48,-10821.7314453125,549,11039.08,2745000
550,20.5379,144.9846,11328.72,-11279.107421875,550,10880.23,2750000
551,19.2066,145.1626,11449.55,-10894.306640625,551,9725.11,2755000
552,19.9357,145.3549,11115.6,-11139.2021484375,552,10604.05,2760000
553,22.5063,145.1811,11379.84,-11322.330078125,553,8830.76,2765000
554,22.9525,145.5248,11731.79,-11530.01171875,554,11449.55,2770000
555,23.1778,145.1307,11520.48,-11478.4892578125,555,9872.12,2775000
556,17.6086,146.3643,7926.77,-11219.00390625,556,6945.43,2780000
557,20.7595,144.7559,10644.91,-11371.1513671875,557,10245.41,2785000
558,22.3352,144.9191,12117.14,-11279.3251953125,558,11778.92,2790000
559,18.1314,145.7416,11070.34,-11281.5830078125,559,9909.85,2795000
560,21.0391,144.9186,11227.57,-11763.1123046875,560,11771.51,2800000
561,20.5491,144.892,12027.76,-11286.3779296875,561,10540.79,2805000
562,21.8168,143.9289,9769.79,-11437.0361328125,562,10287.01,2810000
563,22.3277,144.5394,11477.2,-11474.1591796875,563,11193.72,2815000
564,23.1738,145.1594,11086.06,-11661.3193359375,564,11058.45,2820000
565,19.7755,145.6634,11202.14,-11621.6142578125,565,11125.23,2825000
566,21.4314,144.3615,11238.97,-11262.388671875,566,10827.17,2830000
567,22.6178,145.1151,11617.9,-11591.0244140625,567,10899.76,2835000
568,21.833,144.5527,12290.14,-11487.990234375,568,10736.38,2840000
569,20.0653,144.4764,11421.73,-11457.17578125,569,10208.28,2845000
570,21.9454,145.4871,11601.31,-11533.166015625,570,10743.67,2850000
571,17.2538,145.8725,10356.67,-11637.0458984375,571,9820.4,2855000
572,22.6825,144.6257,11501.52,-11922.34375,572,11525.01,2860000
573,22.1183,144.6232,11514.33,-11698.26171875,573,11834.11,2865000
574,23.8784,145.0896,10896.39,-11642.474609375,574,10386.32,2870000
575,21.8666,145.6077,11496.88,-11901.9697265625,575,11794.55,2875000
576,20.2245,145.0622,11202.26,-11535.80078125,576,10447.7,2880000
577,20.5551,146.0834,12111.93,-11726.419921875,577,10861.16,2885000
578,17.3335,145.2243,8126.45,-11583.115234375,578,8568.06,2890000
579,20.6759,144.3861,10887.85,-11791.01171875,579,9177.58,2895000
580,18.8525,144.9648,8689.96,-11766.0068359375,580,7562.08,2900000
581,22.5652,145.1865,12139.6,-11806.220703125,581,9645.67,2905000
582,18.9317,145.125,11673.23,-11847.1123046875,582,10207.88,2910000
583,23.6572,145.4692,11099.85,-12046.0283203125,583,11320.79,2915000
584,16.7654,156.0005,1314.27,-11382.412109375,584,962.04,2920000
585,18.2586,148.1142,4438.36,-11642.921875,585,4951.64,2925000
586,17.754,144.5706,9414.92,-11446.0439453125,586,9798.63,2930000
587,20.0919,146.176,9438.14,-11299.869140625,587,7882.53,2935000
588,18.1481,145.1675,10960.25,-11701.947265625,588,9737.72,2940000
589,22.4247,145.4251,10948.22,-11562.265625,589,8481.2,2945000
590,18.7075,145.2684,10397.32,-11567.533203125,590,9965.64,2950000
591,20.9315,145.7059,11699.04,-11795.810546875,591,9713.61,2955000
592,19.8678,144.8212,11754.35,-11796.34765625,592,9991.5,2960000
593,22.0081,144.828,10566.19,-11610.291015625,593,9927.05,2965000
594,20.7114,145.3634,10524.34,-11424.6669921875,594,7511.53,2970000
595,19.2254,146.7031,9672.74,-11733.59765625,595,9542.14,2975000
596,20.4781,145.5275,10090.72,-11864.431640625,596,10055.87,2980000
597,14.7682,146.4215,8092.02,-12114.7763671875,597,7725.36,2985000
598,18.5835,144.7475,9656.59,-11906.4033203125,598,7721.53,2990000
599,19.0786,145.2282,9722.69,-11882.3740234375,599,8696.17,2995000
