Itration,Reward Loss,Running Reverse KL,Real Det Return,Running Forward KL,Real Sto Return,Running Update Time,Running Env Steps
401,-8541.6123046875,11.0969,2006.51,41.9713,1900.53,401,2005000
402,-10763.673828125,13.4482,2108.46,44.8354,1500.0,402,2010000
403,-12930.8173828125,17.5571,1994.43,48.757,1632.91,403,2015000
404,-11164.4423828125,14.493,2457.24,46.7718,1215.44,404,2020000
405,-7403.412109375,9.9841,1983.93,40.9877,1296.33,405,2025000
406,-8563.5849609375,10.5939,2346.25,41.5256,1322.22,406,2030000
407,-13345.6591796875,19.4993,1711.27,51.1061,1007.61,407,2035000
408,-9766.408203125,12.0604,2057.41,43.1207,1161.19,408,2040000
409,-10900.8134765625,13.5075,2227.35,44.4537,1457.5,409,2045000
410,-11246.6181640625,13.727,1744.14,45.3882,1026.02,410,2050000
411,-11387.037109375,14.5009,1981.81,46.0294,1081.41,411,2055000
412,-9883.2177734375,11.0019,1794.52,42.8337,736.94,412,2060000
413,-9621.076171875,11.764,1826.64,42.7469,1233.17,413,2065000
414,-10393.4892578125,12.4422,2287.02,44.2669,1303.19,414,2070000
415,-8973.384765625,10.7306,2246.31,42.9726,1819.88,415,2075000
416,-14540.453125,20.6203,2084.37,52.5887,1097.38,416,2080000
417,-8962.326171875,10.8734,2458.21,41.9972,1879.15,417,2085000
418,-7695.10888671875,9.5537,2819.15,41.3846,1267.37,418,2090000
419,-12905.46484375,15.9383,1222.01,48.774,739.37,419,2095000
420,-12362.6904296875,15.6467,1544.86,48.2555,1474.22,420,2100000
421,-13708.2763671875,18.5148,1294.33,49.5412,905.99,421,2105000
422,-9852.767578125,11.7001,1427.24,43.4815,1130.51,422,2110000
423,-12349.3154296875,15.4681,1460.61,47.6066,1121.68,423,2115000
424,-9464.580078125,11.6872,1593.27,44.319,1339.06,424,2120000
425,-14668.0185546875,22.0515,1679.25,52.3503,1736.49,425,2125000
426,-6993.13818359375,8.1775,2407.3,38.8383,2046.08,426,2130000
427,-10091.310546875,11.7974,1707.87,44.3147,1209.73,427,2135000
428,-10986.3154296875,13.3623,1589.98,44.733,794.22,428,2140000
429,-11014.4267578125,13.1166,2369.11,45.6193,1432.18,429,2145000
430,-13379.49609375,17.3017,1886.75,48.4705,1147.93,430,2150000
431,-12680.7705078125,15.7334,1782.62,47.9377,1384.05,431,2155000
432,-8791.9619140625,10.3119,2144.41,41.5418,1740.77,432,2160000
433,-7290.97998046875,8.707,1973.67,39.854,1673.22,433,2165000
434,-8024.0908203125,8.1583,2541.84,40.6988,1288.19,434,2170000
435,-10231.373046875,11.7694,2319.46,42.5079,1440.36,435,2175000
436,-10348.3544921875,12.4432,2534.42,43.6395,1351.41,436,2180000
437,-9376.810546875,10.6814,3038.55,41.3537,2093.27,437,2185000
438,-9337.9931640625,11.1918,2303.45,41.6891,1496.08,438,2190000
439,-9556.876953125,11.254,2749.49,41.5865,1729.74,439,2195000
440,-10737.4580078125,13.0016,2627.24,43.2934,1652.1,440,2200000
441,-9633.2900390625,12.7895,2961.46,41.7632,2093.49,441,2205000
442,-8946.8017578125,11.0109,2713.83,40.1887,1830.45,442,2210000
443,-7977.1220703125,10.9744,2160.74,40.4779,1576.18,443,2215000
444,-10419.2587890625,12.6206,2438.72,43.6134,1932.5,444,2220000
445,-10225.2470703125,11.646,2485.58,43.1324,1627.85,445,2225000
446,-12246.587890625,15.8529,2552.57,46.2498,1240.3,446,2230000
447,-7991.03369140625,9.7324,2677.87,40.7504,1580.38,447,2235000
448,-6888.0712890625,8.4654,2716.57,37.6904,1799.76,448,2240000
449,-9536.6181640625,10.9959,2815.44,41.8478,1739.3,449,2245000
450,-7677.69384765625,9.2432,2002.32,40.2728,1225.28,450,2250000
451,-10249.40234375,12.2628,2572.88,42.1948,1683.5,451,2255000
452,-13669.83203125,20.6786,1386.69,51.2444,865.47,452,2260000
453,-10758.7197265625,12.8221,2120.32,44.4484,1577.15,453,2265000
454,-10948.1533203125,14.1583,2063.84,46.6771,1630.23,454,2270000
455,-9789.00390625,10.3433,1586.68,39.861,1659.37,455,2275000
456,-8733.0419921875,9.9334,2197.7,39.4567,1470.5,456,2280000
457,-9716.5458984375,10.9593,2678.38,41.2985,1552.82,457,2285000
458,-10100.2734375,11.5583,2639.91,43.2076,1424.87,458,2290000
459,-8586.810546875,10.1094,2031.05,41.0218,1524.24,459,2295000
460,-10106.916015625,10.7962,2664.11,41.6938,1479.68,460,2300000
461,-9113.9755859375,10.4726,2971.88,40.4917,1894.46,461,2305000
462,-11684.419921875,14.0717,2927.31,44.5003,1729.12,462,2310000
463,-9900.5458984375,10.6987,2752.65,42.8425,1461.97,463,2315000
464,-11122.982421875,12.7258,1886.33,43.1147,1152.29,464,2320000
465,-9899.2431640625,11.7363,2399.43,41.396,1679.72,465,2325000
466,-10484.712890625,12.1522,2562.35,42.5036,1462.43,466,2330000
467,-14972.9267578125,21.5358,1242.93,53.6935,927.68,467,2335000
468,-10504.7890625,13.0715,2906.07,42.771,1844.6,468,2340000
469,-9803.966796875,11.4819,2458.65,41.6128,1499.11,469,2345000
470,-9190.5849609375,8.9711,2045.3,39.4372,1095.46,470,2350000
471,-9866.7783203125,10.7533,2012.66,40.8034,1172.83,471,2355000
472,-10383.13671875,11.1858,2403.71,41.1458,1288.68,472,2360000
473,-8350.8056640625,8.8982,2443.03,38.3542,1596.27,473,2365000
474,-8082.46533203125,9.9787,2684.91,38.9115,1525.03,474,2370000
475,-12493.72265625,14.588,2331.95,45.7655,1473.55,475,2375000
476,-9644.84765625,9.2704,2889.87,39.7964,1710.29,476,2380000
477,-9154.8896484375,10.4382,2388.14,40.6735,1641.51,477,2385000
478,-10065.826171875,11.1668,2848.92,40.6237,1656.83,478,2390000
479,-8428.62109375,9.581,2744.37,38.5183,1796.84,479,2395000
480,-11211.263671875,12.3013,2203.3,42.8458,1455.57,480,2400000
481,-10673.0615234375,12.7891,2269.14,42.9559,1259.11,481,2405000
482,-11408.26171875,13.0265,2327.24,43.7618,1585.3,482,2410000
483,-8945.15234375,9.4996,2495.71,39.5803,1806.93,483,2415000
484,-8685.208984375,8.2516,2654.91,38.6209,1482.92,484,2420000
485,-10126.947265625,11.5531,2502.91,41.3373,1821.41,485,2425000
486,-10390.0517578125,10.5037,2094.86,41.3483,1206.41,486,2430000
487,-8616.6044921875,9.0886,2143.92,37.1463,1264.7,487,2435000
488,-10808.9638671875,15.7945,1532.38,40.9295,1175.67,488,2440000
489,-10722.40625,14.9993,1846.55,40.7183,1308.71,489,2445000
490,-8994.6962890625,9.5873,2550.1,38.2668,1341.41,490,2450000
491,-11317.826171875,14.1804,2411.82,43.6917,1279.21,491,2455000
492,-8478.4609375,7.2332,2316.57,38.0034,1634.83,492,2460000
493,-8608.0888671875,8.747,2195.32,37.7704,1538.17,493,2465000
494,-10882.611328125,17.2592,2945.86,42.8493,1547.27,494,2470000
495,-11902.2021484375,14.3583,1578.31,45.5388,1396.14,495,2475000
496,-7350.822265625,7.9805,2632.99,37.2054,1796.36,496,2480000
497,-11260.5400390625,13.6805,2468.16,44.1424,1692.11,497,2485000
498,-10955.6787109375,12.2954,2358.93,42.8218,1486.41,498,2490000
499,-10107.4521484375,13.8197,2135.86,41.6711,1043.94,499,2495000
500,-11542.2451171875,16.9732,2197.9,44.532,855.93,500,2500000
501,-9651.701171875,10.7932,2836.94,40.9992,2007.68,501,2505000
502,-10744.375,15.2745,2680.2,43.0226,1390.49,502,2510000
503,-10618.8193359375,11.8797,2926.18,43.3003,1496.82,503,2515000
504,-10296.373046875,11.2573,2331.48,42.7105,1463.7,504,2520000
505,-11218.0439453125,12.9174,2317.77,44.6418,1296.2,505,2525000
506,-10728.3984375,12.3282,1930.21,43.8532,1545.24,506,2530000
507,-11985.560546875,15.4831,2252.46,45.2094,1578.35,507,2535000
508,-12319.7138671875,20.3697,2490.51,45.4193,1050.78,508,2540000
509,-11675.33984375,14.922,2419.45,45.1422,1503.39,509,2545000
510,-11887.7177734375,17.1973,2127.26,47.3586,1357.46,510,2550000
511,-14189.2392578125,24.0738,1005.87,52.0882,480.45,511,2555000
512,-11155.3212890625,14.6781,2223.23,43.7478,1144.9,512,2560000
513,-11889.4345703125,16.2833,1662.55,46.3463,949.73,513,2565000
514,-11487.8759765625,16.123,1963.12,47.1904,1320.25,514,2570000
515,-11344.4853515625,13.411,1700.28,43.8005,808.24,515,2575000
516,-11732.419921875,15.9501,1931.65,43.3382,1466.5,516,2580000
517,-12599.54296875,18.9335,2218.65,46.2825,975.07,517,2585000
518,-11136.9677734375,12.4166,1668.44,44.3239,1423.99,518,2590000
519,-11708.8984375,14.8314,1752.38,45.6465,1132.33,519,2595000
520,-12314.283203125,17.0386,1854.64,48.4847,918.13,520,2600000
521,-10498.2265625,12.8974,2647.45,42.8259,1785.02,521,2605000
522,-13009.6474609375,16.3811,1284.67,47.335,1077.46,522,2610000
523,-12514.177734375,17.032,1848.99,46.2487,732.96,523,2615000
524,-13144.7275390625,18.0983,1293.14,48.0705,679.5,524,2620000
525,-9356.0869140625,9.9083,2034.71,41.5422,2116.29,525,2625000
526,-13696.04296875,21.8627,1632.79,50.2393,1118.54,526,2630000
527,-10140.208984375,10.7802,2680.92,42.0474,1389.46,527,2635000
528,-14303.8984375,22.9974,1759.83,50.7335,1245.38,528,2640000
529,-11323.5498046875,13.1316,2169.46,44.9879,1183.69,529,2645000
530,-12037.4453125,15.0053,2808.19,45.7323,1392.08,530,2650000
531,-12887.2568359375,16.4949,2080.78,47.0245,1120.91,531,2655000
532,-11773.7978515625,14.2558,2312.69,44.9149,1284.81,532,2660000
533,-8210.064453125,8.4341,2840.62,39.3228,1492.69,533,2665000
534,-10950.7236328125,13.576,1944.79,44.1312,1628.67,534,2670000
535,-12551.1474609375,17.6688,1745.29,45.2862,1801.91,535,2675000
536,-12100.673828125,16.5443,2216.09,45.0305,1482.71,536,2680000
537,-11252.6572265625,13.9783,2549.09,43.5631,1585.1,537,2685000
538,-12534.8896484375,16.8797,1863.78,46.3839,1080.28,538,2690000
539,-11918.6513671875,15.3343,1781.4,45.3066,1392.52,539,2695000
540,-12546.775390625,15.3202,2223.53,45.8645,1420.69,540,2700000
541,-10863.9345703125,11.0583,2646.73,41.4272,1762.31,541,2705000
542,-11743.8779296875,13.2384,2079.79,44.688,1084.95,542,2710000
543,-11769.5810546875,13.1158,2680.02,43.7834,1470.08,543,2715000
544,-13778.974609375,19.4198,2287.74,49.4197,1434.71,544,2720000
545,-11292.8505859375,11.9667,2390.67,43.6334,1492.48,545,2725000
546,-8872.98828125,9.6683,1837.23,39.4838,1554.51,546,2730000
547,-10671.5927734375,11.569,1899.95,43.8104,1368.27,547,2735000
548,-11704.689453125,23.9862,1192.89,46.4414,1334.19,548,2740000
549,-13041.908203125,15.9884,2178.0,47.1586,1164.48,549,2745000
550,-11119.1162109375,11.9033,2409.75,43.4387,1647.03,550,2750000
551,-11964.5390625,14.5472,2021.9,45.401,894.94,551,2755000
552,-11240.53515625,12.3619,2565.71,43.6513,1745.06,552,2760000
553,-11323.296875,13.0554,2294.52,45.1883,1367.78,553,2765000
554,-11350.525390625,14.3397,2288.6,46.0505,1270.21,554,2770000
555,-10637.7734375,12.0036,2746.33,43.0667,1309.45,555,2775000
556,-10738.9091796875,11.2877,1957.43,43.9222,1281.34,556,2780000
557,-10637.1875,13.9664,3092.82,43.9302,1746.4,557,2785000
558,-11851.0927734375,12.8922,1572.43,45.8371,807.61,558,2790000
559,-11618.4482421875,12.6312,1216.31,45.4324,1061.86,559,2795000
560,-12847.927734375,20.7691,1281.39,49.1213,816.13,560,2800000
561,-10984.177734375,13.5213,2299.63,45.9623,1501.27,561,2805000
562,-12557.0927734375,18.5789,1705.0,46.7554,854.57,562,2810000
563,-10393.71484375,12.9259,2185.6,45.8098,1327.91,563,2815000
564,-11820.5302734375,14.9851,971.16,46.9888,774.6,564,2820000
565,-13802.8623046875,23.4248,1449.17,52.7301,868.61,565,2825000
566,-13848.4306640625,22.9538,815.56,51.2375,747.89,566,2830000
567,-13713.5673828125,21.2395,694.82,49.4689,700.15,567,2835000
568,-12437.4560546875,19.5786,1419.65,48.3979,797.5,568,2840000
569,-9809.8876953125,13.2841,1930.83,43.2577,1271.74,569,2845000
570,-14437.49609375,25.3825,505.7,53.9959,735.95,570,2850000
571,-10571.087890625,15.5077,1196.71,45.2766,1127.77,571,2855000
572,-11051.03125,16.2921,1610.62,45.7972,805.97,572,2860000
573,-13528.9228515625,22.8135,1550.36,50.453,1274.37,573,2865000
574,-13554.0029296875,20.624,1329.15,50.049,864.49,574,2870000
575,-11846.3154296875,16.8463,1926.72,47.3064,1270.01,575,2875000
576,-9685.3388671875,12.6025,2167.49,42.6737,2173.62,576,2880000
577,-11947.55859375,16.2471,1395.29,46.8668,857.04,577,2885000
578,-12718.251953125,23.8107,1735.97,48.4819,1399.22,578,2890000
579,-9810.5185546875,11.0142,2099.02,40.7097,1449.53,579,2895000
580,-11774.4453125,15.2821,2303.96,45.2903,1505.74,580,2900000
581,-11492.6650390625,15.8471,2022.58,46.0985,656.84,581,2905000
582,-12103.02734375,16.4882,3221.58,46.6178,1758.27,582,2910000
583,-11460.20703125,14.7147,2520.82,44.4895,1259.22,583,2915000
584,-10526.34765625,11.4469,2521.47,41.7333,1705.97,584,2920000
585,-11309.4453125,16.1029,2451.81,44.6801,1006.54,585,2925000
586,-9897.0185546875,12.4011,2154.6,41.9323,1943.1,586,2930000
587,-11548.6884765625,13.6767,1871.36,42.9003,1182.45,587,2935000
588,-12877.4697265625,19.2969,972.61,45.9618,1252.96,588,2940000
589,-13003.869140625,18.9625,2084.34,46.1111,1704.05,589,2945000
590,-11775.08984375,15.0263,2504.57,44.4784,1615.66,590,2950000
591,-9939.0927734375,10.3324,2609.86,39.5218,1617.6,591,2955000
592,-11302.2587890625,13.1402,2408.29,42.3471,1928.37,592,2960000
593,-11795.015625,14.2099,2302.93,42.1749,1667.76,593,2965000
594,-11903.212890625,13.5355,2200.4,42.7656,1595.5,594,2970000
595,-11589.5791015625,14.4644,2905.51,44.044,2003.95,595,2975000
596,-11461.6806640625,11.973,2398.6,42.3875,1214.07,596,2980000
597,-11221.912109375,10.781,2262.33,41.4444,1454.09,597,2985000
598,-12001.2734375,12.7743,2091.04,42.2668,1667.26,598,2990000
599,-11768.125,14.2567,2507.58,44.084,1205.45,599,2995000
