Running Env Steps,Itration,Running Forward KL,Running Reverse KL,Running Update Time,Real Det Return,Reward Loss,Real Sto Return
2000000,400,437.2562,507.9495,400,3276.28,-99111.859375,3593.37
2005000,401,438.6834,375.1861,401,2432.84,-99078.6328125,2791.93
2010000,402,443.8508,533.7416,402,3317.65,-98965.21875,3604.47
2015000,403,426.765,377.8259,403,4486.49,-99072.640625,4414.35
2020000,404,434.9824,427.6741,404,4595.18,-99018.4140625,4105.87
2025000,405,446.4831,389.9077,405,4257.35,-99076.7734375,3722.93
2030000,406,448.9525,358.9904,406,3874.23,-99106.9296875,3736.66
2035000,407,436.5739,386.5879,407,4202.68,-98952.1953125,3706.64
2040000,408,418.4947,350.891,408,3672.86,-98863.875,3972.61
2045000,409,440.1515,616.7674,409,3517.43,-98933.4609375,3511.39
2050000,410,410.1297,417.0966,410,4385.7,-98964.2109375,3949.4
2055000,411,433.5432,434.1148,411,4096.97,-99016.15625,4299.96
2060000,412,425.6077,343.0671,412,3890.27,-99193.8828125,4733.92
2065000,413,423.7176,384.3615,413,4371.14,-98918.921875,4279.7
2070000,414,440.0023,538.8,414,3926.34,-98094.90625,3472.37
2075000,415,423.8989,472.8198,415,2939.85,-98819.328125,2751.55
2080000,416,439.7019,419.2727,416,4716.59,-98824.1953125,3320.78
2085000,417,432.4458,365.8913,417,4155.73,-99236.703125,3922.67
2090000,418,434.8773,415.2085,418,4316.37,-99132.4375,4683.57
2095000,419,431.6052,520.9328,419,4287.58,-99030.671875,4507.94
2100000,420,437.1544,530.2622,420,3869.31,-98738.6796875,4212.11
2105000,421,434.7792,364.2452,421,4193.74,-99348.453125,4225.85
2110000,422,438.3528,324.4776,422,3589.08,-99127.4140625,3964.5
2115000,423,436.5971,387.7728,423,4449.2,-99271.15625,4459.69
2120000,424,442.9993,337.3039,424,4010.53,-99248.140625,4440.53
2125000,425,438.4661,426.1855,425,4680.7,-99220.421875,4675.76
2130000,426,443.0383,343.6318,426,4443.43,-99311.5234375,4583.28
2135000,427,445.7822,440.2654,427,4475.39,-99244.6484375,4728.0
2140000,428,432.1169,343.316,428,4720.13,-99245.3984375,4729.13
2145000,429,446.7764,407.525,429,4059.25,-98109.21875,3869.63
2150000,430,460.019,368.3645,430,4513.9,-99176.265625,4119.08
2155000,431,459.1943,572.1772,431,3129.9,-98747.296875,3554.53
2160000,432,454.3736,522.1736,432,3403.04,-99114.3671875,4000.48
2165000,433,445.8506,398.7911,433,3377.57,-99185.5390625,3171.88
2170000,434,471.9238,564.6552,434,3861.32,-99265.359375,3605.32
2175000,435,446.1948,374.6638,435,3211.9,-99304.8125,4277.5
2180000,436,453.3621,458.1612,436,3639.81,-99146.21875,4099.81
2185000,437,461.2867,444.8381,437,3207.01,-99304.40625,2993.58
2190000,438,473.6455,404.9376,438,3933.46,-99306.203125,4497.08
2195000,439,459.9177,466.4143,439,3169.68,-99282.546875,3609.88
2200000,440,459.5908,561.4371,440,3867.71,-98200.9453125,4087.15
2205000,441,468.3946,458.9796,441,3845.42,-99207.125,4265.71
2210000,442,466.0008,374.0816,442,4052.4,-99356.4765625,3261.83
2215000,443,473.099,399.4439,443,4261.11,-99437.1015625,4260.48
2220000,444,468.9901,400.7874,444,4249.05,-99428.5703125,4021.5
2225000,445,476.2424,571.6086,445,3834.55,-98863.1953125,2963.03
2230000,446,476.3505,845.8399,446,2502.28,-98682.625,2732.32
2235000,447,473.08,729.6098,447,3892.2,-99019.6796875,4299.23
2240000,448,461.6876,441.1368,448,2502.4,-99187.546875,4036.94
2245000,449,469.047,680.2854,449,4187.1,-98409.421875,4035.59
2250000,450,461.7337,450.2168,450,4226.84,-99235.4609375,4233.12
2255000,451,474.8018,642.8179,451,4737.54,-99065.625,4723.68
2260000,452,473.3906,718.2529,452,2787.95,-99001.5859375,3843.59
2265000,453,486.2493,972.0834,453,1077.83,-97780.953125,1271.0
2270000,454,464.1419,830.7838,454,1217.41,-97454.046875,2583.61
2275000,455,470.8752,831.2017,455,2931.82,-98701.109375,2649.17
2280000,456,470.6399,543.9814,456,1438.6,-98732.6640625,2159.43
2285000,457,490.3962,1001.2766,457,2896.32,-97092.734375,1902.25
2290000,458,469.3084,733.7867,458,4409.34,-99070.953125,3908.58
2295000,459,471.5228,783.6039,459,2827.36,-99022.7890625,2578.25
2300000,460,469.4352,807.6809,460,1804.56,-98992.234375,1962.26
2305000,461,488.375,960.1563,461,1803.56,-97858.640625,2112.08
2310000,462,467.4936,660.8099,462,2304.35,-99000.953125,2856.07
2315000,463,481.968,1018.817,463,881.68,-98923.4765625,1176.05
2320000,464,484.5974,922.1817,464,2020.14,-98531.2265625,2320.31
2325000,465,460.7151,649.0413,465,2611.06,-98918.9453125,2418.44
2330000,466,494.8494,1124.2418,466,1575.05,-98929.921875,1786.42
2335000,467,506.9613,1130.0471,467,652.45,-99028.921875,809.49
2340000,468,450.6009,965.9128,468,2766.9,-98873.7109375,3554.11
2345000,469,462.1763,703.0709,469,3010.46,-99107.9609375,2542.21
2350000,470,442.0403,562.544,470,3887.48,-99002.5625,3650.44
2355000,471,449.4271,913.105,471,2551.26,-98664.9375,2575.75
2360000,472,467.8399,637.4516,472,3630.74,-99202.0390625,3493.57
2365000,473,459.1789,676.2132,473,2773.56,-98805.3984375,2743.28
2370000,474,449.3416,839.0982,474,1953.44,-98893.375,1503.03
2375000,475,442.6935,828.105,475,2247.17,-98341.75,3043.89
2380000,476,444.3052,623.4635,476,2276.46,-98597.0859375,2180.97
2385000,477,468.2231,1491.9108,477,1444.56,-98289.421875,1322.59
2390000,478,446.4664,832.2256,478,1446.62,-98464.9140625,1696.36
2395000,479,504.1933,1506.0421,479,750.57,-98755.375,803.37
2400000,480,468.8599,1204.151,480,2047.44,-98518.7734375,1901.82
2405000,481,449.9578,1064.3431,481,1222.88,-98422.0390625,1356.33
2410000,482,469.726,938.1987,482,971.76,-98024.9453125,1226.22
2415000,483,450.0451,928.9893,483,1402.63,-98412.7109375,1225.48
2420000,484,504.8517,1002.7307,484,974.57,-97477.4453125,774.51
2425000,485,485.7733,1131.1664,485,1046.32,-98858.3046875,917.94
2430000,486,509.4662,1041.0178,486,660.47,-98678.6171875,630.32
2435000,487,429.5018,825.3238,487,1619.19,-97402.703125,1195.94
2440000,488,503.8222,1062.4795,488,536.9,-98899.9375,609.45
2445000,489,522.8441,812.4024,489,768.44,-98450.578125,593.3
2450000,490,508.512,1071.4434,490,845.51,-98838.6640625,968.23
2455000,491,455.5173,1104.6993,491,1201.99,-98606.0234375,1189.83
2460000,492,483.8457,983.22,492,588.59,-97784.6796875,754.41
2465000,493,451.2075,1008.1496,493,1100.9,-98619.3984375,883.03
2470000,494,526.1866,1222.5055,494,411.62,-97985.3125,395.51
2475000,495,511.8494,1482.8105,495,537.65,-97716.2734375,564.93
2480000,496,583.9658,1891.1295,496,177.1,-98983.6015625,189.77
2485000,497,509.8755,1503.9969,497,436.42,-98683.78125,483.91
2490000,498,547.2741,1943.3486,498,224.52,-99033.7890625,300.92
2495000,499,519.4964,1896.3446,499,291.43,-99044.09375,314.01
2500000,500,544.0839,1570.5838,500,158.49,-98944.1953125,220.37
2505000,501,621.1211,2004.5694,501,161.19,-99056.8125,105.78
2510000,502,732.4842,2015.5659,502,86.12,-98769.4453125,84.82
2515000,503,706.7722,1993.2648,503,96.47,-99153.7578125,98.17
2520000,504,778.2391,2060.7593,504,95.78,-99129.28125,94.12
2525000,505,750.9927,2054.2985,505,100.2,-99106.25,101.53
2530000,506,820.5624,2081.9353,506,87.04,-99216.765625,85.15
2535000,507,766.3643,2065.8538,507,95.52,-99143.03125,99.08
2540000,508,776.5227,1939.625,508,90.68,-99203.1796875,90.55
2545000,509,746.7713,1461.6022,509,89.3,-99207.9375,91.57
2550000,510,728.6293,1615.1351,510,79.61,-99038.96875,79.32
2555000,511,830.7116,1688.7599,511,80.74,-99220.3515625,82.44
2560000,512,840.1659,1677.2142,512,81.83,-99254.796875,82.08
2565000,513,759.6855,1607.1942,513,88.41,-99260.9609375,88.8
2570000,514,730.8467,1486.4099,514,85.58,-99088.6171875,87.32
2575000,515,767.5651,1228.5792,515,89.78,-99276.9375,88.65
2580000,516,732.0238,1169.694,516,82.3,-99282.5078125,82.09
2585000,517,797.4078,1201.2938,517,81.02,-99386.5234375,82.63
2590000,518,825.1376,1243.3133,518,80.81,-99356.65625,81.38
2595000,519,826.28,1258.2374,519,80.05,-99337.1953125,79.87
2600000,520,835.2005,1304.2676,520,80.21,-99359.9296875,80.09
2605000,521,838.9925,1356.4802,521,79.98,-99319.15625,79.62
2610000,522,843.9756,1709.5488,522,79.13,-99365.4609375,79.04
2615000,523,846.5836,1819.9816,523,78.1,-99369.65625,78.15
2620000,524,869.5161,1778.0981,524,81.54,-99418.8671875,80.89
2625000,525,793.339,1755.7617,525,79.76,-99367.7265625,80.1
2630000,526,863.2251,1720.4408,526,82.59,-99437.84375,82.41
2635000,527,773.3785,1702.5743,527,80.84,-99460.1796875,82.21
2640000,528,796.7476,1732.1256,528,82.88,-99433.59375,82.48
2645000,529,874.3826,1682.8313,529,79.5,-99469.7109375,79.14
2650000,530,866.5607,1674.2041,530,83.56,-99500.078125,83.66
2655000,531,829.6509,1683.3658,531,81.43,-99486.9921875,81.83
2660000,532,874.0118,1515.0547,532,81.24,-99450.2890625,80.81
2665000,533,861.3409,1504.9616,533,81.36,-99406.8046875,81.09
2670000,534,778.5347,1447.9528,534,82.23,-99505.5859375,81.46
2675000,535,849.0244,1305.3936,535,80.34,-99511.140625,80.7
2680000,536,873.9038,1268.099,536,82.3,-99505.515625,82.64
2685000,537,744.2473,1420.1759,537,82.26,-99536.28125,82.15
2690000,538,837.2639,1334.8136,538,81.52,-99558.6171875,80.88
2695000,539,850.3136,1317.5631,539,81.33,-99516.125,81.01
2700000,540,851.4373,1324.9892,540,83.88,-99551.734375,83.8
2705000,541,828.7884,1370.6389,541,81.87,-99514.2734375,81.39
2710000,542,768.0166,1437.3821,542,81.2,-99524.5390625,81.71
2715000,543,826.1089,1616.5364,543,81.06,-99519.5234375,81.77
2720000,544,788.1391,1696.9293,544,79.94,-99503.7265625,80.31
2725000,545,835.6322,1714.089,545,80.92,-99464.4375,81.27
2730000,546,852.4737,1745.9207,546,81.32,-99523.6171875,80.69
2735000,547,835.0309,1747.1204,547,80.76,-99519.78125,80.52
2740000,548,758.6885,1737.7605,548,79.55,-99517.609375,80.17
2745000,549,843.9839,1752.3673,549,80.48,-99542.3125,80.18
2750000,550,859.9129,1724.1247,550,80.22,-99615.6796875,80.8
2755000,551,838.8974,1723.6943,551,80.28,-99547.1796875,80.25
2760000,552,827.2064,1692.9365,552,81.49,-99503.515625,80.89
2765000,553,847.3576,1713.9612,553,80.71,-99599.546875,80.72
2770000,554,751.2443,1713.6977,554,80.09,-99520.5546875,80.04
2775000,555,759.5747,1728.6885,555,79.1,-99521.015625,79.1
2780000,556,788.2755,1709.9705,556,79.63,-99545.953125,80.07
2785000,557,818.1661,1729.1816,557,80.93,-99575.75,80.19
2790000,558,770.7391,1703.8606,558,79.53,-99458.5859375,79.97
2795000,559,821.1478,1731.0967,559,80.13,-99580.6640625,79.93
2800000,560,759.0441,1701.7015,560,79.98,-99485.390625,79.54
2805000,561,816.9996,1722.5297,561,81.01,-99607.7890625,79.82
2810000,562,757.7556,1687.3307,562,79.95,-99540.203125,80.27
2815000,563,794.4331,1704.7192,563,79.33,-99576.0390625,79.5
2820000,564,826.9098,1680.2446,564,80.45,-99577.6171875,81.4
2825000,565,825.2027,1700.507,565,79.04,-99623.21875,78.5
2830000,566,821.3788,1677.9551,566,80.34,-99499.390625,79.31
2835000,567,829.8549,1678.9299,567,81.15,-99570.1796875,80.86
2840000,568,765.6117,1622.0013,568,77.09,-99593.6484375,78.75
2845000,569,825.3768,1647.9552,569,78.06,-99610.0625,78.61
2850000,570,830.2576,1565.6944,570,82.81,-99555.09375,82.96
2855000,571,828.6659,1423.0726,571,78.69,-99576.2109375,77.48
2860000,572,784.9451,1344.8405,572,81.74,-99623.859375,81.88
2865000,573,829.229,1375.2909,573,82.77,-99649.7734375,83.09
2870000,574,806.5647,1621.9895,574,79.18,-99604.7578125,79.18
2875000,575,768.0307,1692.4618,575,82.13,-99602.8984375,82.25
2880000,576,817.9945,1655.465,576,78.78,-99640.4453125,78.29
2885000,577,755.5478,1647.2189,577,76.72,-99495.9375,75.41
2890000,578,783.4857,1648.0584,578,76.23,-99620.46875,77.31
2895000,579,765.4759,1639.9122,579,78.48,-99697.0625,78.43
2900000,580,757.4439,1617.2854,580,79.33,-99612.75,77.53
2905000,581,811.6713,1627.1252,581,78.38,-99630.25,78.33
2910000,582,825.9858,1542.9146,582,77.58,-99658.53125,76.74
2915000,583,826.0441,1608.9072,583,78.38,-99624.0078125,77.12
2920000,584,816.6143,1594.7362,584,77.18,-99591.046875,77.42
2925000,585,855.6691,1573.4216,585,77.0,-99612.0390625,78.34
2930000,586,825.4598,1513.6882,586,77.32,-99655.8046875,77.36
2935000,587,832.1191,1547.9779,587,78.35,-99675.84375,78.55
2940000,588,842.4748,1410.7122,588,78.62,-99637.5234375,80.31
2945000,589,864.7261,1376.5865,589,78.1,-99629.328125,77.37
2950000,590,825.3921,1207.5081,590,77.21,-99637.4140625,76.68
2955000,591,766.5482,1118.8166,591,76.77,-99576.9375,77.22
2960000,592,814.6559,1006.8402,592,78.1,-99678.28125,78.09
2965000,593,746.8787,997.2091,593,78.89,-99727.609375,77.97
2970000,594,746.8545,1016.6506,594,79.92,-99639.6640625,78.88
2975000,595,757.4712,992.631,595,78.88,-99626.703125,78.05
2980000,596,743.3324,980.0147,596,79.65,-99665.6171875,81.31
2985000,597,748.3181,951.3442,597,77.55,-99681.796875,78.0
2990000,598,739.8776,994.7857,598,78.02,-99629.9921875,77.58
2995000,599,774.2976,1034.3388,599,77.99,-99628.765625,79.53
