Real Sto Return,Itration,Running Update Time,Running Forward KL,Real Det Return,Running Reverse KL,Running Env Steps,Reward Loss
3247.84,392,392,331.1852,4030.85,127.172,1960000,-18519.275390625
2755.48,393,393,341.5395,2185.82,182.1568,1965000,-18526.0546875
2702.66,394,394,334.5998,2872.47,174.8483,1970000,-18663.390625
4664.17,395,395,329.8704,3979.86,136.511,1975000,-18797.88671875
4029.46,396,396,345.5196,4316.55,137.4168,1980000,-18769.302734375
4293.06,397,397,328.5829,3867.71,126.0738,1985000,-18980.9296875
3918.13,398,398,341.7893,3054.81,181.5701,1990000,-18790.416015625
3922.62,399,399,344.3137,3884.5,136.8305,1995000,-19215.794921875
1509.98,400,400,344.6134,2224.57,240.9332,2000000,-18668.01953125
1383.66,401,401,392.6542,2093.18,462.2633,2005000,-18288.154296875
2644.28,402,402,363.9987,2199.08,424.6364,2010000,-18623.177734375
2306.75,403,403,354.8623,1546.61,308.8106,2015000,-18471.37109375
2603.48,404,404,364.2978,3513.46,434.1135,2020000,-18264.94921875
3803.5,405,405,347.0992,4195.21,267.7863,2025000,-18680.146484375
3638.56,406,406,325.8271,3990.66,125.1435,2030000,-18759.2734375
3714.91,407,407,332.8578,3622.09,325.6448,2035000,-18994.138671875
4141.72,408,408,317.0368,4261.87,110.3698,2040000,-18788.689453125
3643.72,409,409,320.1499,4011.35,291.7555,2045000,-18919.685546875
4340.25,410,410,316.5111,4798.99,113.0554,2050000,-18807.0078125
4452.96,411,411,326.4586,3814.24,192.2065,2055000,-18693.423828125
3330.77,412,412,333.9616,3014.66,411.4697,2060000,-18990.876953125
4023.02,413,413,324.955,3445.93,288.5217,2065000,-18642.517578125
1383.62,414,414,350.1008,2504.65,522.0881,2070000,-18800.80078125
3358.98,415,415,331.0837,4157.41,144.2757,2075000,-18576.76953125
3163.43,416,416,346.123,2346.95,418.4374,2080000,-18959.728515625
2625.42,417,417,342.7995,3394.05,362.2763,2085000,-18842.28125
2675.58,418,418,347.1376,3308.08,284.2838,2090000,-19205.009765625
3654.09,419,419,356.6794,2660.53,361.1451,2095000,-19056.15625
4012.31,420,420,343.6993,3848.48,213.4569,2100000,-19138.671875
3834.53,421,421,350.1953,3754.43,284.7748,2105000,-19315.88671875
4228.97,422,422,352.9317,3616.53,368.1181,2110000,-18936.404296875
1058.73,423,423,397.5991,1426.19,873.726,2115000,-19166.880859375
4184.83,424,424,351.018,2717.32,365.4011,2120000,-18943.052734375
3357.48,425,425,366.2554,3357.53,284.1401,2125000,-18990.37890625
3005.41,426,426,370.374,2231.59,444.8331,2130000,-19212.546875
3080.25,427,427,375.9642,3307.49,506.2549,2135000,-19196.90625
3658.55,428,428,368.4675,3824.7,376.6883,2140000,-19026.904296875
3918.77,429,429,363.6339,3693.01,236.4174,2145000,-19144.51953125
3753.09,430,430,350.5145,3692.73,289.1414,2150000,-19276.146484375
4353.94,431,431,353.5941,4749.93,172.5136,2155000,-19158.265625
3652.0,432,432,348.738,4568.4,192.9437,2160000,-19180.72265625
3797.94,433,433,352.8762,4084.07,156.8091,2165000,-19171.341796875
4678.39,434,434,356.3308,4373.66,241.9558,2170000,-19448.462890625
4255.15,435,435,352.0696,4243.95,237.0515,2175000,-19431.8671875
4741.95,436,436,340.2591,4685.31,117.9777,2180000,-19217.634765625
4717.6,437,437,346.2411,4879.01,142.7535,2185000,-19408.89453125
4873.98,438,438,335.7224,4722.71,161.3934,2190000,-19298.384765625
4294.1,439,439,341.9629,4635.94,179.2695,2195000,-19279.1796875
4784.69,440,440,346.4253,4729.75,146.1897,2200000,-19387.955078125
4788.42,441,441,345.1436,5008.29,121.966,2205000,-19422.0859375
4182.3,442,442,355.746,4703.14,192.8286,2210000,-19454.46484375
4286.42,443,443,353.9871,4937.91,149.0696,2215000,-19526.734375
3706.05,444,444,370.6403,3558.52,366.7643,2220000,-19334.763671875
3728.07,445,445,351.5563,4145.96,139.199,2225000,-19576.44921875
4471.9,446,446,359.2422,3837.13,137.315,2230000,-19328.603515625
4296.73,447,447,367.3537,4069.59,161.8912,2235000,-19467.275390625
4628.66,448,448,362.1275,4621.89,138.5617,2240000,-19506.01953125
4116.13,449,449,369.9239,4407.71,156.5839,2245000,-19491.1484375
4398.91,450,450,365.8467,3856.11,156.6555,2250000,-19225.421875
4746.79,451,451,377.1615,4644.26,169.7725,2255000,-19407.833984375
4922.33,452,452,358.0268,4473.59,165.1984,2260000,-19319.294921875
3541.52,453,453,379.1385,3721.12,239.6747,2265000,-19384.12890625
4218.0,454,454,376.7186,4665.52,137.3731,2270000,-19411.962890625
4819.79,455,455,368.2692,4330.27,140.7184,2275000,-19439.76171875
3272.25,456,456,375.6901,4306.4,175.98,2280000,-19247.341796875
4124.93,457,457,364.8872,3224.02,448.0359,2285000,-19250.712890625
2899.57,458,458,380.4648,2627.25,189.119,2290000,-19296.31640625
2047.24,459,459,378.5243,3068.88,475.1567,2295000,-19154.001953125
4711.86,460,460,369.4924,4001.48,318.6464,2300000,-19389.271484375
4587.3,461,461,368.8561,3538.4,156.8102,2305000,-19337.36328125
4109.4,462,462,377.7264,3294.98,317.773,2310000,-19094.662109375
2675.61,463,463,365.4307,2506.18,250.1275,2315000,-19363.4609375
2127.92,464,464,393.3037,2835.48,280.9081,2320000,-18559.634765625
4179.95,465,465,361.2635,4501.06,171.9279,2325000,-18936.859375
4856.28,466,466,352.3578,4591.8,148.5072,2330000,-19280.28125
4102.86,467,467,362.3926,3688.58,133.0656,2335000,-19100.58984375
2742.47,468,468,380.9571,1698.78,248.5378,2340000,-19081.5625
4356.18,469,469,352.5181,4457.24,137.1862,2345000,-19186.572265625
3072.09,470,470,381.011,2766.95,269.2274,2350000,-19267.765625
4248.29,471,471,365.062,4581.91,174.0648,2355000,-19030.109375
4906.83,472,472,352.9545,4413.97,108.461,2360000,-18912.4296875
4389.88,473,473,353.1585,4262.94,112.8991,2365000,-19026.3359375
4090.91,474,474,360.7546,4176.58,196.6395,2370000,-19204.515625
4577.17,475,475,362.8626,4632.06,193.5779,2375000,-19247.662109375
4492.26,476,476,367.7773,3411.0,235.5907,2380000,-19121.630859375
4907.24,477,477,369.9252,4433.56,164.8657,2385000,-19378.998046875
4729.39,478,478,349.8494,4673.76,115.8294,2390000,-19142.986328125
4709.89,479,479,369.5138,4561.99,163.3152,2395000,-19181.2109375
3582.08,480,480,374.5252,3194.66,383.0079,2400000,-19376.80859375
3385.28,481,481,381.9999,3411.22,163.4764,2405000,-19497.884765625
3258.89,482,482,392.5818,3016.51,416.715,2410000,-19160.912109375
3725.25,483,483,373.5406,4370.3,153.7724,2415000,-19421.939453125
3670.9,484,484,381.504,4370.87,154.6802,2420000,-19389.728515625
3938.67,485,485,361.2808,3755.76,605.2826,2425000,-19090.611328125
4358.12,486,486,373.8042,4662.77,179.5654,2430000,-19420.66796875
4428.22,487,487,354.8643,4272.91,139.0055,2435000,-19214.59375
4711.88,488,488,381.2809,4701.22,215.3941,2440000,-19371.197265625
4784.21,489,489,361.2712,4797.56,146.2499,2445000,-19223.4296875
4562.2,490,490,367.3263,4576.47,145.1745,2450000,-19056.259765625
3830.51,491,491,365.749,4038.54,151.2167,2455000,-19361.51953125
4202.71,492,492,365.5739,4004.43,160.7906,2460000,-19328.697265625
4363.27,493,493,370.2907,4507.64,150.7428,2465000,-19464.232421875
3628.13,494,494,388.9227,4256.93,162.1534,2470000,-19296.56640625
4540.52,495,495,375.2027,4171.69,135.4739,2475000,-19430.703125
3267.86,496,496,383.7774,3448.99,217.3876,2480000,-19372.8828125
4709.11,497,497,384.4154,4377.22,148.8311,2485000,-19552.21484375
4317.11,498,498,383.643,4192.11,179.6781,2490000,-19576.779296875
3206.4,499,499,406.4437,3057.91,361.1396,2495000,-19417.572265625
4748.18,500,500,372.251,4184.88,143.1736,2500000,-19510.546875
4857.72,501,501,363.9031,4085.9,144.2753,2505000,-19436.478515625
3191.14,502,502,386.8014,3674.72,138.5036,2510000,-19596.115234375
4210.24,503,503,397.8446,3172.74,183.2348,2515000,-19466.732421875
4756.73,504,504,402.2561,4474.23,179.4248,2520000,-19642.10546875
4584.87,505,505,376.2265,4234.1,149.0346,2525000,-19549.818359375
4289.8,506,506,386.8502,4576.44,179.8754,2530000,-19614.453125
2646.99,507,507,394.0458,2803.21,200.3274,2535000,-19516.640625
3580.84,508,508,405.4477,3300.4,222.553,2540000,-19532.548828125
4196.64,509,509,395.0577,3922.87,151.8576,2545000,-19399.58984375
3288.03,510,510,386.1337,4169.03,203.717,2550000,-19422.373046875
4689.32,511,511,402.1507,4247.68,170.0873,2555000,-19644.3515625
4787.45,512,512,392.6533,4684.51,159.8516,2560000,-19427.5390625
4281.26,513,513,409.2475,4675.74,170.1835,2565000,-19667.125
4719.08,514,514,388.1881,4252.11,162.1139,2570000,-19503.04296875
4521.91,515,515,404.0625,4534.45,167.5249,2575000,-19630.466796875
4939.15,516,516,390.3908,4616.9,140.0452,2580000,-19484.478515625
4860.16,517,517,424.2496,4486.53,338.6149,2585000,-19662.177734375
3446.61,518,518,414.6192,3142.95,213.2359,2590000,-19784.8515625
4384.59,519,519,397.5674,4888.3,159.6971,2595000,-19608.93359375
3947.03,520,520,398.5622,4178.45,153.6317,2600000,-19036.224609375
4271.31,521,521,402.7479,4715.62,167.6552,2605000,-19419.50390625
3975.88,522,522,413.5359,4228.3,408.2001,2610000,-19676.59765625
3112.92,523,523,405.2705,3752.35,157.0103,2615000,-19499.3359375
3948.01,524,524,414.8612,3758.85,235.9181,2620000,-19137.111328125
3552.93,525,525,396.6929,4035.56,161.609,2625000,-19108.55859375
3666.99,526,526,398.8068,3521.91,157.3761,2630000,-19481.11328125
2651.89,527,527,409.021,3442.22,199.2063,2635000,-19327.857421875
2512.34,528,528,424.4769,2250.21,294.4972,2640000,-19114.5390625
3189.76,529,529,426.7628,3411.6,208.1993,2645000,-19369.96484375
2662.4,530,530,420.1784,2829.81,192.5499,2650000,-19129.359375
2936.53,531,531,391.6744,2940.24,214.429,2655000,-19545.23046875
3267.23,532,532,419.5448,3101.56,245.1474,2660000,-18671.42578125
4398.25,533,533,396.5699,3287.66,705.0255,2665000,-19280.060546875
3861.79,534,534,390.226,3509.1,241.2094,2670000,-19585.83203125
4178.81,535,535,386.7887,4546.66,168.2247,2675000,-18985.595703125
4030.18,536,536,390.1306,3736.14,309.8751,2680000,-19578.43359375
1653.62,537,537,413.7054,1929.13,216.9415,2685000,-18064.888671875
3110.51,538,538,393.3957,3676.09,526.8045,2690000,-19040.341796875
4409.78,539,539,396.2999,4303.57,199.3975,2695000,-19655.822265625
4014.93,540,540,391.1028,4627.1,306.8031,2700000,-19638.732421875
3712.52,541,541,386.0045,3998.01,200.6278,2705000,-19672.66015625
4584.79,542,542,391.181,4161.16,668.0389,2710000,-19567.55859375
3891.63,543,543,409.7425,4103.24,205.1896,2715000,-19084.033203125
2997.16,544,544,408.9733,1424.99,205.0977,2720000,-19033.947265625
3716.28,545,545,409.9551,3486.57,201.6396,2725000,-19219.08203125
2353.75,546,546,415.8568,3010.04,195.7088,2730000,-19113.71484375
4583.6,547,547,418.5783,3529.95,242.4538,2735000,-19620.896484375
2676.38,548,548,434.3186,1788.47,257.5052,2740000,-19162.673828125
1448.74,549,549,424.4447,1283.71,306.6745,2745000,-19051.54296875
1952.06,550,550,421.3453,1622.32,540.6879,2750000,-19472.4375
3210.75,551,551,382.9287,3342.61,190.6709,2755000,-19367.931640625
2121.2,552,552,396.8949,2651.98,197.8226,2760000,-19397.236328125
3467.63,553,553,415.938,3604.31,240.8663,2765000,-19340.20703125
2818.83,554,554,431.2253,3046.74,325.7477,2770000,-19505.595703125
2093.59,555,555,418.9852,2016.1,205.1148,2775000,-19520.166015625
2485.24,556,556,408.5047,2987.43,363.2779,2780000,-19597.931640625
3452.57,557,557,413.9474,2393.49,190.4867,2785000,-18845.650390625
3562.06,558,558,414.1823,3171.95,363.4013,2790000,-19215.1796875
2384.8,559,559,412.3367,3322.27,212.312,2795000,-19367.904296875
2968.31,560,560,417.1395,3880.05,246.9357,2800000,-19508.6484375
3232.67,561,561,401.3231,3277.3,203.4691,2805000,-19632.376953125
2925.33,562,562,422.2621,2952.91,267.5696,2810000,-19509.611328125
4241.88,563,563,408.9879,4023.16,219.6224,2815000,-19596.046875
2435.45,564,564,418.9948,3059.76,230.8493,2820000,-19556.60546875
4103.68,565,565,405.5987,3607.33,205.6688,2825000,-19698.87890625
4288.32,566,566,416.3831,4254.66,428.1582,2830000,-19518.021484375
4153.22,567,567,407.2317,3243.99,198.2358,2835000,-19456.173828125
3635.14,568,568,410.8322,3718.48,213.0001,2840000,-19282.482421875
3061.63,569,569,415.0415,3524.73,237.1238,2845000,-19581.234375
3361.48,570,570,425.8149,3149.25,251.9159,2850000,-19780.841796875
3472.51,571,571,419.5987,3846.05,195.3666,2855000,-19365.09375
4055.47,572,572,424.0106,3757.4,804.203,2860000,-19644.36328125
4324.89,573,573,406.9306,4522.58,445.3379,2865000,-19546.5625
3827.71,574,574,405.5523,4200.45,192.1464,2870000,-19534.353515625
2919.8,575,575,411.205,2645.78,1007.6281,2875000,-19555.732421875
3224.52,576,576,419.0326,4253.89,347.6329,2880000,-19571.482421875
3705.74,577,577,412.5034,2960.56,184.1133,2885000,-19425.40234375
3808.52,578,578,420.6551,3982.73,231.3395,2890000,-19679.515625
3902.71,579,579,421.1585,4208.09,423.6939,2895000,-19666.81640625
4432.3,580,580,423.1033,4581.41,289.7223,2900000,-19812.640625
3472.6,581,581,407.0589,3433.43,205.8508,2905000,-19395.146484375
3768.0,582,582,418.764,3665.84,187.0735,2910000,-19375.11328125
4318.62,583,583,416.1421,3862.62,196.1069,2915000,-19459.11328125
2949.42,584,584,433.879,3737.39,248.9064,2920000,-19358.244140625
3734.01,585,585,424.1783,3792.67,208.0598,2925000,-19655.9296875
3539.93,586,586,429.5224,3737.52,254.4499,2930000,-19466.806640625
3134.63,587,587,428.7884,3888.7,338.1633,2935000,-18997.9921875
4254.81,588,588,415.5902,4040.83,181.8214,2940000,-19492.943359375
4056.44,589,589,413.6326,3584.75,194.7659,2945000,-19460.32421875
4621.98,590,590,409.3364,4095.51,195.9114,2950000,-19452.068359375
4780.83,591,591,412.2561,4396.25,210.5303,2955000,-19598.5078125
4331.8,592,592,415.584,4091.57,575.7933,2960000,-19631.115234375
4596.99,593,593,414.8656,4535.3,197.1761,2965000,-19686.7109375
3145.46,594,594,414.8607,4124.95,182.5159,2970000,-19309.57421875
3811.26,595,595,418.6789,3818.12,190.1263,2975000,-19216.0078125
3762.63,596,596,413.2473,3244.21,220.6325,2980000,-19518.810546875
2254.25,597,597,441.8763,3064.55,257.3334,2985000,-19265.826171875
2448.24,598,598,452.0476,2541.92,310.0123,2990000,-18652.6640625
2145.08,599,599,421.2069,1933.43,241.5426,2995000,-18903.896484375
