Running Env Steps,Real Det Return,Reward Loss,Running Forward KL,Running Reverse KL,Itration,Real Sto Return,Running Update Time
1970000,2317.52,-65228.31640625,156.648,15.2521,394,1954.53,394
1975000,2328.68,-65508.23828125,156.5804,15.2222,395,1967.78,395
1980000,2362.98,-65876.546875,156.6005,15.3232,396,1991.47,396
1985000,2349.32,-65844.640625,156.6071,15.2089,397,1968.59,397
1990000,2346.4,-65805.03125,156.418,15.0975,398,1953.48,398
1995000,2353.89,-66032.859375,156.4368,15.2599,399,1969.2,399
2000000,2340.84,-66227.875,156.5359,15.4422,400,1982.73,400
2005000,2343.36,-66114.7265625,156.5283,15.2888,401,1982.05,401
2010000,2353.61,-66602.40625,156.6101,15.1891,402,1992.64,402
2015000,2361.8,-66680.9609375,156.6002,15.3845,403,1988.57,403
2020000,2346.66,-66478.046875,156.5581,15.2115,404,1950.16,404
2025000,2342.03,-66836.828125,156.6707,15.2799,405,1993.56,405
2030000,2365.9,-67144.6796875,156.5486,15.3201,406,1976.72,406
2035000,2347.5,-67200.875,156.471,15.2633,407,1964.79,407
2040000,2363.86,-67557.8828125,156.6261,15.4875,408,1989.82,408
2045000,2343.79,-67395.734375,156.6378,15.0519,409,1983.42,409
2050000,2335.91,-67164.7265625,156.6073,15.0521,410,1954.35,410
2055000,2358.69,-67454.5234375,156.4585,15.402,411,1984.97,411
2060000,2344.59,-67912.5546875,156.6513,15.4144,412,1983.43,412
2065000,2362.53,-67850.25,156.6256,15.3883,413,2006.27,413
2070000,2351.25,-68071.4921875,156.5172,15.3213,414,1988.78,414
2075000,2342.73,-68359.328125,156.5817,15.1834,415,1968.39,415
2080000,2347.86,-68300.796875,156.4596,15.2401,416,1982.84,416
2085000,2324.75,-68143.5390625,156.5126,15.1455,417,1962.06,417
2090000,2349.4,-68617.828125,156.6207,15.2145,418,1978.53,418
2095000,2358.28,-68646.1875,156.5244,15.1601,419,1985.08,419
2100000,2347.71,-68625.0234375,156.5345,15.2644,420,1983.51,420
2105000,2342.57,-68559.34375,156.4376,15.2354,421,1974.28,421
2110000,2347.02,-68952.1953125,156.5535,15.2675,422,1963.85,422
2115000,2317.91,-69140.4453125,156.3673,15.1189,423,1979.64,423
2120000,2344.17,-69219.296875,156.5335,15.0654,424,1983.45,424
2125000,2320.11,-69519.15625,156.5478,15.3418,425,1978.65,425
2130000,2324.45,-69435.625,156.5835,15.0813,426,1972.55,426
2135000,2335.01,-69483.328125,156.5362,15.2173,427,1977.38,427
2140000,2342.83,-69495.4765625,156.5644,15.2586,428,1956.47,428
2145000,2336.9,-70007.1328125,156.4614,15.2598,429,1989.47,429
2150000,2353.11,-69924.0234375,156.6272,15.2122,430,1985.72,430
2155000,2336.16,-69536.203125,156.5959,15.1739,431,1965.88,431
2160000,2371.87,-70172.4453125,156.6067,15.2549,432,1992.16,432
2165000,2332.52,-70194.4921875,156.3806,15.1734,433,1985.98,433
2170000,2336.08,-70247.25,156.4351,15.2679,434,1997.38,434
2175000,2353.99,-70666.9375,156.5614,15.3279,435,2002.16,435
2180000,2352.42,-70580.328125,156.5035,15.2595,436,1998.54,436
2185000,2357.27,-71175.4609375,156.5444,15.467,437,2001.4,437
2190000,2346.23,-70837.5078125,156.5412,15.3026,438,1991.52,438
2195000,2343.32,-70861.7109375,156.472,15.2429,439,2002.86,439
2200000,2340.48,-70519.1015625,156.5882,15.1661,440,1981.05,440
2205000,2341.97,-70994.75,156.5162,15.2748,441,2008.91,441
2210000,2343.18,-71299.578125,156.4392,15.2643,442,1997.56,442
2215000,2352.57,-71333.1875,156.5508,15.2757,443,1994.84,443
2220000,2345.81,-71424.5546875,156.497,15.2573,444,1985.05,444
2225000,2349.9,-71876.8984375,156.4836,15.2088,445,1978.62,445
2230000,2354.38,-71682.3984375,156.5162,15.3343,446,2003.41,446
2235000,2344.35,-71841.953125,156.48,15.1987,447,2001.94,447
2240000,2346.73,-72126.796875,156.5632,15.3239,448,1978.3,448
2245000,2346.23,-72207.6484375,156.4913,15.2743,449,1995.39,449
2250000,2353.15,-72080.203125,156.4362,15.2307,450,1976.52,450
2255000,2333.02,-72191.171875,156.5246,15.1655,451,1957.87,451
2260000,2336.49,-72504.265625,156.5811,15.2774,452,1990.94,452
2265000,2343.42,-72643.078125,156.427,15.1308,453,1974.33,453
2270000,2348.59,-72626.921875,156.5119,15.2361,454,1993.03,454
2275000,2366.42,-72855.578125,156.6597,15.3317,455,2016.12,455
2280000,2337.7,-72915.21875,156.5723,15.157,456,1964.79,456
2285000,2351.52,-73114.2109375,156.5075,15.3268,457,1990.59,457
2290000,2343.02,-72977.328125,156.6026,15.2062,458,1988.14,458
2295000,2334.48,-72898.3984375,156.5481,15.2083,459,1954.91,459
2300000,2354.89,-73337.953125,156.4348,15.45,460,2014.35,460
2305000,2374.24,-73402.9375,156.4823,15.2254,461,1984.19,461
2310000,2362.62,-73565.6328125,156.5571,15.3374,462,2017.77,462
2315000,2355.59,-73372.7890625,156.4749,15.1419,463,1985.47,463
2320000,2367.14,-73979.1875,156.5957,15.2888,464,2007.58,464
2325000,2353.38,-73601.2109375,156.4927,15.0333,465,1993.71,465
2330000,2366.31,-74115.53125,156.5199,15.2444,466,1994.81,466
2335000,2379.07,-74255.0,156.6022,15.3013,467,1983.65,467
2340000,2381.64,-73812.75,156.5021,15.0792,468,1989.63,468
2345000,2364.87,-74152.4375,156.6235,15.1458,469,2010.19,469
2350000,2375.6,-74264.453125,156.528,15.2595,470,2001.26,470
2355000,2379.92,-74392.953125,156.4448,15.3411,471,1997.81,471
2360000,2377.46,-74773.859375,156.5179,15.2925,472,1997.79,472
2365000,2374.83,-74605.9609375,156.5783,15.3329,473,1992.0,473
2370000,2374.31,-74426.0,156.4721,15.1812,474,1978.32,474
2375000,2395.51,-74598.453125,156.59,15.2465,475,2013.43,475
2380000,2384.54,-74794.421875,156.6153,15.3537,476,2003.4,476
2385000,2373.73,-74802.2890625,156.5068,15.3465,477,2006.11,477
2390000,2391.1,-75034.796875,156.5664,15.2382,478,2022.97,478
2395000,2387.31,-74807.1015625,156.5252,15.2033,479,1995.3,479
2400000,2371.12,-74948.9609375,156.5794,15.1066,480,1970.24,480
2405000,2386.17,-75324.71875,156.5711,15.1944,481,1999.59,481
2410000,2376.94,-75174.9375,156.4573,15.1774,482,2013.69,482
2415000,2383.91,-75208.015625,156.6128,15.2956,483,2005.3,483
2420000,2375.92,-75630.21875,156.6956,15.4251,484,2003.83,484
2425000,2372.91,-75709.640625,156.5824,15.3969,485,1996.5,485
2430000,2405.87,-75841.6875,156.5651,15.3585,486,2013.97,486
2435000,2358.97,-75738.5625,156.6207,15.2849,487,2003.94,487
2440000,2378.73,-75951.3046875,156.5372,15.2553,488,1986.35,488
2445000,2369.46,-75581.84375,156.5516,15.0328,489,1991.82,489
2450000,2381.65,-75850.796875,156.471,15.205,490,2017.41,490
2455000,2391.24,-76074.296875,156.6555,15.3134,491,2015.97,491
2460000,2391.32,-76004.203125,156.4689,15.1654,492,2006.59,492
2465000,2391.1,-76241.265625,156.503,15.3196,493,2015.99,493
2470000,2385.18,-76165.1171875,156.5871,15.0895,494,1983.04,494
2475000,2396.12,-76276.546875,156.5213,14.9549,495,2021.92,495
2480000,2346.36,-76412.6015625,156.5851,15.1813,496,1953.62,496
2485000,2387.65,-76484.2734375,156.5223,15.0004,497,2007.6,497
2490000,2377.56,-76051.4453125,156.4766,15.0242,498,1994.98,498
2495000,2363.05,-76341.3203125,156.5932,15.1029,499,1981.39,499
2500000,2378.5,-76838.1875,156.5834,15.2251,500,2011.11,500
2505000,2376.46,-76923.8125,156.581,15.0602,501,1991.07,501
2510000,2378.54,-76862.71875,156.4447,15.0216,502,2018.96,502
2515000,2388.03,-77298.5859375,156.5187,15.1716,503,2015.84,503
2520000,2372.31,-77332.8984375,156.5552,15.1804,504,2004.61,504
2525000,2380.61,-77351.984375,156.4411,15.049,505,1995.01,505
2530000,2384.22,-77340.1171875,156.4959,15.2173,506,2012.66,506
2535000,2362.62,-77213.03125,156.5747,15.0232,507,1992.3,507
2540000,2371.55,-77378.625,156.4713,15.0904,508,2013.02,508
2545000,2381.12,-77279.046875,156.5229,15.1319,509,2005.74,509
2550000,2366.64,-77295.7578125,156.5071,14.9399,510,1995.95,510
2555000,2380.91,-77432.796875,156.4637,15.1269,511,1987.65,511
2560000,2370.68,-77847.3984375,156.5966,15.0866,512,1981.08,512
2565000,2386.88,-77861.125,156.4797,15.1528,513,2020.08,513
2570000,2382.66,-77855.4296875,156.4581,15.1359,514,2007.55,514
2575000,2389.94,-78103.390625,156.6039,15.1378,515,2011.22,515
2580000,2374.19,-78088.59375,156.648,15.1831,516,2011.39,516
2585000,2388.71,-78340.9296875,156.5562,15.2953,517,1995.69,517
2590000,2359.25,-78369.1015625,156.5663,15.1307,518,1987.49,518
2595000,2388.24,-78362.296875,156.5103,15.1776,519,1992.97,519
2600000,2370.56,-78359.125,156.5294,15.0177,520,1988.13,520
2605000,2365.76,-78438.5625,156.5688,15.2534,521,1977.6,521
2610000,2369.09,-78409.0546875,156.5679,15.1106,522,2007.36,522
2615000,2363.69,-78722.5625,156.4802,15.1962,523,2005.38,523
2620000,2389.47,-78477.8515625,156.5169,15.1753,524,2012.1,524
2625000,2384.75,-78676.5703125,156.5572,15.1166,525,2003.22,525
2630000,2388.86,-78726.390625,156.6588,15.1497,526,1983.03,526
2635000,2379.46,-79109.9375,156.3648,14.975,527,1988.35,527
2640000,2385.14,-78787.9375,156.5244,15.0961,528,2007.48,528
2645000,2393.82,-78848.546875,156.5212,15.2502,529,2009.66,529
2650000,2383.96,-79000.4609375,156.6771,15.0186,530,1994.58,530
2655000,2370.76,-79110.3125,156.6064,15.149,531,2003.07,531
2660000,2379.96,-79149.4140625,156.491,15.2598,532,2009.49,532
2665000,2393.72,-79350.640625,156.6186,15.2428,533,2003.01,533
2670000,2367.88,-79516.125,156.561,15.3093,534,1997.65,534
2675000,2378.4,-79550.7109375,156.5155,15.2089,535,1984.28,535
2680000,2376.94,-79617.7578125,156.5586,15.2658,536,1989.42,536
2685000,2383.44,-79648.171875,156.5841,15.1057,537,1986.93,537
2690000,2381.89,-79732.3046875,156.5746,15.157,538,1986.81,538
2695000,2371.97,-79858.890625,156.4638,15.2037,539,1996.06,539
2700000,2360.39,-79378.0234375,156.566,15.1978,540,1988.22,540
2705000,2372.29,-79672.46875,156.4385,15.0623,541,2019.5,541
2710000,2389.02,-80239.9921875,156.6776,15.3117,542,1996.68,542
2715000,2371.74,-79631.515625,156.6311,14.9842,543,2012.14,543
2720000,2372.68,-79774.0703125,156.6979,15.1744,544,1998.45,544
2725000,2366.51,-80014.078125,156.5405,14.9532,545,1983.96,545
2730000,2373.5,-79970.7421875,156.6957,15.2197,546,2018.93,546
2735000,2308.3,-79996.9296875,156.5822,15.0755,547,1973.81,547
2740000,2355.66,-80337.1484375,156.5301,15.0456,548,1992.56,548
2745000,2296.45,-80585.0,156.5166,15.1045,549,1986.37,549
2750000,2350.97,-80144.0703125,156.6211,15.1599,550,2007.47,550
2755000,2352.84,-80281.6640625,156.6339,14.9876,551,1998.32,551
2760000,2360.27,-80214.21875,156.5825,15.0911,552,1998.93,552
2765000,2356.14,-80400.984375,156.4737,14.9946,553,2000.2,553
2770000,2367.33,-80606.703125,156.5993,15.3032,554,2002.21,554
2775000,2355.45,-80486.015625,156.5223,14.8982,555,1986.55,555
2780000,2353.66,-80865.5078125,156.5955,15.2195,556,1995.42,556
2785000,2331.82,-80784.3515625,156.6118,15.1201,557,1969.99,557
2790000,2353.93,-81002.28125,156.5981,15.0588,558,2006.8,558
2795000,2389.98,-80927.6953125,156.4871,14.9992,559,2023.15,559
2800000,2359.24,-80965.390625,156.4865,15.0855,560,1986.33,560
2805000,2359.98,-80989.65625,156.5777,15.074,561,2001.3,561
2810000,2366.66,-81269.9609375,156.6393,15.0024,562,1994.36,562
2815000,2366.96,-80955.5390625,156.4742,15.1059,563,2017.29,563
2820000,2376.33,-81187.671875,156.4973,15.1373,564,2022.91,564
2825000,2364.7,-81434.484375,156.58,15.1086,565,2011.49,565
2830000,2376.81,-81392.5234375,156.6202,15.0511,566,2026.17,566
2835000,2370.8,-81401.8671875,156.4929,15.1446,567,2027.85,567
2840000,2390.21,-81485.875,156.4151,15.1642,568,2034.38,568
2845000,2377.29,-81785.578125,156.5131,15.0417,569,2025.73,569
2850000,2373.58,-81596.9765625,156.521,15.119,570,2018.79,570
2855000,2379.31,-81413.2265625,156.5441,15.0216,571,2011.45,571
2860000,2353.37,-81927.828125,156.5604,15.2152,572,2024.18,572
2865000,2372.39,-82134.984375,156.5189,15.3389,573,2016.11,573
2870000,2375.4,-81976.546875,156.4826,15.1389,574,2017.69,574
2875000,2386.77,-81753.203125,156.5391,15.2926,575,2027.39,575
2880000,2372.23,-82090.4765625,156.5977,15.214,576,2012.69,576
2885000,2377.12,-82116.8046875,156.6054,15.0929,577,2012.63,577
2890000,2374.14,-82135.9453125,156.5479,14.9653,578,2001.03,578
2895000,2374.41,-82467.078125,156.5581,15.0543,579,2007.59,579
2900000,2377.66,-82593.640625,156.4899,14.9817,580,2011.04,580
2905000,2385.85,-82473.6953125,156.5167,15.175,581,2017.21,581
2910000,2369.99,-82449.3359375,156.5876,15.1409,582,2021.77,582
2915000,2348.27,-82401.8828125,156.5504,15.0979,583,2011.99,583
2920000,2390.4,-82948.0234375,156.5132,15.1475,584,2043.7,584
2925000,2365.79,-82628.34375,156.5426,15.1677,585,2012.61,585
2930000,2377.25,-82895.8125,156.5727,15.2036,586,2019.43,586
2935000,2384.77,-83060.4453125,156.4838,15.2079,587,2019.89,587
2940000,2399.17,-83081.96875,156.5745,15.1925,588,2044.45,588
2945000,2370.63,-83279.1796875,156.6714,15.2743,589,2012.42,589
2950000,2402.05,-83649.6328125,156.6195,15.2812,590,2049.28,590
2955000,2399.92,-83397.4140625,156.5143,15.2421,591,2023.49,591
2960000,2384.64,-83528.9296875,156.5345,15.1422,592,2036.14,592
2965000,2377.86,-83695.125,156.6256,15.2183,593,2010.36,593
2970000,2381.76,-83561.8671875,156.4975,15.0732,594,2018.29,594
2975000,2378.85,-83454.609375,156.522,14.989,595,2019.88,595
2980000,2379.21,-83834.3984375,156.5627,15.0847,596,2010.02,596
2985000,2386.43,-83949.3359375,156.5115,15.2073,597,2018.1,597
2990000,2374.67,-83744.765625,156.4704,15.2098,598,2039.56,598
2995000,2375.37,-83515.8203125,156.5755,15.1279,599,2006.0,599
