Reward Loss,Real Det Return,Running Update Time,Running Reverse KL,Running Env Steps,Running Forward KL,Itration,Real Sto Return
-19277.099609375,912.37,409,30.2315,2045000,73.5072,409,282.46
-19210.625,546.18,410,30.105,2050000,72.8403,410,271.16
-19177.234375,847.21,411,30.3216,2055000,72.39,411,214.47
-19309.966796875,602.53,412,30.4116,2060000,74.3306,412,228.32
-19195.83203125,904.45,413,29.8789,2065000,72.2388,413,318.18
-19211.578125,769.39,414,30.512,2070000,72.3907,414,226.29
-19255.5625,757.15,415,30.0769,2075000,73.8891,415,241.94
-19187.82421875,713.91,416,30.2551,2080000,72.3699,416,285.32
-19308.861328125,709.53,417,30.7394,2085000,74.2618,417,268.26
-19316.73828125,852.56,418,30.8959,2090000,74.3973,418,256.04
-19282.5859375,803.22,419,30.4697,2095000,73.3336,419,328.3
-19311.091796875,707.5,420,30.6586,2100000,73.5096,420,264.18
-19323.2421875,907.06,421,30.9985,2105000,72.6045,421,318.94
-19304.80859375,760.56,422,30.8027,2110000,73.7193,422,305.18
-19364.57421875,793.37,423,30.842,2115000,73.1394,423,283.93
-19297.36328125,855.52,424,30.2295,2120000,73.3602,424,240.98
-19366.779296875,755.59,425,30.379,2125000,73.447,425,246.39
-19331.455078125,846.61,426,30.1943,2130000,73.7638,426,249.38
-19315.77734375,758.58,427,30.8046,2135000,73.5658,427,265.85
-19240.951171875,702.09,428,30.2457,2140000,73.2129,428,225.57
-19227.87109375,738.96,429,29.902,2145000,73.4788,429,238.57
-19388.763671875,750.53,430,30.4382,2150000,73.8668,430,239.79
-19358.09375,802.26,431,30.6393,2155000,73.0646,431,243.27
-19374.53125,753.3,432,30.8872,2160000,74.8261,432,207.56
-19360.263671875,904.46,433,30.3157,2165000,74.0314,433,271.85
-19367.783203125,901.77,434,30.8492,2170000,73.5046,434,257.78
-19358.931640625,898.46,435,30.4933,2175000,73.6198,435,218.88
-19370.365234375,940.96,436,30.3452,2180000,73.7141,436,291.18
-19346.55859375,793.11,437,30.5615,2185000,72.7072,437,232.04
-19369.99609375,848.03,438,30.5522,2190000,73.335,438,250.93
-19328.09375,653.02,439,30.2062,2195000,73.2779,439,296.76
-19337.638671875,748.38,440,30.4184,2200000,73.6993,440,309.82
-19277.76953125,759.17,441,30.2653,2205000,72.6861,441,257.18
-19361.36328125,797.01,442,30.4671,2210000,73.4528,442,269.6
-19367.095703125,702.76,443,30.4359,2215000,72.9314,443,306.43
-19319.1484375,903.06,444,30.041,2220000,73.9626,444,252.18
-19359.171875,851.64,445,29.7797,2225000,72.4996,445,238.99
-19386.94140625,859.56,446,30.6328,2230000,73.5091,446,261.5
-19343.3984375,949.85,447,30.3868,2235000,73.1134,447,247.9
-19371.08984375,754.46,448,30.1085,2240000,73.8641,448,237.73
-19373.8984375,851.72,449,30.5388,2245000,73.458,449,229.0
-19383.396484375,751.13,450,30.5435,2250000,73.6447,450,285.84
-19392.57421875,844.14,451,30.4473,2255000,73.9001,451,291.75
-19455.798828125,804.92,452,30.8787,2260000,73.3517,452,240.0
-19418.837890625,942.75,453,30.4036,2265000,74.2351,453,266.55
-19392.0078125,741.64,454,30.6342,2270000,74.7205,454,175.43
-19330.8515625,849.65,455,29.9652,2275000,72.5362,455,296.33
-19423.998046875,756.68,456,30.2817,2280000,72.9838,456,240.64
-19455.8046875,994.51,457,30.1595,2285000,74.1499,457,209.71
-19336.146484375,899.81,458,30.057,2290000,73.2737,458,203.06
-19355.388671875,754.55,459,30.1665,2295000,73.8209,459,261.43
-19436.6953125,606.99,460,30.5356,2300000,74.5135,460,223.37
-19403.599609375,704.99,461,29.9288,2305000,74.0763,461,261.63
-19421.9921875,849.29,462,30.5311,2310000,74.5468,462,224.55
-19430.740234375,804.38,463,30.2001,2315000,73.4797,463,184.18
-19345.2421875,945.94,464,29.7557,2320000,73.5711,464,270.39
-19371.671875,767.33,465,30.5258,2325000,74.0527,465,273.39
-19387.166015625,960.77,466,30.2568,2330000,73.2329,466,203.61
-19407.85546875,801.62,467,30.2794,2335000,74.0788,467,305.63
-19390.9453125,796.04,468,30.2244,2340000,73.8553,468,189.11
-19408.65625,841.52,469,30.5152,2345000,74.7941,469,230.38
-19363.890625,766.0,470,29.9662,2350000,74.1727,470,215.94
-19423.12109375,656.47,471,30.0992,2355000,74.0215,471,188.43
-19341.333984375,851.53,472,30.0835,2360000,72.5345,472,217.86
-19343.77734375,792.84,473,29.9905,2365000,73.3275,473,206.8
-19403.716796875,662.99,474,30.499,2370000,73.0531,474,207.04
-19469.58984375,856.36,475,30.6425,2375000,73.9414,475,262.75
-19425.333984375,707.75,476,30.2498,2380000,73.2662,476,260.29
-19403.095703125,606.12,477,30.4854,2385000,74.3551,477,223.04
-19375.787109375,855.28,478,30.2365,2390000,73.8767,478,271.62
-19375.005859375,849.7,479,30.5375,2395000,73.1791,479,275.64
-19386.533203125,944.22,480,30.5094,2400000,73.2505,480,279.42
-19497.529296875,795.02,481,29.7783,2405000,74.5617,481,204.1
-19382.31640625,452.58,482,30.335,2410000,74.8857,482,237.32
-19412.943359375,759.26,483,30.2243,2415000,73.9455,483,235.79
-19362.953125,649.7,484,30.4413,2420000,72.8018,484,192.59
-19446.1015625,699.81,485,30.161,2425000,73.812,485,231.76
-19474.0703125,744.31,486,30.9261,2430000,73.7195,486,248.86
-19406.513671875,776.77,487,30.0942,2435000,73.3755,487,137.5
-19368.548828125,904.03,488,30.7444,2440000,73.9277,488,256.08
-19363.798828125,701.27,489,30.0384,2445000,73.2882,489,272.45
-19429.5546875,596.37,490,30.6652,2450000,74.4026,490,211.84
-19474.30078125,796.2,491,30.2094,2455000,74.6448,491,243.07
-19431.46875,561.93,492,30.0495,2460000,73.4665,492,276.27
-19458.1640625,669.55,493,30.5247,2465000,74.6054,493,285.26
-19479.19140625,605.86,494,30.0944,2470000,73.9131,494,231.44
-19352.3515625,752.5,495,30.0504,2475000,73.2785,495,242.94
