Running Reverse KL,Real Sto Return,Running Forward KL,Running Update Time,Running Env Steps,Reward Loss,Real Det Return,Itration
75.199,3920.94,77.1466,392,1960000,-58587.8046875,4560.54,392
81.82,4340.2,84.1521,393,1965000,-60444.0234375,5207.22,393
79.1338,4244.38,77.6524,394,1970000,-60068.7421875,5265.96,394
75.6206,5432.81,76.1318,395,1975000,-59029.09765625,5716.65,395
78.749,5307.78,75.5058,396,1980000,-59509.62890625,5861.41,396
84.6691,4779.89,79.2595,397,1985000,-62256.4765625,5899.42,397
86.2362,5312.5,86.1415,398,1990000,-63922.44140625,5699.87,398
86.5719,4965.89,84.7246,399,1995000,-63859.0,5874.59,399
92.8875,5160.76,89.8424,400,2000000,-64577.34765625,5317.03,400
85.9352,5178.76,87.0597,401,2005000,-64035.0703125,5809.82,401
88.0561,4925.35,90.5628,402,2010000,-64651.55078125,5756.2,402
89.5216,5439.91,89.0766,403,2015000,-64899.9921875,5790.26,403
79.6744,5021.18,77.4894,404,2020000,-60661.2421875,5545.04,404
88.6526,5454.93,87.572,405,2025000,-65114.9921875,5540.88,405
87.6932,4837.05,87.8932,406,2030000,-64931.00390625,5510.29,406
88.3349,4965.17,87.1996,407,2035000,-65359.921875,5234.96,407
89.8498,4968.21,87.4335,408,2040000,-65624.796875,5483.99,408
85.8913,5329.45,81.7994,409,2045000,-64639.69921875,5382.96,409
88.9364,5246.87,88.0023,410,2050000,-65923.2109375,5691.77,410
89.9749,5167.5,88.8006,411,2055000,-66108.28125,5749.78,411
89.302,4616.18,88.613,412,2060000,-66355.4296875,5313.95,412
87.5829,4963.08,87.6685,413,2065000,-66010.4921875,5463.59,413
89.0231,4831.15,87.6754,414,2070000,-65906.65625,5756.3,414
91.6758,4742.83,88.5494,415,2075000,-66799.796875,5536.6,415
91.7017,5427.85,89.623,416,2080000,-66895.3046875,5445.09,416
89.9823,5197.81,88.6389,417,2085000,-67019.0234375,5814.99,417
86.9278,5528.91,87.5562,418,2090000,-67011.1484375,5933.39,418
89.9916,4994.83,89.0003,419,2095000,-66474.8046875,5679.1,419
88.8878,5062.35,88.912,420,2100000,-67526.0859375,5672.09,420
87.27,5465.81,87.3297,421,2105000,-66917.7890625,5735.75,421
86.3797,5385.82,87.9664,422,2110000,-67851.796875,4969.17,422
81.352,5386.68,76.7912,423,2115000,-63739.7578125,5555.94,423
81.7686,5315.61,77.028,424,2120000,-64165.21484375,5819.69,424
92.7067,4664.67,88.3801,425,2125000,-68249.4296875,5722.15,425
85.1105,5179.08,88.0085,426,2130000,-67993.8046875,5772.95,426
92.7241,5460.68,88.2728,427,2135000,-68647.3125,5714.71,427
90.8958,4671.13,88.6849,428,2140000,-67980.7734375,5563.73,428
89.0243,4859.03,89.0571,429,2145000,-68276.2421875,5572.2,429
84.1922,5108.09,80.8465,430,2150000,-66723.53125,5330.69,430
86.5207,5324.68,87.0721,431,2155000,-68926.6171875,5685.31,431
92.3155,5169.53,88.5861,432,2160000,-69188.78125,5709.12,432
92.4739,5291.46,89.2665,433,2165000,-69547.0703125,5886.3,433
87.1683,5223.43,87.4349,434,2170000,-68651.0390625,5731.15,434
77.744,5330.89,77.0928,435,2175000,-64644.796875,5611.83,435
78.3064,5251.34,76.7873,436,2180000,-65797.7734375,5855.74,436
85.7214,5036.91,85.6581,437,2185000,-68881.4296875,5598.12,437
91.0499,4945.99,88.4675,438,2190000,-70070.8828125,5695.61,438
89.1258,5330.88,87.737,439,2195000,-69982.9296875,5763.17,439
85.0357,5295.6,81.8972,440,2200000,-68527.375,5137.3,440
85.3663,5003.03,87.8211,441,2205000,-70574.2890625,5867.23,441
92.1137,5294.87,89.6329,442,2210000,-70559.171875,5393.85,442
91.4386,5296.24,89.0129,443,2215000,-70876.25,5742.5,443
79.6522,5215.05,75.7085,444,2220000,-65153.6015625,5040.98,444
80.4579,5186.36,76.8567,445,2225000,-66872.0,5640.05,445
82.9497,5440.76,77.4131,446,2230000,-66885.34375,5735.51,446
89.4813,5266.55,88.6014,447,2235000,-70555.9140625,5694.35,447
91.3422,5406.43,88.8237,448,2240000,-71534.7265625,5879.86,448
71.094,4954.84,71.8476,449,2245000,-60195.33984375,5447.54,449
87.8442,4309.3,86.2366,450,2250000,-71060.296875,5861.13,450
85.9019,5384.75,86.2984,451,2255000,-70990.6875,5759.02,451
92.7213,5299.19,87.4178,452,2260000,-71896.03125,5734.38,452
87.2796,5233.48,87.3312,453,2265000,-71549.125,5605.27,453
89.3496,4984.68,87.6481,454,2270000,-71567.4453125,5509.84,454
88.3104,5454.71,88.2867,455,2275000,-71576.5390625,5799.88,455
93.4129,5331.68,88.4145,456,2280000,-72449.546875,5603.69,456
88.425,5081.22,86.5704,457,2285000,-72231.6328125,5666.49,457
89.6713,5097.19,87.7749,458,2290000,-71889.421875,5447.76,458
88.585,5103.62,89.0239,459,2295000,-71722.6015625,5438.63,459
92.2882,5579.07,84.4807,460,2300000,-72422.0390625,5662.56,460
90.2827,5335.94,87.9473,461,2305000,-72711.3125,5826.11,461
88.1059,4833.93,88.5486,462,2310000,-73173.46875,5919.45,462
82.2892,5305.51,77.4381,463,2315000,-68537.9765625,5872.17,463
88.3762,5096.63,88.3863,464,2320000,-72871.859375,5279.67,464
78.5969,4619.87,75.6232,465,2325000,-67684.28125,5655.83,465
86.6392,5131.14,87.1711,466,2330000,-72944.7265625,5791.8,466
88.0476,4852.09,88.3977,467,2335000,-73140.90625,5288.84,467
88.9869,5190.27,82.1231,468,2340000,-72636.765625,5851.67,468
78.6268,4647.39,75.9754,469,2345000,-67324.03125,5793.21,469
93.2069,5074.62,89.355,470,2350000,-73941.859375,5728.45,470
90.787,5360.33,89.8266,471,2355000,-74439.1953125,5670.95,471
90.4202,5285.86,88.9853,472,2360000,-74398.453125,5632.72,472
76.7737,5431.09,75.0237,473,2365000,-65262.12109375,5788.57,473
83.302,5136.28,84.7497,474,2370000,-73661.7578125,5470.58,474
89.3448,5403.56,89.1802,475,2375000,-74336.234375,5846.78,475
89.875,5048.16,89.2973,476,2380000,-74901.421875,5624.92,476
91.5148,5366.05,89.7197,477,2385000,-74715.5625,5561.75,477
90.0051,4731.99,89.8777,478,2390000,-74819.5234375,5594.83,478
91.147,5054.85,87.961,479,2395000,-74524.921875,5387.89,479
93.9352,5024.76,89.0384,480,2400000,-75324.8046875,5538.59,480
91.5617,4837.77,88.5794,481,2405000,-75377.0390625,5621.72,481
80.5106,5352.43,78.2143,482,2410000,-70861.7890625,5737.9,482
88.8658,5248.32,88.3186,483,2415000,-75208.8515625,5802.2,483
89.1619,5506.39,85.3076,484,2420000,-75151.0546875,5890.62,484
79.4751,5356.48,76.1173,485,2425000,-69596.4140625,5928.84,485
89.5315,5091.69,87.2408,486,2430000,-75448.1171875,5736.35,486
79.4956,5547.3,77.1551,487,2435000,-70649.125,5928.51,487
87.2398,4920.04,88.2272,488,2440000,-74936.3359375,5346.94,488
79.8873,5076.69,83.5425,489,2445000,-73810.96875,5520.56,489
86.9662,4962.26,87.345,490,2450000,-75644.8203125,5898.07,490
84.651,5233.4,86.5416,491,2455000,-75657.2578125,5912.35,491
89.2311,5153.92,88.2413,492,2460000,-75646.4453125,5693.23,492
88.6333,5302.37,88.7062,493,2465000,-75969.515625,5649.94,493
87.9485,5389.68,87.1407,494,2470000,-75299.7890625,5794.6,494
83.2983,4647.28,83.1972,495,2475000,-75332.4609375,5932.43,495
88.0694,5542.39,87.0463,496,2480000,-76539.8984375,5933.38,496
86.4394,5222.46,87.2163,497,2485000,-76224.625,5485.5,497
73.0878,5228.76,76.4052,498,2490000,-69930.75,5899.67,498
80.756,5158.38,78.8572,499,2495000,-73582.03125,5777.83,499
80.2085,5136.48,77.9645,500,2500000,-72061.203125,5329.83,500
83.2671,5323.16,86.7514,501,2505000,-76099.8671875,5480.94,501
85.0789,4618.41,87.8391,502,2510000,-76687.109375,5541.99,502
87.5987,5197.88,88.9626,503,2515000,-76992.3984375,5735.62,503
77.1481,4983.01,76.1637,504,2520000,-70945.046875,5816.95,504
84.5766,4940.79,88.5221,505,2525000,-76396.40625,5237.68,505
88.0323,5389.01,89.808,506,2530000,-77336.8671875,5578.9,506
89.7455,5295.39,88.9593,507,2535000,-77165.9765625,5563.31,507
86.3019,5152.76,85.4436,508,2540000,-76450.203125,5409.55,508
83.9692,5059.34,85.7554,509,2545000,-76519.25,5788.89,509
89.3148,5304.88,89.135,510,2550000,-77774.015625,5894.37,510
87.5425,5100.39,87.659,511,2555000,-77280.9140625,5581.23,511
89.6211,5201.16,89.4548,512,2560000,-77227.015625,5465.24,512
90.0791,5403.57,90.5923,513,2565000,-78361.421875,5883.06,513
87.1449,5229.59,88.1505,514,2570000,-77781.7578125,5790.48,514
88.1982,4789.46,88.5582,515,2575000,-77860.6875,5670.13,515
89.5586,4814.09,89.9274,516,2580000,-78451.1328125,5664.15,516
90.2729,5076.09,90.3521,517,2585000,-78825.9140625,5706.36,517
82.8419,4830.22,79.308,518,2590000,-72422.015625,5348.33,518
92.5093,5462.27,90.9441,519,2595000,-78896.1015625,5780.42,519
86.857,5457.08,81.3267,520,2600000,-76936.796875,5849.46,520
79.2208,5553.02,75.7257,521,2605000,-70850.3515625,5301.89,521
92.3434,5525.53,90.7639,522,2610000,-79011.6484375,5674.85,522
94.7883,5535.95,91.6783,523,2615000,-79451.984375,5819.45,523
94.3517,5548.73,89.2627,524,2620000,-79435.0859375,5345.29,524
92.549,4805.07,89.6142,525,2625000,-79266.609375,5474.07,525
93.1163,5060.85,90.4392,526,2630000,-79329.75,5701.24,526
93.5873,5540.48,89.7941,527,2635000,-79505.8203125,5608.05,527
91.3744,5392.7,91.2337,528,2640000,-79688.6484375,5693.57,528
92.512,5276.74,91.3981,529,2645000,-79538.09375,5340.13,529
84.3124,5423.39,77.7665,530,2650000,-74198.984375,5788.5,530
92.0673,5493.06,90.2841,531,2655000,-79795.2890625,5862.06,531
91.57,5312.36,90.0557,532,2660000,-80305.578125,5910.87,532
94.4898,5559.46,91.0257,533,2665000,-80265.515625,5851.08,533
91.4037,5499.73,90.5429,534,2670000,-80284.4140625,5813.63,534
90.2719,4742.84,89.4844,535,2675000,-79800.4453125,5217.05,535
94.4379,5299.09,90.9917,536,2680000,-80425.21875,5760.62,536
90.7978,4680.0,89.8317,537,2685000,-79471.71875,5423.52,537
92.8939,5436.36,90.9304,538,2690000,-80542.828125,5220.35,538
94.9778,5544.36,91.358,539,2695000,-80144.1796875,5848.3,539
85.1705,4722.21,78.5308,540,2700000,-75384.6796875,4982.92,540
92.4912,5495.49,82.5593,541,2705000,-78843.96875,5713.2,541
95.7455,5479.32,91.1982,542,2710000,-80764.1484375,5693.52,542
98.1953,5045.69,91.0164,543,2715000,-81118.0078125,5832.64,543
90.9696,4788.41,90.5471,544,2720000,-80444.6640625,5198.9,544
94.1534,4801.87,90.7705,545,2725000,-81251.015625,5500.41,545
94.6624,5366.92,89.9525,546,2730000,-80868.8125,5620.07,546
86.6985,5326.1,78.5257,547,2735000,-75428.9609375,5813.52,547
75.506,5249.31,74.8134,548,2740000,-68462.234375,5780.61,548
87.611,5507.83,80.0127,549,2745000,-77535.53125,5847.34,549
91.8132,5536.79,84.9504,550,2750000,-79732.5078125,5789.15,550
96.6335,4429.07,91.8628,551,2755000,-81067.390625,4884.1,551
96.2557,4469.54,90.752,552,2760000,-81384.78125,5740.74,552
92.1319,4913.84,89.8819,553,2765000,-81040.7578125,5824.55,553
94.6776,4579.99,90.5249,554,2770000,-81488.796875,5733.82,554
75.1659,5406.35,75.0968,555,2775000,-67914.3828125,5679.69,555
81.5699,4686.82,78.8656,556,2780000,-76861.3515625,5732.85,556
84.5844,4579.02,82.2551,557,2785000,-79036.578125,5403.39,557
95.9058,5289.53,91.3735,558,2790000,-81756.015625,5450.52,558
89.8365,4975.14,84.0177,559,2795000,-80180.953125,5873.29,559
93.604,5485.43,91.062,560,2800000,-81959.890625,5839.41,560
92.9421,4619.65,91.1204,561,2805000,-81711.015625,5354.07,561
94.8902,5014.4,91.3399,562,2810000,-82184.0390625,5829.62,562
92.5603,4884.33,91.3028,563,2815000,-81728.0,5721.16,563
91.6186,5141.4,91.114,564,2820000,-81924.9140625,5303.82,564
95.5598,4542.74,92.1175,565,2825000,-82355.375,5288.23,565
94.8974,5323.49,92.5345,566,2830000,-82164.5078125,5878.06,566
96.5774,4716.84,92.0278,567,2835000,-82436.71875,5349.87,567
90.2463,4649.5,91.5644,568,2840000,-81989.515625,5605.91,568
95.3212,5274.57,92.5788,569,2845000,-82285.8203125,5431.09,569
91.4839,5128.06,91.8104,570,2850000,-82337.5078125,5857.72,570
93.027,5084.25,91.7627,571,2855000,-82407.5234375,5254.66,571
89.9107,5017.7,90.7835,572,2860000,-82006.703125,5802.43,572
89.468,5069.09,89.0909,573,2865000,-81642.8515625,5701.3,573
91.3226,4600.06,90.5861,574,2870000,-82004.71875,5569.51,574
89.9688,5056.73,90.4494,575,2875000,-81641.84375,5517.59,575
88.585,5037.57,83.1935,576,2880000,-80442.546875,5515.7,576
91.2068,5006.89,90.2037,577,2885000,-81586.8984375,5079.24,577
91.4758,4757.94,91.5001,578,2890000,-82267.1875,5313.35,578
91.9422,5262.84,90.777,579,2895000,-82503.9765625,5835.22,579
88.9596,5503.04,90.154,580,2900000,-82219.6171875,5607.47,580
91.4721,4419.09,91.2912,581,2905000,-82702.4453125,5417.06,581
81.9468,5137.71,77.8849,582,2910000,-76303.0546875,5792.15,582
84.0668,4450.74,80.6833,583,2915000,-79215.5859375,5307.3,583
92.5189,5567.4,92.2597,584,2920000,-83100.5078125,5553.15,584
91.8133,4418.58,89.2566,585,2925000,-82799.7890625,5817.62,585
82.4642,4617.01,78.2534,586,2930000,-76698.1484375,5668.92,586
80.419,5006.72,77.2821,587,2935000,-76445.46875,5869.73,587
84.0479,5178.39,88.8555,588,2940000,-82356.2265625,5855.33,588
91.4507,5358.69,90.9902,589,2945000,-83073.5859375,5495.34,589
93.3602,5054.58,89.6003,590,2950000,-83394.1328125,5765.23,590
85.47,5217.1,89.8909,591,2955000,-81848.28125,5696.04,591
87.7705,4943.24,87.9996,592,2960000,-82076.09375,5794.16,592
85.6241,5463.82,87.6515,593,2965000,-81013.125,5888.0,593
88.7495,5387.96,91.1402,594,2970000,-82904.8671875,5873.93,594
88.2905,4982.98,90.7126,595,2975000,-82895.9296875,5580.26,595
92.16,5179.68,91.0658,596,2980000,-83348.0234375,5756.68,596
89.1841,5494.13,90.632,597,2985000,-83260.125,5574.5,597
89.165,5087.81,89.8029,598,2990000,-82834.859375,5709.11,598
88.0867,5517.76,90.1134,599,2995000,-83202.109375,5782.11,599
