Running Update Time,Real Det Return,Running Reverse KL,Running Forward KL,Real Sto Return,Reward Loss,Itration,Running Env Steps
383,5106.76,14.5769,32.8841,4806.33,-6125.923828125,383,1915000
384,5267.61,20.1858,33.8651,4966.64,-7844.81689453125,384,1920000
385,4947.07,25.4406,34.5502,3871.3,-10226.0107421875,385,1925000
386,5486.18,14.9916,32.6209,4778.47,-6411.5400390625,386,1930000
387,5400.03,12.866,32.212,4949.13,-5761.1201171875,387,1935000
388,5317.21,13.0919,32.0151,5221.11,-5214.8173828125,388,1940000
389,5336.18,12.818,32.0371,5216.85,-5605.7587890625,389,1945000
390,5209.62,12.9186,31.8066,5189.17,-5423.69140625,390,1950000
391,5270.45,12.5809,31.9472,5221.57,-5357.47412109375,391,1955000
392,5326.96,13.1624,32.2563,5050.06,-5479.0927734375,392,1960000
393,5488.86,12.9677,32.2453,5220.64,-5891.75927734375,393,1965000
394,5489.76,12.6414,31.5301,5240.2,-5448.35498046875,394,1970000
395,5283.22,12.5799,31.3841,5227.87,-5381.32666015625,395,1975000
396,5139.49,12.5522,31.6374,5200.83,-6043.515625,396,1980000
397,5288.1,12.6568,31.5977,5237.25,-5515.330078125,397,1985000
398,5280.87,12.5529,31.6394,4901.6,-5731.88427734375,398,1990000
399,5252.66,12.5186,31.6537,5232.83,-5823.14453125,399,1995000
400,5276.1,12.3836,31.3715,5234.99,-5480.451171875,400,2000000
401,5294.8,12.9868,32.102,5133.7,-5830.68701171875,401,2005000
402,5247.71,12.8351,32.5245,5219.05,-5891.02001953125,402,2010000
403,5331.04,13.3273,31.9434,5210.13,-6624.83447265625,403,2015000
404,5187.75,13.0252,31.7003,5245.64,-5787.1875,404,2020000
405,5296.86,12.7252,31.6245,5240.4,-5859.22900390625,405,2025000
406,5343.44,13.1855,31.532,5246.3,-5694.49658203125,406,2030000
407,5358.83,13.5006,31.7946,5272.25,-5841.86572265625,407,2035000
408,5318.24,12.9293,31.4526,5251.45,-5702.8134765625,408,2040000
409,5363.49,13.3017,31.3638,5286.24,-5649.72509765625,409,2045000
410,5450.96,12.7765,30.5472,5294.5,-5464.89892578125,410,2050000
411,5341.16,17.9962,32.1889,4937.99,-6860.7333984375,411,2055000
412,5484.46,13.2037,31.1649,5280.82,-5612.69140625,412,2060000
413,5292.73,12.7808,30.7181,5290.87,-5539.3310546875,413,2065000
414,5307.47,13.5889,31.6109,5274.89,-5753.83984375,414,2070000
415,5468.74,12.8464,31.3914,5239.55,-5895.5947265625,415,2075000
416,5347.58,13.3927,31.648,5271.99,-5743.84326171875,416,2080000
417,5306.31,15.7943,31.3111,5222.46,-6828.41748046875,417,2085000
418,5397.73,13.2993,31.0827,5308.63,-5378.7646484375,418,2090000
419,5193.68,12.753,30.4501,5185.64,-5479.10888671875,419,2095000
420,5475.95,15.0083,30.9322,5341.35,-6347.3818359375,420,2100000
421,5433.0,13.2641,30.3793,5297.9,-5381.4248046875,421,2105000
422,5363.43,12.836,30.3918,5029.45,-5566.419921875,422,2110000
423,5336.07,12.8438,30.2705,5312.06,-5425.1845703125,423,2115000
424,5298.25,12.7245,30.423,5160.97,-5795.68701171875,424,2120000
425,5199.16,13.373,30.9318,5198.08,-6684.6083984375,425,2125000
426,5379.08,13.1683,31.074,5105.55,-5708.73681640625,426,2130000
427,5282.39,12.5435,29.8283,5233.98,-5699.36083984375,427,2135000
428,5327.71,13.0262,30.8497,5271.42,-6048.9052734375,428,2140000
429,5291.67,13.0568,30.4256,5267.65,-5796.78466796875,429,2145000
430,5211.45,12.6066,30.4034,4992.02,-5859.46533203125,430,2150000
431,5270.62,12.736,30.1684,5249.35,-5800.9873046875,431,2155000
432,5312.68,12.742,30.4376,5280.72,-5843.63720703125,432,2160000
433,5106.81,11.9863,31.6508,5083.5,-6713.56640625,433,2165000
434,5372.67,12.755,30.9916,5219.7,-6305.02783203125,434,2170000
435,5190.63,12.661,31.1329,5141.93,-6522.31591796875,435,2175000
436,5206.09,12.5361,31.7029,5189.58,-6590.60205078125,436,2180000
437,5200.79,12.0041,31.2208,5156.78,-6749.205078125,437,2185000
438,5055.54,13.3138,32.3775,5107.39,-7869.46142578125,438,2190000
439,5245.92,13.7916,31.6838,5158.71,-7135.953125,439,2195000
440,5294.04,13.6634,31.7188,5161.77,-6808.22705078125,440,2200000
441,5248.77,12.923,31.5679,5187.58,-6683.52734375,441,2205000
442,5265.24,13.6059,32.094,5147.86,-7089.50390625,442,2210000
443,5283.37,14.0894,32.4789,5157.77,-7009.7138671875,443,2215000
444,4806.44,15.2575,32.6844,5095.25,-8075.0595703125,444,2220000
445,5339.53,13.7166,31.8622,5147.55,-7010.60595703125,445,2225000
446,5259.86,13.4302,32.1373,5115.29,-6863.3798828125,446,2230000
447,5251.34,14.2276,32.9213,5097.37,-7618.61572265625,447,2235000
448,5188.31,13.8558,32.4887,5066.51,-7475.69189453125,448,2240000
449,5288.63,14.2691,31.5109,5154.03,-6718.041015625,449,2245000
450,5030.73,13.4834,32.2185,5076.55,-7101.94140625,450,2250000
451,5007.32,13.2554,32.1519,5194.82,-7045.2421875,451,2255000
452,5078.18,13.9004,32.6172,5168.38,-7387.51318359375,452,2260000
453,5278.86,13.3758,32.6612,5123.71,-6890.63427734375,453,2265000
454,5242.21,13.5541,32.3419,5076.33,-7354.76220703125,454,2270000
455,5499.03,14.3013,33.3352,5135.03,-8121.88916015625,455,2275000
456,5216.53,13.9329,32.1136,5142.19,-7219.55712890625,456,2280000
457,5162.27,13.4284,32.799,5103.95,-7512.13037109375,457,2285000
458,5265.14,13.8107,31.756,5173.19,-7087.18115234375,458,2290000
459,5322.93,17.3704,32.9952,4926.65,-8668.1474609375,459,2295000
460,4043.41,58.5135,39.9721,2677.57,-15667.498046875,460,2300000
461,3924.07,21.9707,41.4885,3892.81,-15033.3349609375,461,2305000
462,4448.27,18.9523,37.0346,4396.83,-11311.40234375,462,2310000
463,4492.57,19.0487,37.2357,4407.06,-10016.021484375,463,2315000
464,4430.99,16.2546,36.1944,4517.33,-9799.083984375,464,2320000
465,4893.1,15.0067,33.102,4850.23,-8365.865234375,465,2325000
466,5080.13,14.1046,33.2666,5013.61,-7940.84912109375,466,2330000
467,5124.23,14.1213,31.6266,5087.48,-7701.3740234375,467,2335000
468,5154.81,15.019,32.8034,5066.47,-7925.41162109375,468,2340000
469,5151.0,16.1096,34.154,5096.77,-8177.509765625,469,2345000
470,5215.51,15.1436,32.9508,5075.83,-8070.98095703125,470,2350000
471,5200.09,15.4715,33.068,5081.12,-8182.8369140625,471,2355000
472,5250.3,14.7896,33.1432,5143.44,-8023.19873046875,472,2360000
473,5273.79,15.0723,32.2002,5153.11,-7805.01123046875,473,2365000
474,5053.12,14.32,32.9655,5065.9,-7878.95947265625,474,2370000
475,4873.41,14.1277,31.8276,4612.05,-7699.2451171875,475,2375000
476,-22.04,50.5365,54.8685,-32.71,-19431.732421875,476,2380000
477,4619.5,14.0391,32.9446,4538.02,-8641.140625,477,2385000
478,4872.33,14.2618,33.4635,4968.55,-10327.1669921875,478,2390000
479,4427.54,25.6713,34.0567,4446.83,-10687.873046875,479,2395000
480,5504.36,14.9205,32.8245,5225.96,-9356.0693359375,480,2400000
481,5207.15,16.0021,34.0384,4819.53,-10269.22265625,481,2405000
482,5120.18,15.1918,33.7867,5029.02,-9541.583984375,482,2410000
483,5062.64,17.311,35.286,4989.09,-9728.3525390625,483,2415000
484,5006.92,15.6464,33.9935,4845.58,-9797.6923828125,484,2420000
485,5154.18,14.9247,33.9433,4791.91,-9595.0146484375,485,2425000
486,5065.77,14.6931,34.2098,4945.46,-10573.982421875,486,2430000
487,5103.94,14.2759,32.6548,4963.68,-9339.8134765625,487,2435000
488,5138.95,14.8937,32.9813,4989.22,-10128.935546875,488,2440000
489,5101.12,14.6027,32.6199,4988.2,-10009.46484375,489,2445000
490,5362.51,17.6965,33.2324,5229.03,-10851.65625,490,2450000
491,5460.68,14.4568,32.7573,5100.01,-8849.517578125,491,2455000
492,5409.91,14.6583,32.5022,5228.59,-8939.2783203125,492,2460000
493,5437.96,15.3285,32.0118,5262.89,-8937.6640625,493,2465000
494,5390.99,14.8489,31.8344,5277.05,-7693.86669921875,494,2470000
495,5332.65,14.8251,31.774,5231.5,-8257.1796875,495,2475000
496,5414.76,15.4344,32.9487,5213.47,-9579.021484375,496,2480000
497,5264.13,14.1112,31.898,5266.44,-8761.19140625,497,2485000
498,5505.35,14.1401,31.9709,5265.7,-8756.2890625,498,2490000
499,5417.4,13.8938,31.3072,5312.52,-9188.5849609375,499,2495000
500,5493.41,14.0167,32.1389,5273.17,-9105.994140625,500,2500000
501,5538.69,13.5704,31.6704,5338.7,-9052.349609375,501,2505000
502,5485.05,14.0498,31.6679,5372.25,-8539.9052734375,502,2510000
503,5461.71,13.8279,32.1142,5280.12,-9061.7626953125,503,2515000
504,5249.79,13.5516,31.6885,5254.5,-8758.9140625,504,2520000
505,5376.28,14.323,31.9414,5270.41,-8590.2568359375,505,2525000
506,5325.21,13.6912,32.4583,5233.11,-9412.3662109375,506,2530000
507,5259.6,13.2278,31.4769,5230.81,-8986.6328125,507,2535000
508,5456.89,13.9075,31.7388,5240.66,-8851.4345703125,508,2540000
509,5335.26,14.2627,32.0704,5228.37,-9375.6796875,509,2545000
510,5381.09,13.8791,32.292,5194.64,-9569.7880859375,510,2550000
511,5267.88,13.9926,31.8908,5192.31,-9390.091796875,511,2555000
512,5445.0,14.0331,31.5964,5275.92,-8950.267578125,512,2560000
513,5463.52,13.7729,31.6651,5220.84,-8680.005859375,513,2565000
514,5347.88,15.2031,32.6063,5193.58,-9760.419921875,514,2570000
515,5435.24,14.1698,31.5763,5302.92,-8296.396484375,515,2575000
516,5369.59,14.3837,31.2195,5334.79,-9245.515625,516,2580000
517,5462.07,15.3704,32.5308,5248.32,-9850.2607421875,517,2585000
518,5407.91,15.6792,31.6732,5328.41,-8948.3369140625,518,2590000
519,5441.65,14.9243,32.0973,5336.96,-9380.3564453125,519,2595000
520,5548.65,14.9469,32.444,5352.65,-9158.5302734375,520,2600000
521,5540.58,15.0451,31.9895,5292.13,-9605.5859375,521,2605000
522,5626.48,15.2469,32.7003,5149.63,-9631.638671875,522,2610000
523,5459.15,15.1412,32.6306,5321.61,-9987.4326171875,523,2615000
524,5514.34,14.9884,33.2438,5243.37,-10537.0673828125,524,2620000
525,5636.55,15.2873,32.9603,5235.89,-10179.5322265625,525,2625000
526,5532.98,15.2732,33.0165,5247.23,-10743.2265625,526,2630000
527,5594.3,14.5483,32.9692,5273.75,-10011.66796875,527,2635000
528,5580.61,14.4976,32.3265,5276.91,-9610.0712890625,528,2640000
529,5560.15,14.6086,32.3038,5286.85,-9826.90625,529,2645000
530,5501.86,14.5619,33.311,5295.22,-9923.5537109375,530,2650000
531,5522.09,14.5937,32.9565,5338.33,-9701.755859375,531,2655000
532,5542.63,14.4691,33.0878,5268.77,-10419.7529296875,532,2660000
533,5546.69,15.2543,32.6718,5345.55,-9558.8857421875,533,2665000
534,5390.78,14.4408,33.5213,5216.25,-10632.4482421875,534,2670000
535,5492.61,14.95,33.2234,5342.23,-10098.123046875,535,2675000
536,5535.57,14.4892,33.0583,5346.48,-10099.859375,536,2680000
537,5504.89,14.5,32.4466,5344.0,-10407.611328125,537,2685000
538,5444.28,14.35,33.0623,5271.88,-10993.947265625,538,2690000
539,5503.06,14.3221,32.9666,5348.57,-10025.845703125,539,2695000
540,5512.73,14.5703,32.4496,5334.13,-10639.4638671875,540,2700000
541,5534.46,15.0328,33.1103,5326.1,-10559.740234375,541,2705000
542,5544.89,14.1388,31.1268,5380.15,-9605.931640625,542,2710000
543,5508.86,14.6749,32.1805,5354.69,-10414.5478515625,543,2715000
544,5470.2,14.144,32.0695,5354.05,-10041.998046875,544,2720000
545,5477.59,14.5721,31.6787,5361.02,-10430.9404296875,545,2725000
546,5465.02,15.0889,31.3345,5351.25,-9459.39453125,546,2730000
547,5491.84,14.0478,31.1186,5358.12,-10079.9755859375,547,2735000
548,5462.1,14.992,31.5532,5344.33,-10002.6083984375,548,2740000
549,5419.24,14.8033,31.072,5327.68,-10087.2841796875,549,2745000
550,5546.69,14.1003,31.3103,5393.76,-9980.111328125,550,2750000
551,5535.85,14.8025,32.1131,5320.99,-11319.279296875,551,2755000
552,5567.57,14.3608,31.6906,5321.22,-11260.232421875,552,2760000
553,5524.24,14.0682,31.4624,5348.58,-10502.5546875,553,2765000
554,5495.36,13.7847,31.1184,5334.23,-10685.798828125,554,2770000
555,5432.55,14.5361,32.2644,5319.44,-11496.806640625,555,2775000
556,5562.33,14.0375,31.5152,5388.74,-10994.5146484375,556,2780000
557,5424.67,13.654,31.2722,5327.17,-11508.767578125,557,2785000
558,5493.64,13.5329,30.7706,5317.28,-11071.3876953125,558,2790000
559,5452.95,13.9951,31.377,5278.98,-11502.8857421875,559,2795000
560,5448.7,14.1073,32.0576,5310.61,-11480.0,560,2800000
561,5482.16,14.3222,31.0226,5340.78,-11277.1318359375,561,2805000
562,5519.44,13.9335,31.3517,5376.93,-11269.3974609375,562,2810000
563,5463.64,14.2921,31.3695,5192.32,-11600.869140625,563,2815000
564,5442.25,13.7534,31.1693,5332.58,-10968.654296875,564,2820000
565,5583.04,13.7581,31.3733,5350.62,-11042.111328125,565,2825000
566,5491.87,14.1133,30.8982,5350.88,-10925.3486328125,566,2830000
567,5502.16,14.0818,32.0684,5293.34,-11822.2978515625,567,2835000
568,5517.56,13.4456,30.8131,5282.69,-11405.4345703125,568,2840000
569,5550.39,13.8238,31.2235,5339.09,-10978.3193359375,569,2845000
570,5494.89,13.5531,31.2275,5219.45,-11109.392578125,570,2850000
571,5524.89,13.2257,31.248,5177.34,-11702.158203125,571,2855000
572,5440.47,13.4687,31.24,5281.18,-11116.921875,572,2860000
573,5319.0,13.4264,31.5189,5258.48,-11327.7958984375,573,2865000
574,5385.22,13.2026,31.7697,5078.99,-10680.5693359375,574,2870000
575,5496.31,13.1112,32.3124,5299.38,-12094.625,575,2875000
576,5515.27,13.3229,31.7905,5295.89,-11978.681640625,576,2880000
577,5435.75,13.4585,32.5699,5303.43,-12246.857421875,577,2885000
578,5445.64,13.7889,31.8381,5304.59,-12257.2216796875,578,2890000
579,5481.17,13.2868,31.3953,5275.39,-13064.787109375,579,2895000
580,5501.81,13.9304,31.8522,5336.66,-12483.6318359375,580,2900000
581,5518.73,13.8811,33.0367,5272.66,-13916.92578125,581,2905000
582,5541.69,13.7335,32.6317,5250.19,-14353.517578125,582,2910000
583,5550.24,13.8047,32.002,5298.75,-13071.3603515625,583,2915000
584,5524.08,14.3111,32.1449,5323.8,-13181.1962890625,584,2920000
585,5517.06,12.9823,32.5311,5314.81,-13721.8623046875,585,2925000
586,5542.23,12.8883,31.9191,5052.17,-13194.298828125,586,2930000
587,5503.82,13.1745,32.3289,5141.11,-13521.3271484375,587,2935000
588,5421.8,12.1514,31.9751,5145.74,-12379.2900390625,588,2940000
589,5526.24,12.5405,31.6837,5381.76,-11585.236328125,589,2945000
590,5489.87,12.8476,32.0234,5358.79,-12734.75,590,2950000
591,5402.53,12.552,32.3538,5298.19,-12968.9404296875,591,2955000
592,5455.78,12.0549,30.9452,4785.77,-12120.0595703125,592,2960000
593,5296.05,12.9107,31.8382,5364.91,-13808.0966796875,593,2965000
594,5492.75,13.0451,32.9912,5129.89,-14032.40234375,594,2970000
595,5337.22,13.2835,30.9114,5154.16,-11961.7529296875,595,2975000
596,5445.21,13.0885,32.3333,5342.18,-13319.83984375,596,2980000
597,4746.2,12.1955,31.2347,5139.28,-12510.966796875,597,2985000
598,5267.53,13.3263,31.2387,5319.05,-12425.7021484375,598,2990000
599,5112.44,13.9448,31.7382,5236.3,-13291.611328125,599,2995000
600,5255.75,12.5454,31.3433,5235.66,-12060.08984375,600,3000000
601,4427.83,12.4238,32.2094,4797.76,-12638.72265625,601,3005000
602,3717.11,15.4307,31.845,5042.23,-13405.7890625,602,3010000
603,5327.6,12.3657,30.8021,5250.96,-11773.275390625,603,3015000
604,5172.27,12.8156,32.2159,5284.62,-12305.4033203125,604,3020000
605,5048.38,12.4755,31.703,5265.74,-12226.0771484375,605,3025000
606,4929.95,12.9199,31.6634,5218.52,-12363.357421875,606,3030000
607,3939.14,14.6572,31.9446,5059.9,-13538.501953125,607,3035000
608,5194.88,12.823,31.546,5264.09,-13337.568359375,608,3040000
609,4242.75,12.2226,31.9776,5311.74,-13867.1220703125,609,3045000
610,5033.7,14.3339,31.5891,5122.29,-13456.00390625,610,3050000
611,5155.61,12.694,31.6208,4904.08,-12840.2177734375,611,3055000
612,5054.53,13.9695,33.2965,4816.59,-13849.1806640625,612,3060000
613,5260.83,12.5787,32.8787,5011.93,-13416.6845703125,613,3065000
614,5061.39,12.8176,31.7657,5184.12,-12431.90625,614,3070000
615,5168.68,13.3885,32.2915,5041.72,-14055.826171875,615,3075000
616,5039.56,13.0084,32.1306,4590.87,-12930.26953125,616,3080000
617,5208.59,13.8575,31.7342,4683.05,-13137.8115234375,617,3085000
618,5158.33,13.3482,31.9317,4940.7,-13000.7255859375,618,3090000
619,5151.4,12.6623,31.8331,5124.91,-13548.068359375,619,3095000
620,5181.7,13.9767,31.4645,5120.56,-12957.1357421875,620,3100000
621,5170.01,13.1651,31.3501,5111.68,-13033.087890625,621,3105000
622,5149.93,12.7368,31.9497,5053.49,-13102.9365234375,622,3110000
623,5233.55,12.9095,31.5247,5184.98,-13778.3447265625,623,3115000
624,5259.02,13.5318,31.4936,4928.85,-13965.798828125,624,3120000
625,5340.72,12.9677,31.158,5259.48,-12800.81640625,625,3125000
626,5281.12,13.0383,31.8687,5224.56,-14159.7001953125,626,3130000
627,5292.07,14.0555,32.2593,5298.25,-15299.7451171875,627,3135000
628,5417.88,13.7922,32.2285,5317.29,-14737.83203125,628,3140000
629,5512.35,14.5371,33.4619,5349.32,-15837.2060546875,629,3145000
630,5519.93,14.38,34.5634,5328.51,-17025.013671875,630,3150000
631,5336.94,14.3788,33.9614,5288.89,-16410.021484375,631,3155000
632,5461.51,13.6542,33.1306,5342.79,-15466.3271484375,632,3160000
633,5454.88,12.8947,32.2048,5342.74,-14370.4326171875,633,3165000
634,5642.07,14.111,33.4286,5340.52,-15596.5849609375,634,3170000
635,5520.65,13.9673,32.9598,5312.9,-15608.7275390625,635,3175000
636,5552.76,13.9294,32.1939,5343.76,-15692.025390625,636,3180000
637,5419.98,14.7214,33.8359,5295.43,-17247.384765625,637,3185000
638,5685.28,15.1774,33.5714,5301.04,-16531.310546875,638,3190000
639,5488.11,15.0016,34.3885,5168.46,-16075.5849609375,639,3195000
640,5537.7,14.7484,33.7361,5330.76,-16096.4404296875,640,3200000
641,5388.06,15.147,35.1376,5298.24,-16220.6162109375,641,3205000
642,5477.14,14.9117,34.6058,5297.75,-18000.201171875,642,3210000
643,5499.25,14.4386,34.6886,5258.97,-16410.646484375,643,3215000
644,5606.84,14.3091,32.9987,5265.57,-16854.759765625,644,3220000
645,5544.12,15.0592,34.1946,5290.63,-16920.5234375,645,3225000
646,5588.45,16.412,33.5318,5327.12,-16628.83203125,646,3230000
647,5484.39,14.6112,34.1027,5244.52,-16916.095703125,647,3235000
648,5542.25,14.7091,33.9761,5293.11,-17557.259765625,648,3240000
649,5514.57,14.5069,33.8472,5304.84,-16643.224609375,649,3245000
650,5444.24,14.4661,33.7069,5326.16,-15870.8408203125,650,3250000
651,5479.07,15.4757,35.2236,5288.69,-17863.443359375,651,3255000
652,5553.95,15.6525,33.646,5334.64,-16367.693359375,652,3260000
653,5477.57,15.5853,33.642,5397.17,-16537.052734375,653,3265000
654,5323.33,17.989,38.6827,5100.31,-18994.26953125,654,3270000
655,4199.83,19.2343,36.253,4666.09,-20266.12109375,655,3275000
656,2082.73,77.3181,43.0779,1163.32,-29725.333984375,656,3280000
657,3702.76,22.2993,36.8962,3474.6,-20869.611328125,657,3285000
658,2111.44,28.6307,37.17,1572.85,-20960.994140625,658,3290000
659,4902.93,18.3823,34.0476,4817.96,-14478.669921875,659,3295000
660,4901.21,15.2523,33.1427,4835.49,-13592.6396484375,660,3300000
661,4878.6,15.5406,35.0191,4808.12,-17013.9375,661,3305000
662,5303.34,14.8866,34.0793,5162.18,-16191.9208984375,662,3310000
663,5435.11,15.7852,33.6421,5199.65,-16295.115234375,663,3315000
664,5247.96,16.1931,35.2691,4869.65,-17764.806640625,664,3320000
665,5330.17,16.2564,35.0513,5205.01,-18219.111328125,665,3325000
666,5446.57,16.3655,34.6728,5219.08,-17793.3046875,666,3330000
667,5331.33,15.5849,35.2531,5196.28,-17934.318359375,667,3335000
668,5319.36,21.2192,35.4779,4911.93,-19134.685546875,668,3340000
669,5301.49,16.8581,34.9322,5250.27,-17169.34765625,669,3345000
670,5515.26,17.1396,34.4852,5307.87,-17312.9609375,670,3350000
671,5447.12,16.1638,34.279,5236.38,-17096.783203125,671,3355000
672,2158.79,30.4428,37.6751,2165.83,-22021.685546875,672,3360000
673,3747.18,27.0091,36.6579,3590.0,-20773.830078125,673,3365000
674,2929.42,24.2341,35.2817,3717.79,-17196.076171875,674,3370000
675,2399.24,17.4679,35.5745,3467.49,-17926.025390625,675,3375000
676,5013.97,19.5074,37.4986,4887.03,-16672.15234375,676,3380000
677,4651.96,18.9634,35.3359,4361.16,-16945.623046875,677,3385000
678,5262.7,16.2101,33.4251,5141.24,-15898.78125,678,3390000
679,5069.27,15.2932,33.1074,5101.8,-15371.830078125,679,3395000
680,5146.12,14.9908,31.6956,5245.29,-15457.0419921875,680,3400000
681,5387.56,15.0688,31.1471,5294.22,-13991.5419921875,681,3405000
682,5453.77,15.8742,32.0809,5353.17,-15605.662109375,682,3410000
683,5510.63,16.0734,32.0979,5351.26,-15604.5419921875,683,3415000
684,5559.63,15.9138,33.6905,5343.32,-17229.376953125,684,3420000
685,475.53,59.1392,47.5612,480.9,-33516.3984375,685,3425000
686,474.23,76.1008,44.5308,741.53,-27136.119140625,686,3430000
687,4224.59,24.7435,36.4252,4206.3,-19630.455078125,687,3435000
688,4311.15,26.8249,35.2692,3656.93,-21100.845703125,688,3440000
689,5074.45,20.1541,35.6592,4983.79,-18689.88671875,689,3445000
690,4321.56,21.4035,36.349,4271.31,-19616.67578125,690,3450000
691,5113.98,20.4193,36.212,5073.05,-20944.673828125,691,3455000
692,5192.03,20.1841,37.6274,5100.04,-22587.294921875,692,3460000
693,5359.58,19.478,35.9591,5239.2,-16937.76953125,693,3465000
694,5382.54,18.4427,35.1566,5140.86,-17415.87109375,694,3470000
695,5274.76,18.6247,34.5601,4914.29,-17232.267578125,695,3475000
696,5330.42,18.1322,35.5857,5134.98,-19381.7734375,696,3480000
697,5407.74,18.3054,34.941,5056.91,-19886.4375,697,3485000
698,5380.26,17.8493,34.5263,5259.99,-19352.78515625,698,3490000
699,5450.01,17.0074,34.3241,5308.52,-20248.71875,699,3495000
700,5519.54,17.3877,34.1562,5330.02,-19200.818359375,700,3500000
701,5394.58,17.7486,35.0,5248.26,-21816.830078125,701,3505000
702,5548.66,16.7844,34.0802,5101.27,-20388.1796875,702,3510000
703,5464.28,17.4776,34.2467,5287.93,-20821.05859375,703,3515000
704,5534.41,16.8329,34.3506,4926.58,-19804.021484375,704,3520000
705,5438.16,16.5147,33.6256,5341.35,-19145.18359375,705,3525000
706,5491.85,16.2081,33.5816,5390.29,-19797.6875,706,3530000
707,5471.95,16.412,34.1775,5357.83,-20294.7890625,707,3535000
708,5460.63,16.0514,33.5972,5146.48,-18878.0,708,3540000
709,5537.11,15.5475,33.4533,5375.21,-19366.884765625,709,3545000
710,5540.28,15.6586,33.4258,5335.37,-19440.3359375,710,3550000
711,5548.24,15.614,33.4869,5350.15,-20001.064453125,711,3555000
712,5553.64,15.4871,33.5087,5368.26,-20426.8671875,712,3560000
713,5553.79,16.5531,34.3185,5321.47,-22140.4609375,713,3565000
714,5488.17,15.1825,32.7563,5286.82,-18771.9765625,714,3570000
715,5502.65,15.7335,33.5414,5350.63,-20820.3203125,715,3575000
716,5496.74,15.9186,33.9972,5283.56,-21704.599609375,716,3580000
717,5408.01,15.2667,32.7807,5327.93,-18909.025390625,717,3585000
718,5452.95,14.4133,32.2847,5062.84,-19052.474609375,718,3590000
719,5471.98,14.2391,32.8976,5072.32,-18997.369140625,719,3595000
720,5469.73,14.0067,31.9585,5230.02,-18386.244140625,720,3600000
721,5449.76,14.9553,33.3728,5313.58,-20443.703125,721,3605000
722,5481.75,13.9038,32.3674,5115.42,-18623.287109375,722,3610000
723,5441.45,14.1151,33.1847,4879.91,-20299.712890625,723,3615000
724,5465.81,14.3636,33.1443,5135.97,-19359.251953125,724,3620000
725,5539.52,15.0046,33.5289,5219.18,-21259.8359375,725,3625000
726,5496.38,14.8803,32.4398,5262.08,-19625.623046875,726,3630000
727,5319.04,14.3175,33.5039,5233.5,-19816.671875,727,3635000
728,5285.25,13.4032,32.2051,5219.08,-18936.974609375,728,3640000
729,5361.34,13.3859,31.9125,5079.82,-18144.626953125,729,3645000
730,5327.86,14.0973,32.6913,5310.5,-19417.26171875,730,3650000
731,5277.68,13.2028,32.3879,5283.4,-18675.580078125,731,3655000
732,3206.95,24.471,32.9172,2028.52,-23872.814453125,732,3660000
733,4349.99,17.8051,39.1295,4542.17,-30173.751953125,733,3665000
734,5046.54,15.7963,35.2455,4612.57,-20964.58984375,734,3670000
735,5194.65,15.9304,33.8841,5145.37,-20434.16015625,735,3675000
736,5387.47,28.0147,34.8462,4763.09,-22634.939453125,736,3680000
737,4085.5,20.6014,35.8585,3276.44,-23509.400390625,737,3685000
738,5229.58,15.9197,31.0537,5269.78,-17056.58203125,738,3690000
739,5448.74,16.9381,34.002,5284.18,-21903.740234375,739,3695000
740,5219.35,17.3799,32.8666,5247.4,-19613.083984375,740,3700000
741,5017.79,18.0963,33.2867,5104.9,-16617.076171875,741,3705000
742,5160.0,17.7511,34.1489,5185.03,-17898.064453125,742,3710000
743,4771.54,18.3016,34.6155,4735.87,-20236.318359375,743,3715000
744,639.13,90.7768,49.5171,769.33,-34450.48828125,744,3720000
745,114.06,72.8541,55.6296,114.09,-22580.046875,745,3725000
746,349.73,49.3379,50.0132,393.38,-30501.1484375,746,3730000
747,422.82,128.8708,48.7131,419.13,-33755.71875,747,3735000
748,327.61,63.2701,48.5119,315.27,-23699.78515625,748,3740000
749,710.98,45.3907,45.0503,811.54,-25410.896484375,749,3745000
750,1297.88,49.1762,40.678,1699.37,-24166.384765625,750,3750000
751,1356.46,41.6133,41.4947,1490.06,-25876.7734375,751,3755000
752,2856.45,28.7252,37.0874,3069.32,-24824.7734375,752,3760000
753,4162.42,19.1119,37.2529,4123.43,-23527.21484375,753,3765000
754,4284.93,19.6908,36.381,4486.92,-24438.939453125,754,3770000
755,3970.56,27.729,37.881,4157.91,-26414.92578125,755,3775000
756,3999.76,16.5532,35.7612,4129.2,-22966.638671875,756,3780000
757,4724.8,17.6174,34.2129,4670.74,-19861.783203125,757,3785000
758,-8.29,44.5968,52.4846,-8.6,-31296.787109375,758,3790000
759,74.63,57.0148,51.3346,62.17,-33428.8203125,759,3795000
760,1319.6,47.6702,43.0276,1292.92,-26744.693359375,760,3800000
761,1727.44,50.7722,41.2085,1425.22,-28239.0546875,761,3805000
762,1759.51,29.8659,39.4897,1287.02,-24320.21875,762,3810000
763,2351.52,28.2183,38.9492,2773.09,-24725.240234375,763,3815000
764,3813.56,18.5141,36.9581,3931.15,-24391.859375,764,3820000
765,4582.06,18.0189,34.4155,4321.0,-23539.04296875,765,3825000
766,4609.7,21.2756,36.7826,4413.61,-29224.36328125,766,3830000
767,4677.22,21.3162,38.7974,4639.51,-30899.3203125,767,3835000
768,4702.64,20.6982,37.5054,4719.06,-27842.5078125,768,3840000
