Real Det Return,Running Reverse KL,Itration,Running Update Time,Reward Loss,Real Sto Return,Running Env Steps,Running Forward KL
945.05,29.8663,416,416,-95847.0078125,197.36,2080000,75.4922
751.46,29.7857,417,417,-96131.3359375,200.49,2085000,74.5902
643.53,29.7653,418,418,-96055.5234375,229.59,2090000,74.7459
660.5,29.4474,419,419,-95264.09375,182.06,2095000,74.5693
598.13,30.0638,420,420,-96086.5078125,281.98,2100000,75.549
906.24,29.7463,421,421,-96067.921875,263.01,2105000,75.5119
704.47,29.5733,422,422,-95982.6484375,176.28,2110000,74.8971
649.48,29.6627,423,423,-96191.828125,244.65,2115000,74.7395
738.53,29.6857,424,424,-95887.1015625,231.19,2120000,75.1648
747.21,30.4241,425,425,-95978.3828125,197.48,2125000,74.942
651.39,30.3318,426,426,-96321.421875,215.09,2130000,75.6159
736.82,30.0429,427,427,-95681.109375,273.08,2135000,74.3117
793.05,30.732,428,428,-96870.1875,260.27,2140000,75.9132
808.77,30.2135,429,429,-96315.9609375,287.2,2145000,74.8132
798.05,30.6792,430,430,-96367.40625,272.38,2150000,75.4694
656.0,30.9096,431,431,-96428.1796875,216.26,2155000,75.7975
798.08,30.2936,432,432,-96256.5625,248.76,2160000,75.4682
785.83,30.5033,433,433,-96443.4609375,226.92,2165000,75.3278
864.93,31.0393,434,434,-96682.609375,249.65,2170000,76.0672
765.52,29.9777,435,435,-96337.6484375,209.8,2175000,75.3562
898.44,30.0433,436,436,-96698.4453125,228.37,2180000,75.4135
949.21,30.7098,437,437,-96548.609375,228.54,2185000,75.6376
802.07,31.0403,438,438,-96678.9375,258.03,2190000,75.8142
703.55,30.2848,439,439,-96128.6484375,190.3,2195000,74.7492
867.24,31.1589,440,440,-96622.8671875,256.63,2200000,75.0687
798.88,30.5005,441,441,-96168.6796875,279.02,2205000,75.1959
700.42,30.7382,442,442,-96836.703125,258.27,2210000,75.1835
857.96,30.4988,443,443,-96853.0,256.87,2215000,75.4076
847.13,30.3189,444,444,-96498.2421875,210.71,2220000,75.3756
856.04,30.2659,445,445,-96305.875,221.54,2225000,75.2197
698.26,30.0947,446,446,-96286.828125,221.92,2230000,74.8517
681.02,29.5178,447,447,-96219.65625,285.31,2235000,74.5213
790.37,30.0263,448,448,-96608.6640625,257.88,2240000,74.9336
603.42,29.7613,449,449,-96357.3359375,269.06,2245000,75.1989
767.19,29.7516,450,450,-96145.546875,215.41,2250000,74.4268
898.24,30.4672,451,451,-96917.40625,246.78,2255000,75.6644
806.43,29.9942,452,452,-96823.421875,203.34,2260000,75.2226
931.24,29.9129,453,453,-96645.0234375,235.72,2265000,74.8834
846.8,29.7219,454,454,-96603.4140625,196.63,2270000,75.3173
758.98,29.8386,455,455,-96657.6796875,213.68,2275000,75.436
900.59,29.9441,456,456,-96480.828125,256.39,2280000,74.6325
757.55,29.823,457,457,-96620.71875,256.63,2285000,75.346
955.17,29.3034,458,458,-95704.5546875,238.54,2290000,74.2951
731.4,29.6347,459,459,-96283.734375,190.35,2295000,74.0639
845.82,29.1642,460,460,-96080.1953125,193.31,2300000,75.0772
806.79,29.64,461,461,-96810.1484375,292.19,2305000,75.228
906.18,30.1745,462,462,-96660.9765625,200.19,2310000,75.0913
792.77,30.1493,463,463,-96206.1953125,264.12,2315000,74.1207
747.11,29.6815,464,464,-96587.421875,186.68,2320000,75.0914
695.12,30.1069,465,465,-97018.6015625,282.12,2325000,75.1835
682.24,29.4484,466,466,-96769.8828125,235.74,2330000,74.7623
897.96,29.8423,467,467,-96937.4765625,190.65,2335000,75.3197
843.0,29.8105,468,468,-96396.7578125,280.86,2340000,74.8585
527.71,29.7004,469,469,-96892.828125,254.52,2345000,74.6631
784.86,29.5736,470,470,-96585.4921875,204.48,2350000,74.2795
875.08,29.8191,471,471,-96710.4765625,288.17,2355000,75.2009
635.42,29.9193,472,472,-97233.546875,182.02,2360000,75.167
654.04,29.9166,473,473,-96580.2421875,212.95,2365000,74.4543
798.9,29.9551,474,474,-96783.90625,195.56,2370000,75.8819
747.98,29.7878,475,475,-96705.0390625,244.45,2375000,74.9862
706.94,29.5768,476,476,-97086.2890625,252.75,2380000,75.0878
713.8,29.8682,477,477,-96743.65625,220.98,2385000,75.1706
695.94,29.4117,478,478,-96817.46875,163.86,2390000,74.4443
704.72,30.124,479,479,-96939.4765625,277.95,2395000,75.2009
891.17,29.7137,480,480,-96761.125,217.84,2400000,75.0861
757.75,29.6811,481,481,-96527.28125,206.13,2405000,74.2595
798.07,29.6911,482,482,-96836.1328125,277.99,2410000,75.1292
603.8,29.9424,483,483,-96695.546875,213.48,2415000,74.9795
705.31,29.1423,484,484,-96624.15625,219.19,2420000,74.4821
732.29,29.3152,485,485,-96455.6484375,220.1,2425000,73.9759
711.84,29.6718,486,486,-96566.0234375,207.13,2430000,75.0549
738.74,29.8757,487,487,-96601.7890625,194.86,2435000,75.0724
756.29,29.1122,488,488,-97048.53125,134.78,2440000,75.1181
681.21,29.3468,489,489,-96432.296875,239.45,2445000,75.2252
778.61,28.9654,490,490,-96730.4921875,206.03,2450000,73.9365
630.48,29.2565,491,491,-96809.21875,201.93,2455000,74.6295
667.52,29.58,492,492,-96941.6796875,232.43,2460000,74.7438
716.07,29.4243,493,493,-97036.71875,238.3,2465000,75.1181
694.58,29.5803,494,494,-96743.3046875,173.55,2470000,74.4668
647.31,29.5061,495,495,-97172.7265625,254.52,2475000,74.1277
643.31,29.4882,496,496,-96832.4921875,212.54,2480000,75.092
705.79,29.5872,497,497,-97042.53125,188.45,2485000,73.945
816.95,29.8685,498,498,-96578.2578125,210.01,2490000,73.1117
767.06,29.8458,499,499,-96964.8125,172.93,2495000,74.8655
675.71,30.0635,500,500,-97022.46875,171.6,2500000,75.0979
446.75,29.4028,501,501,-96829.140625,236.29,2505000,74.9724
706.98,29.857,502,502,-97114.5546875,218.39,2510000,75.2446
753.15,29.3761,503,503,-96930.875,259.1,2515000,74.4797
599.82,29.5221,504,504,-97080.53125,261.09,2520000,73.9367
519.15,29.3975,505,505,-96954.0859375,176.69,2525000,74.7747
517.27,29.7525,506,506,-97181.7421875,216.49,2530000,75.55
703.72,29.6204,507,507,-97075.296875,208.86,2535000,74.1643
561.87,29.2367,508,508,-96748.859375,191.69,2540000,74.5434
646.97,29.4006,509,509,-97043.859375,199.21,2545000,74.7968
725.02,29.9978,510,510,-97131.828125,254.63,2550000,74.143
601.69,29.7346,511,511,-97177.859375,223.43,2555000,74.7057
500.95,29.685,512,512,-97179.1796875,215.89,2560000,73.7212
754.35,30.1014,513,513,-97146.046875,210.48,2565000,74.3171
510.52,29.9865,514,514,-96751.671875,221.25,2570000,74.5281
745.28,29.5552,515,515,-96930.0,223.48,2575000,74.1749
571.75,30.0452,516,516,-97471.7890625,237.9,2580000,73.7489
734.83,29.4811,517,517,-96930.203125,225.27,2585000,74.0548
690.51,29.7345,518,518,-97398.609375,188.69,2590000,74.7431
680.31,29.6392,519,519,-97111.0078125,255.96,2595000,74.2857
836.85,29.6748,520,520,-97351.828125,229.08,2600000,74.3827
641.78,30.2834,521,521,-97260.609375,218.82,2605000,75.8123
688.96,29.6256,522,522,-96875.59375,238.32,2610000,74.301
680.29,30.2027,523,523,-97460.9140625,224.24,2615000,73.8395
776.32,29.7002,524,524,-96908.3203125,226.67,2620000,74.2924
537.57,30.3826,525,525,-97463.171875,218.71,2625000,75.0328
698.55,29.2831,526,526,-97446.7109375,234.32,2630000,74.6269
659.27,29.443,527,527,-97592.0703125,249.63,2635000,73.8756
665.08,29.6242,528,528,-97435.0546875,212.51,2640000,73.484
659.88,29.5744,529,529,-96917.984375,278.01,2645000,72.3432
629.27,29.8391,530,530,-97020.859375,229.53,2650000,73.836
687.11,30.3883,531,531,-97143.953125,195.84,2655000,74.8052
635.61,29.7758,532,532,-97428.0546875,223.49,2660000,73.869
746.55,29.5415,533,533,-97320.6171875,244.63,2665000,74.5981
741.91,30.051,534,534,-97457.5546875,247.65,2670000,74.6323
707.19,29.444,535,535,-97396.1796875,209.69,2675000,74.8571
695.15,29.6065,536,536,-97577.8984375,225.49,2680000,74.0846
628.07,30.1282,537,537,-97546.171875,188.79,2685000,74.8519
739.51,29.8365,538,538,-97446.0,261.61,2690000,75.1629
646.69,29.2595,539,539,-97029.40625,258.53,2695000,73.8562
726.91,29.4041,540,540,-97231.296875,241.09,2700000,74.3772
744.59,29.9558,541,541,-97421.875,228.78,2705000,74.0007
561.06,30.2216,542,542,-97360.4765625,200.41,2710000,73.9931
737.51,30.118,543,543,-97487.765625,268.93,2715000,74.0678
739.13,29.6367,544,544,-96509.3203125,294.97,2720000,72.715
761.02,30.1525,545,545,-97618.2109375,168.45,2725000,74.5886
713.88,29.8823,546,546,-97259.1484375,227.22,2730000,74.4086
887.86,29.8655,547,547,-96946.6015625,185.07,2735000,73.6189
593.67,29.4713,548,548,-97380.8515625,215.52,2740000,74.2485
728.3,29.9977,549,549,-97725.8984375,214.84,2745000,73.9276
690.99,29.7219,550,550,-97545.328125,231.36,2750000,74.237
634.89,30.0029,551,551,-97568.15625,285.46,2755000,73.8941
603.06,29.5511,552,552,-97255.921875,191.56,2760000,73.6852
604.76,29.7901,553,553,-97608.8515625,249.26,2765000,74.1965
695.64,29.6284,554,554,-97345.4609375,206.71,2770000,74.4813
712.72,29.2298,555,555,-97144.9375,226.34,2775000,73.0995
554.07,30.1275,556,556,-97461.4609375,275.65,2780000,74.0472
594.66,29.4579,557,557,-97697.7734375,246.44,2785000,74.1967
740.16,29.564,558,558,-97322.484375,275.28,2790000,74.2139
645.54,29.2953,559,559,-97286.328125,267.16,2795000,73.2668
808.34,29.6331,560,560,-96966.390625,200.18,2800000,73.5799
785.28,29.963,561,561,-97675.1171875,252.86,2805000,75.0879
825.54,29.8088,562,562,-96934.046875,271.71,2810000,73.2374
634.34,29.8455,563,563,-97622.2265625,233.53,2815000,75.1672
738.86,29.802,564,564,-97591.03125,202.37,2820000,75.0176
842.15,29.799,565,565,-97643.28125,189.68,2825000,74.4894
786.3,29.583,566,566,-97230.078125,151.15,2830000,75.2088
625.52,29.9933,567,567,-97657.1953125,223.78,2835000,73.9188
674.83,30.0615,568,568,-97717.15625,184.31,2840000,74.1657
591.18,29.9006,569,569,-97318.4453125,248.7,2845000,74.2833
643.29,29.7873,570,570,-97412.9921875,229.51,2850000,73.7137
582.55,30.273,571,571,-97642.5390625,189.76,2855000,75.9409
732.23,29.9142,572,572,-97362.9921875,211.75,2860000,73.6993
875.19,29.62,573,573,-97529.515625,207.37,2865000,74.4125
742.98,29.5063,574,574,-97373.4296875,249.94,2870000,73.5544
747.34,30.2132,575,575,-97755.8203125,218.22,2875000,74.6404
700.8,29.6158,576,576,-97591.109375,222.28,2880000,73.9755
854.84,29.8482,577,577,-97548.671875,166.9,2885000,74.7927
573.74,29.7612,578,578,-97736.53125,262.1,2890000,75.0111
667.52,29.8848,579,579,-97308.34375,240.3,2895000,73.8711
805.58,30.215,580,580,-97711.3515625,246.77,2900000,74.7198
767.77,29.3601,581,581,-97382.859375,177.93,2905000,74.4118
521.87,29.5799,582,582,-97590.1953125,234.37,2910000,74.2093
619.97,29.5445,583,583,-97577.2265625,256.46,2915000,74.3113
761.06,29.6769,584,584,-97546.2265625,232.06,2920000,74.3437
663.33,30.1727,585,585,-97047.2734375,204.48,2925000,74.8581
550.36,29.5327,586,586,-97611.375,303.51,2930000,74.1519
566.68,30.177,587,587,-97773.8984375,232.92,2935000,74.6134
513.52,29.7195,588,588,-97918.9296875,157.02,2940000,73.9374
861.49,29.8946,589,589,-97072.9453125,194.78,2945000,73.3172
730.0,30.0319,590,590,-97745.2734375,288.98,2950000,75.1616
616.18,29.7815,591,591,-97568.984375,259.38,2955000,74.7086
691.08,29.9449,592,592,-97643.265625,236.55,2960000,74.3497
618.44,29.6582,593,593,-96972.8984375,272.86,2965000,73.5964
811.76,29.9361,594,594,-97777.0234375,254.68,2970000,75.2313
785.55,29.9657,595,595,-97412.453125,227.57,2975000,74.3674
685.46,30.1756,596,596,-97896.609375,291.18,2980000,74.5138
776.74,30.3591,597,597,-97864.96875,249.13,2985000,74.9462
666.93,30.0746,598,598,-97607.734375,275.77,2990000,73.9736
655.68,29.8904,599,599,-97275.9296875,214.7,2995000,73.5328
