Running Forward KL,Running Reverse KL,Running Env Steps,Real Sto Return,Running Update Time,Itration,Real Det Return,Reward Loss
140.8325,17.9812,1925000,9133.57,385,385,10368.47,-6053.3720703125
144.4676,15.6133,1930000,3699.08,386,386,8013.93,-7731.7431640625
157.99,30.0443,1935000,-854.22,387,387,-753.45,-9755.826171875
142.456,12.6012,1940000,7122.01,388,388,7965.48,-6281.5244140625
141.9884,18.2286,1945000,6084.19,389,389,6439.89,-6730.10498046875
142.045,14.9033,1950000,7096.56,390,390,6947.78,-6855.45458984375
143.3791,16.8252,1955000,4383.07,391,391,6426.09,-7498.6513671875
152.997,11.933,1960000,2359.26,392,392,2124.2,-9043.8125
141.703,13.2492,1965000,9804.63,393,393,10558.55,-6422.99267578125
141.2255,14.2791,1970000,9538.0,394,394,9797.84,-6143.7119140625
150.6436,16.5817,1975000,3180.26,395,395,3260.86,-9022.017578125
141.9183,13.3771,1980000,10772.62,396,396,11142.27,-5961.60498046875
142.1458,15.2073,1985000,10979.98,397,397,11693.15,-6074.0146484375
142.2146,15.1973,1990000,11512.65,398,398,11749.26,-5775.05322265625
140.8803,14.8559,1995000,10568.58,399,399,11958.15,-6120.73681640625
141.1758,15.4913,2000000,11642.67,400,400,12107.26,-5727.10791015625
139.9089,15.3941,2005000,11705.51,401,401,12090.38,-5575.00244140625
139.2857,15.9476,2010000,11653.79,402,402,12123.26,-5744.76025390625
139.3475,15.0998,2015000,11706.92,403,403,12128.02,-5702.498046875
140.1279,15.3979,2020000,11931.59,404,404,12144.67,-5664.3935546875
